Date,transactionvalue3wmaUSD
2010/10/22,27.445
2010/10/23,17.741
2010/10/24,17.325
2010/10/25,28.853
2010/10/26,41.864
2010/10/27,53.393
2010/10/28,62.84
2010/10/29,50.084
2010/10/30,36.134
2010/10/31,34.955
2010/11/01,29.719
2010/11/02,35.681
2010/11/03,33.833
2010/11/04,66.777
2010/11/05,49.238
2010/11/06,76.182
2010/11/07,78.921
2010/11/08,187.093
2010/11/09,123.617
2010/11/10,74.182
2010/11/11,27.992
2010/11/12,28.124
2010/11/13,29.374
2010/11/14,27.117
2010/11/15,20.446
2010/11/16,13.943
2010/11/17,22.012
2010/11/18,17.35
2010/11/19,9.412
2010/11/20,4.443
2010/11/21,3.527
2010/11/22,14.748
2010/11/23,26.801
2010/11/24,17.445
2010/11/25,8.244
2010/11/26,10.966
2010/11/27,14.583
2010/11/28,15.738
2010/11/29,17.231
2010/11/30,23.36
2010/12/01,24.595
2010/12/02,28.714
2010/12/03,23.632
2010/12/04,29.298
2010/12/05,20.019
2010/12/06,31.502
2010/12/07,32.626
2010/12/08,24.95
2010/12/09,19.226
2010/12/10,15.684
2010/12/11,23.552
2010/12/12,20.783
2010/12/13,40.943
2010/12/14,44.115
2010/12/15,45.552
2010/12/16,40.721
2010/12/17,36.769
2010/12/18,38.026
2010/12/19,40.878
2010/12/20,32.582
2010/12/21,34.966
2010/12/22,32.71
2010/12/23,32.141
2010/12/24,29.384
2010/12/25,36.557
2010/12/26,34.882
2010/12/27,40.098
2010/12/28,31.759
2010/12/29,46.093
2010/12/30,40.542
2010/12/31,37.071
2011/01/01,28.478
2011/01/02,25.788
2011/01/03,21.01
2011/01/04,16.004
2011/01/05,12.548
2011/01/06,12.617
2011/01/07,14.996
2011/01/08,14.489
2011/01/09,12.234
2011/01/10,15.7
2011/01/11,20.969
2011/01/12,19.943
2011/01/13,24.72
2011/01/14,24.909
2011/01/15,24.759
2011/01/16,25.496
2011/01/17,25.951
2011/01/18,34.426
2011/01/19,28.678
2011/01/20,23.802
2011/01/21,20.603
2011/01/22,20.83
2011/01/23,26.935
2011/01/24,25.683
2011/01/25,25.717
2011/01/26,25.776
2011/01/27,268.902
2011/01/28,184.177
2011/01/29,102.468
2011/01/30,45.304
2011/01/31,60.875
2011/02/01,71.724
2011/02/02,81.591
2011/02/03,72.089
2011/02/04,56.023
2011/02/05,60.816
2011/02/06,70.587
2011/02/07,115.861
2011/02/08,100.361
2011/02/09,101.732
2011/02/10,101.638
2011/02/11,108.874
2011/02/12,90.881
2011/02/13,72.315
2011/02/14,66.26
2011/02/15,54.559
2011/02/16,41.289
2011/02/17,39.198
2011/02/18,47.386
2011/02/19,75.826
2011/02/20,92.697
2011/02/21,98.53
2011/02/22,117.033
2011/02/23,133.406
2011/02/24,120.914
2011/02/25,97.601
2011/02/26,82.996
2011/02/27,78.329
2011/02/28,70.687
2011/03/01,202.579
2011/03/02,686.784
2011/03/03,465.118
2011/03/04,279.079
2011/03/05,85.57
2011/03/06,82.79
2011/03/07,83.874
2011/03/08,78.534
2011/03/09,95.251
2011/03/10,140.895
2011/03/11,138.302
2011/03/12,93.111
2011/03/13,69.168
2011/03/14,65.649
2011/03/15,53.496
2011/03/16,45.07
2011/03/17,40.067
2011/03/18,50.216
2011/03/19,41.03
2011/03/20,32.429
2011/03/21,23.187
2011/03/22,46.687
2011/03/23,50.293
2011/03/24,76.778
2011/03/25,103.091
2011/03/26,99.715
2011/03/27,72.854
2011/03/28,48.782
2011/03/29,36.69
2011/03/30,44.503
2011/03/31,49.496
2011/04/01,45.63
2011/04/02,42.312
2011/04/03,37.939
2011/04/04,41.405
2011/04/05,40.817
2011/04/06,37.939
2011/04/07,42.811
2011/04/08,49.455
2011/04/09,56.636
2011/04/10,47.348
2011/04/11,39.017
2011/04/12,44.566
2011/04/13,57.263
2011/04/14,55.934
2011/04/15,52.429
2011/04/16,105.936
2011/04/17,373.547
2011/04/18,258.809
2011/04/19,554.248
2011/04/20,1234
2011/04/21,901.585
2011/04/22,449.756
2011/04/23,132.585
2011/04/24,91.811
2011/04/25,74.219
2011/04/26,76.373
2011/04/27,88.786
2011/04/28,97.802
2011/04/29,329.704
2011/04/30,348.436
2011/05/01,257.219
2011/05/02,154.003
2011/05/03,168.75
2011/05/04,262.749
2011/05/05,227.118
2011/05/06,253.588
2011/05/07,223.527
2011/05/08,458.947
2011/05/09,345.791
2011/05/10,603.151
2011/05/11,477.714
2011/05/12,434.154
2011/05/13,579.628
2011/05/14,1881
2011/05/15,1458
2011/05/16,949.846
2011/05/17,439.031
2011/05/18,315.835
2011/05/19,268.426
2011/05/20,348.933
2011/05/21,585.225
2011/05/22,869.693
2011/05/23,762.555
2011/05/24,581.931
2011/05/25,481.038
2011/05/26,487.503
2011/05/27,724.359
2011/05/28,590.028
2011/05/29,518.059
2011/05/30,436.269
2011/05/31,425.461
2011/06/01,397.651
2011/06/02,444.652
2011/06/03,681.539
2011/06/04,830.196
2011/06/05,1022
2011/06/06,1283
2011/06/07,1308
2011/06/08,1554
2011/06/09,1733
2011/06/10,2000
2011/06/11,2338
2011/06/12,2455
2011/06/13,2333
2011/06/14,2189
2011/06/15,4319
2011/06/16,8794
2011/06/17,6399
2011/06/18,3741
2011/06/19,4390
2011/06/20,3584
2011/06/21,4711
2011/06/22,3245
2011/06/23,2941
2011/06/24,4924
2011/06/25,12318
2011/06/26,10943
2011/06/27,6746
2011/06/28,7421
2011/06/29,6382
2011/06/30,4642
2011/07/01,2458
2011/07/02,1807
2011/07/03,1354
2011/07/04,1661
2011/07/05,1169
2011/07/06,922.018
2011/07/07,725.004
2011/07/08,633.955
2011/07/09,2194
2011/07/10,3466
2011/07/11,2738
2011/07/12,2093
2011/07/13,1934
2011/07/14,2575
2011/07/15,1910
2011/07/16,1828
2011/07/17,1269
2011/07/18,3073
2011/07/19,3817
2011/07/20,2595
2011/07/21,2075
2011/07/22,2062
2011/07/23,1715
2011/07/24,1220
2011/07/25,1549
2011/07/26,1842
2011/07/27,2112
2011/07/28,3924
2011/07/29,2911
2011/07/30,1731
2011/07/31,940.757
2011/08/01,882.877
2011/08/02,738.713
2011/08/03,615.328
2011/08/04,474.009
2011/08/05,565.901
2011/08/06,519.554
2011/08/07,461.433
2011/08/08,766.577
2011/08/09,1636
2011/08/10,1667
2011/08/11,1166
2011/08/12,658.809
2011/08/13,454.339
2011/08/14,522.843
2011/08/15,494.85
2011/08/16,457.307
2011/08/17,439.549
2011/08/18,515.818
2011/08/19,682.927
2011/08/20,552.219
2011/08/21,437.433
2011/08/22,374.457
2011/08/23,519.565
2011/08/24,698.617
2011/08/25,650.478
2011/08/26,481.156
2011/08/27,1983
2011/08/28,1389
2011/08/29,823.141
2011/08/30,271.184
2011/08/31,287.769
2011/09/01,334.779
2011/09/02,328.372
2011/09/03,325.594
2011/09/04,1155
2011/09/05,1983
2011/09/06,2630
2011/09/07,1703
2011/09/08,897.96
2011/09/09,397.62
2011/09/10,281.331
2011/09/11,542.924
2011/09/12,598.736
2011/09/13,488.305
2011/09/14,337.256
2011/09/15,261.755
2011/09/16,383.952
2011/09/17,365.374
2011/09/18,309.575
2011/09/19,263.19
2011/09/20,251.167
2011/09/21,274.497
2011/09/22,276.996
2011/09/23,287.553
2011/09/24,251.935
2011/09/25,257.117
2011/09/26,252.677
2011/09/27,299.052
2011/09/28,296.22
2011/09/29,290.679
2011/09/30,261.173
2011/10/01,322.691
2011/10/02,328.516
2011/10/03,325.127
2011/10/04,333.551
2011/10/05,340.548
2011/10/06,387.733
2011/10/07,349.497
2011/10/08,277.977
2011/10/09,231.595
2011/10/10,217.731
2011/10/11,219.792
2011/10/12,217.132
2011/10/13,231.827
2011/10/14,207.036
2011/10/15,232.515
2011/10/16,212.528
2011/10/17,234.256
2011/10/18,202.432
2011/10/19,168.741
2011/10/20,147.076
2011/10/21,203.947
2011/10/22,270.435
2011/10/23,306.956
2011/10/24,244.491
2011/10/25,205.401
2011/10/26,203.404
2011/10/27,262.15
2011/10/28,277.656
2011/10/29,273.904
2011/10/30,203.921
2011/10/31,211.602
2011/11/01,251.65
2011/11/02,245.801
2011/11/03,210.142
2011/11/04,189.739
2011/11/05,165.704
2011/11/06,145.619
2011/11/07,139.287
2011/11/08,349.917
2011/11/09,437.574
2011/11/10,323.564
2011/11/11,215.19
2011/11/12,161.594
2011/11/13,148.629
2011/11/14,148.379
2011/11/15,139.769
2011/11/16,478.932
2011/11/17,1090
2011/11/18,1724
2011/11/19,1889
2011/11/20,1294
2011/11/21,923.567
2011/11/22,1129
2011/11/23,960.752
2011/11/24,826.641
2011/11/25,591.085
2011/11/26,696.728
2011/11/27,796.659
2011/11/28,1281
2011/11/29,1527
2011/11/30,2197
2011/12/01,1690
2011/12/02,2133
2011/12/03,1979
2011/12/04,1826
2011/12/05,1495
2011/12/06,1985
2011/12/07,2451
2011/12/08,2518
2011/12/09,1776
2011/12/10,1046
2011/12/11,634.857
2011/12/12,512.854
2011/12/13,350.417
2011/12/14,269.117
2011/12/15,260.697
2011/12/16,285.613
2011/12/17,261.908
2011/12/18,237.664
2011/12/19,249.932
2011/12/20,284.673
2011/12/21,350.01
2011/12/22,328.383
2011/12/23,253.254
2011/12/24,238.367
2011/12/25,232.08
2011/12/26,374.223
2011/12/27,466.812
2011/12/28,371.176
2011/12/29,363.679
2011/12/30,288.14
2011/12/31,259.225
2012/01/01,284.511
2012/01/02,274.676
2012/01/03,253.692
2012/01/04,297.068
2012/01/05,463.602
2012/01/06,573.901
2012/01/07,486.11
2012/01/08,411.62
2012/01/09,427.547
2012/01/10,407.965
2012/01/11,382.756
2012/01/12,363.105
2012/01/13,375.559
2012/01/14,353.631
2012/01/15,320.123
2012/01/16,362.006
2012/01/17,386.044
2012/01/18,361.664
2012/01/19,348.569
2012/01/20,339.905
2012/01/21,320.383
2012/01/22,314.012
2012/01/23,300.843
2012/01/24,314.174
2012/01/25,315.134
2012/01/26,334.419
2012/01/27,317.384
2012/01/28,271.547
2012/01/29,272.473
2012/01/30,279.513
2012/01/31,278.443
2012/02/01,328.272
2012/02/02,328.643
2012/02/03,329.74
2012/02/04,306.373
2012/02/05,296.157
2012/02/06,289.019
2012/02/07,269.288
2012/02/08,252.92
2012/02/09,225.531
2012/02/10,218.864
2012/02/11,276.295
2012/02/12,275.318
2012/02/13,282.633
2012/02/14,481.679
2012/02/15,592.133
2012/02/16,684.509
2012/02/17,655.057
2012/02/18,556.862
2012/02/19,397.054
2012/02/20,317.915
2012/02/21,275.848
2012/02/22,371.908
2012/02/23,402.584
2012/02/24,421.577
2012/02/25,367.095
2012/02/26,318.104
2012/02/27,283.331
2012/02/28,272.781
2012/02/29,254.635
2012/03/01,360.818
2012/03/02,373.564
2012/03/03,367.875
2012/03/04,416.047
2012/03/05,350.416
2012/03/06,307.65
2012/03/07,276.456
2012/03/08,333.155
2012/03/09,397.631
2012/03/10,386.074
2012/03/11,387.768
2012/03/12,428.418
2012/03/13,405.885
2012/03/14,433.866
2012/03/15,423.752
2012/03/16,409.351
2012/03/17,374.367
2012/03/18,343.386
2012/03/19,335.373
2012/03/20,338.622
2012/03/21,346.031
2012/03/22,445.828
2012/03/23,581.162
2012/03/24,616.566
2012/03/25,467.177
2012/03/26,385.145
2012/03/27,374.067
2012/03/28,421.662
2012/03/29,599.683
2012/03/30,677.165
2012/03/31,703.392
2012/04/01,614.211
2012/04/02,556.769
2012/04/03,526.818
2012/04/04,524.862
2012/04/05,590.681
2012/04/06,521.883
2012/04/07,388.234
2012/04/08,665.022
2012/04/09,977.231
2012/04/10,801.368
2012/04/11,825.715
2012/04/12,771.594
2012/04/13,700.022
2012/04/14,625.51
2012/04/15,728.918
2012/04/16,852.811
2012/04/17,813.527
2012/04/18,699.321
2012/04/19,545.469
2012/04/20,1154
2012/04/21,1128
2012/04/22,992.49
2012/04/23,688.808
2012/04/24,559.357
2012/04/25,597.894
2012/04/26,778.172
2012/04/27,944.773
2012/04/28,800.788
2012/04/29,685.483
2012/04/30,595.614
2012/05/01,559.515
2012/05/02,543.183
2012/05/03,489.395
2012/05/04,439.332
2012/05/05,441.428
2012/05/06,370.646
2012/05/07,478.913
2012/05/08,807.385
2012/05/09,815.397
2012/05/10,665.642
2012/05/11,479.121
2012/05/12,646.646
2012/05/13,605.226
2012/05/14,513.674
2012/05/15,641.057
2012/05/16,829.56
2012/05/17,980.173
2012/05/18,701.18
2012/05/19,391.445
2012/05/20,287.196
2012/05/21,445.897
2012/05/22,699.966
2012/05/23,564.146
2012/05/24,367.06
2012/05/25,343.368
2012/05/26,709.053
2012/05/27,619.747
2012/05/28,489.407
2012/05/29,459.81
2012/05/30,482.558
2012/05/31,837.9
2012/06/01,757.88
2012/06/02,794.383
2012/06/03,501.34
2012/06/04,489.904
2012/06/05,494.259
2012/06/06,698.098
2012/06/07,778.773
2012/06/08,1052
2012/06/09,678.568
2012/06/10,514.112
2012/06/11,445.087
2012/06/12,645.577
2012/06/13,476.751
2012/06/14,447.828
2012/06/15,391.884
2012/06/16,497.905
2012/06/17,359.731
2012/06/18,364.893
2012/06/19,355.646
2012/06/20,366.753
2012/06/21,308.525
2012/06/22,462.902
2012/06/23,694.09
2012/06/24,668.564
2012/06/25,525.785
2012/06/26,404.137
2012/06/27,397.386
2012/06/28,633.694
2012/06/29,723.606
2012/06/30,592.371
2012/07/01,489.506
2012/07/02,379.753
2012/07/03,390.631
2012/07/04,509.325
2012/07/05,587.382
2012/07/06,501.148
2012/07/07,770.709
2012/07/08,558.078
2012/07/09,561.375
2012/07/10,458.401
2012/07/11,375.318
2012/07/12,373.855
2012/07/13,572.109
2012/07/14,738.118
2012/07/15,596.999
2012/07/16,537.793
2012/07/17,555.948
2012/07/18,515.861
2012/07/19,426.091
2012/07/20,384.609
2012/07/21,486.716
2012/07/22,475.2
2012/07/23,519.683
2012/07/24,518.299
2012/07/25,428.896
2012/07/26,527.716
2012/07/27,631.632
2012/07/28,567.183
2012/07/29,405.14
2012/07/30,292.309
2012/07/31,460.029
2012/08/01,612.124
2012/08/02,613.311
2012/08/03,573.277
2012/08/04,540.342
2012/08/05,592.735
2012/08/06,609.195
2012/08/07,674.435
2012/08/08,572.202
2012/08/09,540.609
2012/08/10,587.257
2012/08/11,583.115
2012/08/12,561.019
2012/08/13,496.588
2012/08/14,505.998
2012/08/15,466.314
2012/08/16,528.567
2012/08/17,697.59
2012/08/18,722.752
2012/08/19,1153
2012/08/20,1846
2012/08/21,1713
2012/08/22,1842
2012/08/23,2076
2012/08/24,2901
2012/08/25,2272
2012/08/26,1650
2012/08/27,1656
2012/08/28,2129
2012/08/29,3519
2012/08/30,3820
2012/08/31,3165
2012/09/01,2462
2012/09/02,2000
2012/09/03,1459
2012/09/04,1482
2012/09/05,1937
2012/09/06,3920
2012/09/07,5341
2012/09/08,4323
2012/09/09,2596
2012/09/10,4017
2012/09/11,5277
2012/09/12,5209
2012/09/13,6845
2012/09/14,6546
2012/09/15,4881
2012/09/16,4866
2012/09/17,5608
2012/09/18,5474
2012/09/19,8676
2012/09/20,7974
2012/09/21,9399
2012/09/22,8714
2012/09/23,6223
2012/09/24,4199
2012/09/25,2135
2012/09/26,1185
2012/09/27,664.415
2012/09/28,795.174
2012/09/29,759.008
2012/09/30,814.495
2012/10/01,802.52
2012/10/02,797.18
2012/10/03,693.346
2012/10/04,564.116
2012/10/05,717.877
2012/10/06,766.667
2012/10/07,719.396
2012/10/08,608.665
2012/10/09,512.602
2012/10/10,409.664
2012/10/11,457.536
2012/10/12,783.626
2012/10/13,942.599
2012/10/14,804.541
2012/10/15,522.222
2012/10/16,676.904
2012/10/17,985.339
2012/10/18,1281
2012/10/19,1308
2012/10/20,1174
2012/10/21,890.333
2012/10/22,702.189
2012/10/23,790.566
2012/10/24,761.614
2012/10/25,690.52
2012/10/26,563.527
2012/10/27,791.079
2012/10/28,704.835
2012/10/29,606.216
2012/10/30,984.125
2012/10/31,1320
2012/11/01,1344
2012/11/02,808.727
2012/11/03,726.198
2012/11/04,827.392
2012/11/05,853.811
2012/11/06,740.143
2012/11/07,617.032
2012/11/08,513.284
2012/11/09,427.316
2012/11/10,285.125
2012/11/11,215.929
2012/11/12,202.302
2012/11/13,276.459
2012/11/14,388.027
2012/11/15,606.799
2012/11/16,877.865
2012/11/17,966.766
2012/11/18,850.83
2012/11/19,614.553
2012/11/20,513.041
2012/11/21,377.174
2012/11/22,455.621
2012/11/23,449.341
2012/11/24,482.069
2012/11/25,371.045
2012/11/26,366.227
2012/11/27,489.606
2012/11/28,584.968
2012/11/29,511.763
2012/11/30,402.598
2012/12/01,294.322
2012/12/02,440.132
2012/12/03,745.961
2012/12/04,937.837
2012/12/05,1060
2012/12/06,1122
2012/12/07,1008
2012/12/08,687.05
2012/12/09,573.818
2012/12/10,454.954
2012/12/11,521.583
2012/12/12,924.493
2012/12/13,1159
2012/12/14,1145
2012/12/15,893.499
2012/12/16,737.45
2012/12/17,630.113
2012/12/18,621.581
2012/12/19,477.725
2012/12/20,395.14
2012/12/21,426.689
2012/12/22,410.382
2012/12/23,364.272
2012/12/24,363.211
2012/12/25,323.947
2012/12/26,274.188
2012/12/27,247.922
2012/12/28,274.23
2012/12/29,318.182
2012/12/30,279.852
2012/12/31,438.755
2013/01/01,553.893
2013/01/02,635.646
2013/01/03,592.476
2013/01/04,605.562
2013/01/05,650.043
2013/01/06,555.976
2013/01/07,504.753
2013/01/08,606.956
2013/01/09,599.532
2013/01/10,478.544
2013/01/11,382.542
2013/01/12,325.195
2013/01/13,282.779
2013/01/14,307.774
2013/01/15,482.268
2013/01/16,569.878
2013/01/17,587.003
2013/01/18,543.708
2013/01/19,475.05
2013/01/20,447.176
2013/01/21,442.538
2013/01/22,501.51
2013/01/23,699.56
2013/01/24,681.096
2013/01/25,614.195
2013/01/26,498.639
2013/01/27,465.624
2013/01/28,512.137
2013/01/29,701.528
2013/01/30,1004
2013/01/31,859.848
2013/02/01,716.087
2013/02/02,554.485
2013/02/03,494.765
2013/02/04,601.037
2013/02/05,697.276
2013/02/06,820.412
2013/02/07,722.276
2013/02/08,742.695
2013/02/09,720.419
2013/02/10,651.619
2013/02/11,579.505
2013/02/12,537.065
2013/02/13,514.881
2013/02/14,623.869
2013/02/15,633.489
2013/02/16,651.73
2013/02/17,623.547
2013/02/18,636.614
2013/02/19,686.953
2013/02/20,643.775
2013/02/21,589.854
2013/02/22,649.516
2013/02/23,658.852
2013/02/24,765.946
2013/02/25,792.592
2013/02/26,783.662
2013/02/27,757.956
2013/02/28,743.573
2013/03/01,794.23
2013/03/02,847.872
2013/03/03,713.443
2013/03/04,586.127
2013/03/05,884.809
2013/03/06,1221
2013/03/07,1184
2013/03/08,1016
2013/03/09,858.457
2013/03/10,784.727
2013/03/11,761.941
2013/03/12,1056
2013/03/13,1145
2013/03/14,1045
2013/03/15,2338
2013/03/16,2872
2013/03/17,2167
2013/03/18,2870
2013/03/19,2602
2013/03/20,2563
2013/03/21,2316
2013/03/22,1995
2013/03/23,1800
2013/03/24,1473
2013/03/25,1792
2013/03/26,2282
2013/03/27,3298
2013/03/28,3088
2013/03/29,2545
2013/03/30,2446
2013/03/31,2789
2013/04/01,2781
2013/04/02,3583
2013/04/03,4138
2013/04/04,4350
2013/04/05,4337
2013/04/06,3886
2013/04/07,3100
2013/04/08,3413
2013/04/09,4792
2013/04/10,6761
2013/04/11,5735
2013/04/12,4091
2013/04/13,2798
2013/04/14,1960
2013/04/15,1699
2013/04/16,1781
2013/04/17,2127
2013/04/18,7054
2013/04/19,6027
2013/04/20,4396
2013/04/21,2691
2013/04/22,3257
2013/04/23,3330
2013/04/24,4001
2013/04/25,3887
2013/04/26,3432
2013/04/27,2722
2013/04/28,2097
2013/04/29,3331
2013/04/30,3284
2013/05/01,3262
2013/05/02,2394
2013/05/03,1918
2013/05/04,1362
2013/05/05,1335
2013/05/06,1558
2013/05/07,1797
2013/05/08,1838
2013/05/09,1486
2013/05/10,1421
2013/05/11,1212
2013/05/12,1078
2013/05/13,1532
2013/05/14,1503
2013/05/15,1394
2013/05/16,1256
2013/05/17,1434
2013/05/18,1559
2013/05/19,1311
2013/05/20,1235
2013/05/21,1307
2013/05/22,1525
2013/05/23,1499
2013/05/24,1600
2013/05/25,1714
2013/05/26,1500
2013/05/27,1515
2013/05/28,1519
2013/05/29,1717
2013/05/30,1571
2013/05/31,1555
2013/06/01,1321
2013/06/02,1172
2013/06/03,1382
2013/06/04,1418
2013/06/05,1453
2013/06/06,1531
2013/06/07,1532
2013/06/08,1225
2013/06/09,1350
2013/06/10,1247
2013/06/11,1278
2013/06/12,1280
2013/06/13,1407
2013/06/14,1466
2013/06/15,1323
2013/06/16,1236
2013/06/17,1226
2013/06/18,1342
2013/06/19,1338
2013/06/20,1424
2013/06/21,1526
2013/06/22,1295
2013/06/23,1051
2013/06/24,1140
2013/06/25,1375
2013/06/26,1417
2013/06/27,1297
2013/06/28,1231
2013/06/29,1253
2013/06/30,1232
2013/07/01,1559
2013/07/02,1600
2013/07/03,1760
2013/07/04,1832
2013/07/05,2001
2013/07/06,1709
2013/07/07,1545
2013/07/08,1492
2013/07/09,1786
2013/07/10,1997
2013/07/11,2047
2013/07/12,1915
2013/07/13,1944
2013/07/14,1703
2013/07/15,1673
2013/07/16,1890
2013/07/17,2179
2013/07/18,2196
2013/07/19,2023
2013/07/20,1582
2013/07/21,1299
2013/07/22,1537
2013/07/23,1947
2013/07/24,1985
2013/07/25,1829
2013/07/26,1803
2013/07/27,1454
2013/07/28,1407
2013/07/29,1482
2013/07/30,1891
2013/07/31,1841
2013/08/01,2000
2013/08/02,1835
2013/08/03,1619
2013/08/04,1304
2013/08/05,1398
2013/08/06,1388
2013/08/07,1401
2013/08/08,1279
2013/08/09,1211
2013/08/10,1051
2013/08/11,1017
2013/08/12,1284
2013/08/13,1856
2013/08/14,2283
2013/08/15,1899
2013/08/16,1601
2013/08/17,1572
2013/08/18,1488
2013/08/19,1497
2013/08/20,1506
2013/08/21,1873
2013/08/22,1653
2013/08/23,1597
2013/08/24,1321
2013/08/25,1315
2013/08/26,1326
2013/08/27,1497
2013/08/28,1471
2013/08/29,3322
2013/08/30,2743
2013/08/31,2508
2013/09/01,2106
2013/09/02,2097
2013/09/03,2158
2013/09/04,2135
2013/09/05,1930
2013/09/06,1577
2013/09/07,1422
2013/09/08,1183
2013/09/09,1613
2013/09/10,1596
2013/09/11,1861
2013/09/12,1756
2013/09/13,1798
2013/09/14,1701
2013/09/15,1312
2013/09/16,1411
2013/09/17,1290
2013/09/18,1531
2013/09/19,1622
2013/09/20,1614
2013/09/21,1305
2013/09/22,1182
2013/09/23,1490
2013/09/24,1740
2013/09/25,1877
2013/09/26,1744
2013/09/27,1750
2013/09/28,1663
2013/09/29,1659
2013/09/30,1915
2013/10/01,2177
2013/10/02,2242
2013/10/03,1965
2013/10/04,1837
2013/10/05,1472
2013/10/06,1275
2013/10/07,1518
2013/10/08,1794
2013/10/09,2057
2013/10/10,1877
2013/10/11,1896
2013/10/12,1799
2013/10/13,1797
2013/10/14,1918
2013/10/15,2115
2013/10/16,2470
2013/10/17,2554
2013/10/18,2448
2013/10/19,2585
2013/10/20,2460
2013/10/21,2681
2013/10/22,3032
2013/10/23,3497
2013/10/24,3351
2013/10/25,5812
2013/10/26,4526
2013/10/27,3251
2013/10/28,2301
2013/10/29,4407
2013/10/30,4066
2013/10/31,3246
2013/11/01,2678
2013/11/02,2974
2013/11/03,3242
2013/11/04,4065
2013/11/05,4681
2013/11/06,4566
2013/11/07,5092
2013/11/08,5396
2013/11/09,5572
2013/11/10,4808
2013/11/11,4338
2013/11/12,5306
2013/11/13,6483
2013/11/14,6844
2013/11/15,12175
2013/11/16,13761
2013/11/17,12728
2013/11/18,13184
2013/11/19,14049
2013/11/20,12935
2013/11/21,15403
2013/11/22,18542
2013/11/23,17988
2013/11/24,17535
2013/11/25,15841
2013/11/26,27407
2013/11/27,31092
2013/11/28,33222
2013/11/29,30467
2013/11/30,28417
2013/12/01,23329
2013/12/02,19664
2013/12/03,16617
2013/12/04,16770
2013/12/05,17661
2013/12/06,16660
2013/12/07,20744
2013/12/08,20388
2013/12/09,18900
2013/12/10,14462
2013/12/11,13970
2013/12/12,13578
2013/12/13,13751
2013/12/14,11835
2013/12/15,9333
2013/12/16,16016
2013/12/17,17046
2013/12/18,16107
2013/12/19,13242
2013/12/20,11362
2013/12/21,10656
2013/12/22,10659
2013/12/23,9609
2013/12/24,9757
2013/12/25,10034
2013/12/26,9476
2013/12/27,8739
2013/12/28,8859
2013/12/29,10300
2013/12/30,10826
2013/12/31,9329
2014/01/01,8938
2014/01/02,9250
2014/01/03,10673
2014/01/04,10458
2014/01/05,12121
2014/01/06,13147
2014/01/07,13331
2014/01/08,11842
2014/01/09,9790
2014/01/10,8798
2014/01/11,7501
2014/01/12,7135
2014/01/13,7488
2014/01/14,9281
2014/01/15,9053
2014/01/16,8960
2014/01/17,7285
2014/01/18,6238
2014/01/19,7748
2014/01/20,9395
2014/01/21,8679
2014/01/22,7222
2014/01/23,6543
2014/01/24,7800
2014/01/25,7647
2014/01/26,6967
2014/01/27,8807
2014/01/28,8534
2014/01/29,7573
2014/01/30,6827
2014/01/31,6080
2014/02/01,6366
2014/02/02,6942
2014/02/03,7076
2014/02/04,8178
2014/02/05,8992
2014/02/06,8364
2014/02/07,8555
2014/02/08,7349
2014/02/09,6646
2014/02/10,7076
2014/02/11,7222
2014/02/12,6919
2014/02/13,6289
2014/02/14,6009
2014/02/15,8187
2014/02/16,7772
2014/02/17,6569
2014/02/18,5279
2014/02/19,4480
