Date,confirmationtime3sma
2010/07/17,4.494
2010/07/18,6.516
2010/07/19,8.324
2010/07/20,8.201
2010/07/21,7.729
2010/07/22,7.698
2010/07/23,7.52
2010/07/24,7.741
2010/07/25,7.092
2010/07/26,6.593
2010/07/27,6.945
2010/07/28,7.886
2010/07/29,8.577
2010/07/30,8.323
2010/07/31,7.669
2010/08/01,7.01
2010/08/02,6.356
2010/08/03,6.106
2010/08/04,6.073
2010/08/05,6.292
2010/08/06,7.442
2010/08/07,8.564
2010/08/08,8.774
2010/08/09,8.035
2010/08/10,7.451
2010/08/11,7.099
2010/08/12,6.785
2010/08/13,6.505
2010/08/14,6.153
2010/08/15,6.26
2010/08/16,7.292
2010/08/17,9.305
2010/08/18,10.595
2010/08/19,10.886
2010/08/20,9.652
2010/08/21,8.817
2010/08/22,7.526
2010/08/23,7.292
2010/08/24,6.75
2010/08/25,6.708
2010/08/26,6.74
2010/08/27,7.315
2010/08/28,7.916
2010/08/29,8.594
2010/08/30,9.008
2010/08/31,8.793
2010/09/01,8.887
2010/09/02,8.743
2010/09/03,9.061
2010/09/04,8.656
2010/09/05,8.488
2010/09/06,8.599
2010/09/07,8.947
2010/09/08,8.947
2010/09/09,9.465
2010/09/10,9.177
2010/09/11,9.267
2010/09/12,8.424
2010/09/13,8.519
2010/09/14,7.883
2010/09/15,8.012
2010/09/16,7.397
2010/09/17,7.34
2010/09/18,6.525
2010/09/19,6.63
2010/09/20,6.686
2010/09/21,7.452
2010/09/22,7.914
2010/09/23,7.601
2010/09/24,6.915
2010/09/25,6.475
2010/09/26,6.766
2010/09/27,6.756
2010/09/28,6.702
2010/09/29,7.287
2010/09/30,8.479
2010/10/01,9.331
2010/10/02,11.205
2010/10/03,11.851
2010/10/04,11.872
2010/10/05,10.881
2010/10/06,9.754
2010/10/07,9.617
2010/10/08,8.924
2010/10/09,9.155
2010/10/10,8.851
2010/10/11,8.753
2010/10/12,8.812
2010/10/13,8.843
2010/10/14,8.166
2010/10/15,7.781
