Date,transactions90mom
2010/07/17,-2871
2010/07/18,204
2010/07/19,316
2010/07/20,381
2010/07/21,216
2010/07/22,171
2010/07/23,183
2010/07/24,658
2010/07/25,1545
2010/07/26,171
2010/07/27,213
2010/07/28,1759
2010/07/29,1661
2010/07/30,116
2010/07/31,67
2010/08/01,96
2010/08/02,115
2010/08/03,396
2010/08/04,168
2010/08/05,271
2010/08/06,184
2010/08/07,78
2010/08/08,163
2010/08/09,215
2010/08/10,117
2010/08/11,140
2010/08/12,145
2010/08/13,279
2010/08/14,133
2010/08/15,73
2010/08/16,251
2010/08/17,146
2010/08/18,210
2010/08/19,131
2010/08/20,199
2010/08/21,71
2010/08/22,92
2010/08/23,112
2010/08/24,100
2010/08/25,74
2010/08/26,104
2010/08/27,68
2010/08/28,118
2010/08/29,46
2010/08/30,132
2010/08/31,210
2010/09/01,140
2010/09/02,117
2010/09/03,110
2010/09/04,41
2010/09/05,94
2010/09/06,57
2010/09/07,70
2010/09/08,117
2010/09/09,110
2010/09/10,105
2010/09/11,78
2010/09/12,106
2010/09/13,180
2010/09/14,171
2010/09/15,203
2010/09/16,176
2010/09/17,89
2010/09/18,119
2010/09/19,58
2010/09/20,191
2010/09/21,568
2010/09/22,428
2010/09/23,361
2010/09/24,231
2010/09/25,269
2010/09/26,117
2010/09/27,279
2010/09/28,188
2010/09/29,738
2010/09/30,145
2010/10/01,356
2010/10/02,343
2010/10/03,182
2010/10/04,215
2010/10/05,183
2010/10/06,164
2010/10/07,111
2010/10/08,167
2010/10/09,69
2010/10/10,-1456
2010/10/11,-604
2010/10/12,-5357
2010/10/13,-518
2010/10/14,-514
2010/10/15,-84
2010/10/16,-65
2010/10/17,-167
2010/10/18,-83
2010/10/19,412
2010/10/20,228
2010/10/21,149
2010/10/22,-257
2010/10/23,-1250
2010/10/24,123
2010/10/25,-53
2010/10/26,-1515
2010/10/27,-1332
2010/10/28,124
2010/10/29,152
2010/10/30,49
2010/10/31,-28
2010/11/01,-247
2010/11/02,-86
2010/11/03,-140
2010/11/04,-71
2010/11/05,105
2010/11/06,-16
2010/11/07,-24
2010/11/08,91
2010/11/09,13
2010/11/10,19
2010/11/11,-125
2010/11/12,-36
2010/11/13,12
2010/11/14,-146
2010/11/15,4482
2010/11/16,8664
2010/11/17,-2
2010/11/18,1007
2010/11/19,9313
2010/11/20,9461
2010/11/21,9748
2010/11/22,16
2010/11/23,52
2010/11/24,3601
2010/11/25,4679
2010/11/26,951
2010/11/27,167
2010/11/28,102
2010/11/29,-12
2010/11/30,29
2010/12/01,159
2010/12/02,117
2010/12/03,102
2010/12/04,43
2010/12/05,75
2010/12/06,102
2010/12/07,160
2010/12/08,96
2010/12/09,80
2010/12/10,81
2010/12/11,173
2010/12/12,207
2010/12/13,284
2010/12/14,221
2010/12/15,227
2010/12/16,205
2010/12/17,134
2010/12/18,192
2010/12/19,105
2010/12/20,135
2010/12/21,-65
2010/12/22,81
2010/12/23,101
2010/12/24,58
2010/12/25,271
2010/12/26,65
2010/12/27,81
2010/12/28,-319
2010/12/29,129
2010/12/30,-6
2010/12/31,-8
2011/01/01,223
2011/01/02,140
2011/01/03,727
2011/01/04,602
2011/01/05,976
2011/01/06,344
2011/01/07,613
2011/01/08,1081
2011/01/09,877
2011/01/10,953
2011/01/11,1002
2011/01/12,833
2011/01/13,927
2011/01/14,898
2011/01/15,618
2011/01/16,427
2011/01/17,-19
2011/01/18,228
2011/01/19,382
2011/01/20,290
2011/01/21,650
2011/01/22,910
2011/01/23,704
2011/01/24,854
2011/01/25,378
2011/01/26,558
2011/01/27,437
2011/01/28,749
2011/01/29,1058
2011/01/30,2262
2011/01/31,1113
2011/02/01,692
2011/02/02,597
2011/02/03,406
2011/02/04,584
2011/02/05,443
2011/02/06,492
2011/02/07,497
2011/02/08,484
2011/02/09,859
2011/02/10,1731
2011/02/11,2049
2011/02/12,1556
2011/02/13,-3047
2011/02/14,-7098
2011/02/15,1811
2011/02/16,621
2011/02/17,-7463
2011/02/18,-7771
2011/02/19,-8482
2011/02/20,1561
2011/02/21,1575
2011/02/22,-1774
2011/02/23,-2782
2011/02/24,782
2011/02/25,1570
2011/02/26,1394
2011/02/27,1780
2011/02/28,1318
2011/03/01,2275
2011/03/02,1569
2011/03/03,2823
2011/03/04,1572
2011/03/05,1576
2011/03/06,1533
2011/03/07,1381
2011/03/08,1968
2011/03/09,1411
2011/03/10,1325
2011/03/11,1379
2011/03/12,2344
2011/03/13,2089
2011/03/14,2049
2011/03/15,2296
2011/03/16,2689
2011/03/17,2930
2011/03/18,1913
2011/03/19,2707
2011/03/20,3166
2011/03/21,5273
2011/03/22,1617
2011/03/23,4039
2011/03/24,1629
2011/03/25,1360
2011/03/26,2758
2011/03/27,1960
2011/03/28,2271
2011/03/29,2207
2011/03/30,1176
2011/03/31,1501
2011/04/01,925
2011/04/02,1198
2011/04/03,658
2011/04/04,1293
2011/04/05,769
2011/04/06,1163
2011/04/07,674
2011/04/08,335
2011/04/09,517
2011/04/10,421
2011/04/11,590
2011/04/12,919
2011/04/13,1099
2011/04/14,1640
2011/04/15,1077
2011/04/16,1224
2011/04/17,1428
2011/04/18,2210
2011/04/19,2696
2011/04/20,2087
2011/04/21,776
2011/04/22,664
2011/04/23,1227
2011/04/24,980
2011/04/25,1667
2011/04/26,2435
2011/04/27,3716
2011/04/28,1948
2011/04/29,2148
2011/04/30,1848
2011/05/01,2547
2011/05/02,2049
2011/05/03,2001
2011/05/04,1974
2011/05/05,2485
2011/05/06,2419
2011/05/07,2941
2011/05/08,1990
2011/05/09,2599
2011/05/10,1933
2011/05/11,1051
2011/05/12,1023
2011/05/13,2141
2011/05/14,2548
2011/05/15,1740
2011/05/16,2103
2011/05/17,2349
2011/05/18,3274
2011/05/19,2648
2011/05/20,3153
2011/05/21,3003
2011/05/22,3254
2011/05/23,3474
2011/05/24,3546
2011/05/25,4049
2011/05/26,4836
2011/05/27,3010
2011/05/28,2833
2011/05/29,3003
2011/05/30,2584
2011/05/31,4072
2011/06/01,3334
2011/06/02,5185
2011/06/03,6468
2011/06/04,6830
2011/06/05,6669
2011/06/06,7217
2011/06/07,7158
2011/06/08,10079
2011/06/09,10200
2011/06/10,8230
2011/06/11,8051
2011/06/12,9676
2011/06/13,8277
2011/06/14,10864
2011/06/15,9100
2011/06/16,10315
2011/06/17,8036
2011/06/18,7427
2011/06/19,5542
2011/06/20,8872
2011/06/21,5038
2011/06/22,9247
2011/06/23,8352
2011/06/24,7509
2011/06/25,7230
2011/06/26,7073
2011/06/27,9027
2011/06/28,8959
2011/06/29,7936
2011/06/30,8042
2011/07/01,8838
2011/07/02,6219
2011/07/03,6068
2011/07/04,7509
2011/07/05,7110
2011/07/06,8832
2011/07/07,7448
2011/07/08,6786
2011/07/09,6131
2011/07/10,6475
2011/07/11,8452
2011/07/12,5829
2011/07/13,6281
2011/07/14,6690
2011/07/15,5855
2011/07/16,6642
2011/07/17,5322
2011/07/18,5362
2011/07/19,6218
2011/07/20,6946
2011/07/21,6090
2011/07/22,6702
2011/07/23,5158
2011/07/24,5653
2011/07/25,6060
2011/07/26,3797
2011/07/27,4950
2011/07/28,4630
2011/07/29,2867
2011/07/30,2287
2011/07/31,5026
2011/08/01,5291
2011/08/02,6060
2011/08/03,4335
2011/08/04,5106
2011/08/05,3547
2011/08/06,4033
2011/08/07,3307
2011/08/08,4163
2011/08/09,6174
2011/08/10,4991
2011/08/11,3602
2011/08/12,2862
2011/08/13,3718
2011/08/14,3237
2011/08/15,4043
2011/08/16,4200
2011/08/17,3094
2011/08/18,2696
2011/08/19,2739
2011/08/20,2009
2011/08/21,2048
2011/08/22,2080
2011/08/23,1171
2011/08/24,562
2011/08/25,2420
2011/08/26,2416
2011/08/27,1666
2011/08/28,290
2011/08/29,2043
2011/08/30,1306
2011/08/31,191
2011/09/01,-1165
2011/09/02,-1717
2011/09/03,-2604
2011/09/04,-2346
2011/09/05,-1949
2011/09/06,-3951
2011/09/07,-5000
2011/09/08,-4678
2011/09/09,-3423
2011/09/10,-6347
2011/09/11,-4701
2011/09/12,-7469
2011/09/13,-5949
2011/09/14,-6512
2011/09/15,-4792
2011/09/16,-5276
2011/09/17,-5929
2011/09/18,-5163
2011/09/19,-2925
2011/09/20,-3254
2011/09/21,-2640
2011/09/22,-4715
2011/09/23,-3355
2011/09/24,-4237
2011/09/25,-5997
2011/09/26,-5054
2011/09/27,-3862
2011/09/28,-3575
2011/09/29,-4966
2011/09/30,-2106
2011/10/01,-2968
2011/10/02,-4520
2011/10/03,-2450
2011/10/04,-4665
2011/10/05,-3423
2011/10/06,-2579
2011/10/07,-2166
2011/10/08,-2972
2011/10/09,-5036
2011/10/10,-2247
2011/10/11,-3165
2011/10/12,-2743
2011/10/13,-2949
2011/10/14,-2747
2011/10/15,-2764
2011/10/16,-3944
2011/10/17,-3380
2011/10/18,-3971
2011/10/19,-3014
2011/10/20,-4306
2011/10/21,-2184
2011/10/22,-3037
2011/10/23,-3820
2011/10/24,-2387
2011/10/25,-2724
2011/10/26,-2809
2011/10/27,-2574
2011/10/28,-1044
2011/10/29,-2441
2011/10/30,-3161
2011/10/31,-3612
2011/11/01,-1953
2011/11/02,-2341
2011/11/03,-1092
2011/11/04,-319
2011/11/05,-802
2011/11/06,-2241
2011/11/07,-3709
2011/11/08,-2338
2011/11/09,-1172
2011/11/10,-634
2011/11/11,-2294
2011/11/12,-2355
2011/11/13,-3020
2011/11/14,-3728
2011/11/15,-1645
2011/11/16,-1358
2011/11/17,-2663
2011/11/18,-2003
2011/11/19,-2906
2011/11/20,-2664
2011/11/21,-2470
2011/11/22,-1882
2011/11/23,-1642
2011/11/24,-2369
2011/11/25,-888
2011/11/26,-841
2011/11/27,-3009
2011/11/28,-1855
2011/11/29,-861
2011/11/30,-379
2011/12/01,-700
2011/12/02,392
2011/12/03,-1645
2011/12/04,-1634
2011/12/05,-1600
2011/12/06,853
2011/12/07,-371
2011/12/08,-1566
2011/12/09,-419
2011/12/10,-784
2011/12/11,-1333
2011/12/12,-1642
2011/12/13,-780
2011/12/14,-779
2011/12/15,-1352
2011/12/16,-274
2011/12/17,-985
2011/12/18,-2038
2011/12/19,-2320
2011/12/20,-1377
2011/12/21,-563
2011/12/22,-484
2011/12/23,-59
2011/12/24,-1072
2011/12/25,-393
2011/12/26,-504
2011/12/27,-804
2011/12/28,-619
2011/12/29,-669
2011/12/30,-322
2011/12/31,72
2012/01/01,-1528
2012/01/02,-438
2012/01/03,-12
2012/01/04,-202
2012/01/05,1311
2012/01/06,1190
2012/01/07,391
2012/01/08,482
2012/01/09,111
2012/01/10,707
2012/01/11,2099
2012/01/12,569
2012/01/13,1262
2012/01/14,1795
2012/01/15,510
2012/01/16,2056
2012/01/17,1598
2012/01/18,1985
2012/01/19,1667
2012/01/20,1619
2012/01/21,702
2012/01/22,-618
2012/01/23,833
2012/01/24,1974
2012/01/25,3236
2012/01/26,1447
2012/01/27,713
2012/01/28,896
2012/01/29,1208
2012/01/30,354
2012/01/31,938
2012/02/01,233
2012/02/02,612
2012/02/03,1110
2012/02/04,2190
2012/02/05,1268
2012/02/06,145
2012/02/07,588
2012/02/08,479
2012/02/09,2369
2012/02/10,3334
2012/02/11,2299
2012/02/12,1107
2012/02/13,1914
2012/02/14,3438
2012/02/15,4383
2012/02/16,4363
2012/02/17,2025
2012/02/18,1363
2012/02/19,1148
2012/02/20,848
2012/02/21,827
2012/02/22,2130
2012/02/23,2497
2012/02/24,2149
2012/02/25,1194
2012/02/26,-132
2012/02/27,305
2012/02/28,-130
2012/02/29,370
2012/03/01,488
2012/03/02,2032
2012/03/03,-175
2012/03/04,375
2012/03/05,-973
2012/03/06,234
2012/03/07,825
2012/03/08,1040
2012/03/09,800
2012/03/10,96
2012/03/11,354
2012/03/12,701
2012/03/13,1696
2012/03/14,2020
2012/03/15,1117
2012/03/16,1939
2012/03/17,2218
2012/03/18,194
2012/03/19,348
2012/03/20,1246
2012/03/21,1131
2012/03/22,889
2012/03/23,1517
2012/03/24,1079
2012/03/25,591
2012/03/26,1402
2012/03/27,1665
2012/03/28,2015
2012/03/29,2468
2012/03/30,1688
2012/03/31,1174
2012/04/01,162
2012/04/02,742
2012/04/03,2024
2012/04/04,159
2012/04/05,438
2012/04/06,842
2012/04/07,-290
2012/04/08,-183
2012/04/09,-65
2012/04/10,1335
2012/04/11,1176
2012/04/12,1456
2012/04/13,261
2012/04/14,1715
2012/04/15,465
2012/04/16,1832
2012/04/17,1151
2012/04/18,1698
2012/04/19,1108
2012/04/20,1929
2012/04/21,1858
2012/04/22,284
2012/04/23,-160
2012/04/24,-291
2012/04/25,970
2012/04/26,3748
2012/04/27,1295
2012/04/28,1016
2012/04/29,1569
2012/04/30,2459
2012/05/01,3677
2012/05/02,2823
2012/05/03,6953
2012/05/04,6857
2012/05/05,6199
2012/05/06,4996
2012/05/07,11202
2012/05/08,10664
2012/05/09,9736
2012/05/10,3335
2012/05/11,11389
2012/05/12,11326
2012/05/13,6742
2012/05/14,18859
2012/05/15,12902
2012/05/16,8558
2012/05/17,10193
2012/05/18,17991
2012/05/19,29455
2012/05/20,25123
2012/05/21,25187
2012/05/22,16330
2012/05/23,19454
2012/05/24,19683
2012/05/25,22737
2012/05/26,17466
2012/05/27,19707
2012/05/28,23181
2012/05/29,23150
2012/05/30,18789
2012/05/31,13364
2012/06/01,21843
2012/06/02,6186
2012/06/03,26614
2012/06/04,39552
2012/06/05,37736
2012/06/06,9303
2012/06/07,26730
2012/06/08,18551
2012/06/09,27790
2012/06/10,34580
2012/06/11,25156
2012/06/12,11329
2012/06/13,50481
2012/06/14,55000
2012/06/15,48121
2012/06/16,37247
2012/06/17,37236
2012/06/18,32222
2012/06/19,28973
2012/06/20,25672
2012/06/21,20616
2012/06/22,17236
2012/06/23,16084
2012/06/24,15793
2012/06/25,22049
2012/06/26,22997
2012/06/27,23335
2012/06/28,19711
2012/06/29,16709
2012/06/30,17065
2012/07/01,12778
2012/07/02,17389
2012/07/03,15501
2012/07/04,16103
2012/07/05,14936
2012/07/06,17810
2012/07/07,19684
2012/07/08,14175
2012/07/09,16645
2012/07/10,27213
2012/07/11,22953
2012/07/12,17235
2012/07/13,16505
2012/07/14,15362
2012/07/15,17778
2012/07/16,23559
2012/07/17,26579
2012/07/18,24690
2012/07/19,22769
2012/07/20,29599
2012/07/21,28238
2012/07/22,27736
2012/07/23,25035
2012/07/24,20778
2012/07/25,17223
2012/07/26,23478
2012/07/27,19702
2012/07/28,27527
2012/07/29,25083
2012/07/30,24181
2012/07/31,31549
2012/08/01,16559
2012/08/02,19109
2012/08/03,14787
2012/08/04,17868
2012/08/05,15067
2012/08/06,17717
2012/08/07,12360
2012/08/08,28349
2012/08/09,10854
2012/08/10,10021
2012/08/11,18374
2012/08/12,6267
2012/08/13,26607
2012/08/14,16392
2012/08/15,35983
2012/08/16,21987
2012/08/17,5161
2012/08/18,5689
2012/08/19,5291
2012/08/20,12298
2012/08/21,14940
2012/08/22,11254
2012/08/23,2775
2012/08/24,8990
2012/08/25,7013
2012/08/26,-405
2012/08/27,3261
2012/08/28,4238
2012/08/29,13166
2012/08/30,6843
2012/08/31,27844
2012/09/01,7165
2012/09/02,-12359
2012/09/03,-6136
2012/09/04,24009
2012/09/05,7891
2012/09/06,18863
2012/09/07,436
2012/09/08,-9527
2012/09/09,-1086
2012/09/10,15395
2012/09/11,-18564
2012/09/12,-33841
2012/09/13,-25932
2012/09/14,-7170
2012/09/15,-16641
2012/09/16,-10642
2012/09/17,-11537
2012/09/18,553
2012/09/19,5444
2012/09/20,7703
2012/09/21,8039
2012/09/22,-404
2012/09/23,-718
2012/09/24,-1049
2012/09/25,-6674
2012/09/26,5888
2012/09/27,5455
2012/09/28,10124
2012/09/29,4690
2012/09/30,-4486
2012/10/01,2089
2012/10/02,9718
2012/10/03,5037
2012/10/04,8723
2012/10/05,10786
2012/10/06,11871
2012/10/07,9635
2012/10/08,3103
2012/10/09,4192
2012/10/10,6924
2012/10/11,3153
2012/10/12,5918
2012/10/13,6737
2012/10/14,-3942
2012/10/15,-4200
2012/10/16,1945
2012/10/17,771
2012/10/18,-8546
2012/10/19,-9234
2012/10/20,-4421
2012/10/21,8115
2012/10/22,14789
2012/10/23,4734
2012/10/24,1494
2012/10/25,-122
2012/10/26,-13315
2012/10/27,-18179
2012/10/28,-16420
2012/10/29,-20035
2012/10/30,200
