Date,transactions90mom
2012/10/31,-5435
2012/11/01,-4117
2012/11/02,-7
2012/11/03,-9391
2012/11/04,-11113
2012/11/05,2585
2012/11/06,-8151
2012/11/07,6551
2012/11/08,4042
2012/11/09,-7966
2012/11/10,-7512
2012/11/11,-25304
2012/11/12,-10578
2012/11/13,-25811
2012/11/14,-16565
2012/11/15,-2948
2012/11/16,2290
2012/11/17,-4371
2012/11/18,-1673
2012/11/19,-5465
2012/11/20,-1007
2012/11/21,7261
2012/11/22,-1371
2012/11/23,-1117
2012/11/24,226
2012/11/25,3639
2012/11/26,6054
2012/11/27,-6557
2012/11/28,3324
2012/11/29,-3227
2012/11/30,-10980
2012/12/01,-99
2012/12/02,-17618
2012/12/03,-18281
2012/12/04,-8711
2012/12/05,-8997
2012/12/06,3711
2012/12/07,988
2012/12/08,1731
2012/12/09,-1549
2012/12/10,-2002
2012/12/11,8694
2012/12/12,7711
2012/12/13,6428
2012/12/14,11804
2012/12/15,3995
2012/12/16,11087
2012/12/17,8252
2012/12/18,17597
2012/12/19,13493
2012/12/20,5638
2012/12/21,22597
2012/12/22,23264
2012/12/23,7579
2012/12/24,11941
2012/12/25,-3654
2012/12/26,8246
2012/12/27,11021
2012/12/28,23112
2012/12/29,17457
2012/12/30,20685
2012/12/31,-2826
2013/01/01,5198
2013/01/02,6796
2013/01/03,5912
2013/01/04,15919
2013/01/05,4854
2013/01/06,-5152
2013/01/07,4812
2013/01/08,7414
2013/01/09,15514
2013/01/10,23848
2013/01/11,19690
2013/01/12,18262
2013/01/13,18479
2013/01/14,10025
2013/01/15,13230
2013/01/16,25398
2013/01/17,22771
2013/01/18,18734
2013/01/19,15344
2013/01/20,-1756
2013/01/21,8408
2013/01/22,11576
2013/01/23,19697
2013/01/24,24303
2013/01/25,32236
2013/01/26,34411
2013/01/27,33920
2013/01/28,21429
2013/01/29,23934
2013/01/30,17565
2013/01/31,22593
2013/02/01,35482
2013/02/02,30165
2013/02/03,28954
2013/02/04,22990
2013/02/05,16930
2013/02/06,10148
2013/02/07,36078
2013/02/08,33805
2013/02/09,34199
2013/02/10,32511
2013/02/11,30444
2013/02/12,28654
2013/02/13,21451
2013/02/14,11476
2013/02/15,23070
2013/02/16,17254
2013/02/17,12670
2013/02/18,13502
2013/02/19,15446
2013/02/20,28799
2013/02/21,23556
2013/02/22,32434
2013/02/23,21132
2013/02/24,21267
2013/02/25,39456
2013/02/26,26188
2013/02/27,23499
2013/02/28,33220
2013/03/01,31058
2013/03/02,35217
2013/03/03,32786
2013/03/04,31621
2013/03/05,23107
2013/03/06,25579
2013/03/07,34594
2013/03/08,22661
2013/03/09,23444
2013/03/10,37583
2013/03/11,22490
2013/03/12,11743
2013/03/13,14149
2013/03/14,18982
2013/03/15,30355
2013/03/16,-1353
2013/03/17,-5767
2013/03/18,-6392
2013/03/19,1315
2013/03/20,10249
2013/03/21,10892
2013/03/22,9250
2013/03/23,16081
2013/03/24,15167
2013/03/25,20230
2013/03/26,12478
2013/03/27,9445
2013/03/28,13870
2013/03/29,24119
2013/03/30,13742
2013/03/31,13911
2013/04/01,20838
2013/04/02,23815
2013/04/03,21619
2013/04/04,18302
2013/04/05,21760
2013/04/06,18674
2013/04/07,23257
2013/04/08,23034
2013/04/09,23743
2013/04/10,11298
2013/04/11,15615
2013/04/12,12968
2013/04/13,4042
2013/04/14,10915
2013/04/15,9431
2013/04/16,14110
2013/04/17,8546
2013/04/18,-2534
2013/04/19,3375
2013/04/20,6907
2013/04/21,3739
2013/04/22,3433
2013/04/23,14948
2013/04/24,18796
2013/04/25,14020
2013/04/26,2883
2013/04/27,-11040
2013/04/28,-10331
2013/04/29,57
2013/04/30,6384
2013/05/01,3736
2013/05/02,-3940
2013/05/03,-3037
2013/05/04,-10876
2013/05/05,-4674
2013/05/06,-79
2013/05/07,14158
2013/05/08,-10809
2013/05/09,5840
2013/05/10,10102
2013/05/11,16938
2013/05/12,7825
2013/05/13,2412
2013/05/14,7397
2013/05/15,13253
2013/05/16,5542
2013/05/17,7326
2013/05/18,2619
2013/05/19,-2549
2013/05/20,-5668
2013/05/21,-5764
2013/05/22,-3906
2013/05/23,-2386
2013/05/24,-2490
2013/05/25,-5893
2013/05/26,-26381
2013/05/27,-10690
2013/05/28,-3844
2013/05/29,-7961
2013/05/30,-7136
2013/05/31,-1509
2013/06/01,-200
2013/06/02,-14117
2013/06/03,-1068
2013/06/04,-5196
2013/06/05,-10234
2013/06/06,-1240
2013/06/07,-3350
2013/06/08,-25624
2013/06/09,-14813
2013/06/10,-3523
2013/06/11,-7050
2013/06/12,-12186
2013/06/13,-19597
2013/06/14,15980
2013/06/15,514
2013/06/16,-514
2013/06/17,-140
2013/06/18,-188
2013/06/19,-8451
2013/06/20,-7994
2013/06/21,-5838
2013/06/22,-6728
2013/06/23,-10507
2013/06/24,-4815
2013/06/25,-8604
2013/06/26,-15353
2013/06/27,-16124
2013/06/28,-9640
2013/06/29,-7441
2013/06/30,-21772
2013/07/01,-24124
2013/07/02,-24269
2013/07/03,-31391
2013/07/04,-26088
2013/07/05,-14704
2013/07/06,-30192
2013/07/07,-31355
2013/07/08,-27366
2013/07/09,-23043
2013/07/10,-29204
2013/07/11,-15257
2013/07/12,-5244
2013/07/13,-17505
2013/07/14,-19571
2013/07/15,-31018
2013/07/16,-17307
2013/07/17,-6025
2013/07/18,-18382
2013/07/19,-11560
2013/07/20,-10532
2013/07/21,-11784
2013/07/22,-21686
2013/07/23,-26570
2013/07/24,-20192
2013/07/25,-12709
2013/07/26,-7013
2013/07/27,-4991
2013/07/28,-14468
2013/07/29,-5816
2013/07/30,-13240
2013/07/31,-5961
2013/08/01,-548
2013/08/02,1387
2013/08/03,-4591
2013/08/04,-10407
2013/08/05,-5755
2013/08/06,3905
2013/08/07,-9190
2013/08/08,-9892
2013/08/09,-23757
2013/08/10,-13775
2013/08/11,-22618
2013/08/12,-16304
2013/08/13,-11133
2013/08/14,-9518
2013/08/15,-611
2013/08/16,18885
2013/08/17,8692
2013/08/18,7511
2013/08/19,17346
2013/08/20,11204
2013/08/21,720
2013/08/22,11364
2013/08/23,3884
2013/08/24,11075
2013/08/25,-8286
2013/08/26,-985
2013/08/27,7126
2013/08/28,7322
2013/08/29,4632
2013/08/30,8300
2013/08/31,-2466
2013/09/01,-9284
2013/09/02,-6358
2013/09/03,-4407
2013/09/04,-1641
2013/09/05,8524
2013/09/06,12628
2013/09/07,7510
2013/09/08,1469
2013/09/09,7990
2013/09/10,7388
2013/09/11,6003
2013/09/12,2095
2013/09/13,8977
2013/09/14,561
2013/09/15,7693
2013/09/16,5854
2013/09/17,20857
2013/09/18,8025
2013/09/19,12766
2013/09/20,14376
2013/09/21,13967
2013/09/22,6605
2013/09/23,20646
2013/09/24,16927
2013/09/25,8381
2013/09/26,8000
2013/09/27,10366
2013/09/28,11603
2013/09/29,2040
2013/09/30,7496
2013/10/01,21637
2013/10/02,26646
2013/10/03,22501
2013/10/04,18575
2013/10/05,15090
2013/10/06,3235
2013/10/07,3744
2013/10/08,5927
2013/10/09,7234
2013/10/10,8555
2013/10/11,13924
2013/10/12,14499
2013/10/13,14493
2013/10/14,17974
2013/10/15,15107
2013/10/16,9607
2013/10/17,10115
2013/10/18,25953
2013/10/19,19831
2013/10/20,9405
2013/10/21,21949
2013/10/22,22601
2013/10/23,12709
2013/10/24,26210
2013/10/25,20525
2013/10/26,10431
2013/10/27,1878
2013/10/28,8993
2013/10/29,436
2013/10/30,-2476
2013/10/31,6481
2013/11/01,-413
2013/11/02,-3788
2013/11/03,-15057
2013/11/04,-8851
2013/11/05,-5997
2013/11/06,-2972
2013/11/07,10928
2013/11/08,7604
2013/11/09,16850
2013/11/10,7355
2013/11/11,4321
2013/11/12,6614
2013/11/13,6743
2013/11/14,-1721
2013/11/15,4392
2013/11/16,-9222
2013/11/17,-20000
2013/11/18,15838
2013/11/19,32411
2013/11/20,10798
2013/11/21,16673
2013/11/22,25141
2013/11/23,28079
2013/11/24,4766
2013/11/25,9602
2013/11/26,18655
2013/11/27,36555
2013/11/28,36342
2013/11/29,42629
2013/11/30,28637
2013/12/01,20896
2013/12/02,23442
2013/12/03,24651
2013/12/04,18902
2013/12/05,22448
2013/12/06,20069
2013/12/07,21222
2013/12/08,-10191
2013/12/09,10357
2013/12/10,18421
2013/12/11,15053
2013/12/12,13426
2013/12/13,16599
2013/12/14,368
2013/12/15,400
2013/12/16,1429
2013/12/17,7151
2013/12/18,21686
2013/12/19,11258
2013/12/20,12596
2013/12/21,5222
2013/12/22,-12390
2013/12/23,-8284
2013/12/24,1354
2013/12/25,-2117
2013/12/26,4354
2013/12/27,10087
2013/12/28,6848
2013/12/29,4164
2013/12/30,-1544
2013/12/31,-13110
2014/01/01,-16487
2014/01/02,2876
2014/01/03,15559
2014/01/04,9239
2014/01/05,14078
2014/01/06,22202
2014/01/07,12240
2014/01/08,4585
2014/01/09,7087
2014/01/10,4719
2014/01/11,4563
2014/01/12,-6872
2014/01/13,-2274
2014/01/14,6600
2014/01/15,14725
2014/01/16,-2951
2014/01/17,3786
2014/01/18,2180
2014/01/19,-12404
2014/01/20,-1995
2014/01/21,17318
2014/01/22,2224
2014/01/23,6163
2014/01/24,17846
2014/01/25,10187
2014/01/26,2501
2014/01/27,14430
2014/01/28,17357
2014/01/29,1560
2014/01/30,15460
2014/01/31,21106
2014/02/01,18894
2014/02/02,6969
2014/02/03,5996
2014/02/04,14782
2014/02/05,6970
2014/02/06,10889
2014/02/07,15303
2014/02/08,7460
2014/02/09,-777
2014/02/10,8588
2014/02/11,2363
2014/02/12,-7282
2014/02/13,6413
2014/02/14,27717
2014/02/15,10572
2014/02/16,-21540
2014/02/17,-32048
2014/02/18,-12149
2014/02/19,-1730
2014/02/20,-5808
2014/02/21,-3137
2014/02/22,-2200
2014/02/23,-11714
2014/02/24,-9619
2014/02/25,-15437
2014/02/26,-25748
2014/02/27,-19240
2014/02/28,-4905
2014/03/01,-8689
2014/03/02,-18916
2014/03/03,3649
2014/03/04,4998
2014/03/05,-10877
2014/03/06,-1537
2014/03/07,4662
2014/03/08,17140
2014/03/09,-1467
2014/03/10,3304
2014/03/11,8896
2014/03/12,18101
2014/03/13,12702
2014/03/14,16623
2014/03/15,8012
2014/03/16,-10020
2014/03/17,-1302
2014/03/18,-27315
2014/03/19,3592
2014/03/20,5920
2014/03/21,16983
2014/03/22,13775
2014/03/23,3501
2014/03/24,15099
2014/03/25,16460
2014/03/26,17060
2014/03/27,19056
2014/03/28,19046
2014/03/29,1938
2014/03/30,1273
2014/03/31,16199
2014/04/01,21100
2014/04/02,12080
2014/04/03,6001
2014/04/04,13586
2014/04/05,-2845
2014/04/06,-17313
2014/04/07,2925
2014/04/08,6461
2014/04/09,6168
2014/04/10,13893
2014/04/11,9917
2014/04/12,-2751
2014/04/13,-2311
2014/04/14,12810
2014/04/15,11199
2014/04/16,11917
2014/04/17,6147
2014/04/18,5437
2014/04/19,5520
2014/04/20,-13943
2014/04/21,-14472
2014/04/22,12245
2014/04/23,10390
2014/04/24,7132
2014/04/25,18769
2014/04/26,-1418
2014/04/27,-11748
2014/04/28,-1214
2014/04/29,5356
2014/04/30,2878
2014/05/01,-603
2014/05/02,5171
2014/05/03,1718
2014/05/04,-5801
2014/05/05,-1989
2014/05/06,9673
