Date,hashrate14var
2010/07/17,641614215384768000
2010/07/18,651636190415855232
2010/07/19,640012087419906560
2010/07/20,620992905033429120
2010/07/21,583631212113857536
2010/07/22,520271867122773760
2010/07/23,438932148776516864
2010/07/24,335821907105509632
2010/07/25,216595069704563712
2010/07/26,134345868322179072
2010/07/27,150945372029210624
2010/07/28,133994179226650624
2010/07/29,118116001068062208
2010/07/30,122849113275218944
2010/07/31,79025707354684928
2010/08/01,106494311750285824
2010/08/02,154576052431322624
2010/08/03,180666816301757440
2010/08/04,183999927173761024
2010/08/05,209911121413294080
2010/08/06,221752489294600192
2010/08/07,174364260213156864
2010/08/08,166034618369886208
2010/08/09,198413019260561408
2010/08/10,217138868165783552
2010/08/11,224585190754340864
2010/08/12,233439886097532928
2010/08/13,227105589102811136
2010/08/14,233025903237339136
2010/08/15,608228670251431936
2010/08/16,589645319610626048
2010/08/17,557345747234338816
2010/08/18,508274677793630208
2010/08/19,492361429476724736
2010/08/20,487504264213143552
2010/08/21,436748061920356352
2010/08/22,464807509274099712
2010/08/23,563365063935201280
2010/08/24,608897191903789056
2010/08/25,698615106622083072
2010/08/26,738472772631085056
2010/08/27,811112178136698880
2010/08/28,837286334908612608
2010/08/29,765785951436865536
2010/08/30,689217085218701312
2010/08/31,580688855539810304
2010/09/01,391348769088106496
2010/09/02,199195695565029376
2010/09/03,121437127157583872
2010/09/04,96921929404825600
2010/09/05,89966611689877504
2010/09/06,91706123176878080
2010/09/07,105805089253355520
2010/09/08,98804034178592768
2010/09/09,98060378423316480
2010/09/10,83901394595274752
2010/09/11,116073929597714432
2010/09/12,165172352691568640
2010/09/13,186414482130853888
2010/09/14,269882785345556480
2010/09/15,323807850664312832
2010/09/16,382277862365696000
2010/09/17,591043389232857088
2010/09/18,814931419083669504
2010/09/19,1704055108223467520
2010/09/20,2131398833896087552
2010/09/21,2024891627260051456
2010/09/22,1871096289164386304
2010/09/23,1838431298440224768
2010/09/24,2226244111486255104
2010/09/25,2256317286770900992
2010/09/26,2010834989577338880
2010/09/27,1836525910438051840
2010/09/28,1778432620190498816
2010/09/29,2102766551557799936
2010/09/30,1628705109323857920
2010/10/01,1409967361653358592
2010/10/02,1332685006658404352
2010/10/03,1744913828903747584
2010/10/04,1757883140189388800
2010/10/05,1723622553047580672
2010/10/06,1488321163390730240
2010/10/07,1573617168612163584
2010/10/08,1553352008810446848
2010/10/09,1559659292351971328
2010/10/10,1606053979882946560
2010/10/11,1691067222111584256
2010/10/12,1701837420493455360
2010/10/13,1363533903901065216
2010/10/14,1893403103547097088
2010/10/15,2512276696046993408
2010/10/16,3339678101831008256
2010/10/17,6640388427923980288
2010/10/18,8489842387401670656
2010/10/19,8532319280757473280
2010/10/20,8986758832249274368
2010/10/21,1.5136426946311E+19
2010/10/22,1.4557848646194E+19
2010/10/23,1.3571544169647E+19
2010/10/24,1.2902362595201E+19
2010/10/25,1.356952339526E+19
2010/10/26,1.41875512284E+19
2010/10/27,1.3880834786306E+19
2010/10/28,1.207893978673E+19
2010/10/29,1.0626880095677E+19
2010/10/30,1.0101104702464E+19
2010/10/31,1.9550628464365E+19
2010/11/01,1.9805687529754E+19
2010/11/02,1.7866975834161E+19
2010/11/03,1.6906336947412E+19
2010/11/04,1.8974886673494E+19
2010/11/05,1.8256650944924E+19
2010/11/06,1.6240600428764E+19
2010/11/07,1.7923461507964E+19
2010/11/08,2.2986343692176E+19
2010/11/09,4.1439410123055E+19
2010/11/10,4.8553421607381E+19
2010/11/11,6.295132620333E+19
2010/11/12,5.9918336062598E+19
2010/11/13,5.6384666894777E+19
2010/11/14,7.5966941676759E+19
2010/11/15,7.4154096148477E+19
2010/11/16,6.1933428517591E+19
2010/11/17,5.7303537622488E+19
2010/11/18,7.0746141412257E+19
2010/11/19,9.2075315508207E+19
2010/11/20,7.6527814546823E+19
2010/11/21,6.6893673747476E+19
2010/11/22,5.9369519961085E+19
2010/11/23,5.8734722406096E+19
2010/11/24,5.7090028909239E+19
2010/11/25,5.7704024745844E+19
2010/11/26,6.709794271881E+19
2010/11/27,6.9429304289737E+19
2010/11/28,6.9889669195578E+19
2010/11/29,7.5307073352883E+19
2010/11/30,8.8213524284891E+19
2010/12/01,9.7440527270459E+19
2010/12/02,1.1929800299767E+20
2010/12/03,1.3164452915375E+20
2010/12/04,1.3619023258803E+20
2010/12/05,1.5657220457167E+20
2010/12/06,1.8706619526521E+20
2010/12/07,1.8171193080869E+20
2010/12/08,1.8542696878164E+20
2010/12/09,1.8020465739425E+20
2010/12/10,2.0061485095816E+20
2010/12/11,1.9138276279658E+20
2010/12/12,1.5697931331412E+20
2010/12/13,1.191128126775E+20
2010/12/14,1.0318931174065E+20
2010/12/15,8.9055275462187E+19
2010/12/16,8.5884209345784E+19
2010/12/17,5.4584528105177E+19
2010/12/18,3.948498594897E+19
2010/12/19,3.51270479105E+19
2010/12/20,3.622797168662E+19
2010/12/21,3.3870169752943E+19
2010/12/22,6.8584817314555E+19
2010/12/23,6.7455969480854E+19
2010/12/24,6.7115461962122E+19
2010/12/25,6.5273009339896E+19
2010/12/26,6.5342297632307E+19
2010/12/27,5.9169303348701E+19
2010/12/28,6.056807098554E+19
2010/12/29,6.81107197328E+19
2010/12/30,7.0031973548881E+19
2010/12/31,7.1929872226827E+19
2011/01/01,6.3412638078665E+19
2011/01/02,6.5140002490207E+19
2011/01/03,8.3860622663752E+19
2011/01/04,8.0663173175827E+19
2011/01/05,7.3657638597377E+19
2011/01/06,6.1890475289219E+19
2011/01/07,4.9392236883282E+19
2011/01/08,7.628635316113E+19
2011/01/09,6.0922126156048E+19
2011/01/10,6.1920022647991E+19
2011/01/11,6.4069973802408E+19
2011/01/12,6.8090749275792E+19
2011/01/13,7.5486002268976E+19
2011/01/14,8.294483105554E+19
2011/01/15,1.0420082824001E+20
2011/01/16,1.3636455678147E+20
2011/01/17,1.7555744671038E+20
2011/01/18,1.5422667569177E+20
2011/01/19,1.2772741525702E+20
2011/01/20,1.2936856582301E+20
2011/01/21,1.3750600389239E+20
2011/01/22,1.3637840247816E+20
2011/01/23,1.1197941490449E+20
2011/01/24,1.0914315741227E+20
2011/01/25,8.0927000810532E+19
2011/01/26,7.3449596353719E+19
2011/01/27,9.1389208059043E+19
2011/01/28,9.7251660304447E+19
2011/01/29,9.6177039137583E+19
2011/01/30,1.1649350072514E+20
