Date,difficulty90ema
2010/07/17,21.674
2010/07/18,25.187
2010/07/19,28.624
2010/07/20,31.985
2010/07/21,35.272
2010/07/22,38.486
2010/07/23,41.63
2010/07/24,44.705
2010/07/25,47.713
2010/07/26,50.654
2010/07/27,54.8
2010/07/28,58.963
2010/07/29,63.035
2010/07/30,67.017
2010/07/31,70.911
2010/08/01,74.72
2010/08/02,78.445
2010/08/03,82.088
2010/08/04,85.651
2010/08/05,89.463
2010/08/06,95.236
2010/08/07,100.883
2010/08/08,106.406
2010/08/09,111.807
2010/08/10,117.089
2010/08/11,122.256
2010/08/12,127.309
2010/08/13,132.251
2010/08/14,137.084
2010/08/15,142.641
2010/08/16,150.754
2010/08/17,158.688
2010/08/18,166.449
2010/08/19,174.038
2010/08/20,181.461
2010/08/21,188.72
2010/08/22,195.821
2010/08/23,202.765
2010/08/24,209.556
2010/08/25,216.198
2010/08/26,222.799
2010/08/27,231.604
2010/08/28,240.214
2010/08/29,248.636
2010/08/30,256.872
2010/08/31,264.927
2010/09/01,272.805
2010/09/02,280.51
2010/09/03,288.046
2010/09/04,295.416
2010/09/05,302.624
2010/09/06,309.674
2010/09/07,316.569
2010/09/08,324.922
2010/09/09,333.448
2010/09/10,341.787
2010/09/11,349.943
2010/09/12,357.92
2010/09/13,365.722
2010/09/14,373.352
2010/09/15,380.814
2010/09/16,388.112
2010/09/17,395.25
2010/09/18,402.231
2010/09/19,413.024
2010/09/20,424.119
2010/09/21,434.97
2010/09/22,445.582
2010/09/23,455.961
2010/09/24,466.112
2010/09/25,476.04
2010/09/26,485.75
2010/09/27,495.246
2010/09/28,505.863
2010/09/29,523.727
2010/09/30,541.198
2010/10/01,558.286
2010/10/02,574.997
2010/10/03,591.342
2010/10/04,607.327
2010/10/05,622.961
2010/10/06,638.251
2010/10/07,653.206
2010/10/08,667.831
2010/10/09,682.135
2010/10/10,696.125
2010/10/11,709.807
2010/10/12,724.165
2010/10/13,738.536
2010/10/14,752.591
2010/10/15,766.337
2010/10/16,779.78
2010/10/17,792.929
2010/10/18,805.788
2010/10/19,818.365
2010/10/20,830.665
2010/10/21,855.54
2010/10/22,883.968
2010/10/23,911.772
2010/10/24,938.964
2010/10/25,965.559
2010/10/26,991.569
2010/10/27,1017
2010/10/28,1042
2010/10/29,1066
2010/10/30,1091
2010/10/31,1135
2010/11/01,1178
2010/11/02,1220
2010/11/03,1261
2010/11/04,1301
2010/11/05,1341
2010/11/06,1379
2010/11/07,1417
2010/11/08,1454
2010/11/09,1502
2010/11/10,1569
2010/11/11,1634
2010/11/12,1698
2010/11/13,1760
2010/11/14,1821
2010/11/15,1881
2010/11/16,1939
2010/11/17,1996
2010/11/18,2061
2010/11/19,2166
2010/11/20,2270
2010/11/21,2371
2010/11/22,2469
2010/11/23,2566
2010/11/24,2661
2010/11/25,2753
2010/11/26,2843
2010/11/27,2932
2010/11/28,3018
2010/11/29,3103
2010/11/30,3192
2010/12/01,3300
2010/12/02,3405
2010/12/03,3507
2010/12/04,3608
2010/12/05,3706
2010/12/06,3802
2010/12/07,3896
2010/12/08,3988
2010/12/09,4081
2010/12/10,4261
2010/12/11,4436
2010/12/12,4608
2010/12/13,4776
2010/12/14,4941
2010/12/15,5101
2010/12/16,5258
2010/12/17,5412
2010/12/18,5562
2010/12/19,5709
2010/12/20,5853
2010/12/21,6002
2010/12/22,6188
2010/12/23,6370
2010/12/24,6549
2010/12/25,6723
2010/12/26,6894
2010/12/27,7061
2010/12/28,7224
2010/12/29,7383
2010/12/30,7539
2010/12/31,7692
2011/01/01,7841
2011/01/02,7987
2011/01/03,8161
2011/01/04,8340
2011/01/05,8516
2011/01/06,8687
2011/01/07,8854
2011/01/08,9018
2011/01/09,9178
2011/01/10,9335
2011/01/11,9488
2011/01/12,9638
2011/01/13,9785
2011/01/14,9928
2011/01/15,10088
2011/01/16,10271
2011/01/17,10451
2011/01/18,10626
2011/01/19,10798
2011/01/20,10966
2011/01/21,11130
2011/01/22,11291
2011/01/23,11448
2011/01/24,11602
2011/01/25,11752
2011/01/26,11899
2011/01/27,12089
2011/01/28,12307
2011/01/29,12520
2011/01/30,12729
2011/01/31,12933
2011/02/01,13132
2011/02/02,13327
2011/02/03,13518
2011/02/04,13705
2011/02/05,13888
2011/02/06,14066
2011/02/07,14241
2011/02/08,14477
2011/02/09,14730
2011/02/10,14978
2011/02/11,15220
2011/02/12,15457
2011/02/13,15689
2011/02/14,15915
2011/02/15,16137
2011/02/16,16354
2011/02/17,16566
2011/02/18,16951
2011/02/19,17380
2011/02/20,17799
2011/02/21,18209
2011/02/22,18610
2011/02/23,19002
2011/02/24,19386
2011/02/25,19761
2011/02/26,20128
2011/02/27,20672
2011/02/28,21439
2011/03/01,22190
2011/03/02,22924
2011/03/03,23642
2011/03/04,24344
2011/03/05,25031
2011/03/06,25702
2011/03/07,26359
2011/03/08,27001
2011/03/09,27785
2011/03/10,28849
2011/03/11,29890
2011/03/12,30907
2011/03/13,31903
2011/03/14,32876
2011/03/15,33828
2011/03/16,34759
2011/03/17,35670
2011/03/18,36560
2011/03/19,37432
2011/03/20,38283
2011/03/21,39117
2011/03/22,39931
2011/03/23,40728
2011/03/24,41508
2011/03/25,42125
2011/03/26,42715
2011/03/27,43293
2011/03/28,43857
2011/03/29,44409
2011/03/30,44949
2011/03/31,45477
2011/04/01,45994
2011/04/02,46499
2011/04/03,46993
2011/04/04,47476
2011/04/05,47970
2011/04/06,48725
2011/04/07,49464
2011/04/08,50187
2011/04/09,50894
2011/04/10,51585
2011/04/11,52261
2011/04/12,52922
2011/04/13,53569
2011/04/14,54201
2011/04/15,54820
2011/04/16,55425
2011/04/17,56017
2011/04/18,56751
2011/04/19,57534
2011/04/20,58299
2011/04/21,59047
2011/04/22,59779
2011/04/23,60495
2011/04/24,61195
2011/04/25,61879
2011/04/26,62549
2011/04/27,63204
2011/04/28,63845
2011/04/29,64471
2011/04/30,65420
2011/05/01,66393
2011/05/02,67344
2011/05/03,68274
2011/05/04,69184
2011/05/05,70074
2011/05/06,70944
2011/05/07,71795
2011/05/08,72627
2011/05/09,73569
2011/05/10,75412
2011/05/11,77214
2011/05/12,78977
2011/05/13,80701
2011/05/14,82387
2011/05/15,84036
2011/05/16,85648
2011/05/17,87226
2011/05/18,88881
2011/05/19,92293
2011/05/20,95629
2011/05/21,98893
2011/05/22,102084
2011/05/23,105206
2011/05/24,108259
2011/05/25,111244
2011/05/26,114901
2011/05/27,121934
2011/05/28,128811
2011/05/29,135538
2011/05/30,142117
2011/05/31,148551
2011/06/01,154844
2011/06/02,160999
2011/06/03,167018
2011/06/04,172905
2011/06/05,178663
2011/06/06,185380
2011/06/07,193773
2011/06/08,201982
2011/06/09,210010
2011/06/10,217862
2011/06/11,225542
2011/06/12,233052
2011/06/13,240398
2011/06/14,247582
2011/06/15,257267
2011/06/16,270886
2011/06/17,284206
2011/06/18,297234
2011/06/19,309975
2011/06/20,322436
2011/06/21,334623
2011/06/22,346543
2011/06/23,358200
2011/06/24,373792
2011/06/25,395888
2011/06/26,417499
2011/06/27,438636
2011/06/28,459307
2011/06/29,479524
2011/06/30,499297
2011/07/01,518636
2011/07/02,537549
2011/07/03,556047
2011/07/04,574138
2011/07/05,591831
2011/07/06,609728
2011/07/07,630679
2011/07/08,651171
2011/07/09,671211
2011/07/10,690812
2011/07/11,709981
2011/07/12,728730
2011/07/13,747066
2011/07/14,764999
2011/07/15,782538
2011/07/16,799692
2011/07/17,816468
2011/07/18,832876
2011/07/19,849379
2011/07/20,867874
2011/07/21,885962
2011/07/22,903653
2011/07/23,920955
2011/07/24,937877
2011/07/25,954427
2011/07/26,970613
2011/07/27,986443
2011/07/28,1001926
2011/07/29,1017068
2011/07/30,1031877
2011/07/31,1046361
2011/08/01,1063084
2011/08/02,1081231
2011/08/03,1098979
2011/08/04,1116338
2011/08/05,1133315
2011/08/06,1149919
2011/08/07,1166157
2011/08/08,1182039
2011/08/09,1197572
2011/08/10,1212764
2011/08/11,1227621
2011/08/12,1242153
2011/08/13,1256364
2011/08/14,1270264
2011/08/15,1283829
2011/08/16,1295299
2011/08/17,1306517
2011/08/18,1317488
2011/08/19,1328218
2011/08/20,1338712
2011/08/21,1348975
2011/08/22,1359013
2011/08/23,1368830
2011/08/24,1378432
2011/08/25,1387823
2011/08/26,1397007
2011/08/27,1405989
2011/08/28,1414774
2011/08/29,1423366
2011/08/30,1431273
2011/08/31,1438888
2011/09/01,1446336
2011/09/02,1453620
2011/09/03,1460745
2011/09/04,1467712
2011/09/05,1474527
2011/09/06,1481192
2011/09/07,1487710
2011/09/08,1494085
2011/09/09,1500320
2011/09/10,1506418
2011/09/11,1512382
2011/09/12,1518215
2011/09/13,1523642
2011/09/14,1528737
2011/09/15,1533719
2011/09/16,1538591
2011/09/17,1543357
2011/09/18,1548018
2011/09/19,1552576
2011/09/20,1557034
2011/09/21,1561395
2011/09/22,1565659
2011/09/23,1569830
2011/09/24,1573909
2011/09/25,1577898
2011/09/26,1581800
2011/09/27,1585572
2011/09/28,1587853
2011/09/29,1590083
2011/09/30,1592264
2011/10/01,1594398
2011/10/02,1596484
2011/10/03,1598525
2011/10/04,1600521
2011/10/05,1602473
2011/10/06,1604382
2011/10/07,1606249
2011/10/08,1608075
2011/10/09,1609861
2011/10/10,1611608
2011/10/11,1613316
2011/10/12,1614987
2011/10/13,1616621
2011/10/14,1613603
2011/10/15,1610407
2011/10/16,1607282
2011/10/17,1604225
2011/10/18,1601235
2011/10/19,1598311
2011/10/20,1595452
2011/10/21,1592655
2011/10/22,1589920
2011/10/23,1587244
2011/10/24,1584628
2011/10/25,1582069
2011/10/26,1579566
2011/10/27,1577118
2011/10/28,1574725
2011/10/29,1572383
2011/10/30,1570093
2011/10/31,1562746
2011/11/01,1554850
2011/11/02,1547127
2011/11/03,1539574
2011/11/04,1532187
