Date,confirmationtime7wma
2011/10/05,11.045
2011/10/06,11.071
2011/10/07,10.903
2011/10/08,11.201
2011/10/09,11.235
2011/10/10,11.382
2011/10/11,12.409
2011/10/12,12.472
2011/10/13,13.172
2011/10/14,12.622
2011/10/15,12.172
2011/10/16,12.109
2011/10/17,12.044
2011/10/18,11.91
2011/10/19,11.608
2011/10/20,11.771
2011/10/21,11.862
2011/10/22,12.596
2011/10/23,12.849
2011/10/24,12.559
2011/10/25,12.257
2011/10/26,12.27
2011/10/27,12.754
2011/10/28,12.999
2011/10/29,12.936
2011/10/30,13.001
2011/10/31,12.583
2011/11/01,11.83
2011/11/02,11.07
2011/11/03,10.958
2011/11/04,10.518
2011/11/05,10.235
2011/11/06,10.089
2011/11/07,10.276
2011/11/08,10.155
2011/11/09,9.851
2011/11/10,9.88
2011/11/11,10.427
2011/11/12,10.384
2011/11/13,10.316
2011/11/14,10.265
2011/11/15,9.909
2011/11/16,10.072
2011/11/17,10.096
2011/11/18,10.231
2011/11/19,10.632
2011/11/20,10.565
2011/11/21,11.03
2011/11/22,10.938
2011/11/23,10.906
2011/11/24,11.371
2011/11/25,11.231
2011/11/26,11.43
2011/11/27,11.776
2011/11/28,11.708
2011/11/29,11.445
2011/11/30,10.79
2011/12/01,9.957
2011/12/02,9.785
2011/12/03,9.544
2011/12/04,9.671
2011/12/05,9.503
2011/12/06,9.242
2011/12/07,9.555
2011/12/08,9.4
2011/12/09,9.468
2011/12/10,9.589
2011/12/11,9.56
2011/12/12,10.037
2011/12/13,10.327
2011/12/14,10.153
2011/12/15,10.878
2011/12/16,11.294
2011/12/17,10.973
2011/12/18,10.766
2011/12/19,10.304
2011/12/20,10.346
2011/12/21,10.124
2011/12/22,9.909
2011/12/23,9.909
2011/12/24,9.929
2011/12/25,9.524
2011/12/26,9.146
2011/12/27,9.249
2011/12/28,9.222
2011/12/29,9.493
2011/12/30,9.666
2011/12/31,9.688
2012/01/01,9.693
2012/01/02,9.689
2012/01/03,9.514
2012/01/04,9.523
2012/01/05,9.551
2012/01/06,9.259
2012/01/07,8.879
2012/01/08,8.812
2012/01/09,8.752
2012/01/10,9.077
2012/01/11,9.161
2012/01/12,9.224
2012/01/13,9.553
2012/01/14,9.645
2012/01/15,9.862
2012/01/16,9.493
2012/01/17,9.379
2012/01/18,9.822
2012/01/19,9.787
2012/01/20,9.824
2012/01/21,9.585
2012/01/22,9.828
2012/01/23,9.533
2012/01/24,9.702
2012/01/25,9.671
2012/01/26,9.87
2012/01/27,9.984
2012/01/28,10.018
2012/01/29,9.683
2012/01/30,9.356
2012/01/31,9.34
2012/02/01,9.503
2012/02/02,9.361
2012/02/03,9.282
2012/02/04,9.257
2012/02/05,9.501
2012/02/06,9.621
2012/02/07,9.851
2012/02/08,9.902
2012/02/09,9.964
2012/02/10,10.12
2012/02/11,10.021
2012/02/12,9.785
2012/02/13,9.934
2012/02/14,10.042
2012/02/15,10.23
2012/02/16,10.311
2012/02/17,10.134
2012/02/18,9.728
2012/02/19,9.538
2012/02/20,9.64
2012/02/21,9.969
2012/02/22,9.747
2012/02/23,9.488
2012/02/24,9.541
2012/02/25,9.352
2012/02/26,9.37
2012/02/27,9.309
2012/02/28,9.193
2012/02/29,8.916
2012/03/01,9.048
2012/03/02,9.452
2012/03/03,10.316
2012/03/04,10.479
2012/03/05,10.464
2012/03/06,10.573
2012/03/07,10.339
2012/03/08,10.027
2012/03/09,9.562
2012/03/10,9.214
2012/03/11,9.513
2012/03/12,9.287
2012/03/13,9.186
2012/03/14,9.518
2012/03/15,10.155
2012/03/16,10.074
2012/03/17,9.729
2012/03/18,9.525
2012/03/19,9.65
2012/03/20,9.459
2012/03/21,9.296
2012/03/22,9.183
2012/03/23,9.748
2012/03/24,9.34
2012/03/25,9.292
2012/03/26,9.329
2012/03/27,9.308
2012/03/28,9.372
2012/03/29,9.571
2012/03/30,9.515
2012/03/31,9.314
2012/04/01,9.508
2012/04/02,10.235
2012/04/03,10.462
2012/04/04,10.553
2012/04/05,11.062
2012/04/06,11.065
2012/04/07,11.168
2012/04/08,10.784
2012/04/09,10.485
2012/04/10,10.26
2012/04/11,10.177
2012/04/12,10.385
2012/04/13,10.721
2012/04/14,10.679
2012/04/15,11.441
2012/04/16,11.1
2012/04/17,11.036
2012/04/18,11.043
2012/04/19,10.543
2012/04/20,10.165
2012/04/21,9.871
2012/04/22,9.847
2012/04/23,10.031
2012/04/24,10.12
2012/04/25,10.442
2012/04/26,10.243
2012/04/27,10.384
2012/04/28,10.18
2012/04/29,9.614
2012/04/30,9.129
2012/05/01,8.843
2012/05/02,8.91
2012/05/03,8.932
2012/05/04,8.901
2012/05/05,8.851
2012/05/06,8.871
2012/05/07,8.788
2012/05/08,8.617
2012/05/09,8.579
2012/05/10,9.197
2012/05/11,9.47
2012/05/12,9.998
2012/05/13,10.191
2012/05/14,10.349
2012/05/15,10.619
2012/05/16,10.991
2012/05/17,11.377
2012/05/18,11.097
2012/05/19,10.755
2012/05/20,10.663
2012/05/21,10.813
2012/05/22,11.199
2012/05/23,11.172
2012/05/24,11.285
2012/05/25,11.526
2012/05/26,11.256
2012/05/27,10.697
2012/05/28,10.46
2012/05/29,10.59
2012/05/30,10.65
2012/05/31,10.573
2012/06/01,10.296
2012/06/02,9.986
2012/06/03,9.82
2012/06/04,9.611
2012/06/05,9.559
2012/06/06,9.469
2012/06/07,9.673
2012/06/08,9.842
2012/06/09,9.537
2012/06/10,9.317
2012/06/11,9.525
2012/06/12,9.434
2012/06/13,9.456
2012/06/14,9.378
2012/06/15,9.298
2012/06/16,9.302
2012/06/17,9.164
2012/06/18,8.885
2012/06/19,9.071
2012/06/20,9.271
2012/06/21,9.623
2012/06/22,9.889
2012/06/23,9.692
2012/06/24,10.063
2012/06/25,9.945
2012/06/26,9.866
2012/06/27,9.584
2012/06/28,9.76
2012/06/29,9.777
2012/06/30,10.076
2012/07/01,10.106
2012/07/02,10.001
2012/07/03,9.772
2012/07/04,9.718
2012/07/05,9.736
2012/07/06,9.594
2012/07/07,9.32
2012/07/08,9.309
2012/07/09,9.18
2012/07/10,9.266
2012/07/11,9.616
2012/07/12,9.639
2012/07/13,9.485
2012/07/14,9.374
2012/07/15,9.59
2012/07/16,9.602
2012/07/17,9.281
2012/07/18,9.232
2012/07/19,9.58
2012/07/20,9.656
2012/07/21,9.82
2012/07/22,9.709
2012/07/23,9.863
2012/07/24,9.679
2012/07/25,9.488
2012/07/26,9.187
2012/07/27,8.856
2012/07/28,8.913
2012/07/29,8.815
2012/07/30,8.616
2012/07/31,9.213
2012/08/01,9.651
2012/08/02,9.522
2012/08/03,9.426
2012/08/04,9.387
2012/08/05,9.637
2012/08/06,9.808
2012/08/07,9.527
2012/08/08,9.303
2012/08/09,9.101
2012/08/10,9.098
2012/08/11,8.918
2012/08/12,8.883
2012/08/13,8.881
2012/08/14,8.967
2012/08/15,8.902
2012/08/16,9.021
2012/08/17,9.38
2012/08/18,9.471
2012/08/19,9.121
2012/08/20,8.903
2012/08/21,8.723
2012/08/22,8.801
2012/08/23,8.73
2012/08/24,8.932
2012/08/25,9.336
2012/08/26,9.111
2012/08/27,9.352
2012/08/28,9.435
2012/08/29,9.234
2012/08/30,9.251
2012/08/31,9.479
2012/09/01,9.353
2012/09/02,9.238
2012/09/03,9.196
2012/09/04,9.24
2012/09/05,8.936
2012/09/06,8.757
2012/09/07,8.65
2012/09/08,8.943
2012/09/09,8.983
2012/09/10,9.148
2012/09/11,9.381
2012/09/12,9.436
2012/09/13,9.891
2012/09/14,9.704
2012/09/15,9.783
2012/09/16,9.596
2012/09/17,9.32
2012/09/18,9.094
2012/09/19,9.311
2012/09/20,9.311
2012/09/21,9.13
2012/09/22,9.125
2012/09/23,9.135
2012/09/24,9.213
2012/09/25,9.499
2012/09/26,9.704
2012/09/27,9.571
2012/09/28,9.499
2012/09/29,9.27
2012/09/30,9.184
2012/10/01,9.584
2012/10/02,9.646
2012/10/03,9.966
2012/10/04,10.308
2012/10/05,10.476
2012/10/06,10.267
2012/10/07,10.589
2012/10/08,9.966
2012/10/09,9.959
2012/10/10,9.824
2012/10/11,9.922
2012/10/12,9.848
2012/10/13,9.823
2012/10/14,10.185
2012/10/15,9.848
2012/10/16,9.689
2012/10/17,9.773
2012/10/18,9.597
2012/10/19,9.84
2012/10/20,9.66
2012/10/21,9.458
2012/10/22,9.4
2012/10/23,9.794
2012/10/24,9.577
2012/10/25,9.701
2012/10/26,9.456
2012/10/27,9.157
2012/10/28,9
2012/10/29,8.963
2012/10/30,9.167
2012/10/31,9.389
2012/11/01,9.7
2012/11/02,9.884
2012/11/03,9.969
2012/11/04,9.822
2012/11/05,9.615
2012/11/06,9.829
2012/11/07,9.648
2012/11/08,9.54
2012/11/09,9.505
2012/11/10,9.623
2012/11/11,9.685
2012/11/12,10.003
2012/11/13,10.097
2012/11/14,10.151
2012/11/15,10.302
2012/11/16,10.245
2012/11/17,10.26
2012/11/18,10.159
2012/11/19,10.056
2012/11/20,9.973
2012/11/21,9.827
2012/11/22,9.834
2012/11/23,9.571
2012/11/24,9.523
2012/11/25,9.582
2012/11/26,9.469
2012/11/27,9.521
2012/11/28,9.235
2012/11/29,9.064
2012/11/30,9.652
2012/12/01,9.419
2012/12/02,9.581
2012/12/03,9.667
2012/12/04,10.496
2012/12/05,10.95
2012/12/06,10.959
2012/12/07,11.064
2012/12/08,11.001
2012/12/09,11.121
2012/12/10,10.853
2012/12/11,10.558
2012/12/12,10.634
2012/12/13,10.714
2012/12/14,11.426
2012/12/15,11.759
2012/12/16,12.16
2012/12/17,11.95
2012/12/18,11.909
2012/12/19,11.469
2012/12/20,11.923
2012/12/21,11.746
2012/12/22,11.142
2012/12/23,11.242
2012/12/24,11.161
2012/12/25,11.25
2012/12/26,10.77
2012/12/27,10.289
2012/12/28,9.785
2012/12/29,9.755
2012/12/30,9.373
2012/12/31,9.212
2013/01/01,9.059
2013/01/02,9.134
2013/01/03,9.076
2013/01/04,9.161
2013/01/05,9.415
2013/01/06,9.591
2013/01/07,9.381
2013/01/08,9.755
2013/01/09,10.123
2013/01/10,10.11
2013/01/11,10.693
2013/01/12,11.047
2013/01/13,11.1
2013/01/14,10.707
2013/01/15,10.974
2013/01/16,10.976
2013/01/17,11.477
2013/01/18,11.596
2013/01/19,11.092
2013/01/20,11.107
2013/01/21,11.071
2013/01/22,10.746
2013/01/23,10.846
2013/01/24,10.381
2013/01/25,10.369
2013/01/26,10.087
2013/01/27,9.886
2013/01/28,9.805
2013/01/29,9.593
2013/01/30,9.487
2013/01/31,8.965
2013/02/01,9.091
2013/02/02,9.146
2013/02/03,8.777
2013/02/04,8.731
2013/02/05,8.683
2013/02/06,8.962
2013/02/07,9.097
2013/02/08,9.211
2013/02/09,9.467
2013/02/10,9.419
2013/02/11,9.356
2013/02/12,9.608
2013/02/13,9.314
2013/02/14,9.351
2013/02/15,9.007
2013/02/16,8.611
2013/02/17,8.312
2013/02/18,8.38
2013/02/19,8.481
2013/02/20,8.229
2013/02/21,8.191
2013/02/22,8.275
2013/02/23,8.42
2013/02/24,8.636
2013/02/25,8.254
2013/02/26,8.342
2013/02/27,8.141
2013/02/28,8.218
2013/03/01,8.506
2013/03/02,8.873
2013/03/03,8.951
2013/03/04,8.816
2013/03/05,9.223
2013/03/06,9.304
2013/03/07,9.246
2013/03/08,9.173
2013/03/09,8.997
2013/03/10,8.709
2013/03/11,8.686
2013/03/12,9.11
2013/03/13,9.148
2013/03/14,8.909
2013/03/15,8.786
2013/03/16,8.649
2013/03/17,8.188
2013/03/18,7.935
2013/03/19,7.947
2013/03/20,7.626
2013/03/21,7.334
2013/03/22,7.014
2013/03/23,6.856
2013/03/24,7
2013/03/25,7.714
2013/03/26,8.225
2013/03/27,9.062
2013/03/28,8.969
2013/03/29,8.933
2013/03/30,8.838
2013/03/31,8.732
2013/04/01,8.282
2013/04/02,8.099
2013/04/03,8.042
2013/04/04,8.364
2013/04/05,8.573
2013/04/06,8.683
2013/04/07,8.761
2013/04/08,8.957
2013/04/09,8.805
2013/04/10,8.483
2013/04/11,8.551
2013/04/12,8.463
2013/04/13,8.477
2013/04/14,8.697
2013/04/15,8.736
2013/04/16,8.632
2013/04/17,8.601
2013/04/18,8.882
2013/04/19,9.314
2013/04/20,9.377
2013/04/21,9.122
2013/04/22,9.219
2013/04/23,9.083
2013/04/24,9.011
2013/04/25,8.793
2013/04/26,8.638
2013/04/27,8.901
2013/04/28,8.734
2013/04/29,8.603
2013/04/30,8.859
2013/05/01,9.045
2013/05/02,9.51
2013/05/03,9.832
2013/05/04,9.715
2013/05/05,9.542
2013/05/06,9.335
2013/05/07,9.088
2013/05/08,8.919
2013/05/09,8.792
2013/05/10,8.634
2013/05/11,8.436
2013/05/12,8.445
2013/05/13,8.385
2013/05/14,8.608
2013/05/15,9.019
2013/05/16,9.255
2013/05/17,9.262
2013/05/18,9.428
2013/05/19,9.423
2013/05/20,9.878
2013/05/21,9.823
2013/05/22,9.685
2013/05/23,9.343
2013/05/24,9.115
2013/05/25,8.953
2013/05/26,8.851
2013/05/27,8.601
2013/05/28,8.69
2013/05/29,8.658
2013/05/30,8.518
2013/05/31,8.433
2013/06/01,7.991
2013/06/02,7.738
2013/06/03,7.423
2013/06/04,7.159
2013/06/05,7.246
2013/06/06,7.391
2013/06/07,7.787
2013/06/08,7.91
2013/06/09,8.266
2013/06/10,8.361
2013/06/11,8.333
2013/06/12,8.035
2013/06/13,7.924
2013/06/14,7.886
2013/06/15,7.963
2013/06/16,7.891
2013/06/17,8.402
2013/06/18,8.942
2013/06/19,9.476
2013/06/20,9.576
2013/06/21,9.424
2013/06/22,9.154
2013/06/23,9.025
2013/06/24,9.081
2013/06/25,9.042
2013/06/26,8.818
2013/06/27,8.764
2013/06/28,8.71
2013/06/29,8.658
2013/06/30,8.817
2013/07/01,8.891
2013/07/02,9.041
2013/07/03,8.785
2013/07/04,8.771
2013/07/05,8.507
2013/07/06,8.26
2013/07/07,8.053
2013/07/08,7.845
2013/07/09,7.768
2013/07/10,7.649
2013/07/11,7.769
2013/07/12,8.173
2013/07/13,8.476
2013/07/14,8.526
2013/07/15,8.655
2013/07/16,8.739
2013/07/17,8.548
2013/07/18,8.621
2013/07/19,8.54
2013/07/20,8.322
2013/07/21,8.029
2013/07/22,8.149
2013/07/23,8.642
2013/07/24,8.795
2013/07/25,9.106
2013/07/26,9.113
2013/07/27,8.902
2013/07/28,8.836
2013/07/29,8.603
2013/07/30,8.197
2013/07/31,7.962
2013/08/01,7.919
2013/08/02,7.779
2013/08/03,7.927
2013/08/04,7.951
2013/08/05,7.887
2013/08/06,7.829
2013/08/07,7.803
2013/08/08,7.592
2013/08/09,7.51
2013/08/10,7.301
2013/08/11,7.101
2013/08/12,6.951
2013/08/13,7.135
2013/08/14,7.485
2013/08/15,7.78
2013/08/16,8.048
2013/08/17,8.026
2013/08/18,7.939
2013/08/19,8.003
2013/08/20,7.876
2013/08/21,7.701
2013/08/22,7.399
2013/08/23,7.333
2013/08/24,7.44
2013/08/25,7.954
2013/08/26,8.177
2013/08/27,8.342
2013/08/28,8.366
2013/08/29,8.245
2013/08/30,7.942
2013/08/31,7.509
2013/09/01,7.141
2013/09/02,6.926
2013/09/03,6.963
2013/09/04,7.392
2013/09/05,7.597
2013/09/06,7.721
2013/09/07,8.356
2013/09/08,8.676
2013/09/09,8.382
2013/09/10,8.186
2013/09/11,7.9
2013/09/12,7.563
2013/09/13,7.346
2013/09/14,7.042
2013/09/15,7.194
2013/09/16,7.738
2013/09/17,7.876
2013/09/18,8.165
2013/09/19,8.114
2013/09/20,7.938
2013/09/21,7.862
2013/09/22,7.618
2013/09/23,7.346
2013/09/24,7.147
2013/09/25,7.042
2013/09/26,7.474
2013/09/27,7.659
2013/09/28,7.824
2013/09/29,8.054
2013/09/30,8.326
2013/10/01,8.244
2013/10/02,8.09
2013/10/03,7.839
2013/10/04,7.839
2013/10/05,7.486
2013/10/06,7.491
2013/10/07,7.882
2013/10/08,8.187
2013/10/09,8.222
2013/10/10,8.104
2013/10/11,8.047
2013/10/12,7.734
2013/10/13,7.363
2013/10/14,6.847
2013/10/15,6.401
2013/10/16,6.405
2013/10/17,6.894
2013/10/18,7.061
2013/10/19,6.978
2013/10/20,7.1
2013/10/21,7.093
2013/10/22,6.811
2013/10/23,6.676
2013/10/24,6.6
2013/10/25,6.449
2013/10/26,6.794
2013/10/27,7.119
2013/10/28,7.462
2013/10/29,7.948
2013/10/30,7.918
2013/10/31,7.717
2013/11/01,7.536
2013/11/02,7.379
2013/11/03,7.342
2013/11/04,7.295
2013/11/05,7.502
2013/11/06,7.874
2013/11/07,8.486
2013/11/08,9.171
2013/11/09,9.465
2013/11/10,9.339
2013/11/11,9
2013/11/12,8.516
2013/11/13,8.423
2013/11/14,8.164
2013/11/15,8.183
2013/11/16,7.963
2013/11/17,7.904
2013/11/18,8.243
2013/11/19,8.455
2013/11/20,8.562
2013/11/21,8.867
2013/11/22,8.803
2013/11/23,8.774
2013/11/24,8.734
2013/11/25,8.601
2013/11/26,8.685
2013/11/27,8.581
2013/11/28,8.401
2013/11/29,8.373
2013/11/30,8.31
2013/12/01,8.058
2013/12/02,8.267
2013/12/03,7.986
2013/12/04,8.076
2013/12/05,8.175
2013/12/06,7.868
2013/12/07,7.727
2013/12/08,7.615
2013/12/09,7.702
2013/12/10,7.649
2013/12/11,7.893
2013/12/12,8.153
2013/12/13,8.26
2013/12/14,8.068
2013/12/15,8.095
2013/12/16,7.853
2013/12/17,7.63
2013/12/18,7.457
2013/12/19,7.12
2013/12/20,7.302
2013/12/21,7.703
2013/12/22,7.939
2013/12/23,8.137
2013/12/24,8.314
2013/12/25,8.533
2013/12/26,8.47
2013/12/27,8.306
2013/12/28,8.594
2013/12/29,8.602
2013/12/30,8.546
2013/12/31,8.37
2014/01/01,8.017
2014/01/02,8.662
2014/01/03,8.758
2014/01/04,9.131
2014/01/05,8.795
2014/01/06,8.568
