Date,difficulty7ema
2010/07/17,76.48
2010/07/18,102.746
2010/07/19,122.445
2010/07/20,137.22
2010/07/21,148.301
2010/07/22,156.611
2010/07/23,162.844
2010/07/24,167.519
2010/07/25,171.025
2010/07/26,173.655
2010/07/27,190.067
2010/07/28,203.604
2010/07/29,213.756
2010/07/30,221.37
2010/07/31,227.081
2010/08/01,231.364
2010/08/02,234.576
2010/08/03,236.986
2010/08/04,238.793
2010/08/05,243.862
2010/08/06,270.936
2010/08/07,291.243
2010/08/08,306.472
2010/08/09,317.895
2010/08/10,326.461
2010/08/11,332.886
2010/08/12,337.705
2010/08/13,341.319
2010/08/14,344.03
2010/08/15,355.508
2010/08/16,394.574
2010/08/17,423.874
2010/08/18,445.849
2010/08/19,462.33
2010/08/20,474.691
2010/08/21,483.962
2010/08/22,490.915
2010/08/23,496.129
2010/08/24,500.04
2010/08/25,502.974
2010/08/26,506.37
2010/08/27,535.624
2010/08/28,557.565
2010/08/29,574.02
2010/08/30,586.362
2010/08/31,595.618
2010/09/01,602.56
2010/09/02,607.767
2010/09/03,611.672
2010/09/04,614.601
2010/09/05,616.797
2010/09/06,618.445
2010/09/07,619.68
2010/09/08,638.913
2010/09/09,657.406
2010/09/10,671.276
2010/09/11,681.678
2010/09/12,689.48
2010/09/13,695.331
2010/09/14,699.72
2010/09/15,703.011
2010/09/16,705.479
2010/09/17,707.331
2010/09/18,708.719
2010/09/19,754.868
2010/09/20,795.609
2010/09/21,826.164
2010/09/22,849.081
2010/09/23,866.268
2010/09/24,879.159
2010/09/25,888.827
2010/09/26,896.078
2010/09/27,901.516
2010/09/28,920.721
2010/09/29,1020
2010/09/30,1095
2010/10/01,1151
2010/10/02,1193
2010/10/03,1224
2010/10/04,1248
2010/10/05,1266
2010/10/06,1279
2010/10/07,1289
2010/10/08,1296
2010/10/09,1302
2010/10/10,1306
2010/10/11,1309
2010/10/12,1323
2010/10/13,1337
2010/10/14,1347
2010/10/15,1355
2010/10/16,1361
2010/10/17,1365
2010/10/18,1368
2010/10/19,1371
2010/10/20,1372
2010/10/21,1520
2010/10/22,1677
2010/10/23,1795
2010/10/24,1884
2010/10/25,1950
2010/10/26,2000
2010/10/27,2037
2010/10/28,2065
2010/10/29,2086
2010/10/30,2111
2010/10/31,2356
2010/11/01,2540
2010/11/02,2678
2010/11/03,2781
2010/11/04,2859
2010/11/05,2917
2010/11/06,2961
2010/11/07,2994
2010/11/08,3018
2010/11/09,3181
2010/11/10,3520
2010/11/11,3774
2010/11/12,3965
2010/11/13,4108
2010/11/14,4215
2010/11/15,4295
2010/11/16,4355
2010/11/17,4401
2010/11/18,4530
2010/11/19,5114
2010/11/20,5552
2010/11/21,5881
2010/11/22,6127
2010/11/23,6312
2010/11/24,6451
2010/11/25,6555
2010/11/26,6633
2010/11/27,6691
2010/11/28,6735
2010/11/29,6768
2010/11/30,6868
2010/12/01,7170
2010/12/02,7397
2010/12/03,7568
2010/12/04,7695
2010/12/05,7791
2010/12/06,7863
2010/12/07,7917
2010/12/08,7957
2010/12/09,8025
2010/12/10,9082
2010/12/11,9874
2010/12/12,10469
2010/12/13,10914
2010/12/14,11249
2010/12/15,11500
2010/12/16,11688
2010/12/17,11829
2010/12/18,11935
2010/12/19,12014
2010/12/20,12073
2010/12/21,12207
2010/12/22,12776
2010/12/23,13203
2010/12/24,13523
2010/12/25,13764
2010/12/26,13944
2010/12/27,14079
2010/12/28,14180
2010/12/29,14256
2010/12/30,14313
2010/12/31,14356
2011/01/01,14388
2011/01/02,14412
2011/01/03,14787
2011/01/04,15167
2011/01/05,15452
2011/01/06,15666
2011/01/07,15826
2011/01/08,15947
2011/01/09,16037
2011/01/10,16104
2011/01/11,16155
2011/01/12,16193
2011/01/13,16222
2011/01/14,16243
2011/01/15,16483
2011/01/16,16972
2011/01/17,17338
2011/01/18,17613
2011/01/19,17819
2011/01/20,17974
2011/01/21,18090
2011/01/22,18177
2011/01/23,18242
2011/01/24,18291
2011/01/25,18328
2011/01/26,18355
2011/01/27,18901
2011/01/28,19679
2011/01/29,20262
2011/01/30,20700
2011/01/31,21028
2011/02/01,21274
2011/02/02,21459
2011/02/03,21597
2011/02/04,21701
2011/02/05,21779
2011/02/06,21837
2011/02/07,21881
2011/02/08,22661
2011/02/09,23495
2011/02/10,24121
2011/02/11,24590
2011/02/12,24942
2011/02/13,25206
2011/02/14,25404
2011/02/15,25552
2011/02/16,25664
2011/02/17,25747
2011/02/18,27833
2011/02/19,29990
2011/02/20,31607
2011/02/21,32821
2011/02/22,33730
2011/02/23,34413
2011/02/24,34925
2011/02/25,35308
2011/02/26,35596
2011/02/27,37909
2011/02/28,42329
2011/03/01,45644
2011/03/02,48131
2011/03/03,49995
2011/03/04,51394
2011/03/05,52443
2011/03/06,53230
2011/03/07,53820
2011/03/08,54262
2011/03/09,56364
2011/03/10,61322
2011/03/11,65039
2011/03/12,67828
2011/03/13,69919
2011/03/14,71487
2011/03/15,72664
2011/03/16,73546
2011/03/17,74208
2011/03/18,74704
2011/03/19,75076
2011/03/20,75355
2011/03/21,75565
2011/03/22,75722
2011/03/23,75839
2011/03/24,75928
2011/03/25,74347
2011/03/26,73004
2011/03/27,71998
2011/03/28,71243
2011/03/29,70677
2011/03/30,70252
2011/03/31,69933
2011/04/01,69694
2011/04/02,69515
2011/04/03,69381
2011/04/04,69280
2011/04/05,69446
2011/04/06,72671
2011/04/07,75089
2011/04/08,76903
2011/04/09,78264
2011/04/10,79284
2011/04/11,80050
2011/04/12,80624
2011/04/13,81054
2011/04/14,81377
2011/04/15,81619
2011/04/16,81801
2011/04/17,81937
2011/04/18,83813
2011/04/19,85947
2011/04/20,87547
2011/04/21,88747
2011/04/22,89647
2011/04/23,90322
2011/04/24,90829
2011/04/25,91208
2011/04/26,91493
2011/04/27,91707
2011/04/28,91867
2011/04/29,91987
2011/04/30,95904
2011/05/01,99345
2011/05/02,101927
2011/05/03,103862
2011/05/04,105314
2011/05/05,106403
2011/05/06,107220
2011/05/07,107833
2011/05/08,108292
2011/05/09,110085
2011/05/10,121918
2011/05/11,130792
2011/05/12,137448
2011/05/13,142440
2011/05/14,146184
2011/05/15,148992
2011/05/16,151098
2011/05/17,152678
2011/05/18,155142
2011/05/19,177385
2011/05/20,194067
2011/05/21,206578
2011/05/22,215962
2011/05/23,222999
2011/05/24,228278
2011/05/25,232236
2011/05/26,243584
2011/05/27,291407
2011/05/28,327274
2011/05/29,354175
2011/05/30,374351
2011/05/31,389482
2011/06/01,400831
2011/06/02,409342
2011/06/03,415726
2011/06/04,420514
2011/06/05,424105
2011/06/06,439156
2011/06/07,471185
2011/06/08,495206
2011/06/09,513222
2011/06/10,526734
2011/06/11,536868
2011/06/12,544468
2011/06/13,550168
2011/06/14,554444
2011/06/15,587897
2011/06/16,660162
2011/06/17,714360
2011/06/18,755008
2011/06/19,785495
2011/06/20,808360
2011/06/21,825509
2011/06/22,838370
2011/06/23,848016
2011/06/24,902917
2011/06/25,1021986
2011/06/26,1111287
2011/06/27,1178264
2011/06/28,1228496
2011/06/29,1266170
2011/06/30,1294425
2011/07/01,1315617
2011/07/02,1331511
2011/07/03,1343431
2011/07/04,1352372
2011/07/05,1359077
2011/07/06,1370838
2011/07/07,1418886
2011/07/08,1454921
2011/07/09,1481948
2011/07/10,1502218
2011/07/11,1517421
2011/07/12,1528822
2011/07/13,1537374
2011/07/14,1543787
2011/07/15,1548598
2011/07/16,1552205
2011/07/17,1554911
2011/07/18,1556940
2011/07/19,1563640
2011/07/20,1595454
2011/07/21,1619314
2011/07/22,1637210
2011/07/23,1650631
2011/07/24,1660697
2011/07/25,1668247
2011/07/26,1673909
2011/07/27,1678156
2011/07/28,1681341
2011/07/29,1683730
2011/07/30,1685521
2011/07/31,1686865
2011/08/01,1716957
2011/08/02,1759914
2011/08/03,1792132
2011/08/04,1816296
2011/08/05,1834419
2011/08/06,1848011
2011/08/07,1858205
2011/08/08,1865850
2011/08/09,1871584
2011/08/10,1875885
2011/08/11,1879110
2011/08/12,1881529
2011/08/13,1883344
2011/08/14,1884704
2011/08/15,1885403
2011/08/16,1865477
2011/08/17,1850533
2011/08/18,1839325
2011/08/19,1830919
2011/08/20,1824615
2011/08/21,1819886
2011/08/22,1816340
2011/08/23,1813680
2011/08/24,1811685
2011/08/25,1810189
2011/08/26,1809067
2011/08/27,1808226
2011/08/28,1807594
2011/08/29,1807121
2011/08/30,1801123
2011/08/31,1795286
2011/09/01,1790908
2011/09/02,1787625
2011/09/03,1785162
2011/09/04,1783315
2011/09/05,1781930
2011/09/06,1780891
2011/09/07,1780112
2011/09/08,1779528
2011/09/09,1779089
2011/09/10,1778761
2011/09/11,1778514
2011/09/12,1778329
2011/09/13,1775043
2011/09/14,1770138
2011/09/15,1766460
2011/09/16,1763701
2011/09/17,1761632
2011/09/18,1760081
2011/09/19,1758917
2011/09/20,1758044
2011/09/21,1757389
2011/09/22,1756898
2011/09/23,1756530
2011/09/24,1756254
2011/09/25,1756047
2011/09/26,1755891
2011/09/27,1755278
2011/09/28,1738792
2011/09/29,1726428
2011/09/30,1717154
2011/10/01,1710199
2011/10/02,1704983
2011/10/03,1701071
2011/10/04,1698137
2011/10/05,1695936
2011/10/06,1694286
2011/10/07,1693048
2011/10/08,1692120
2011/10/09,1691423
2011/10/10,1690901
2011/10/11,1690509
2011/10/12,1690216
2011/10/13,1689995
2011/10/14,1637329
2011/10/15,1595046
2011/10/16,1563333
2011/10/17,1539549
2011/10/18,1521710
2011/10/19,1508332
2011/10/20,1498298
2011/10/21,1490772
