Date,top100cap14rsi
2010/07/17,55.813
2010/07/18,56.83
2010/07/19,52.946
2010/07/20,49.805
2010/07/21,51.152
2010/07/22,49.792
2010/07/23,46.09
2010/07/24,46.879
2010/07/25,46.004
2010/07/26,69.321
2010/07/27,70.261
2010/07/28,69.882
2010/07/29,70.169
2010/07/30,69.893
2010/07/31,66.761
2010/08/01,66.783
2010/08/02,63.264
2010/08/03,64.635
2010/08/04,59.449
2010/08/05,61.101
2010/08/06,59.282
2010/08/07,58.064
2010/08/08,56.841
2010/08/09,63.513
2010/08/10,59.81
2010/08/11,65.789
2010/08/12,59.069
2010/08/13,61.953
2010/08/14,58.677
2010/08/15,56.862
2010/08/16,61.607
2010/08/17,65.549
2010/08/18,63.668
2010/08/19,62.635
2010/08/20,64.117
2010/08/21,61.986
2010/08/22,62.587
2010/08/23,61.435
2010/08/24,63.111
2010/08/25,57.788
2010/08/26,57.736
2010/08/27,60.474
2010/08/28,54.871
2010/08/29,49.64
2010/08/30,46.581
2010/08/31,51.609
2010/09/01,49.662
2010/09/02,48.977
2010/09/03,48.326
2010/09/04,49.485
2010/09/05,54.186
2010/09/06,51.913
2010/09/07,49.346
2010/09/08,44.781
2010/09/09,42.929
2010/09/10,41.952
2010/09/11,39.334
2010/09/12,44.841
2010/09/13,36.205
2010/09/14,32.706
2010/09/15,30.624
2010/09/16,38.774
2010/09/17,64.508
2010/09/18,65.755
2010/09/19,69.175
2010/09/20,70.388
2010/09/21,68.513
2010/09/22,64.666
2010/09/23,70.055
2010/09/24,71.307
2010/09/25,73.89
2010/09/26,75.417
2010/09/27,81.002
2010/09/28,89.21
2010/09/29,88.88
2010/09/30,86.007
2010/10/01,84.621
2010/10/02,87.848
2010/10/03,87.842
2010/10/04,78.059
2010/10/05,78.678
2010/10/06,76.557
2010/10/07,81.195
2010/10/08,82.548
2010/10/09,84.088
2010/10/10,85.325
2010/10/11,82.015
2010/10/12,81.693
2010/10/13,82.732
2010/10/14,83.962
2010/10/15,80.819
2010/10/16,82.276
2010/10/17,82.502
2010/10/18,83.89
2010/10/19,76.485
2010/10/20,77.101
2010/10/21,76.366
2010/10/22,76.7
2010/10/23,76.799
2010/10/24,75.797
2010/10/25,75.862
2010/10/26,78.187
2010/10/27,79.51
2010/10/28,75.893
2010/10/29,70.087
2010/10/30,68.072
2010/10/31,69.869
2010/11/01,69.398
2010/11/02,70.108
2010/11/03,66.582
2010/11/04,66.335
2010/11/05,67.736
2010/11/06,69.82
2010/11/07,64.43
2010/11/08,78.398
2010/11/09,75.842
2010/11/10,68.528
2010/11/11,65.66
2010/11/12,64.602
2010/11/13,59.566
2010/11/14,61.866
2010/11/15,59.657
2010/11/16,58.009
2010/11/17,60.261
2010/11/18,57.372
2010/11/19,55.827
2010/11/20,59.859
2010/11/21,58.98
2010/11/22,58.333
2010/11/23,61.079
2010/11/24,64.695
2010/11/25,66.572
2010/11/26,66.755
2010/11/27,64.752
2010/11/28,64.377
2010/11/29,61.328
2010/11/30,66.523
2010/12/01,71.995
2010/12/02,77.277
2010/12/03,80.981
2010/12/04,81.685
2010/12/05,82.087
2010/12/06,69.229
2010/12/07,66.081
2010/12/08,66.156
2010/12/09,62.216
2010/12/10,63.642
2010/12/11,64.072
2010/12/12,61.01
2010/12/13,69.242
2010/12/14,66.44
2010/12/15,63.124
2010/12/16,60.46
2010/12/17,59.804
2010/12/18,57.5
2010/12/19,49.753
2010/12/20,51.84
2010/12/21,41.862
2010/12/22,44.143
2010/12/23,42.821
2010/12/24,41.524
2010/12/25,42.718
2010/12/26,40.962
2010/12/27,47.624
2010/12/28,44.898
2010/12/29,37.302
2010/12/30,35.131
2010/12/31,31.68
2011/01/01,30.512
2011/01/02,29.221
2011/01/03,29.278
2011/01/04,28.329
2011/01/05,31.694
2011/01/06,29.673
2011/01/07,28.448
2011/01/08,28.324
2011/01/09,29.59
2011/01/10,25.276
2011/01/11,33.15
2011/01/12,31.474
2011/01/13,36.867
2011/01/14,38.614
2011/01/15,36.673
2011/01/16,43.018
2011/01/17,44.708
2011/01/18,40.654
2011/01/19,36.213
2011/01/20,36.401
2011/01/21,36.523
2011/01/22,35.666
2011/01/23,49.913
2011/01/24,47.253
2011/01/25,44.889
2011/01/26,38.345
2011/01/27,84.922
2011/01/28,84.136
2011/01/29,83.402
2011/01/30,82.163
2011/01/31,80.202
2011/02/01,80.967
2011/02/02,76.401
2011/02/03,76.858
2011/02/04,75.038
2011/02/05,75.357
2011/02/06,71.012
2011/02/07,73.08
2011/02/08,69.308
2011/02/09,70.639
2011/02/10,68.847
2011/02/11,65.793
2011/02/12,63.744
2011/02/13,62.459
2011/02/14,60.314
2011/02/15,60.622
2011/02/16,58.23
2011/02/17,56.308
2011/02/18,52.828
2011/02/19,51.671
2011/02/20,54.81
2011/02/21,52.322
2011/02/22,47.048
2011/02/23,45.928
2011/02/24,43.504
2011/02/25,42.17
2011/02/26,41.282
2011/02/27,58.846
2011/02/28,51.367
2011/03/01,56.727
2011/03/02,22.905
2011/03/03,22.3
2011/03/04,21.602
2011/03/05,22.272
2011/03/06,22.728
2011/03/07,22.476
2011/03/08,22.118
2011/03/09,21.785
2011/03/10,20.625
2011/03/11,19.324
2011/03/12,18.408
2011/03/13,17.996
2011/03/14,20.892
2011/03/15,20.358
2011/03/16,22.325
2011/03/17,24.842
2011/03/18,26.73
2011/03/19,26.313
2011/03/20,25.797
2011/03/21,28.053
2011/03/22,26.2
2011/03/23,28.391
2011/03/24,27.088
2011/03/25,26.157
2011/03/26,26.52
2011/03/27,24.431
2011/03/28,23.712
2011/03/29,23.434
2011/03/30,21.439
2011/03/31,20.311
2011/04/01,19.739
2011/04/02,16.848
2011/04/03,16.296
2011/04/04,15.239
2011/04/05,14.879
2011/04/06,15.094
2011/04/07,15.075
2011/04/08,14.565
2011/04/09,12.669
2011/04/10,12.281
2011/04/11,12.962
2011/04/12,11.464
2011/04/13,11.032
2011/04/14,41.031
2011/04/15,39.559
2011/04/16,38.029
2011/04/17,30.476
2011/04/18,28.381
2011/04/19,62.497
2011/04/20,60.812
2011/04/21,53.899
2011/04/22,52.627
2011/04/23,45.869
2011/04/24,43.68
2011/04/25,43.444
2011/04/26,42.666
2011/04/27,42.894
2011/04/28,39.479
2011/04/29,33.504
2011/04/30,56.583
2011/05/01,56.215
2011/05/02,55.31
2011/05/03,56.806
2011/05/04,59.45
2011/05/05,58.397
2011/05/06,52.644
2011/05/07,52.903
2011/05/08,49.843
2011/05/09,49.113
2011/05/10,48.744
2011/05/11,55.766
2011/05/12,58.548
2011/05/13,63.98
2011/05/14,64.161
2011/05/15,69.515
2011/05/16,70.494
2011/05/17,68.854
2011/05/18,70.683
2011/05/19,66.968
2011/05/20,63.001
2011/05/21,73.455
2011/05/22,71.832
2011/05/23,63.642
2011/05/24,61.622
2011/05/25,60.009
2011/05/26,58.517
2011/05/27,60.703
2011/05/28,59.991
2011/05/29,60.811
2011/05/30,61.181
2011/05/31,60.087
2011/06/01,60.354
2011/06/02,62.383
2011/06/03,64.387
2011/06/04,61.334
2011/06/05,62.8
2011/06/06,52.974
2011/06/07,48.386
2011/06/08,34.061
2011/06/09,32.722
2011/06/10,29.489
2011/06/11,33.617
2011/06/12,64.981
2011/06/13,66.313
2011/06/14,55.489
2011/06/15,53.673
2011/06/16,50.605
2011/06/17,47.919
2011/06/18,46.706
2011/06/19,55.511
2011/06/20,54.629
2011/06/21,53.572
2011/06/22,52.657
2011/06/23,59.971
2011/06/24,58.054
2011/06/25,53.816
2011/06/26,51.676
2011/06/27,55.241
2011/06/28,51.117
2011/06/29,47.373
2011/06/30,44.403
2011/07/01,45.461
2011/07/02,44.608
2011/07/03,43.657
2011/07/04,42.86
2011/07/05,43.875
2011/07/06,43.606
2011/07/07,43.079
2011/07/08,42.164
2011/07/09,41.125
2011/07/10,39.504
2011/07/11,38.998
2011/07/12,37.902
2011/07/13,36.679
2011/07/14,35.946
2011/07/15,35.13
2011/07/16,34.306
2011/07/17,33.539
2011/07/18,43.046
2011/07/19,40.857
2011/07/20,39.423
2011/07/21,37.962
2011/07/22,35.884
2011/07/23,35.169
2011/07/24,34.461
2011/07/25,32.792
