Date,sentbyaddress30sma
2010/07/17,590.667
2010/07/18,599.133
2010/07/19,611
2010/07/20,625.5
2010/07/21,632.167
2010/07/22,638.667
2010/07/23,644.733
2010/07/24,659.467
2010/07/25,713.867
2010/07/26,721.833
2010/07/27,729.567
2010/07/28,735.533
2010/07/29,740.567
2010/07/30,742.533
2010/07/31,743.2
2010/08/01,747.633
2010/08/02,751
2010/08/03,764.867
2010/08/04,773.7
2010/08/05,786.233
2010/08/06,792.333
2010/08/07,794.2
2010/08/08,799.9
2010/08/09,808.333
2010/08/10,806.167
2010/08/11,732.567
2010/08/12,696.833
2010/08/13,511.8
2010/08/14,483.333
2010/08/15,454.167
2010/08/16,456.133
2010/08/17,452.667
2010/08/18,447.133
2010/08/19,436.1
2010/08/20,434.267
2010/08/21,431.6
2010/08/22,428.9
2010/08/23,419.133
2010/08/24,370.567
2010/08/25,368.233
2010/08/26,364.733
2010/08/27,361.733
2010/08/28,359.867
2010/08/29,358.133
2010/08/30,359.9
2010/08/31,361.767
2010/09/01,362.767
2010/09/02,351.533
2010/09/03,346.533
2010/09/04,336.467
2010/09/05,334.033
2010/09/06,334.533
2010/09/07,329.8
2010/09/08,325.267
2010/09/09,325.733
2010/09/10,324.067
2010/09/11,321.633
2010/09/12,316.433
2010/09/13,319.833
2010/09/14,325.233
2010/09/15,324.6
2010/09/16,326.033
2010/09/17,323.767
2010/09/18,325
2010/09/19,322.533
2010/09/20,326.733
2010/09/21,345.9
2010/09/22,360.233
2010/09/23,371.133
2010/09/24,377.533
2010/09/25,385.833
2010/09/26,390.3
2010/09/27,401.567
2010/09/28,407.833
2010/09/29,427.7
2010/09/30,427.467
2010/10/01,435.733
2010/10/02,445.8
2010/10/03,450.467
2010/10/04,457.6
2010/10/05,462.867
2010/10/06,468.7
2010/10/07,472.1
2010/10/08,474.967
2010/10/09,479.2
2010/10/10,482
2010/10/11,485.067
2010/10/12,485.833
2010/10/13,484.2
2010/10/14,484.2
2010/10/15,482.267
2010/10/16,485.333
2010/10/17,490.667
2010/10/18,500.867
2010/10/19,527.6
2010/10/20,540.4
2010/10/21,531.733
2010/10/22,529.333
2010/10/23,527.833
2010/10/24,531.033
2010/10/25,527.667
2010/10/26,535.433
2010/10/27,536.967
2010/10/28,542.433
2010/10/29,528.5
2010/10/30,529.733
2010/10/31,519.3
2010/11/01,512.4
2010/11/02,506.433
2010/11/03,503.033
2010/11/04,499.1
2010/11/05,499.4
2010/11/06,501.467
2010/11/07,503
2010/11/08,504.567
2010/11/09,504.467
2010/11/10,505.733
2010/11/11,505.167
2010/11/12,500.6
2010/11/13,498.8
2010/11/14,499.733
2010/11/15,621.933
2010/11/16,706.167
2010/11/17,699.8
2010/11/18,676.433
2010/11/19,660.267
2010/11/20,659.3
2010/11/21,653.233
