Date,sentbyaddress30var
2011/04/19,488064
2011/04/20,502014
2011/04/21,500101
2011/04/22,397093
2011/04/23,398880
2011/04/24,396564
2011/04/25,400267
2011/04/26,466622
2011/04/27,682229
2011/04/28,729122
2011/04/29,812331
2011/04/30,1077520
2011/05/01,1170077
2011/05/02,1148957
2011/05/03,1130322
2011/05/04,1143948
2011/05/05,1196001
2011/05/06,1214902
2011/05/07,1220152
2011/05/08,1153217
2011/05/09,1127429
2011/05/10,1047171
2011/05/11,982856
2011/05/12,933313
2011/05/13,1002299
2011/05/14,1171463
2011/05/15,1135519
2011/05/16,1279093
2011/05/17,1408141
2011/05/18,1891962
2011/05/19,2144500
2011/05/20,2324848
2011/05/21,2356000
2011/05/22,2399536
2011/05/23,2549852
2011/05/24,2714837
2011/05/25,3066203
2011/05/26,3626058
2011/05/27,3660548
2011/05/28,3579768
2011/05/29,3516418
2011/05/30,3679353
2011/05/31,3896944
2011/06/01,4042361
2011/06/02,4334373
2011/06/03,5130983
2011/06/04,6313789
2011/06/05,7071124
2011/06/06,8546011
2011/06/07,8930081
2011/06/08,11662993
2011/06/09,14558976
2011/06/10,15964637
2011/06/11,16763129
2011/06/12,19015325
2011/06/13,20144109
2011/06/14,23008744
2011/06/15,24597791
2011/06/16,26078892
2011/06/17,26546216
2011/06/18,26327854
2011/06/19,26144860
2011/06/20,25337726
2011/06/21,24094545
2011/06/22,23421688
2011/06/23,22337161
2011/06/24,21480706
2011/06/25,20520565
2011/06/26,17997450
2011/06/27,16100430
2011/06/28,13262479
2011/06/29,10864643
2011/06/30,8764238
2011/07/01,6939160
2011/07/02,6028852
2011/07/03,5612862
2011/07/04,5192556
2011/07/05,4663930
2011/07/06,4435928
2011/07/07,4252092
2011/07/08,4597534
2011/07/09,5253154
2011/07/10,5810666
2011/07/11,5827602
2011/07/12,5978533
2011/07/13,5988091
2011/07/14,5020592
2011/07/15,4853251
2011/07/16,4192370
2011/07/17,4200464
2011/07/18,4009357
2011/07/19,3599203
2011/07/20,3403955
2011/07/21,3517581
2011/07/22,3053159
2011/07/23,3168955
2011/07/24,3005831
2011/07/25,2961583
2011/07/26,2950048
2011/07/27,2016683
2011/07/28,1601740
2011/07/29,1585109
2011/07/30,2023283
2011/07/31,1837354
2011/08/01,1827336
2011/08/02,1835188
2011/08/03,1792844
2011/08/04,1741219
2011/08/05,1420945
2011/08/06,1715194
2011/08/07,1895929
2011/08/08,1965663
2011/08/09,2033630
2011/08/10,1736534
2011/08/11,1756227
2011/08/12,1726839
2011/08/13,1643837
2011/08/14,1650034
2011/08/15,1598298
2011/08/16,1697968
2011/08/17,1649942
2011/08/18,1572492
2011/08/19,1517496
2011/08/20,1561163
2011/08/21,1465160
2011/08/22,1459471
2011/08/23,1477053
2011/08/24,1279132
2011/08/25,1260191
2011/08/26,1255366
2011/08/27,1338787
2011/08/28,1677822
2011/08/29,1517474
2011/08/30,1475363
2011/08/31,1438669
2011/09/01,1277499
2011/09/02,1301809
2011/09/03,1432078
2011/09/04,1434092
2011/09/05,1370327
2011/09/06,1367134
2011/09/07,1372269
2011/09/08,1170312
2011/09/09,1058644
2011/09/10,1162374
2011/09/11,1209389
2011/09/12,1221490
2011/09/13,1263100
2011/09/14,1263036
2011/09/15,917617
2011/09/16,990823
2011/09/17,1140780
2011/09/18,1172947
2011/09/19,1171748
2011/09/20,1155655
2011/09/21,1058542
2011/09/22,1107690
2011/09/23,1125915
2011/09/24,1219667
2011/09/25,1340182
2011/09/26,1447661
2011/09/27,1427958
2011/09/28,1386493
2011/09/29,1352481
2011/09/30,1317127
2011/10/01,1378277
2011/10/02,1520292
2011/10/03,1524048
2011/10/04,1473701
2011/10/05,1416191
2011/10/06,1061411
2011/10/07,963070
2011/10/08,1000615
2011/10/09,899533
2011/10/10,899303
2011/10/11,858567
2011/10/12,786116
2011/10/13,854501
2011/10/14,841233
2011/10/15,793202
2011/10/16,872397
2011/10/17,867975
2011/10/18,934192
2011/10/19,903290
2011/10/20,712465
2011/10/21,504487
2011/10/22,508251
2011/10/23,471728
2011/10/24,475739
2011/10/25,476823
2011/10/26,488126
2011/10/27,534338
2011/10/28,527053
2011/10/29,525496
2011/10/30,552407
2011/10/31,559274
2011/11/01,547832
2011/11/02,491288
2011/11/03,487496
2011/11/04,572732
2011/11/05,544920
2011/11/06,542074
2011/11/07,543632
2011/11/08,564104
2011/11/09,613510
2011/11/10,649586
2011/11/11,643393
2011/11/12,634542
2011/11/13,605682
2011/11/14,609632
2011/11/15,621998
2011/11/16,612672
2011/11/17,611784
2011/11/18,606408
2011/11/19,719476
2011/11/20,826010
2011/11/21,986173
2011/11/22,1040795
2011/11/23,1063567
2011/11/24,1163943
2011/11/25,1195602
2011/11/26,1299465
2011/11/27,1369600
2011/11/28,1357575
2011/11/29,1391689
2011/11/30,1427465
2011/12/01,1430513
2011/12/02,1420567
2011/12/03,1411952
2011/12/04,1249991
2011/12/05,1213397
2011/12/06,1395620
2011/12/07,1394354
2011/12/08,1346236
2011/12/09,1224374
2011/12/10,1084172
2011/12/11,1108572
2011/12/12,1145697
2011/12/13,1165312
2011/12/14,1103254
2011/12/15,1066427
2011/12/16,1032618
2011/12/17,1071454
2011/12/18,1092133
2011/12/19,1066046
2011/12/20,1080145
2011/12/21,1023866
2011/12/22,1016820
2011/12/23,1007089
2011/12/24,1032637
2011/12/25,1031811
2011/12/26,966818
2011/12/27,943648
2011/12/28,970013
2011/12/29,876235
2011/12/30,806062
2011/12/31,775872
2012/01/01,734945
2012/01/02,731405
2012/01/03,737934
2012/01/04,712253
2012/01/05,582350
2012/01/06,676510
2012/01/07,691176
2012/01/08,754862
2012/01/09,787702
2012/01/10,889234
2012/01/11,1042555
2012/01/12,1073858
2012/01/13,1159610
2012/01/14,1165776
2012/01/15,1122773
2012/01/16,1134227
2012/01/17,1084949
2012/01/18,1130983
2012/01/19,1175949
2012/01/20,1185409
2012/01/21,1182806
2012/01/22,1223025
2012/01/23,1088277
2012/01/24,1109784
2012/01/25,1296831
2012/01/26,1247075
2012/01/27,1126263
2012/01/28,1060800
2012/01/29,919062
2012/01/30,755848
2012/01/31,654448
2012/02/01,565566
2012/02/02,580701
2012/02/03,570233
2012/02/04,590929
2012/02/05,595717
2012/02/06,563703
2012/02/07,561348
2012/02/08,547961
2012/02/09,577182
2012/02/10,645579
2012/02/11,643949
2012/02/12,643777
2012/02/13,714377
2012/02/14,975306
2012/02/15,1182526
2012/02/16,1405662
2012/02/17,1415524
2012/02/18,1416742
2012/02/19,1477537
2012/02/20,1445599
2012/02/21,1214714
2012/02/22,1170542
2012/02/23,1241525
2012/02/24,1208407
2012/02/25,1204628
2012/02/26,1232779
2012/02/27,1150573
2012/02/28,1109459
2012/02/29,1056495
2012/03/01,1056619
2012/03/02,1084168
2012/03/03,1254928
2012/03/04,1250077
2012/03/05,1260166
2012/03/06,1257001
2012/03/07,1204602
2012/03/08,1199383
2012/03/09,1196270
2012/03/10,1308611
2012/03/11,1397742
2012/03/12,1405755
2012/03/13,1432447
2012/03/14,1406152
2012/03/15,1191276
2012/03/16,1013083
2012/03/17,794815
2012/03/18,820556
2012/03/19,817244
2012/03/20,755246
2012/03/21,756558
2012/03/22,744095
2012/03/23,766896
2012/03/24,691138
2012/03/25,714075
2012/03/26,705977
2012/03/27,657417
2012/03/28,679665
2012/03/29,715971
2012/03/30,713347
2012/03/31,723472
2012/04/01,751097
2012/04/02,635383
2012/04/03,719128
2012/04/04,711594
2012/04/05,713103
2012/04/06,709845
2012/04/07,721414
2012/04/08,741806
2012/04/09,674842
2012/04/10,690029
2012/04/11,838732
2012/04/12,955880
2012/04/13,953123
2012/04/14,1014346
2012/04/15,1017982
2012/04/16,1226395
2012/04/17,1228762
2012/04/18,1410193
2012/04/19,1454136
2012/04/20,1620532
2012/04/21,1619533
2012/04/22,1565511
2012/04/23,1512240
2012/04/24,1431270
2012/04/25,1437389
2012/04/26,1596663
2012/04/27,1596777
2012/04/28,1597632
2012/04/29,1571913
2012/04/30,1686266
2012/05/01,1615467
2012/05/02,1711005
2012/05/03,2324884
2012/05/04,2893500
2012/05/05,3038198
2012/05/06,2983818
2012/05/07,3967023
2012/05/08,4505410
2012/05/09,5295770
2012/05/10,5319536
2012/05/11,6554666
2012/05/12,7025914
2012/05/13,6795744
2012/05/14,11561735
2012/05/15,12537409
2012/05/16,12978651
2012/05/17,12846320
2012/05/18,13631302
2012/05/19,16448567
2012/05/20,17988293
2012/05/21,18942436
2012/05/22,18076253
2012/05/23,17983737
2012/05/24,17603312
2012/05/25,17447186
2012/05/26,16861734
2012/05/27,15462358
2012/05/28,14109738
2012/05/29,13145317
2012/05/30,12310415
2012/05/31,11408177
2012/06/01,10494146
2012/06/02,10949618
2012/06/03,11159653
2012/06/04,14471283
2012/06/05,17243284
2012/06/06,17510121
2012/06/07,17639831
2012/06/08,17415879
2012/06/09,15872424
2012/06/10,16382081
2012/06/11,15770159
2012/06/12,15416264
2012/06/13,21581298
2012/06/14,28964706
2012/06/15,33494551
2012/06/16,33176475
2012/06/17,33902288
2012/06/18,34738925
2012/06/19,34704474
2012/06/20,34701211
2012/06/21,34464439
2012/06/22,34667023
2012/06/23,34745611
2012/06/24,35165828
2012/06/25,34093835
2012/06/26,33392074
2012/06/27,33555968
2012/06/28,33567256
2012/06/29,33022615
2012/06/30,32438482
2012/07/01,32481971
2012/07/02,28277790
2012/07/03,28240365
2012/07/04,27453552
2012/07/05,26684684
2012/07/06,25158797
2012/07/07,25210005
2012/07/08,25334056
2012/07/09,25291862
2012/07/10,25616261
2012/07/11,25574612
2012/07/12,22535770
2012/07/13,18885152
2012/07/14,13670415
2012/07/15,9395270
2012/07/16,8645863
2012/07/17,8715731
2012/07/18,7795402
2012/07/19,7726311
2012/07/20,8258365
2012/07/21,8317306
2012/07/22,9042811
2012/07/23,9950518
2012/07/24,9301767
2012/07/25,9409635
2012/07/26,9434513
2012/07/27,8980168
2012/07/28,9557410
2012/07/29,9554410
2012/07/30,9595349
2012/07/31,19261270
2012/08/01,19708702
2012/08/02,20353065
2012/08/03,19850061
2012/08/04,18497864
2012/08/05,17430653
2012/08/06,18103328
2012/08/07,16529414
2012/08/08,18870317
2012/08/09,18857199
2012/08/10,18735828
2012/08/11,18439843
2012/08/12,17331181
2012/08/13,18340017
2012/08/14,17070832
2012/08/15,18170577
2012/08/16,26081317
2012/08/17,29690699
2012/08/18,30454264
2012/08/19,30304493
2012/08/20,29915154
2012/08/21,31877319
2012/08/22,32544269
2012/08/23,31706938
2012/08/24,29371036
2012/08/25,27558641
2012/08/26,27086715
2012/08/27,27249855
2012/08/28,26338432
2012/08/29,25670448
2012/08/30,22589109
2012/08/31,23229894
2012/09/01,23341195
2012/09/02,23557488
2012/09/03,23788344
2012/09/04,23279251
2012/09/05,23278622
2012/09/06,23460282
2012/09/07,22735774
2012/09/08,23740163
2012/09/09,23520111
2012/09/10,23566893
2012/09/11,23421431
2012/09/12,23759000
2012/09/13,25142358
2012/09/14,25041291
2012/09/15,20826773
2012/09/16,18543065
2012/09/17,17807672
2012/09/18,17534287
2012/09/19,17412638
2012/09/20,14778976
2012/09/21,13652278
2012/09/22,16075234
2012/09/23,17317293
2012/09/24,17775832
2012/09/25,17827810
2012/09/26,18716616
2012/09/27,18728034
2012/09/28,19360710
2012/09/29,19663673
2012/09/30,18771538
2012/10/01,17713460
2012/10/02,19347962
2012/10/03,19205945
2012/10/04,19692528
2012/10/05,19555080
2012/10/06,17714689
2012/10/07,17460577
2012/10/08,18427370
2012/10/09,19365576
2012/10/10,19709099
2012/10/11,18667702
2012/10/12,18545883
2012/10/13,18312824
2012/10/14,18521505
2012/10/15,17730956
2012/10/16,16712884
2012/10/17,15924531
2012/10/18,16055149
2012/10/19,16187474
2012/10/20,15560957
2012/10/21,15295706
2012/10/22,12358822
2012/10/23,10215763
2012/10/24,9410313
2012/10/25,9555405
2012/10/26,9277762
2012/10/27,11770414
2012/10/28,13758496
2012/10/29,15336441
2012/10/30,14084434
2012/10/31,14218425
2012/11/01,13898852
2012/11/02,14443550
2012/11/03,14386861
2012/11/04,14801384
2012/11/05,14906025
2012/11/06,14677605
2012/11/07,13233572
2012/11/08,11483538
2012/11/09,10557036
2012/11/10,10950448
2012/11/11,11405263
2012/11/12,11801112
2012/11/13,11918285
2012/11/14,10781922
2012/11/15,12359111
2012/11/16,14059576
2012/11/17,13981345
2012/11/18,14874371
2012/11/19,15307043
2012/11/20,16259115
2012/11/21,16457477
2012/11/22,16739998
2012/11/23,16750629
2012/11/24,16745447
2012/11/25,16782034
2012/11/26,16020897
2012/11/27,14653727
2012/11/28,14047691
2012/11/29,14090009
2012/11/30,14005708
2012/12/01,13595956
2012/12/02,15415611
2012/12/03,15921327
2012/12/04,14939556
2012/12/05,15054432
2012/12/06,15173703
2012/12/07,14889537
2012/12/08,14872537
2012/12/09,14782305
2012/12/10,14231907
2012/12/11,12952457
2012/12/12,12098644
2012/12/13,12402570
2012/12/14,12533350
2012/12/15,11730878
2012/12/16,10317901
2012/12/17,10340653
2012/12/18,12764825
2012/12/19,13009297
2012/12/20,12457827
2012/12/21,13091916
2012/12/22,19050704
2012/12/23,18301859
2012/12/24,18070204
2012/12/25,18823833
2012/12/26,19781464
2012/12/27,19907936
2012/12/28,20095361
2012/12/29,20136738
2012/12/30,21295766
2012/12/31,20923819
2013/01/01,18000674
2013/01/02,16298454
2013/01/03,18915980
2013/01/04,19963560
2013/01/05,22292847
2013/01/06,22222095
2013/01/07,23603601
2013/01/08,24342847
2013/01/09,24947197
2013/01/10,28586788
2013/01/11,34695955
2013/01/12,34967938
2013/01/13,36306279
2013/01/14,34882427
2013/01/15,36676009
2013/01/16,40143981
2013/01/17,41483942
2013/01/18,43045196
2013/01/19,41742130
2013/01/20,41750716
2013/01/21,40156230
2013/01/22,38835330
2013/01/23,36877183
2013/01/24,32271105
2013/01/25,27276639
2013/01/26,24433846
2013/01/27,23981997
2013/01/28,21111327
2013/01/29,21135243
2013/01/30,17580742
2013/01/31,13886219
2013/02/01,15840424
2013/02/02,16059163
2013/02/03,16086136
2013/02/04,16162158
2013/02/05,15637197
2013/02/06,15554266
2013/02/07,15844060
2013/02/08,16333228
2013/02/09,15884243
2013/02/10,14680773
2013/02/11,14309003
2013/02/12,14308803
2013/02/13,12736173
2013/02/14,12533994
2013/02/15,11813131
2013/02/16,12619503
2013/02/17,12973394
2013/02/18,12918116
2013/02/19,12154220
2013/02/20,10717414
2013/02/21,10581709
2013/02/22,10328869
2013/02/23,10326270
2013/02/24,10283521
2013/02/25,10440258
2013/02/26,10897435
2013/02/27,10856474
2013/02/28,10986394
2013/03/01,10486476
2013/03/02,11064612
2013/03/03,10999206
2013/03/04,11009382
2013/03/05,10978424
2013/03/06,13092997
2013/03/07,12910559
2013/03/08,12939754
2013/03/09,12957024
2013/03/10,12453190
2013/03/11,12694056
2013/03/12,12300864
2013/03/13,13476415
2013/03/14,13781599
2013/03/15,15339664
2013/03/16,16012928
2013/03/17,16467723
2013/03/18,15329407
2013/03/19,16026625
2013/03/20,15866053
2013/03/21,16458588
2013/03/22,19788764
2013/03/23,19846545
2013/03/24,22375959
2013/03/25,22866859
2013/03/26,24608967
2013/03/27,27415333
2013/03/28,34297694
2013/03/29,41334800
2013/03/30,43746153
2013/03/31,44073971
2013/04/01,41786951
2013/04/02,47486125
2013/04/03,64654761
2013/04/04,85452388
2013/04/05,102026223
2013/04/06,102441468
2013/04/07,100672517
2013/04/08,105592143
2013/04/09,122951117
2013/04/10,150691678
2013/04/11,163781316
2013/04/12,165857321
2013/04/13,160688634
2013/04/14,161081756
2013/04/15,146702119
2013/04/16,135844174
2013/04/17,128369152
2013/04/18,124833894
2013/04/19,120649547
2013/04/20,117540312
2013/04/21,120594363
2013/04/22,113490931
2013/04/23,111475887
2013/04/24,105734672
2013/04/25,102035546
2013/04/26,99254155
2013/04/27,105101039
2013/04/28,111739510
2013/04/29,110597981
2013/04/30,104924438
2013/05/01,102013327
2013/05/02,103551663
2013/05/03,103482267
2013/05/04,106767474
2013/05/05,108015296
2013/05/06,108807786
2013/05/07,107832355
2013/05/08,104617382
2013/05/09,93556375
2013/05/10,67216693
2013/05/11,51842614
2013/05/12,49602649
2013/05/13,49646968
2013/05/14,47079363
2013/05/15,46402776
2013/05/16,40553763
2013/05/17,38697017
2013/05/18,41023571
2013/05/19,37530974
2013/05/20,38242947
2013/05/21,37220496
2013/05/22,37312028
2013/05/23,33954545
2013/05/24,29841912
2013/05/25,27718439
2013/05/26,29197515
2013/05/27,29282310
2013/05/28,28384441
2013/05/29,28281716
2013/05/30,26971965
2013/05/31,26607156
2013/06/01,27540258
2013/06/02,30215589
2013/06/03,27637481
2013/06/04,26222580
2013/06/05,26322352
2013/06/06,24531719
2013/06/07,23630671
2013/06/08,26226915
2013/06/09,29777829
2013/06/10,30410888
2013/06/11,30580395
2013/06/12,31025561
2013/06/13,29192158
2013/06/14,29046400
2013/06/15,30821377
2013/06/16,36184010
2013/06/17,37118728
2013/06/18,36376240
2013/06/19,36474559
2013/06/20,34361979
2013/06/21,34251326
2013/06/22,31593382
2013/06/23,33037408
2013/06/24,32898781
2013/06/25,32179515
2013/06/26,32180436
2013/06/27,31408968
2013/06/28,29536847
2013/06/29,29140424
2013/06/30,31042457
2013/07/01,31548492
2013/07/02,31256846
2013/07/03,30337423
2013/07/04,28302446
2013/07/05,27506994
2013/07/06,28208684
2013/07/07,30645499
2013/07/08,30396842
2013/07/09,30019602
2013/07/10,30352185
2013/07/11,34657864
2013/07/12,43618046
2013/07/13,43506260
2013/07/14,43063665
2013/07/15,41994725
2013/07/16,39699053
2013/07/17,39543587
2013/07/18,39557816
2013/07/19,38806517
2013/07/20,42161338
2013/07/21,42754464
2013/07/22,42467161
2013/07/23,40125263
2013/07/24,40358106
2013/07/25,40805499
2013/07/26,40764118
2013/07/27,42668835
2013/07/28,43478664
2013/07/29,43857566
2013/07/30,43420216
2013/07/31,50779852
2013/08/01,62089068
2013/08/02,68194559
2013/08/03,67928742
2013/08/04,68338992
2013/08/05,67878153
2013/08/06,62411587
2013/08/07,65081007
2013/08/08,66580521
2013/08/09,66583912
2013/08/10,64530496
2013/08/11,60790106
2013/08/12,98001448
2013/08/13,90378911
2013/08/14,90648968
2013/08/15,91802316
2013/08/16,96851170
2013/08/17,96956133
2013/08/18,98359191
2013/08/19,93799594
2013/08/20,88641621
2013/08/21,88548246
2013/08/22,91326798
2013/08/23,90384631
2013/08/24,91772862
2013/08/25,94912748
2013/08/26,86270567
2013/08/27,77228103
2013/08/28,78044979
2013/08/29,77940287
2013/08/30,80030259
2013/08/31,77978165
2013/09/01,87945043
2013/09/02,91242375
2013/09/03,88686839
2013/09/04,88926721
2013/09/05,89573091
2013/09/06,90230497
2013/09/07,94657134
2013/09/08,103956195
2013/09/09,104378673
2013/09/10,100330090
2013/09/11,71321059
2013/09/12,71249627
2013/09/13,71032289
2013/09/14,77771797
2013/09/15,80114424
2013/09/16,79979126
2013/09/17,77945245
2013/09/18,72634826
2013/09/19,69983800
2013/09/20,66238008
2013/09/21,60233988
2013/09/22,62078809
2013/09/23,62442860
2013/09/24,61450157
2013/09/25,60418339
2013/09/26,55197824
2013/09/27,48872555
2013/09/28,47523455
2013/09/29,37385249
2013/09/30,32545214
2013/10/01,33934549
2013/10/02,39082897
2013/10/03,39298054
2013/10/04,39047075
2013/10/05,41832835
2013/10/06,45133312
2013/10/07,44138721
2013/10/08,39791507
2013/10/09,40379384
2013/10/10,40828615
2013/10/11,40878601
2013/10/12,41346262
2013/10/13,42012410
2013/10/14,37698788
2013/10/15,32631216
2013/10/16,35024612
2013/10/17,35023542
2013/10/18,35426008
2013/10/19,35700436
2013/10/20,37184045
2013/10/21,36728767
2013/10/22,35033393
2013/10/23,38878665
2013/10/24,51964227
2013/10/25,56496548
2013/10/26,57659911
2013/10/27,60651796
2013/10/28,58676718
2013/10/29,56087708
2013/10/30,58384324
2013/10/31,59396562
2013/11/01,57175052
2013/11/02,57251418
2013/11/03,56576599
2013/11/04,55749740
2013/11/05,66071475
2013/11/06,80721082
2013/11/07,114595868
2013/11/08,138090592
2013/11/09,153067919
2013/11/10,155544535
2013/11/11,147276340
2013/11/12,143199108
2013/11/13,150265542
2013/11/14,169319304
2013/11/15,177044436
2013/11/16,170536237
2013/11/17,167429196
2013/11/18,236324323
2013/11/19,360547424
2013/11/20,398128485
2013/11/21,417614150
2013/11/22,446378347
2013/11/23,468760238
2013/11/24,463830852
2013/11/25,441350662
2013/11/26,452228364
2013/11/27,522179710
2013/11/28,575418929
2013/11/29,597458969
2013/11/30,577881165
2013/12/01,546292065
2013/12/02,496170283
2013/12/03,447699129
2013/12/04,434923154
2013/12/05,444133419
2013/12/06,430736770
2013/12/07,427365074
2013/12/08,449009618
2013/12/09,437561827
2013/12/10,410874674
2013/12/11,370463908
2013/12/12,355722777
2013/12/13,342934025
2013/12/14,345687064
2013/12/15,345379889
2013/12/16,304065770
2013/12/17,265649649
2013/12/18,269409011
2013/12/19,237110504
2013/12/20,241760281
2013/12/21,258499229
2013/12/22,283816323
2013/12/23,297891612
2013/12/24,290249435
2013/12/25,294821863
2013/12/26,292113512
2013/12/27,253103416
2013/12/28,223227643
2013/12/29,214234168
2013/12/30,211945777
2013/12/31,216088848
2014/01/01,232824833
2014/01/02,214027257
2014/01/03,185886113
2014/01/04,148551025
2014/01/05,136314700
2014/01/06,140095037
2014/01/07,130759318
2014/01/08,128059891
2014/01/09,125056888
2014/01/10,122584665
2014/01/11,123385582
2014/01/12,128607045
2014/01/13,129485651
2014/01/14,129514412
2014/01/15,118734569
2014/01/16,109354260
2014/01/17,67957567
2014/01/18,60554117
2014/01/19,60922926
2014/01/20,71065369
2014/01/21,87358886
2014/01/22,94598859
2014/01/23,95800991
2014/01/24,97324359
2014/01/25,98045271
2014/01/26,98123590
2014/01/27,99158767
2014/01/28,100868141
2014/01/29,101413882
2014/01/30,102883894
2014/01/31,90320390
2014/02/01,90836992
2014/02/02,89353072
2014/02/03,90084803
2014/02/04,110799652
2014/02/05,111870017
2014/02/06,125248199
2014/02/07,142318556
2014/02/08,143667692
2014/02/09,143321865
