Date,top100cap14trx
2010/07/17,0.156
2010/07/18,0.139
2010/07/19,0.123
2010/07/20,0.107
2010/07/21,0.092
2010/07/22,0.078
2010/07/23,0.064
2010/07/24,0.051
2010/07/25,0.039
2010/07/26,0.035
2010/07/27,0.038
2010/07/28,0.044
2010/07/29,0.052
2010/07/30,0.061
2010/07/31,0.069
2010/08/01,0.077
2010/08/02,0.082
2010/08/03,0.086
2010/08/04,0.089
2010/08/05,0.089
2010/08/06,0.089
2010/08/07,0.087
2010/08/08,0.084
2010/08/09,0.082
2010/08/10,0.08
2010/08/11,0.079
2010/08/12,0.078
2010/08/13,0.077
2010/08/14,0.076
2010/08/15,0.074
2010/08/16,0.073
2010/08/17,0.073
2010/08/18,0.074
2010/08/19,0.074
2010/08/20,0.075
2010/08/21,0.075
2010/08/22,0.075
2010/08/23,0.075
2010/08/24,0.074
2010/08/25,0.072
2010/08/26,0.07
2010/08/27,0.068
2010/08/28,0.064
2010/08/29,0.06
2010/08/30,0.054
2010/08/31,0.048
2010/09/01,0.043
2010/09/02,0.037
2010/09/03,0.031
2010/09/04,0.026
2010/09/05,0.022
2010/09/06,0.019
2010/09/07,0.015
2010/09/08,0.012
2010/09/09,0.008
2010/09/10,0.003
2010/09/11,-0.001
2010/09/12,-0.005
2010/09/13,-0.01
2010/09/14,-0.016
2010/09/15,-0.022
2010/09/16,-0.028
2010/09/17,-0.028
2010/09/18,-0.023
2010/09/19,-0.015
2010/09/20,-0.003
2010/09/21,0.009
2010/09/22,0.021
2010/09/23,0.033
2010/09/24,0.046
2010/09/25,0.059
2010/09/26,0.073
2010/09/27,0.089
2010/09/28,0.116
2010/09/29,0.148
2010/09/30,0.181
2010/10/01,0.212
2010/10/02,0.245
2010/10/03,0.276
2010/10/04,0.302
2010/10/05,0.323
2010/10/06,0.338
2010/10/07,0.352
2010/10/08,0.365
2010/10/09,0.379
2010/10/10,0.394
2010/10/11,0.405
2010/10/12,0.414
2010/10/13,0.42
2010/10/14,0.424
2010/10/15,0.426
2010/10/16,0.426
2010/10/17,0.424
2010/10/18,0.421
2010/10/19,0.415
2010/10/20,0.407
2010/10/21,0.397
2010/10/22,0.385
2010/10/23,0.372
2010/10/24,0.357
2010/10/25,0.342
2010/10/26,0.327
2010/10/27,0.313
2010/10/28,0.299
2010/10/29,0.284
2010/10/30,0.268
2010/10/31,0.253
2010/11/01,0.237
2010/11/02,0.223
2010/11/03,0.208
2010/11/04,0.193
2010/11/05,0.18
2010/11/06,0.167
2010/11/07,0.155
2010/11/08,0.149
2010/11/09,0.146
2010/11/10,0.144
2010/11/11,0.141
2010/11/12,0.138
2010/11/13,0.133
2010/11/14,0.128
2010/11/15,0.122
2010/11/16,0.115
2010/11/17,0.109
2010/11/18,0.102
2010/11/19,0.094
2010/11/20,0.088
2010/11/21,0.082
2010/11/22,0.076
2010/11/23,0.071
2010/11/24,0.068
2010/11/25,0.066
2010/11/26,0.065
2010/11/27,0.064
2010/11/28,0.064
2010/11/29,0.063
2010/11/30,0.062
2010/12/01,0.064
2010/12/02,0.068
