Date,activeaddresses90sma
2013/04/13,63979
2013/04/14,64280
2013/04/15,64753
2013/04/16,65219
2013/04/17,65734
2013/04/18,66013
2013/04/19,66631
2013/04/20,66947
2013/04/21,67213
2013/04/22,67638
2013/04/23,68147
2013/04/24,68612
2013/04/25,69070
2013/04/26,69420
2013/04/27,69739
2013/04/28,70448
2013/04/29,70796
2013/04/30,71156
2013/05/01,71553
2013/05/02,71748
2013/05/03,72040
2013/05/04,72179
2013/05/05,72343
2013/05/06,72624
2013/05/07,73240
2013/05/08,73731
2013/05/09,73972
2013/05/10,74283
2013/05/11,74542
2013/05/12,74735
2013/05/13,75078
2013/05/14,75418
2013/05/15,75788
2013/05/16,76166
2013/05/17,76514
2013/05/18,76767
2013/05/19,76956
2013/05/20,77204
2013/05/21,77557
2013/05/22,77825
2013/05/23,78147
2013/05/24,78520
2013/05/25,78716
2013/05/26,78860
2013/05/27,79029
2013/05/28,79264
2013/05/29,79495
2013/05/30,79663
2013/05/31,79955
2013/06/01,80197
2013/06/02,80333
2013/06/03,80583
2013/06/04,80688
2013/06/05,80825
2013/06/06,81010
2013/06/07,81228
2013/06/08,81242
2013/06/09,81276
2013/06/10,81290
2013/06/11,81330
2013/06/12,81359
2013/06/13,81391
2013/06/14,81667
2013/06/15,81687
2013/06/16,81575
2013/06/17,81444
2013/06/18,81452
2013/06/19,81445
2013/06/20,81364
2013/06/21,81387
2013/06/22,81271
2013/06/23,81114
2013/06/24,81024
2013/06/25,80897
2013/06/26,80570
2013/06/27,80323
2013/06/28,80218
2013/06/29,80182
2013/06/30,79901
2013/07/01,79643
2013/07/02,79165
2013/07/03,78689
2013/07/04,78254
2013/07/05,78003
2013/07/06,77664
2013/07/07,76941
2013/07/08,76396
2013/07/09,75669
2013/07/10,75005
2013/07/11,74676
2013/07/12,74627
2013/07/13,74535
2013/07/14,73959
2013/07/15,73536
2013/07/16,73103
2013/07/17,72890
2013/07/18,72425
2013/07/19,72250
2013/07/20,72056
2013/07/21,71605
2013/07/22,71240
2013/07/23,70815
2013/07/24,70539
2013/07/25,70319
2013/07/26,70148
2013/07/27,69414
2013/07/28,68994
2013/07/29,68889
2013/07/30,68737
2013/07/31,68725
2013/08/01,69074
2013/08/02,69127
2013/08/03,68998
2013/08/04,68720
2013/08/05,68321
2013/08/06,67978
2013/08/07,67908
2013/08/08,67775
2013/08/09,67594
2013/08/10,67480
2013/08/11,67161
2013/08/12,67380
2013/08/13,67271
2013/08/14,67205
2013/08/15,67175
2013/08/16,67332
2013/08/17,67301
2013/08/18,67144
2013/08/19,67099
2013/08/20,67155
2013/08/21,67149
2013/08/22,67137
2013/08/23,67273
2013/08/24,67215
2013/08/25,67155
2013/08/26,67150
2013/08/27,67310
2013/08/28,67373
2013/08/29,67367
2013/08/30,67609
2013/08/31,67857
2013/09/01,67603
2013/09/02,67427
2013/09/03,67354
2013/09/04,67394
2013/09/05,67357
2013/09/06,67524
2013/09/07,67590
2013/09/08,67541
2013/09/09,67623
2013/09/10,67699
2013/09/11,67792
2013/09/12,67806
2013/09/13,67948
2013/09/14,68006
2013/09/15,67983
2013/09/16,68052
2013/09/17,68096
2013/09/18,68223
2013/09/19,68334
2013/09/20,68540
2013/09/21,68699
2013/09/22,68685
2013/09/23,68898
2013/09/24,69047
2013/09/25,69241
2013/09/26,69347
2013/09/27,69537
2013/09/28,69742
2013/09/29,69771
2013/09/30,69952
2013/10/01,70216
2013/10/02,70715
2013/10/03,71046
2013/10/04,71282
2013/10/05,71470
2013/10/06,71449
2013/10/07,71544
2013/10/08,71671
2013/10/09,71740
2013/10/10,71763
2013/10/11,71949
2013/10/12,72155
2013/10/13,72437
2013/10/14,72617
2013/10/15,72868
2013/10/16,73202
2013/10/17,73455
2013/10/18,73828
2013/10/19,74289
2013/10/20,74435
2013/10/21,74792
2013/10/22,75277
2013/10/23,75739
2013/10/24,76286
2013/10/25,76833
2013/10/26,77108
2013/10/27,77084
2013/10/28,77270
2013/10/29,77321
2013/10/30,77117
2013/10/31,77363
2013/11/01,77658
2013/11/02,77854
2013/11/03,77967
2013/11/04,78289
2013/11/05,78757
2013/11/06,79413
2013/11/07,80144
2013/11/08,80938
2013/11/09,81779
2013/11/10,81930
2013/11/11,82389
2013/11/12,82813
2013/11/13,83338
2013/11/14,83904
2013/11/15,84555
2013/11/16,85070
2013/11/17,85394
2013/11/18,86337
2013/11/19,87726
2013/11/20,88633
2013/11/21,89821
2013/11/22,90944
2013/11/23,91858
2013/11/24,92401
2013/11/25,92935
2013/11/26,93997
2013/11/27,95379
2013/11/28,96628
2013/11/29,97756
2013/11/30,98944
2013/12/01,100094
2013/12/02,101271
2013/12/03,102352
2013/12/04,103617
2013/12/05,104848
2013/12/06,106035
2013/12/07,107084
2013/12/08,107535
2013/12/09,108486
2013/12/10,109373
2013/12/11,110216
2013/12/12,110930
2013/12/13,111952
2013/12/14,112989
2013/12/15,113784
2013/12/16,114946
2013/12/17,115832
2013/12/18,116967
2013/12/19,117863
2013/12/20,118832
2013/12/21,119541
2013/12/22,120025
2013/12/23,120847
2013/12/24,121426
2013/12/25,122004
2013/12/26,122499
2013/12/27,123138
2013/12/28,123633
2013/12/29,124176
2013/12/30,124875
2013/12/31,125024
2014/01/01,125102
2014/01/02,125767
2014/01/03,126627
2014/01/04,127244
2014/01/05,127906
2014/01/06,129047
2014/01/07,129747
2014/01/08,130490
2014/01/09,131093
2014/01/10,131765
2014/01/11,132236
2014/01/12,132620
2014/01/13,133360
2014/01/14,133786
2014/01/15,134359
2014/01/16,134875
2014/01/17,135284
2014/01/18,135652
2014/01/19,135791
2014/01/20,136564
2014/01/21,137138
2014/01/22,137593
2014/01/23,138138
2014/01/24,138902
2014/01/25,139587
2014/01/26,140020
2014/01/27,140966
2014/01/28,141658
2014/01/29,142151
2014/01/30,142870
2014/01/31,143661
2014/02/01,144236
2014/02/02,144624
2014/02/03,145233
2014/02/04,145653
2014/02/05,145946
2014/02/06,146309
2014/02/07,146706
2014/02/08,147054
2014/02/09,147197
2014/02/10,147809
2014/02/11,148164
2014/02/12,149071
2014/02/13,149561
2014/02/14,150376
2014/02/15,150852
2014/02/16,150441
2014/02/17,150137
2014/02/18,150056
2014/02/19,149931
2014/02/20,150105
2014/02/21,150414
2014/02/22,150762
2014/02/23,150983
2014/02/24,151379
2014/02/25,151490
2014/02/26,151483
2014/02/27,151431
2014/02/28,151794
2014/03/01,151966
2014/03/02,151760
2014/03/03,152463
2014/03/04,152999
2014/03/05,153200
2014/03/06,153493
2014/03/07,153828
2014/03/08,154460
2014/03/09,154654
2014/03/10,155250
2014/03/11,155671
2014/03/12,156479
2014/03/13,157010
2014/03/14,157502
2014/03/15,157564
2014/03/16,157152
2014/03/17,157494
2014/03/18,157069
2014/03/19,157153
2014/03/20,157300
2014/03/21,157994
2014/03/22,158501
2014/03/23,158469
2014/03/24,159161
2014/03/25,159569
2014/03/26,160089
2014/03/27,160720
2014/03/28,161466
2014/03/29,161648
2014/03/30,161806
2014/03/31,162374
2014/04/01,163291
2014/04/02,163759
2014/04/03,164042
2014/04/04,164727
2014/04/05,164924
2014/04/06,164978
2014/04/07,165162
2014/04/08,165363
2014/04/09,165865
2014/04/10,166482
2014/04/11,166922
2014/04/12,167091
2014/04/13,167319
2014/04/14,167894
2014/04/15,168628
2014/04/16,169212
2014/04/17,169527
2014/04/18,170003
2014/04/19,170361
2014/04/20,170196
2014/04/21,170003
2014/04/22,170344
2014/04/23,170415
2014/04/24,170701
2014/04/25,171312
