Date,top100cap90sma
2010/07/17,23.581
2010/07/18,23.646
2010/07/19,23.707
2010/07/20,23.765
2010/07/21,23.824
2010/07/22,23.884
2010/07/23,23.941
2010/07/24,23.997
2010/07/25,24.053
2010/07/26,24.118
2010/07/27,24.183
2010/07/28,24.248
2010/07/29,24.312
2010/07/30,24.376
2010/07/31,24.44
2010/08/01,24.502
2010/08/02,24.562
2010/08/03,24.62
2010/08/04,24.673
2010/08/05,24.725
2010/08/06,24.773
2010/08/07,24.82
2010/08/08,24.865
2010/08/09,24.912
2010/08/10,24.957
2010/08/11,25.002
2010/08/12,25.044
2010/08/13,25.087
2010/08/14,25.13
2010/08/15,25.169
2010/08/16,25.209
2010/08/17,25.25
2010/08/18,25.291
2010/08/19,25.329
2010/08/20,25.368
2010/08/21,25.405
2010/08/22,25.441
2010/08/23,25.477
2010/08/24,25.513
2010/08/25,25.548
2010/08/26,25.582
2010/08/27,25.616
2010/08/28,25.649
2010/08/29,25.681
2010/08/30,25.712
2010/08/31,25.744
2010/09/01,25.774
2010/09/02,25.804
2010/09/03,25.833
2010/09/04,25.862
2010/09/05,25.888
2010/09/06,25.914
2010/09/07,25.934
2010/09/08,25.953
2010/09/09,25.972
2010/09/10,25.99
2010/09/11,26.008
2010/09/12,26.024
2010/09/13,26.039
2010/09/14,26.052
2010/09/15,26.065
2010/09/16,26.078
2010/09/17,26.092
2010/09/18,26.107
2010/09/19,26.123
2010/09/20,26.139
2010/09/21,26.155
2010/09/22,26.17
2010/09/23,26.187
2010/09/24,26.206
2010/09/25,26.226
2010/09/26,26.247
2010/09/27,26.271
2010/09/28,26.305
2010/09/29,26.34
2010/09/30,26.372
2010/10/01,26.403
2010/10/02,26.437
2010/10/03,26.471
2010/10/04,26.502
2010/10/05,26.532
2010/10/06,26.562
2010/10/07,26.598
2010/10/08,26.636
2010/10/09,26.676
2010/10/10,26.723
2010/10/11,26.772
2010/10/12,26.821
2010/10/13,26.871
2010/10/14,26.923
2010/10/15,26.972
2010/10/16,27.023
2010/10/17,27.076
2010/10/18,27.131
2010/10/19,27.184
2010/10/20,27.237
2010/10/21,27.292
2010/10/22,27.346
2010/10/23,27.401
2010/10/24,27.447
2010/10/25,27.492
2010/10/26,27.539
2010/10/27,27.587
2010/10/28,27.634
2010/10/29,27.681
2010/10/30,27.727
2010/10/31,27.775
2010/11/01,27.822
2010/11/02,27.871
2010/11/03,27.918
2010/11/04,27.966
2010/11/05,28.014
2010/11/06,28.064
2010/11/07,28.11
2010/11/08,28.165
2010/11/09,28.218
2010/11/10,28.269
2010/11/11,28.32
2010/11/12,28.37
2010/11/13,28.42
2010/11/14,28.469
2010/11/15,28.516
2010/11/16,28.563
2010/11/17,28.611
2010/11/18,28.658
2010/11/19,28.704
2010/11/20,28.752
2010/11/21,28.8
2010/11/22,28.848
2010/11/23,28.897
2010/11/24,28.947
2010/11/25,28.997
2010/11/26,29.049
2010/11/27,29.101
2010/11/28,29.154
2010/11/29,29.205
2010/11/30,29.258
2010/12/01,29.313
2010/12/02,29.371
2010/12/03,29.432
2010/12/04,29.492
2010/12/05,29.553
2010/12/06,29.612
2010/12/07,29.671
2010/12/08,29.73
2010/12/09,29.789
2010/12/10,29.849
2010/12/11,29.908
2010/12/12,29.968
2010/12/13,30.032
2010/12/14,30.096
2010/12/15,30.159
2010/12/16,30.214
2010/12/17,30.269
2010/12/18,30.321
2010/12/19,30.372
2010/12/20,30.423
2010/12/21,30.472
2010/12/22,30.519
2010/12/23,30.566
2010/12/24,30.61
2010/12/25,30.654
2010/12/26,30.693
2010/12/27,30.722
2010/12/28,30.749
2010/12/29,30.775
2010/12/30,30.801
2010/12/31,30.819
2011/01/01,30.837
2011/01/02,30.857
2011/01/03,30.876
2011/01/04,30.896
2011/01/05,30.91
2011/01/06,30.922
2011/01/07,30.93
2011/01/08,30.936
2011/01/09,30.944
2011/01/10,30.95
2011/01/11,30.955
2011/01/12,30.958
2011/01/13,30.963
2011/01/14,30.966
2011/01/15,30.969
2011/01/16,30.97
2011/01/17,30.974
2011/01/18,30.977
2011/01/19,30.978
2011/01/20,30.979
2011/01/21,30.98
2011/01/22,30.982
2011/01/23,30.985
2011/01/24,30.986
2011/01/25,30.986
2011/01/26,30.985
2011/01/27,31.016
2011/01/28,31.048
2011/01/29,31.079
2011/01/30,31.109
2011/01/31,31.139
2011/02/01,31.17
