Date,sentinusd3wmaUSD
2010/10/31,12692
2010/11/01,10164
2010/11/02,10854
2010/11/03,10898
2010/11/04,22492
2010/11/05,17979
2010/11/06,29519
2010/11/07,33571
2010/11/08,92522
2010/11/09,61209
2010/11/10,35183
2010/11/11,11148
2010/11/12,9524
2010/11/13,9726
2010/11/14,9885
2010/11/15,40904
2010/11/16,38358
2010/11/17,27527
2010/11/18,16242
2010/11/19,14624
2010/11/20,29759
2010/11/21,34808
2010/11/22,23467
2010/11/23,14763
2010/11/24,10944
2010/11/25,12765
2010/11/26,19114
2010/11/27,14182
2010/11/28,9836
2010/11/29,7800
2010/11/30,10606
2010/12/01,11848
2010/12/02,13587
2010/12/03,10391
2010/12/04,12268
2010/12/05,8347
2010/12/06,14263
2010/12/07,16862
2010/12/08,13158
2010/12/09,9979
2010/12/10,6891
2010/12/11,11904
2010/12/12,11745
2010/12/13,25933
2010/12/14,28639
2010/12/15,29440
2010/12/16,24060
2010/12/17,19160
2010/12/18,18771
2010/12/19,21321
2010/12/20,21907
2010/12/21,23713
2010/12/22,22196
2010/12/23,18852
2010/12/24,16131
2010/12/25,21618
2010/12/26,20857
2010/12/27,21839
2010/12/28,18146
2010/12/29,24677
2010/12/30,22661
2010/12/31,20549
2011/01/01,17299
2011/01/02,15342
2011/01/03,17227
2011/01/04,14876
2011/01/05,14556
2011/01/06,11616
2011/01/07,14335
2011/01/08,16728
2011/01/09,15303
2011/01/10,20565
2011/01/11,27986
2011/01/12,25313
2011/01/13,31102
2011/01/14,31189
2011/01/15,27768
2011/01/16,25314
2011/01/17,22972
2011/01/18,28779
2011/01/19,24520
2011/01/20,21194
2011/01/21,21574
2011/01/22,26166
2011/01/23,31794
2011/01/24,31627
2011/01/25,27136
2011/01/26,26096
2011/01/27,227830
2011/01/28,157840
2011/01/29,93260
2011/01/30,103559
2011/01/31,112466
2011/02/01,99590
2011/02/02,81654
2011/02/03,62907
2011/02/04,49333
2011/02/05,51909
2011/02/06,62593
2011/02/07,103054
2011/02/08,88104
2011/02/09,106698
2011/02/10,164318
2011/02/11,224895
2011/02/12,192193
2011/02/13,143657
2011/02/14,128103
2011/02/15,112338
2011/02/16,87097
2011/02/17,86218
2011/02/18,100329
2011/02/19,133610
2011/02/20,168941
2011/02/21,186611
2011/02/22,242408
2011/02/23,292122
2011/02/24,263359
2011/02/25,207565
2011/02/26,167418
2011/02/27,166514
2011/02/28,138708
2011/03/01,525509
2011/03/02,1457557
2011/03/03,1014346
2011/03/04,584898
2011/03/05,184784
2011/03/06,166973
2011/03/07,165349
2011/03/08,169789
2011/03/09,189660
2011/03/10,249316
2011/03/11,245988
2011/03/12,194123
2011/03/13,175366
2011/03/14,177530
2011/03/15,146116
2011/03/16,132898
2011/03/17,129058
2011/03/18,137885
2011/03/19,115667
2011/03/20,106615
2011/03/21,107731
2011/03/22,136049
2011/03/23,178281
2011/03/24,204087
2011/03/25,231311
2011/03/26,257481
2011/03/27,193866
2011/03/28,140947
2011/03/29,100312
2011/03/30,95808
2011/03/31,100797
2011/04/01,82517
2011/04/02,75258
2011/04/03,66565
2011/04/04,85953
2011/04/05,87521
2011/04/06,77451
2011/04/07,76252
2011/04/08,86052
2011/04/09,98101
2011/04/10,82491
2011/04/11,71234
2011/04/12,89014
2011/04/13,128013
2011/04/14,142355
2011/04/15,123784
2011/04/16,231837
2011/04/17,835523
2011/04/18,600260
2011/04/19,1831503
2011/04/20,3812441
2011/04/21,2607032
2011/04/22,1191074
2011/04/23,281811
2011/04/24,207164
2011/04/25,178993
2011/04/26,231419
2011/04/27,354045
2011/04/28,354130
2011/04/29,1165801
2011/04/30,1358819
2011/05/01,1027405
2011/05/02,581375
2011/05/03,524443
2011/05/04,751187
2011/05/05,691784
2011/05/06,814963
2011/05/07,798976
2011/05/08,1414855
2011/05/09,1086515
2011/05/10,1891838
2011/05/11,1505504
2011/05/12,1399623
2011/05/13,2217732
2011/05/14,8143627
2011/05/15,6200163
2011/05/16,4052479
2011/05/17,1874424
2011/05/18,1527939
2011/05/19,1309279
2011/05/20,1691340
2011/05/21,2866620
2011/05/22,4474201
2011/05/23,4113825
2011/05/24,3287161
2011/05/25,2905435
2011/05/26,3201020
2011/05/27,3984221
2011/05/28,3071062
2011/05/29,2510615
2011/05/30,2216543
2011/05/31,2371936
2011/06/01,2448277
2011/06/02,3024481
2011/06/03,5408354
2011/06/04,7059280
2011/06/05,8788086
2011/06/06,11868599
2011/06/07,12038908
2011/06/08,16680034
2011/06/09,20226696
2011/06/10,23258330
2011/06/11,26130852
2011/06/12,28766790
2011/06/13,27055275
2011/06/14,28195752
2011/06/15,55050124
2011/06/16,112277504
2011/06/17,79764540
2011/06/18,45512153
2011/06/19,50345956
2011/06/20,40893463
2011/06/21,48755776
2011/06/22,33772960
2011/06/23,30666350
2011/06/24,53527668
2011/06/25,122757934
2011/06/26,108598111
2011/06/27,68766336
2011/06/28,79609315
2011/06/29,67181817
2011/06/30,47240739
2011/07/01,24757929
2011/07/02,16587482
2011/07/03,11747381
2011/07/04,15077286
2011/07/05,10811271
2011/07/06,9067535
2011/07/07,6967652
2011/07/08,5816962
2011/07/09,17511563
2011/07/10,28409620
2011/07/11,24105562
2011/07/12,18313498
2011/07/13,17419714
2011/07/14,22606717
2011/07/15,16440586
2011/07/16,15839946
2011/07/17,10888675
2011/07/18,27370991
2011/07/19,34595387
2011/07/20,23524374
2011/07/21,17826971
2011/07/22,17901153
2011/07/23,14223958
2011/07/24,10028076
2011/07/25,13915849
2011/07/26,16173693
2011/07/27,17653132
2011/07/28,31843019
2011/07/29,23071749
2011/07/30,13034605
2011/07/31,7007002
2011/08/01,6969300
2011/08/02,6214092
2011/08/03,5030420
2011/08/04,3877051
2011/08/05,4320243
2011/08/06,3764867
2011/08/07,3188785
2011/08/08,5458512
2011/08/09,14180587
2011/08/10,14396241
2011/08/11,9831014
2011/08/12,5072127
2011/08/13,3344886
2011/08/14,3872985
2011/08/15,3877719
2011/08/16,3968109
2011/08/17,3685328
2011/08/18,4012737
2011/08/19,5161971
2011/08/20,4099591
2011/08/21,3278729
2011/08/22,2865299
2011/08/23,3871429
2011/08/24,5154669
2011/08/25,4747870
2011/08/26,3530696
2011/08/27,12806057
2011/08/28,8783702
2011/08/29,5390003
2011/08/30,2033028
2011/08/31,2177578
2011/09/01,2445895
2011/09/02,2341533
2011/09/03,2119863
2011/09/04,8227572
2011/09/05,14046829
2011/09/06,19738889
2011/09/07,12771963
2011/09/08,6602760
2011/09/09,2781981
2011/09/10,1864271
2011/09/11,3513738
2011/09/12,3877683
2011/09/13,3180436
2011/09/14,2156383
2011/09/15,1668357
2011/09/16,2400819
2011/09/17,2159665
2011/09/18,1813813
2011/09/19,1630093
2011/09/20,1823249
2011/09/21,2097581
2011/09/22,1932154
2011/09/23,1865790
2011/09/24,1517057
2011/09/25,1497900
2011/09/26,1432458
2011/09/27,1765167
2011/09/28,1773049
2011/09/29,1691132
2011/09/30,1510502
2011/10/01,1781375
2011/10/02,1729368
2011/10/03,1886831
2011/10/04,1967955
2011/10/05,2005796
2011/10/06,2262668
2011/10/07,2014861
2011/10/08,1558900
2011/10/09,1266008
2011/10/10,1227719
2011/10/11,1278168
2011/10/12,1283493
2011/10/13,1253659
2011/10/14,1160895
2011/10/15,1298084
2011/10/16,1140628
2011/10/17,1291194
2011/10/18,1062318
2011/10/19,873955
2011/10/20,708735
2011/10/21,1029811
2011/10/22,1377505
2011/10/23,1648336
2011/10/24,1370102
2011/10/25,1130310
2011/10/26,1085050
2011/10/27,1284883
2011/10/28,1378448
2011/10/29,1438378
2011/10/30,1071344
2011/10/31,1098738
2011/11/01,1378348
2011/11/02,1409967
2011/11/03,1263300
2011/11/04,1195947
2011/11/05,1022116
2011/11/06,815697
2011/11/07,748176
2011/11/08,2046255
2011/11/09,2710783
2011/11/10,2050002
2011/11/11,1274008
2011/11/12,862865
2011/11/13,777197
2011/11/14,831861
2011/11/15,825140
2011/11/16,2892389
2011/11/17,5725968
2011/11/18,8918780
2011/11/19,9247468
2011/11/20,6321417
2011/11/21,4371296
2011/11/22,5868544
2011/11/23,5117845
2011/11/24,4303552
2011/11/25,3049551
2011/11/26,3360239
2011/11/27,3870087
2011/11/28,7079003
2011/11/29,9231455
2011/11/30,14432321
2011/12/01,11078208
2011/12/02,13600674
2011/12/03,11739321
2011/12/04,10270889
2011/12/05,8575099
2011/12/06,14249284
2011/12/07,16493884
2011/12/08,15715109
2011/12/09,10205260
2011/12/10,5803387
2011/12/11,3334314
2011/12/12,2503056
2011/12/13,1660853
2011/12/14,1177883
2011/12/15,1121588
2011/12/16,1279874
2011/12/17,1164473
2011/12/18,986805
2011/12/19,1155933
2011/12/20,1498285
2011/12/21,1857907
2011/12/22,1736870
2011/12/23,1287673
2011/12/24,1064391
2011/12/25,995412
2011/12/26,1825276
2011/12/27,2294803
2011/12/28,1731962
2011/12/29,1679798
2011/12/30,1282614
2011/12/31,1122539
2012/01/01,1208080
2012/01/02,1206763
2012/01/03,1155821
2012/01/04,1468258
2012/01/05,2767175
2012/01/06,3289520
2012/01/07,2529937
2012/01/08,2030274
2012/01/09,2087816
2012/01/10,2103222
2012/01/11,2099054
2012/01/12,1966870
2012/01/13,2080713
2012/01/14,1968436
2012/01/15,1737377
2012/01/16,2032819
2012/01/17,2149164
2012/01/18,2005433
2012/01/19,1917074
2012/01/20,1845748
2012/01/21,1579520
2012/01/22,1307774
2012/01/23,1250441
2012/01/24,1573936
2012/01/25,1879826
2012/01/26,1980016
2012/01/27,1782178
2012/01/28,1362512
2012/01/29,1351468
2012/01/30,1344257
2012/01/31,1410218
2012/02/01,1762192
2012/02/02,1875602
2012/02/03,1903787
2012/02/04,1799361
2012/02/05,1735589
2012/02/06,1586462
2012/02/07,1489157
2012/02/08,1387573
2012/02/09,1258944
2012/02/10,1378157
2012/02/11,1837693
2012/02/12,1732775
2012/02/13,1842251
2012/02/14,4039315
2012/02/15,5257029
2012/02/16,6251095
2012/02/17,5125604
2012/02/18,3788679
2012/02/19,2273294
2012/02/20,1759174
2012/02/21,1514894
2012/02/22,2339181
2012/02/23,2771844
2012/02/24,2803382
2012/02/25,2193931
2012/02/26,1644032
2012/02/27,1481149
2012/02/28,1480192
2012/02/29,1414529
2012/03/01,2207271
2012/03/02,2464394
2012/03/03,2127531
2012/03/04,2417449
2012/03/05,2046508
2012/03/06,1772293
2012/03/07,1544311
2012/03/08,1914151
2012/03/09,2307897
2012/03/10,2031934
2012/03/11,1791421
2012/03/12,2074994
2012/03/13,2270138
2012/03/14,2580537
2012/03/15,2454540
2012/03/16,2422415
2012/03/17,2260661
2012/03/18,1945598
2012/03/19,1898092
2012/03/20,1981323
2012/03/21,2106150
2012/03/22,2716932
2012/03/23,3465527
2012/03/24,3670872
2012/03/25,2684911
2012/03/26,2265442
2012/03/27,2258770
2012/03/28,2748025
2012/03/29,4210132
2012/03/30,4614523
2012/03/31,4427814
2012/04/01,3469030
2012/04/02,3195682
2012/04/03,3466040
2012/04/04,3522317
2012/04/05,3950389
2012/04/06,3327284
2012/04/07,2305627
2012/04/08,3776736
2012/04/09,6000731
2012/04/10,5412694
2012/04/11,6086118
2012/04/12,6013172
2012/04/13,5146967
2012/04/14,4644440
2012/04/15,5263786
2012/04/16,6687471
2012/04/17,6279731
2012/04/18,5546292
2012/04/19,4170084
2012/04/20,9267201
2012/04/21,8586872
2012/04/22,6918109
2012/04/23,4502920
2012/04/24,3821194
2012/04/25,4295732
2012/04/26,6876112
2012/04/27,7531962
2012/04/28,6065157
2012/04/29,4908889
2012/04/30,4793310
2012/05/01,5023718
2012/05/02,5139478
2012/05/03,5511985
2012/05/04,5538798
2012/05/05,5695387
2012/05/06,4357496
2012/05/07,7355318
2012/05/08,13780174
2012/05/09,14007232
2012/05/10,9879631
2012/05/11,7411523
2012/05/12,11131921
2012/05/13,9975869
2012/05/14,10583159
2012/05/15,14196247
2012/05/16,16610923
2012/05/17,17411425
2012/05/18,13248522
2012/05/19,8985708
2012/05/20,8584154
2012/05/21,13951027
2012/05/22,18326714
2012/05/23,14557863
2012/05/24,9200098
2012/05/25,9478056
2012/05/26,17200995
2012/05/27,15204651
2012/05/28,12762101
2012/05/29,13247722
2012/05/30,13121068
2012/05/31,18879304
2012/06/01,17759570
2012/06/02,14216925
2012/06/03,10272442
2012/06/04,16639807
2012/06/05,21490517
2012/06/06,18711482
2012/06/07,21699475
2012/06/08,26248758
2012/06/09,18290400
2012/06/10,16486748
2012/06/11,15463562
2012/06/12,15615478
2012/06/13,14451806
2012/06/14,21223303
2012/06/15,22389303
2012/06/16,24185579
2012/06/17,16072537
2012/06/18,14675262
2012/06/19,13173811
2012/06/20,12391437
2012/06/21,9104554
2012/06/22,11336078
2012/06/23,15611736
2012/06/24,14766954
2012/06/25,12747842
2012/06/26,11033382
2012/06/27,11742013
2012/06/28,17336179
2012/06/29,17875053
2012/06/30,13723269
2012/07/01,10043949
2012/07/02,8079592
2012/07/03,8481476
2012/07/04,11506408
2012/07/05,12824195
2012/07/06,11148188
2012/07/07,18824690
2012/07/08,13233090
2012/07/09,13495020
2012/07/10,13188943
2012/07/11,11388816
2012/07/12,10008461
2012/07/13,13693262
2012/07/14,16835819
2012/07/15,14018133
2012/07/16,14609605
2012/07/17,17825938
2012/07/18,16753121
2012/07/19,13236583
2012/07/20,12551344
2012/07/21,16384666
2012/07/22,16090340
2012/07/23,16971822
2012/07/24,15469639
2012/07/25,11931355
2012/07/26,15033483
2012/07/27,17367276
2012/07/28,17022142
2012/07/29,12728145
2012/07/30,9544398
2012/07/31,17668266
2012/08/01,20660741
2012/08/02,19976048
2012/08/03,16487850
2012/08/04,14945329
2012/08/05,17587236
2012/08/06,19671776
2012/08/07,20729335
2012/08/08,19090111
2012/08/09,16828881
2012/08/10,16983665
2012/08/11,17059538
2012/08/12,17488024
2012/08/13,19291352
2012/08/14,18695267
2012/08/15,20068187
2012/08/16,23316033
2012/08/17,29063780
2012/08/18,27776241
2012/08/19,42440632
2012/08/20,66302511
2012/08/21,65223506
2012/08/22,70108859
2012/08/23,71602545
2012/08/24,94462924
2012/08/25,73287357
2012/08/26,51400223
2012/08/27,52609035
2012/08/28,64847773
2012/08/29,115514628
2012/08/30,127448142
2012/08/31,114557486
2012/09/01,95277911
2012/09/02,74301486
2012/09/03,53179140
2012/09/04,55882471
2012/09/05,77520509
2012/09/06,164573779
2012/09/07,198581135
2012/09/08,149619071
2012/09/09,82693582
2012/09/10,132226700
2012/09/11,189825991
2012/09/12,171395007
2012/09/13,205687422
2012/09/14,209023261
2012/09/15,151939879
2012/09/16,143716899
2012/09/17,145378195
2012/09/18,156725802
2012/09/19,271389420
2012/09/20,253550905
2012/09/21,289897462
2012/09/22,229715010
2012/09/23,160628605
2012/09/24,110161325
2012/09/25,58332069
2012/09/26,33036470
2012/09/27,18076799
2012/09/28,24203407
2012/09/29,20646297
2012/09/30,18652551
2012/10/01,17716092
2012/10/02,21284500
2012/10/03,18931846
2012/10/04,16415881
2012/10/05,23803603
2012/10/06,25398272
2012/10/07,23924621
2012/10/08,20864302
2012/10/09,17646225
2012/10/10,13133533
2012/10/11,12776028
2012/10/12,21667726
2012/10/13,28400492
2012/10/14,23409689
2012/10/15,14983249
2012/10/16,21426529
2012/10/17,31310448
2012/10/18,37739103
2012/10/19,34957372
2012/10/20,32195618
2012/10/21,28592154
2012/10/22,26667847
2012/10/23,27524775
2012/10/24,24627280
2012/10/25,19677278
2012/10/26,13749996
2012/10/27,14146825
2012/10/28,11672833
2012/10/29,10718894
2012/10/30,26689029
2012/10/31,36621596
2012/11/01,34677774
2012/11/02,20193402
2012/11/03,17139977
2012/11/04,19533105
2012/11/05,22955814
2012/11/06,21647790
2012/11/07,20153809
2012/11/08,16533521
2012/11/09,12150097
2012/11/10,7183697
2012/11/11,4693660
2012/11/12,4272502
2012/11/13,6407720
2012/11/14,10291735
2012/11/15,20127808
2012/11/16,32430759
2012/11/17,33680683
2012/11/18,28672388
2012/11/19,20459602
2012/11/20,17697954
2012/11/21,13391006
2012/11/22,14535283
2012/11/23,13778932
2012/11/24,13931377
2012/11/25,11124836
2012/11/26,11671497
2012/11/27,13969415
2012/11/28,18470298
2012/11/29,16939667
2012/11/30,12858230
2012/12/01,8901190
2012/12/02,9913025
2012/12/03,15583715
2012/12/04,24703379
2012/12/05,32471270
2012/12/06,38736969
2012/12/07,33788627
2012/12/08,22580327
2012/12/09,17954255
2012/12/10,14729840
2012/12/11,17649550
2012/12/12,32827819
2012/12/13,45129975
2012/12/14,44660004
2012/12/15,32463378
2012/12/16,25380640
2012/12/17,22739489
2012/12/18,26641201
2012/12/19,20980672
2012/12/20,15578829
2012/12/21,17044530
2012/12/22,17948244
2012/12/23,14974454
2012/12/24,13189341
2012/12/25,9918740
2012/12/26,8472502
2012/12/27,8664754
2012/12/28,11176381
2012/12/29,12372812
2012/12/30,11272425
2012/12/31,13120374
2013/01/01,16224992
2013/01/02,20800234
2013/01/03,21551193
2013/01/04,25712888
2013/01/05,26755220
2013/01/06,20646101
2013/01/07,18215424
2013/01/08,22188737
2013/01/09,23273050
2013/01/10,20552956
2013/01/11,18145889
2013/01/12,14726171
2013/01/13,12663572
2013/01/14,13225701
2013/01/15,20638255
2013/01/16,27057768
2013/01/17,27748174
2013/01/18,25780562
2013/01/19,23288963
2013/01/20,19598091
2013/01/21,17538978
2013/01/22,19407633
2013/01/23,29695742
2013/01/24,28610601
2013/01/25,26624407
2013/01/26,22740312
2013/01/27,23206810
2013/01/28,25450345
2013/01/29,34306501
2013/01/30,34744298
2013/01/31,32309043
2013/02/01,32428574
2013/02/02,28337694
2013/02/03,26051524
2013/02/04,27117819
2013/02/05,33221341
2013/02/06,35848771
2013/02/07,35737250
2013/02/08,40134850
2013/02/09,38853488
2013/02/10,34481549
2013/02/11,30587493
2013/02/12,28359449
2013/02/13,26568174
2013/02/14,30578094
2013/02/15,31835249
2013/02/16,32486084
2013/02/17,29473961
2013/02/18,29314133
2013/02/19,32207182
2013/02/20,32319050
2013/02/21,30403118
2013/02/22,36271055
2013/02/23,34317605
2013/02/24,40267420
2013/02/25,45840804
2013/02/26,44167789
2013/02/27,42948308
2013/02/28,42711207
2013/03/01,45405783
2013/03/02,46002082
2013/03/03,36149712
2013/03/04,31211881
2013/03/05,47994390
2013/03/06,67639738
2013/03/07,66271715
2013/03/08,55579152
2013/03/09,44705410
2013/03/10,46447703
2013/03/11,44265641
2013/03/12,53255229
2013/03/13,57487381
2013/03/14,52029258
2013/03/15,138411725
2013/03/16,132392658
2013/03/17,88454949
2013/03/18,113400076
2013/03/19,109515375
2013/03/20,110779281
2013/03/21,108593135
2013/03/22,98857900
2013/03/23,86401822
2013/03/24,67829527
2013/03/25,79207247
2013/03/26,97022872
2013/03/27,152642962
2013/03/28,155807436
2013/03/29,137994917
2013/03/30,137727982
2013/03/31,135236684
2013/04/01,132859864
2013/04/02,193116435
2013/04/03,233170515
2013/04/04,240184269
2013/04/05,231210636
2013/04/06,192346286
2013/04/07,154048914
2013/04/08,173658436
2013/04/09,253311817
2013/04/10,359373116
2013/04/11,294471505
2013/04/12,205484799
2013/04/13,127721365
2013/04/14,86483496
2013/04/15,75220281
2013/04/16,97849319
2013/04/17,116867384
2013/04/18,336814770
2013/04/19,299458511
2013/04/20,208429854
2013/04/21,119060593
2013/04/22,139816904
2013/04/23,166884876
2013/04/24,210953145
2013/04/25,220426779
2013/04/26,187175353
2013/04/27,133523681
2013/04/28,88158868
2013/04/29,92315337
2013/04/30,86773805
2013/05/01,98860947
2013/05/02,93888024
2013/05/03,82989568
2013/05/04,59259940
2013/05/05,54408644
2013/05/06,68154115
2013/05/07,85267366
2013/05/08,85786420
2013/05/09,73498252
2013/05/10,72636174
2013/05/11,68305065
2013/05/12,60013807
2013/05/13,65118179
2013/05/14,69755289
2013/05/15,69437941
2013/05/16,66206114
2013/05/17,70046995
2013/05/18,69270366
2013/05/19,56591417
2013/05/20,53518896
2013/05/21,60525285
2013/05/22,70834169
2013/05/23,74302217
2013/05/24,81016148
2013/05/25,82204452
2013/05/26,64527114
2013/05/27,66637431
2013/05/28,72590029
2013/05/29,81581135
2013/05/30,78068848
2013/05/31,76204668
2013/06/01,64932990
2013/06/02,54526009
2013/06/03,66823935
2013/06/04,70852934
2013/06/05,74400568
2013/06/06,77926349
2013/06/07,75332689
2013/06/08,57025680
2013/06/09,58740273
2013/06/10,53115152
2013/06/11,56457100
2013/06/12,55273003
2013/06/13,58611021
2013/06/14,64684700
2013/06/15,52943377
2013/06/16,48323098
2013/06/17,49826116
2013/06/18,57317956
2013/06/19,58144427
2013/06/20,65100430
2013/06/21,67405664
2013/06/22,55060871
2013/06/23,40420016
2013/06/24,45066151
2013/06/25,56713601
2013/06/26,59459139
2013/06/27,54443171
2013/06/28,54173902
2013/06/29,48454025
2013/06/30,40678050
2013/07/01,53257162
2013/07/02,57617643
2013/07/03,62580534
2013/07/04,63172457
2013/07/05,66184091
2013/07/06,55478334
2013/07/07,47674124
2013/07/08,51284144
2013/07/09,66797757
2013/07/10,75535149
2013/07/11,80367887
2013/07/12,82104086
2013/07/13,78303969
2013/07/14,61925729
2013/07/15,57310697
2013/07/16,67421072
2013/07/17,80236467
2013/07/18,82910895
2013/07/19,73848903
2013/07/20,54395410
2013/07/21,43275235
2013/07/22,55145564
2013/07/23,69201735
2013/07/24,74016327
2013/07/25,70505746
2013/07/26,66818759
2013/07/27,51969171
2013/07/28,49215282
2013/07/29,56023235
2013/07/30,75098895
2013/07/31,79156592
2013/08/01,93592747
2013/08/02,88751868
2013/08/03,74479127
2013/08/04,55933301
2013/08/05,62724866
2013/08/06,67145093
2013/08/07,71976266
2013/08/08,68002366
2013/08/09,60970319
2013/08/10,51417268
2013/08/11,42649107
2013/08/12,56983604
2013/08/13,89927961
2013/08/14,113482781
2013/08/15,97483857
2013/08/16,94815140
2013/08/17,89830666
2013/08/18,82646425
2013/08/19,89358892
2013/08/20,91502346
2013/08/21,111492431
2013/08/22,99482451
2013/08/23,90671222
2013/08/24,69293254
2013/08/25,59804150
2013/08/26,62831078
2013/08/27,79620491
2013/08/28,83661893
2013/08/29,80259647
2013/08/30,84944418
2013/08/31,82063017
2013/09/01,75140819
2013/09/02,74389133
2013/09/03,87705221
2013/09/04,94477123
2013/09/05,90632535
2013/09/06,81240974
2013/09/07,72804342
2013/09/08,56188224
2013/09/09,57344683
2013/09/10,61305425
2013/09/11,69216881
2013/09/12,73447720
2013/09/13,74135635
2013/09/14,67214947
2013/09/15,54656808
2013/09/16,63351120
2013/09/17,68829574
2013/09/18,79158784
2013/09/19,88077222
2013/09/20,87205484
2013/09/21,68902794
2013/09/22,57888936
2013/09/23,82457587
2013/09/24,98753296
2013/09/25,98060147
2013/09/26,88430692
2013/09/27,81403429
2013/09/28,70568421
2013/09/29,64161140
2013/09/30,78025901
2013/10/01,105182874
2013/10/02,119559733
2013/10/03,107353789
2013/10/04,93399162
2013/10/05,67363537
2013/10/06,53162276
2013/10/07,62501853
2013/10/08,72475599
2013/10/09,87490858
2013/10/10,85945913
2013/10/11,87088908
2013/10/12,80475832
2013/10/13,79115588
2013/10/14,91951107
2013/10/15,104146264
2013/10/16,119277494
2013/10/17,115407417
2013/10/18,119870764
2013/10/19,132051011
2013/10/20,122123394
2013/10/21,139983684
2013/10/22,169581841
2013/10/23,188969436
2013/10/24,185386227
2013/10/25,323482515
2013/10/26,238539438
2013/10/27,153871920
2013/10/28,98976236
2013/10/29,206944766
2013/10/30,186622495
2013/10/31,152881732
2013/11/01,112614408
2013/11/02,102121195
2013/11/03,97217816
2013/11/04,137752541
2013/11/05,183661676
2013/11/06,199938588
2013/11/07,244767257
2013/11/08,267272443
2013/11/09,271245356
2013/11/10,231038021
2013/11/11,200871184
2013/11/12,251629440
2013/11/13,330858024
2013/11/14,371135335
2013/11/15,677773908
2013/11/16,678648513
2013/11/17,593508043
2013/11/18,754643843
2013/11/19,1020780242
2013/11/20,966056876
2013/11/21,1068934095
2013/11/22,1305781780
2013/11/23,1248717593
2013/11/24,1117037215
2013/11/25,1012821810
2013/11/26,2057115528
2013/11/27,2623010604
2013/11/28,2970624172
2013/11/29,2697733799
2013/11/30,2257506641
2013/12/01,1687737416
2013/12/02,1374492303
2013/12/03,1193569236
2013/12/04,1243617867
2013/12/05,1333310943
2013/12/06,1197483973
2013/12/07,1401814662
2013/12/08,1154768360
2013/12/09,1059751592
2013/12/10,834955182
2013/12/11,871650302
2013/12/12,807242225
2013/12/13,787190835
2013/12/14,631991771
2013/12/15,473690805
2013/12/16,992553225
2013/12/17,1103074320
2013/12/18,1137744599
2013/12/19,929578546
2013/12/20,740556474
2013/12/21,620175319
2013/12/22,572091352
2013/12/23,506292880
2013/12/24,523377942
2013/12/25,542675905
2013/12/26,491664744
2013/12/27,446481236
2013/12/28,424298635
2013/12/29,506848831
2013/12/30,551434310
2013/12/31,452412422
2014/01/01,398220679
2014/01/02,436015215
2014/01/03,571539771
2014/01/04,560165455
2014/01/05,671457052
2014/01/06,794129318
2014/01/07,825019657
2014/01/08,705639479
2014/01/09,540010326
2014/01/10,455229212
2014/01/11,380486995
2014/01/12,346957500
2014/01/13,360062131
2014/01/14,467474485
2014/01/15,486064382
2014/01/16,478309607
2014/01/17,378436795
2014/01/18,307989366
2014/01/19,356182893
2014/01/20,498108091
2014/01/21,517325028
2014/01/22,444376249
2014/01/23,398083581
2014/01/24,473963374
2014/01/25,427665321
2014/01/26,365536194
2014/01/27,525694823
2014/01/28,524434893
2014/01/29,450504929
2014/01/30,394643720
