Date,activeaddresses7rsi
2010/07/17,44.885
2010/07/18,45.596
2010/07/19,45.991
2010/07/20,45.528
2010/07/21,44.755
2010/07/22,42.913
2010/07/23,43.597
2010/07/24,47.881
2010/07/25,60.864
2010/07/26,49.789
2010/07/27,44.818
2010/07/28,43.76
2010/07/29,42.017
2010/07/30,43.015
2010/07/31,41.384
2010/08/01,44.67
2010/08/02,44.844
2010/08/03,53.337
2010/08/04,47.377
2010/08/05,49.749
2010/08/06,44.892
2010/08/07,41.643
2010/08/08,44.298
2010/08/09,51.442
2010/08/10,44.928
2010/08/11,49.346
2010/08/12,44.743
2010/08/13,55.405
2010/08/14,44.734
2010/08/15,40.33
2010/08/16,53.7
2010/08/17,44.401
2010/08/18,52.423
2010/08/19,44.211
2010/08/20,50.75
2010/08/21,46.385
2010/08/22,48.717
2010/08/23,51.557
2010/08/24,50.533
2010/08/25,44.071
2010/08/26,52.264
2010/08/27,44.551
2010/08/28,46.339
2010/08/29,39.544
2010/08/30,48.099
2010/08/31,58.976
2010/09/01,51.235
2010/09/02,47.877
2010/09/03,45.39
2010/09/04,42.458
2010/09/05,49.929
2010/09/06,47.201
2010/09/07,39.798
2010/09/08,51.473
2010/09/09,49.05
2010/09/10,51.376
2010/09/11,42.354
2010/09/12,62.257
2010/09/13,62.636
2010/09/14,57.445
2010/09/15,57.24
2010/09/16,59.194
2010/09/17,76.507
2010/09/18,45.366
2010/09/19,50.29
2010/09/20,53.029
2010/09/21,71.427
2010/09/22,61.666
2010/09/23,62.008
2010/09/24,49.526
2010/09/25,50.392
2010/09/26,41.144
2010/09/27,65.065
2010/09/28,73.446
2010/09/29,55.385
2010/09/30,41.937
2010/10/01,47.488
2010/10/02,45.849
2010/10/03,43.053
2010/10/04,48.359
2010/10/05,44.513
2010/10/06,44.117
2010/10/07,42.464
2010/10/08,50.455
2010/10/09,47.532
2010/10/10,41.832
2010/10/11,42.34
2010/10/12,43.421
2010/10/13,59.826
2010/10/14,44.225
2010/10/15,41.911
2010/10/16,58.67
2010/10/17,50.014
2010/10/18,57.833
2010/10/19,70.543
2010/10/20,60.209
2010/10/21,52.651
2010/10/22,51.768
2010/10/23,46.148
2010/10/24,46.933
2010/10/25,42.465
2010/10/26,48.989
2010/10/27,60.496
2010/10/28,53.785
2010/10/29,46.242
2010/10/30,38.338
2010/10/31,35.114
2010/11/01,36.893
2010/11/02,31.323
2010/11/03,40.124
2010/11/04,42.567
2010/11/05,56.781
2010/11/06,43.588
2010/11/07,49.023
2010/11/08,75.175
2010/11/09,46.203
2010/11/10,46.282
2010/11/11,45.005
2010/11/12,41.162
2010/11/13,45.747
2010/11/14,56.175
2010/11/15,87.238
2010/11/16,70.131
2010/11/17,43.916
2010/11/18,43.612
2010/11/19,43.707
2010/11/20,45.415
2010/11/21,45.124
2010/11/22,43.454
2010/11/23,44.102
2010/11/24,49.761
2010/11/25,48.791
2010/11/26,54.564
2010/11/27,46.514
2010/11/28,44.163
2010/11/29,49.176
2010/11/30,46.585
2010/12/01,54.969
2010/12/02,46.809
2010/12/03,48.867
2010/12/04,44.448
2010/12/05,43.424
2010/12/06,45.117
2010/12/07,59.799
2010/12/08,50.556
2010/12/09,48.089
2010/12/10,41.22
2010/12/11,56.888
2010/12/12,60.406
2010/12/13,71.1
2010/12/14,52.574
2010/12/15,51.076
2010/12/16,46.991
2010/12/17,42.527
2010/12/18,44.997
2010/12/19,53.624
2010/12/20,64.238
2010/12/21,50.729
2010/12/22,54.371
2010/12/23,47.827
2010/12/24,42.622
2010/12/25,51.004
2010/12/26,49.215
2010/12/27,53.642
2010/12/28,48.77
2010/12/29,46.961
2010/12/30,52.186
2010/12/31,42.788
2011/01/01,52.118
2011/01/02,50.717
2011/01/03,65.262
2011/01/04,49.534
2011/01/05,64.105
2011/01/06,50.226
2011/01/07,53.131
2011/01/08,59.608
2011/01/09,55.904
2011/01/10,57.742
2011/01/11,61.708
2011/01/12,48.392
2011/01/13,62.527
2011/01/14,58.673
2011/01/15,51.044
2011/01/16,55.229
2011/01/17,47.429
2011/01/18,50.386
2011/01/19,55.879
2011/01/20,51.165
2011/01/21,68.533
2011/01/22,73.39
2011/01/23,60.681
2011/01/24,64.139
2011/01/25,42.784
2011/01/26,47.477
2011/01/27,49.761
2011/01/28,51.13
2011/01/29,63.328
2011/01/30,80.107
2011/01/31,54.814
2011/02/01,48.986
2011/02/02,41.91
2011/02/03,38.498
2011/02/04,44.243
2011/02/05,44.64
2011/02/06,41.775
2011/02/07,41.94
2011/02/08,43.03
2011/02/09,62.001
2011/02/10,79.556
2011/02/11,84.037
2011/02/12,62.742
2011/02/13,62.124
2011/02/14,70.587
2011/02/15,58.021
2011/02/16,51.541
2011/02/17,58.054
2011/02/18,59.498
2011/02/19,47.675
2011/02/20,52.096
2011/02/21,53.913
2011/02/22,61.278
2011/02/23,61.527
2011/02/24,58.385
2011/02/25,51.808
2011/02/26,55.518
2011/02/27,56.742
2011/02/28,41.308
2011/03/01,72.524
2011/03/02,51.074
2011/03/03,61.61
2011/03/04,45.72
2011/03/05,48.859
2011/03/06,46.081
2011/03/07,47.189
2011/03/08,52.766
2011/03/09,46.699
2011/03/10,41.286
2011/03/11,43.488
2011/03/12,46.646
2011/03/13,41.643
2011/03/14,41.794
2011/03/15,50.309
2011/03/16,47.601
2011/03/17,49.021
2011/03/18,45.805
2011/03/19,48.283
2011/03/20,71.709
2011/03/21,73.908
2011/03/22,54.63
2011/03/23,78.96
2011/03/24,52.084
2011/03/25,50.325
2011/03/26,55.606
2011/03/27,55.025
2011/03/28,59.942
2011/03/29,51.922
2011/03/30,42.335
2011/03/31,47.957
2011/04/01,39.917
2011/04/02,40.249
2011/04/03,44.83
2011/04/04,56.777
2011/04/05,52.572
2011/04/06,46.922
2011/04/07,41.642
2011/04/08,45.298
2011/04/09,44.805
2011/04/10,43.162
2011/04/11,53.768
2011/04/12,58.254
2011/04/13,63.49
2011/04/14,76.499
2011/04/15,48.283
2011/04/16,59.881
2011/04/17,49.148
2011/04/18,59.128
2011/04/19,64.623
2011/04/20,54.463
2011/04/21,43.37
2011/04/22,45.319
2011/04/23,51.926
2011/04/24,49.118
2011/04/25,53.503
2011/04/26,63.058
2011/04/27,71.581
2011/04/28,57.068
2011/04/29,60.904
2011/04/30,69.443
2011/05/01,61.973
2011/05/02,48.311
2011/05/03,48.862
2011/05/04,51.92
2011/05/05,58.439
2011/05/06,55.481
2011/05/07,59.642
2011/05/08,48.698
2011/05/09,60.047
2011/05/10,55.159
2011/05/11,54.131
2011/05/12,55.859
2011/05/13,73.696
2011/05/14,66.936
2011/05/15,58.31
2011/05/16,76.699
2011/05/17,64.463
2011/05/18,73.807
2011/05/19,66.005
2011/05/20,62.733
2011/05/21,55.995
