Date,fee_to_rewardUSD
2010/07/17,0.001
2010/07/18,0.0163
2010/07/19,0.00154
2010/07/20,0
2010/07/21,0
2010/07/22,0
2010/07/23,0.000195
2010/07/24,0
2010/07/25,0.0287
2010/07/26,0.0259
2010/07/27,0.0132
2010/07/28,0.0144
2010/07/29,0.0109
2010/07/30,0.00724
2010/07/31,0.00948
2010/08/01,0.00755
2010/08/02,0.00443
2010/08/03,0
2010/08/04,0
2010/08/05,0
2010/08/06,0
2010/08/07,0.0689
2010/08/08,0
2010/08/09,0.0823
2010/08/10,0
2010/08/11,0
2010/08/12,0
2010/08/13,0
2010/08/14,0
2010/08/15,0
2010/08/16,0.0135
2010/08/17,0
2010/08/18,0.0362
2010/08/19,0
2010/08/20,0
2010/08/21,0
2010/08/22,0
2010/08/23,0
2010/08/24,0.0172
2010/08/25,0
2010/08/26,0
2010/08/27,0
2010/08/28,2.6E-8
2010/08/29,0.00753
2010/08/30,0.00883
2010/08/31,0.00373
2010/09/01,0.00174
2010/09/02,0
2010/09/03,0
2010/09/04,0
2010/09/05,0.000258
2010/09/06,2.93E-9
2010/09/07,0
2010/09/08,4.72E-9
2010/09/09,0.00279
2010/09/10,2.22E-9
2010/09/11,0
2010/09/12,0.00318
2010/09/13,1.92E-9
2010/09/14,0.000182
2010/09/15,0
2010/09/16,0
2010/09/17,0
2010/09/18,0.00374
2010/09/19,0
2010/09/20,0
2010/09/21,1.48E-9
2010/09/22,0
2010/09/23,0
2010/09/24,0
2010/09/25,0
2010/09/26,0
2010/09/27,0.000282
2010/09/28,0.0239
2010/09/29,0
2010/09/30,0
2010/10/01,0.00988
2010/10/02,0.000194
2010/10/03,0.000188
2010/10/04,2.07E-8
2010/10/05,0
2010/10/06,2.2E-8
2010/10/07,0
2010/10/08,0
2010/10/09,0
2010/10/10,0
2010/10/11,2.56E-8
2010/10/12,0
2010/10/13,0.0077
2010/10/14,0
2010/10/15,0
2010/10/16,0
2010/10/17,0
2010/10/18,0.000282
2010/10/19,0
2010/10/20,0
2010/10/21,0.000126
2010/10/22,0
2010/10/23,0.000864
2010/10/24,0
2010/10/25,0
2010/10/26,0
2010/10/27,0
2010/10/28,0
2010/10/29,0
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0.013
2010/11/09,0
2010/11/10,0
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0.00501
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0.00108
2010/11/20,0.0174
2010/11/21,0.0151
2010/11/22,0.0131
2010/11/23,0.0116
2010/11/24,0.00225
2010/11/25,0
2010/11/26,0.00447
2010/11/27,0.000373
2010/11/28,0
2010/11/29,0.000532
2010/11/30,0.000178
2010/12/01,0.000672
2010/12/02,0.00108
2010/12/03,0.000208
2010/12/04,0.000211
2010/12/05,0.000559
2010/12/06,0.000778
2010/12/07,0.00118
2010/12/08,0.000617
2010/12/09,0.000618
2010/12/10,0.00157
2010/12/11,0.00197
2010/12/12,0.00237
2010/12/13,0.00565
2010/12/14,0.000775
2010/12/15,0.00099
2010/12/16,0.00178
2010/12/17,0.00441
2010/12/18,0.00122
2010/12/19,0.00189
2010/12/20,0.00102
2010/12/21,0.00164
2010/12/22,0.00295
2010/12/23,0.00115
2010/12/24,0.00147
2010/12/25,0.00109
2010/12/26,0.00175
2010/12/27,0.00135
2010/12/28,0.00164
2010/12/29,0.00243
2010/12/30,0.00153
2010/12/31,0.000407
2011/01/01,0.00136
2011/01/02,0.00145
2011/01/03,0.0108
2011/01/04,0.000519
2011/01/05,0.00137
2011/01/06,0.00148
2011/01/07,0.000778
2011/01/08,0.000236
2011/01/09,0.00198
2011/01/10,0.00097
2011/01/11,0.000553
2011/01/12,0.00406
2011/01/13,0.000312
2011/01/14,0.000838
2011/01/15,0.0016
2011/01/16,0.00122
2011/01/17,0.00223
2011/01/18,0.000646
2011/01/19,0.000725
2011/01/20,0.00158
2011/01/21,0.000682
2011/01/22,0.00643
2011/01/23,0.00501
2011/01/24,0.00285
2011/01/25,0.00201
2011/01/26,0.00149
2011/01/27,0.00911
2011/01/28,0.000889
2011/01/29,0.00624
2011/01/30,0.0385
2011/01/31,0.0102
2011/02/01,0.0115
2011/02/02,0.000768
2011/02/03,0.00264
2011/02/04,0.0016
2011/02/05,0.00225
2011/02/06,0.0017
2011/02/07,0.00402
2011/02/08,0.00263
2011/02/09,0.000809
2011/02/10,0.0103
2011/02/11,0.00583
2011/02/12,0.00843
2011/02/13,0.00272
2011/02/14,0.031
2011/02/15,0.00241
2011/02/16,0.00572
2011/02/17,0.00119
2011/02/18,0.00557
2011/02/19,0.00747
2011/02/20,0.00225
2011/02/21,0.00469
2011/02/22,0.00257
2011/02/23,0.00348
2011/02/24,0.0018
2011/02/25,0.0041
2011/02/26,0.00473
2011/02/27,0.00992
2011/02/28,0.00756
2011/03/01,0.00682
2011/03/02,0.0051
2011/03/03,0.0806
2011/03/04,0.00734
2011/03/05,0.0201
2011/03/06,0.0439
2011/03/07,0.0636
2011/03/08,0.0455
2011/03/09,0.0445
2011/03/10,0.0434
2011/03/11,0.109
2011/03/12,0.0232
2011/03/13,0.0314
2011/03/14,0.0331
2011/03/15,0.034
2011/03/16,0.0278
2011/03/17,0.0206
2011/03/18,0.0237
2011/03/19,0.022
2011/03/20,0.0376
2011/03/21,0.12
2011/03/22,0.187
2011/03/23,0.238
2011/03/24,0.117
2011/03/25,0.0655
2011/03/26,0.0684
2011/03/27,0.0938
2011/03/28,0.0557
2011/03/29,0.0446
2011/03/30,0.0581
2011/03/31,0.0431
2011/04/01,0.0435
2011/04/02,0.0339
2011/04/03,0.0537
2011/04/04,0.0691
2011/04/05,0.0598
2011/04/06,0.0717
2011/04/07,0.0446
2011/04/08,0.0548
2011/04/09,0.0593
2011/04/10,0.0674
2011/04/11,0.0585
2011/04/12,0.0625
2011/04/13,0.0456
2011/04/14,0.188
2011/04/15,0.0394
2011/04/16,0.046
2011/04/17,0.0261
2011/04/18,0.0465
2011/04/19,0.0766
2011/04/20,0.104
2011/04/21,0.0497
2011/04/22,0.0656
2011/04/23,0.0662
2011/04/24,0.0883
2011/04/25,0.0979
2011/04/26,0.0556
2011/04/27,0.105
2011/04/28,0.0854
2011/04/29,0.0786
2011/04/30,0.114
2011/05/01,0.132
2011/05/02,0.0522
2011/05/03,0.0526
2011/05/04,0.0694
2011/05/05,0.0924
2011/05/06,0.0745
2011/05/07,0.0658
2011/05/08,0.0733
2011/05/09,0.0977
2011/05/10,0.0946
2011/05/11,0.0891
2011/05/12,0.0901
2011/05/13,0.117
2011/05/14,0.127
2011/05/15,0.144
2011/05/16,0.126
2011/05/17,0.114
2011/05/18,0.144
2011/05/19,0.197
2011/05/20,0.166
2011/05/21,0.2
2011/05/22,0.157
2011/05/23,0.131
2011/05/24,0.149
2011/05/25,0.143
2011/05/26,0.149
2011/05/27,0.171
2011/05/28,0.185
2011/05/29,0.159
2011/05/30,0.249
2011/05/31,0.272
2011/06/01,0.263
2011/06/02,0.255
2011/06/03,0.266
2011/06/04,0.294
2011/06/05,0.233
2011/06/06,0.257
2011/06/07,0.347
2011/06/08,0.485
2011/06/09,0.396
2011/06/10,0.35
2011/06/11,0.286
2011/06/12,0.386
2011/06/13,0.328
2011/06/14,0.298
2011/06/15,0.293
2011/06/16,0.358
2011/06/17,0.337
2011/06/18,0.292
2011/06/19,0.236
2011/06/20,0.177
2011/06/21,0.145
2011/06/22,0.139
2011/06/23,0.124
2011/06/24,0.155
2011/06/25,0.331
2011/06/26,0.343
2011/06/27,0.317
2011/06/28,0.251
2011/06/29,0.236
2011/06/30,0.189
2011/07/01,0.219
2011/07/02,0.178
2011/07/03,0.165
2011/07/04,0.191
2011/07/05,0.274
2011/07/06,0.219
2011/07/07,0.217
2011/07/08,0.163
2011/07/09,0.177
2011/07/10,0.185
2011/07/11,0.192
2011/07/12,0.184
2011/07/13,0.16
2011/07/14,0.189
2011/07/15,0.205
2011/07/16,0.144
2011/07/17,0.145
2011/07/18,0.155
2011/07/19,0.212
2011/07/20,0.144
2011/07/21,0.121
2011/07/22,0.182
2011/07/23,0.108
2011/07/24,0.125
2011/07/25,0.149
2011/07/26,0.0908
2011/07/27,0.104
2011/07/28,0.0991
2011/07/29,0.0887
2011/07/30,0.077
2011/07/31,0.0794
2011/08/01,0.0951
2011/08/02,0.0981
2011/08/03,0.106
2011/08/04,0.122
2011/08/05,0.0928
2011/08/06,0.401
2011/08/07,0.106
2011/08/08,0.119
2011/08/09,0.162
2011/08/10,0.144
2011/08/11,0.106
2011/08/12,0.0945
2011/08/13,0.108
2011/08/14,0.159
2011/08/15,0.153
2011/08/16,0.137
2011/08/17,0.101
2011/08/18,0.0838
2011/08/19,0.121
2011/08/20,0.0728
2011/08/21,0.0726
2011/08/22,0.0913
2011/08/23,0.0917
2011/08/24,0.132
2011/08/25,0.0905
2011/08/26,0.065
2011/08/27,0.084
2011/08/28,0.0794
2011/08/29,0.0789
2011/08/30,0.137
2011/08/31,0.0779
2011/09/01,0.0885
2011/09/02,0.0895
2011/09/03,0.0541
2011/09/04,0.15
2011/09/05,0.0939
2011/09/06,0.088
2011/09/07,0.122
2011/09/08,0.0738
2011/09/09,0.102
2011/09/10,0.0824
2011/09/11,0.0831
2011/09/12,0.0824
2011/09/13,0.0598
2011/09/14,0.053
2011/09/15,0.0961
2011/09/16,0.0851
2011/09/17,0.0789
2011/09/18,0.0699
2011/09/19,0.0951
2011/09/20,0.0954
2011/09/21,0.0722
2011/09/22,0.0524
2011/09/23,0.0649
2011/09/24,0.106
2011/09/25,0.0503
2011/09/26,0.0449
2011/09/27,0.0719
2011/09/28,0.061
2011/09/29,0.0557
2011/09/30,0.0604
2011/10/01,0.0523
2011/10/02,0.0538
2011/10/03,0.127
2011/10/04,0.0668
2011/10/05,0.056
2011/10/06,0.129
2011/10/07,0.0637
2011/10/08,0.0569
2011/10/09,0.0474
2011/10/10,0.0555
2011/10/11,0.114
2011/10/12,0.0787
2011/10/13,0.0874
2011/10/14,0.0502
2011/10/15,0.0516
2011/10/16,0.0552
2011/10/17,0.0743
2011/10/18,0.0496
2011/10/19,0.0503
2011/10/20,0.107
2011/10/21,0.0453
2011/10/22,0.0585
2011/10/23,0.0589
2011/10/24,0.0561
2011/10/25,0.0435
2011/10/26,0.0539
2011/10/27,0.0548
2011/10/28,0.0592
2011/10/29,0.0627
2011/10/30,0.0605
2011/10/31,0.0489
2011/11/01,0.0671
2011/11/02,0.044
2011/11/03,0.0475
2011/11/04,0.0438
2011/11/05,0.0508
2011/11/06,0.0338
2011/11/07,0.054
2011/11/08,0.0573
2011/11/09,0.0418
2011/11/10,0.0484
2011/11/11,0.036
2011/11/12,0.0355
2011/11/13,0.0405
2011/11/14,0.0394
2011/11/15,0.0359
2011/11/16,0.0571
2011/11/17,0.0421
2011/11/18,0.0518
2011/11/19,0.0522
2011/11/20,0.0566
2011/11/21,0.0482
2011/11/22,0.0433
2011/11/23,0.0537
2011/11/24,0.0724
2011/11/25,0.0651
2011/11/26,0.0484
2011/11/27,0.0458
2011/11/28,0.049
2011/11/29,0.0648
2011/11/30,0.0462
2011/12/01,0.0507
2011/12/02,0.0644
2011/12/03,0.0629
2011/12/04,0.0429
2011/12/05,0.039
2011/12/06,0.0508
2011/12/07,0.0573
2011/12/08,0.0344
2011/12/09,0.042
2011/12/10,0.0411
2011/12/11,2.897
2011/12/12,2.787
2011/12/13,0.0629
2011/12/14,0.0519
2011/12/15,0.143
2011/12/16,0.0468
2011/12/17,0.0497
2011/12/18,0.0444
2011/12/19,0.0537
2011/12/20,0.09
2011/12/21,0.0587
2011/12/22,0.0479
2011/12/23,0.0383
2011/12/24,0.032
2011/12/25,0.0348
2011/12/26,0.038
2011/12/27,0.0425
2011/12/28,0.0419
2011/12/29,0.0619
2011/12/30,0.0484
2011/12/31,0.0538
2012/01/01,0.0479
2012/01/02,0.0756
2012/01/03,0.0692
2012/01/04,0.195
2012/01/05,0.0791
2012/01/06,0.0778
2012/01/07,0.0502
2012/01/08,0.0469
2012/01/09,0.0798
2012/01/10,0.0709
2012/01/11,0.0761
2012/01/12,0.541
2012/01/13,0.143
2012/01/14,0.174
2012/01/15,0.197
2012/01/16,0.455
2012/01/17,0.0997
2012/01/18,0.172
2012/01/19,0.374
2012/01/20,0.348
2012/01/21,0.0597
2012/01/22,0.0458
2012/01/23,0.06
2012/01/24,0.143
2012/01/25,0.106
2012/01/26,0.132
2012/01/27,0.333
2012/01/28,0.128
2012/01/29,2.64
2012/01/30,0.347
2012/01/31,0.0978
2012/02/01,0.0688
2012/02/02,0.149
2012/02/03,0.0893
2012/02/04,0.113
2012/02/05,0.0613
2012/02/06,0.0602
2012/02/07,0.0988
2012/02/08,0.072
2012/02/09,0.104
2012/02/10,0.0615
2012/02/11,0.0532
2012/02/12,0.0501
2012/02/13,0.078
2012/02/14,0.227
2012/02/15,0.0923
2012/02/16,0.148
2012/02/17,0.0487
2012/02/18,0.0402
2012/02/19,0.0345
2012/02/20,0.0601
2012/02/21,0.0542
2012/02/22,0.0439
2012/02/23,0.0616
2012/02/24,0.0605
2012/02/25,0.0389
2012/02/26,0.0469
2012/02/27,0.0752
2012/02/28,0.0492
2012/02/29,0.039
2012/03/01,0.0909
2012/03/02,0.0684
2012/03/03,0.0446
2012/03/04,0.0719
2012/03/05,0.073
2012/03/06,0.0722
2012/03/07,0.0534
2012/03/08,0.0535
2012/03/09,0.0505
2012/03/10,0.0548
2012/03/11,0.0445
2012/03/12,0.0466
2012/03/13,0.144
2012/03/14,0.0771
2012/03/15,0.0609
2012/03/16,0.118
2012/03/17,0.0429
2012/03/18,0.0414
2012/03/19,0.0603
2012/03/20,0.0617
2012/03/21,0.0437
2012/03/22,0.0439
2012/03/23,0.0685
2012/03/24,0.167
2012/03/25,0.0902
2012/03/26,0.0471
2012/03/27,0.056
2012/03/28,0.0672
2012/03/29,0.0645
2012/03/30,0.0584
2012/03/31,0.0546
2012/04/01,0.0552
2012/04/02,0.0735
2012/04/03,0.0776
2012/04/04,0.0734
2012/04/05,0.0847
2012/04/06,0.0722
2012/04/07,0.0587
2012/04/08,0.0532
2012/04/09,0.0539
2012/04/10,0.0967
2012/04/11,0.0757
2012/04/12,0.1
2012/04/13,0.0679
2012/04/14,0.089
2012/04/15,0.0701
2012/04/16,0.0811
2012/04/17,0.101
2012/04/18,0.097
2012/04/19,0.076
2012/04/20,0.0955
2012/04/21,0.0654
2012/04/22,0.071
2012/04/23,0.0646
2012/04/24,0.0967
2012/04/25,0.0885
2012/04/26,0.162
2012/04/27,0.104
2012/04/28,0.0922
2012/04/29,0.0464
2012/04/30,0.0584
2012/05/01,0.0805
2012/05/02,0.0938
2012/05/03,0.145
2012/05/04,0.131
2012/05/05,0.0954
2012/05/06,0.091
2012/05/07,0.16
2012/05/08,0.142
2012/05/09,0.172
2012/05/10,0.138
2012/05/11,0.173
2012/05/12,0.172
2012/05/13,0.17
2012/05/14,0.401
2012/05/15,0.315
2012/05/16,0.216
2012/05/17,0.203
2012/05/18,0.237
2012/05/19,0.427
2012/05/20,0.29
2012/05/21,0.311
2012/05/22,0.223
2012/05/23,0.294
2012/05/24,0.311
2012/05/25,0.319
2012/05/26,0.22
2012/05/27,0.222
2012/05/28,0.275
2012/05/29,0.27
2012/05/30,0.289
2012/05/31,0.182
2012/06/01,0.217
2012/06/02,0.0902
2012/06/03,0.252
2012/06/04,0.371
2012/06/05,0.41
2012/06/06,0.149
2012/06/07,0.308
2012/06/08,0.235
2012/06/09,0.266
2012/06/10,0.306
2012/06/11,0.261
2012/06/12,0.145
2012/06/13,0.505
2012/06/14,0.495
2012/06/15,0.422
2012/06/16,0.354
2012/06/17,0.324
2012/06/18,0.319
2012/06/19,0.344
2012/06/20,0.3
2012/06/21,0.463
2012/06/22,0.301
2012/06/23,0.217
2012/06/24,0.224
2012/06/25,0.21
2012/06/26,0.246
2012/06/27,0.224
2012/06/28,0.231
2012/06/29,0.163
2012/06/30,0.212
2012/07/01,0.137
2012/07/02,0.243
2012/07/03,0.155
2012/07/04,0.178
2012/07/05,0.177
2012/07/06,0.212
2012/07/07,0.517
2012/07/08,0.151
2012/07/09,0.196
2012/07/10,0.321
2012/07/11,0.287
2012/07/12,0.181
2012/07/13,0.178
2012/07/14,0.191
2012/07/15,0.252
2012/07/16,0.284
2012/07/17,0.235
2012/07/18,0.341
2012/07/19,0.3
2012/07/20,0.506
2012/07/21,0.284
2012/07/22,0.234
2012/07/23,0.308
2012/07/24,0.199
2012/07/25,0.189
2012/07/26,0.216
2012/07/27,0.194
2012/07/28,0.269
2012/07/29,0.223
2012/07/30,0.228
2012/07/31,0.324
2012/08/01,0.299
2012/08/02,0.241
2012/08/03,0.307
2012/08/04,0.21
2012/08/05,0.37
2012/08/06,0.357
2012/08/07,0.232
2012/08/08,0.632
2012/08/09,0.205
2012/08/10,0.571
2012/08/11,0.228
2012/08/12,0.217
2012/08/13,0.319
2012/08/14,0.264
2012/08/15,0.407
2012/08/16,0.368
2012/08/17,0.447
2012/08/18,0.241
2012/08/19,0.24
2012/08/20,0.317
2012/08/21,0.284
2012/08/22,0.293
2012/08/23,0.253
2012/08/24,0.261
2012/08/25,0.347
2012/08/26,0.231
2012/08/27,0.398
2012/08/28,0.333
2012/08/29,0.288
2012/08/30,0.378
2012/08/31,0.435
2012/09/01,0.439
2012/09/02,0.373
2012/09/03,0.43
2012/09/04,0.388
2012/09/05,0.292
2012/09/06,0.299
2012/09/07,0.238
2012/09/08,0.307
2012/09/09,0.278
2012/09/10,0.321
2012/09/11,0.425
2012/09/12,0.265
2012/09/13,0.303
2012/09/14,0.25
2012/09/15,0.205
2012/09/16,0.184
2012/09/17,0.175
2012/09/18,0.269
2012/09/19,0.305
2012/09/20,0.237
2012/09/21,0.348
2012/09/22,0.195
2012/09/23,0.231
2012/09/24,0.37
2012/09/25,0.208
2012/09/26,0.28
2012/09/27,0.201
2012/09/28,0.75
2012/09/29,0.171
2012/09/30,0.145
2012/10/01,0.254
2012/10/02,0.417
2012/10/03,0.277
2012/10/04,1.973
2012/10/05,0.406
2012/10/06,0.289
2012/10/07,0.423
2012/10/08,0.307
2012/10/09,0.363
2012/10/10,0.315
2012/10/11,0.327
2012/10/12,0.275
2012/10/13,0.285
2012/10/14,0.27
2012/10/15,0.258
2012/10/16,0.323
2012/10/17,0.936
2012/10/18,0.218
2012/10/19,0.234
2012/10/20,0.228
2012/10/21,0.308
2012/10/22,0.321
2012/10/23,0.323
2012/10/24,0.264
2012/10/25,0.234
2012/10/26,0.222
2012/10/27,0.145
2012/10/28,0.154
2012/10/29,0.221
2012/10/30,0.332
2012/10/31,0.32
2012/11/01,0.296
2012/11/02,0.379
2012/11/03,0.258
2012/11/04,0.25
2012/11/05,0.323
2012/11/06,0.381
2012/11/07,0.373
2012/11/08,0.328
2012/11/09,0.256
2012/11/10,0.3
2012/11/11,0.238
2012/11/12,0.271
2012/11/13,0.294
2012/11/14,0.322
2012/11/15,0.465
2012/11/16,0.44
2012/11/17,0.366
2012/11/18,0.373
2012/11/19,0.383
2012/11/20,0.383
2012/11/21,0.405
2012/11/22,0.304
2012/11/23,0.327
2012/11/24,0.289
2012/11/25,0.404
2012/11/26,0.338
2012/11/27,1.102
2012/11/28,0.611
2012/11/29,0.713
2012/11/30,0.719
2012/12/01,0.633
2012/12/02,0.427
2012/12/03,0.499
2012/12/04,0.999
2012/12/05,0.888
2012/12/06,0.905
2012/12/07,0.752
2012/12/08,0.745
2012/12/09,0.769
2012/12/10,0.857
2012/12/11,0.871
2012/12/12,0.876
2012/12/13,1.364
2012/12/14,1.2
2012/12/15,0.835
2012/12/16,0.996
2012/12/17,0.985
2012/12/18,1.268
2012/12/19,0.979
2012/12/20,1.166
2012/12/21,1.163
2012/12/22,1.061
2012/12/23,1.024
2012/12/24,0.846
2012/12/25,0.75
2012/12/26,0.757
2012/12/27,0.942
2012/12/28,0.88
2012/12/29,0.826
2012/12/30,0.84
2012/12/31,0.618
2013/01/01,0.627
2013/01/02,0.835
2013/01/03,0.925
2013/01/04,1
2013/01/05,0.885
2013/01/06,0.957
2013/01/07,0.852
2013/01/08,0.969
2013/01/09,1.002
2013/01/10,4.018
2013/01/11,1.436
2013/01/12,1.191
2013/01/13,1.168
2013/01/14,0.884
2013/01/15,1.101
2013/01/16,1.246
2013/01/17,1.349
2013/01/18,1.231
2013/01/19,1.628
2013/01/20,1.008
2013/01/21,0.892
2013/01/22,0.916
2013/01/23,1.394
2013/01/24,1.12
2013/01/25,1.198
2013/01/26,1.217
2013/01/27,1.252
2013/01/28,1.164
2013/01/29,1.244
2013/01/30,0.907
2013/01/31,0.985
2013/02/01,1.406
2013/02/02,1.9
2013/02/03,1.11
2013/02/04,1.094
2013/02/05,1.008
2013/02/06,0.879
2013/02/07,1.249
2013/02/08,1.291
2013/02/09,1.25
2013/02/10,1.114
2013/02/11,1.216
2013/02/12,1.379
2013/02/13,1.3
2013/02/14,1.141
2013/02/15,1.268
2013/02/16,1.067
2013/02/17,0.99
2013/02/18,1.111
2013/02/19,1.157
2013/02/20,1.027
2013/02/21,1.16
2013/02/22,1.241
2013/02/23,1.165
2013/02/24,1.144
2013/02/25,1.293
2013/02/26,1.357
2013/02/27,1.121
2013/02/28,1.429
2013/03/01,1.762
2013/03/02,1.395
2013/03/03,1.108
2013/03/04,1.223
2013/03/05,1.461
2013/03/06,3.91
2013/03/07,1.522
2013/03/08,1.18
2013/03/09,1.222
2013/03/10,1.325
2013/03/11,1.206
2013/03/12,1.942
2013/03/13,1.328
2013/03/14,1.165
2013/03/15,1.494
2013/03/16,0.717
2013/03/17,0.607
2013/03/18,0.794
2013/03/19,1.205
2013/03/20,0.701
2013/03/21,0.924
2013/03/22,1.174
2013/03/23,0.964
2013/03/24,0.856
2013/03/25,1.221
2013/03/26,1.19
2013/03/27,1.804
2013/03/28,1.323
2013/03/29,1.38
2013/03/30,1.464
2013/03/31,1.078
2013/04/01,0.867
2013/04/02,1.338
2013/04/03,1.596
2013/04/04,1.948
2013/04/05,1.432
2013/04/06,0.947
2013/04/07,1.302
2013/04/08,1.183
2013/04/09,1.11
2013/04/10,1.34
2013/04/11,1.563
2013/04/12,1.291
2013/04/13,0.958
2013/04/14,1.38
2013/04/15,1.785
2013/04/16,1.165
2013/04/17,1.876
2013/04/18,1.148
2013/04/19,1.594
2013/04/20,1.19
2013/04/21,0.745
2013/04/22,1.204
2013/04/23,1.441
2013/04/24,1.523
2013/04/25,1.393
2013/04/26,0.944
2013/04/27,1.054
2013/04/28,0.739
2013/04/29,1.044
2013/04/30,1.217
2013/05/01,1.074
2013/05/02,1.548
2013/05/03,1.313
2013/05/04,1.139
2013/05/05,0.882
2013/05/06,1.264
2013/05/07,1.103
2013/05/08,1.249
2013/05/09,1.585
2013/05/10,1.476
2013/05/11,1.341
2013/05/12,1.332
2013/05/13,1.331
2013/05/14,1.472
2013/05/15,1.691
2013/05/16,2.053
2013/05/17,1.361
2013/05/18,1.054
2013/05/19,1.198
2013/05/20,1.333
2013/05/21,1.22
2013/05/22,1.267
2013/05/23,1.285
2013/05/24,1.134
2013/05/25,1.137
2013/05/26,0.771
2013/05/27,1.103
2013/05/28,1.372
2013/05/29,1.23
2013/05/30,1.053
2013/05/31,1.023
2013/06/01,0.772
2013/06/02,0.976
2013/06/03,1.098
2013/06/04,1.012
2013/06/05,1.294
2013/06/06,0.907
2013/06/07,0.967
2013/06/08,1.012
2013/06/09,0.902
2013/06/10,0.789
2013/06/11,1.052
2013/06/12,0.835
2013/06/13,0.875
2013/06/14,0.804
2013/06/15,0.761
2013/06/16,0.675
2013/06/17,1.01
2013/06/18,1.071
2013/06/19,1.091
2013/06/20,1.788
2013/06/21,1.017
2013/06/22,1.252
2013/06/23,0.795
2013/06/24,1.038
2013/06/25,0.857
2013/06/26,0.921
2013/06/27,0.734
2013/06/28,1.129
2013/06/29,0.577
2013/06/30,0.759
2013/07/01,0.613
2013/07/02,0.925
2013/07/03,0.612
2013/07/04,0.565
2013/07/05,0.697
2013/07/06,0.637
2013/07/07,0.397
2013/07/08,0.682
2013/07/09,0.749
2013/07/10,0.541
2013/07/11,0.809
2013/07/12,0.796
2013/07/13,0.852
2013/07/14,0.533
2013/07/15,0.544
2013/07/16,0.871
2013/07/17,0.73
2013/07/18,0.924
2013/07/19,0.494
2013/07/20,0.494
2013/07/21,0.494
2013/07/22,0.791
2013/07/23,0.607
2013/07/24,0.891
2013/07/25,0.92
2013/07/26,0.495
2013/07/27,0.709
2013/07/28,0.567
2013/07/29,0.682
2013/07/30,0.763
2013/07/31,1.03
2013/08/01,0.862
2013/08/02,0.605
2013/08/03,0.62
2013/08/04,0.702
2013/08/05,0.588
2013/08/06,0.873
2013/08/07,0.676
2013/08/08,0.952
2013/08/09,0.896
2013/08/10,0.564
2013/08/11,0.608
2013/08/12,0.47
2013/08/13,0.648
2013/08/14,1.045
2013/08/15,1.472
2013/08/16,1.108
2013/08/17,0.607
2013/08/18,0.942
2013/08/19,1.09
2013/08/20,0.716
2013/08/21,0.654
2013/08/22,0.715
2013/08/23,0.689
2013/08/24,0.605
2013/08/25,0.798
2013/08/26,0.977
2013/08/27,0.937
2013/08/28,5.551
2013/08/29,0.571
2013/08/30,0.852
2013/08/31,0.56
2013/09/01,0.452
2013/09/02,0.878
2013/09/03,0.642
2013/09/04,0.662
2013/09/05,0.726
2013/09/06,0.721
2013/09/07,0.673
2013/09/08,0.664
2013/09/09,0.6
2013/09/10,0.534
2013/09/11,0.451
2013/09/12,0.569
2013/09/13,0.411
2013/09/14,0.372
2013/09/15,0.609
2013/09/16,1.062
2013/09/17,6.352
2013/09/18,2.547
2013/09/19,1.901
2013/09/20,0.539
2013/09/21,0.565
2013/09/22,0.517
2013/09/23,0.749
2013/09/24,0.577
2013/09/25,0.602
2013/09/26,0.67
2013/09/27,1.83
2013/09/28,0.588
2013/09/29,0.607
2013/09/30,0.63
2013/10/01,0.833
2013/10/02,0.832
2013/10/03,0.733
2013/10/04,0.549
2013/10/05,0.476
2013/10/06,0.457
2013/10/07,0.831
2013/10/08,0.425
2013/10/09,0.677
2013/10/10,0.645
2013/10/11,0.492
2013/10/12,0.6
2013/10/13,0.557
2013/10/14,0.528
2013/10/15,0.594
2013/10/16,0.895
2013/10/17,0.87
2013/10/18,0.795
2013/10/19,0.649
2013/10/20,0.572
2013/10/21,0.711
2013/10/22,0.678
2013/10/23,0.825
2013/10/24,0.939
2013/10/25,0.865
2013/10/26,0.774
2013/10/27,1.279
2013/10/28,0.71
2013/10/29,0.857
2013/10/30,0.608
2013/10/31,0.567
2013/11/01,0.672
2013/11/02,0.466
2013/11/03,0.849
2013/11/04,1.056
2013/11/05,1.079
2013/11/06,3.46
2013/11/07,3.454
2013/11/08,3.097
2013/11/09,1.496
2013/11/10,1.064
2013/11/11,1.318
2013/11/12,0.448
2013/11/13,0.547
2013/11/14,0.505
2013/11/15,0.417
2013/11/16,0.294
2013/11/17,0.367
2013/11/18,0.695
2013/11/19,0.78
2013/11/20,0.614
2013/11/21,0.705
2013/11/22,0.54
2013/11/23,0.493
2013/11/24,0.417
2013/11/25,0.452
2013/11/26,0.632
2013/11/27,0.7
2013/11/28,0.676
2013/11/29,0.601
2013/11/30,0.458
2013/12/01,0.387
2013/12/02,0.53
2013/12/03,0.408
2013/12/04,0.486
2013/12/05,0.529
2013/12/06,0.369
2013/12/07,0.765
2013/12/08,0.234
2013/12/09,0.387
2013/12/10,0.364
2013/12/11,0.422
2013/12/12,0.352
2013/12/13,0.348
2013/12/14,0.251
