Date,fee_to_rewardUSD
2021/02/20,13.947
2021/02/21,11.558
2021/02/22,13.69
2021/02/23,18.902
2021/02/24,16.023
2021/02/25,13.533
2021/02/26,14.636
2021/02/27,9.613
2021/02/28,9.208
2021/03/01,13.045
2021/03/02,12.938
2021/03/03,12.261
2021/03/04,12.377
2021/03/05,10.942
2021/03/06,7.583
2021/03/07,7.245
2021/03/08,8.552
2021/03/09,10.731
2021/03/10,10.591
2021/03/11,11.871
2021/03/12,11.119
2021/03/13,11.572
2021/03/14,8.27
2021/03/15,10.89
2021/03/16,10.6
2021/03/17,11.079
2021/03/18,12.627
2021/03/19,11.177
2021/03/20,8.062
2021/03/21,5.883
2021/03/22,8.268
2021/03/23,7.482
2021/03/24,7.99
2021/03/25,8.05
2021/03/26,8.728
2021/03/27,6.287
2021/03/28,5.518
2021/03/29,7.886
2021/03/30,9.577
2021/03/31,9.459
2021/04/01,9.037
2021/04/02,9.275
2021/04/03,9.303
2021/04/04,6.863
2021/04/05,8.837
2021/04/06,10.578
2021/04/07,9.341
2021/04/08,9.861
2021/04/09,10.919
2021/04/10,8.404
2021/04/11,6.502
2021/04/12,9.258
2021/04/13,10.297
2021/04/14,13.903
2021/04/15,12.627
2021/04/16,17.903
2021/04/17,22.344
2021/04/18,21.703
2021/04/19,26.262
2021/04/20,27.402
2021/04/21,28.844
2021/04/22,25.108
2021/04/23,24.229
2021/04/24,15.677
2021/04/25,11.663
2021/04/26,19.065
2021/04/27,15.467
2021/04/28,13.288
2021/04/29,15.969
2021/04/30,13.651
2021/05/01,10.523
2021/05/02,6.85
2021/05/03,9.118
2021/05/04,8.081
2021/05/05,9.245
2021/05/06,9.349
2021/05/07,8.854
2021/05/08,7.55
2021/05/09,5.686
2021/05/10,8.244
2021/05/11,7.074
2021/05/12,6.686
2021/05/13,6.67
2021/05/14,8.046
2021/05/15,7.518
2021/05/16,5.943
2021/05/17,9.157
2021/05/18,9.708
2021/05/19,13.582
2021/05/20,15.92
2021/05/21,16.013
2021/05/22,12.38
2021/05/23,9.871
2021/05/24,10.952
2021/05/25,10.047
2021/05/26,9.268
2021/05/27,8.296
2021/05/28,8.554
2021/05/29,6.142
2021/05/30,3.912
2021/05/31,4.911
2021/06/01,5.06
2021/06/02,4.7
2021/06/03,5.152
2021/06/04,4.92
2021/06/05,3.496
2021/06/06,2.354
2021/06/07,3.993
2021/06/08,3.649
2021/06/09,4.064
2021/06/10,5.918
2021/06/11,5.843
2021/06/12,4.127
2021/06/13,2.738
2021/06/14,4.275
2021/06/15,4.52
2021/06/16,4.84
2021/06/17,3.719
2021/06/18,3.856
2021/06/19,3.687
2021/06/20,3.348
2021/06/21,5.784
2021/06/22,7.756
2021/06/23,8.157
2021/06/24,6.821
2021/06/25,6.036
2021/06/26,5.025
2021/06/27,6.734
2021/06/28,8.891
2021/06/29,8.637
2021/06/30,10.004
2021/07/01,10.954
2021/07/02,9.927
2021/07/03,6.944
2021/07/04,5.702
2021/07/05,5.452
2021/07/06,5.04
2021/07/07,4.695
2021/07/08,3.262
2021/07/09,3.18
2021/07/10,1.873
2021/07/11,2.319
2021/07/12,3.521
2021/07/13,3.601
2021/07/14,2.293
2021/07/15,2.763
2021/07/16,1.812
2021/07/17,1.393
2021/07/18,1.324
2021/07/19,1.758
2021/07/20,2.285
2021/07/21,1.572
2021/07/22,1.465
2021/07/23,2.24
2021/07/24,1.315
2021/07/25,1.009
2021/07/26,1.914
2021/07/27,1.491
2021/07/28,1.561
2021/07/29,1.478
2021/07/30,1.386
2021/07/31,1.125
2021/08/01,0.99
2021/08/02,1.487
2021/08/03,1.198
2021/08/04,1.743
2021/08/05,1.468
2021/08/06,1.413
2021/08/07,0.986
2021/08/08,0.987
2021/08/09,1.406
2021/08/10,1.336
2021/08/11,1.424
2021/08/12,1.343
2021/08/13,2.589
2021/08/14,1.053
2021/08/15,0.849
2021/08/16,1.598
2021/08/17,1.436
2021/08/18,1.795
2021/08/19,1.324
2021/08/20,1.551
2021/08/21,1.064
2021/08/22,1.122
2021/08/23,1.152
2021/08/24,1.536
2021/08/25,1.27
2021/08/26,1.253
2021/08/27,1.29
2021/08/28,1.201
2021/08/29,0.889
2021/08/30,1.465
2021/08/31,1.505
2021/09/01,2.031
2021/09/02,2.101
2021/09/03,1.955
2021/09/04,1.224
2021/09/05,1.013
2021/09/06,1.576
2021/09/07,1.895
2021/09/08,1.631
2021/09/09,1.623
2021/09/10,1.634
2021/09/11,1.159
2021/09/12,0.924
2021/09/13,1.514
2021/09/14,1.394
2021/09/15,1.887
2021/09/16,1.938
2021/09/17,1.605
2021/09/18,1.183
2021/09/19,0.819
2021/09/20,1.338
2021/09/21,1.887
2021/09/22,1.647
2021/09/23,1.32
2021/09/24,1.715
2021/09/25,0.942
2021/09/26,0.966
2021/09/27,1.291
2021/09/28,1.418
2021/09/29,1.372
2021/09/30,1.364
2021/10/01,1.824
2021/10/02,0.922
2021/10/03,1.056
2021/10/04,1.388
2021/10/05,1.471
2021/10/06,2.154
2021/10/07,2.968
2021/10/08,2.683
2021/10/09,1.543
2021/10/10,1.266
2021/10/11,2.22
2021/10/12,2.229
2021/10/13,1.569
2021/10/14,1.868
2021/10/15,2.251
2021/10/16,1.853
2021/10/17,1.122
2021/10/18,1.683
2021/10/19,1.526
2021/10/20,1.974
2021/10/21,2.161
2021/10/22,1.612
2021/10/23,1.216
2021/10/24,0.931
2021/10/25,1.219
2021/10/26,1.444
2021/10/27,1.263
2021/10/28,1.34
2021/10/29,1.445
2021/10/30,1.065
2021/10/31,1.025
2021/11/01,1.629
2021/11/02,1.742
2021/11/03,1.56
2021/11/04,1.801
2021/11/05,1.777
2021/11/06,1.107
2021/11/07,0.998
2021/11/08,1.873
2021/11/09,2.392
2021/11/10,1.94
2021/11/11,1.552
2021/11/12,1.65
2021/11/13,1.107
2021/11/14,0.877
2021/11/15,1.324
2021/11/16,1.366
2021/11/17,1.426
2021/11/18,1.291
2021/11/19,1.519
2021/11/20,1.411
2021/11/21,1.107
2021/11/22,1.378
2021/11/23,1.468
2021/11/24,1.409
2021/11/25,1.797
2021/11/26,1.737
2021/11/27,0.937
2021/11/28,0.841
2021/11/29,1.231
2021/11/30,1.487
2021/12/01,2.346
2021/12/02,1.912
2021/12/03,1.25
2021/12/04,1.771
2021/12/05,2.064
2021/12/06,1.194
2021/12/07,1.17
2021/12/08,0.976
2021/12/09,1.169
2021/12/10,1.175
2021/12/11,0.834
2021/12/12,0.742
2021/12/13,1.448
