Date,top100cap14ema
2011/06/19,30.347
2011/06/20,30.388
2011/06/21,30.414
2011/06/22,30.428
2011/06/23,30.524
2011/06/24,30.591
2011/06/25,30.611
2011/06/26,30.607
2011/06/27,30.642
2011/06/28,30.634
2011/06/29,30.589
2011/06/30,30.519
2011/07/01,30.467
2011/07/02,30.413
2011/07/03,30.357
2011/07/04,30.302
2011/07/05,30.26
2011/07/06,30.222
2011/07/07,30.185
2011/07/08,30.146
2011/07/09,30.104
2011/07/10,30.057
2011/07/11,30.012
2011/07/12,29.966
2011/07/13,29.917
2011/07/14,29.87
2011/07/15,29.825
2011/07/16,29.78
2011/07/17,29.736
2011/07/18,29.731
2011/07/19,29.715
2011/07/20,29.694
2011/07/21,29.668
2011/07/22,29.634
2011/07/23,29.601
2011/07/24,29.569
2011/07/25,29.533
2011/07/26,29.494
2011/07/27,29.447
2011/07/28,29.387
2011/07/29,29.333
2011/07/30,29.279
2011/07/31,29.215
2011/08/01,29.138
2011/08/02,29.07
2011/08/03,29.006
2011/08/04,28.972
2011/08/05,28.931
2011/08/06,28.946
2011/08/07,28.972
2011/08/08,29.034
2011/08/09,29.076
2011/08/10,29.107
2011/08/11,29.129
2011/08/12,29.145
2011/08/13,29.149
2011/08/14,29.139
2011/08/15,29.131
2011/08/16,29.117
2011/08/17,29.154
2011/08/18,29.182
2011/08/19,29.204
2011/08/20,29.218
2011/08/21,29.226
2011/08/22,29.233
2011/08/23,29.234
2011/08/24,29.245
2011/08/25,29.166
2011/08/26,29.097
2011/08/27,29.094
2011/08/28,29.088
2011/08/29,29.075
2011/08/30,29.059
2011/08/31,29.043
2011/09/01,29.034
2011/09/02,29.021
2011/09/03,29.002
2011/09/04,28.987
2011/09/05,28.97
2011/09/06,28.951
2011/09/07,28.992
2011/09/08,29.024
2011/09/09,29.063
2011/09/10,29.097
2011/09/11,29.258
2011/09/12,29.421
2011/09/13,29.558
2011/09/14,29.67
2011/09/15,29.759
2011/09/16,29.837
2011/09/17,29.901
2011/09/18,29.957
2011/09/19,29.996
2011/09/20,30.021
2011/09/21,30.108
2011/09/22,30.172
2011/09/23,30.217
2011/09/24,30.259
2011/09/25,30.281
2011/09/26,30.294
2011/09/27,30.302
2011/09/28,30.306
2011/09/29,30.306
2011/09/30,30.303
2011/10/01,30.298
2011/10/02,30.29
2011/10/03,30.279
2011/10/04,30.266
2011/10/05,30.252
2011/10/06,30.233
2011/10/07,30.23
2011/10/08,30.224
2011/10/09,30.216
2011/10/10,30.205
2011/10/11,30.193
2011/10/12,30.176
2011/10/13,30.163
2011/10/14,30.147
2011/10/15,30.129
2011/10/16,30.111
2011/10/17,30.08
2011/10/18,30.043
2011/10/19,30.012
2011/10/20,29.974
2011/10/21,29.951
2011/10/22,29.916
2011/10/23,29.885
2011/10/24,29.855
2011/10/25,29.825
2011/10/26,29.797
2011/10/27,29.769
2011/10/28,29.742
2011/10/29,29.757
2011/10/30,29.768
2011/10/31,29.771
2011/11/01,29.768
2011/11/02,29.761
2011/11/03,29.773
2011/11/04,29.778
2011/11/05,29.776
2011/11/06,29.77
2011/11/07,29.764
2011/11/08,29.739
2011/11/09,29.707
2011/11/10,29.678
2011/11/11,29.649
2011/11/12,29.624
2011/11/13,29.598
2011/11/14,29.572
2011/11/15,29.544
2011/11/16,29.527
2011/11/17,29.501
2011/11/18,29.457
2011/11/19,29.431
2011/11/20,29.392
2011/11/21,29.353
2011/11/22,29.314
2011/11/23,29.275
2011/11/24,29.242
2011/11/25,29.208
2011/11/26,29.174
2011/11/27,29.141
2011/11/28,29.175
2011/11/29,29.204
2011/11/30,29.205
2011/12/01,29.203
2011/12/02,29.193
2011/12/03,29.173
2011/12/04,29.15
2011/12/05,29.122
2011/12/06,29.08
2011/12/07,29.031
2011/12/08,28.726
2011/12/09,28.039
2011/12/10,27.431
2011/12/11,26.873
2011/12/12,26.366
2011/12/13,25.924
2011/12/14,25.537
2011/12/15,25.2
2011/12/16,24.905
2011/12/17,24.646
2011/12/18,24.419
2011/12/19,24.219
2011/12/20,24.097
2011/12/21,23.986
2011/12/22,23.885
2011/12/23,23.794
2011/12/24,23.713
2011/12/25,23.639
2011/12/26,23.574
2011/12/27,23.51
2011/12/28,23.452
2011/12/29,23.398
2011/12/30,23.35
2011/12/31,23.304
2012/01/01,23.263
2012/01/02,23.224
2012/01/03,23.188
2012/01/04,23.154
2012/01/05,23.13
2012/01/06,23.098
2012/01/07,23.066
2012/01/08,23.036
2012/01/09,23.061
2012/01/10,23.079
2012/01/11,23.091
2012/01/12,23.098
2012/01/13,23.111
2012/01/14,23.13
2012/01/15,23.143
2012/01/16,23.149
2012/01/17,23.155
2012/01/18,23.165
2012/01/19,23.211
2012/01/20,23.248
2012/01/21,23.282
2012/01/22,23.316
2012/01/23,23.339
2012/01/24,23.357
2012/01/25,23.383
2012/01/26,23.399
2012/01/27,23.413
2012/01/28,23.425
2012/01/29,23.443
2012/01/30,23.459
2012/01/31,23.476
2012/02/01,23.486
2012/02/02,23.5
2012/02/03,23.509
2012/02/04,23.526
2012/02/05,23.539
2012/02/06,23.547
2012/02/07,23.55
2012/02/08,23.55
2012/02/09,23.549
2012/02/10,23.548
2012/02/11,23.53
2012/02/12,23.513
2012/02/13,23.53
2012/02/14,23.617
2012/02/15,23.538
2012/02/16,23.437
2012/02/17,23.339
2012/02/18,23.242
2012/02/19,23.157
2012/02/20,23.078
2012/02/21,23.019
2012/02/22,22.963
2012/02/23,22.91
2012/02/24,22.859
2012/02/25,22.885
2012/02/26,22.906
2012/02/27,22.921
2012/02/28,22.948
2012/02/29,22.954
2012/03/01,22.963
2012/03/02,22.975
2012/03/03,22.965
2012/03/04,22.951
2012/03/05,22.936
2012/03/06,22.921
2012/03/07,22.912
2012/03/08,22.901
2012/03/09,22.888
2012/03/10,22.876
2012/03/11,22.866
2012/03/12,22.847
2012/03/13,22.825
2012/03/14,22.816
2012/03/15,22.821
2012/03/16,22.825
2012/03/17,22.823
2012/03/18,22.823
2012/03/19,22.821
2012/03/20,22.82
2012/03/21,22.814
2012/03/22,22.795
2012/03/23,22.789
2012/03/24,22.777
2012/03/25,22.822
2012/03/26,22.86
2012/03/27,22.885
2012/03/28,22.923
2012/03/29,22.953
2012/03/30,22.972
2012/03/31,22.985
2012/04/01,22.995
2012/04/02,23.018
2012/04/03,23.021
2012/04/04,23.056
2012/04/05,23.097
2012/04/06,23.177
2012/04/07,23.243
2012/04/08,23.3
2012/04/09,23.288
2012/04/10,23.276
2012/04/11,23.268
2012/04/12,23.265
2012/04/13,23.244
2012/04/14,23.224
2012/04/15,23.219
2012/04/16,23.255
2012/04/17,23.317
2012/04/18,23.371
2012/04/19,23.429
2012/04/20,23.506
2012/04/21,23.571
2012/04/22,23.642
2012/04/23,23.7
2012/04/24,23.749
2012/04/25,23.774
2012/04/26,23.808
2012/04/27,23.837
2012/04/28,23.859
2012/04/29,23.853
2012/04/30,23.845
2012/05/01,23.837
2012/05/02,23.826
2012/05/03,23.813
2012/05/04,23.793
2012/05/05,23.785
2012/05/06,23.856
2012/05/07,23.927
2012/05/08,23.981
2012/05/09,24.042
2012/05/10,24.105
2012/05/11,24.206
2012/05/12,24.278
2012/05/13,24.343
2012/05/14,24.396
2012/05/15,24.455
2012/05/16,24.526
2012/05/17,24.618
2012/05/18,24.7
2012/05/19,24.764
2012/05/20,24.824
2012/05/21,24.878
2012/05/22,24.958
2012/05/23,25.036
2012/05/24,25.113
2012/05/25,25.184
2012/05/26,25.245
2012/05/27,25.295
2012/05/28,25.338
2012/05/29,25.378
2012/05/30,25.419
2012/05/31,25.416
2012/06/01,25.343
2012/06/02,25.275
2012/06/03,25.221
2012/06/04,25.161
2012/06/05,25.103
2012/06/06,25.054
2012/06/07,25.009
2012/06/08,24.967
2012/06/09,24.981
2012/06/10,24.981
2012/06/11,24.963
2012/06/12,24.943
2012/06/13,24.961
2012/06/14,24.964
2012/06/15,24.954
2012/06/16,24.953
2012/06/17,24.933
2012/06/18,24.928
2012/06/19,24.925
2012/06/20,24.919
2012/06/21,24.919
2012/06/22,24.914
2012/06/23,24.906
2012/06/24,24.916
2012/06/25,24.897
2012/06/26,24.867
2012/06/27,24.859
2012/06/28,24.881
2012/06/29,24.887
2012/06/30,24.894
2012/07/01,24.908
2012/07/02,24.897
2012/07/03,24.893
2012/07/04,24.91
2012/07/05,24.922
2012/07/06,24.933
2012/07/07,24.941
2012/07/08,24.947
2012/07/09,24.945
2012/07/10,24.94
2012/07/11,24.943
2012/07/12,25
2012/07/13,25.031
2012/07/14,25.051
2012/07/15,25.071
2012/07/16,25.065
2012/07/17,25.045
2012/07/18,25.026
2012/07/19,24.995
2012/07/20,24.967
2012/07/21,24.939
2012/07/22,24.909
2012/07/23,24.885
2012/07/24,24.851
2012/07/25,24.831
2012/07/26,24.825
2012/07/27,24.816
2012/07/28,24.806
2012/07/29,24.807
2012/07/30,24.802
2012/07/31,24.792
2012/08/01,24.792
2012/08/02,24.775
2012/08/03,24.758
2012/08/04,24.744
2012/08/05,24.727
2012/08/06,24.717
2012/08/07,24.709
2012/08/08,24.693
2012/08/09,24.661
2012/08/10,24.636
2012/08/11,24.602
2012/08/12,24.571
2012/08/13,24.526
2012/08/14,24.498
2012/08/15,24.477
2012/08/16,24.464
2012/08/17,24.444
2012/08/18,24.423
2012/08/19,24.341
2012/08/20,24.215
2012/08/21,24.08
2012/08/22,23.928
2012/08/23,23.79
2012/08/24,23.643
2012/08/25,23.5
2012/08/26,23.38
2012/08/27,23.248
2012/08/28,23.126
2012/08/29,23
2012/08/30,22.847
2012/08/31,22.71
2012/09/01,22.569
2012/09/02,22.43
2012/09/03,22.31
2012/09/04,22.196
2012/09/05,22.066
2012/09/06,21.934
2012/09/07,21.8
2012/09/08,21.673
2012/09/09,21.558
2012/09/10,21.442
2012/09/11,21.306
2012/09/12,21.165
2012/09/13,21.018
2012/09/14,20.864
2012/09/15,20.714
2012/09/16,20.563
2012/09/17,20.414
2012/09/18,20.278
2012/09/19,20.12
2012/09/20,19.974
2012/09/21,19.893
2012/09/22,19.805
2012/09/23,19.712
2012/09/24,19.631
2012/09/25,19.552
2012/09/26,19.481
2012/09/27,19.419
2012/09/28,19.364
2012/09/29,19.318
2012/09/30,19.276
2012/10/01,19.237
2012/10/02,19.207
2012/10/03,19.18
2012/10/04,19.161
2012/10/05,19.15
2012/10/06,19.135
2012/10/07,19.12
2012/10/08,19.087
2012/10/09,19.061
2012/10/10,19.051
2012/10/11,19.046
2012/10/12,19.036
2012/10/13,19.022
2012/10/14,19.011
2012/10/15,19.002
2012/10/16,19.012
2012/10/17,19.018
2012/10/18,19.019
2012/10/19,19.023
2012/10/20,19.026
2012/10/21,19.064
2012/10/22,19.136
2012/10/23,19.189
2012/10/24,19.236
2012/10/25,19.268
2012/10/26,19.3
2012/10/27,19.324
2012/10/28,19.339
2012/10/29,19.348
2012/10/30,19.403
2012/10/31,19.431
2012/11/01,19.456
2012/11/02,19.467
2012/11/03,19.484
2012/11/04,19.502
2012/11/05,19.512
2012/11/06,19.525
2012/11/07,19.525
2012/11/08,19.52
2012/11/09,19.516
2012/11/10,19.511
2012/11/11,19.512
2012/11/12,19.505
2012/11/13,19.497
2012/11/14,19.489
2012/11/15,19.488
2012/11/16,19.497
2012/11/17,19.522
2012/11/18,19.544
2012/11/19,19.566
2012/11/20,19.59
2012/11/21,19.628
2012/11/22,19.667
2012/11/23,19.699
2012/11/24,19.716
2012/11/25,19.73
2012/11/26,19.704
2012/11/27,19.731
2012/11/28,19.768
2012/11/29,19.799
2012/11/30,19.833
2012/12/01,19.863
2012/12/02,19.887
2012/12/03,19.918
2012/12/04,19.932
2012/12/05,19.938
2012/12/06,19.942
2012/12/07,19.946
2012/12/08,19.951
2012/12/09,19.942
2012/12/10,19.936
2012/12/11,19.927
2012/12/12,19.915
2012/12/13,19.88
2012/12/14,19.838
2012/12/15,19.804
2012/12/16,19.769
2012/12/17,19.743
2012/12/18,19.703
2012/12/19,19.682
2012/12/20,19.658
2012/12/21,19.624
2012/12/22,19.594
2012/12/23,19.568
2012/12/24,19.54
2012/12/25,19.514
2012/12/26,19.5
2012/12/27,19.489
2012/12/28,19.485
2012/12/29,19.485
2012/12/30,19.492
2012/12/31,19.494
2013/01/01,19.5
2013/01/02,19.513
2013/01/03,19.527
2013/01/04,19.529
2013/01/05,19.531
2013/01/06,19.54
2013/01/07,19.552
2013/01/08,19.531
2013/01/09,19.511
2013/01/10,19.49
2013/01/11,19.475
2013/01/12,19.462
2013/01/13,19.438
2013/01/14,19.411
2013/01/15,19.386
2013/01/16,19.363
2013/01/17,19.341
2013/01/18,19.321
2013/01/19,19.306
2013/01/20,19.294
2013/01/21,19.279
2013/01/22,19.271
2013/01/23,19.27
2013/01/24,19.255
2013/01/25,19.249
2013/01/26,19.263
2013/01/27,19.277
2013/01/28,19.29
2013/01/29,19.305
2013/01/30,19.329
2013/01/31,19.345
2013/02/01,19.361
2013/02/02,19.368
2013/02/03,19.373
2013/02/04,19.375
2013/02/05,19.379
2013/02/06,19.379
2013/02/07,19.381
2013/02/08,19.38
2013/02/09,19.374
2013/02/10,19.369
2013/02/11,19.368
2013/02/12,19.376
2013/02/13,19.384
2013/02/14,19.389
2013/02/15,19.388
2013/02/16,19.387
2013/02/17,19.361
2013/02/18,19.338
2013/02/19,19.32
2013/02/20,19.323
2013/02/21,19.327
2013/02/22,19.337
2013/02/23,19.34
2013/02/24,19.328
2013/02/25,19.313
2013/02/26,19.304
2013/02/27,19.295
2013/02/28,19.289
2013/03/01,19.281
2013/03/02,19.28
2013/03/03,19.289
2013/03/04,19.303
2013/03/05,19.307
2013/03/06,19.318
2013/03/07,19.327
2013/03/08,19.351
2013/03/09,19.373
2013/03/10,19.378
2013/03/11,19.387
2013/03/12,19.397
2013/03/13,19.408
2013/03/14,19.419
2013/03/15,19.417
2013/03/16,19.416
2013/03/17,19.413
2013/03/18,19.405
2013/03/19,19.397
2013/03/20,19.399
2013/03/21,19.396
2013/03/22,19.392
2013/03/23,19.385
2013/03/24,19.385
2013/03/25,19.393
2013/03/26,19.419
2013/03/27,19.453
2013/03/28,19.487
2013/03/29,19.537
2013/03/30,19.593
2013/03/31,19.626
2013/04/01,19.671
2013/04/02,19.718
2013/04/03,19.754
2013/04/04,19.786
2013/04/05,19.792
2013/04/06,19.797
2013/04/07,19.793
2013/04/08,19.779
2013/04/09,19.771
2013/04/10,19.77
2013/04/11,19.826
2013/04/12,19.867
2013/04/13,19.903
2013/04/14,19.936
2013/04/15,19.996
2013/04/16,20.065
2013/04/17,20.108
2013/04/18,20.151
2013/04/19,20.187
2013/04/20,20.235
2013/04/21,20.273
2013/04/22,20.306
2013/04/23,20.334
2013/04/24,20.331
2013/04/25,20.338
2013/04/26,20.349
2013/04/27,20.325
2013/04/28,20.306
2013/04/29,20.273
2013/04/30,20.248
2013/05/01,20.236
2013/05/02,20.233
2013/05/03,20.232
2013/05/04,20.229
2013/05/05,20.221
2013/05/06,20.205
2013/05/07,20.19
2013/05/08,20.182
2013/05/09,20.176
2013/05/10,20.161
2013/05/11,20.143
2013/05/12,20.125
2013/05/13,20.109
2013/05/14,20.097
2013/05/15,20.09
2013/05/16,20.097
2013/05/17,20.099
2013/05/18,20.101
2013/05/19,20.1
2013/05/20,20.102
2013/05/21,20.099
2013/05/22,20.104
2013/05/23,20.105
2013/05/24,20.11
2013/05/25,20.082
2013/05/26,20.059
2013/05/27,20.048
2013/05/28,20.038
2013/05/29,20.024
2013/05/30,20.013
2013/05/31,19.995
2013/06/01,19.98
2013/06/02,19.967
2013/06/03,19.944
2013/06/04,19.923
2013/06/05,19.916
2013/06/06,19.903
2013/06/07,19.891
2013/06/08,19.886
2013/06/09,19.89
2013/06/10,19.892
2013/06/11,19.891
2013/06/12,19.902
2013/06/13,19.911
2013/06/14,19.923
2013/06/15,19.934
2013/06/16,19.947
2013/06/17,19.96
2013/06/18,19.971
2013/06/19,19.985
2013/06/20,19.996
2013/06/21,20.008
2013/06/22,20.013
2013/06/23,20.022
2013/06/24,20.03
2013/06/25,20.03
2013/06/26,20.033
2013/06/27,20.04
2013/06/28,20.048
2013/06/29,20.061
2013/06/30,20.072
2013/07/01,20.091
2013/07/02,20.112
2013/07/03,20.132
2013/07/04,20.161
2013/07/05,20.197
2013/07/06,20.243
2013/07/07,20.282
2013/07/08,20.323
2013/07/09,20.36
2013/07/10,20.389
2013/07/11,20.416
2013/07/12,20.428
2013/07/13,20.427
2013/07/14,20.418
2013/07/15,20.405
2013/07/16,20.389
2013/07/17,20.383
2013/07/18,20.421
2013/07/19,20.438
2013/07/20,20.449
2013/07/21,20.459
2013/07/22,20.47
2013/07/23,20.471
2013/07/24,20.475
2013/07/25,20.479
2013/07/26,20.479
2013/07/27,20.481
2013/07/28,20.484
2013/07/29,20.498
2013/07/30,20.515
2013/07/31,20.545
2013/08/01,20.561
2013/08/02,20.577
2013/08/03,20.579
2013/08/04,20.581
2013/08/05,20.574
2013/08/06,20.571
2013/08/07,20.575
2013/08/08,20.581
2013/08/09,20.581
2013/08/10,20.572
2013/08/11,20.581
2013/08/12,20.619
2013/08/13,20.664
2013/08/14,20.692
2013/08/15,20.706
2013/08/16,20.707
2013/08/17,20.688
2013/08/18,20.67
2013/08/19,20.657
2013/08/20,20.628
2013/08/21,20.595
2013/08/22,20.568
2013/08/23,20.525
2013/08/24,20.486
2013/08/25,20.455
2013/08/26,20.423
2013/08/27,20.388
2013/08/28,20.362
2013/08/29,20.317
2013/08/30,20.278
2013/08/31,20.242
2013/09/01,20.201
2013/09/02,20.161
2013/09/03,20.126
2013/09/04,20.103
2013/09/05,20.067
2013/09/06,20.036
2013/09/07,20.005
2013/09/08,19.978
2013/09/09,19.935
2013/09/10,19.899
2013/09/11,19.862
2013/09/12,19.824
2013/09/13,19.787
2013/09/14,19.754
2013/09/15,19.722
2013/09/16,19.686
2013/09/17,19.654
2013/09/18,19.623
2013/09/19,19.614
2013/09/20,19.606
2013/09/21,19.598
2013/09/22,19.57
2013/09/23,19.55
2013/09/24,19.527
2013/09/25,19.504
2013/09/26,19.487
2013/09/27,19.478
2013/09/28,19.469
2013/09/29,19.467
2013/09/30,19.465
2013/10/01,19.468
2013/10/02,19.495
2013/10/03,19.545
2013/10/04,19.586
2013/10/05,19.623
2013/10/06,19.65
2013/10/07,19.673
2013/10/08,19.692
2013/10/09,19.703
2013/10/10,19.711
2013/10/11,19.732
2013/10/12,19.751
2013/10/13,19.77
2013/10/14,19.781
2013/10/15,19.789
2013/10/16,19.789
2013/10/17,19.787
2013/10/18,19.798
2013/10/19,19.811
2013/10/20,19.821
2013/10/21,19.815
2013/10/22,19.798
2013/10/23,19.784
2013/10/24,19.765
2013/10/25,19.889
2013/10/26,20.003
2013/10/27,20.102
2013/10/28,20.184
2013/10/29,20.255
2013/10/30,20.322
2013/10/31,20.382
2013/11/01,20.438
2013/11/02,20.485
2013/11/03,20.531
2013/11/04,20.635
2013/11/05,20.735
2013/11/06,20.827
2013/11/07,20.911
2013/11/08,20.983
2013/11/09,21.044
2013/11/10,21.1
2013/11/11,21.144
2013/11/12,21.18
2013/11/13,21.203
2013/11/14,21.224
2013/11/15,21.238
2013/11/16,21.253
2013/11/17,21.269
2013/11/18,21.283
2013/11/19,21.302
2013/11/20,21.318
2013/11/21,21.322
2013/11/22,21.423
2013/11/23,21.469
2013/11/24,21.507
2013/11/25,21.533
2013/11/26,21.546
2013/11/27,21.547
2013/11/28,21.558
2013/11/29,21.545
2013/11/30,21.523
2013/12/01,21.506
2013/12/02,21.486
2013/12/03,21.47
2013/12/04,21.455
2013/12/05,21.435
2013/12/06,21.435
2013/12/07,21.437
2013/12/08,21.432
2013/12/09,21.431
2013/12/10,21.46
2013/12/11,21.508
2013/12/12,21.555
2013/12/13,21.605
2013/12/14,21.638
2013/12/15,21.664
2013/12/16,21.686
2013/12/17,21.705
2013/12/18,21.722
2013/12/19,21.736
2013/12/20,21.746
2013/12/21,21.743
2013/12/22,21.736
2013/12/23,21.726
2013/12/24,21.724
2013/12/25,21.67
2013/12/26,21.623
2013/12/27,21.581
2013/12/28,21.544
2013/12/29,21.509
2013/12/30,21.486
2013/12/31,21.461
2014/01/01,21.408
2014/01/02,21.363
2014/01/03,21.327
2014/01/04,21.303
2014/01/05,21.275
2014/01/06,21.257
2014/01/07,21.241
