Date,hashrate14sma
2010/07/17,769377593
2010/07/18,867227280
2010/07/19,966260371
2010/07/20,1068545838
2010/07/21,1178520722
2010/07/22,1287530530
2010/07/23,1395091600
2010/07/24,1497930672
2010/07/25,1618481042
2010/07/26,1743152807
2010/07/27,1819874296
2010/07/28,1863290544
2010/07/29,1914770054
2010/07/30,1937469915
2010/07/31,1901022131
2010/08/01,1980818650
2010/08/02,2083071457
2010/08/03,2173391001
2010/08/04,2246130901
2010/08/05,2348733817
2010/08/06,2454657009
2010/08/07,2522014903
2010/08/08,2609198977
2010/08/09,2696909457
2010/08/10,2760961928
2010/08/11,2890117301
2010/08/12,3017753620
2010/08/13,3141267203
2010/08/14,3279331123
2010/08/15,3502280541
2010/08/16,3555167241
2010/08/17,3601010951
2010/08/18,3642746828
2010/08/19,3665144869
2010/08/20,3731194407
2010/08/21,3877249974
2010/08/22,4008895638
2010/08/23,4148816208
2010/08/24,4299097320
2010/08/25,4433588071
2010/08/26,4545767040
2010/08/27,4682993677
2010/08/28,4778631591
2010/08/29,4724843742
2010/08/30,4795090545
2010/08/31,4920669485
2010/09/01,5065225274
2010/09/02,5165561721
2010/09/03,5224703136
2010/09/04,5275705026
2010/09/05,5302841059
2010/09/06,5280334275
2010/09/07,5234198885
2010/09/08,5223910900
2010/09/09,5222201839
2010/09/10,5208862678
2010/09/11,5239401103
2010/09/12,5318092562
2010/09/13,5427138237
2010/09/14,5517226671
2010/09/15,5595773916
2010/09/16,5740101474
2010/09/17,5941232679
2010/09/18,6123884168
2010/09/19,6451525681
2010/09/20,6765019755
2010/09/21,7040425378
2010/09/22,7206665981
2010/09/23,7470689099
2010/09/24,7832746010
2010/09/25,8127980048
2010/09/26,8347603947
2010/09/27,8624441990
2010/09/28,8926312886
2010/09/29,9364307567
2010/09/30,9560817644
2010/10/01,9745687599
2010/10/02,9768806467
2010/10/03,9577239713
2010/10/04,9552003721
2010/10/05,9574243755
2010/10/06,9705284873
2010/10/07,9842410856
2010/10/08,9829690989
2010/10/09,9839238748
2010/10/10,9963741653
2010/10/11,10034198788
2010/10/12,10040915777
2010/10/13,9955802349
2010/10/14,10184135804
2010/10/15,10389521400
2010/10/16,10855595765
2010/10/17,11707426735
2010/10/18,12331691762
2010/10/19,12858377655
2010/10/20,13413522128
2010/10/21,14307250665
2010/10/22,14795030856
2010/10/23,15363675133
2010/10/24,15954079842
2010/10/25,16764856064
2010/10/26,17719072536
