Date,mining_profitability30std
2010/11/04,26403
2010/11/05,26351
2010/11/06,29210
2010/11/07,36295
2010/11/08,37913
2010/11/09,38518
2010/11/10,39174
2010/11/11,40068
2010/11/12,40879
2010/11/13,40663
2010/11/14,40711
2010/11/15,40599
2010/11/16,40888
2010/11/17,41245
2010/11/18,41662
2010/11/19,43676
2010/11/20,43814
2010/11/21,44106
2010/11/22,44528
2010/11/23,45534
2010/11/24,45829
2010/11/25,46220
2010/11/26,46830
2010/11/27,46745
2010/11/28,46473
2010/11/29,45096
2010/11/30,46265
2010/12/01,47350
2010/12/02,48261
2010/12/03,48902
2010/12/04,49096
2010/12/05,48898
2010/12/06,44340
2010/12/07,31925
2010/12/08,23534
2010/12/09,23958
2010/12/10,25381
2010/12/11,26179
2010/12/12,26990
2010/12/13,24970
2010/12/14,22970
2010/12/15,22108
2010/12/16,21027
2010/12/17,19891
2010/12/18,18981
2010/12/19,19197
2010/12/20,19275
2010/12/21,18776
2010/12/22,18421
2010/12/23,18255
2010/12/24,17275
2010/12/25,15551
2010/12/26,14598
2010/12/27,13590
2010/12/28,11908
2010/12/29,9932
2010/12/30,9583
2010/12/31,9262
2011/01/01,8808
2011/01/02,7994
2011/01/03,7170
2011/01/04,6842
2011/01/05,6360
2011/01/06,5717
2011/01/07,4345
2011/01/08,4032
2011/01/09,3714
2011/01/10,3714
2011/01/11,3722
2011/01/12,3512
2011/01/13,3462
2011/01/14,3541
2011/01/15,3553
2011/01/16,3666
2011/01/17,3696
2011/01/18,3825
2011/01/19,3843
2011/01/20,3770
2011/01/21,3469
2011/01/22,3761
2011/01/23,3910
2011/01/24,4337
2011/01/25,4227
2011/01/26,4268
2011/01/27,4236
2011/01/28,4227
2011/01/29,4226
2011/01/30,4226
2011/01/31,4593
2011/02/01,5052
2011/02/02,6269
2011/02/03,7440
2011/02/04,9426
2011/02/05,10654
2011/02/06,12479
2011/02/07,14298
2011/02/08,14479
2011/02/09,15460
2011/02/10,16145
2011/02/11,16616
2011/02/12,17163
2011/02/13,17693
2011/02/14,17975
2011/02/15,18576
2011/02/16,18814
2011/02/17,18198
2011/02/18,17594
2011/02/19,17518
2011/02/20,17123
2011/02/21,17185
2011/02/22,17151
2011/02/23,17075
2011/02/24,16859
2011/02/25,16613
2011/02/26,15950
2011/02/27,16151
2011/02/28,17095
2011/03/01,17698
2011/03/02,18227
2011/03/03,18753
2011/03/04,19345
2011/03/05,19811
2011/03/06,20229
2011/03/07,20821
2011/03/08,20843
2011/03/09,20612
2011/03/10,21393
2011/03/11,21164
2011/03/12,20913
2011/03/13,20684
2011/03/14,20026
2011/03/15,19102
2011/03/16,18029
2011/03/17,15969
2011/03/18,13899
2011/03/19,12119
2011/03/20,11693
2011/03/21,11771
2011/03/22,11405
2011/03/23,11130
2011/03/24,10767
2011/03/25,9776
2011/03/26,9090
2011/03/27,7904
2011/03/28,5593
2011/03/29,5320
2011/03/30,5336
2011/03/31,5289
2011/04/01,4926
2011/04/02,4438
2011/04/03,3900
2011/04/04,3091
2011/04/05,2694
2011/04/06,2888
2011/04/07,2681
2011/04/08,2629
2011/04/09,2734
2011/04/10,2747
2011/04/11,2729
2011/04/12,2752
2011/04/13,2732
2011/04/14,2690
2011/04/15,2680
2011/04/16,2830
2011/04/17,2982
2011/04/18,2989
2011/04/19,3153
2011/04/20,3154
2011/04/21,3075
2011/04/22,3397
2011/04/23,3925
2011/04/24,4433
2011/04/25,5186
2011/04/26,5610
2011/04/27,6144
2011/04/28,7112
2011/04/29,9140
2011/04/30,10846
2011/05/01,12082
2011/05/02,13173
2011/05/03,14151
2011/05/04,15146
2011/05/05,15975
2011/05/06,16445
2011/05/07,16810
2011/05/08,17578
2011/05/09,17786
2011/05/10,17439
2011/05/11,17787
2011/05/12,17901
2011/05/13,20012
2011/05/14,21598
2011/05/15,21768
2011/05/16,22979
2011/05/17,23638
2011/05/18,23502
2011/05/19,22901
2011/05/20,21917
2011/05/21,20901
2011/05/22,20132
2011/05/23,19376
2011/05/24,18650
2011/05/25,17976
2011/05/26,17146
2011/05/27,17724
2011/05/28,18114
2011/05/29,18558
2011/05/30,19206
2011/05/31,19713
2011/06/01,19924
2011/06/02,20177
2011/06/03,20198
2011/06/04,20458
2011/06/05,20685
2011/06/06,20725
2011/06/07,20700
2011/06/08,21530
2011/06/09,22904
2011/06/10,23373
2011/06/11,23402
2011/06/12,22654
2011/06/13,21708
2011/06/14,21461
2011/06/15,20340
2011/06/16,19991
2011/06/17,19657
2011/06/18,19831
2011/06/19,20084
2011/06/20,20337
2011/06/21,20564
2011/06/22,20853
2011/06/23,21121
2011/06/24,21675
2011/06/25,22496
2011/06/26,22690
2011/06/27,23039
2011/06/28,23531
2011/06/29,23922
2011/06/30,24312
2011/07/01,24938
2011/07/02,25493
2011/07/03,25956
2011/07/04,25706
2011/07/05,25492
2011/07/06,25390
2011/07/07,25364
2011/07/08,23395
2011/07/09,19506
2011/07/10,16550
2011/07/11,14783
2011/07/12,14263
2011/07/13,12675
2011/07/14,9964
2011/07/15,8328
2011/07/16,8365
2011/07/17,8123
2011/07/18,7751
2011/07/19,7222
2011/07/20,6591
2011/07/21,5658
2011/07/22,4748
2011/07/23,3514
2011/07/24,3238
2011/07/25,3252
2011/07/26,3138
2011/07/27,2926
2011/07/28,2772
2011/07/29,2531
2011/07/30,2174
2011/07/31,2095
2011/08/01,2086
2011/08/02,2036
2011/08/03,2074
2011/08/04,2453
2011/08/05,2517
2011/08/06,2920
2011/08/07,3086
2011/08/08,3304
2011/08/09,3401
2011/08/10,3408
2011/08/11,3455
2011/08/12,3367
2011/08/13,3436
2011/08/14,3348
2011/08/15,3339
2011/08/16,3205
2011/08/17,3109
2011/08/18,3103
2011/08/19,2997
2011/08/20,2942
2011/08/21,2870
2011/08/22,2809
2011/08/23,2690
2011/08/24,2572
2011/08/25,2369
2011/08/26,2292
2011/08/27,2276
2011/08/28,2105
2011/08/29,1924
2011/08/30,1639
2011/08/31,1571
2011/09/01,1547
2011/09/02,1543
2011/09/03,1546
2011/09/04,1555
2011/09/05,1496
2011/09/06,1466
2011/09/07,1558
2011/09/08,1636
2011/09/09,1738
2011/09/10,1991
2011/09/11,2165
2011/09/12,2225
2011/09/13,2265
2011/09/14,2331
2011/09/15,2279
2011/09/16,2377
2011/09/17,2396
2011/09/18,2404
2011/09/19,2282
2011/09/20,2091
2011/09/21,1995
2011/09/22,1933
2011/09/23,1862
2011/09/24,1736
2011/09/25,1703
2011/09/26,1707
2011/09/27,1690
2011/09/28,1554
2011/09/29,1491
2011/09/30,1421
2011/10/01,1376
2011/10/02,1248
2011/10/03,1128
2011/10/04,1025
2011/10/05,842.992
2011/10/06,780.943
2011/10/07,759.262
2011/10/08,752.493
2011/10/09,730.444
2011/10/10,737.567
2011/10/11,810.555
2011/10/12,779.389
2011/10/13,767.946
2011/10/14,756.029
2011/10/15,753.979
2011/10/16,757.448
2011/10/17,798.676
2011/10/18,893.148
2011/10/19,974.534
2011/10/20,1012
2011/10/21,1050
2011/10/22,1065
2011/10/23,1061
2011/10/24,1036
2011/10/25,1045
2011/10/26,1050
2011/10/27,1069
2011/10/28,1040
2011/10/29,1037
2011/10/30,1026
2011/10/31,948.024
2011/11/01,964.352
2011/11/02,914.828
2011/11/03,912.243
2011/11/04,850.848
2011/11/05,845.528
2011/11/06,815.42
2011/11/07,819.343
2011/11/08,827.921
2011/11/09,831.844
2011/11/10,825.997
2011/11/11,820.081
2011/11/12,836.883
2011/11/13,791.882
2011/11/14,786.917
2011/11/15,790.761
2011/11/16,798.016
2011/11/17,775.327
2011/11/18,763.467
2011/11/19,757.024
2011/11/20,715.253
2011/11/21,736.268
2011/11/22,740.575
2011/11/23,750.457
2011/11/24,744.547
2011/11/25,726.164
2011/11/26,710.148
2011/11/27,717.742
2011/11/28,717.885
2011/11/29,711.776
2011/11/30,736.108
2011/12/01,733.808
2011/12/02,714.877
2011/12/03,752.205
2011/12/04,720.975
2011/12/05,737.126
2011/12/06,766.128
2011/12/07,765.351
2011/12/08,802.348
2011/12/09,808.242
2011/12/10,810.808
2011/12/11,871.015
2011/12/12,862.941
2011/12/13,884.582
2011/12/14,906.458
2011/12/15,895.687
2011/12/16,885.739
2011/12/17,910.658
2011/12/18,880.864
2011/12/19,844.02
2011/12/20,850.593
2011/12/21,830.773
2011/12/22,864.627
2011/12/23,838.269
2011/12/24,831.377
2011/12/25,912.002
2011/12/26,887.175
2011/12/27,823.999
2011/12/28,834.259
2011/12/29,811.244
2011/12/30,900.919
2011/12/31,939.301
2012/01/01,1024
2012/01/02,1141
2012/01/03,1177
2012/01/04,1212
2012/01/05,1469
2012/01/06,1708
2012/01/07,1930
2012/01/08,2039
2012/01/09,2077
2012/01/10,2090
2012/01/11,2124
2012/01/12,2130
2012/01/13,2149
2012/01/14,2087
2012/01/15,2033
2012/01/16,2112
2012/01/17,2011
2012/01/18,1958
2012/01/19,1908
2012/01/20,1879
2012/01/21,1838
2012/01/22,1757
2012/01/23,1710
2012/01/24,1682
2012/01/25,1613
2012/01/26,1479
2012/01/27,1448
2012/01/28,1354
2012/01/29,1321
2012/01/30,1278
2012/01/31,1328
2012/02/01,1337
2012/02/02,1318
2012/02/03,1313
2012/02/04,1295
2012/02/05,1268
2012/02/06,1220
2012/02/07,1209
2012/02/08,1191
2012/02/09,1199
2012/02/10,1181
2012/02/11,1164
2012/02/12,1136
2012/02/13,1159
2012/02/14,1171
2012/02/15,1035
2012/02/16,1127
2012/02/17,1165
2012/02/18,1125
2012/02/19,1132
2012/02/20,1159
2012/02/21,1194
2012/02/22,1127
2012/02/23,1102
2012/02/24,1081
2012/02/25,1070
2012/02/26,1083
2012/02/27,1080
2012/02/28,1035
2012/02/29,1023
2012/03/01,1031
2012/03/02,1032
2012/03/03,926.35
2012/03/04,895.057
2012/03/05,828.154
2012/03/06,824.25
2012/03/07,804.244
2012/03/08,795.466
2012/03/09,738.89
2012/03/10,685.244
2012/03/11,663.639
2012/03/12,525.242
2012/03/13,459.358
2012/03/14,455.709
2012/03/15,436.619
2012/03/16,485.604
2012/03/17,486.489
2012/03/18,486.173
2012/03/19,499.687
2012/03/20,470.754
2012/03/21,446.645
2012/03/22,445.763
2012/03/23,472.348
2012/03/24,477.767
2012/03/25,508.831
2012/03/26,518.536
2012/03/27,519.467
2012/03/28,512.628
2012/03/29,511.53
2012/03/30,501.53
2012/03/31,501.651
2012/04/01,520.232
2012/04/02,568.386
2012/04/03,565.868
2012/04/04,566.115
2012/04/05,576.504
2012/04/06,564.685
2012/04/07,576.245
2012/04/08,566.96
2012/04/09,577.988
2012/04/10,578.824
2012/04/11,579.572
2012/04/12,586.43
2012/04/13,584.508
2012/04/14,579.139
2012/04/15,505.01
2012/04/16,498.033
2012/04/17,483.608
2012/04/18,486.985
2012/04/19,500.685
2012/04/20,501.817
2012/04/21,523.118
2012/04/22,521.01
2012/04/23,487.535
2012/04/24,486.175
2012/04/25,485.369
2012/04/26,512.949
2012/04/27,518.842
2012/04/28,520.207
2012/04/29,548.419
2012/04/30,556.342
2012/05/01,543.551
2012/05/02,502.058
2012/05/03,509.608
2012/05/04,507.284
2012/05/05,511.951
2012/05/06,510.177
2012/05/07,497.44
2012/05/08,496.621
2012/05/09,478.06
2012/05/10,557.039
2012/05/11,540.251
2012/05/12,571.393
2012/05/13,573.68
2012/05/14,583.247
2012/05/15,583.562
2012/05/16,565.209
2012/05/17,578.958
2012/05/18,578.871
2012/05/19,566.392
2012/05/20,576.002
2012/05/21,585.525
2012/05/22,594.113
2012/05/23,589.39
2012/05/24,586.524
2012/05/25,587.824
2012/05/26,576.263
2012/05/27,575.132
2012/05/28,567.995
2012/05/29,537.514
2012/05/30,534.8
2012/05/31,533.785
2012/06/01,569.475
2012/06/02,565.312
2012/06/03,557.907
2012/06/04,537.911
2012/06/05,556.6
2012/06/06,551.174
2012/06/07,566.357
2012/06/08,583.463
2012/06/09,572.393
2012/06/10,584.048
2012/06/11,543.021
2012/06/12,612.683
2012/06/13,606.895
2012/06/14,642.975
2012/06/15,672.42
2012/06/16,708.819
2012/06/17,744.201
2012/06/18,821.119
2012/06/19,800.383
2012/06/20,821.305
2012/06/21,798.499
2012/06/22,808.603
2012/06/23,781.287
2012/06/24,785.907
2012/06/25,791.567
2012/06/26,784.811
2012/06/27,772.871
2012/06/28,741.248
2012/06/29,741.423
2012/06/30,710.49
2012/07/01,717.075
2012/07/02,708.305
2012/07/03,683.69
2012/07/04,671.541
2012/07/05,665.798
2012/07/06,646.224
2012/07/07,638.149
2012/07/08,630.325
2012/07/09,633.067
2012/07/10,628.44
2012/07/11,541.081
2012/07/12,595.92
2012/07/13,626.699
2012/07/14,642.86
2012/07/15,642.716
2012/07/16,706.259
2012/07/17,816.384
2012/07/18,842.54
2012/07/19,797.496
2012/07/20,856.519
2012/07/21,874.479
2012/07/22,922.006
2012/07/23,920.317
2012/07/24,878.758
2012/07/25,890.243
2012/07/26,889.591
2012/07/27,939.908
2012/07/28,913.616
2012/07/29,981.1
2012/07/30,950.721
2012/07/31,947.107
2012/08/01,937.289
2012/08/02,996.548
2012/08/03,967.946
2012/08/04,976.404
2012/08/05,965.023
2012/08/06,967.103
2012/08/07,1016
2012/08/08,1035
2012/08/09,1037
2012/08/10,982.521
2012/08/11,1027
2012/08/12,1031
2012/08/13,1031
2012/08/14,969.829
2012/08/15,1022
2012/08/16,1061
2012/08/17,1060
2012/08/18,1040
2012/08/19,1038
2012/08/20,1123
2012/08/21,1160
2012/08/22,1136
2012/08/23,1147
2012/08/24,1176
2012/08/25,1196
2012/08/26,1201
2012/08/27,1214
2012/08/28,1219
2012/08/29,1202
2012/08/30,1181
2012/08/31,1218
2012/09/01,1246
2012/09/02,1262
2012/09/03,1306
2012/09/04,1309
2012/09/05,1311
2012/09/06,1267
2012/09/07,1258
2012/09/08,1268
2012/09/09,1253
2012/09/10,1211
2012/09/11,1214
2012/09/12,1161
2012/09/13,1150
2012/09/14,1017
2012/09/15,878.804
2012/09/16,795.367
2012/09/17,640.419
2012/09/18,555.034
2012/09/19,528.709
2012/09/20,542.089
2012/09/21,535.802
2012/09/22,550.984
2012/09/23,553.536
2012/09/24,553.69
2012/09/25,557.977
2012/09/26,552.675
2012/09/27,573.134
2012/09/28,563.683
2012/09/29,571.843
2012/09/30,569.568
2012/10/01,590.33
2012/10/02,602.05
2012/10/03,600.008
2012/10/04,581.275
2012/10/05,577.174
2012/10/06,589.721
2012/10/07,642.993
2012/10/08,628.456
2012/10/09,669.689
2012/10/10,675.566
2012/10/11,689.102
2012/10/12,680.308
2012/10/13,667.4
2012/10/14,708.644
2012/10/15,707.852
2012/10/16,698.416
2012/10/17,710.677
2012/10/18,707.601
2012/10/19,766.454
2012/10/20,741.673
2012/10/21,730.926
2012/10/22,732.129
2012/10/23,767.198
2012/10/24,764.908
2012/10/25,774.425
2012/10/26,771.186
2012/10/27,754.923
2012/10/28,768.927
2012/10/29,764.915
2012/10/30,805.895
2012/10/31,822.122
2012/11/01,787.997
2012/11/02,813.09
2012/11/03,812.646
2012/11/04,811.156
2012/11/05,743.143
2012/11/06,772.058
2012/11/07,707.809
2012/11/08,726.629
2012/11/09,719.008
2012/11/10,742.695
2012/11/11,724.636
2012/11/12,724.297
2012/11/13,724.347
2012/11/14,665.712
2012/11/15,655.561
2012/11/16,651.356
2012/11/17,598.327
2012/11/18,598.871
2012/11/19,535.745
2012/11/20,517.691
2012/11/21,492.199
2012/11/22,491.561
2012/11/23,490.532
2012/11/24,483.038
2012/11/25,477.932
2012/11/26,484.994
2012/11/27,485.495
2012/11/28,490.77
2012/11/29,754.968
2012/11/30,966.564
2012/12/01,1063
2012/12/02,1199
2012/12/03,1294
2012/12/04,1397
2012/12/05,1441
2012/12/06,1486
2012/12/07,1518
2012/12/08,1560
2012/12/09,1592
2012/12/10,1614
2012/12/11,1622
2012/12/12,1653
2012/12/13,1649
2012/12/14,1667
2012/12/15,1662
2012/12/16,1642
2012/12/17,1618
2012/12/18,1605
2012/12/19,1526
2012/12/20,1497
2012/12/21,1429
2012/12/22,1376
2012/12/23,1206
2012/12/24,1110
2012/12/25,966.645
2012/12/26,792.265
2012/12/27,580.208
2012/12/28,409.416
2012/12/29,404.865
2012/12/30,421.742
2012/12/31,422.262
2013/01/01,409.632
2013/01/02,405.715
2013/01/03,384.267
2013/01/04,388.586
2013/01/05,388.085
2013/01/06,392.105
2013/01/07,405.284
2013/01/08,412.146
2013/01/09,412.16
2013/01/10,415.288
2013/01/11,410.038
2013/01/12,412.635
2013/01/13,401.777
2013/01/14,408.92
2013/01/15,407.357
2013/01/16,413.408
2013/01/17,410.368
2013/01/18,423.294
2013/01/19,444.362
2013/01/20,444.625
2013/01/21,443.832
2013/01/22,432.379
2013/01/23,439.712
2013/01/24,523.127
2013/01/25,539.831
2013/01/26,633.7
2013/01/27,664.144
2013/01/28,688.679
2013/01/29,762.163
2013/01/30,804.612
2013/01/31,918.075
2013/02/01,929.25
2013/02/02,959.346
2013/02/03,1076
2013/02/04,1070
2013/02/05,1079
2013/02/06,1080
2013/02/07,1059
2013/02/08,1054
2013/02/09,1063
2013/02/10,1057
2013/02/11,1054
2013/02/12,1049
2013/02/13,1113
2013/02/14,1045
2013/02/15,1106
2013/02/16,1074
2013/02/17,1073
2013/02/18,1050
2013/02/19,998.308
2013/02/20,999.404
2013/02/21,974.747
2013/02/22,940.045
2013/02/23,937.905
2013/02/24,886.044
2013/02/25,932.178
2013/02/26,896.853
2013/02/27,874.869
2013/02/28,873.423
2013/03/01,861.143
2013/03/02,860.892
2013/03/03,815.916
2013/03/04,792.782
2013/03/05,791.508
2013/03/06,801.231
2013/03/07,859.183
2013/03/08,837.037
2013/03/09,909.86
2013/03/10,975.085
2013/03/11,977.791
2013/03/12,1036
2013/03/13,1045
2013/03/14,1041
2013/03/15,1042
2013/03/16,1015
2013/03/17,1036
2013/03/18,1038
2013/03/19,1044
2013/03/20,1294
2013/03/21,1481
2013/03/22,1700
2013/03/23,1800
2013/03/24,1789
2013/03/25,1756
2013/03/26,1722
2013/03/27,1741
2013/03/28,1910
2013/03/29,1946
2013/03/30,1975
2013/03/31,2024
2013/04/01,2048
2013/04/02,2170
2013/04/03,2388
2013/04/04,2510
2013/04/05,2853
2013/04/06,2999
2013/04/07,3162
2013/04/08,3402
2013/04/09,4155
2013/04/10,4531
2013/04/11,4480
2013/04/12,4423
2013/04/13,4352
2013/04/14,4267
2013/04/15,4198
2013/04/16,4198
2013/04/17,4169
2013/04/18,4168
2013/04/19,4184
2013/04/20,4181
2013/04/21,4186
2013/04/22,4204
2013/04/23,4129
2013/04/24,4024
2013/04/25,3976
2013/04/26,3925
2013/04/27,3946
2013/04/28,3927
2013/04/29,3912
2013/04/30,3930
2013/05/01,3953
2013/05/02,4027
2013/05/03,4083
2013/05/04,4090
2013/05/05,3975
2013/05/06,3959
2013/05/07,3886
2013/05/08,3726
2013/05/09,2815
2013/05/10,1792
2013/05/11,1765
2013/05/12,1799
2013/05/13,1823
2013/05/14,1891
2013/05/15,1963
2013/05/16,1960
2013/05/17,1946
2013/05/18,1924
2013/05/19,1963
2013/05/20,1988
2013/05/21,1974
2013/05/22,1987
2013/05/23,1937
2013/05/24,1839
2013/05/25,1522
2013/05/26,1407
2013/05/27,1373
2013/05/28,1104
2013/05/29,883.014
2013/05/30,807.34
2013/05/31,732.462
2013/06/01,755.993
2013/06/02,765.736
2013/06/03,759.081
2013/06/04,680.429
2013/06/05,817.641
2013/06/06,955.848
2013/06/07,1088
2013/06/08,1179
2013/06/09,1345
2013/06/10,1423
2013/06/11,1485
2013/06/12,1540
2013/06/13,1640
2013/06/14,1712
2013/06/15,1797
2013/06/16,1861
2013/06/17,2016
2013/06/18,2128
2013/06/19,2188
2013/06/20,2198
2013/06/21,2218
2013/06/22,2198
2013/06/23,2198
2013/06/24,2174
2013/06/25,2157
2013/06/26,2112
2013/06/27,2068
2013/06/28,2012
2013/06/29,1909
2013/06/30,1874
2013/07/01,1672
2013/07/02,1604
2013/07/03,1433
2013/07/04,1259
2013/07/05,1236
2013/07/06,1241
2013/07/07,1249
2013/07/08,1205
2013/07/09,1232
2013/07/10,1213
2013/07/11,1178
2013/07/12,1128
2013/07/13,1091
2013/07/14,1026
2013/07/15,981.416
2013/07/16,923.395
2013/07/17,924.025
2013/07/18,932.424
2013/07/19,885.198
2013/07/20,836.709
2013/07/21,760.575
2013/07/22,735.855
2013/07/23,737.477
2013/07/24,702.197
2013/07/25,664.779
2013/07/26,612.082
2013/07/27,519.88
2013/07/28,479.408
2013/07/29,424.361
2013/07/30,409.214
2013/07/31,386.02
2013/08/01,376.269
2013/08/02,329.789
2013/08/03,345.927
2013/08/04,343.815
2013/08/05,357.819
2013/08/06,364.465
2013/08/07,364.79
2013/08/08,365.785
2013/08/09,360.521
2013/08/10,365.141
2013/08/11,374.091
2013/08/12,363.382
2013/08/13,370.191
2013/08/14,400.873
2013/08/15,417.898
2013/08/16,405.621
2013/08/17,422.253
2013/08/18,428.126
2013/08/19,433.625
2013/08/20,414.495
2013/08/21,424.343
2013/08/22,427.113
2013/08/23,427.557
2013/08/24,441.772
2013/08/25,462.195
2013/08/26,461.788
2013/08/27,473.058
2013/08/28,451.046
2013/08/29,430.776
2013/08/30,409.585
2013/08/31,392.725
2013/09/01,348.416
2013/09/02,343.933
2013/09/03,328.835
2013/09/04,346.27
2013/09/05,340.298
2013/09/06,342.954
2013/09/07,338.165
2013/09/08,341.93
2013/09/09,315.043
2013/09/10,299.941
2013/09/11,280.133
2013/09/12,271.414
2013/09/13,276.484
2013/09/14,276.783
2013/09/15,302.895
2013/09/16,322.495
2013/09/17,324.578
2013/09/18,329.198
2013/09/19,329.2
2013/09/20,326.501
2013/09/21,307.783
2013/09/22,305.893
2013/09/23,307.023
2013/09/24,312.788
2013/09/25,319.308
2013/09/26,336.543
2013/09/27,331.508
2013/09/28,332.114
2013/09/29,326.126
2013/09/30,305.53
2013/10/01,292.185
2013/10/02,272.095
2013/10/03,245.248
2013/10/04,251.629
2013/10/05,246.558
2013/10/06,254.288
2013/10/07,265.369
2013/10/08,267.218
2013/10/09,259.413
2013/10/10,255.415
2013/10/11,244.198
2013/10/12,228.654
2013/10/13,213.697
2013/10/14,187.678
2013/10/15,187.686
2013/10/16,194.289
2013/10/17,189.272
2013/10/18,178.925
2013/10/19,172.909
2013/10/20,164.537
2013/10/21,156.079
2013/10/22,142.576
2013/10/23,128.632
2013/10/24,109.556
2013/10/25,99.916
2013/10/26,114.435
2013/10/27,116.222
2013/10/28,116.435
2013/10/29,117.574
2013/10/30,114.734
2013/10/31,110.688
2013/11/01,106.473
2013/11/02,107.731
2013/11/03,106.379
2013/11/04,92.687
2013/11/05,92.649
2013/11/06,94.017
2013/11/07,94.571
2013/11/08,93.814
2013/11/09,95.059
2013/11/10,94.283
2013/11/11,90.505
2013/11/12,91.547
2013/11/13,88.564
2013/11/14,96.285
2013/11/15,104.923
2013/11/16,111.666
2013/11/17,118.119
2013/11/18,125.488
2013/11/19,146.768
2013/11/20,150.508
2013/11/21,160.987
2013/11/22,188.062
2013/11/23,212.347
2013/11/24,229.515
2013/11/25,238.458
2013/11/26,248.595
2013/11/27,286.392
2013/11/28,313.868
2013/11/29,329.529
2013/11/30,352.861
2013/12/01,353.983
2013/12/02,347.57
2013/12/03,355.779
2013/12/04,353.166
2013/12/05,350.254
2013/12/06,342.89
2013/12/07,327.084
2013/12/08,313.916
2013/12/09,306.202
2013/12/10,292.508
2013/12/11,278.504
2013/12/12,269.157
2013/12/13,254.223
2013/12/14,248.459
2013/12/15,247.026
2013/12/16,243.141
2013/12/17,246.567
2013/12/18,260.877
2013/12/19,272.848
2013/12/20,282.446
2013/12/21,298.87
2013/12/22,315.261
2013/12/23,329.422
2013/12/24,341.836
2013/12/25,353.034
2013/12/26,358.391
2013/12/27,347.773
2013/12/28,338.735
2013/12/29,329.325
2013/12/30,305.334
2013/12/31,298.866
2014/01/01,295.293
2014/01/02,273.663
2014/01/03,257.065
2014/01/04,234.466
2014/01/05,200.298
2014/01/06,195.114
2014/01/07,184.218
2014/01/08,171.978
2014/01/09,146.74
2014/01/10,138.664
2014/01/11,130.821
2014/01/12,115.878
2014/01/13,100.929
2014/01/14,96.363
2014/01/15,78.382
2014/01/16,77.734
2014/01/17,84.632
2014/01/18,83.232
2014/01/19,85.776
2014/01/20,86.005
2014/01/21,89.693
2014/01/22,90.374
2014/01/23,93.268
2014/01/24,96.834
2014/01/25,100.679
2014/01/26,103.808
2014/01/27,105.966
2014/01/28,109.77
2014/01/29,111.823
2014/01/30,110.236
2014/01/31,107.122
2014/02/01,109.03
2014/02/02,108.814
2014/02/03,111.325
2014/02/04,104.278
2014/02/05,100.495
2014/02/06,98.733
2014/02/07,99.913
2014/02/08,95.218
2014/02/09,99.59
2014/02/10,92.229
2014/02/11,82.41
2014/02/12,85.467
2014/02/13,88.973
2014/02/14,88.839
2014/02/15,90.294
2014/02/16,92.194
2014/02/17,92.53
2014/02/18,92.938
2014/02/19,86.91
2014/02/20,87.547
2014/02/21,83.844
2014/02/22,81.278
2014/02/23,80.018
2014/02/24,79.931
2014/02/25,81.551
2014/02/26,77.599
2014/02/27,77.906
2014/02/28,77.337
2014/03/01,74.045
2014/03/02,71.833
2014/03/03,68.101
2014/03/04,61.761
2014/03/05,57.82
2014/03/06,49.672
2014/03/07,45.609
2014/03/08,39.265
2014/03/09,37.975
2014/03/10,35.536
2014/03/11,35.414
2014/03/12,31.67
2014/03/13,30.767
2014/03/14,28.182
