Date,mining_profitability3std
2010/11/01,36127
2010/11/02,10215
2010/11/03,857.463
2010/11/04,8689
2010/11/05,13229
2010/11/06,32866
2010/11/07,43347
2010/11/08,24581
2010/11/09,64250
2010/11/10,47418
2010/11/11,4829
2010/11/12,3320
2010/11/13,21338
2010/11/14,18901
2010/11/15,13935
2010/11/16,9244
2010/11/17,1745
2010/11/18,5290
2010/11/19,20741
2010/11/20,16014
2010/11/21,10328
2010/11/22,4229
2010/11/23,4305
2010/11/24,5241
2010/11/25,6932
2010/11/26,5135
2010/11/27,6843
2010/11/28,2116
2010/11/29,2078
2010/11/30,11375
2010/12/01,11146
2010/12/02,661.804
2010/12/03,2326
2010/12/04,1775
2010/12/05,4283
2010/12/06,4001
2010/12/07,1063
2010/12/08,2381
2010/12/09,5173
2010/12/10,12544
2010/12/11,7412
2010/12/12,3930
2010/12/13,2661
2010/12/14,4883
2010/12/15,5396
2010/12/16,2787
2010/12/17,2671
2010/12/18,1249
2010/12/19,2267
2010/12/20,2586
2010/12/21,2989
2010/12/22,5373
2010/12/23,5480
2010/12/24,1975
2010/12/25,1130
2010/12/26,1182
2010/12/27,1590
2010/12/28,1570
2010/12/29,893.362
2010/12/30,2467
2010/12/31,1576
2011/01/01,1047
2011/01/02,1159
2011/01/03,3948
2011/01/04,2850
2011/01/05,1818
2011/01/06,1934
2011/01/07,3873
2011/01/08,3879
2011/01/09,2208
2011/01/10,1789
2011/01/11,2003
2011/01/12,1944
2011/01/13,1285
2011/01/14,2161
2011/01/15,1691
2011/01/16,1663
2011/01/17,1246
2011/01/18,5338
2011/01/19,4162
2011/01/20,3979
2011/01/21,2340
2011/01/22,3402
2011/01/23,3376
2011/01/24,1447
2011/01/25,3184
2011/01/26,3345
2011/01/27,2852
2011/01/28,2854
2011/01/29,1957
2011/01/30,1283
2011/01/31,4526
2011/02/01,5432
2011/02/02,5735
2011/02/03,5832
2011/02/04,5434
2011/02/05,4599
2011/02/06,3244
2011/02/07,5236
2011/02/08,10114
2011/02/09,10164
2011/02/10,8022
2011/02/11,1878
2011/02/12,1194
2011/02/13,1374
2011/02/14,383.206
2011/02/15,3193
2011/02/16,2937
2011/02/17,5215
2011/02/18,12185
2011/02/19,13359
2011/02/20,5250
2011/02/21,4190
2011/02/22,2976
2011/02/23,3396
2011/02/24,2598
2011/02/25,2114
2011/02/26,3319
2011/02/27,9198
2011/02/28,12840
2011/03/01,3874
2011/03/02,4095
2011/03/03,3309
2011/03/04,283.856
2011/03/05,497.442
2011/03/06,2181
2011/03/07,4373
2011/03/08,2323
2011/03/09,1826
2011/03/10,4360
2011/03/11,2789
2011/03/12,2591
2011/03/13,1850
2011/03/14,1763
2011/03/15,1310
2011/03/16,421.914
2011/03/17,435.807
2011/03/18,2235
2011/03/19,2123
2011/03/20,1169
2011/03/21,598.412
2011/03/22,1474
2011/03/23,2804
2011/03/24,2763
2011/03/25,3112
2011/03/26,3274
2011/03/27,2738
2011/03/28,1398
2011/03/29,1381
2011/03/30,1369
2011/03/31,816.838
2011/04/01,1323
2011/04/02,1343
2011/04/03,643.301
2011/04/04,980.365
2011/04/05,1087
2011/04/06,2086
2011/04/07,1804
2011/04/08,1421
2011/04/09,1056
2011/04/10,1047
2011/04/11,764.264
2011/04/12,439.149
2011/04/13,1521
2011/04/14,1161
2011/04/15,216.89
2011/04/16,2273
2011/04/17,2286
2011/04/18,1711
2011/04/19,1822
2011/04/20,1737
2011/04/21,1615
2011/04/22,3141
2011/04/23,4007
2011/04/24,2041
2011/04/25,1862
2011/04/26,1206
2011/04/27,1175
2011/04/28,3790
2011/04/29,8014
2011/04/30,6444
2011/05/01,676.16
2011/05/02,421.16
2011/05/03,769.567
2011/05/04,2009
2011/05/05,1833
2011/05/06,273.215
2011/05/07,356.955
2011/05/08,3998
2011/05/09,3507
2011/05/10,8134
2011/05/11,8759
2011/05/12,9504
2011/05/13,13592
2011/05/14,14021
2011/05/15,7997
2011/05/16,8256
2011/05/17,7680
2011/05/18,4740
2011/05/19,23792
2011/05/20,20096
2011/05/21,3731
2011/05/22,1467
2011/05/23,5069
2011/05/24,4010
2011/05/25,1972
2011/05/26,3190
2011/05/27,16025
2011/05/28,12486
2011/05/29,5420
2011/05/30,2502
2011/05/31,1959
2011/06/01,4316
2011/06/02,3460
2011/06/03,5517
2011/06/04,14705
2011/06/05,10759
2011/06/06,4432
2011/06/07,5000
2011/06/08,12826
2011/06/09,17611
2011/06/10,7543
2011/06/11,14654
2011/06/12,15366
2011/06/13,7849
2011/06/14,6704
2011/06/15,6270
2011/06/16,16211
2011/06/17,10520
2011/06/18,2440
2011/06/19,1453
2011/06/20,875.646
2011/06/21,738.501
2011/06/22,1101
2011/06/23,1313
2011/06/24,5059
2011/06/25,6850
2011/06/26,2432
2011/06/27,1746
2011/06/28,725.994
2011/06/29,541.944
2011/06/30,274.772
2011/07/01,1881
2011/07/02,1914
2011/07/03,377.613
2011/07/04,222.538
2011/07/05,2319
2011/07/06,2038
2011/07/07,1491
2011/07/08,1910
2011/07/09,2171
2011/07/10,2051
2011/07/11,988.111
2011/07/12,837.093
2011/07/13,1150
2011/07/14,1892
2011/07/15,1889
2011/07/16,1118
2011/07/17,867.935
2011/07/18,776.487
2011/07/19,1617
2011/07/20,1330
2011/07/21,1096
2011/07/22,586.905
2011/07/23,198.941
2011/07/24,473.405
2011/07/25,482.238
2011/07/26,367.357
2011/07/27,765.633
2011/07/28,1090
2011/07/29,628.399
2011/07/30,633.497
2011/07/31,319.74
2011/08/01,1250
2011/08/02,1511
2011/08/03,982.726
2011/08/04,1519
2011/08/05,903.834
2011/08/06,1421
2011/08/07,1718
2011/08/08,429.868
2011/08/09,943.474
2011/08/10,628.55
2011/08/11,106.672
2011/08/12,133.37
2011/08/13,165.378
2011/08/14,940.356
2011/08/15,823.587
2011/08/16,1169
2011/08/17,1176
2011/08/18,886.257
2011/08/19,35.505
2011/08/20,966.858
2011/08/21,880.261
2011/08/22,837.393
2011/08/23,965.238
2011/08/24,317.559
2011/08/25,139.741
2011/08/26,733.612
2011/08/27,1169
2011/08/28,505.985
2011/08/29,905.412
2011/08/30,549.812
2011/08/31,545.564
2011/09/01,551.406
2011/09/02,587.665
2011/09/03,576.29
2011/09/04,343.591
2011/09/05,68.625
2011/09/06,574.53
2011/09/07,958.219
2011/09/08,429.832
2011/09/09,262.442
2011/09/10,1194
2011/09/11,959.462
2011/09/12,957.591
2011/09/13,746.993
2011/09/14,282.59
2011/09/15,182.415
2011/09/16,764.788
2011/09/17,650.68
2011/09/18,475.449
2011/09/19,193.757
2011/09/20,744.979
2011/09/21,709.333
2011/09/22,347.498
2011/09/23,332.751
2011/09/24,250.571
2011/09/25,239.471
2011/09/26,198.668
2011/09/27,287.816
2011/09/28,306.802
2011/09/29,396.974
2011/09/30,382.472
2011/10/01,758.641
2011/10/02,732.572
2011/10/03,706.717
2011/10/04,649.863
2011/10/05,768.742
2011/10/06,784.524
2011/10/07,649.248
2011/10/08,566.134
2011/10/09,565.767
2011/10/10,290.185
2011/10/11,475.384
2011/10/12,471.177
2011/10/13,486.411
2011/10/14,511.217
2011/10/15,525.742
2011/10/16,575.991
2011/10/17,344.406
2011/10/18,576.594
2011/10/19,399.068
2011/10/20,150.705
2011/10/21,128.204
2011/10/22,247.813
2011/10/23,555.533
2011/10/24,391.414
2011/10/25,403.119
2011/10/26,359.524
2011/10/27,34.615
2011/10/28,381.505
2011/10/29,426.545
2011/10/30,301.598
2011/10/31,409.72
2011/11/01,295.164
2011/11/02,148.48
2011/11/03,449.298
2011/11/04,435.535
2011/11/05,461.843
2011/11/06,431.807
2011/11/07,66.979
2011/11/08,242.238
2011/11/09,182.583
2011/11/10,419.632
2011/11/11,285.753
2011/11/12,501.815
2011/11/13,391.033
2011/11/14,474.235
2011/11/15,404.626
2011/11/16,234.292
2011/11/17,92.614
2011/11/18,175.33
2011/11/19,370.507
2011/11/20,521.454
2011/11/21,580.108
2011/11/22,505.553
2011/11/23,370.723
2011/11/24,147.112
2011/11/25,357.367
2011/11/26,335.273
2011/11/27,272.114
2011/11/28,227.337
2011/11/29,311.521
2011/11/30,650.473
2011/12/01,542.338
2011/12/02,513.522
2011/12/03,483.373
2011/12/04,483.671
2011/12/05,404.496
2011/12/06,369.187
2011/12/07,330.751
2011/12/08,501.36
2011/12/09,503.037
2011/12/10,470.333
2011/12/11,589.964
2011/12/12,599.38
2011/12/13,465.991
2011/12/14,270.251
2011/12/15,540.574
2011/12/16,488.745
2011/12/17,654.956
2011/12/18,435.658
2011/12/19,465.287
2011/12/20,412.768
2011/12/21,368.67
2011/12/22,468.673
2011/12/23,276.642
2011/12/24,322.316
2011/12/25,609.172
2011/12/26,407.203
2011/12/27,732.637
2011/12/28,561.447
2011/12/29,561.163
2011/12/30,642.542
2011/12/31,648.315
2012/01/01,508.739
2012/01/02,664.782
2012/01/03,188.766
2012/01/04,267.868
2012/01/05,1309
2012/01/06,1547
2012/01/07,356.823
2012/01/08,309.814
2012/01/09,531.592
2012/01/10,827.681
2012/01/11,722.352
2012/01/12,676.933
2012/01/13,326.302
2012/01/14,233.159
2012/01/15,310.791
2012/01/16,1075
2012/01/17,1409
2012/01/18,1941
2012/01/19,1219
2012/01/20,1338
2012/01/21,386.46
2012/01/22,808.685
2012/01/23,717.713
2012/01/24,688.974
2012/01/25,600.891
2012/01/26,238.911
2012/01/27,368.27
2012/01/28,289.826
2012/01/29,514.894
2012/01/30,450.139
2012/01/31,662.815
2012/02/01,452.232
2012/02/02,993.59
2012/02/03,668.952
2012/02/04,615.903
2012/02/05,409.498
2012/02/06,470.285
2012/02/07,95.688
2012/02/08,312.55
2012/02/09,354.999
2012/02/10,323.798
2012/02/11,450.56
2012/02/12,472.976
2012/02/13,809.012
2012/02/14,450.386
2012/02/15,419.56
2012/02/16,567.184
2012/02/17,310.259
2012/02/18,310.138
2012/02/19,429.469
2012/02/20,343.86
2012/02/21,240.603
2012/02/22,382.456
2012/02/23,279.155
2012/02/24,287.54
2012/02/25,194.611
2012/02/26,328.928
2012/02/27,252.055
2012/02/28,338.442
2012/02/29,106.984
2012/03/01,269.574
2012/03/02,435.501
2012/03/03,300.166
2012/03/04,298.463
2012/03/05,330.741
2012/03/06,278.617
2012/03/07,360.004
2012/03/08,353.121
2012/03/09,250.811
2012/03/10,335.888
2012/03/11,352.346
2012/03/12,348.29
2012/03/13,270.663
2012/03/14,145.067
2012/03/15,144.531
2012/03/16,552.297
2012/03/17,390.662
2012/03/18,443.587
2012/03/19,531.129
2012/03/20,332.868
2012/03/21,296.136
2012/03/22,226.283
2012/03/23,190.482
2012/03/24,544.793
2012/03/25,723.637
2012/03/26,709.693
2012/03/27,389.093
2012/03/28,191.19
2012/03/29,291.657
2012/03/30,224.938
2012/03/31,229.788
2012/04/01,288.334
2012/04/02,445.944
2012/04/03,499.314
2012/04/04,501.491
2012/04/05,253.009
2012/04/06,387.058
2012/04/07,433.532
2012/04/08,389.269
2012/04/09,283.869
2012/04/10,268.011
2012/04/11,223.803
2012/04/12,258.137
2012/04/13,206.411
2012/04/14,494.552
2012/04/15,503.823
2012/04/16,732.85
2012/04/17,728.06
2012/04/18,495.504
2012/04/19,385.57
2012/04/20,300.854
2012/04/21,309.998
2012/04/22,321.766
2012/04/23,475.165
2012/04/24,373.759
2012/04/25,383.398
2012/04/26,425.509
2012/04/27,421.446
2012/04/28,220.931
2012/04/29,252.97
2012/04/30,214.4
2012/05/01,347.889
2012/05/02,256.951
2012/05/03,275.488
2012/05/04,280.293
2012/05/05,180.523
2012/05/06,252.151
2012/05/07,245.286
2012/05/08,131.884
2012/05/09,250.468
2012/05/10,699.109
2012/05/11,768.126
2012/05/12,812.029
2012/05/13,651.567
2012/05/14,369.904
2012/05/15,177.503
2012/05/16,211.934
2012/05/17,223.248
2012/05/18,278.11
2012/05/19,289.7
2012/05/20,236.743
2012/05/21,316.764
2012/05/22,162.621
2012/05/23,391.663
2012/05/24,266.471
2012/05/25,268.911
2012/05/26,423.505
2012/05/27,168.127
2012/05/28,242.15
2012/05/29,203.624
2012/05/30,264.617
2012/05/31,274.881
2012/06/01,436.84
2012/06/02,436.954
2012/06/03,417.74
2012/06/04,207.57
2012/06/05,321.04
2012/06/06,190.651
2012/06/07,189.597
2012/06/08,173.63
2012/06/09,264.691
2012/06/10,243.64
2012/06/11,666.918
2012/06/12,842.898
2012/06/13,842.355
2012/06/14,517.376
2012/06/15,474.718
2012/06/16,188.9
2012/06/17,188.919
2012/06/18,324.001
2012/06/19,996.544
2012/06/20,1116
2012/06/21,961.146
2012/06/22,405.322
2012/06/23,166.741
2012/06/24,751.165
2012/06/25,658.491
2012/06/26,611.188
2012/06/27,167.439
2012/06/28,209.189
2012/06/29,258.657
2012/06/30,273.53
2012/07/01,266.244
2012/07/02,239.852
2012/07/03,148.514
2012/07/04,457.918
2012/07/05,455.998
2012/07/06,354.539
2012/07/07,220.324
2012/07/08,288.859
2012/07/09,298.83
2012/07/10,342.425
2012/07/11,201.572
2012/07/12,642.035
2012/07/13,734.174
2012/07/14,238.824
2012/07/15,528.126
2012/07/16,667.347
2012/07/17,963.613
2012/07/18,348.561
2012/07/19,608.76
2012/07/20,503.295
2012/07/21,506.678
2012/07/22,331.003
2012/07/23,462.817
2012/07/24,489.497
2012/07/25,391.329
2012/07/26,82.357
2012/07/27,431.834
2012/07/28,794.795
2012/07/29,1025
2012/07/30,1038
2012/07/31,1123
2012/08/01,520.306
2012/08/02,1107
2012/08/03,592.936
2012/08/04,245.874
2012/08/05,319.709
2012/08/06,324.462
2012/08/07,832.425
2012/08/08,580.463
2012/08/09,373.974
2012/08/10,277.406
2012/08/11,352.485
2012/08/12,401.849
2012/08/13,344.3
2012/08/14,190.508
2012/08/15,471.646
2012/08/16,484.478
2012/08/17,429.714
2012/08/18,318.618
2012/08/19,372.415
2012/08/20,1550
2012/08/21,1137
2012/08/22,669.196
2012/08/23,301.29
2012/08/24,321.213
2012/08/25,235.701
2012/08/26,418.951
2012/08/27,579.86
2012/08/28,615.953
2012/08/29,542.009
2012/08/30,364.963
2012/08/31,414.38
2012/09/01,78.486
2012/09/02,242.113
2012/09/03,405.958
2012/09/04,628.667
2012/09/05,637.163
2012/09/06,371.823
2012/09/07,322.676
2012/09/08,318.681
2012/09/09,501.842
2012/09/10,505.819
2012/09/11,491.546
2012/09/12,629.628
2012/09/13,732.174
2012/09/14,694.569
2012/09/15,559.74
2012/09/16,256.423
2012/09/17,251.627
2012/09/18,265.747
2012/09/19,240.066
2012/09/20,405.936
2012/09/21,418.12
2012/09/22,675.264
2012/09/23,583.026
2012/09/24,466.679
2012/09/25,557.561
2012/09/26,504.791
2012/09/27,847.375
2012/09/28,591.245
2012/09/29,591.669
2012/09/30,370.7
2012/10/01,570.268
2012/10/02,639.708
2012/10/03,694.924
2012/10/04,556.825
2012/10/05,253.582
2012/10/06,361.379
2012/10/07,875.865
2012/10/08,945.256
2012/10/09,847.366
2012/10/10,713.113
2012/10/11,276.197
2012/10/12,249.769
2012/10/13,273.091
2012/10/14,451.337
2012/10/15,644.244
2012/10/16,643.041
2012/10/17,529.01
2012/10/18,363.695
2012/10/19,661.106
2012/10/20,837.042
2012/10/21,776.139
2012/10/22,435.534
2012/10/23,490.554
2012/10/24,714.423
2012/10/25,711.189
2012/10/26,480.097
2012/10/27,398.477
2012/10/28,371.782
2012/10/29,226.472
2012/10/30,350.375
2012/10/31,268.096
2012/11/01,264.978
2012/11/02,164.116
2012/11/03,71.029
2012/11/04,44.884
2012/11/05,150.957
2012/11/06,275.097
2012/11/07,397.69
2012/11/08,411.648
2012/11/09,317.59
2012/11/10,285.27
2012/11/11,334.017
2012/11/12,342.983
2012/11/13,377.381
2012/11/14,354.114
2012/11/15,248.09
2012/11/16,367.252
2012/11/17,311.107
2012/11/18,244.345
2012/11/19,504.287
2012/11/20,508.504
2012/11/21,409.784
2012/11/22,214.644
2012/11/23,676.521
2012/11/24,712.692
2012/11/25,592.142
2012/11/26,158.947
2012/11/27,108.653
2012/11/28,398.9
2012/11/29,1521
2012/11/30,1383
2012/12/01,329.962
2012/12/02,350.982
2012/12/03,287.865
2012/12/04,140.118
2012/12/05,314.383
2012/12/06,351.849
2012/12/07,78.462
2012/12/08,77.659
2012/12/09,59.4
2012/12/10,182.058
2012/12/11,186.843
2012/12/12,209.847
2012/12/13,188.913
2012/12/14,195.368
2012/12/15,273.645
2012/12/16,290.905
2012/12/17,295.207
2012/12/18,300.737
2012/12/19,242.941
2012/12/20,180.708
2012/12/21,229.328
2012/12/22,389.136
2012/12/23,591.263
2012/12/24,593.395
2012/12/25,412.121
2012/12/26,450.342
2012/12/27,445.769
2012/12/28,203.941
2012/12/29,145.386
2012/12/30,284.1
2012/12/31,360.445
2013/01/01,339.064
2013/01/02,129.832
2013/01/03,36.583
2013/01/04,35.835
2013/01/05,183.405
2013/01/06,204.687
2013/01/07,310.89
2013/01/08,540.131
2013/01/09,514.195
2013/01/10,378.188
2013/01/11,270.616
2013/01/12,314.231
2013/01/13,319.965
2013/01/14,79.19
2013/01/15,388.44
2013/01/16,422.069
2013/01/17,395.396
2013/01/18,417.501
2013/01/19,592.155
2013/01/20,311.355
2013/01/21,366.64
2013/01/22,444.482
2013/01/23,392.847
2013/01/24,513.502
2013/01/25,524.381
2013/01/26,468.258
2013/01/27,446.83
2013/01/28,314.561
2013/01/29,369.847
2013/01/30,326.257
2013/01/31,431.357
2013/02/01,592.59
2013/02/02,586.093
2013/02/03,815.046
2013/02/04,742.129
2013/02/05,767.39
2013/02/06,176.429
2013/02/07,370.426
2013/02/08,414.305
2013/02/09,66.051
2013/02/10,291.19
2013/02/11,227.753
2013/02/12,183.262
2013/02/13,633.32
2013/02/14,611.932
2013/02/15,710.674
2013/02/16,700.344
2013/02/17,277.865
2013/02/18,757.145
2013/02/19,614.344
2013/02/20,976.174
2013/02/21,670.16
2013/02/22,612.524
2013/02/23,352.994
2013/02/24,337.771
2013/02/25,608.419
2013/02/26,599.86
2013/02/27,453.224
2013/02/28,248.982
2013/03/01,111.332
2013/03/02,325.478
2013/03/03,281.292
2013/03/04,219.934
2013/03/05,235.045
2013/03/06,751.89
2013/03/07,1057
2013/03/08,299.685
2013/03/09,303.332
2013/03/10,400.926
2013/03/11,377.391
2013/03/12,396.668
2013/03/13,326.105
2013/03/14,237.635
2013/03/15,484.009
2013/03/16,377.879
2013/03/17,374.202
2013/03/18,249.363
2013/03/19,256.45
2013/03/20,2001
2013/03/21,1808
2013/03/22,229.782
2013/03/23,277.207
2013/03/24,1608
2013/03/25,1595
2013/03/26,504.015
2013/03/27,784.487
2013/03/28,1733
2013/03/29,1355
2013/03/30,854.361
2013/03/31,426.538
2013/04/01,504.649
2013/04/02,867.382
2013/04/03,1333
2013/04/04,779.578
2013/04/05,1073
2013/04/06,1044
2013/04/07,838.861
2013/04/08,986.3
2013/04/09,3429
2013/04/10,2689
2013/04/11,5475
2013/04/12,5294
2013/04/13,610.658
2013/04/14,685.705
2013/04/15,732.142
2013/04/16,837.876
2013/04/17,844.759
2013/04/18,104.145
2013/04/19,1188
2013/04/20,1667
2013/04/21,567.298
2013/04/22,687.201
2013/04/23,813.446
2013/04/24,1181
2013/04/25,1250
2013/04/26,1127
2013/04/27,1735
2013/04/28,1104
2013/04/29,1106
2013/04/30,1139
2013/05/01,846.303
2013/05/02,957.732
2013/05/03,1105
2013/05/04,499.591
2013/05/05,992.911
2013/05/06,684.157
2013/05/07,712.265
2013/05/08,173.621
2013/05/09,174.56
2013/05/10,356.895
2013/05/11,403.552
2013/05/12,625.004
2013/05/13,695.235
2013/05/14,489.147
2013/05/15,522.905
2013/05/16,339.85
2013/05/17,530.134
2013/05/18,223.79
2013/05/19,268.607
2013/05/20,418.571
2013/05/21,795.14
2013/05/22,766.987
2013/05/23,484.13
2013/05/24,475.248
2013/05/25,175.699
2013/05/26,271.614
2013/05/27,242.95
2013/05/28,184.516
2013/05/29,182.702
2013/05/30,283.017
2013/05/31,405.781
2013/06/01,654.823
2013/06/02,839.854
2013/06/03,803.599
2013/06/04,263.291
2013/06/05,1084
2013/06/06,1154
2013/06/07,243.1
2013/06/08,92.518
2013/06/09,619.58
2013/06/10,585.046
2013/06/11,457.601
2013/06/12,307.391
2013/06/13,420.896
2013/06/14,363.757
2013/06/15,191.888
2013/06/16,211.742
2013/06/17,798.844
2013/06/18,722.289
2013/06/19,531.606
2013/06/20,370.888
2013/06/21,66.736
2013/06/22,195.723
2013/06/23,371.005
2013/06/24,196.029
2013/06/25,60.885
2013/06/26,36.609
2013/06/27,72.703
2013/06/28,227.101
2013/06/29,303.144
2013/06/30,346.168
2013/07/01,276.639
2013/07/02,85.379
2013/07/03,146.075
2013/07/04,295.878
2013/07/05,309.382
2013/07/06,153.45
2013/07/07,217.242
2013/07/08,176.837
2013/07/09,175.045
2013/07/10,195.256
2013/07/11,333.861
2013/07/12,401.791
2013/07/13,342.912
2013/07/14,322.383
2013/07/15,112.276
2013/07/16,33.62
2013/07/17,195.03
2013/07/18,294.514
2013/07/19,302.651
2013/07/20,94.698
2013/07/21,82.542
2013/07/22,338.282
2013/07/23,414.878
2013/07/24,249.223
2013/07/25,244.341
2013/07/26,155.318
2013/07/27,153.163
2013/07/28,182.764
2013/07/29,239.477
2013/07/30,257.193
2013/07/31,65.595
2013/08/01,127.238
2013/08/02,140.325
2013/08/03,277.227
2013/08/04,290.176
2013/08/05,69.784
2013/08/06,71.792
2013/08/07,71.109
2013/08/08,75.75
2013/08/09,172.687
2013/08/10,180.595
2013/08/11,133.813
2013/08/12,89.361
2013/08/13,115.983
2013/08/14,238.592
2013/08/15,158.344
2013/08/16,37.793
2013/08/17,36.246
2013/08/18,35.111
2013/08/19,42.476
2013/08/20,76.692
2013/08/21,82.37
2013/08/22,101.342
2013/08/23,142.97
2013/08/24,189.395
2013/08/25,148.095
2013/08/26,103.992
2013/08/27,71.111
2013/08/28,102.31
2013/08/29,93.423
2013/08/30,77.208
2013/08/31,101.757
2013/09/01,73.845
2013/09/02,75.705
2013/09/03,34.656
2013/09/04,275.389
2013/09/05,260.432
2013/09/06,54.547
2013/09/07,107.729
2013/09/08,86.44
2013/09/09,135.723
2013/09/10,66.362
2013/09/11,61.045
2013/09/12,43.425
2013/09/13,20.477
2013/09/14,19.735
2013/09/15,210.186
2013/09/16,223.441
2013/09/17,125.473
2013/09/18,119.191
2013/09/19,63.39
2013/09/20,45.972
2013/09/21,24.834
2013/09/22,24.968
2013/09/23,11.081
2013/09/24,10.884
2013/09/25,56.205
2013/09/26,154.506
2013/09/27,100.37
2013/09/28,72.096
2013/09/29,30.035
2013/09/30,28.721
2013/10/01,15.83
2013/10/02,10.733
2013/10/03,52.019
2013/10/04,39.744
2013/10/05,74.162
2013/10/06,103.013
2013/10/07,123.376
2013/10/08,12.237
2013/10/09,12.938
2013/10/10,19.33
2013/10/11,18.904
2013/10/12,29.716
2013/10/13,33.248
2013/10/14,30.03
2013/10/15,31.801
2013/10/16,83.396
2013/10/17,105.536
2013/10/18,43.282
2013/10/19,52.642
2013/10/20,14.488
2013/10/21,24.368
2013/10/22,57.776
2013/10/23,42.216
2013/10/24,10.812
2013/10/25,31.274
2013/10/26,133.732
2013/10/27,106.509
2013/10/28,37.431
2013/10/29,9.503
2013/10/30,30.215
2013/10/31,20.17
2013/11/01,9.475
2013/11/02,21.767
2013/11/03,21.554
2013/11/04,24.713
2013/11/05,18.981
2013/11/06,22.885
2013/11/07,23.904
2013/11/08,38.94
2013/11/09,91.059
2013/11/10,59.274
2013/11/11,49.85
2013/11/12,35.529
2013/11/13,31.141
2013/11/14,83.888
2013/11/15,88.332
2013/11/16,9.42
2013/11/17,7.141
2013/11/18,11.705
2013/11/19,101.866
2013/11/20,101.23
2013/11/21,93.72
2013/11/22,153.794
2013/11/23,112.993
2013/11/24,18.313
2013/11/25,18.348
2013/11/26,13.215
2013/11/27,192.71
2013/11/28,183.448
2013/11/29,59.963
2013/11/30,76.018
2013/12/01,141.994
2013/12/02,200.081
2013/12/03,164.186
2013/12/04,160.748
2013/12/05,87.906
2013/12/06,26.589
2013/12/07,198.71
2013/12/08,183.744
2013/12/09,44.628
2013/12/10,45.744
2013/12/11,88.21
2013/12/12,115.904
2013/12/13,29.928
2013/12/14,46.334
2013/12/15,78.749
2013/12/16,75.154
2013/12/17,73.983
2013/12/18,136.55
2013/12/19,63.773
2013/12/20,43.478
2013/12/21,53.054
2013/12/22,29.311
2013/12/23,5.688
2013/12/24,2.76
2013/12/25,5.377
2013/12/26,46.64
2013/12/27,48.435
2013/12/28,44.088
2013/12/29,46.127
2013/12/30,43.222
2013/12/31,13.599
2014/01/01,26.107
2014/01/02,110.624
2014/01/03,104.277
2014/01/04,67.447
2014/01/05,70.929
2014/01/06,73.572
2014/01/07,41.071
2014/01/08,28.272
2014/01/09,20.354
2014/01/10,44.647
2014/01/11,50.244
2014/01/12,52.443
2014/01/13,119.832
2014/01/14,110.264
2014/01/15,48.218
2014/01/16,27.528
2014/01/17,47.535
2014/01/18,40.59
2014/01/19,40.58
2014/01/20,34.874
2014/01/21,46.348
2014/01/22,45.108
2014/01/23,33.62
2014/01/24,37.552
2014/01/25,27.084
2014/01/26,21.169
2014/01/27,22.172
2014/01/28,38.278
2014/01/29,38.726
2014/01/30,36.019
2014/01/31,22.248
2014/02/01,18.697
2014/02/02,5.05
2014/02/03,16.861
2014/02/04,16.94
2014/02/05,21.3
2014/02/06,22.407
2014/02/07,35.229
2014/02/08,33.298
2014/02/09,26.322
2014/02/10,29.063
2014/02/11,24.141
