Date,price14rocUSD
2010/10/21,56.836
2010/10/22,36.837
2010/10/23,20.758
2010/10/24,17.683
2010/10/25,19.403
2010/10/26,49.974
2010/10/27,71.929
2010/10/28,73.172
2010/10/29,80.439
2010/10/30,92.289
2010/10/31,89.461
2010/11/01,88.9
2010/11/02,95.838
2010/11/03,94.422
2010/11/04,110.039
2010/11/05,123.315
2010/11/06,205.386
2010/11/07,263.208
2010/11/08,165.163
2010/11/09,67.314
2010/11/10,32.861
2010/11/11,26.678
2010/11/12,34.388
2010/11/13,45.666
2010/11/14,43.607
2010/11/15,41.041
2010/11/16,27.346
2010/11/17,17.059
2010/11/18,14.222
2010/11/19,16.635
2010/11/20,-13.649
2010/11/21,-31.72
2010/11/22,-4.858
2010/11/23,19.293
2010/11/24,25.764
2010/11/25,24.172
2010/11/26,13.335
2010/11/27,0.782
2010/11/28,-0.368
2010/11/29,-7.006
2010/11/30,-10.828
2010/12/01,-3.511
2010/12/02,-1.408
2010/12/03,-8.618
2010/12/04,-18.296
2010/12/05,-25.867
2010/12/06,-23.433
2010/12/07,-24.52
2010/12/08,-15.397
2010/12/09,-24.267
2010/12/10,-28.291
2010/12/11,-23.987
2010/12/12,-22.604
2010/12/13,-13.539
2010/12/14,8.557
2010/12/15,10.735
2010/12/16,1.029
2010/12/17,-2.405
2010/12/18,6.457
2010/12/19,19.049
2010/12/20,18.205
2010/12/21,17.151
2010/12/22,3.175
2010/12/23,16.901
2010/12/24,23.267
2010/12/25,15.326
2010/12/26,20.304
2010/12/27,17.273
2010/12/28,14.384
2010/12/29,17.997
2010/12/30,21.114
2010/12/31,22.699
2011/01/01,20.89
2011/01/02,21.811
2011/01/03,15.362
2011/01/04,18.992
2011/01/05,19.223
2011/01/06,19.88
2011/01/07,23.996
2011/01/08,27.081
2011/01/09,25.444
2011/01/10,25.872
2011/01/11,20.07
2011/01/12,13.012
2011/01/13,7.662
2011/01/14,19.6
2011/01/15,32.77
2011/01/16,32.231
2011/01/17,25.862
2011/01/18,11.35
2011/01/19,6.286
2011/01/20,17.754
2011/01/21,31.143
2011/01/22,35.153
2011/01/23,37.279
2011/01/24,32.764
2011/01/25,27.055
2011/01/26,28.348
2011/01/27,30.556
2011/01/28,21.001
2011/01/29,12.468
2011/01/30,17.643
2011/01/31,35.792
2011/02/01,89.109
2011/02/02,127.803
2011/02/03,100.828
2011/02/04,89.057
2011/02/05,105.9
2011/02/06,105.219
2011/02/07,107.547
2011/02/08,117.858
2011/02/09,140.875
2011/02/10,148.021
2011/02/11,136.095
2011/02/12,136.414
2011/02/13,127.171
2011/02/14,111.038
2011/02/15,68.02
2011/02/16,46.914
2011/02/17,47.684
2011/02/18,26.055
2011/02/19,1.568
2011/02/20,-1.138
2011/02/21,-6.922
2011/02/22,-4.855
2011/02/23,-9.274
2011/02/24,-6.013
2011/02/25,-8.239
2011/02/26,-10.565
2011/02/27,-12.046
2011/02/28,-17.057
2011/03/01,-15.425
2011/03/02,-11.212
2011/03/03,-11.185
2011/03/04,-6.161
2011/03/05,1.887
2011/03/06,0.596
2011/03/07,5.356
2011/03/08,2.022
2011/03/09,-5.203
2011/03/10,-7.18
2011/03/11,-5.906
2011/03/12,-3.804
2011/03/13,-3.003
2011/03/14,2.131
2011/03/15,-0.866
2011/03/16,-7.21
2011/03/17,-9.794
2011/03/18,-7.986
2011/03/19,-15.344
2011/03/20,-16.783
2011/03/21,-13.367
2011/03/22,-10.657
2011/03/23,-3.27
2011/03/24,-5.481
2011/03/25,-1.093
2011/03/26,-3.283
2011/03/27,-8.006
2011/03/28,-9.422
2011/03/29,-9.831
2011/03/30,-8.331
2011/03/31,-5.754
2011/04/01,-7.019
2011/04/02,1.038
2011/04/03,3.653
2011/04/04,-4.171
2011/04/05,-10.713
2011/04/06,-10.364
2011/04/07,-11.601
2011/04/08,-14.107
2011/04/09,-14.893
2011/04/10,-9.83
2011/04/11,-6.923
2011/04/12,2.972
2011/04/13,12.66
2011/04/14,23.165
2011/04/15,28.43
2011/04/16,30.637
2011/04/17,38.393
2011/04/18,57.918
2011/04/19,68.55
2011/04/20,56.154
2011/04/21,56.618
2011/04/22,74.172
2011/04/23,108.866
2011/04/24,130.749
2011/04/25,111.693
2011/04/26,105.834
2011/04/27,106.508
2011/04/28,111.021
2011/04/29,155.841
2011/04/30,216.077
2011/05/01,202.417
2011/05/02,173.757
2011/05/03,180.12
2011/05/04,196.203
2011/05/05,186.311
2011/05/06,159.067
2011/05/07,129.393
2011/05/08,118.796
2011/05/09,140.426
2011/05/10,185.206
2011/05/11,206.982
2011/05/12,188.145
2011/05/13,185.172
2011/05/14,138.26
2011/05/15,114.128
2011/05/16,138.518
2011/05/17,130.56
2011/05/18,104.489
2011/05/19,100.64
2011/05/20,82.69
2011/05/21,68.095
2011/05/22,70.911
2011/05/23,80.452
2011/05/24,51.454
2011/05/25,40.616
2011/05/26,44.599
2011/05/27,18.476
2011/05/28,10.003
2011/05/29,19.378
2011/05/30,14.807
2011/05/31,15.099
2011/06/01,30.132
2011/06/02,49.5
2011/06/03,100.8
2011/06/04,176.863
2011/06/05,177.987
2011/06/06,154.697
2011/06/07,189.528
2011/06/08,237.327
2011/06/09,245.075
2011/06/10,207.37
2011/06/11,129.085
2011/06/12,99.378
2011/06/13,122.56
2011/06/14,122.792
2011/06/15,111.733
2011/06/16,80.693
2011/06/17,31.301
2011/06/18,-0.336
2011/06/19,-3.662
2011/06/20,-3.546
2011/06/21,-19.401
2011/06/22,-36.567
2011/06/23,-42.205
2011/06/24,-35.69
2011/06/25,-11.919
2011/06/26,1.993
2011/06/27,-13.514
2011/06/28,-13.767
2011/06/29,-12.82
2011/06/30,-9.734
2011/07/01,-3.701
2011/07/02,-6.444
2011/07/03,-10.244
2011/07/04,-13.821
2011/07/05,-21.221
2011/07/06,-18.509
2011/07/07,-13.311
2011/07/08,-14.441
2011/07/09,-15.606
2011/07/10,-13.796
2011/07/11,-12.322
2011/07/12,-16.265
2011/07/13,-17.223
2011/07/14,-15.106
2011/07/15,-11.634
2011/07/16,-10.534
2011/07/17,-12.845
2011/07/18,-9.081
2011/07/19,2.001
2011/07/20,-0.482
2011/07/21,-7.276
2011/07/22,-6.135
2011/07/23,-4.579
2011/07/24,-5.481
2011/07/25,-3.715
2011/07/26,-1.087
2011/07/27,-0.561
2011/07/28,-2.105
2011/07/29,-2.954
2011/07/30,-1.806
2011/07/31,0.028
2011/08/01,-0.732
2011/08/02,-7.959
2011/08/03,-22.715
2011/08/04,-26.684
2011/08/05,-24.885
2011/08/06,-40.503
2011/08/07,-47.832
2011/08/08,-43.985
2011/08/09,-36.264
2011/08/10,-28.294
2011/08/11,-28.598
2011/08/12,-29.884
2011/08/13,-27.488
2011/08/14,-22.169
2011/08/15,-17.028
2011/08/16,-12.039
2011/08/17,2.623
2011/08/18,8.838
2011/08/19,9.602
2011/08/20,41.86
2011/08/21,57.702
2011/08/22,41.442
2011/08/23,22.817
2011/08/24,9.227
2011/08/25,4.895
2011/08/26,-5.743
2011/08/27,-14.446
2011/08/28,-15.601
2011/08/29,-17.786
2011/08/30,-19.705
2011/08/31,-22.312
2011/09/01,-24.754
2011/09/02,-24.875
2011/09/03,-26.095
2011/09/04,-26.898
2011/09/05,-29.197
2011/09/06,-33.755
2011/09/07,-35.526
2011/09/08,-33.06
2011/09/09,-35.189
2011/09/10,-41.597
2011/09/11,-39.765
2011/09/12,-33.378
2011/09/13,-33.278
2011/09/14,-32.669
2011/09/15,-36.261
2011/09/16,-42.8
2011/09/17,-43.849
2011/09/18,-40.146
2011/09/19,-32.187
2011/09/20,-20.035
2011/09/21,-16.37
2011/09/22,-19.353
2011/09/23,-5.066
2011/09/24,12.452
2011/09/25,1.05
2011/09/26,-15.13
2011/09/27,-17.424
2011/09/28,-15.308
2011/09/29,-8.606
2011/09/30,2.451
2011/10/01,6.355
2011/10/02,0.994
2011/10/03,-5.731
2011/10/04,-13.737
2011/10/05,-16.336
2011/10/06,-13.248
2011/10/07,-17.81
2011/10/08,-24.544
2011/10/09,-24.554
2011/10/10,-19.605
2011/10/11,-18.33
2011/10/12,-16.601
2011/10/13,-14.154
2011/10/14,-18.718
2011/10/15,-23.236
2011/10/16,-26.442
2011/10/17,-39.14
2011/10/18,-50.318
2011/10/19,-52.299
2011/10/20,-52.126
2011/10/21,-45.452
2011/10/22,-30.824
2011/10/23,-22.981
2011/10/24,-30.835
2011/10/25,-33.754
2011/10/26,-31.597
2011/10/27,-29.163
2011/10/28,-22.554
2011/10/29,-13.772
2011/10/30,-7.413
2011/10/31,6.636
2011/11/01,29.149
2011/11/02,36.583
2011/11/03,39.286
2011/11/04,27.612
2011/11/05,5.745
2011/11/06,-5.075
2011/11/07,5.19
2011/11/08,14.139
2011/11/09,8.942
2011/11/10,0.103
2011/11/11,-4.974
2011/11/12,-9.684
2011/11/13,-12.015
2011/11/14,-20.041
2011/11/15,-28.993
2011/11/16,-23.641
2011/11/17,-24.767
2011/11/18,-31.257
2011/11/19,-30.669
2011/11/20,-25.796
2011/11/21,-24.714
2011/11/22,-23.597
2011/11/23,-22.588
2011/11/24,-18.219
2011/11/25,-16.484
2011/11/26,-19.045
2011/11/27,-17.881
2011/11/28,-3.563
2011/11/29,16.516
2011/11/30,16.914
2011/12/01,25.683
2011/12/02,43.025
2011/12/03,40.296
2011/12/04,27.752
2011/12/05,27.081
2011/12/06,28.009
2011/12/07,29.113
2011/12/08,25.468
2011/12/09,20.342
2011/12/10,21.959
2011/12/11,27.497
2011/12/12,26.961
2011/12/13,21.187
2011/12/14,11.56
2011/12/15,4.682
2011/12/16,3.611
2011/12/17,8.238
2011/12/18,13.411
2011/12/19,17.613
2011/12/20,26.399
2011/12/21,29.779
2011/12/22,30.057
2011/12/23,31.712
2011/12/24,31.01
2011/12/25,29.375
2011/12/26,29.079
2011/12/27,25.984
2011/12/28,29.428
2011/12/29,31.972
2011/12/30,31.553
2011/12/31,40.156
2012/01/01,56.361
2012/01/02,56.082
2012/01/03,35.159
2012/01/04,33.862
2012/01/05,61.249
2012/01/06,74.107
2012/01/07,71.259
2012/01/08,70.241
2012/01/09,62.675
2012/01/10,56.806
2012/01/11,61.698
2012/01/12,63.758
2012/01/13,56.769
2012/01/14,46.821
2012/01/15,37.96
2012/01/16,30.593
2012/01/17,21.505
2012/01/18,9.715
2012/01/19,-1.931
2012/01/20,-5.883
2012/01/21,-6.137
2012/01/22,-10.118
2012/01/23,-5.543
2012/01/24,-0.34
2012/01/25,-9.809
2012/01/26,-18.686
2012/01/27,-19.397
2012/01/28,-17.095
2012/01/29,-19.962
2012/01/30,-20.558
2012/01/31,-10.542
2012/02/01,1.217
2012/02/02,-0.967
2012/02/03,-6.092
2012/02/04,-6.661
2012/02/05,-7.455
2012/02/06,-12.266
2012/02/07,-11.646
2012/02/08,-6.226
2012/02/09,2.603
2012/02/10,10.446
2012/02/11,5.39
2012/02/12,1.254
2012/02/13,-0.881
2012/02/14,-11.406
2012/02/15,-24.305
2012/02/16,-29.454
2012/02/17,-28.257
2012/02/18,-27.287
2012/02/19,-25.545
2012/02/20,-21.507
2012/02/21,-22.573
2012/02/22,-22.964
2012/02/23,-17.148
2012/02/24,-14.467
2012/02/25,-14.82
2012/02/26,-13.008
2012/02/27,-8.322
2012/02/28,0.978
2012/02/29,10.695
2012/03/01,14.013
2012/03/02,11.263
2012/03/03,8.562
2012/03/04,9.591
2012/03/05,12.403
2012/03/06,15.35
2012/03/07,14.146
2012/03/08,4.2
2012/03/09,-2.511
2012/03/10,-1.097
2012/03/11,0.497
2012/03/12,-0.8
2012/03/13,3.484
2012/03/14,9.6
2012/03/15,9.592
2012/03/16,11.069
2012/03/17,13.046
2012/03/18,11.246
2012/03/19,1.478
2012/03/20,-4.698
2012/03/21,-2.778
2012/03/22,-3.74
2012/03/23,-3.775
2012/03/24,-3.427
2012/03/25,-5.308
2012/03/26,-6.428
2012/03/27,-7.124
2012/03/28,-9.847
2012/03/29,-10.729
2012/03/30,-9.567
2012/03/31,-7.605
2012/04/01,-7.586
2012/04/02,-1.941
2012/04/03,4.374
2012/04/04,2.154
2012/04/05,3.631
2012/04/06,4.743
2012/04/07,2.937
2012/04/08,2.75
2012/04/09,5.374
2012/04/10,2.885
2012/04/11,1.585
2012/04/12,2.905
2012/04/13,1.676
2012/04/14,1.464
2012/04/15,2.365
2012/04/16,1.486
2012/04/17,0.091
2012/04/18,2.373
2012/04/19,4.182
2012/04/20,6.27
2012/04/21,10.592
2012/04/22,10.378
2012/04/23,5.197
2012/04/24,3.602
2012/04/25,4.788
2012/04/26,3.88
2012/04/27,3.825
2012/04/28,1.816
2012/04/29,-0.456
2012/04/30,-0.385
2012/05/01,0.142
2012/05/02,-0.198
2012/05/03,-0.461
2012/05/04,-2.968
2012/05/05,-4.82
2012/05/06,-3.213
2012/05/07,-0.532
2012/05/08,0.787
2012/05/09,-1.351
2012/05/10,-3.126
2012/05/11,-3.897
2012/05/12,-1.818
2012/05/13,-0.036
2012/05/14,0.952
2012/05/15,1.091
2012/05/16,0.529
2012/05/17,-0.19
2012/05/18,0.408
2012/05/19,0.787
2012/05/20,0.799
2012/05/21,0.888
2012/05/22,0.603
2012/05/23,1.433
2012/05/24,3.521
2012/05/25,4.64
2012/05/26,3.26
2012/05/27,3.667
2012/05/28,3.103
2012/05/29,2.309
2012/05/30,1.561
2012/05/31,1.242
2012/06/01,2.515
2012/06/02,2.932
2012/06/03,2.399
2012/06/04,2.806
2012/06/05,4.976
2012/06/06,6.463
2012/06/07,7.802
2012/06/08,9.344
2012/06/09,9.532
2012/06/10,7.677
2012/06/11,7.571
2012/06/12,9.767
2012/06/13,13.359
2012/06/14,15.199
2012/06/15,18.896
2012/06/16,22.579
2012/06/17,20.658
2012/06/18,19.302
2012/06/19,19.642
2012/06/20,20.814
2012/06/21,20.717
2012/06/22,17.858
2012/06/23,15.934
2012/06/24,15.871
2012/06/25,14.596
2012/06/26,12.874
2012/06/27,12.408
2012/06/28,11.528
2012/06/29,6.438
2012/06/30,3.411
2012/07/01,5.601
2012/07/02,6.795
2012/07/03,3.132
2012/07/04,-1.585
2012/07/05,-1.274
2012/07/06,0.682
2012/07/07,3.743
2012/07/08,6.124
2012/07/09,9.152
2012/07/10,11.547
2012/07/11,9.493
2012/07/12,12.689
2012/07/13,15.817
2012/07/14,13.51
2012/07/15,13.846
2012/07/16,21.123
2012/07/17,30.962
2012/07/18,38.192
2012/07/19,36.417
2012/07/20,30.574
2012/07/21,29.287
2012/07/22,27.335
2012/07/23,22.187
2012/07/24,19.859
2012/07/25,20.901
2012/07/26,18.518
2012/07/27,15.941
2012/07/28,17.474
2012/07/29,16.06
2012/07/30,10.049
2012/07/31,6.525
2012/08/01,5.531
2012/08/02,11.706
2012/08/03,24.179
2012/08/04,26.194
2012/08/05,26.557
2012/08/06,28.72
2012/08/07,29.124
2012/08/08,27.704
2012/08/09,25.197
2012/08/10,26.888
2012/08/11,29.351
2012/08/12,31.456
2012/08/13,32.867
2012/08/14,31.465
2012/08/15,34.601
2012/08/16,33.187
2012/08/17,15.879
2012/08/18,6.627
2012/08/19,-10.408
2012/08/20,-16.686
2012/08/21,-9.246
2012/08/22,-10.984
2012/08/23,-10.559
2012/08/24,-8.351
2012/08/25,-8.193
2012/08/26,-8.317
2012/08/27,-8.966
2012/08/28,-9.607
2012/08/29,-14.124
2012/08/30,-19.386
2012/08/31,-16.331
2012/09/01,-14.107
2012/09/02,3.191
2012/09/03,14.586
2012/09/04,4.704
2012/09/05,8.43
2012/09/06,11.912
2012/09/07,7.231
2012/09/08,4.786
2012/09/09,4.055
2012/09/10,3.018
2012/09/11,2.657
2012/09/12,3.885
2012/09/13,4.932
2012/09/14,10.517
2012/09/15,16.826
2012/09/16,16.907
2012/09/17,14.561
2012/09/18,15.624
2012/09/19,15.989
2012/09/20,12.132
2012/09/21,11.582
2012/09/22,10.735
2012/09/23,10.698
2012/09/24,9.288
2012/09/25,8.074
2012/09/26,7.8
2012/09/27,9.066
2012/09/28,6.578
2012/09/29,5.587
2012/09/30,4.839
2012/10/01,4.167
2012/10/02,4.497
2012/10/03,3.735
2012/10/04,3.463
2012/10/05,2.957
2012/10/06,3.198
2012/10/07,-0.516
2012/10/08,-2.367
2012/10/09,-2.732
2012/10/10,-1.843
2012/10/11,-2.103
2012/10/12,-2.202
2012/10/13,-3.837
2012/10/14,-4.697
2012/10/15,-5.397
2012/10/16,-6.26
2012/10/17,-8.144
2012/10/18,-7.709
2012/10/19,-7.157
2012/10/20,-7.175
2012/10/21,-3.843
2012/10/22,-1.419
2012/10/23,-1.011
2012/10/24,-2.977
2012/10/25,-6.823
2012/10/26,-12.827
2012/10/27,-14.372
2012/10/28,-11.185
2012/10/29,-9.03
2012/10/30,-9.331
2012/10/31,-6.569
2012/11/01,-8.422
2012/11/02,-11.135
2012/11/03,-10.088
2012/11/04,-8.219
2012/11/05,-7.682
2012/11/06,-7.55
2012/11/07,-6.356
2012/11/08,-2.965
2012/11/09,3.428
2012/11/10,6.232
2012/11/11,3.809
2012/11/12,2.573
2012/11/13,2.243
2012/11/14,-0.598
2012/11/15,2.003
2012/11/16,9.089
2012/11/17,11.493
2012/11/18,9.278
2012/11/19,8.894
2012/11/20,8.311
2012/11/21,7.567
2012/11/22,10.656
2012/11/23,13.657
2012/11/24,14.246
2012/11/25,14.408
2012/11/26,13.18
2012/11/27,11.322
2012/11/28,11.835
2012/11/29,11.776
2012/11/30,9.381
2012/12/01,6.752
2012/12/02,6.962
2012/12/03,7.315
2012/12/04,11.246
2012/12/05,14.103
2012/12/06,10.042
2012/12/07,8.433
2012/12/08,8.561
2012/12/09,7.69
2012/12/10,8.467
2012/12/11,10.683
2012/12/12,11.493
2012/12/13,10.491
2012/12/14,8.773
2012/12/15,7.813
2012/12/16,6.852
2012/12/17,5.437
2012/12/18,1.876
2012/12/19,0.441
2012/12/20,2.09
2012/12/21,1.049
2012/12/22,-0.18
2012/12/23,-0.089
2012/12/24,-0.258
2012/12/25,-1.062
2012/12/26,-2.013
2012/12/27,-1.876
2012/12/28,-1.63
2012/12/29,-0.702
2012/12/30,0.268
2012/12/31,1.322
2013/01/01,0.999
2013/01/02,-1.844
2013/01/03,-2.692
2013/01/04,-2.374
2013/01/05,-1.959
2013/01/06,-2.017
2013/01/07,-1.605
2013/01/08,0.158
2013/01/09,1.44
2013/01/10,2.295
2013/01/11,4.147
2013/01/12,3.945
2013/01/13,3.652
2013/01/14,3.947
2013/01/15,4.173
2013/01/16,7.556
2013/01/17,12.439
2013/01/18,15.762
2013/01/19,16.14
2013/01/20,16.861
2013/01/21,20.222
2013/01/22,24.138
2013/01/23,25.147
2013/01/24,23.173
2013/01/25,20.279
2013/01/26,22.785
2013/01/27,24.153
2013/01/28,26.689
2013/01/29,32.739
2013/01/30,33.637
2013/01/31,32.732
2013/02/01,32.127
2013/02/02,30.895
2013/02/03,30.552
2013/02/04,27.128
2013/02/05,20.86
2013/02/06,20.279
2013/02/07,25.272
2013/02/08,30.724
2013/02/09,32.794
2013/02/10,34.581
2013/02/11,33.828
2013/02/12,30.031
2013/02/13,27.811
2013/02/14,27.619
2013/02/15,30.396
2013/02/16,32.552
2013/02/17,32.593
2013/02/18,31.863
2013/02/19,37.686
2013/02/20,41.349
2013/02/21,37.991
2013/02/22,33.02
2013/02/23,27.26
2013/02/24,23.688
2013/02/25,21.491
2013/02/26,20.884
2013/02/27,23.079
2013/02/28,24.644
2013/03/01,26.068
2013/03/02,24.769
2013/03/03,22.278
2013/03/04,25.742
2013/03/05,32.257
2013/03/06,34.725
2013/03/07,36.581
2013/03/08,41.138
2013/03/09,48.781
2013/03/10,54.385
2013/03/11,56.669
2013/03/12,51.361
2013/03/13,43.344
2013/03/14,38.059
2013/03/15,31.171
2013/03/16,33.337
2013/03/17,35.346
2013/03/18,38.697
2013/03/19,40.285
2013/03/20,48.12
2013/03/21,60.015
2013/03/22,59.214
2013/03/23,47.394
2013/03/24,45.818
2013/03/25,53.247
2013/03/26,62.563
2013/03/27,85.194
2013/03/28,98.027
2013/03/29,98.62
2013/03/30,98.046
2013/03/31,102.705
2013/04/01,104.747
2013/04/02,109.704
2013/04/03,107.789
2013/04/04,93.098
2013/04/05,95.718
2013/04/06,110.817
2013/04/07,119.363
2013/04/08,136.547
2013/04/09,172.506
2013/04/10,125.273
2013/04/11,34.108
2013/04/12,6.762
2013/04/13,12.556
2013/04/14,3.144
2013/04/15,-8.032
2013/04/16,-30.354
2013/04/17,-35.223
2013/04/18,-23.375
2013/04/19,-17.071
2013/04/20,-14.639
2013/04/21,-19.556
2013/04/22,-30.586
2013/04/23,-38.187
2013/04/24,-24.482
2013/04/25,21.513
2013/04/26,43.809
2013/04/27,28.324
2013/04/28,35.053
2013/04/29,49.884
2013/04/30,79.184
2013/05/01,60.37
2013/05/02,17.29
2013/05/03,-3.754
2013/05/04,-8.246
2013/05/05,-0.727
2013/05/06,-0.467
2013/05/07,-8.615
2013/05/08,-18.698
2013/05/09,-22.413
2013/05/10,-16.853
2013/05/11,-10.936
2013/05/12,-9.922
2013/05/13,-14.031
2013/05/14,-19.209
2013/05/15,-16.113
2013/05/16,-3.646
2013/05/17,7.593
2013/05/18,7.402
2013/05/19,-0.492
2013/05/20,0.173
2013/05/21,4.444
2013/05/22,6.47
2013/05/23,9.478
2013/05/24,12.724
2013/05/25,13.53
2013/05/26,15.225
2013/05/27,14.357
2013/05/28,15.732
2013/05/29,20.899
2013/05/30,18.92
2013/05/31,14.419
2013/06/01,12.493
2013/06/02,9.946
2013/06/03,6.302
2013/06/04,3.821
2013/06/05,2.922
2013/06/06,0.583
2013/06/07,-7.697
2013/06/08,-13.419
2013/06/09,-17.72
2013/06/10,-18.928
2013/06/11,-15.248
2013/06/12,-14.538
2013/06/13,-15.953
2013/06/14,-18.642
2013/06/15,-21.006
2013/06/16,-19.157
2013/06/17,-16.195
2013/06/18,-13.387
2013/06/19,-12.483
2013/06/20,-11.36
2013/06/21,-7.775
2013/06/22,-6.252
2013/06/23,-4.018
2013/06/24,-5.364
2013/06/25,-8.735
2013/06/26,-9.302
2013/06/27,-9.674
2013/06/28,-10.319
2013/06/29,-10.94
2013/06/30,-10.489
2013/07/01,-15.11
2013/07/02,-19.736
2013/07/03,-22.531
2013/07/04,-25.858
2013/07/05,-31.163
2013/07/06,-36.337
2013/07/07,-31.401
2013/07/08,-25.314
2013/07/09,-25.454
2013/07/10,-22.46
2013/07/11,-15.632
2013/07/12,-7.852
2013/07/13,-1.33
2013/07/14,-1.862
2013/07/15,4.307
2013/07/16,8.078
2013/07/17,9.029
2013/07/18,10.224
2013/07/19,14.821
2013/07/20,27.057
2013/07/21,20.269
2013/07/22,14.346
2013/07/23,17.583
2013/07/24,13.734
2013/07/25,7.823
2013/07/26,4.934
2013/07/27,0.467
2013/07/28,0.223
2013/07/29,2.179
2013/07/30,3.475
2013/07/31,8.139
2013/08/01,10.86
2013/08/02,13.904
2013/08/03,13.73
2013/08/04,12.71
2013/08/05,13.508
2013/08/06,13.67
2013/08/07,12.688
2013/08/08,9.168
2013/08/09,5.59
2013/08/10,5.508
2013/08/11,5.303
2013/08/12,3.012
2013/08/13,2.028
2013/08/14,0.305
2013/08/15,1.123
2013/08/16,1.097
2013/08/17,1.493
2013/08/18,2.51
2013/08/19,2.656
2013/08/20,4.343
2013/08/21,7.927
2013/08/22,11.842
2013/08/23,12.674
2013/08/24,13.298
2013/08/25,15.716
2013/08/26,15.647
2013/08/27,17.841
2013/08/28,19.719
2013/08/29,19.426
2013/08/30,22.585
2013/08/31,26.107
2013/09/01,28.606
2013/09/02,28.157
2013/09/03,23.503
2013/09/04,14.876
2013/09/05,9.37
2013/09/06,8.421
2013/09/07,8.718
2013/09/08,8.316
2013/09/09,8.417
2013/09/10,7.227
2013/09/11,5.597
2013/09/12,6.81
2013/09/13,4.836
2013/09/14,1.541
2013/09/15,-0.769
2013/09/16,-1.424
2013/09/17,-0.49
2013/09/18,3.552
2013/09/19,4.416
2013/09/20,5.178
2013/09/21,5.29
2013/09/22,4.22
2013/09/23,2.921
2013/09/24,1.125
2013/09/25,0.335
2013/09/26,-0.823
2013/09/27,-1.367
2013/09/28,-0.602
2013/09/29,-0.298
2013/09/30,-0.605
2013/10/01,-0.706
2013/10/02,-9.804
2013/10/03,-11.444
2013/10/04,-3.286
2013/10/05,-1.484
2013/10/06,-1.783
2013/10/07,-0.726
2013/10/08,0.251
2013/10/09,0.616
2013/10/10,0.694
2013/10/11,1.191
2013/10/12,0.769
2013/10/13,2.836
2013/10/14,5.743
2013/10/15,9.212
2013/10/16,20.782
2013/10/17,27.833
2013/10/18,22.807
2013/10/19,28.979
2013/10/20,31.802
2013/10/21,36.88
2013/10/22,48.268
2013/10/23,55.767
2013/10/24,50.284
2013/10/25,36.855
2013/10/26,39.325
2013/10/27,40.692
2013/10/28,44.518
2013/10/29,43.339
2013/10/30,43.575
2013/10/31,41.113
2013/11/01,37.675
2013/11/02,29.707
2013/11/03,28.749
2013/11/04,29.729
2013/11/05,28.332
2013/11/06,29.702
2013/11/07,47.639
2013/11/08,75.911
2013/11/09,93.666
2013/11/10,63.591
2013/11/11,66.99
2013/11/12,74.299
2013/11/13,88.697
2013/11/14,104.871
2013/11/15,108.094
2013/11/16,109.591
2013/11/17,123.761
2013/11/18,157.477
2013/11/19,160.103
2013/11/20,99.235
2013/11/21,118.792
2013/11/22,126.462
2013/11/23,120.5
2013/11/24,140.687
2013/11/25,130.278
2013/11/26,136.653
2013/11/27,141.522
2013/11/28,133.056
2013/11/29,138.411
