Date,transactions7roc
2010/07/17,459.524
2010/07/18,42.529
2010/07/19,-78.428
2010/07/20,-47.522
2010/07/21,-95.391
2010/07/22,-68.697
2010/07/23,-67.899
2010/07/24,200
2010/07/25,541.935
2010/07/26,-36.723
2010/07/27,-37.046
2010/07/28,600
2010/07/29,663.348
2010/07/30,-34.101
2010/07/31,-86.95
2010/08/01,-92.148
2010/08/02,-30.357
2010/08/03,61.923
2010/08/04,-89.062
2010/08/05,-82.395
2010/08/06,48.252
2010/08/07,28.261
2010/08/08,53.6
2010/08/09,50
2010/08/10,-64.608
2010/08/11,-8.673
2010/08/12,-41.077
2010/08/13,41.981
2010/08/14,29.661
2010/08/15,-43.75
2010/08/16,30.769
2010/08/17,26.846
2010/08/18,36.313
2010/08/19,8.571
2010/08/20,-23.588
2010/08/21,10.458
2010/08/22,42.593
2010/08/23,-49.02
2010/08/24,-13.228
2010/08/25,-38.934
2010/08/26,-16.842
2010/08/27,-46.522
2010/08/28,0
2010/08/29,-36.364
2010/08/30,15.385
2010/08/31,56.707
2010/09/01,49.664
2010/09/02,4.43
2010/09/03,26.016
2010/09/04,-44.97
2010/09/05,48.98
2010/09/06,-33.333
2010/09/07,-52.529
2010/09/08,-21.973
2010/09/09,14.545
2010/09/10,18.065
2010/09/11,55.914
2010/09/12,38.356
2010/09/13,120.833
2010/09/14,81.148
2010/09/15,50
2010/09/16,15.873
2010/09/17,-16.393
2010/09/18,11.724
2010/09/19,-27.723
2010/09/20,-1.132
2010/09/21,188.688
2010/09/22,91.188
2010/09/23,92.237
2010/09/24,78.431
2010/09/25,100.617
2010/09/26,33.562
2010/09/27,42.748
2010/09/28,-56.27
2010/09/29,62.525
2010/09/30,-47.981
2010/10/01,57.509
2010/10/02,23.385
2010/10/03,30.769
2010/10/04,-32.086
2010/10/05,-12.186
2010/10/06,-70.9
2010/10/07,-17.808
2010/10/08,-51.395
2010/10/09,-39.401
2010/10/10,-27.451
2010/10/11,-27.953
2010/10/12,-19.592
2010/10/13,-20.339
2010/10/14,-10
2010/10/15,-27.751
2010/10/16,-24.691
2010/10/17,1.081
2010/10/18,80.328
2010/10/19,239.086
2010/10/20,138.83
2010/10/21,125.926
2010/10/22,196.689
2010/10/23,86.885
2010/10/24,85.561
2010/10/25,-37.273
2010/10/26,-58.533
2010/10/27,-20.935
2010/10/28,-27.049
2010/10/29,-45.536
2010/10/30,-49.123
2010/10/31,-63.112
2010/11/01,-15.942
2010/11/02,-60.289
2010/11/03,-55.775
2010/11/04,-47.191
2010/11/05,-8.607
2010/11/06,1.149
2010/11/07,64.062
2010/11/08,37.931
2010/11/09,74.545
2010/11/10,23.567
2010/11/11,24.823
2010/11/12,-47.534
2010/11/13,-31.818
2010/11/14,-23.81
2010/11/15,1846
2010/11/16,4540
2010/11/17,-3.093
2010/11/18,602.841
2010/11/19,8004
2010/11/20,7913
2010/11/21,6090
2010/11/22,-96.146
2010/11/23,-97.744
2010/11/24,1899
2010/11/25,288.197
2010/11/26,-88.188
2010/11/27,-97.244
2010/11/28,-97.153
2010/11/29,36.111
2010/11/30,25.373
2010/12/01,-91.381
2010/12/02,-94.336
2010/12/03,-82.589
2010/12/04,-28.679
2010/12/05,-30.851
2010/12/06,-8.571
2010/12/07,32.54
2010/12/08,-12.037
2010/12/09,-3.309
2010/12/10,15.897
2010/12/11,98.413
2010/12/12,142.051
2010/12/13,125.446
2010/12/14,44.311
2010/12/15,56.491
2010/12/16,36.122
2010/12/17,30.973
2010/12/18,-9.867
2010/12/19,-22.246
2010/12/20,53.069
2010/12/21,-9.959
2010/12/22,12.556
2010/12/23,4.469
2010/12/24,29.392
2010/12/25,37.87
2010/12/26,19.619
2010/12/27,-53.428
2010/12/28,13.364
2010/12/29,-30.677
2010/12/30,13.369
2010/12/31,2.611
2011/01/01,2.575
2011/01/02,-10.251
2011/01/03,170
2011/01/04,70.325
2011/01/05,232.184
2011/01/06,30.425
2011/01/07,117.812
2011/01/08,164.854
2011/01/09,169.036
2011/01/10,18.313
2011/01/11,42.005
2011/01/12,-13.927
2011/01/13,94.937
2011/01/14,26.285
2011/01/15,-36.414
2011/01/16,-28.585
2011/01/17,-43.565
2011/01/18,-43.109
2011/01/19,-24.824
2011/01/20,-31.54
2011/01/21,-8.233
2011/01/22,56.149
2011/01/23,20.343
2011/01/24,74.268
2011/01/25,8.272
2011/01/26,10.294
2011/01/27,-7.724
2011/01/28,-6.956
2011/01/29,-5.648
2011/01/30,167.398
2011/01/31,8.134
2011/02/01,15.825
2011/02/02,-10.545
2011/02/03,-7.636
2011/02/04,-17.66
2011/02/05,-44.941
2011/02/06,-69.951
2011/02/07,-43.663
2011/02/08,-20.141
2011/02/09,40.244
2011/02/10,193.8
2011/02/11,185.395
2011/02/12,162.787
2011/02/13,121.858
2011/02/14,162.7
2011/02/15,194.838
2011/02/16,79.517
2011/02/17,9.253
2011/02/18,-14.984
2011/02/19,-17.133
2011/02/20,7.204
2011/02/21,-1.878
2011/02/22,-0.7
2011/02/23,8.719
2011/02/24,-5.795
2011/02/25,-0.488
2011/02/26,17.862
2011/02/27,16.312
2011/02/28,-11.599
2011/03/01,30.932
2011/03/02,-8.861
2011/03/03,58.675
2011/03/04,-4.033
2011/03/05,5.668
2011/03/06,-13.235
2011/03/07,9.236
2011/03/08,-13.313
2011/03/09,-9.071
2011/03/10,-48.608
2011/03/11,-0.398
2011/03/12,59.006
2011/03/13,47.638
2011/03/14,47.58
2011/03/15,21.704
2011/03/16,82.019
2011/03/17,107.995
2011/03/18,28.335
2011/03/19,9.162
2011/03/20,51.85
2011/03/21,125.484
2011/03/22,-22.721
2011/03/23,44.831
2011/03/24,-37.632
2011/03/25,-18.88
2011/03/26,4.001
2011/03/27,-41.102
2011/03/28,-51.586
2011/03/29,20.576
2011/03/30,-63.743
2011/03/31,-5.865
2011/04/01,-23.165
2011/04/02,-50.203
2011/04/03,-29.741
2011/04/04,-22.874
2011/04/05,-24.658
2011/04/06,7.25
2011/04/07,-19.219
2011/04/08,14.113
2011/04/09,-0.942
2011/04/10,-3.62
2011/04/11,-16.471
2011/04/12,-0.571
2011/04/13,26.865
2011/04/14,77.843
2011/04/15,17.552
2011/04/16,25.618
2011/04/17,32.209
2011/04/18,62.191
2011/04/19,79.937
2011/04/20,29.766
2011/04/21,-35.024
2011/04/22,2.072
2011/04/23,7.925
2011/04/24,1.637
2011/04/25,-16.869
2011/04/26,-5.343
2011/04/27,55.646
2011/04/28,62.387
2011/04/29,73.555
2011/04/30,100.374
2011/05/01,78.588
2011/05/02,20.75
2011/05/03,-15.982
2011/05/04,-40.801
2011/05/05,13.027
2011/05/06,-7.858
2011/05/07,-14.262
2011/05/08,-28.939
2011/05/09,13.078
2011/05/10,8.361
2011/05/11,11.371
2011/05/12,-1.633
2011/05/13,25.553
2011/05/14,13.586
2011/05/15,32.512
2011/05/16,25.175
2011/05/17,41.745
2011/05/18,82.58
2011/05/19,40.727
2011/05/20,18.616
2011/05/21,13.71
2011/05/22,41.69
2011/05/23,33.081
2011/05/24,32.303
2011/05/25,12.432
2011/05/26,48.508
2011/05/27,2.426
2011/05/28,2.403
2011/05/29,-9.085
2011/05/30,-5.056
2011/05/31,6.234
2011/06/01,6.738
2011/06/02,4.122
2011/06/03,75.822
2011/06/04,76.76
2011/06/05,83.337
2011/06/06,82.713
2011/06/07,49.366
2011/06/08,83.092
2011/06/09,72.099
2011/06/10,34.07
2011/06/11,23.966
2011/06/12,45.599
2011/06/13,16.357
2011/06/14,57.507
2011/06/15,5.985
2011/06/16,5.12
2011/06/17,0.579
2011/06/18,6.773
2011/06/19,-7.848
2011/06/20,-0.254
2011/06/21,-32.061
2011/06/22,-8.656
2011/06/23,-19.004
2011/06/24,-3.636
2011/06/25,-15.977
2011/06/26,-12.561
2011/06/27,5.377
2011/06/28,11.724
2011/06/29,-12.692
2011/06/30,-7.202
2011/07/01,-2.578
2011/07/02,-17.812
2011/07/03,-16.643
2011/07/04,-18.546
2011/07/05,-16.413
2011/07/06,5.412
2011/07/07,-4.193
2011/07/08,-19.818
2011/07/09,-1.873
2011/07/10,0.683
2011/07/11,9.879
2011/07/12,-9.291
2011/07/13,-13.125
2011/07/14,-5.271
2011/07/15,-6.302
2011/07/16,13.204
2011/07/17,-0.557
2011/07/18,-15.049
2011/07/19,12.953
2011/07/20,-3.199
2011/07/21,-6.545
2011/07/22,12.813
2011/07/23,-16.63
2011/07/24,-1.9
2011/07/25,5.837
2011/07/26,-9.388
2011/07/27,-10.248
2011/07/28,-0.587
2011/07/29,-19.106
2011/07/30,-16.674
2011/07/31,-1.602
2011/08/01,-13.841
2011/08/02,5.724
2011/08/03,-3.081
2011/08/04,2.687
2011/08/05,0.965
2011/08/06,10.814
2011/08/07,-16.911
2011/08/08,-11.196
2011/08/09,4.733
2011/08/10,7.955
2011/08/11,-8.792
2011/08/12,-2.576
2011/08/13,8.284
2011/08/14,11.467
2011/08/15,15.692
2011/08/16,4.629
2011/08/17,-7.296
2011/08/18,-2.52
2011/08/19,6.383
2011/08/20,-3.151
2011/08/21,2.289
2011/08/22,-7.321
2011/08/23,-24.976
2011/08/24,-4.653
2011/08/25,-2.269
2011/08/26,-2.793
2011/08/27,-11.365
2011/08/28,-27.095
2011/08/29,4.054
2011/08/30,7.526
2011/08/31,-1.327
2011/09/01,-0.45
2011/09/02,-5.554
2011/09/03,-7.357
2011/09/04,30.166
2011/09/05,-13.487
2011/09/06,0.274
2011/09/07,-2.564
2011/09/08,-9.98
2011/09/09,5.124
2011/09/10,1.384
2011/09/11,-11.314
2011/09/12,-6.407
2011/09/13,-16.955
2011/09/14,-12.942
2011/09/15,-0.785
2011/09/16,-15.674
2011/09/17,-9.215
2011/09/18,-7.756
2011/09/19,1.304
2011/09/20,25.529
2011/09/21,24.513
2011/09/22,-5.176
2011/09/23,1.724
2011/09/24,5.244
2011/09/25,-4.17
2011/09/26,-15.645
2011/09/27,-25.447
2011/09/28,-22.128
2011/09/29,-8.797
2011/09/30,-7.296
2011/10/01,-6.573
2011/10/02,-12.014
2011/10/03,15.822
2011/10/04,-4.541
2011/10/05,-4.157
2011/10/06,5.857
2011/10/07,-3.604
2011/10/08,0.994
2011/10/09,8.466
2011/10/10,-9.677
2011/10/11,2.457
2011/10/12,3.608
2011/10/13,-15.508
2011/10/14,7.876
2011/10/15,3.066
2011/10/16,-8.78
2011/10/17,-1.667
2011/10/18,-18.743
2011/10/19,-14.273
2011/10/20,-7.223
2011/10/21,-14.853
2011/10/22,-7.879
2011/10/23,13.122
2011/10/24,2.543
2011/10/25,7.464
2011/10/26,3.162
2011/10/27,0.948
2011/10/28,-1.416
2011/10/29,9.31
2011/10/30,-11.473
2011/10/31,-13.019
2011/11/01,10.398
2011/11/02,13.23
2011/11/03,33.887
2011/11/04,27.528
2011/11/05,5.453
2011/11/06,0.431
2011/11/07,6.197
2011/11/08,3.874
2011/11/09,7.709
2011/11/10,4.439
2011/11/11,-22.196
2011/11/12,-13.801
2011/11/13,6.953
2011/11/14,7.476
2011/11/15,1.642
2011/11/16,-5.949
2011/11/17,-24.687
2011/11/18,1.246
2011/11/19,-7.685
2011/11/20,-4.742
2011/11/21,-19.306
2011/11/22,-9.931
2011/11/23,-7.593
2011/11/24,1.763
