Date,activeaddresses30wma
2010/07/17,1218
2010/07/18,1222
2010/07/19,1229
2010/07/20,1230
2010/07/21,1223
2010/07/22,1202
2010/07/23,1184
2010/07/24,1186
2010/07/25,1261
2010/07/26,1275
2010/07/27,1256
2010/07/28,1231
2010/07/29,1195
2010/07/30,1162
2010/07/31,1122
2010/08/01,1091
2010/08/02,1060
2010/08/03,1051
2010/08/04,1025
2010/08/05,1004
2010/08/06,970.422
2010/08/07,928.045
2010/08/08,889.755
2010/08/09,863.473
2010/08/10,824.254
2010/08/11,792.189
2010/08/12,758.383
2010/08/13,744.918
2010/08/14,725.854
2010/08/15,701.017
2010/08/16,701.331
2010/08/17,683.778
2010/08/18,682.103
2010/08/19,664.441
2010/08/20,659.716
2010/08/21,647.062
2010/08/22,638.303
2010/08/23,634.009
2010/08/24,629.028
2010/08/25,618.692
2010/08/26,619.817
2010/08/27,611.198
2010/08/28,604.895
2010/08/29,589.755
2010/08/30,583.546
2010/08/31,590.914
2010/09/01,589.585
2010/09/02,584.437
2010/09/03,577.441
2010/09/04,567.781
2010/09/05,565.17
2010/09/06,560.366
2010/09/07,548.6
2010/09/08,546.385
2010/09/09,542.671
2010/09/10,540.862
2010/09/11,532.43
2010/09/12,542.247
2010/09/13,552.809
2010/09/14,559.553
2010/09/15,565.654
2010/09/16,573.475
2010/09/17,601.402
2010/09/18,600.282
2010/09/19,604.899
2010/09/20,612.811
2010/09/21,653.31
2010/09/22,681.034
2010/09/23,708.574
2010/09/24,719.604
2010/09/25,731.133
2010/09/26,729.258
2010/09/27,768.789
2010/09/28,834.467
2010/09/29,865.006
2010/09/30,857.963
2010/10/01,864.611
2010/10/02,866.411
2010/10/03,860.733
2010/10/04,864.751
2010/10/05,859.957
2010/10/06,854.054
2010/10/07,844.858
2010/10/08,845.847
2010/10/09,842.196
2010/10/10,829.843
2010/10/11,817.83
2010/10/12,806.359
2010/10/13,813.092
2010/10/14,800.54
2010/10/15,784.632
2010/10/16,791.609
2010/10/17,786.374
2010/10/18,794.26
2010/10/19,831.06
2010/10/20,851.723
2010/10/21,859.163
2010/10/22,865.662
2010/10/23,863.467
2010/10/24,862.763
2010/10/25,855.578
2010/10/26,855.905
2010/10/27,871.903
