Date,activeaddresses3sma
2010/07/17,1511
2010/07/18,1144
2010/07/19,897.667
2010/07/20,931.667
2010/07/21,895.667
2010/07/22,771.333
2010/07/23,686.667
2010/07/24,738.333
2010/07/25,1249
2010/07/26,1445
2010/07/27,1380
2010/07/28,894.333
2010/07/29,657.667
2010/07/30,595
2010/07/31,528.667
2010/08/01,559.333
2010/08/02,574
2010/08/03,740.333
2010/08/04,777.333
2010/08/05,841.333
2010/08/06,729.333
2010/08/07,657
2010/08/08,578.667
2010/08/09,625.333
2010/08/10,650.667
2010/08/11,689.667
2010/08/12,623.333
2010/08/13,709
2010/08/14,663
2010/08/15,611.667
2010/08/16,586.667
2010/08/17,563.667
2010/08/18,664
2010/08/19,563.333
2010/08/20,617.333
2010/08/21,551.333
2010/08/22,590
2010/08/23,589
2010/08/24,623.667
2010/08/25,594.667
2010/08/26,594.333
2010/08/27,549.333
2010/08/28,558.667
2010/08/29,471.333
2010/08/30,479.667
2010/08/31,548.667
2010/09/01,619.667
2010/09/02,626.667
2010/09/03,548.667
2010/09/04,498
2010/09/05,499.667
2010/09/06,503.333
2010/09/07,487.333
2010/09/08,486.333
2010/09/09,487.333
2010/09/10,533.333
2010/09/11,496
2010/09/12,561.667
2010/09/13,620.667
2010/09/14,697.667
2010/09/15,681.333
2010/09/16,670.333
2010/09/17,783.333
2010/09/18,750
2010/09/19,739.667
2010/09/20,640.333
2010/09/21,858.333
2010/09/22,986.667
2010/09/23,1101
2010/09/24,965
2010/09/25,893.667
2010/09/26,751.667
2010/09/27,905.667
2010/09/28,1197
2010/09/29,1389
2010/09/30,1178
2010/10/01,894.333
2010/10/02,755
2010/10/03,766.333
2010/10/04,760
2010/10/05,734.667
2010/10/06,741.333
2010/10/07,681
2010/10/08,717.333
2010/10/09,736.667
2010/10/10,728.667
2010/10/11,668
2010/10/12,633.333
2010/10/13,734.333
2010/10/14,735.333
2010/10/15,713.667
2010/10/16,716
2010/10/17,755.333
2010/10/18,877.333
2010/10/19,1036
2010/10/20,1179
2010/10/21,1195
2010/10/22,1050
2010/10/23,933.667
2010/10/24,886
2010/10/25,812.667
2010/10/26,823
2010/10/27,911.667
2010/10/28,993.667
2010/10/29,987.667
2010/10/30,835
2010/10/31,693
2010/11/01,609.333
2010/11/02,542.333
2010/11/03,543
2010/11/04,546.333
2010/11/05,672
2010/11/06,679.333
2010/11/07,707
2010/11/08,952.333
2010/11/09,969.667
2010/11/10,956.667
2010/11/11,633.333
2010/11/12,569.333
2010/11/13,545.333
2010/11/14,645.333
2010/11/15,1959
2010/11/16,2887
2010/11/17,2812
2010/11/18,1557
2010/11/19,649.333
2010/11/20,685.667
2010/11/21,727.667
2010/11/22,722
2010/11/23,680.667
2010/11/24,749
2010/11/25,845
2010/11/26,1024
2010/11/27,977
2010/11/28,908.333
2010/11/29,809.333
2010/11/30,801
2010/12/01,935.333
2010/12/02,906
2010/12/03,934
2010/12/04,807.333
2010/12/05,768.333
2010/12/06,719.333
