Date,confirmationtime14mom
2010/11/10,0.333
2010/11/11,0
2010/11/12,2.063
2010/11/13,0.743
2010/11/14,-2.42
2010/11/15,-0.936
2010/11/16,-0.872
2010/11/17,-1.749
2010/11/18,-1.561
2010/11/19,3.025
2010/11/20,5.808
2010/11/21,4.311
2010/11/22,3.598
2010/11/23,3.65
2010/11/24,1.042
2010/11/25,1.38
2010/11/26,-1.098
2010/11/27,1.543
2010/11/28,2.747
2010/11/29,-0.31
2010/11/30,-0.181
2010/12/01,1.83
2010/12/02,2.056
2010/12/03,-1.981
2010/12/04,-6.126
2010/12/05,-4.261
2010/12/06,-2.859
2010/12/07,-4.261
2010/12/08,-2.085
2010/12/09,-1.498
2010/12/10,2.373
2010/12/11,0.229
2010/12/12,0.049
2010/12/13,3.323
2010/12/14,1.292
2010/12/15,-0.313
2010/12/16,0.664
2010/12/17,1.056
2010/12/18,2.656
2010/12/19,1.801
2010/12/20,3.082
2010/12/21,1.36
2010/12/22,3.064
2010/12/23,3.474
2010/12/24,-0.066
2010/12/25,0.343
2010/12/26,1.51
2010/12/27,-1.538
2010/12/28,0.1
2010/12/29,1.38
2010/12/30,0.197
2010/12/31,0.214
2011/01/01,-0.988
2011/01/02,0.402
2011/01/03,0.174
2011/01/04,2.828
2011/01/05,0.237
2011/01/06,0.282
2011/01/07,-0.949
2011/01/08,-0.101
2011/01/09,-1.097
2011/01/10,0.214
2011/01/11,-0.149
2011/01/12,-0.105
2011/01/13,-0.861
2011/01/14,-0.933
2011/01/15,1.216
2011/01/16,0.047
2011/01/17,-1.275
2011/01/18,0
2011/01/19,-0.83
2011/01/20,-2.471
2011/01/21,-0.505
2011/01/22,0.257
2011/01/23,-0.364
2011/01/24,-1.229
2011/01/25,0.859
2011/01/26,-0.623
2011/01/27,1.34
2011/01/28,1.158
2011/01/29,-0.228
2011/01/30,0.955
2011/01/31,0.515
2011/02/01,-1.432
2011/02/02,0.593
2011/02/03,1.258
2011/02/04,-0.853
2011/02/05,-0.683
2011/02/06,-0.335
2011/02/07,-0.566
2011/02/08,-0.659
2011/02/09,-0.5
2011/02/10,-1.258
2011/02/11,-1.372
2011/02/12,-1.597
2011/02/13,-1.958
2011/02/14,-1.124
2011/02/15,-2.38
2011/02/16,-2.907
2011/02/17,-2.766
2011/02/18,-0.63
2011/02/19,0.899
2011/02/20,-0.863
2011/02/21,0.329
2011/02/22,-1.747
2011/02/23,-1.574
2011/02/24,-0.785
2011/02/25,-1.342
2011/02/26,-2.13
2011/02/27,-1.371
2011/02/28,2.253
2011/03/01,4.677
2011/03/02,2.365
2011/03/03,1.508
2011/03/04,-0.277
2011/03/05,-3.746
2011/03/06,-2.017
2011/03/07,-0.598
2011/03/08,0.876
2011/03/09,3.074
2011/03/10,6.134
2011/03/11,4.677
2011/03/12,5.068
2011/03/13,6.406
2011/03/14,3.257
2011/03/15,1.78
2011/03/16,2.017
2011/03/17,2.471
2011/03/18,5.484
2011/03/19,7.323
2011/03/20,5.255
2011/03/21,2.905
2011/03/22,4.4
2011/03/23,0.172
2011/03/24,-3.617
2011/03/25,-2.753
2011/03/26,0.149
2011/03/27,-2.238
2011/03/28,-4.286
2011/03/29,-4.023
2011/03/30,-1.357
2011/03/31,-3.049
2011/04/01,-3.818
2011/04/02,-4.522
2011/04/03,-2.282
2011/04/04,-1.64
2011/04/05,-4.678
2011/04/06,0.558
2011/04/07,0.322
2011/04/08,0.351
2011/04/09,-1.204
2011/04/10,-1.746
2011/04/11,0.263
2011/04/12,0
2011/04/13,-1.808
2011/04/14,1.836
2011/04/15,2.406
2011/04/16,0.324
2011/04/17,-0.229
2011/04/18,1.64
2011/04/19,1.928
2011/04/20,0.27
2011/04/21,0
2011/04/22,-0.493
2011/04/23,-0.859
2011/04/24,0.565
2011/04/25,-1.334
2011/04/26,-1.45
2011/04/27,0.446
2011/04/28,-0.22
2011/04/29,-3.388
2011/04/30,-0.705
2011/05/01,0.045
2011/05/02,-2.42
2011/05/03,-2.004
2011/05/04,-2.69
2011/05/05,-3.221
2011/05/06,-1.576
2011/05/07,-1.643
2011/05/08,-2.314
2011/05/09,-1.475
2011/05/10,0.484
2011/05/11,-0.33
2011/05/12,-0.26
2011/05/13,-0.243
2011/05/14,-1.669
2011/05/15,-1.499
2011/05/16,-1.48
2011/05/17,-1.744
2011/05/18,-2.31
2011/05/19,1.846
2011/05/20,-0.06
2011/05/21,-0.184
2011/05/22,-0.861
2011/05/23,-0.99
2011/05/24,-3.053
2011/05/25,-2.849
2011/05/26,-3.656
2011/05/27,1.666
2011/05/28,3.34
2011/05/29,1.455
2011/05/30,3.521
2011/05/31,3.997
2011/06/01,2.66
2011/06/02,-0.842
2011/06/03,0.583
2011/06/04,-0.117
2011/06/05,1.209
2011/06/06,1.145
2011/06/07,3.655
2011/06/08,3.093
2011/06/09,1.622
2011/06/10,-2.165
2011/06/11,-3.576
2011/06/12,-1.82
2011/06/13,-3.007
2011/06/14,-3.77
2011/06/15,-2.498
2011/06/16,0.421
2011/06/17,0.613
2011/06/18,0.881
2011/06/19,-0.466
2011/06/20,-0.026
2011/06/21,-2.779
2011/06/22,-2.245
2011/06/23,-0.486
2011/06/24,0.209
2011/06/25,4.356
2011/06/26,3.484
2011/06/27,2.177
2011/06/28,3.17
2011/06/29,3.211
2011/06/30,-0.461
2011/07/01,0.582
2011/07/02,1.211
2011/07/03,2.27
2011/07/04,2.317
2011/07/05,4.668
2011/07/06,3.634
2011/07/07,4.992
2011/07/08,2.061
2011/07/09,-0.406
2011/07/10,0.847
2011/07/11,0.651
2011/07/12,1.213
2011/07/13,-0.833
2011/07/14,2.461
2011/07/15,0.565
2011/07/16,0.651
2011/07/17,-0.257
2011/07/18,0
2011/07/19,-0.219
2011/07/20,0.492
2011/07/21,-1.519
2011/07/22,0.809
2011/07/23,0.199
2011/07/24,-1.836
2011/07/25,-0.445
2011/07/26,-2.031
2011/07/27,0.737
2011/07/28,-0.71
2011/07/29,-0.108
2011/07/30,0.302
2011/07/31,-0.242
2011/08/01,0.257
2011/08/02,-0.79
2011/08/03,-0.492
2011/08/04,1.689
2011/08/05,0.749
2011/08/06,1.94
2011/08/07,2.754
2011/08/08,1.861
2011/08/09,1.681
2011/08/10,1.198
2011/08/11,1.221
2011/08/12,2.212
2011/08/13,1.603
2011/08/14,2.681
2011/08/15,2.436
2011/08/16,0.445
2011/08/17,1.416
2011/08/18,-1.163
2011/08/19,0.707
2011/08/20,-2.33
2011/08/21,-2.429
2011/08/22,-2.068
2011/08/23,-0.573
2011/08/24,1.273
2011/08/25,0.156
2011/08/26,-1.196
2011/08/27,0.726
2011/08/28,1.505
2011/08/29,-0.728
2011/08/30,0.067
2011/08/31,-1.298
2011/09/01,1.163
2011/09/02,-1.762
2011/09/03,0.457
2011/09/04,1.746
2011/09/05,0.71
2011/09/06,0.246
2011/09/07,-0.158
2011/09/08,0.496
2011/09/09,-0.445
2011/09/10,-0.976
2011/09/11,-0.894
2011/09/12,0.392
2011/09/13,0.278
2011/09/14,0.573
2011/09/15,-1.932
2011/09/16,2.87
2011/09/17,0.815
2011/09/18,-1.632
2011/09/19,2.108
2011/09/20,0.749
2011/09/21,-0.725
2011/09/22,-1.433
2011/09/23,1.476
2011/09/24,0.336
2011/09/25,-1.009
2011/09/26,-0.081
2011/09/27,0.686
2011/09/28,-0.067
2011/09/29,2.289
2011/09/30,-0.298
2011/10/01,-0.676
2011/10/02,2.787
2011/10/03,-1.408
2011/10/04,2.571
2011/10/05,0.068
2011/10/06,1.52
2011/10/07,-0.392
2011/10/08,0.938
2011/10/09,0.828
2011/10/10,0.961
2011/10/11,4.657
2011/10/12,2.204
2011/10/13,3.325
2011/10/14,-1.444
2011/10/15,0.676
2011/10/16,0.2
2011/10/17,2.272
2011/10/18,-0.857
2011/10/19,0.896
2011/10/20,1.272
2011/10/21,1.466
2011/10/22,2.593
2011/10/23,1.995
2011/10/24,-0.369
2011/10/25,-4.321
2011/10/26,0.308
2011/10/27,-0.445
2011/10/28,3.355
2011/10/29,1.997
2011/10/30,0.872
2011/10/31,-1.211
2011/11/01,-2.4
2011/11/02,-1.476
2011/11/03,-1.002
2011/11/04,-2.105
2011/11/05,-4.831
2011/11/06,-3.333
2011/11/07,-0.429
2011/11/08,-1.498
2011/11/09,-3.364
2011/11/10,-4.187
2011/11/11,-1.613
2011/11/12,-2.673
2011/11/13,-2.973
2011/11/14,-0.922
2011/11/15,-0.873
2011/11/16,1.316
2011/11/17,-1.16
2011/11/18,1.031
2011/11/19,1.844
2011/11/20,0.07
2011/11/21,1.294
2011/11/22,0.621
2011/11/23,1.802
2011/11/24,2.531
2011/11/25,-1.434
2011/11/26,1.93
2011/11/27,2.632
2011/11/28,1.269
2011/11/29,1.708
2011/11/30,-1.778
2011/12/01,-2.448
2011/12/02,-0.964
2011/12/03,-2.234
2011/12/04,0.518
2011/12/05,-3.089
2011/12/06,-1.865
2011/12/07,-0.311
2011/12/08,-3.963
2011/12/09,-0.871
2011/12/10,-2
2011/12/11,-3.158
2011/12/12,0
2011/12/13,0.474
2011/12/14,0.523
2011/12/15,4.945
2011/12/16,2.34
2011/12/17,0.126
2011/12/18,-0.588
2011/12/19,-0.057
2011/12/20,2.325
2011/12/21,-0.77
2011/12/22,0.949
2011/12/23,0.345
2011/12/24,-0.069
2011/12/25,-1.198
2011/12/26,-3.203
2011/12/27,-0.978
2011/12/28,-0.121
2011/12/29,-2.422
2011/12/30,-2.063
2011/12/31,-0.064
2012/01/01,-0.588
2012/01/02,0.48
2012/01/03,-1.69
2012/01/04,0
2012/01/05,0.066
2012/01/06,-1.72
2012/01/07,-2.105
2012/01/08,0.558
2012/01/09,0.645
2012/01/10,0.282
2012/01/11,0.121
2012/01/12,-1.144
2012/01/13,0.145
2012/01/14,0.064
2012/01/15,0.948
2012/01/16,-1.308
2012/01/17,0.115
2012/01/18,1.586
2012/01/19,-0.196
2012/01/20,1.51
2012/01/21,0.954
2012/01/22,1.754
2012/01/23,-0.31
2012/01/24,0.147
2012/01/25,0.318
2012/01/26,1.144
2012/01/27,-0.073
2012/01/28,0.331
2012/01/29,-1.737
2012/01/30,0.144
2012/01/31,0.428
2012/02/01,-1.037
2012/02/02,-0.543
2012/02/03,-0.817
2012/02/04,0.391
2012/02/05,-0.447
2012/02/06,1.392
2012/02/07,0.151
2012/02/08,0.201
2012/02/09,-0.504
2012/02/10,0.222
2012/02/11,-0.331
2012/02/12,0.491
2012/02/13,2.139
2012/02/14,0.835
2012/02/15,0.534
2012/02/16,1.378
2012/02/17,0.36
2012/02/18,-0.751
2012/02/19,-1.027
2012/02/20,0.423
2012/02/21,0.652
2012/02/22,-0.874
2012/02/23,-1.256
2012/02/24,-0.77
2012/02/25,-0.873
2012/02/26,0.486
2012/02/27,-1.16
2012/02/28,-1.435
2012/02/29,-2.702
2012/03/01,-0.898
2012/03/02,1.273
2012/03/03,4.322
2012/03/04,1.397
2012/03/05,-0.355
2012/03/06,-0.652
2012/03/07,0.294
2012/03/08,0.556
2012/03/09,-1.093
2012/03/10,0
2012/03/11,1.146
2012/03/12,-0.676
2012/03/13,0
2012/03/14,2.466
2012/03/15,2.364
2012/03/16,-1.335
2012/03/17,-4.273
2012/03/18,-1.511
2012/03/19,0.139
2012/03/20,-1.511
2012/03/21,-0.237
2012/03/22,-0.117
2012/03/23,2.857
2012/03/24,-0.901
2012/03/25,-1.574
2012/03/26,0.862
2012/03/27,0.231
2012/03/28,-0.911
2012/03/29,-1.688
2012/03/30,-0.061
2012/03/31,0
2012/04/01,1.141
2012/04/02,2.344
2012/04/03,1.827
2012/04/04,1.397
2012/04/05,3.194
2012/04/06,-0.84
2012/04/07,3.337
2012/04/08,0.428
2012/04/09,0.327
2012/04/10,0.565
2012/04/11,0.613
2012/04/12,1.126
2012/04/13,2.357
2012/04/14,1.889
2012/04/15,3.317
2012/04/16,-2.814
2012/04/17,-0.16
2012/04/18,0.566
2012/04/19,-3.136
2012/04/20,-1.238
2012/04/21,-1.812
2012/04/22,0.686
2012/04/23,0.804
2012/04/24,0.639
2012/04/25,1.126
2012/04/26,-2.048
2012/04/27,-1.041
2012/04/28,-0.886
2012/04/29,-5.413
2012/04/30,-1.555
2012/05/01,-2.196
2012/05/02,-1.477
2012/05/03,0
2012/05/04,-0.407
2012/05/05,-0.728
2012/05/06,-1.505
2012/05/07,-2.196
2012/05/08,-2.253
2012/05/09,-2.664
2012/05/10,1.872
2012/05/11,-0.597
2012/05/12,1.776
2012/05/13,2.241
2012/05/14,2.315
2012/05/15,2.606
2012/05/16,2.301
2012/05/17,3.242
2012/05/18,0.987
2012/05/19,1.042
2012/05/20,1.654
2012/05/21,2.958
2012/05/22,4.34
2012/05/23,2.402
2012/05/24,0.357
2012/05/25,1.831
2012/05/26,-1.109
2012/05/27,-1.229
2012/05/28,-0.219
2012/05/29,0.352
2012/05/30,-0.908
2012/05/31,-1.979
2012/06/01,-0.457
2012/06/02,-0.664
2012/06/03,-1.023
2012/06/04,-2.138
2012/06/05,-2.726
2012/06/06,-1.665
2012/06/07,-1.16
2012/06/08,-1.688
2012/06/09,-1.72
2012/06/10,-0.382
2012/06/11,0.145
2012/06/12,-2.198
2012/06/13,-1.392
2012/06/14,-1.204
2012/06/15,-0.417
2012/06/16,0.231
2012/06/17,-0.631
2012/06/18,-1.062
2012/06/19,0
2012/06/20,0.519
2012/06/21,0.229
2012/06/22,0.222
2012/06/23,0.359
2012/06/24,2.318
2012/06/25,-0.935
2012/06/26,0.434
2012/06/27,-0.766
2012/06/28,1.28
2012/06/29,0.806
2012/06/30,1.678
2012/07/01,1.36
2012/07/02,1.245
2012/07/03,-0.796
2012/07/04,-0.331
2012/07/05,-0.588
2012/07/06,-1.144
2012/07/07,-0.106
2012/07/08,-1.581
2012/07/09,-0.516
2012/07/10,-0.064
2012/07/11,1.912
2012/07/12,-0.911
2012/07/13,-1.029
2012/07/14,-1.965
2012/07/15,0.145
2012/07/16,0.126
2012/07/17,-0.628
2012/07/18,-0.31
2012/07/19,0.667
2012/07/20,0.439
2012/07/21,1.538
2012/07/22,-0.121
2012/07/23,1.378
2012/07/24,-0.656
2012/07/25,-1.746
2012/07/26,-1.079
2012/07/27,-0.744
2012/07/28,0.468
2012/07/29,-1.611
2012/07/30,-1.418
2012/07/31,2.705
2012/08/01,1.456
2012/08/02,-1.939
2012/08/03,-0.841
2012/08/04,-0.982
2012/08/05,1.069
2012/08/06,0.073
2012/08/07,-0.164
2012/08/08,-0.325
2012/08/09,-0.05
2012/08/10,1.141
2012/08/11,-0.84
2012/08/12,0.382
2012/08/13,0.818
2012/08/14,-1.905
2012/08/15,-2.124
2012/08/16,0.623
2012/08/17,1.546
2012/08/18,0.306
2012/08/19,-2.448
2012/08/20,-2.01
2012/08/21,-0.457
2012/08/22,0.556
2012/08/23,0.257
2012/08/24,0.499
2012/08/25,1.863
2012/08/26,-1.012
2012/08/27,0.931
2012/08/28,0.364
2012/08/29,-0.051
2012/08/30,0
2012/08/31,-0.149
2012/09/01,-0.592
2012/09/02,0.868
2012/09/03,0.896
2012/09/04,1.088
2012/09/05,-1.231
2012/09/06,-0.306
2012/09/07,-1.158
2012/09/08,-0.504
2012/09/09,1.012
2012/09/10,-0.331
2012/09/11,0.395
2012/09/12,0.719
2012/09/13,1.726
2012/09/14,-1.397
2012/09/15,1.056
2012/09/16,0.164
2012/09/17,-0.601
2012/09/18,-0.789
2012/09/19,2.213
2012/09/20,1.053
2012/09/21,-0.051
2012/09/22,-0.759
2012/09/23,0.057
2012/09/24,-0.188
2012/09/25,0.429
2012/09/26,0.995
2012/09/27,-2.133
2012/09/28,0.225
2012/09/29,-1.429
2012/09/30,0.113
2012/10/01,2.421
2012/10/02,1.24
2012/10/03,0.614
2012/10/04,1.519
2012/10/05,2.068
2012/10/06,0.118
2012/10/07,2.406
2012/10/08,-1.322
2012/10/09,-0.219
2012/10/10,-0.621
2012/10/11,1.491
2012/10/12,0.551
2012/10/13,1.158
2012/10/14,2.282
2012/10/15,-2.472
2012/10/16,-0.573
2012/10/17,-0.686
2012/10/18,-1.82
2012/10/19,0.078
2012/10/20,-0.176
2012/10/21,-2.576
2012/10/22,1.082
2012/10/23,0.936
2012/10/24,-0.776
2012/10/25,-0.365
2012/10/26,-0.937
2012/10/27,-1.501
2012/10/28,-2.664
2012/10/29,0.593
2012/10/30,0.78
2012/10/31,-0.141
2012/11/01,1.339
2012/11/02,-0.597
2012/11/03,0.749
2012/11/04,0.228
2012/11/05,-0.172
2012/11/06,-0.41
2012/11/07,0.283
2012/11/08,-0.719
2012/11/09,0.746
2012/11/10,1.771
2012/11/11,1.121
2012/11/12,1.795
2012/11/13,0.216
2012/11/14,0.07
2012/11/15,0.077
2012/11/16,-0.139
2012/11/17,0.423
2012/11/18,0.691
2012/11/19,0.863
2012/11/20,-0.871
2012/11/21,0.302
2012/11/22,0.649
2012/11/23,-0.639
2012/11/24,-0.464
2012/11/25,0.067
2012/11/26,-1.737
2012/11/27,-0.556
2012/11/28,-1.698
2012/11/29,-1.914
2012/11/30,1.589
2012/12/01,-1.663
2012/12/02,0.207
2012/12/03,-0.067
2012/12/04,3.061
2012/12/05,2.33
2012/12/06,0.511
2012/12/07,2.328
2012/12/08,0.898
2012/12/09,1.566
2012/12/10,0.898
2012/12/11,0.27
2012/12/12,2.705
2012/12/13,2.318
2012/12/14,2.065
2012/12/15,3.791
2012/12/16,2.903
2012/12/17,0.95
2012/12/18,-1.337
2012/12/19,-1.662
2012/12/20,3.074
2012/12/21,0.266
2012/12/22,-1.023
2012/12/23,0.375
2012/12/24,0.839
2012/12/25,1.613
2012/12/26,-1.726
2012/12/27,-1.762
2012/12/28,-5.064
2012/12/29,-2.414
2012/12/30,-4.298
2012/12/31,-1.632
2013/01/01,-2.631
2013/01/02,-0.729
2013/01/03,-4.696
2013/01/04,-2.017
2013/01/05,0.801
2013/01/06,-1.872
2013/01/07,-2.338
2013/01/08,-0.786
2013/01/09,1.726
2013/01/10,0.565
2013/01/11,3.787
2013/01/12,1.803
2013/01/13,2.152
2013/01/14,0.058
2013/01/15,3.012
2013/01/16,1.581
2013/01/17,4.084
2013/01/18,2.489
2013/01/19,-0.862
2013/01/20,1.146
2013/01/21,2.338
2013/01/22,-0.827
2013/01/23,0.352
2013/01/24,-0.565
2013/01/25,-1.797
2013/01/26,-2.573
2013/01/27,-1.291
2013/01/28,0.624
2013/01/29,-2.787
2013/01/30,-1.581
2013/01/31,-5.512
2013/02/01,-2.105
2013/02/02,0.061
2013/02/03,-3.335
2013/02/04,-2.129
2013/02/05,-1.377
2013/02/06,-1.566
2013/02/07,0.12
2013/02/08,-0.975
2013/02/09,0.839
2013/02/10,-0.592
2013/02/11,-0.739
2013/02/12,1.246
2013/02/13,-0.991
2013/02/14,2.075
2013/02/15,-1.751
2013/02/16,-1.793
2013/02/17,-0.082
2013/02/18,0.164
2013/02/19,0.434
2013/02/20,-2.402
2013/02/21,-1.169
2013/02/22,-1.066
2013/02/23,-1.289
2013/02/24,0.287
2013/02/25,-1.998
2013/02/26,-1.685
2013/02/27,-0.96
2013/02/28,-0.965
2013/03/01,1.429
2013/03/02,2.312
2013/03/03,1.285
2013/03/04,-0.899
2013/03/05,1.303
2013/03/06,1.829
2013/03/07,0.818
2013/03/08,0.529
2013/03/09,-0.26
2013/03/10,-1.362
2013/03/11,1.722
2013/03/12,1.992
2013/03/13,1.711
2013/03/14,-0.527
2013/03/15,-1.102
2013/03/16,-1.702
2013/03/17,-2.054
2013/03/18,-0.466
2013/03/19,-1.889
2013/03/20,-2.466
2013/03/21,-2.394
2013/03/22,-2.712
2013/03/23,-1.885
2013/03/24,-0.25
2013/03/25,1.22
2013/03/26,-1.13
2013/03/27,1.82
2013/03/28,-0.176
2013/03/29,-0.096
2013/03/30,0.095
2013/03/31,1.631
2013/04/01,-0.306
2013/04/02,-0.515
2013/04/03,1.404
2013/04/04,2.745
2013/04/05,2.826
2013/04/06,2.198
2013/04/07,1.161
2013/04/08,-0.71
2013/04/09,-1.355
2013/04/10,-3.453
2013/04/11,1.131
2013/04/12,0.048
2013/04/13,0.299
2013/04/14,0.891
2013/04/15,1.508
2013/04/16,0.18
2013/04/17,0.192
2013/04/18,0.445
2013/04/19,1.397
2013/04/20,0.516
2013/04/21,-0.599
2013/04/22,0.121
2013/04/23,0.39
2013/04/24,1.35
2013/04/25,-0.628
2013/04/26,0.097
2013/04/27,1.173
2013/04/28,-1.276
2013/04/29,-0.505
2013/04/30,1.529
2013/05/01,1.115
2013/05/02,0.95
2013/05/03,0
2013/05/04,-0.294
2013/05/05,0.545
2013/05/06,-0.737
2013/05/07,0
2013/05/08,-0.162
2013/05/09,0.408
2013/05/10,-0.049
2013/05/11,-1.884
2013/05/12,0.436
2013/05/13,0
2013/05/14,-0.314
2013/05/15,0.676
2013/05/16,-1.017
2013/05/17,-1.567
2013/05/18,0.608
2013/05/19,0.503
2013/05/20,2.488
2013/05/21,0.965
2013/05/22,0.503
2013/05/23,-0.505
2013/05/24,0.149
2013/05/25,0.815
2013/05/26,0.263
2013/05/27,-0.094
2013/05/28,-0.237
2013/05/29,-1.641
2013/05/30,-1.685
2013/05/31,-0.716
2013/06/01,-2.904
2013/06/02,-1.995
2013/06/03,-4.402
2013/06/04,-2.776
2013/06/05,-1.405
2013/06/06,-0.32
2013/06/07,0.423
2013/06/08,-0.771
2013/06/09,0.222
2013/06/10,0.094
2013/06/11,-1.114
2013/06/12,-1.478
2013/06/13,-0.303
2013/06/14,-0.229
2013/06/15,1.563
2013/06/16,0.548
2013/06/17,3.17
2013/06/18,3.525
2013/06/19,2.762
2013/06/20,1.395
2013/06/21,-0.373
2013/06/22,0.226
2013/06/23,-0.329
2013/06/24,1.324
2013/06/25,1.172
2013/06/26,1.182
2013/06/27,0.881
2013/06/28,0.521
2013/06/29,0.197
2013/06/30,1.628
2013/07/01,-0.759
2013/07/02,-0.874
2013/07/03,-2.762
2013/07/04,-0.623
2013/07/05,-0.829
2013/07/06,-0.481
2013/07/07,-0.985
2013/07/08,-2.1
2013/07/09,-1.388
2013/07/10,-0.891
2013/07/11,-0.347
2013/07/12,0.83
2013/07/13,0.651
2013/07/14,-1.04
2013/07/15,-0.391
2013/07/16,-0.631
2013/07/17,0
2013/07/18,0.217
2013/07/19,0.679
2013/07/20,0.041
2013/07/21,-0.506
2013/07/22,1.227
2013/07/23,2.429
2013/07/24,1.672
2013/07/25,1.587
2013/07/26,-0.57
2013/07/27,-1.216
2013/07/28,0.199
2013/07/29,-0.691
2013/07/30,-1.471
2013/07/31,-0.247
2013/08/01,-0.809
2013/08/02,-0.921
2013/08/03,0.729
2013/08/04,0.809
2013/08/05,-1.108
2013/08/06,-2.634
2013/08/07,-1.315
2013/08/08,-2.839
2013/08/09,-1.396
2013/08/10,-1.099
2013/08/11,-1.905
2013/08/12,-1.423
2013/08/13,0.559
2013/08/14,0.992
2013/08/15,0.335
2013/08/16,1.071
2013/08/17,-0.892
2013/08/18,-0.622
2013/08/19,0.517
2013/08/20,0
2013/08/21,-0.395
2013/08/22,-0.358
2013/08/23,-0.038
2013/08/24,1.012
2013/08/25,2.87
2013/08/26,2.008
2013/08/27,0.652
2013/08/28,-0.482
2013/08/29,-0.852
2013/08/30,-1.547
2013/08/31,-1.122
2013/09/01,-0.907
2013/09/02,-1.438
2013/09/03,-0.156
2013/09/04,1.487
2013/09/05,1.378
2013/09/06,0.437
2013/09/07,2.062
2013/09/08,-0.364
2013/09/09,-1.581
2013/09/10,-0.981
2013/09/11,-0.89
2013/09/12,-0.858
2013/09/13,0.034
2013/09/14,0.148
2013/09/15,1.44
2013/09/16,2.653
2013/09/17,0.622
2013/09/18,-0.107
2013/09/19,-0.466
2013/09/20,-0.584
2013/09/21,-2.312
2013/09/22,-2.078
2013/09/23,-0.236
2013/09/24,-0.747
2013/09/25,-0.21
2013/09/26,2.128
2013/09/27,1.031
2013/09/28,1.53
2013/09/29,0.515
2013/09/30,-0.516
2013/10/01,-0.344
2013/10/02,-1.188
2013/10/03,-0.343
2013/10/04,0.8
2013/10/05,-1.044
2013/10/06,0.69
2013/10/07,2.374
2013/10/08,2.152
2013/10/09,1.054
2013/10/10,-1.389
2013/10/11,-0.306
2013/10/12,-1.407
2013/10/13,-1.955
2013/10/14,-3.074
2013/10/15,-2.162
2013/10/16,-0.682
2013/10/17,1.387
2013/10/18,-0.5
2013/10/19,-0.118
2013/10/20,-0.548
2013/10/21,-2.406
2013/10/22,-3.067
2013/10/23,-1.529
2013/10/24,-0.802
2013/10/25,-1.656
2013/10/26,1.183
2013/10/27,1.529
2013/10/28,2.469
2013/10/29,3.462
2013/10/30,0.527
2013/10/31,-1.798
2013/11/01,-0.577
2013/11/02,0.671
2013/11/03,0.264
2013/11/04,0.56
2013/11/05,2.398
2013/11/06,2.319
2013/11/07,3.302
2013/11/08,4.619
2013/11/09,1.818
2013/11/10,0.376
2013/11/11,-0.528
2013/11/12,-1.836
2013/11/13,1.187
2013/11/14,1.044
2013/11/15,1.752
