Date,size14var
2011/03/21,3817349
2011/03/22,3446980
2011/03/23,3022815
2011/03/24,2942096
2011/03/25,3139394
2011/03/26,3065725
2011/03/27,3079856
2011/03/28,3152775
2011/03/29,3271015
2011/03/30,3893600
2011/03/31,4508800
2011/04/01,5210666
2011/04/02,5605761
2011/04/03,4785741
2011/04/04,2932601
2011/04/05,3021985
2011/04/06,1795937
2011/04/07,1824011
2011/04/08,1837610
2011/04/09,976545
2011/04/10,623082
2011/04/11,310783
2011/04/12,302239
2011/04/13,332303
2011/04/14,613223
2011/04/15,1023239
2011/04/16,1069971
2011/04/17,949124
2011/04/18,1357763
2011/04/19,1868310
2011/04/20,2677932
2011/04/21,2567675
2011/04/22,2508070
2011/04/23,2278358
2011/04/24,1964702
2011/04/25,1839676
2011/04/26,1827899
2011/04/27,2946695
2011/04/28,2994547
2011/04/29,2982297
2011/04/30,3515531
2011/05/01,3457618
2011/05/02,3594142
2011/05/03,3559771
2011/05/04,3265174
2011/05/05,2930281
2011/05/06,2515323
2011/05/07,2371449
2011/05/08,2462408
2011/05/09,2438720
2011/05/10,2464491
2011/05/11,1539748
2011/05/12,1669336
2011/05/13,2047025
2011/05/14,1630715
2011/05/15,1260561
2011/05/16,1229040
2011/05/17,1160651
2011/05/18,1103173
2011/05/19,2222477
2011/05/20,2221106
2011/05/21,2101436
2011/05/22,1525651
2011/05/23,1177700
2011/05/24,1205537
2011/05/25,1073702
2011/05/26,1151309
2011/05/27,1605187
2011/05/28,2538246
2011/05/29,2539645
2011/05/30,4011476
2011/05/31,7008413
2011/06/01,7624874
2011/06/02,9408366
2011/06/03,14132039
2011/06/04,14782359
2011/06/05,13833869
2011/06/06,13493308
2011/06/07,13627311
2011/06/08,26345147
2011/06/09,25777788
2011/06/10,23679186
2011/06/11,21574391
2011/06/12,17914107
2011/06/13,16336750
2011/06/14,16253171
2011/06/15,13926842
2011/06/16,18170695
2011/06/17,19523693
2011/06/18,17652129
2011/06/19,14199483
2011/06/20,14070034
2011/06/21,17325620
2011/06/22,14161932
2011/06/23,15296951
2011/06/24,15397453
2011/06/25,17393774
2011/06/26,20675973
2011/06/27,27455780
2011/06/28,29080040
2011/06/29,27872875
2011/06/30,24973527
2011/07/01,24995220
2011/07/02,24964827
2011/07/03,25259020
2011/07/04,23849201
2011/07/05,21419018
2011/07/06,19213679
2011/07/07,14770453
2011/07/08,13283575
2011/07/09,13664559
2011/07/10,13585263
2011/07/11,10415106
2011/07/12,9886797
2011/07/13,11732079
2011/07/14,10796024
2011/07/15,12146895
2011/07/16,11651473
2011/07/17,11200175
2011/07/18,11367454
2011/07/19,11591080
2011/07/20,9768285
2011/07/21,8372986
2011/07/22,7882156
2011/07/23,7993215
2011/07/24,7335007
2011/07/25,6989264
2011/07/26,7420609
2011/07/27,6859645
2011/07/28,6454484
2011/07/29,7450134
2011/07/30,10377767
2011/07/31,11055995
2011/08/01,9928284
2011/08/02,7235539
2011/08/03,6362304
2011/08/04,7690718
2011/08/05,7067684
2011/08/06,8028960
2011/08/07,7974894
2011/08/08,8523878
2011/08/09,10399183
2011/08/10,10025696
2011/08/11,10002583
2011/08/12,8587582
2011/08/13,5536566
2011/08/14,4383075
2011/08/15,5947161
2011/08/16,6451490
2011/08/17,5811210
2011/08/18,6241500
2011/08/19,5935093
2011/08/20,7364359
2011/08/21,8414610
2011/08/22,8851851
2011/08/23,8424378
2011/08/24,8389165
2011/08/25,8295652
2011/08/26,8180622
2011/08/27,8252070
2011/08/28,8360990
2011/08/29,5662408
2011/08/30,4276963
2011/08/31,4530488
2011/09/01,4647741
2011/09/02,4015755
2011/09/03,5444411
2011/09/04,27781507
2011/09/05,28174460
2011/09/06,27750908
2011/09/07,27780542
2011/09/08,27851108
2011/09/09,28261791
2011/09/10,28105184
2011/09/11,27895557
2011/09/12,27662084
2011/09/13,28642590
2011/09/14,29287807
2011/09/15,30457932
2011/09/16,29290234
2011/09/17,29296658
2011/09/18,7463463
2011/09/19,8148050
2011/09/20,11211731
2011/09/21,12336109
2011/09/22,13247703
2011/09/23,12077945
2011/09/24,12034651
2011/09/25,11770579
2011/09/26,11669624
2011/09/27,11557130
2011/09/28,12042363
2011/09/29,12096292
2011/09/30,11837472
2011/10/01,12291133
2011/10/02,11480878
2011/10/03,10387504
2011/10/04,5798641
2011/10/05,2962846
2011/10/06,3086574
2011/10/07,3015583
2011/10/08,2694420
2011/10/09,2685058
2011/10/10,2751290
2011/10/11,9906245
2011/10/12,9723081
2011/10/13,9851805
2011/10/14,9914537
2011/10/15,9376913
2011/10/16,9130402
2011/10/17,9301151
2011/10/18,9273074
2011/10/19,9461386
2011/10/20,10325473
2011/10/21,10938058
2011/10/22,11336127
2011/10/23,11243297
2011/10/24,11270504
2011/10/25,5228992
2011/10/26,4752718
2011/10/27,4050144
2011/10/28,4537350
2011/10/29,4872958
2011/10/30,4817895
2011/10/31,4434299
2011/11/01,5107732
2011/11/02,5576711
2011/11/03,5260176
2011/11/04,4797561
2011/11/05,4163208
2011/11/06,5343075
2011/11/07,5212641
2011/11/08,5150476
2011/11/09,5120117
2011/11/10,5262830
2011/11/11,4420457
2011/11/12,3432784
2011/11/13,3666127
2011/11/14,3706103
2011/11/15,3533759
2011/11/16,3531366
2011/11/17,3341909
2011/11/18,3142015
2011/11/19,3149755
2011/11/20,2073640
2011/11/21,2066651
2011/11/22,2023938
2011/11/23,2024206
2011/11/24,2147834
2011/11/25,1906186
2011/11/26,1695852
2011/11/27,1296863
2011/11/28,1746136
2011/11/29,2814313
2011/11/30,3095479
2011/12/01,3070244
2011/12/02,2944847
2011/12/03,3030863
2011/12/04,3032720
2011/12/05,3045044
2011/12/06,3107187
2011/12/07,3045329
2011/12/08,2981542
2011/12/09,3180927
2011/12/10,3330288
2011/12/11,3350722
2011/12/12,3102150
2011/12/13,2056969
2011/12/14,1764831
2011/12/15,1667853
2011/12/16,1981108
2011/12/17,2527217
2011/12/18,3587407
2011/12/19,3547339
2011/12/20,7175647
2011/12/21,7016197
2011/12/22,6992619
2011/12/23,6903191
2011/12/24,8004685
2011/12/25,9263753
2011/12/26,9560854
2011/12/27,9234566
2011/12/28,9484925
2011/12/29,9438473
2011/12/30,8509688
2011/12/31,8365780
2012/01/01,7905066
2012/01/02,8384907
2012/01/03,3159500
2012/01/04,3932562
2012/01/05,8744868
2012/01/06,10447249
2012/01/07,9428289
2012/01/08,8460300
2012/01/09,7514182
2012/01/10,15479462
2012/01/11,17736167
2012/01/12,16850528
2012/01/13,14582325
2012/01/14,13004874
2012/01/15,11720504
2012/01/16,11547047
2012/01/17,11026629
2012/01/18,11241401
2012/01/19,10711832
2012/01/20,10763546
2012/01/21,9784381
2012/01/22,11495074
2012/01/23,14109078
2012/01/24,9402097
2012/01/25,7424281
2012/01/26,7555683
2012/01/27,7509537
2012/01/28,7642667
2012/01/29,8099992
2012/01/30,9524575
2012/01/31,9695507
2012/02/01,8196585
2012/02/02,8289177
2012/02/03,8277953
2012/02/04,8095283
2012/02/05,7107927
2012/02/06,5228645
2012/02/07,4575039
2012/02/08,3171395
2012/02/09,3522601
2012/02/10,6794723
2012/02/11,6826263
2012/02/12,6244701
2012/02/13,5272853
2012/02/14,11591790
2012/02/15,14602768
2012/02/16,19652416
2012/02/17,20885177
2012/02/18,24445890
2012/02/19,27663010
2012/02/20,27427804
2012/02/21,27317789
2012/02/22,28007966
2012/02/23,28053376
2012/02/24,26755049
2012/02/25,28284725
2012/02/26,29144265
2012/02/27,28450507
2012/02/28,21211059
2012/02/29,15873619
2012/03/01,4923995
2012/03/02,9663977
2012/03/03,8543414
2012/03/04,7393457
2012/03/05,7973962
2012/03/06,8094744
2012/03/07,8183851
2012/03/08,8118129
2012/03/09,8307850
2012/03/10,8248388
2012/03/11,7833705
2012/03/12,8322554
2012/03/13,9219251
2012/03/14,9403420
2012/03/15,10098955
2012/03/16,7343218
2012/03/17,7977685
2012/03/18,9518610
2012/03/19,8579307
2012/03/20,8123299
2012/03/21,8072931
2012/03/22,8146402
2012/03/23,8019870
2012/03/24,9928431
2012/03/25,10206938
2012/03/26,9862847
2012/03/27,8365117
2012/03/28,5977887
2012/03/29,5131963
2012/03/30,5147382
2012/03/31,5824562
2012/04/01,5170839
2012/04/02,8174178
2012/04/03,11503751
2012/04/04,11940217
2012/04/05,16974149
2012/04/06,17900842
2012/04/07,14098355
2012/04/08,14185719
2012/04/09,14407129
2012/04/10,14326245
2012/04/11,15143348
2012/04/12,17911390
2012/04/13,17653869
2012/04/14,13170813
2012/04/15,11844256
2012/04/16,12065989
2012/04/17,12747407
2012/04/18,15998165
2012/04/19,15257909
2012/04/20,15656797
2012/04/21,15013919
2012/04/22,11957977
2012/04/23,9370114
2012/04/24,9428864
2012/04/25,9465211
2012/04/26,8900947
2012/04/27,9038101
2012/04/28,10319933
2012/04/29,12557717
2012/04/30,12455816
2012/05/01,12020478
2012/05/02,10510297
2012/05/03,23248659
2012/05/04,34513009
2012/05/05,36138020
2012/05/06,35775916
2012/05/07,58021296
2012/05/08,68162982
2012/05/09,83482616
2012/05/10,85537868
2012/05/11,120080321
2012/05/12,142288280
2012/05/13,111717795
2012/05/14,232451007
2012/05/15,267055305
2012/05/16,267802982
2012/05/17,267926936
2012/05/18,276409814
2012/05/19,374981057
2012/05/20,399143604
2012/05/21,488801397
2012/05/22,453025147
2012/05/23,418041380
2012/05/24,331089963
2012/05/25,323628301
2012/05/26,299152268
2012/05/27,195563946
2012/05/28,197713484
2012/05/29,209099656
2012/05/30,182120826
2012/05/31,179049477
2012/06/01,171596313
2012/06/02,350963148
2012/06/03,345426881
2012/06/04,440808575
2012/06/05,550874655
2012/06/06,667238373
2012/06/07,684717847
2012/06/08,667240430
2012/06/09,650781556
2012/06/10,650470382
2012/06/11,658683724
2012/06/12,695558016
2012/06/13,1070369059
2012/06/14,1526688238
2012/06/15,1687236876
2012/06/16,1344474707
2012/06/17,1327604146
2012/06/18,1310464316
2012/06/19,1286347847
2012/06/20,1003974066
2012/06/21,1027630811
2012/06/22,1016941390
2012/06/23,1126678411
2012/06/24,1194536042
2012/06/25,1236178950
2012/06/26,1086970657
2012/06/27,921537419
2012/06/28,500182471
2012/06/29,304805693
2012/06/30,234198068
2012/07/01,235148801
2012/07/02,226708926
2012/07/03,171864098
2012/07/04,116438491
2012/07/05,93851940
2012/07/06,90532730
2012/07/07,90735157
2012/07/08,97888801
2012/07/09,86556497
2012/07/10,133816084
2012/07/11,197265190
2012/07/12,183332106
2012/07/13,181150606
2012/07/14,187446366
2012/07/15,179266800
2012/07/16,209408262
2012/07/17,211921383
2012/07/18,233541845
2012/07/19,276203719
2012/07/20,317632822
2012/07/21,310466195
2012/07/22,249738128
2012/07/23,213181652
2012/07/24,219874971
2012/07/25,226904177
2012/07/26,212573707
2012/07/27,236562558
2012/07/28,184335505
2012/07/29,179226277
2012/07/30,178220615
2012/07/31,325379847
2012/08/01,326310304
2012/08/02,314213624
2012/08/03,307801127
2012/08/04,291437874
2012/08/05,298031861
2012/08/06,305486435
2012/08/07,316646144
2012/08/08,301888240
2012/08/09,305478500
2012/08/10,271095340
2012/08/11,280803709
2012/08/12,280791669
2012/08/13,375650483
2012/08/14,222613684
2012/08/15,419480573
2012/08/16,497662041
2012/08/17,513692452
2012/08/18,489410496
2012/08/19,489033644
2012/08/20,494290783
2012/08/21,431045746
2012/08/22,430727128
2012/08/23,430391741
2012/08/24,387053677
2012/08/25,341078227
2012/08/26,414555299
2012/08/27,371326888
2012/08/28,389413902
2012/08/29,254635854
2012/08/30,174565415
2012/08/31,142105234
2012/09/01,146904606
2012/09/02,144633055
2012/09/03,154221345
2012/09/04,189257488
2012/09/05,188268582
2012/09/06,172595374
2012/09/07,178563132
2012/09/08,178192221
2012/09/09,140303565
2012/09/10,140298709
2012/09/11,143091946
2012/09/12,152424430
2012/09/13,149936841
2012/09/14,119091048
2012/09/15,129685478
2012/09/16,138173021
2012/09/17,189864169
2012/09/18,146759420
2012/09/19,147341834
2012/09/20,132429789
2012/09/21,134126631
2012/09/22,149073388
2012/09/23,149353090
2012/09/24,144101145
2012/09/25,107241075
2012/09/26,130328907
2012/09/27,115785469
2012/09/28,103250520
2012/09/29,119319470
2012/09/30,142139051
2012/10/01,133120454
2012/10/02,163628728
2012/10/03,169080996
2012/10/04,251206858
2012/10/05,307326390
2012/10/06,290072840
2012/10/07,376392951
2012/10/08,369837335
2012/10/09,342330011
2012/10/10,341627332
2012/10/11,313727024
2012/10/12,317681268
2012/10/13,241034162
2012/10/14,129895964
2012/10/15,146842529
2012/10/16,146863917
2012/10/17,150704585
2012/10/18,141275490
2012/10/19,128637975
2012/10/20,132993159
2012/10/21,83440102
2012/10/22,111140340
2012/10/23,126232699
2012/10/24,126694049
2012/10/25,124673191
2012/10/26,202928442
2012/10/27,390357407
2012/10/28,505508862
2012/10/29,529939123
2012/10/30,519236175
2012/10/31,485564017
2012/11/01,489231450
2012/11/02,488405123
2012/11/03,498147230
2012/11/04,446824912
2012/11/05,363086065
2012/11/06,304303547
2012/11/07,334935436
2012/11/08,346522441
2012/11/09,327140360
2012/11/10,219417605
2012/11/11,152910760
2012/11/12,136212859
2012/11/13,131012916
2012/11/14,131558088
2012/11/15,194493683
2012/11/16,265820055
2012/11/17,280001661
2012/11/18,245372413
2012/11/19,260116817
2012/11/20,265604622
2012/11/21,294532727
2012/11/22,294335958
2012/11/23,250421309
2012/11/24,247322555
2012/11/25,180744520
2012/11/26,140379037
2012/11/27,135559910
2012/11/28,124650301
2012/11/29,114547866
2012/11/30,94564825
2012/12/01,94495840
2012/12/02,181206226
2012/12/03,231128645
2012/12/04,321095130
2012/12/05,372685367
2012/12/06,429057891
2012/12/07,432143797
2012/12/08,417131862
2012/12/09,414339524
2012/12/10,427369604
2012/12/11,412498748
2012/12/12,438854339
2012/12/13,542009594
2012/12/14,730203806
2012/12/15,677346004
2012/12/16,489328640
2012/12/17,252640450
2012/12/18,437083110
2012/12/19,437756877
2012/12/20,466825596
2012/12/21,440468541
2012/12/22,358172655
2012/12/23,318484784
2012/12/24,283701713
2012/12/25,364662773
2012/12/26,397568292
2012/12/27,395489532
2012/12/28,340545692
2012/12/29,339054936
2012/12/30,365553458
2012/12/31,507906580
2013/01/01,403740392
2013/01/02,399152102
2013/01/03,332208928
2013/01/04,285650405
2013/01/05,253754178
2013/01/06,248915234
2013/01/07,221672951
2013/01/08,293519523
2013/01/09,361182080
2013/01/10,489277478
2013/01/11,781344369
2013/01/12,875988994
2013/01/13,936753056
2013/01/14,798788990
2013/01/15,670445239
2013/01/16,726793731
2013/01/17,816745563
2013/01/18,888137591
2013/01/19,793053380
2013/01/20,579895293
2013/01/21,394203612
2013/01/22,403616387
2013/01/23,399636873
2013/01/24,409987655
2013/01/25,363642781
2013/01/26,367986056
2013/01/27,367905644
2013/01/28,287233559
2013/01/29,287956107
2013/01/30,340283979
2013/01/31,276448520
2013/02/01,251182299
2013/02/02,250310706
2013/02/03,239802753
2013/02/04,224370533
2013/02/05,229516991
2013/02/06,236561996
2013/02/07,282794286
2013/02/08,325419773
2013/02/09,365700339
2013/02/10,363335799
2013/02/11,357831409
2013/02/12,449018947
2013/02/13,377216936
2013/02/14,280890124
2013/02/15,275834855
2013/02/16,358955371
2013/02/17,423082153
2013/02/18,432729458
2013/02/19,419044277
2013/02/20,366877658
2013/02/21,351630842
2013/02/22,316510073
2013/02/23,277082477
2013/02/24,279330612
2013/02/25,271018539
2013/02/26,191533761
2013/02/27,189963316
2013/02/28,222419539
2013/03/01,349402585
2013/03/02,311104131
2013/03/03,226802359
2013/03/04,202854791
2013/03/05,266678080
2013/03/06,297360143
2013/03/07,306710594
2013/03/08,313556413
2013/03/09,324706679
2013/03/10,321878096
2013/03/11,278297939
2013/03/12,279469021
2013/03/13,217114616
2013/03/14,247508139
2013/03/15,216011353
2013/03/16,567805633
2013/03/17,1080605076
2013/03/18,1286540822
2013/03/19,1229953849
2013/03/20,1260519294
2013/03/21,1060825441
2013/03/22,1042915765
2013/03/23,1037172105
2013/03/24,870781466
2013/03/25,861336368
2013/03/26,763931240
2013/03/27,913195317
2013/03/28,996112926
2013/03/29,1025169063
2013/03/30,1082784963
2013/03/31,788034864
2013/04/01,673384639
2013/04/02,689152619
2013/04/03,555653079
2013/04/04,721463920
2013/04/05,660679155
2013/04/06,522608121
2013/04/07,446653947
2013/04/08,459856995
2013/04/09,435282312
2013/04/10,435978926
2013/04/11,526778528
2013/04/12,548117408
2013/04/13,626819957
2013/04/14,558979276
2013/04/15,461722047
2013/04/16,458971350
2013/04/17,479780283
2013/04/18,420997028
2013/04/19,498350131
2013/04/20,501396430
2013/04/21,609471509
2013/04/22,593508348
2013/04/23,586884163
2013/04/24,709199697
2013/04/25,546470647
2013/04/26,551615069
2013/04/27,545989240
2013/04/28,667431868
2013/04/29,682704733
2013/04/30,683323685
2013/05/01,688156969
2013/05/02,738231580
2013/05/03,603852541
2013/05/04,603436421
2013/05/05,489553848
2013/05/06,463477216
2013/05/07,460579832
2013/05/08,322971336
2013/05/09,359133390
2013/05/10,401320786
2013/05/11,407520960
2013/05/12,239698758
2013/05/13,190104015
2013/05/14,235865505
2013/05/15,342892614
2013/05/16,354170512
2013/05/17,356478883
2013/05/18,332621645
2013/05/19,384876519
2013/05/20,363789837
2013/05/21,360145357
2013/05/22,352387546
2013/05/23,370528989
2013/05/24,386419619
2013/05/25,421484517
2013/05/26,523992506
2013/05/27,556732154
2013/05/28,475462982
2013/05/29,276054554
2013/05/30,164211237
2013/05/31,156702517
2013/06/01,217844745
2013/06/02,282959990
2013/06/03,264197120
2013/06/04,238245262
2013/06/05,226312330
2013/06/06,204495545
2013/06/07,196789847
2013/06/08,222458609
2013/06/09,221690092
2013/06/10,252579008
2013/06/11,198150291
2013/06/12,209147460
2013/06/13,200487247
2013/06/14,175768470
2013/06/15,241516217
2013/06/16,266053366
2013/06/17,288268773
2013/06/18,324396721
2013/06/19,370915589
2013/06/20,417638121
2013/06/21,369704787
2013/06/22,375255270
2013/06/23,399047798
2013/06/24,401226330
2013/06/25,400293520
2013/06/26,371024465
2013/06/27,340412757
2013/06/28,342659398
2013/06/29,304646712
2013/06/30,364853728
2013/07/01,365674657
2013/07/02,332649154
2013/07/03,324991077
2013/07/04,235761497
2013/07/05,252143728
2013/07/06,301010299
2013/07/07,377731085
2013/07/08,327589667
2013/07/09,286725053
2013/07/10,268178748
2013/07/11,232298708
2013/07/12,333789311
2013/07/13,346033308
2013/07/14,341044017
2013/07/15,332781666
2013/07/16,321422366
2013/07/17,303277218
2013/07/18,314385910
2013/07/19,304300683
2013/07/20,308104656
2013/07/21,283399979
2013/07/22,276401493
2013/07/23,297572690
2013/07/24,299467513
2013/07/25,360644970
2013/07/26,235041042
2013/07/27,241920135
2013/07/28,235991379
2013/07/29,236385438
2013/07/30,239100906
2013/07/31,257404901
2013/08/01,302274938
2013/08/02,294534836
2013/08/03,241292131
2013/08/04,165869254
2013/08/05,163706210
2013/08/06,165481298
2013/08/07,183240038
2013/08/08,152776207
2013/08/09,144709858
2013/08/10,106897271
2013/08/11,192207987
2013/08/12,205988593
2013/08/13,199641246
2013/08/14,236544883
2013/08/15,335166718
2013/08/16,546062505
2013/08/17,544536056
2013/08/18,522877625
2013/08/19,654858552
2013/08/20,663449182
2013/08/21,663186056
2013/08/22,655929300
2013/08/23,607992650
2013/08/24,559920465
2013/08/25,285315928
2013/08/26,277545368
2013/08/27,329527025
2013/08/28,336126647
2013/08/29,339655033
2013/08/30,249923877
2013/08/31,384165384
2013/09/01,528226920
2013/09/02,480708298
2013/09/03,459972285
2013/09/04,471238315
2013/09/05,475897504
2013/09/06,485518109
2013/09/07,512385758
2013/09/08,512276694
2013/09/09,506574799
2013/09/10,377687368
2013/09/11,345303578
2013/09/12,353280668
2013/09/13,379024381
2013/09/14,412398732
2013/09/15,368394907
2013/09/16,415389341
2013/09/17,500457312
2013/09/18,555472049
2013/09/19,550306472
2013/09/20,535737396
2013/09/21,491043526
2013/09/22,509742631
2013/09/23,513912731
2013/09/24,513050647
2013/09/25,486621948
2013/09/26,521657159
2013/09/27,448906517
2013/09/28,332587570
2013/09/29,364598784
2013/09/30,312308383
2013/10/01,237650948
2013/10/02,228095991
2013/10/03,239241905
2013/10/04,239440878
2013/10/05,322287053
2013/10/06,321926577
2013/10/07,334043120
2013/10/08,334482644
2013/10/09,322269953
2013/10/10,260119914
2013/10/11,257552434
2013/10/12,274214125
2013/10/13,267823526
2013/10/14,283924445
2013/10/15,321353242
2013/10/16,221344306
2013/10/17,191927275
2013/10/18,219197624
2013/10/19,168605051
2013/10/20,158668772
2013/10/21,144391798
2013/10/22,150091970
2013/10/23,152217554
2013/10/24,218568909
2013/10/25,218556372
2013/10/26,188809245
2013/10/27,191654845
2013/10/28,176507582
2013/10/29,122429436
2013/10/30,109773832
2013/10/31,109913860
2013/11/01,151330111
2013/11/02,195132503
2013/11/03,235678252
2013/11/04,228936893
2013/11/05,285743253
2013/11/06,499531830
2013/11/07,974380587
2013/11/08,1537874272
2013/11/09,1713958388
2013/11/10,1667786117
2013/11/11,1645466030
2013/11/12,1651540124
2013/11/13,1642130752
2013/11/14,1639663847
2013/11/15,1411292411
2013/11/16,1318050865
2013/11/17,1077333452
2013/11/18,1326121096
2013/11/19,2426434658
2013/11/20,2541566296
2013/11/21,2936318537
2013/11/22,2924115834
2013/11/23,2932983560
2013/11/24,2906045182
2013/11/25,2735685384
2013/11/26,2586412455
2013/11/27,2727035352
2013/11/28,2710306494
2013/11/29,2603526503
2013/11/30,1779018779
2013/12/01,1302954185
2013/12/02,1271733531
2013/12/03,903655078
2013/12/04,903216534
2013/12/05,733001282
2013/12/06,911315160
2013/12/07,1094487871
2013/12/08,1633541027
2013/12/09,1703480980
2013/12/10,1573809744
2013/12/11,1290054840
2013/12/12,1143923022
2013/12/13,909588662
2013/12/14,926195609
2013/12/15,938569369
2013/12/16,775248293
2013/12/17,783577134
2013/12/18,621197223
2013/12/19,383949269
2013/12/20,391982879
2013/12/21,387260113
2013/12/22,188678881
2013/12/23,191924472
2013/12/24,176454177
2013/12/25,141195051
2013/12/26,143824919
2013/12/27,186491353
2013/12/28,189257130
2013/12/29,190133146
2013/12/30,185953770
2013/12/31,232447192
2014/01/01,388274507
2014/01/02,538858129
2014/01/03,582429434
2014/01/04,600443127
2014/01/05,597812548
2014/01/06,675794499
2014/01/07,676227957
2014/01/08,687121655
2014/01/09,741790708
2014/01/10,740386188
2014/01/11,785735138
2014/01/12,881647720
2014/01/13,871265441
2014/01/14,855506400
2014/01/15,589682126
2014/01/16,437905828
2014/01/17,410142187
2014/01/18,397585847
2014/01/19,417606911
