Date,confirmationtime
2014/01/13,8.521
2014/01/14,8.889
2014/01/15,7.826
2014/01/16,7.784
2014/01/17,9.474
2014/01/18,8.276
2014/01/19,8.521
2014/01/20,7.385
2014/01/21,8.675
2014/01/22,7.5
2014/01/23,8.136
2014/01/24,7.619
2014/01/25,8.727
2014/01/26,9.474
2014/01/27,8.276
2014/01/28,9.351
2014/01/29,9.474
2014/01/30,8.182
2014/01/31,7.826
2014/02/01,7.619
2014/02/02,7.742
2014/02/03,7.956
2014/02/04,8.372
2014/02/05,8.571
2014/02/06,7.912
2014/02/07,9.29
2014/02/08,7.912
2014/02/09,10.435
2014/02/10,9.231
2014/02/11,8.78
2014/02/12,8.09
2014/02/13,8.09
2014/02/14,7.539
2014/02/15,7.701
2014/02/16,7.385
2014/02/17,9.29
2014/02/18,8.834
2014/02/19,7.2
2014/02/20,8.136
2014/02/21,9.474
2014/02/22,8
2014/02/23,8.571
2014/02/24,7.539
2014/02/25,8.944
2014/02/26,7.826
2014/02/27,7.66
2014/02/28,7.956
2014/03/01,10
2014/03/02,10.286
2014/03/03,9.73
2014/03/04,9.664
2014/03/05,9.231
2014/03/06,8.324
2014/03/07,8.675
2014/03/08,8.571
2014/03/09,8.045
2014/03/10,9.664
2014/03/11,8.571
2014/03/12,7.912
2014/03/13,8.889
2014/03/14,10.827
2014/03/15,8.727
2014/03/16,8.421
2014/03/17,8.944
2014/03/18,9.863
2014/03/19,9
2014/03/20,8.136
2014/03/21,7.742
2014/03/22,8.471
2014/03/23,6.729
2014/03/24,7.66
2014/03/25,9.172
2014/03/26,9.057
2014/03/27,8.324
2014/03/28,8.276
2014/03/29,8.229
2014/03/30,10.286
2014/03/31,8
2014/04/01,8.421
2014/04/02,7.31
2014/04/03,7.059
2014/04/04,7.385
2014/04/05,8.421
2014/04/06,9.536
2014/04/07,9.536
2014/04/08,10.746
2014/04/09,8.944
2014/04/10,9.29
2014/04/11,8.521
2014/04/12,8.944
2014/04/13,7.701
2014/04/14,7.461
2014/04/15,7.912
2014/04/16,9.057
2014/04/17,8.521
2014/04/18,9
2014/04/19,9.057
2014/04/20,8.09
2014/04/21,8.421
2014/04/22,9.351
2014/04/23,8.727
2014/04/24,9.536
2014/04/25,7.912
2014/04/26,8.834
2014/04/27,8.136
2014/04/28,9.474
2014/04/29,8.421
2014/04/30,10.511
2014/05/01,8.182
2014/05/02,8.944
2014/05/03,10.141
2014/05/04,9.536
2014/05/05,11.52
2014/05/06,7.423
2014/05/07,9.057
2014/05/08,8.623
2014/05/09,8.471
2014/05/10,8.045
2014/05/11,9.474
2014/05/12,8.78
2014/05/13,8.889
2014/05/14,9.6
2014/05/15,8.421
2014/05/16,8
2014/05/17,8.324
2014/05/18,8.372
2014/05/19,8.571
2014/05/20,8.136
2014/05/21,8.229
2014/05/22,8.372
2014/05/23,8.727
2014/05/24,9.351
2014/05/25,8.944
2014/05/26,9.114
2014/05/27,10.588
2014/05/28,8.521
2014/05/29,10.213
2014/05/30,8.623
2014/05/31,9.796
2014/06/01,8.229
2014/06/02,7.461
2014/06/03,8.09
2014/06/04,7.956
2014/06/05,9.474
2014/06/06,10.36
2014/06/07,9.29
2014/06/08,10.588
2014/06/09,9.231
2014/06/10,8.623
2014/06/11,9.863
2014/06/12,8.372
2014/06/13,8.834
2014/06/14,8.09
2014/06/15,7.579
2014/06/16,7.66
2014/06/17,7.826
2014/06/18,9.114
2014/06/19,8.623
2014/06/20,7.742
2014/06/21,7.742
2014/06/22,8
2014/06/23,8.182
2014/06/24,7.66
2014/06/25,7.701
2014/06/26,8.421
2014/06/27,7.31
2014/06/28,7.912
2014/06/29,9.172
2014/06/30,10.909
2014/07/01,10.827
2014/07/02,10.511
2014/07/03,10.36
2014/07/04,8.675
2014/07/05,9.474
2014/07/06,10.141
2014/07/07,9.6
2014/07/08,9.6
2014/07/09,8.675
2014/07/10,9.664
2014/07/11,9.231
2014/07/12,9.172
2014/07/13,9
2014/07/14,10.667
2014/07/15,9.057
2014/07/16,10
2014/07/17,8.372
2014/07/18,8.372
2014/07/19,8.136
2014/07/20,9.29
2014/07/21,9.29
2014/07/22,10.141
2014/07/23,9.863
2014/07/24,10.07
2014/07/25,8.834
2014/07/26,10.746
2014/07/27,9.412
2014/07/28,9.6
2014/07/29,9.664
2014/07/30,8.372
2014/07/31,9.351
2014/08/01,9.172
2014/08/02,8.834
2014/08/03,9.351
2014/08/04,11.25
2014/08/05,10.667
2014/08/06,8.78
2014/08/07,9
2014/08/08,9.114
2014/08/09,7.912
2014/08/10,8.136
2014/08/11,7.912
2014/08/12,8.276
2014/08/13,9.931
2014/08/14,8
2014/08/15,8.727
2014/08/16,9.114
2014/08/17,8.471
2014/08/18,7.273
2014/08/19,7.742
2014/08/20,8.521
2014/08/21,8.727
2014/08/22,9.172
2014/08/23,8.889
2014/08/24,9.863
2014/08/25,10.511
2014/08/26,8.324
2014/08/27,8.521
2014/08/28,8.324
2014/08/29,8.471
2014/08/30,7.912
2014/08/31,7.66
2014/09/01,10.588
2014/09/02,9.796
2014/09/03,8.521
2014/09/04,9.114
2014/09/05,9.931
2014/09/06,8.045
2014/09/07,9.29
2014/09/08,10
2014/09/09,9.863
2014/09/10,9.172
2014/09/11,8.471
2014/09/12,9.351
2014/09/13,7.956
2014/09/14,9.114
2014/09/15,9.114
2014/09/16,8.421
2014/09/17,7.742
2014/09/18,8.045
2014/09/19,8.421
2014/09/20,8.182
2014/09/21,8.78
2014/09/22,8.623
2014/09/23,9.6
2014/09/24,9.231
2014/09/25,8.372
2014/09/26,10.746
2014/09/27,10.746
2014/09/28,11.077
2014/09/29,10.511
2014/09/30,9.412
2014/10/01,9.29
2014/10/02,10.435
2014/10/03,9.863
2014/10/04,9.351
2014/10/05,8.521
2014/10/06,8.944
2014/10/07,10.746
2014/10/08,10
2014/10/09,9.73
2014/10/10,9.29
2014/10/11,10
2014/10/12,9.73
2014/10/13,9.29
2014/10/14,10.909
2014/10/15,9.536
2014/10/16,9.73
2014/10/17,10.141
2014/10/18,8.78
2014/10/19,10.827
2014/10/20,10.511
2014/10/21,9.412
2014/10/22,9.057
2014/10/23,9.536
2014/10/24,9.057
2014/10/25,9.29
2014/10/26,11.52
2014/10/27,9.057
2014/10/28,10.435
2014/10/29,9.29
2014/10/30,8.471
2014/10/31,7.66
2014/11/01,9.057
2014/11/02,9.29
2014/11/03,8.521
2014/11/04,8.889
2014/11/05,10.435
2014/11/06,9.351
2014/11/07,9.6
2014/11/08,9.412
2014/11/09,9.6
2014/11/10,9.796
2014/11/11,11.163
2014/11/12,9.796
2014/11/13,9.931
2014/11/14,9.351
2014/11/15,10.286
2014/11/16,9.6
2014/11/17,10
2014/11/18,9.351
2014/11/19,10.213
2014/11/20,10.435
2014/11/21,11.339
2014/11/22,9.351
2014/11/23,10.141
2014/11/24,9.796
2014/11/25,10.909
2014/11/26,10.511
2014/11/27,10.213
2014/11/28,9.73
2014/11/29,9.172
2014/11/30,9
2014/12/01,11.077
2014/12/02,9.6
2014/12/03,12.414
2014/12/04,9.863
2014/12/05,9.231
2014/12/06,10.511
2014/12/07,11.429
2014/12/08,8.834
2014/12/09,10.141
2014/12/10,10.07
2014/12/11,9.73
2014/12/12,10.213
2014/12/13,9.863
2014/12/14,10.213
2014/12/15,10.213
2014/12/16,10.07
2014/12/17,11.25
2014/12/18,11.163
2014/12/19,10.511
2014/12/20,10.746
2014/12/21,10.909
2014/12/22,8.78
2014/12/23,9.6
2014/12/24,9.412
2014/12/25,9.114
2014/12/26,9.474
2014/12/27,9.474
2014/12/28,8.521
2014/12/29,8.78
2014/12/30,9.29
2014/12/31,9.474
2015/01/01,8.727
2015/01/02,8.727
2015/01/03,8.889
2015/01/04,8.372
2015/01/05,9.231
2015/01/06,9.114
2015/01/07,10.286
2015/01/08,9.796
2015/01/09,10.286
2015/01/10,9.796
2015/01/11,9.29
2015/01/12,10.141
2015/01/13,11.339
2015/01/14,9.931
2015/01/15,9.536
2015/01/16,10.36
2015/01/17,10.435
2015/01/18,9.412
2015/01/19,10
2015/01/20,12.203
2015/01/21,9.664
2015/01/22,10.667
2015/01/23,11.613
2015/01/24,11.429
2015/01/25,11.52
2015/01/26,11.339
2015/01/27,9.664
2015/01/28,8.78
2015/01/29,8.78
2015/01/30,10.435
2015/01/31,8.675
2015/02/01,9.29
2015/02/02,9.057
2015/02/03,11.339
2015/02/04,9.057
2015/02/05,9.057
2015/02/06,8.136
2015/02/07,9.057
2015/02/08,10.909
2015/02/09,8.944
2015/02/10,10
2015/02/11,9.114
2015/02/12,12.101
2015/02/13,9.863
2015/02/14,9
2015/02/15,10.286
2015/02/16,9.172
2015/02/17,9.664
2015/02/18,8.623
2015/02/19,8.675
2015/02/20,9.114
2015/02/21,10.141
2015/02/22,9.536
2015/02/23,10.141
2015/02/24,11.163
2015/02/25,9.057
2015/02/26,9.6
2015/02/27,9.474
2015/02/28,10.141
2015/03/01,10.286
2015/03/02,9.114
2015/03/03,9.114
2015/03/04,10.286
2015/03/05,10.909
2015/03/06,9.73
2015/03/07,10.286
2015/03/08,9.231
2015/03/09,10
2015/03/10,9.474
2015/03/11,9.351
2015/03/12,10.992
2015/03/13,9.863
2015/03/14,10.992
2015/03/15,10.07
2015/03/16,10.36
2015/03/17,11.25
2015/03/18,9.412
2015/03/19,10.511
2015/03/20,10.667
2015/03/21,9.536
2015/03/22,10.141
2015/03/23,9.931
2015/03/24,8.324
2015/03/25,8.889
2015/03/26,9.73
2015/03/27,8.421
2015/03/28,9.73
2015/03/29,9.412
2015/03/30,10.141
2015/03/31,9.6
2015/04/01,10.909
2015/04/02,8.675
2015/04/03,9.863
2015/04/04,9.412
2015/04/05,9.73
2015/04/06,11.429
2015/04/07,9.474
2015/04/08,11.52
2015/04/09,10.827
2015/04/10,9.474
2015/04/11,10.286
2015/04/12,11.25
2015/04/13,9.231
2015/04/14,9.664
2015/04/15,11.803
2015/04/16,10.435
2015/04/17,11.429
2015/04/18,9.863
2015/04/19,9.931
2015/04/20,9.351
2015/04/21,9.412
2015/04/22,9.474
2015/04/23,11.077
2015/04/24,11.613
2015/04/25,8.834
2015/04/26,10
2015/04/27,10.511
2015/04/28,9.412
2015/04/29,11.339
2015/04/30,10.746
2015/05/01,9.73
2015/05/02,9.796
2015/05/03,10.213
2015/05/04,11.25
2015/05/05,9.351
2015/05/06,8.944
2015/05/07,10.213
2015/05/08,9.6
2015/05/09,11.163
2015/05/10,11.163
2015/05/11,9.114
2015/05/12,9.6
2015/05/13,8.889
2015/05/14,9.351
2015/05/15,9.796
2015/05/16,10.909
2015/05/17,8.421
2015/05/18,10
2015/05/19,11.077
2015/05/20,9.931
2015/05/21,9.29
2015/05/22,10.435
2015/05/23,12.857
2015/05/24,9.863
2015/05/25,10.213
2015/05/26,10
2015/05/27,10.435
2015/05/28,10.909
2015/05/29,9.351
2015/05/30,10.588
2015/05/31,9.73
2015/06/01,10.909
2015/06/02,9.6
2015/06/03,10.141
2015/06/04,10.213
2015/06/05,10.435
2015/06/06,8.09
2015/06/07,9.664
2015/06/08,9.172
2015/06/09,9.536
2015/06/10,8.521
2015/06/11,10.667
2015/06/12,10.141
2015/06/13,9.057
2015/06/14,9.73
2015/06/15,10
2015/06/16,12.203
2015/06/17,9.114
2015/06/18,9.231
2015/06/19,9.796
2015/06/20,10.746
2015/06/21,11.613
2015/06/22,9.412
2015/06/23,10.286
2015/06/24,9.231
2015/06/25,9.474
2015/06/26,9.351
2015/06/27,11.163
2015/06/28,10.213
2015/06/29,10.286
2015/06/30,9.931
2015/07/01,10.667
2015/07/02,9.351
2015/07/03,8.944
2015/07/04,9.474
2015/07/05,10.141
2015/07/06,7.956
2015/07/07,10.746
2015/07/08,8.944
2015/07/09,10.827
2015/07/10,9.351
2015/07/11,9.73
2015/07/12,10.667
2015/07/13,9.73
2015/07/14,10
2015/07/15,9.412
2015/07/16,10.746
2015/07/17,9.796
2015/07/18,9.664
2015/07/19,9.474
2015/07/20,9.231
2015/07/21,11.339
2015/07/22,9.351
2015/07/23,10.286
2015/07/24,8.521
2015/07/25,9.351
2015/07/26,10
2015/07/27,9.664
2015/07/28,10.588
2015/07/29,9.474
2015/07/30,10.827
2015/07/31,9.536
2015/08/01,9.29
2015/08/02,9.536
2015/08/03,9.172
2015/08/04,10.588
2015/08/05,10.827
2015/08/06,10.07
2015/08/07,10.511
2015/08/08,8.944
2015/08/09,10.141
2015/08/10,8.623
2015/08/11,8.889
2015/08/12,11.429
2015/08/13,9.796
2015/08/14,10.141
2015/08/15,10.511
2015/08/16,10.435
2015/08/17,9.796
2015/08/18,10.213
2015/08/19,9.231
2015/08/20,9.6
2015/08/21,8.727
2015/08/22,9.114
2015/08/23,10.746
2015/08/24,9.29
2015/08/25,10.667
2015/08/26,8.944
2015/08/27,10.511
2015/08/28,9.29
2015/08/29,9
2015/08/30,9.6
2015/08/31,9.172
2015/09/01,9.351
2015/09/02,9
2015/09/03,9.863
2015/09/04,9.231
2015/09/05,9.796
2015/09/06,10
2015/09/07,9.474
2015/09/08,10.588
2015/09/09,9.664
2015/09/10,8.421
2015/09/11,9.114
2015/09/12,10.667
2015/09/13,9.536
2015/09/14,9.474
2015/09/15,9
2015/09/16,10.141
2015/09/17,10
2015/09/18,9.796
2015/09/19,11.52
2015/09/20,11.25
2015/09/21,10.909
2015/09/22,9.172
2015/09/23,9.114
2015/09/24,10.286
2015/09/25,8.78
2015/09/26,9.796
2015/09/27,9.664
2015/09/28,10.07
2015/09/29,8.276
2015/09/30,9.73
2015/10/01,9.664
2015/10/02,10.435
2015/10/03,9.931
2015/10/04,9.412
2015/10/05,9.412
2015/10/06,10.141
2015/10/07,10.827
2015/10/08,10.286
2015/10/09,11.429
2015/10/10,9
2015/10/11,9.863
2015/10/12,10.141
2015/10/13,10.511
2015/10/14,9.474
2015/10/15,8.675
2015/10/16,10
2015/10/17,10.588
2015/10/18,9.931
2015/10/19,8.727
2015/10/20,11.25
2015/10/21,10
2015/10/22,9.73
2015/10/23,9.664
2015/10/24,9.931
2015/10/25,9.29
2015/10/26,8.78
2015/10/27,9.796
2015/10/28,10.36
2015/10/29,9.536
2015/10/30,8.421
2015/10/31,9.796
2015/11/01,9.412
2015/11/02,9.412
2015/11/03,9.29
2015/11/04,9.29
2015/11/05,9.863
2015/11/06,9.931
2015/11/07,9.474
2015/11/08,10.36
2015/11/09,9.664
2015/11/10,9.863
2015/11/11,8.571
2015/11/12,8.944
2015/11/13,9
2015/11/14,10.141
2015/11/15,9
2015/11/16,8.324
2015/11/17,9.664
2015/11/18,9.412
2015/11/19,10.588
2015/11/20,8.623
2015/11/21,8.276
2015/11/22,8.372
2015/11/23,8.834
2015/11/24,9.231
2015/11/25,9.73
2015/11/26,8.182
2015/11/27,10.827
2015/11/28,9.351
2015/11/29,9.664
2015/11/30,8.889
2015/12/01,8.623
2015/12/02,8.944
2015/12/03,10.141
2015/12/04,9.412
2015/12/05,8.229
2015/12/06,9.057
2015/12/07,9.796
2015/12/08,8.229
2015/12/09,8.571
2015/12/10,6.667
2015/12/11,9
2015/12/12,8.889
2015/12/13,10.141
2015/12/14,7.385
2015/12/15,7.869
2015/12/16,8.834
2015/12/17,9.29
2015/12/18,8.521
2015/12/19,9.172
2015/12/20,8.727
2015/12/21,9.664
2015/12/22,9.6
2015/12/23,9.172
2015/12/24,10.435
2015/12/25,8.889
2015/12/26,8.421
2015/12/27,7.024
2015/12/28,9.536
2015/12/29,9.057
2015/12/30,8.727
2015/12/31,10.141
2016/01/01,10.667
2016/01/02,9.931
2016/01/03,9.931
2016/01/04,7.956
2016/01/05,9.172
2016/01/06,10.213
2016/01/07,9.796
2016/01/08,8.324
2016/01/09,9.536
2016/01/10,8.229
2016/01/11,8.471
2016/01/12,8.471
2016/01/13,9.73
2016/01/14,10.827
2016/01/15,11.803
2016/01/16,10.141
2016/01/17,9.536
2016/01/18,8.324
2016/01/19,10.827
2016/01/20,9.474
2016/01/21,10.511
2016/01/22,8.182
2016/01/23,8.045
2016/01/24,8.421
2016/01/25,8.889
2016/01/26,9
2016/01/27,9.29
2016/01/28,9.863
2016/01/29,8.521
2016/01/30,7.701
2016/01/31,7.956
2016/02/01,8.944
2016/02/02,8
2016/02/03,8.045
2016/02/04,8.571
2016/02/05,7.66
2016/02/06,7.2
2016/02/07,8.182
2016/02/08,9.73
2016/02/09,8.182
2016/02/10,8.78
2016/02/11,7.5
2016/02/12,8.421
2016/02/13,9.231
2016/02/14,8.675
2016/02/15,9.474
2016/02/16,10.435
2016/02/17,9.29
2016/02/18,8.521
2016/02/19,9.931
2016/02/20,9.6
2016/02/21,11.25
2016/02/22,11.339
2016/02/23,10.588
2016/02/24,12.203
2016/02/25,9.29
2016/02/26,10.286
2016/02/27,9.796
2016/02/28,10.746
2016/02/29,10.827
2016/03/01,10.213
2016/03/02,9.172
2016/03/03,10.667
2016/03/04,9.29
2016/03/05,9.6
2016/03/06,9.73
2016/03/07,10.827
2016/03/08,9.351
2016/03/09,8.571
2016/03/10,9.29
2016/03/11,9
2016/03/12,10
2016/03/13,10.827
2016/03/14,9.474
2016/03/15,8.944
2016/03/16,9.474
2016/03/17,10.213
2016/03/18,10.588
2016/03/19,10.588
2016/03/20,9.863
2016/03/21,10.36
2016/03/22,9.73
2016/03/23,9.664
2016/03/24,9.796
2016/03/25,9.863
2016/03/26,9.412
2016/03/27,10.213
2016/03/28,8.471
2016/03/29,9.172
2016/03/30,9.796
2016/03/31,11.613
2016/04/01,9.412
2016/04/02,10.36
2016/04/03,10.141
2016/04/04,8.675
2016/04/05,9.29
2016/04/06,9.172
2016/04/07,10.36
2016/04/08,10
2016/04/09,8.889
2016/04/10,8.324
2016/04/11,9.412
2016/04/12,9.73
2016/04/13,8.78
2016/04/14,8.78
2016/04/15,10.36
2016/04/16,10.435
2016/04/17,9.114
2016/04/18,10.746
2016/04/19,9.6
2016/04/20,8.727
2016/04/21,9.536
2016/04/22,10.07
2016/04/23,10
2016/04/24,10.909
2016/04/25,11.339
2016/04/26,9.536
2016/04/27,11.163
2016/04/28,10.667
2016/04/29,9.114
2016/04/30,9.863
2016/05/01,9.29
2016/05/02,9.172
2016/05/03,9.536
2016/05/04,8.623
2016/05/05,9.29
2016/05/06,8.889
2016/05/07,9.6
2016/05/08,8.571
2016/05/09,8.421
2016/05/10,9.114
2016/05/11,10.827
2016/05/12,10.36
2016/05/13,9.474
2016/05/14,10
2016/05/15,10.36
2016/05/16,10.213
2016/05/17,10.213
2016/05/18,9.412
2016/05/19,12
2016/05/20,9.664
2016/05/21,10.213
2016/05/22,7.826
2016/05/23,8
2016/05/24,9.796
2016/05/25,10.435
2016/05/26,10.667
2016/05/27,10.36
2016/05/28,10.827
2016/05/29,9.796
2016/05/30,10
2016/05/31,11.339
2016/06/01,10.07
2016/06/02,10.435
2016/06/03,10.141
2016/06/04,12.101
2016/06/05,8.471
2016/06/06,8.471
2016/06/07,10.286
2016/06/08,10
2016/06/09,8.727
2016/06/10,10
2016/06/11,9.231
2016/06/12,9.863
2016/06/13,8.944
2016/06/14,10.909
2016/06/15,9.474
2016/06/16,9.664
2016/06/17,9.664
2016/06/18,9.114
2016/06/19,8.136
2016/06/20,8.78
2016/06/21,9.664
2016/06/22,11.163
2016/06/23,10.286
2016/06/24,11.163
2016/06/25,8.889
2016/06/26,9.863
2016/06/27,9.796
2016/06/28,9.73
2016/06/29,9.863
2016/06/30,9.6
2016/07/01,9.29
2016/07/02,9.664
2016/07/03,9.351
2016/07/04,9.536
2016/07/05,9.931
2016/07/06,10.286
2016/07/07,10.511
2016/07/08,9.931
2016/07/09,9.664
2016/07/10,9.231
2016/07/11,10.07
2016/07/12,10.07
2016/07/13,11.163
2016/07/14,10.213
2016/07/15,10.667
2016/07/16,9.172
2016/07/17,9.664
2016/07/18,9.73
2016/07/19,11.25
2016/07/20,9.6
2016/07/21,10.827
2016/07/22,11.163
2016/07/23,10.992
2016/07/24,11.613
2016/07/25,10.992
2016/07/26,11.163
2016/07/27,11.25
2016/07/28,10.588
2016/07/29,9.796
2016/07/30,12.101
2016/07/31,9.351
2016/08/01,9.412
2016/08/02,9.351
2016/08/03,8.675
2016/08/04,9.412
2016/08/05,8.521
2016/08/06,8.675
2016/08/07,9.73
2016/08/08,9.73
2016/08/09,11.613
2016/08/10,9.536
2016/08/11,9.6
2016/08/12,9.664
2016/08/13,8.834
2016/08/14,8.834
2016/08/15,9.863
2016/08/16,10.667
2016/08/17,11.707
2016/08/18,9.351
2016/08/19,9.351
2016/08/20,9.29
2016/08/21,8.834
2016/08/22,9.114
2016/08/23,9.796
2016/08/24,9.474
2016/08/25,11.077
2016/08/26,10.909
2016/08/27,10
2016/08/28,9.474
2016/08/29,9.664
2016/08/30,8.78
2016/08/31,10.746
2016/09/01,10.286
2016/09/02,9.412
2016/09/03,11.429
2016/09/04,8.045
2016/09/05,10.286
2016/09/06,10.588
2016/09/07,9.474
2016/09/08,10
2016/09/09,10.141
2016/09/10,9.29
2016/09/11,8.78
2016/09/12,8.834
2016/09/13,8.727
2016/09/14,9.231
2016/09/15,9.351
2016/09/16,10.36
2016/09/17,8.834
2016/09/18,9.931
2016/09/19,10.827
2016/09/20,9.536
2016/09/21,8.675
2016/09/22,10.213
2016/09/23,10.588
2016/09/24,8.675
2016/09/25,7.784
2016/09/26,9.412
2016/09/27,8.623
2016/09/28,9.73
2016/09/29,10.07
2016/09/30,10.141
2016/10/01,9.172
2016/10/02,10.213
2016/10/03,9.536
2016/10/04,9.114
2016/10/05,8.623
2016/10/06,8.944
2016/10/07,10.07
2016/10/08,8.521
2016/10/09,9
2016/10/10,11.613
2016/10/11,10.36
2016/10/12,10
2016/10/13,11.25
2016/10/14,10.588
2016/10/15,10.141
2016/10/16,11.077
2016/10/17,11.52
2016/10/18,9.29
2016/10/19,11.52
2016/10/20,10.746
2016/10/21,8.78
2016/10/22,9.664
2016/10/23,10
2016/10/24,10.07
2016/10/25,10.36
2016/10/26,10.435
2016/10/27,8.889
2016/10/28,9.474
2016/10/29,9.664
2016/10/30,8.571
2016/10/31,9.796
2016/11/01,10
2016/11/02,10.827
2016/11/03,9.29
2016/11/04,12.414
2016/11/05,9.796
2016/11/06,9.412
2016/11/07,9.863
2016/11/08,8.521
2016/11/09,9.796
2016/11/10,8.571
2016/11/11,8.834
2016/11/12,8.571
2016/11/13,10.141
2016/11/14,8.372
2016/11/15,9.231
2016/11/16,8.421
2016/11/17,9.057
2016/11/18,9.73
2016/11/19,10.141
2016/11/20,11.25
2016/11/21,10.36
2016/11/22,10.746
2016/11/23,9.796
2016/11/24,8.889
2016/11/25,9.474
2016/11/26,9.412
2016/11/27,10
2016/11/28,8.78
2016/11/29,9.664
2016/11/30,10.141
2016/12/01,9.863
2016/12/02,10.07
2016/12/03,8.372
2016/12/04,9.73
2016/12/05,9.474
2016/12/06,9.6
2016/12/07,8.276
2016/12/08,9.172
2016/12/09,10.667
2016/12/10,10.909
2016/12/11,7.701
2016/12/12,9.231
2016/12/13,8.09
2016/12/14,10.36
2016/12/15,11.339
2016/12/16,10.827
2016/12/17,10
2016/12/18,10.213
2016/12/19,9.536
2016/12/20,10.435
2016/12/21,9.057
2016/12/22,9.057
2016/12/23,9.474
2016/12/24,10.511
2016/12/25,8.727
2016/12/26,10.141
2016/12/27,9.231
2016/12/28,8.78
2016/12/29,9.6
2016/12/30,9.172
2016/12/31,9.73
2017/01/01,9.231
2017/01/02,9.057
2017/01/03,8.78
2017/01/04,9.412
2017/01/05,10.286
2017/01/06,8.944
2017/01/07,10.435
2017/01/08,8.623
2017/01/09,10.588
2017/01/10,9
2017/01/11,9.412
2017/01/12,8.372
2017/01/13,9.6
2017/01/14,8.372
2017/01/15,8.623
2017/01/16,8.521
2017/01/17,9.114
2017/01/18,9.6
2017/01/19,8.276
2017/01/20,7.619
2017/01/21,7.956
2017/01/22,8.276
2017/01/23,10.435
2017/01/24,9.664
2017/01/25,9.664
2017/01/26,9.29
2017/01/27,8.471
2017/01/28,9.474
2017/01/29,8.623
2017/01/30,10
2017/01/31,9.931
2017/02/01,7.5
2017/02/02,9.172
2017/02/03,9.664
2017/02/04,10
2017/02/05,9.057
2017/02/06,11.52
2017/02/07,9.536
2017/02/08,9.863
2017/02/09,8.521
2017/02/10,9.796
2017/02/11,10.36
2017/02/12,10.286
2017/02/13,8.834
2017/02/14,8.521
2017/02/15,10.36
2017/02/16,9.536
2017/02/17,9.536
2017/02/18,9.536
2017/02/19,10.746
2017/02/20,9.73
2017/02/21,10.435
2017/02/22,10.435
2017/02/23,9.6
2017/02/24,8.834
2017/02/25,8.623
2017/02/26,8.09
2017/02/27,10
2017/02/28,9.412
2017/03/01,10
2017/03/02,9.172
2017/03/03,9.536
2017/03/04,10.909
2017/03/05,9.796
2017/03/06,10.141
2017/03/07,9.412
2017/03/08,10.141
2017/03/09,9.73
2017/03/10,9.231
2017/03/11,9.664
2017/03/12,9.29
2017/03/13,9.931
2017/03/14,9.231
2017/03/15,10.141
2017/03/16,9.412
2017/03/17,9.351
2017/03/18,9.172
2017/03/19,8.727
2017/03/20,10.588
2017/03/21,10.141
2017/03/22,9.057
2017/03/23,9.73
2017/03/24,8.182
2017/03/25,10.827
2017/03/26,8.727
2017/03/27,10.909
2017/03/28,9.29
2017/03/29,10.435
2017/03/30,8.78
2017/03/31,10.667
2017/04/01,10.909
2017/04/02,9.114
2017/04/03,8.182
2017/04/04,11.52
2017/04/05,8.889
2017/04/06,9.796
2017/04/07,8.889
2017/04/08,10.511
2017/04/09,9.057
2017/04/10,9.796
2017/04/11,8.623
2017/04/12,10.141
2017/04/13,11.339
2017/04/14,10.36
2017/04/15,9.6
2017/04/16,9.863
2017/04/17,10.435
2017/04/18,9.863
2017/04/19,10.07
2017/04/20,10.435
2017/04/21,8.623
2017/04/22,9.931
2017/04/23,9.412
2017/04/24,11.613
2017/04/25,9.73
2017/04/26,9.412
2017/04/27,9.796
2017/04/28,10.588
2017/04/29,8.324
2017/04/30,9.536
2017/05/01,9.6
2017/05/02,9.114
2017/05/03,10.909
2017/05/04,8.571
2017/05/05,11.163
2017/05/06,8.571
2017/05/07,8.623
2017/05/08,8
2017/05/09,9.29
2017/05/10,9.73
2017/05/11,10.667
2017/05/12,9.351
2017/05/13,9.114
2017/05/14,8.78
2017/05/15,8.471
2017/05/16,10.909
2017/05/17,9.29
2017/05/18,10.141
2017/05/19,8.78
2017/05/20,8.727
2017/05/21,9.796
2017/05/22,9.863
2017/05/23,8.571
2017/05/24,9.351
2017/05/25,8.834
2017/05/26,9.412
2017/05/27,8.571
2017/05/28,8.727
2017/05/29,9.536
2017/05/30,8.045
2017/05/31,8.78
2017/06/01,8.471
2017/06/02,9.863
2017/06/03,7.5
2017/06/04,8.944
2017/06/05,8.78
2017/06/06,9.536
2017/06/07,8.727
2017/06/08,8.727
2017/06/09,9.536
2017/06/10,10.213
2017/06/11,9.863
2017/06/12,9.796
2017/06/13,10.213
2017/06/14,10.286
2017/06/15,9.474
2017/06/16,9.73
2017/06/17,9.931
2017/06/18,9.931
2017/06/19,9.536
2017/06/20,10.511
2017/06/21,10.286
2017/06/22,10.36
2017/06/23,9
2017/06/24,9.863
2017/06/25,11.803
2017/06/26,10.141
2017/06/27,10.992
2017/06/28,9.172
2017/06/29,12
2017/06/30,9.351
2017/07/01,8.78
2017/07/02,7.66
2017/07/03,8.471
2017/07/04,9.412
2017/07/05,9.664
2017/07/06,10.141
2017/07/07,9.73
2017/07/08,8.727
2017/07/09,10.435
2017/07/10,7.31
2017/07/11,0
2017/07/12,8.136
2017/07/13,9.172
2017/07/14,10.36
2017/07/15,11.339
2017/07/16,8.834
2017/07/17,9.73
2017/07/18,8.727
