Date,transactions90rsi
2010/07/17,50.279
2010/07/18,50.322
2010/07/19,50.673
2010/07/20,50.868
2010/07/21,50.332
2010/07/22,50.212
2010/07/23,50.198
2010/07/24,51.827
2010/07/25,54.559
2010/07/26,50.126
2010/07/27,50.233
2010/07/28,54.462
2010/07/29,54.143
2010/07/30,49.807
2010/07/31,49.674
2010/08/01,49.762
2010/08/02,49.845
2010/08/03,50.551
2010/08/04,49.947
2010/08/05,50.217
2010/08/06,49.988
2010/08/07,49.734
2010/08/08,49.936
2010/08/09,50.052
2010/08/10,49.817
2010/08/11,49.901
2010/08/12,49.889
2010/08/13,50.247
2010/08/14,49.825
2010/08/15,49.696
2010/08/16,50.267
2010/08/17,49.928
2010/08/18,50.088
2010/08/19,49.93
2010/08/20,50.048
2010/08/21,49.867
2010/08/22,49.822
2010/08/23,49.828
2010/08/24,49.852
2010/08/25,49.806
2010/08/26,49.834
2010/08/27,49.724
2010/08/28,49.872
2010/08/29,49.644
2010/08/30,49.911
2010/08/31,50.161
2010/09/01,50.05
2010/09/02,49.858
2010/09/03,49.825
2010/09/04,49.617
2010/09/05,49.798
2010/09/06,49.709
2010/09/07,49.716
2010/09/08,49.898
2010/09/09,49.951
2010/09/10,49.93
2010/09/11,49.794
2010/09/12,50.001
2010/09/13,50.23
2010/09/14,50.068
2010/09/15,50.215
2010/09/16,50.058
2010/09/17,49.811
2010/09/18,49.845
2010/09/19,49.784
2010/09/20,50.23
2010/09/21,51.64
2010/09/22,51.099
2010/09/23,50.797
2010/09/24,50.227
2010/09/25,50.425
2010/09/26,49.924
2010/09/27,50.607
2010/09/28,50.239
2010/09/29,52.206
2010/09/30,49.983
2010/10/01,50.739
2010/10/02,50.633
2010/10/03,50.098
2010/10/04,50.094
2010/10/05,50.061
2010/10/06,50.027
2010/10/07,49.816
2010/10/08,49.927
2010/10/09,50.057
2010/10/10,49.834
2010/10/11,49.826
2010/10/12,49.881
2010/10/13,49.845
2010/10/14,49.741
2010/10/15,49.697
2010/10/16,49.829
2010/10/17,49.845
2010/10/18,50.438
2010/10/19,51.799
2010/10/20,50.883
2010/10/21,50.541
2010/10/22,50.871
2010/10/23,50.431
2010/10/24,50.451
2010/10/25,49.869
2010/10/26,50.16
2010/10/27,50.484
2010/10/28,50.112
2010/10/29,50.015
2010/10/30,49.718
2010/10/31,49.522
2010/11/01,49.722
2010/11/02,49.447
2010/11/03,49.654
2010/11/04,49.584
2010/11/05,49.949
2010/11/06,49.74
2010/11/07,49.894
2010/11/08,50.03
2010/11/09,49.811
2010/11/10,49.82
2010/11/11,49.737
2010/11/12,49.462
2010/11/13,49.477
2010/11/14,49.669
2010/11/15,64.913
2010/11/16,72.752
2010/11/17,49.662
2010/11/18,51.533
2010/11/19,62.587
2010/11/20,62.726
2010/11/21,63.027
2010/11/22,49.437
2010/11/23,49.461
2010/11/24,53.232
2010/11/25,54.244
2010/11/26,50.354
2010/11/27,49.52
2010/11/28,49.537
2010/11/29,49.501
2010/11/30,49.508
2010/12/01,49.581
2010/12/02,49.529
2010/12/03,49.45
2010/12/04,49.444
2010/12/05,49.45
2010/12/06,49.481
2010/12/07,49.601
2010/12/08,49.548
2010/12/09,49.524
2010/12/10,49.484
2010/12/11,49.652
2010/12/12,49.762
2010/12/13,49.799
2010/12/14,49.773
2010/12/15,49.731
2010/12/16,49.629
2010/12/17,49.556
2010/12/18,49.607
2010/12/19,49.642
2010/12/20,50.137
2010/12/21,49.724
2010/12/22,49.808
2010/12/23,49.65
2010/12/24,49.662
2010/12/25,49.767
2010/12/26,49.733
2010/12/27,49.632
2010/12/28,49.804
2010/12/29,49.617
2010/12/30,49.718
2010/12/31,49.677
2011/01/01,49.792
2011/01/02,49.678
2011/01/03,50.463
2011/01/04,50.279
2011/01/05,50.71
2011/01/06,49.881
2011/01/07,50.294
2011/01/08,50.848
2011/01/09,50.562
2011/01/10,50.684
2011/01/11,50.739
2011/01/12,50.462
2011/01/13,50.578
2011/01/14,50.583
2011/01/15,50.182
2011/01/16,50.113
2011/01/17,49.955
2011/01/18,49.996
2011/01/19,50.102
2011/01/20,50.087
2011/01/21,50.469
2011/01/22,50.867
2011/01/23,50.334
2011/01/24,50.666
2011/01/25,50.053
2011/01/26,50.194
2011/01/27,49.971
2011/01/28,50.346
2011/01/29,50.752
2011/01/30,52.612
2011/01/31,50.731
2011/02/01,50.172
2011/02/02,50.007
2011/02/03,49.843
2011/02/04,50.042
2011/02/05,49.879
2011/02/06,50
2011/02/07,49.934
2011/02/08,49.916
2011/02/09,50.476
2011/02/10,51.719
2011/02/11,52.198
2011/02/12,51.469
2011/02/13,51.322
2011/02/14,51.605
2011/02/15,51.892
2011/02/16,51.661
2011/02/17,51.908
2011/02/18,51.618
2011/02/19,50.923
2011/02/20,51.423
2011/02/21,51.478
2011/02/22,51.806
2011/02/23,51.861
2011/02/24,51.66
2011/02/25,51.545
2011/02/26,51.27
2011/02/27,51.839
2011/02/28,51.054
2011/03/01,52.693
2011/03/02,51.41
2011/03/03,53.199
2011/03/04,51.165
2011/03/05,51.18
2011/03/06,51.158
2011/03/07,51.09
2011/03/08,51.911
2011/03/09,50.98
2011/03/10,50.784
2011/03/11,51.097
2011/03/12,52.691
2011/03/13,52.331
2011/03/14,52.228
2011/03/15,52.543
2011/03/16,52.996
2011/03/17,53.261
2011/03/18,51.658
2011/03/19,52.869
2011/03/20,54.091
2011/03/21,56.427
2011/03/22,51.093
2011/03/23,53.91
2011/03/24,50.812
2011/03/25,50.584
2011/03/26,52.181
2011/03/27,51.113
2011/03/28,51.619
2011/03/29,51.366
2011/03/30,50.226
2011/03/31,50.568
2011/04/01,49.988
2011/04/02,50.21
2011/04/03,50.255
2011/04/04,50.846
2011/04/05,50.596
2011/04/06,50.342
2011/04/07,50.116
2011/04/08,50.202
2011/04/09,50.173
2011/04/10,50.165
2011/04/11,50.426
2011/04/12,50.594
2011/04/13,50.924
2011/04/14,51.601
2011/04/15,50.515
2011/04/16,50.639
2011/04/17,50.76
2011/04/18,51.768
2011/04/19,52.445
2011/04/20,51.631
2011/04/21,50.282
2011/04/22,50.471
2011/04/23,50.741
2011/04/24,50.706
2011/04/25,51.068
2011/04/26,52.125
2011/04/27,53.469
2011/04/28,51.506
2011/04/29,52.046
2011/04/30,53.13
2011/05/01,52.481
2011/05/02,51.405
2011/05/03,51.211
2011/05/04,51.044
2011/05/05,51.792
2011/05/06,51.577
2011/05/07,52.272
2011/05/08,51.047
2011/05/09,51.735
2011/05/10,51.358
2011/05/11,51.274
2011/05/12,51.615
2011/05/13,52.381
2011/05/14,52.74
2011/05/15,51.959
2011/05/16,52.589
2011/05/17,52.708
2011/05/18,53.921
2011/05/19,52.909
2011/05/20,53.001
2011/05/21,53.19
2011/05/22,53.511
2011/05/23,53.988
2011/05/24,54.107
2011/05/25,54.534
2011/05/26,55.321
2011/05/27,52.775
2011/05/28,52.964
2011/05/29,52.61
2011/05/30,53.286
2011/05/31,54.079
2011/06/01,54.548
2011/06/02,55.175
2011/06/03,56.494
2011/06/04,56.84
2011/06/05,56.575
2011/06/06,57.645
2011/06/07,56.813
2011/06/08,59.409
2011/06/09,59.693
2011/06/10,58.534
2011/06/11,58.03
2011/06/12,59.405
2011/06/13,57.945
2011/06/14,60.345
2011/06/15,58.495
2011/06/16,58.689
2011/06/17,57.054
2011/06/18,57.265
2011/06/19,57.135
2011/06/20,56.847
2011/06/21,55.168
2011/06/22,56.687
2011/06/23,55.549
2011/06/24,55.985
2011/06/25,54.794
2011/06/26,55.033
2011/06/27,56.457
2011/06/28,55.417
2011/06/29,54.692
2011/06/30,54.312
2011/07/01,55.118
2011/07/02,52.656
2011/07/03,52.945
2011/07/04,53.945
2011/07/05,53.38
2011/07/06,54.595
2011/07/07,53.392
2011/07/08,52.778
2011/07/09,52.193
2011/07/10,52.637
2011/07/11,54.277
