Date,sentinusd14emaUSD
2010/11/02,15968
2010/11/03,15309
2010/11/04,17749
2010/11/05,16699
2010/11/06,19973
2010/11/07,22157
2010/11/08,38810
2010/11/09,35270
2010/11/10,32324
2010/11/11,29271
2010/11/12,26485
2010/11/13,24384
2010/11/14,22443
2010/11/15,29008
2010/11/16,28561
2010/11/17,26627
2010/11/18,25018
2010/11/19,23663
2010/11/20,26476
2010/11/21,27589
2010/11/22,25084
2010/11/23,23346
2010/11/24,21689
2010/11/25,20695
2010/11/26,21282
2010/11/27,19363
2010/11/28,17676
2010/11/29,16497
2010/11/30,16042
2010/12/01,15507
2010/12/02,15412
2010/12/03,14278
2010/12/04,14374
2010/12/05,13043
2010/12/06,14051
2010/12/07,14648
2010/12/08,13641
2010/12/09,13029
2010/12/10,12009
2010/12/11,12702
2010/12/12,12372
2010/12/13,15964
2010/12/14,17523
2010/12/15,18832
2010/12/16,19078
2010/12/17,18591
2010/12/18,18827
2010/12/19,19507
2010/12/20,19716
2010/12/21,20474
2010/12/22,20469
2010/12/23,19822
2010/12/24,19184
2010/12/25,20360
2010/12/26,20050
2010/12/27,20352
2010/12/28,19692
2010/12/29,21286
2010/12/30,20993
2010/12/31,20570
2011/01/01,20008
2011/01/02,19186
2011/01/03,19264
2011/01/04,18290
2011/01/05,17791
2011/01/06,16692
2011/01/07,16794
2011/01/08,17040
2011/01/09,16416
2011/01/10,17784
2011/01/11,19955
2011/01/12,19831
2011/01/13,22276
2011/01/14,23385
2011/01/15,23256
2011/01/16,23553
2011/01/17,23277
2011/01/18,24805
2011/01/19,23994
2011/01/20,23238
2011/01/21,23432
2011/01/22,24276
2011/01/23,25775
2011/01/24,26292
2011/01/25,25808
2011/01/26,25994
2011/01/27,79858
2011/01/28,71872
2011/01/29,66274
2011/01/30,81509
2011/01/31,83256
2011/02/01,82279
2011/02/02,82129
2011/02/03,77365
2011/02/04,72474
2011/02/05,70975
2011/02/06,70952
2011/02/07,79958
2011/02/08,77334
2011/02/09,83962
2011/02/10,102613
2011/02/11,123359
2011/02/12,125262
2011/02/13,123159
2011/02/14,125050
2011/02/15,121259
2011/02/16,113625
2011/02/17,111483
2011/02/18,111856
2011/02/19,118077
2011/02/20,128215
2011/02/21,136583
2011/02/22,157411
2011/02/23,179808
2011/02/24,184126
2011/02/25,181603
2011/02/26,177919
2011/02/27,177572
2011/02/28,168458
2011/03/01,268633
2011/03/02,534885
2011/03/03,491800
2011/03/04,462688
2011/03/05,416553
2011/03/06,383014
2011/03/07,356185
2011/03/08,330477
2011/03/09,314388
2011/03/10,313043
2011/03/11,300527
2011/03/12,279216
2011/03/13,266505
2011/03/14,255714
2011/03/15,235915
2011/03/16,222121
2011/03/17,210381
2011/03/18,201295
2011/03/19,186698
2011/03/20,175752
2011/03/21,167668
2011/03/22,166710
2011/03/23,172642
2011/03/24,178140
2011/03/25,187673
2011/03/26,199616
2011/03/27,188959
2011/03/28,178390
2011/03/29,166285
2011/03/30,157000
2011/03/31,150461
2011/04/01,138512
2011/04/02,129906
2011/04/03,121057
2011/04/04,118902
2011/04/05,114239
2011/04/06,107538
2011/04/07,104116
2011/04/08,103060
2011/04/09,103289
2011/04/10,97926
2011/04/11,93602
2011/04/12,96234
2011/04/13,104554
2011/04/14,109437
2011/04/15,108255
2011/04/16,140430
2011/04/17,308969
2011/04/18,287464
2011/04/19,661988
2011/04/20,1308575
2011/04/21,1201788
2011/04/22,1069092
2011/04/23,960771
2011/04/24,855915
2011/04/25,762618
2011/04/26,701015
2011/04/27,668297
2011/04/28,619765
2011/04/29,800710
2011/04/30,867056
2011/05/01,822158
2011/05/02,762728
2011/05/03,743852
2011/05/04,773044
2011/05/05,741259
2011/05/06,769432
2011/05/07,771467
2011/05/08,933813
2011/05/09,887361
2011/05/10,1133096
2011/05/11,1114765
2011/05/12,1129514
2011/05/13,1417135
2011/05/14,3053208
2011/05/15,2936733
2011/05/16,2823742
2011/05/17,2664500
2011/05/18,2478988
2011/05/19,2312009
2011/05/20,2289145
2011/05/21,2503571
2011/05/22,2921317
2011/05/23,2954576
2011/05/24,2904845
2011/05/25,2921917
2011/05/26,3001606
2011/05/27,3216204
2011/05/28,3040026
2011/05/29,2930817
2011/05/30,2849485
2011/05/31,2797065
2011/06/01,2755508
2011/06/02,2864541
2011/06/03,3496745
2011/06/04,4078080
2011/06/05,4841400
2011/06/06,6140275
2011/06/07,6799996
2011/06/08,8707591
2011/06/09,10571382
2011/06/10,12409463
2011/06/11,14549762
2011/06/12,16668476
2011/06/13,17690000
2011/06/14,19334648
2011/06/15,27686522
2011/06/16,45314664
2011/06/17,42686858
2011/06/18,39749192
2011/06/19,44900895
2011/06/20,41933331
2011/06/21,43847080
2011/06/22,40997278
2011/06/23,39209397
2011/06/24,44804415
2011/06/25,63124510
2011/06/26,63863748
2011/06/27,59484373
2011/06/28,66973133
2011/06/29,64299929
2011/06/30,59013101
2011/07/01,53470289
2011/07/02,48118346
2011/07/03,42875048
2011/07/04,39804854
2011/07/05,35225399
2011/07/06,31579290
2011/07/07,28283732
2011/07/08,25103545
2011/07/09,25727166
2011/07/10,27028610
2011/07/11,25374870
2011/07/12,23997859
2011/07/13,23455840
2011/07/14,23916287
2011/07/15,21833778
2011/07/16,21213076
2011/07/17,19392557
2011/07/18,22670397
2011/07/19,24628141
2011/07/20,22342742
2011/07/21,21791845
2011/07/22,21708365
2011/07/23,19916194
2011/07/24,18259304
2011/07/25,18502462
2011/07/26,18230430
2011/07/27,18151322
2011/07/28,21923219
2011/07/29,20240669
2011/07/30,18126753
2011/07/31,16774978
2011/08/01,15491764
2011/08/02,14092612
2011/08/03,12792948
2011/08/04,11512729
2011/08/05,10652974
2011/08/06,9644523
2011/08/07,8709207
2011/08/08,8632521
2011/08/09,10423107
2011/08/10,10549784
2011/08/11,9773270
2011/08/12,8897177
2011/08/13,8108142
2011/08/14,7652679
2011/08/15,7116880
2011/08/16,6694545
2011/08/17,6272119
2011/08/18,6016919
2011/08/19,6047074
2011/08/20,5585387
2011/08/21,5207800
2011/08/22,4917889
2011/08/23,4902533
2011/08/24,5061711
2011/08/25,4897561
2011/08/26,4574626
2011/08/27,6989327
2011/08/28,6273279
2011/08/29,5722050
2011/08/30,5239158
2011/08/31,4839523
2011/09/01,4553863
2011/09/02,4231710
2011/09/03,3922890
2011/09/04,5328576
2011/09/05,6992959
2011/09/06,9098116
2011/09/07,8474236
2011/09/08,7699755
2011/09/09,6981637
2011/09/10,6223742
2011/09/11,6112741
2011/09/12,5794873
2011/09/13,5299286
2011/09/14,4817320
2011/09/15,4377815
2011/09/16,4224254
2011/09/17,3882564
2011/09/18,3557494
2011/09/19,3315601
2011/09/20,3140559
2011/09/21,3025668
2011/09/22,2845907
2011/09/23,2713606
2011/09/24,2517018
2011/09/25,2388320
2011/09/26,2258854
2011/09/27,2233432
2011/09/28,2161623
2011/09/29,2081801
2011/09/30,1992771
2011/10/01,2006941
2011/10/02,1951084
2011/10/03,1959647
2011/10/04,1973432
2011/10/05,1972237
2011/10/06,2046340
2011/10/07,1998769
2011/10/08,1885434
2011/10/09,1794442
2011/10/10,1724586
2011/10/11,1669084
2011/10/12,1616041
2011/10/13,1563730
2011/10/14,1499530
2011/10/15,1495163
2011/10/16,1421496
2011/10/17,1427299
2011/10/18,1348158
2011/10/19,1262236
2011/10/20,1183324
2011/10/21,1209295
2011/10/22,1263097
2011/10/23,1329630
2011/10/24,1289395
2011/10/25,1249210
2011/10/26,1238490
2011/10/27,1268188
2011/10/28,1284849
2011/10/29,1308324
2011/10/30,1227796
2011/10/31,1229547
2011/11/01,1291557
2011/11/02,1289555
2011/11/03,1265708
2011/11/04,1260402
2011/11/05,1206578
2011/11/06,1132582
2011/11/07,1085087
2011/11/08,1388106
2011/11/09,1592930
2011/11/10,1518038
2011/11/11,1433734
2011/11/12,1348100
2011/11/13,1265885
2011/11/14,1218732
2011/11/15,1162673
2011/11/16,1667451
2011/11/17,2496702
2011/11/18,3621164
2011/11/19,4282237
2011/11/20,4148602
2011/11/21,4088283
2011/11/22,4633795
2011/11/23,4489360
2011/11/24,4359251
2011/11/25,4121115
2011/11/26,4082808
2011/11/27,4115307
2011/11/28,4899360
2011/11/29,5627035
2011/11/30,7360514
2011/12/01,7217160
2011/12/02,8495103
2011/12/03,8720071
2011/12/04,8644456
2011/12/05,8601298
2011/12/06,10152290
2011/12/07,11028654
2011/12/08,11362917
2011/12/09,10622763
2011/12/10,9635780
2011/12/11,8695602
2011/12/12,7830813
2011/12/13,6918318
2011/12/14,6124027
2011/12/15,5477275
2011/12/16,4932364
2011/12/17,4405052
2011/12/18,3932171
2011/12/19,3596379
2011/12/20,3352586
2011/12/21,3181034
2011/12/22,2957847
2011/12/23,2681060
2011/12/24,2462044
2011/12/25,2267711
2011/12/26,2316644
2011/12/27,2340863
2011/12/28,2151437
2011/12/29,2119697
2011/12/30,1968126
2011/12/31,1832643
2012/01/01,1782138
2012/01/02,1694780
2012/01/03,1612239
2012/01/04,1643103
2012/01/05,1950240
2012/01/06,2134659
2012/01/07,2052981
2012/01/08,2037211
2012/01/09,2082712
2012/01/10,2068470
2012/01/11,2071077
2012/01/12,2046012
2012/01/13,2067880
2012/01/14,2036940
2012/01/15,1967241
2012/01/16,2030840
2012/01/17,2048609
2012/01/18,2009245
2012/01/19,2000527
2012/01/20,1975274
2012/01/21,1885726
2012/01/22,1786660
2012/01/23,1722373
2012/01/24,1745695
2012/01/25,1787597
2012/01/26,1809824
2012/01/27,1778492
2012/01/28,1677853
2012/01/29,1653543
2012/01/30,1613106
2012/01/31,1587592
2012/02/01,1659441
2012/02/02,1686135
2012/02/03,1709182
2012/02/04,1713226
2012/02/05,1710375
2012/02/06,1677684
2012/02/07,1645669
2012/02/08,1603362
2012/02/09,1543330
2012/02/10,1543523
2012/02/11,1639208
2012/02/12,1613071
2012/02/13,1660483
2012/02/14,2277103
2012/02/15,2729189
2012/02/16,3249117
2012/02/17,3341616
2012/02/18,3261299
2012/02/19,3013944
2012/02/20,2834464
2012/02/21,2649759
2012/02/22,2717297
2012/02/23,2749182
2012/02/24,2727119
2012/02/25,2587491
2012/02/26,2416744
2012/02/27,2298654
2012/02/28,2192706
2012/02/29,2075813
2012/03/01,2203819
2012/03/02,2238805
2012/03/03,2153493
2012/03/04,2259274
2012/03/05,2170765
2012/03/06,2081152
2012/03/07,2011357
2012/03/08,2048548
2012/03/09,2118035
2012/03/10,2047271
2012/03/11,1996711
2012/03/12,2064995
2012/03/13,2097888
2012/03/14,2189325
2012/03/15,2201780
2012/03/16,2227558
2012/03/17,2219039
2012/03/18,2143218
2012/03/19,2120750
2012/03/20,2117456
2012/03/21,2122689
2012/03/22,2279314
2012/03/23,2510592
2012/03/24,2651405
2012/03/25,2518426
2012/03/26,2481206
2012/03/27,2480157
2012/03/28,2562900
2012/03/29,2958335
2012/03/30,3165183
2012/03/31,3277329
2012/04/01,3208882
2012/04/02,3209469
2012/04/03,3297349
2012/04/04,3310302
2012/04/05,3448696
2012/04/06,3338767
2012/04/07,3081911
2012/04/08,3435945
2012/04/09,4005273
2012/04/10,3974667
2012/04/11,4389571
2012/04/12,4610091
2012/04/13,4515786
2012/04/14,4536684
2012/04/15,4746676
2012/04/16,5146189
2012/04/17,5174729
2012/04/18,5143176
2012/04/19,4892268
2012/04/20,6201850
2012/04/21,6211897
2012/04/22,6016538
2012/04/23,5714195
2012/04/24,5427081
2012/04/25,5365859
2012/04/26,5884189
2012/04/27,6064839
2012/04/28,5818837
2012/04/29,5655197
2012/04/30,5583703
2012/05/01,5519778
2012/05/02,5473112
2012/05/03,5526834
2012/05/04,5514854
2012/05/05,5553866
2012/05/06,5217488
2012/05/07,5955707
2012/05/08,7745691
2012/05/09,8247514
2012/05/10,7898000
2012/05/11,7809709
2012/05/12,8843691
2012/05/13,8619654
2012/05/14,8964036
2012/05/15,10240344
2012/05/16,11158979
2012/05/17,11967648
2012/05/18,11612541
2012/05/19,10867827
2012/05/20,10758615
2012/05/21,11883311
2012/05/22,13033264
2012/05/23,12501603
2012/05/24,11572545
2012/05/25,11663103
2012/05/26,13359971
2012/05/27,12920728
2012/05/28,12622484
2012/05/29,13075170
2012/05/30,12932137
2012/05/31,14463557
2012/06/01,14567057
2012/06/02,13976078
2012/06/03,13273730
2012/06/04,14716664
2012/06/05,15956360
2012/06/06,15613040
2012/06/07,17061059
2012/06/08,18838017
2012/06/09,17325958
2012/06/10,17395257
2012/06/11,17279996
2012/06/12,16877577
2012/06/13,16478626
2012/06/14,18072902
2012/06/15,18488914
2012/06/16,19325583
2012/06/17,17891699
2012/06/18,17557016
2012/06/19,16980892
2012/06/20,16160990
2012/06/21,14882991
2012/06/22,14855607
2012/06/23,15441046
2012/06/24,14956965
2012/06/25,14456915
2012/06/26,13950512
2012/06/27,13776119
2012/06/28,14964772
2012/06/29,15157279
2012/06/30,14328817
2012/07/01,13572419
2012/07/02,12750411
2012/07/03,12268948
2012/07/04,12559853
2012/07/05,12614284
2012/07/06,12110256
2012/07/07,14153862
2012/07/08,12964008
2012/07/09,13149825
2012/07/10,13404890
2012/07/11,12677555
2012/07/12,12280023
2012/07/13,13079023
2012/07/14,13769545
2012/07/15,13236734
2012/07/16,13687515
2012/07/17,14704601
2012/07/18,14578201
2012/07/19,13994025
2012/07/20,13957386
2012/07/21,14792963
2012/07/22,14703874
2012/07/23,15114786
2012/07/24,15015997
2012/07/25,14127405
2012/07/26,14871481
2012/07/27,15396890
2012/07/28,15335117
2012/07/29,14521085
2012/07/30,13645964
2012/07/31,15420474
2012/08/01,16124286
2012/08/02,16263420
2012/08/03,16045740
2012/08/04,15828199
2012/08/05,16476183
2012/08/06,17045595
2012/08/07,17537044
2012/08/08,17524592
2012/08/09,17203736
2012/08/10,17319771
2012/08/11,17281182
2012/08/12,17323399
2012/08/13,17836819
2012/08/14,17779718
2012/08/15,18272109
2012/08/16,19371043
2012/08/17,21227429
2012/08/18,21666236
2012/08/19,26435755
2012/08/20,34396380
2012/08/21,36993419
2012/08/22,42139380
2012/08/23,46501456
2012/08/24,55478129
2012/08/25,54179542
2012/08/26,51537709
2012/08/27,53607521
2012/08/28,56264218
2012/08/29,70049476
2012/08/30,77236159
2012/08/31,79373207
2012/09/01,80398550
2012/09/02,77608448
2012/09/03,72285810
2012/09/04,71556356
2012/09/05,75073490
2012/09/06,97275160
2012/09/07,111433135
2012/09/08,107651316
2012/09/09,98922809
2012/09/10,113551576
2012/09/11,128610979
2012/09/12,127762283
2012/09/13,144644464
2012/09/14,153053492
2012/09/15,143394639
2012/09/16,146202688
2012/09/17,147275533
2012/09/18,148412207
2012/09/19,180289971
2012/09/20,182496373
2012/09/21,200750784
2012/09/22,198101487
2012/09/23,184248180
2012/09/24,172645468
2012/09/25,152352075
2012/09/26,134709618
2012/09/27,118879379
2012/09/28,107171957
2012/09/29,94915586
2012/09/30,84497652
2012/10/01,75786197
2012/10/02,68908146
2012/10/03,61766069
2012/10/04,55468786
2012/10/05,52446555
2012/10/06,48664751
2012/10/07,44957434
2012/10/08,41602356
2012/10/09,38074432
2012/10/10,34274330
2012/10/11,31587348
2012/10/12,31472980
2012/10/13,31490885
2012/10/14,29359390
2012/10/15,26657377
2012/10/16,27319323
2012/10/17,28811166
2012/10/18,30205071
2012/10/19,30297958
2012/10/20,30351777
2012/10/21,29827007
2012/10/22,29248894
2012/10/23,29249056
2012/10/24,28183506
2012/10/25,26483425
2012/10/26,24302380
2012/10/27,23248591
2012/10/28,21353822
2012/10/29,19832813
2012/10/30,23019720
2012/10/31,25386606
2012/11/01,25681249
2012/11/02,23376913
2012/11/03,22857590
2012/11/04,22913730
2012/11/05,23045038
2012/11/06,22586189
2012/11/07,22144341
2012/11/08,21016331
2012/11/09,19381252
2012/11/10,17326482
2012/11/11,15525963
2012/11/12,14078917
2012/11/13,13325172
2012/11/14,13336288
2012/11/15,15359180
2012/11/16,18829514
2012/11/17,20354590
2012/11/18,20756755
2012/11/19,20022449
2012/11/20,19678032
2012/11/21,18397314
2012/11/22,18149987
2012/11/23,17486265
2012/11/24,16963730
2012/11/25,15877119
2012/11/26,15486100
2012/11/27,15604104
2012/11/28,16418448
2012/11/29,16089033
2012/11/30,15167919
2012/12/01,14083216
2012/12/02,13815773
2012/12/03,14743219
2012/12/04,16981885
2012/12/05,19650504
2012/12/06,22670239
2012/12/07,23253683
2012/12/08,21890583
2012/12/09,21399331
2012/12/10,20276586
2012/12/11,20316758
2012/12/12,23955964
2012/12/13,27649852
2012/12/14,29164493
2012/12/15,28169264
2012/12/16,27518857
2012/12/17,26878753
2012/12/18,27344690
2012/12/19,25584038
2012/12/20,23720393
2012/12/21,23442740
2012/12/22,22664009
2012/12/23,21108995
2012/12/24,20051395
2012/12/25,18362633
2012/12/26,16931467
2012/12/27,15978163
2012/12/28,15619565
2012/12/29,15220415
2012/12/30,14484093
2012/12/31,14628450
2013/01/01,15189919
2013/01/02,16344850
2013/01/03,16955043
2013/01/04,18631385
2013/01/05,19727414
2013/01/06,18903572
2013/01/07,18842818
2013/01/08,20005464
2013/01/09,20274293
2013/01/10,19869352
2013/01/11,19548069
2013/01/12,18550564
2013/01/13,17605517
2013/01/14,17229759
2013/01/15,18612109
2013/01/16,20235584
2013/01/17,20973743
2013/01/18,21392872
2013/01/19,21461715
2013/01/20,20806951
2013/01/21,20264811
2013/01/22,20514526
2013/01/23,22986287
2013/01/24,23095691
2013/01/25,23264269
2013/01/26,23003033
2013/01/27,23147999
2013/01/28,23760111
2013/01/29,26204143
2013/01/30,27001202
2013/01/31,27285474
2013/02/01,28275094
2013/02/02,27681867
2013/02/03,27277606
2013/02/04,27621979
2013/02/05,29048263
2013/02/06,30001561
2013/02/07,30610615
2013/02/08,32550185
2013/02/09,33020680
2013/02/10,32598994
2013/02/11,32151572
2013/02/12,31500785
2013/02/13,30661764
2013/02/14,31274935
2013/02/15,31339711
2013/02/16,31433725
2013/02/17,30842267
2013/02/18,30723049
2013/02/19,31353267
2013/02/20,31309134
2013/02/21,30909004
2013/02/22,32565036
2013/02/23,32264764
2013/02/24,34080542
2013/02/25,36334942
2013/02/26,36696796
2013/02/27,37519606
2013/02/28,38360665
2013/03/01,39553098
2013/03/02,40393890
2013/03/03,38469206
2013/03/04,37317522
2013/03/05,41334938
2013/03/06,46539638
2013/03/07,47865098
2013/03/08,47711687
2013/03/09,46608922
2013/03/10,47198390
2013/03/11,46420517
2013/03/12,48487682
2013/03/13,50009833
2013/03/14,49139352
2013/03/15,72969842
2013/03/16,76357804
2013/03/17,70892432
2013/03/18,84163924
2013/03/19,85425067
2013/03/20,87679595
2013/03/21,91689794
2013/03/22,90811208
2013/03/23,88945449
2013/03/24,84563421
2013/03/25,86011187
2013/03/26,89441414
2013/03/27,104047462
2013/03/28,109069275
2013/03/29,109884954
2013/03/30,115423987
2013/03/31,117517581
2013/04/01,118892108
2013/04/02,137347365
2013/04/03,152660316
2013/04/04,162501611
2013/04/05,171151585
2013/04/06,169347145
2013/04/07,163731103
2013/04/08,169894897
2013/04/09,190474464
2013/04/10,222757684
2013/04/11,218718444
2013/04/12,208017470
2013/04/13,193479253
2013/04/14,175792159
2013/04/15,162606038
2013/04/16,157479783
2013/04/17,153193136
2013/04/18,205926035
2013/04/19,203982180
2013/04/20,190971001
2013/04/21,179295746
2013/04/22,178753642
2013/04/23,179250611
2013/04/24,187596178
2013/04/25,191756467
2013/04/26,185905074
2013/04/27,173855584
2013/04/28,159119924
2013/04/29,152645350
2013/04/30,142789679
2013/05/01,138202141
2013/05/02,131678924
2013/05/03,123499433
2013/05/04,112615782
2013/05/05,105261456
2013/05/06,102432638
2013/05/07,101488518
2013/05/08,98622037
2013/05/09,93723897
2013/05/10,91540940
2013/05/11,87923968
2013/05/12,83040942
2013/05/13,81910722
2013/05/14,80682709
2013/05/15,78665553
2013/05/16,76773612
2013/05/17,76571617
2013/05/18,75278908
2013/05/19,71043376
2013/05/20,69002581
2013/05/21,69053991
2013/05/22,70090849
2013/05/23,70646038
2013/05/24,72815763
2013/05/25,74001839
2013/05/26,70215862
2013/05/27,70938157
2013/05/28,72087159
2013/05/29,73797422
2013/05/30,73692395
2013/05/31,73924273
2013/06/01,71433270
2013/06/02,68186215
2013/06/03,70274326
2013/06/04,70253001
2013/06/05,70767160
2013/06/06,72408220
2013/06/07,72164311
2013/06/08,67783343
2013/06/09,67778837
2013/06/10,65136537
2013/06/11,64232549
2013/06/12,63088795
2013/06/13,62765876
2013/06/14,63780204
2013/06/15,60442696
2013/06/16,58697779
2013/06/17,58226793
2013/06/18,58739716
2013/06/19,58443476
2013/06/20,60228481
2013/06/21,61275974
2013/06/22,58544282
2013/06/23,54865438
2013/06/24,55003500
2013/06/25,56448671
2013/06/26,56440820
2013/06/27,55494807
2013/06/28,55649374
2013/06/29,53921471
2013/06/30,51266788
2013/07/01,53712558
2013/07/02,54216412
2013/07/03,55471566
2013/07/04,56710163
2013/07/05,58213359
2013/07/06,56324498
2013/07/07,54590868
2013/07/08,55179348
2013/07/09,58464561
2013/07/10,61094599
2013/07/11,63882394
2013/07/12,66494899
2013/07/13,67445285
2013/07/14,64711807
2013/07/15,63921477
2013/07/16,66065883
2013/07/17,68929340
2013/07/18,70511082
2013/07/19,69730351
2013/07/20,65600476
2013/07/21,62075223
2013/07/22,63300524
2013/07/23,65239093
2013/07/24,66191809
2013/07/25,66274046
2013/07/26,66100214
2013/07/27,62400889
2013/07/28,60907919
2013/07/29,61470281
2013/07/30,65235954
2013/07/31,66777305
2013/08/01,72018175
2013/08/02,73240083
2013/08/03,71404781
2013/08/04,67904885
2013/08/05,68920357
2013/08/06,68916449
2013/08/07,69441126
2013/08/08,68778758
2013/08/09,66898197
2013/08/10,63964266
2013/08/11,60388260
2013/08/12,62235135
2013/08/13,69667957
2013/08/14,76854197
2013/08/15,76375519
2013/08/16,79472021
2013/08/17,80721143
2013/08/18,79673808
2013/08/19,82454218
2013/08/20,83686730
2013/08/21,89641015
2013/08/22,88733720
2013/08/23,88014151
2013/08/24,83667789
2013/08/25,79830087
2013/08/26,78599408
2013/08/27,80636729
2013/08/28,80712398
2013/08/29,79962748
2013/08/30,81669147
2013/08/31,81080665
2013/09/01,79317604
2013/09/02,79113650
2013/09/03,82022840
2013/09/04,83851334
2013/09/05,83844025
2013/09/06,82625545
2013/09/07,80658525
2013/09/08,75534194
2013/09/09,73984884
2013/09/10,72910356
2013/09/11,72946089
2013/09/12,73371219
2013/09/13,73338004
2013/09/14,71600088
2013/09/15,68018364
2013/09/16,69186083
2013/09/17,69502951
2013/09/18,71571503
2013/09/19,74778261
2013/09/20,75784334
2013/09/21,72486287
2013/09/22,70061975
2013/09/23,75613207
2013/09/24,79523597
2013/09/25,80777447
2013/09/26,81019924
2013/09/27,80630648
2013/09/28,78084952
2013/09/29,75842098
2013/09/30,78356058
2013/10/01,84817033
2013/10/02,89909644
2013/10/03,89978853
2013/10/04,89382825
2013/10/05,83808903
2013/10/06,78781413
2013/10/07,78731769
2013/10/08,78542320
2013/10/09,81043978
2013/10/10,81071673
2013/10/11,81938797
2013/10/12,81078206
2013/10/13,80763321
2013/10/14,84163284
2013/10/15,87769732
2013/10/16,93266151
2013/10/17,95197203
2013/10/18,99159071
2013/10/19,105259399
2013/10/20,105358416
2013/10/21,112776695
2013/10/22,123939714
2013/10/23,133184305
2013/10/24,138949497
2013/10/25,182412873
2013/10/26,172533990
2013/10/27,160270089
2013/10/28,153319708
2013/10/29,174869498
2013/10/30,168518297
2013/10/31,161510359
2013/11/01,154043797
2013/11/02,146204452
2013/11/03,139479340
2013/11/04,144870286
2013/11/05,154282295
2013/11/06,159880184
2013/11/07,176812171
2013/11/08,190287349
2013/11/09,199797926
2013/11/10,199163481
2013/11/11,197209739
2013/11/12,212946940
2013/11/13,236561136
2013/11/14,255307049
2013/11/15,351145179
2013/11/16,381950246
2013/11/17,394249719
2013/11/18,474895858
2013/11/19,573900572
2013/11/20,602375298
2013/11/21,683003095
2013/11/22,797849887
2013/11/23,833537178
2013/11/24,856926004
2013/11/25,875714517
2013/11/26,1173977475
2013/11/27,1395884939
2013/11/28,1611299899
2013/11/29,1722021026
2013/11/30,1743534934
2013/12/01,1685195408
2013/12/02,1627240532
2013/12/03,1559357761
2013/12/04,1528107120
2013/12/05,1512439060
2013/12/06,1445835299
2013/12/07,1474144797
2013/12/08,1393120434
2013/12/09,1339256770
2013/12/10,1256910672
2013/12/11,1213653106
2013/12/12,1152136446
2013/12/13,1100123132
2013/12/14,1020800016
2013/12/15,932235957
2013/12/16,1018470293
2013/12/17,1020624894
2013/12/18,1025795553
2013/12/19,996757559
2013/12/20,942430454
2013/12/21,893858961
2013/12/22,849653559
2013/12/23,795698690
2013/12/24,764626204
2013/12/25,737598412
2013/12/26,695407419
2013/12/27,659336995
2013/12/28,628086168
2013/12/29,622843664
2013/12/30,615625188
2013/12/31,577466139
2014/01/01,552104180
2014/01/02,545697226
2014/01/03,563332402
2014/01/04,554933353
2014/01/05,585391226
2014/01/06,627236910
2014/01/07,648862337
2014/01/08,640380594
2014/01/09,611891440
2014/01/10,587759342
2014/01/11,553587369
2014/01/12,523682618
2014/01/13,505871592
2014/01/14,513770728
2014/01/15,507314904
2014/01/16,500741291
2014/01/17,473497701
2014/01/18,445791103
2014/01/19,444542803
2014/01/20,467496768
2014/01/21,468902810
2014/01/22,454981359
2014/01/23,446827202
2014/01/24,462434151
2014/01/25,447194402
2014/01/26,429038072
2014/01/27,468899176
2014/01/28,467694607
2014/01/29,452237700
2014/01/30,445470976
2014/01/31,427043478
