Date,top100cap30sma
2010/07/17,25.699
2010/07/18,25.728
2010/07/19,25.738
2010/07/20,25.744
2010/07/21,25.753
2010/07/22,25.758
2010/07/23,25.76
2010/07/24,25.761
2010/07/25,25.763
2010/07/26,25.794
2010/07/27,25.827
2010/07/28,25.861
2010/07/29,25.89
2010/07/30,25.913
2010/07/31,25.934
2010/08/01,25.952
2010/08/02,25.965
2010/08/03,25.97
2010/08/04,25.971
2010/08/05,25.974
2010/08/06,25.972
2010/08/07,25.971
2010/08/08,25.97
2010/08/09,25.973
2010/08/10,25.973
2010/08/11,25.992
2010/08/12,26.016
2010/08/13,26.047
2010/08/14,26.071
2010/08/15,26.093
2010/08/16,26.116
2010/08/17,26.142
2010/08/18,26.17
2010/08/19,26.201
2010/08/20,26.231
2010/08/21,26.262
2010/08/22,26.297
2010/08/23,26.33
2010/08/24,26.365
2010/08/25,26.371
2010/08/26,26.375
2010/08/27,26.381
2010/08/28,26.384
2010/08/29,26.384
2010/08/30,26.385
2010/08/31,26.388
2010/09/01,26.392
2010/09/02,26.395
2010/09/03,26.4
2010/09/04,26.405
2010/09/05,26.413
2010/09/06,26.421
2010/09/07,26.428
2010/09/08,26.427
2010/09/09,26.427
2010/09/10,26.42
2010/09/11,26.417
2010/09/12,26.412
2010/09/13,26.405
2010/09/14,26.396
2010/09/15,26.381
2010/09/16,26.365
2010/09/17,26.369
2010/09/18,26.376
2010/09/19,26.385
2010/09/20,26.398
2010/09/21,26.409
2010/09/22,26.418
2010/09/23,26.433
2010/09/24,26.452
2010/09/25,26.476
2010/09/26,26.5
2010/09/27,26.539
2010/09/28,26.619
2010/09/29,26.7
2010/09/30,26.776
2010/10/01,26.852
2010/10/02,26.946
2010/10/03,27.041
2010/10/04,27.126
2010/10/05,27.211
2010/10/06,27.294
2010/10/07,27.397
2010/10/08,27.508
2010/10/09,27.628
2010/10/10,27.756
2010/10/11,27.882
2010/10/12,28.005
2010/10/13,28.138
2010/10/14,28.28
2010/10/15,28.42
2010/10/16,28.563
2010/10/17,28.688
2010/10/18,28.817
2010/10/19,28.934
2010/10/20,29.052
2010/10/21,29.17
2010/10/22,29.291
2010/10/23,29.406
2010/10/24,29.518
2010/10/25,29.626
2010/10/26,29.737
2010/10/27,29.839
2010/10/28,29.9
2010/10/29,29.958
2010/10/30,30.017
2010/10/31,30.081
2010/11/01,30.125
2010/11/02,30.171
2010/11/03,30.223
2010/11/04,30.274
2010/11/05,30.328
2010/11/06,30.367
2010/11/07,30.396
2010/11/08,30.441
2010/11/09,30.476
2010/11/10,30.51
2010/11/11,30.541
2010/11/12,30.567
2010/11/13,30.583
2010/11/14,30.605
2010/11/15,30.62
2010/11/16,30.632
2010/11/17,30.64
2010/11/18,30.653
2010/11/19,30.663
2010/11/20,30.678
2010/11/21,30.691
2010/11/22,30.704
2010/11/23,30.72
2010/11/24,30.739
2010/11/25,30.756
2010/11/26,30.769
2010/11/27,30.784
2010/11/28,30.802
2010/11/29,30.821
2010/11/30,30.841
2010/12/01,30.868
2010/12/02,30.902
2010/12/03,30.946
2010/12/04,30.992
2010/12/05,31.037
2010/12/06,31.073
2010/12/07,31.109
2010/12/08,31.122
2010/12/09,31.134
2010/12/10,31.154
2010/12/11,31.176
2010/12/12,31.198
2010/12/13,31.233
2010/12/14,31.263
2010/12/15,31.293
2010/12/16,31.323
2010/12/17,31.35
2010/12/18,31.377
2010/12/19,31.4
2010/12/20,31.421
2010/12/21,31.433
2010/12/22,31.448
2010/12/23,31.459
2010/12/24,31.465
2010/12/25,31.47
2010/12/26,31.472
2010/12/27,31.481
2010/12/28,31.487
2010/12/29,31.488
2010/12/30,31.481
2010/12/31,31.464
2011/01/01,31.438
2011/01/02,31.401
2011/01/03,31.363
2011/01/04,31.323
2011/01/05,31.292
2011/01/06,31.261
2011/01/07,31.229
2011/01/08,31.199
2011/01/09,31.168
2011/01/10,31.131
2011/01/11,31.101
2011/01/12,31.059
2011/01/13,31.021
2011/01/14,30.986
2011/01/15,30.952
2011/01/16,30.921
2011/01/17,30.892
2011/01/18,30.866
2011/01/19,30.835
2011/01/20,30.813
2011/01/21,30.789
2011/01/22,30.766
2011/01/23,30.751
2011/01/24,30.734
2011/01/25,30.716
2011/01/26,30.69
2011/01/27,30.76
2011/01/28,30.837
2011/01/29,30.915
2011/01/30,30.996
2011/01/31,31.076
2011/02/01,31.162
2011/02/02,31.242
2011/02/03,31.325
2011/02/04,31.405
2011/02/05,31.487
2011/02/06,31.567
2011/02/07,31.652
2011/02/08,31.733
2011/02/09,31.821
2011/02/10,31.905
2011/02/11,31.987
2011/02/12,32.064
2011/02/13,32.139
2011/02/14,32.214
2011/02/15,32.285
2011/02/16,32.354
2011/02/17,32.424
2011/02/18,32.494
2011/02/19,32.563
2011/02/20,32.636
2011/02/21,32.706
2011/02/22,32.765
2011/02/23,32.824
2011/02/24,32.882
2011/02/25,32.944
2011/02/26,32.91
2011/02/27,32.893
2011/02/28,32.87
2011/03/01,32.855
2011/03/02,32.759
2011/03/03,32.655
2011/03/04,32.553
2011/03/05,32.449
2011/03/06,32.349
2011/03/07,32.246
2011/03/08,32.146
2011/03/09,32.04
2011/03/10,31.932
2011/03/11,31.815
2011/03/12,31.696
2011/03/13,31.578
2011/03/14,31.465
2011/03/15,31.351
2011/03/16,31.241
2011/03/17,31.133
2011/03/18,31.029
2011/03/19,30.925
2011/03/20,30.824
2011/03/21,30.725
2011/03/22,30.62
2011/03/23,30.518
2011/03/24,30.419
2011/03/25,30.319
2011/03/26,30.222
2011/03/27,30.122
2011/03/28,30.022
2011/03/29,29.905
2011/03/30,29.791
2011/03/31,29.668
2011/04/01,29.629
2011/04/02,29.586
2011/04/03,29.546
2011/04/04,29.502
2011/04/05,29.456
2011/04/06,29.412
2011/04/07,29.369
2011/04/08,29.327
2011/04/09,29.285
2011/04/10,29.247
2011/04/11,29.214
2011/04/12,29.179
2011/04/13,29.14
2011/04/14,29.118
2011/04/15,29.093
2011/04/16,29.064
2011/04/17,29.023
2011/04/18,28.98
2011/04/19,28.98
2011/04/20,28.976
2011/04/21,28.966
2011/04/22,28.952
2011/04/23,28.929
2011/04/24,28.904
2011/04/25,28.878
2011/04/26,28.855
2011/04/27,28.833
2011/04/28,28.806
2011/04/29,28.771
2011/04/30,28.777
2011/05/01,28.783
2011/05/02,28.795
2011/05/03,28.811
2011/05/04,28.836
2011/05/05,28.86
2011/05/06,28.875
2011/05/07,28.891
2011/05/08,28.902
2011/05/09,28.918
2011/05/10,28.934
2011/05/11,28.96
2011/05/12,28.996
2011/05/13,29.044
2011/05/14,29.076
2011/05/15,29.123
2011/05/16,29.175
2011/05/17,29.234
2011/05/18,29.302
2011/05/19,29.324
2011/05/20,29.343
2011/05/21,29.4
2011/05/22,29.457
2011/05/23,29.514
2011/05/24,29.572
2011/05/25,29.629
2011/05/26,29.685
2011/05/27,29.745
2011/05/28,29.809
2011/05/29,29.888
2011/05/30,29.927
2011/05/31,29.967
2011/06/01,30.008
2011/06/02,30.05
2011/06/03,30.088
2011/06/04,30.126
2011/06/05,30.174
2011/06/06,30.213
2011/06/07,30.251
2011/06/08,30.266
2011/06/09,30.279
2011/06/10,30.273
2011/06/11,30.266
2011/06/12,30.315
2011/06/13,30.369
2011/06/14,30.385
2011/06/15,30.393
2011/06/16,30.396
2011/06/17,30.386
2011/06/18,30.377
2011/06/19,30.397
2011/06/20,30.387
2011/06/21,30.377
2011/06/22,30.376
2011/06/23,30.399
2011/06/24,30.419
2011/06/25,30.433
2011/06/26,30.437
2011/06/27,30.451
2011/06/28,30.454
2011/06/29,30.447
2011/06/30,30.434
2011/07/01,30.422
2011/07/02,30.405
2011/07/03,30.382
2011/07/04,30.361
2011/07/05,30.339
2011/07/06,30.326
2011/07/07,30.317
2011/07/08,30.331
2011/07/09,30.346
2011/07/10,30.365
2011/07/11,30.38
2011/07/12,30.326
2011/07/13,30.265
2011/07/14,30.227
2011/07/15,30.193
2011/07/16,30.165
2011/07/17,30.144
2011/07/18,30.134
2011/07/19,30.097
2011/07/20,30.06
2011/07/21,30.024
2011/07/22,29.987
2011/07/23,29.929
2011/07/24,29.873
2011/07/25,29.825
2011/07/26,29.78
2011/07/27,29.723
2011/07/28,29.67
2011/07/29,29.626
2011/07/30,29.588
2011/07/31,29.544
2011/08/01,29.496
2011/08/02,29.451
2011/08/03,29.406
2011/08/04,29.365
2011/08/05,29.321
2011/08/06,29.291
2011/08/07,29.266
2011/08/08,29.253
2011/08/09,29.239
2011/08/10,29.226
2011/08/11,29.213
2011/08/12,29.201
2011/08/13,29.188
2011/08/14,29.173
2011/08/15,29.159
2011/08/16,29.145
2011/08/17,29.135
2011/08/18,29.126
2011/08/19,29.119
2011/08/20,29.113
2011/08/21,29.109
2011/08/22,29.105
2011/08/23,29.101
2011/08/24,29.102
2011/08/25,29.082
2011/08/26,29.065
2011/08/27,29.068
2011/08/28,29.07
2011/08/29,29.072
2011/08/30,29.078
2011/08/31,29.087
2011/09/01,29.099
2011/09/02,29.111
2011/09/03,29.115
2011/09/04,29.122
2011/09/05,29.116
2011/09/06,29.106
2011/09/07,29.1
2011/09/08,29.096
2011/09/09,29.096
2011/09/10,29.098
2011/09/11,29.133
2011/09/12,29.176
2011/09/13,29.222
2011/09/14,29.266
2011/09/15,29.31
2011/09/16,29.342
2011/09/17,29.373
2011/09/18,29.406
2011/09/19,29.437
2011/09/20,29.467
2011/09/21,29.514
2011/09/22,29.559
2011/09/23,29.599
2011/09/24,29.661
2011/09/25,29.72
2011/09/26,29.764
2011/09/27,29.807
2011/09/28,29.852
2011/09/29,29.897
2011/09/30,29.942
2011/10/01,29.985
2011/10/02,30.028
2011/10/03,30.072
2011/10/04,30.116
2011/10/05,30.159
2011/10/06,30.202
2011/10/07,30.234
2011/10/08,30.265
2011/10/09,30.294
2011/10/10,30.321
2011/10/11,30.314
2011/10/12,30.301
2011/10/13,30.288
2011/10/14,30.276
2011/10/15,30.265
2011/10/16,30.254
2011/10/17,30.239
2011/10/18,30.222
2011/10/19,30.207
2011/10/20,30.192
2011/10/21,30.163
2011/10/22,30.133
2011/10/23,30.105
2011/10/24,30.077
2011/10/25,30.05
2011/10/26,30.025
2011/10/27,29.999
2011/10/28,29.973
2011/10/29,29.958
2011/10/30,29.943
2011/10/31,29.928
2011/11/01,29.912
2011/11/02,29.895
2011/11/03,29.884
2011/11/04,29.872
2011/11/05,29.861
2011/11/06,29.845
2011/11/07,29.829
2011/11/08,29.81
2011/11/09,29.789
2011/11/10,29.768
2011/11/11,29.748
2011/11/12,29.727
2011/11/13,29.707
2011/11/14,29.686
2011/11/15,29.665
2011/11/16,29.65
2011/11/17,29.634
2011/11/18,29.613
2011/11/19,29.597
2011/11/20,29.575
2011/11/21,29.556
2011/11/22,29.535
2011/11/23,29.514
2011/11/24,29.494
2011/11/25,29.473
2011/11/26,29.452
2011/11/27,29.43
2011/11/28,29.415
2011/11/29,29.4
2011/11/30,29.381
2011/12/01,29.362
2011/12/02,29.342
2011/12/03,29.316
2011/12/04,29.289
2011/12/05,29.261
2011/12/06,29.23
2011/12/07,29.197
2011/12/08,29.102
2011/12/09,28.905
2011/12/10,28.704
2011/12/11,28.497
2011/12/12,28.284
2011/12/13,28.071
2011/12/14,27.859
2011/12/15,27.647
2011/12/16,27.433
2011/12/17,27.221
2011/12/18,27.013
2011/12/19,26.801
2011/12/20,26.607
2011/12/21,26.412
2011/12/22,26.218
2011/12/23,26.024
2011/12/24,25.829
2011/12/25,25.635
2011/12/26,25.442
2011/12/27,25.247
2011/12/28,25.037
2011/12/29,24.825
2011/12/30,24.619
2011/12/31,24.413
2012/01/01,24.209
2012/01/02,24.006
2012/01/03,23.805
2012/01/04,23.605
2012/01/05,23.41
2012/01/06,23.216
2012/01/07,23.087
2012/01/08,23.062
2012/01/09,23.053
2012/01/10,23.052
2012/01/11,23.055
2012/01/12,23.059
2012/01/13,23.064
2012/01/14,23.072
2012/01/15,23.08
2012/01/16,23.088
2012/01/17,23.096
2012/01/18,23.107
2012/01/19,23.114
2012/01/20,23.121
2012/01/21,23.13
2012/01/22,23.141
2012/01/23,23.151
2012/01/24,23.162
2012/01/25,23.175
2012/01/26,23.189
2012/01/27,23.203
2012/01/28,23.218
2012/01/29,23.236
2012/01/30,23.254
2012/01/31,23.274
2012/02/01,23.293
2012/02/02,23.314
2012/02/03,23.335
2012/02/04,23.358
2012/02/05,23.382
2012/02/06,23.407
2012/02/07,23.431
2012/02/08,23.442
2012/02/09,23.454
2012/02/10,23.466
2012/02/11,23.475
2012/02/12,23.482
2012/02/13,23.495
