Date,hashrate90var
2010/07/17,156379843853462208
2010/07/18,175744939282028416
2010/07/19,194478902756990848
2010/07/20,215321163870069024
2010/07/21,238239137422491904
2010/07/22,259831769442200576
2010/07/23,281120319820578240
2010/07/24,300270789799435904
2010/07/25,326499989352006272
2010/07/26,363748536197440000
2010/07/27,408583003863733504
2010/07/28,433416130904351104
2010/07/29,462390273044452992
2010/07/30,493910786095412352
2010/07/31,527328047888198144
2010/08/01,577078428087205888
2010/08/02,640763114404513280
2010/08/03,698372781390375808
2010/08/04,746054557586487040
2010/08/05,812364346233352832
2010/08/06,879496889051523584
2010/08/07,915667117984004864
2010/08/08,974706158731469312
2010/08/09,1049219792892215936
2010/08/10,1113642718226986880
2010/08/11,1201380836533999616
2010/08/12,1293811440389753600
2010/08/13,1384839391527723008
2010/08/14,1491095596076452864
2010/08/15,1733389644421237504
2010/08/16,1800319099531446016
2010/08/17,1854236167753356032
2010/08/18,1894269332063923200
2010/08/19,1938115252192654080
2010/08/20,2016815302502541824
2010/08/21,2128184010003244032
2010/08/22,2258697572162603264
2010/08/23,2420378523213815808
2010/08/24,2576862982107514880
2010/08/25,2745085694400079360
2010/08/26,2889424913235269120
2010/08/27,3061544957007965696
2010/08/28,3198628968522789376
2010/08/29,3289543631995054080
2010/08/30,3351488127567471104
2010/08/31,3449853825701913088
2010/09/01,3545381805683763712
2010/09/02,3599892791054017024
2010/09/03,3654760246150205952
2010/09/04,3732263157709434368
2010/09/05,3801918744958215168
2010/09/06,3848305156427065344
2010/09/07,3869935544805749760
2010/09/08,3931284660910052352
2010/09/09,3980487787329214464
2010/09/10,4038125859334455296
2010/09/11,4111129613863747584
2010/09/12,4189632828606663680
2010/09/13,4267587764431758336
2010/09/14,4362756779134806016
2010/09/15,4436812608738592768
2010/09/16,4537815094276771840
2010/09/17,4714162104358696960
2010/09/18,4893193621096218624
2010/09/19,5317342841718435840
2010/09/20,5651461154691696640
2010/09/21,5857420472296380416
2010/09/22,5960497096752975872
2010/09/23,6191322995544211456
2010/09/24,6624922298033170432
2010/09/25,6939046908748302336
2010/09/26,7115786507453376512
2010/09/27,7385021737276465152
2010/09/28,7727382124277936128
2010/09/29,8341312672703223808
2010/09/30,8473373058649686016
2010/10/01,8672565152088281088
2010/10/02,8623572690709733376
2010/10/03,8487536023079763968
2010/10/04,8488928464610013184
2010/10/05,8450994731735875584
2010/10/06,8462996275576614912
2010/10/07,8620055269905088512
2010/10/08,8686956654310137856
2010/10/09,8691424976420761600
2010/10/10,8784427955655774208
2010/10/11,8955947870666354688
2010/10/12,9077977547194474496
2010/10/13,9.2414616127517E+18
2010/10/14,9.6276077506356E+18
2010/10/15,1.0120233887681E+19
2010/10/16,1.0751459741353E+19
2010/10/17,1.2389324979016E+19
2010/10/18,1.3608915648031E+19
2010/10/19,1.4412624023261E+19
2010/10/20,1.5410156965421E+19
2010/10/21,1.8183428737102E+19
2010/10/22,1.9016834080847E+19
2010/10/23,2.0008832715508E+19
2010/10/24,2.1229330225356E+19
2010/10/25,2.3336732741455E+19
2010/10/26,2.5894813378982E+19
2010/10/27,2.8504194083278E+19
2010/10/28,3.031680316426E+19
2010/10/29,3.2653262256811E+19
2010/10/30,3.5344637475973E+19
2010/10/31,4.1298031426695E+19
2010/11/01,4.4243849131727E+19
2010/11/02,4.705488375287E+19
2010/11/03,5.0511503822497E+19
2010/11/04,5.4185989913865E+19
2010/11/05,5.8692940390758E+19
2010/11/06,6.3041355244481E+19
2010/11/07,6.9582965258975E+19
2010/11/08,7.7075612791531E+19
2010/11/09,8.9831416183629E+19
2010/11/10,9.9626609525378E+19
2010/11/11,1.1452127484669E+20
2010/11/12,1.2305916815871E+20
2010/11/13,1.3222673103002E+20
2010/11/14,1.4887800693045E+20
2010/11/15,1.6107688869402E+20
2010/11/16,1.6802603309815E+20
2010/11/17,1.8073192388864E+20
2010/11/18,2.0357206300207E+20
2010/11/19,2.3127193525302E+20
2010/11/20,2.3605908676768E+20
2010/11/21,2.4267885315811E+20
2010/11/22,2.5319778091299E+20
2010/11/23,2.6256273191266E+20
2010/11/24,2.7508711857328E+20
2010/11/25,2.8562192628912E+20
2010/11/26,3.0690827051147E+20
2010/11/27,3.2550133590533E+20
2010/11/28,3.3586364928496E+20
2010/11/29,3.5301528619926E+20
2010/11/30,3.8078300788106E+20
2010/12/01,4.0258800245461E+20
2010/12/02,4.2941486348295E+20
2010/12/03,4.5297269881605E+20
2010/12/04,4.8630212727932E+20
2010/12/05,5.2803754899193E+20
2010/12/06,5.7306588560757E+20
2010/12/07,6.1019346594634E+20
2010/12/08,6.5095292789628E+20
2010/12/09,6.9770145867926E+20
2010/12/10,7.4598946702697E+20
2010/12/11,7.844088598658E+20
2010/12/12,8.3350371060634E+20
2010/12/13,8.6630292249532E+20
2010/12/14,8.9249415666247E+20
2010/12/15,9.3849918462338E+20
2010/12/16,9.8848484273979E+20
2010/12/17,1.0256818224451E+21
2010/12/18,1.0502658619762E+21
2010/12/19,1.0790886863228E+21
2010/12/20,1.1122759120384E+21
2010/12/21,1.1474593108038E+21
2010/12/22,1.208199919859E+21
2010/12/23,1.2296574603416E+21
2010/12/24,1.2518766343797E+21
2010/12/25,1.2792116120153E+21
2010/12/26,1.2985654084762E+21
2010/12/27,1.3206996489614E+21
2010/12/28,1.3614631544609E+21
2010/12/29,1.3903147813864E+21
2010/12/30,1.4106414246731E+21
2010/12/31,1.4295746072488E+21
