Date,median_transaction_feeUSD
2010/09/04,0
2010/09/05,0
2010/09/06,0
2010/09/07,0
2010/09/08,0
2010/09/09,0
2010/09/10,0
2010/09/11,0
2010/09/12,0
2010/09/13,0
2010/09/14,0
2010/09/15,0
2010/09/16,0
2010/09/17,0
2010/09/18,0
2010/09/19,0
2010/09/20,0
2010/09/21,0
2010/09/22,0
2010/09/23,0
2010/09/24,0
2010/09/25,0
2010/09/26,0
2010/09/27,0
2010/09/28,0
2010/09/29,0
2010/09/30,0
2010/10/01,0
2010/10/02,0
2010/10/03,0
2010/10/04,0
2010/10/05,0
2010/10/06,0
2010/10/07,0
2010/10/08,0
2010/10/09,0
2010/10/10,0
2010/10/11,0
2010/10/12,0
2010/10/13,0
2010/10/14,0
2010/10/15,0
2010/10/16,0
2010/10/17,0
2010/10/18,0
2010/10/19,0
2010/10/20,0
2010/10/21,0
2010/10/22,0
2010/10/23,0
2010/10/24,0
2010/10/25,0
2010/10/26,0
2010/10/27,0
2010/10/28,0
2010/10/29,0
2010/10/30,0
2010/10/31,0
2010/11/01,0
2010/11/02,0
2010/11/03,0
2010/11/04,0
2010/11/05,0
2010/11/06,0
2010/11/07,0
2010/11/08,0
2010/11/09,0
2010/11/10,0
2010/11/11,0
2010/11/12,0
2010/11/13,0
2010/11/14,0
2010/11/15,0
2010/11/16,0
2010/11/17,0
2010/11/18,0
2010/11/19,0
2010/11/20,0
2010/11/21,0
2010/11/22,0
2010/11/23,0
2010/11/24,0
2010/11/25,0
2010/11/26,0
2010/11/27,0
2010/11/28,0
2010/11/29,0
2010/11/30,0
2010/12/01,0
2010/12/02,0
2010/12/03,0
2010/12/04,0
2010/12/05,0
2010/12/06,0
2010/12/07,0
2010/12/08,0
2010/12/09,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/01/01,0
2011/01/02,0
2011/01/03,0
2011/01/04,0
2011/01/05,0
2011/01/06,0
2011/01/07,0
2011/01/08,0
2011/01/09,0
2011/01/10,0
2011/01/11,0
2011/01/12,0
2011/01/13,0
2011/01/14,0
2011/01/15,0
2011/01/16,0
2011/01/17,0
2011/01/18,0
2011/01/19,0
2011/01/20,0
2011/01/21,0
2011/01/22,0
2011/01/23,0
2011/01/24,0
2011/01/25,0
2011/01/26,0
2011/01/27,0
2011/01/28,0
2011/01/29,0
2011/01/30,0
2011/01/31,0
2011/02/01,0
2011/02/02,0
2011/02/03,0
2011/02/04,0
2011/02/05,0
2011/02/06,0
2011/02/07,0
2011/02/08,0
2011/02/09,0
2011/02/10,0
2011/02/11,0
2011/02/12,0
2011/02/13,0
2011/02/14,0
2011/02/15,0
2011/02/16,0
2011/02/17,0
2011/02/18,0
2011/02/19,0
2011/02/20,0
2011/02/21,0
2011/02/22,0
2011/02/23,0
2011/02/24,0
2011/02/25,0
2011/02/26,0
2011/02/27,0
2011/02/28,0
2011/03/01,0
2011/03/02,0
2011/03/03,0
2011/03/04,0
2011/03/05,0
2011/03/06,0
2011/03/07,0
2011/03/08,0
2011/03/09,0
2011/03/10,0
2011/03/11,0
2011/03/12,0
2011/03/13,0
2011/03/14,0
2011/03/15,0
2011/03/16,0
2011/03/17,0
2011/03/18,0
2011/03/19,0
2011/03/20,0
2011/03/21,0
2011/03/22,0
2011/03/23,0
2011/03/24,0
2011/03/25,0
2011/03/26,0
2011/03/27,0
2011/03/28,0
2011/03/29,0
2011/03/30,0
2011/03/31,0
2011/04/01,0
2011/04/02,0
2011/04/03,0
2011/04/04,0
2011/04/05,0
2011/04/06,0
2011/04/07,0
2011/04/08,0
2011/04/09,0
2011/04/10,0
2011/04/11,0
2011/04/12,0
2011/04/13,0
2011/04/14,0.0097
2011/04/15,0
2011/04/16,0
2011/04/17,0
2011/04/18,0
2011/04/19,0
2011/04/20,0
2011/04/21,0
2011/04/22,0
2011/04/23,0
2011/04/24,0
2011/04/25,0
2011/04/26,0
2011/04/27,0
2011/04/28,0
2011/04/29,0
2011/04/30,0
2011/05/01,0
2011/05/02,0
2011/05/03,0
2011/05/04,0
2011/05/05,0
2011/05/06,0
2011/05/07,0
2011/05/08,0
2011/05/09,0
2011/05/10,0
2011/05/11,0
2011/05/12,0
2011/05/13,0
2011/05/14,0
2011/05/15,0
2011/05/16,0
2011/05/17,0
2011/05/18,0
2011/05/19,0
2011/05/20,0
2011/05/21,0
2011/05/22,0
2011/05/23,0
2011/05/24,0
2011/05/25,0
2011/05/26,0
2011/05/27,0
2011/05/28,0
2011/05/29,0
2011/05/30,0
2011/05/31,0
2011/06/01,0
2011/06/02,0
2011/06/03,0
2011/06/04,0
2011/06/05,0
2011/06/06,0
2011/06/07,0
2011/06/08,0
2011/06/09,0
2011/06/10,0
2011/06/11,0
2011/06/12,0
2011/06/13,0
2011/06/14,0
2011/06/15,0
2011/06/16,0
2011/06/17,0
2011/06/18,0
2011/06/19,0
2011/06/20,0
2011/06/21,0
2011/06/22,0
2011/06/23,0
2011/06/24,0
2011/06/25,0
2011/06/26,0
2011/06/27,0
2011/06/28,0
2011/06/29,0
2011/06/30,0
2011/07/01,0.00787
2011/07/02,0
2011/07/03,0
2011/07/04,0
2011/07/05,0
2011/07/06,0
2011/07/07,0
2011/07/08,0
2011/07/09,0
2011/07/10,0
2011/07/11,0
2011/07/12,0
2011/07/13,0
2011/07/14,0
2011/07/15,0
2011/07/16,0
2011/07/17,0
2011/07/18,0
2011/07/19,0
2011/07/20,0
2011/07/21,0
2011/07/22,0.00683
2011/07/23,0
2011/07/24,0
2011/07/25,0
2011/07/26,0
2011/07/27,0
2011/07/28,0
2011/07/29,0
2011/07/30,0
2011/07/31,0
2011/08/01,0
2011/08/02,0
2011/08/03,0
2011/08/04,0
2011/08/05,0
2011/08/06,0
2011/08/07,0
2011/08/08,0
2011/08/09,0
2011/08/10,0
2011/08/11,0
2011/08/12,0
2011/08/13,0
2011/08/14,0
2011/08/15,0.00549
2011/08/16,0.00553
2011/08/17,0
2011/08/18,0
2011/08/19,0
2011/08/20,0
2011/08/21,0
2011/08/22,0
2011/08/23,0
2011/08/24,0
2011/08/25,0
2011/08/26,0
2011/08/27,0
2011/08/28,0
2011/08/29,0
2011/08/30,0
2011/08/31,0
2011/09/01,0
2011/09/02,0
2011/09/03,0
2011/09/04,0
2011/09/05,0
2011/09/06,0
2011/09/07,0
2011/09/08,0
2011/09/09,0
2011/09/10,0
2011/09/11,0
2011/09/12,0
2011/09/13,0
2011/09/14,0
2011/09/15,0
2011/09/16,0
2011/09/17,0
2011/09/18,0
2011/09/19,0
2011/09/20,0
2011/09/21,0
2011/09/22,0
2011/09/23,0
2011/09/24,0
2011/09/25,0
2011/09/26,0
2011/09/27,0
2011/09/28,0
2011/09/29,0
2011/09/30,0
2011/10/01,0
2011/10/02,0
2011/10/03,0
2011/10/04,0
2011/10/05,0
2011/10/06,0
2011/10/07,0
2011/10/08,0
2011/10/09,0
2011/10/10,0
2011/10/11,0
2011/10/12,0
2011/10/13,0
2011/10/14,0
2011/10/15,0
2011/10/16,0
2011/10/17,0
2011/10/18,0
2011/10/19,0
2011/10/20,0
2011/10/21,0
2011/10/22,0
2011/10/23,0
2011/10/24,0
2011/10/25,0
2011/10/26,0
2011/10/27,0
2011/10/28,0
2011/10/29,0
2011/10/30,0
2011/10/31,0
2011/11/01,0
2011/11/02,0
2011/11/03,0
2011/11/04,0
2011/11/05,0
2011/11/06,0
2011/11/07,0
2011/11/08,0
2011/11/09,0
2011/11/10,0
2011/11/11,0
2011/11/12,0
2011/11/13,0
2011/11/14,0
2011/11/15,0
2011/11/16,0
2011/11/17,0
2011/11/18,0
2011/11/19,0
2011/11/20,0
2011/11/21,0
2011/11/22,0
2011/11/23,0
2011/11/24,0
2011/11/25,0
2011/11/26,0
2011/11/27,0
2011/11/28,0
2011/11/29,0
2011/11/30,0
2011/12/01,0
2011/12/02,0
2011/12/03,0
2011/12/04,0
2011/12/05,0
2011/12/06,0
2011/12/07,0
2011/12/08,0
2011/12/09,0
2011/12/10,0
2011/12/11,0
2011/12/12,0
2011/12/13,0
2011/12/14,0
2011/12/15,0
2011/12/16,0
2011/12/17,0
2011/12/18,0
2011/12/19,0
2011/12/20,0
2011/12/21,0
2011/12/22,0
2011/12/23,0
2011/12/24,0
2011/12/25,0
2011/12/26,0
2011/12/27,0
2011/12/28,0
2011/12/29,0
2011/12/30,0
2011/12/31,0
2012/01/01,0
2012/01/02,0
2012/01/03,0
2012/01/04,0
2012/01/05,0
2012/01/06,0
2012/01/07,0
2012/01/08,0
2012/01/09,0
2012/01/10,0
2012/01/11,0
2012/01/12,0
2012/01/13,0
2012/01/14,0
2012/01/15,0
2012/01/16,0
2012/01/17,0
2012/01/18,0
2012/01/19,0
2012/01/20,0
2012/01/21,0
2012/01/22,0
2012/01/23,0
2012/01/24,0
2012/01/25,0
2012/01/26,0
2012/01/27,0
2012/01/28,0
2012/01/29,0
2012/01/30,0
2012/01/31,0
2012/02/01,0
2012/02/02,0
2012/02/03,0
2012/02/04,0
2012/02/05,0
2012/02/06,0
2012/02/07,0
2012/02/08,0
2012/02/09,0
2012/02/10,0
2012/02/11,0
2012/02/12,0
2012/02/13,0
2012/02/14,4.86E-7
2012/02/15,0.0022
2012/02/16,0.00214
2012/02/17,0
2012/02/18,0
2012/02/19,0
2012/02/20,0
2012/02/21,0
2012/02/22,0
2012/02/23,0
2012/02/24,0
2012/02/25,0
2012/02/26,0
2012/02/27,0
2012/02/28,0
2012/02/29,0
2012/03/01,0
2012/03/02,0
2012/03/03,0
2012/03/04,0
2012/03/05,0
2012/03/06,0
2012/03/07,0
2012/03/08,0
2012/03/09,0
2012/03/10,0
2012/03/11,0
2012/03/12,0
2012/03/13,0
2012/03/14,0
2012/03/15,0
2012/03/16,0
2012/03/17,0
2012/03/18,0
2012/03/19,0
2012/03/20,0
2012/03/21,0
2012/03/22,0
2012/03/23,0
2012/03/24,0
2012/03/25,0
2012/03/26,0
2012/03/27,0
2012/03/28,0
2012/03/29,0
2012/03/30,0
2012/03/31,0
2012/04/01,0
2012/04/02,0
2012/04/03,0
2012/04/04,0
2012/04/05,0
2012/04/06,0
2012/04/07,0
2012/04/08,0
2012/04/09,0
2012/04/10,0
2012/04/11,0
2012/04/12,0
2012/04/13,0
2012/04/14,0
2012/04/15,0
2012/04/16,0
2012/04/17,0
2012/04/18,0
2012/04/19,0
2012/04/20,0
2012/04/21,0
2012/04/22,0
2012/04/23,0
2012/04/24,0
2012/04/25,0
2012/04/26,0.00256
2012/04/27,0
2012/04/28,0
2012/04/29,0
2012/04/30,0.00247
2012/05/01,0.00249
2012/05/02,0.00252
2012/05/03,0.00255
2012/05/04,0.00254
2012/05/05,0.00254
2012/05/06,0.00253
2012/05/07,0.00253
2012/05/08,0.00253
2012/05/09,0.00252
2012/05/10,0.00248
2012/05/11,0.00245
2012/05/12,0.00247
2012/05/13,0.00247
2012/05/14,0.00249
2012/05/15,0.00251
2012/05/16,0.00253
2012/05/17,0.00255
2012/05/18,0.00255
2012/05/19,0.00256
2012/05/20,0.00255
2012/05/21,0.00255
2012/05/22,0.00255
2012/05/23,0.00256
2012/05/24,0.00256
2012/05/25,0.00257
2012/05/26,0.00255
2012/05/27,0.00256
2012/05/28,0.00257
2012/05/29,0.00257
2012/05/30,0.00257
2012/05/31,0.00258
2012/06/01,0.00262
2012/06/02,0.00263
2012/06/03,0.00261
2012/06/04,0.00262
2012/06/05,0.00268
2012/06/06,0.00273
2012/06/07,0.00276
2012/06/08,0.00281
2012/06/09,0.0028
2012/06/10,0.00276
2012/06/11,0.00276
2012/06/12,0.00282
2012/06/13,0.00291
2012/06/14,0.00297
2012/06/15,0.00311
2012/06/16,0.00323
2012/06/17,0.00315
2012/06/18,0.00313
2012/06/19,0.0032
2012/06/20,0.00329
2012/06/21,0.00334
2012/06/22,0.00331
2012/06/23,0.00324
2012/06/24,0.00319
2012/06/25,0.00316
2012/06/26,0.00319
2012/06/27,0.00328
2012/06/28,0.00331
2012/06/29,0.00331
2012/06/30,0.00333
2012/07/01,0.00333
2012/07/02,0.00334
2012/07/03,0.0033
2012/07/04,0.00324
2012/07/05,0.0033
2012/07/06,0.00333
2012/07/07,0.00337
2012/07/08,0.00339
2012/07/09,0.00345
2012/07/10,0.00356
2012/07/11,0.00359
2012/07/12,0.00373
2012/07/13,0.00384
2012/07/14,0.00379
2012/07/15,0.00379
2012/07/16,0.00405
2012/07/17,0.00433
2012/07/18,0.00448
2012/07/19,0.00449
2012/07/20,0.00435
2012/07/21,0.00435
2012/07/22,0.00432
2012/07/23,0.00422
2012/07/24,0.00426
2012/07/25,0.00434
2012/07/26,0.00442
2012/07/27,0.00445
2012/07/28,0.00445
2012/07/29,0.0044
2012/07/30,0.00445
2012/07/31,0.00461
2012/08/01,0.00473
2012/08/02,0.00502
2012/08/03,0.0054
2012/08/04,0.00549
2012/08/05,0.00546
2012/08/06,0.00543
2012/08/07,0.0055
2012/08/08,0.00554
2012/08/09,0.00554
2012/08/10,0.00565
2012/08/11,0.00575
2012/08/12,0.00578
2012/08/13,0.00592
2012/08/14,0.00606
2012/08/15,0.00636
2012/08/16,0.00669
2012/08/17,0.00626
2012/08/18,0.00585
2012/08/19,0.00489
2012/08/20,0.00452
2012/08/21,0.00499
2012/08/22,0.00493
2012/08/23,0.00495
2012/08/24,0.00517
2012/08/25,0.00528
2012/08/26,0.0053
2012/08/27,0.00539
2012/08/28,0.00548
2012/08/29,0.00546
2012/08/30,0.00539
2012/08/31,0.00523
2012/09/01,0.00503
2012/09/02,0.00505
2012/09/03,0.00519
2012/09/04,0.00523
2012/09/05,0.00535
2012/09/06,0.00555
2012/09/07,0.00555
2012/09/08,0.00553
2012/09/09,0.00552
2012/09/10,0.00555
2012/09/11,0.00562
2012/09/12,0.00567
2012/09/13,0.00566
2012/09/14,0.00578
2012/09/15,0.00588
2012/09/16,0.00591
2012/09/17,0.00594
2012/09/18,0.00605
2012/09/19,0.0062
2012/09/20,0.00622
2012/09/21,0.00619
2012/09/22,0.00613
2012/09/23,0.00611
2012/09/24,0.00606
2012/09/25,0.00607
2012/09/26,0.00612
2012/09/27,0.00617
2012/09/28,0.00617
2012/09/29,0.0062
2012/09/30,0.00619
2012/10/01,0.00619
2012/10/02,0.00632
2012/10/03,0.00643
2012/10/04,0.00643
2012/10/05,0.00638
2012/10/06,0.00632
2012/10/07,0.00608
2012/10/08,0.00592
2012/10/09,0.00591
2012/10/10,0.006
2012/10/11,0.00604
2012/10/12,0.00603
2012/10/13,0.00597
2012/10/14,0.0059
2012/10/15,0.00585
2012/10/16,0.00592
2012/10/17,0.00591
2012/10/18,0.00594
2012/10/19,0.00592
2012/10/20,0.00587
2012/10/21,0.00584
2012/10/22,0.00584
2012/10/23,0.00585
2012/10/24,0.00583
2012/10/25,0.00563
2012/10/26,0.00526
2012/10/27,0.00511
2012/10/28,0.00524
2012/10/29,0.00532
2012/10/30,0.00537
2012/10/31,0.00552
2012/11/01,0.00544
2012/11/02,0.0105
2012/11/03,0.00528
2012/11/04,0.00536
2012/11/05,0.00539
2012/11/06,0.00541
2012/11/07,0.00545
2012/11/08,0.00546
2012/11/09,0.00544
2012/11/10,0.00543
2012/11/11,0.00544
2012/11/12,0.00546
2012/11/13,0.00549
2012/11/14,0.00549
2012/11/15,0.00555
2012/11/16,0.00574
2012/11/17,0.00588
2012/11/18,0.00586
2012/11/19,0.00587
2012/11/20,0.00586
2012/11/21,0.00587
2012/11/22,0.00604
2012/11/23,0.00618
2012/11/24,0.0062
2012/11/25,0.00622
2012/11/26,0.00618
2012/11/27,0.00611
2012/11/28,0.00614
2012/11/29,0.0062
2012/11/30,0.00628
2012/12/01,0.00628
2012/12/02,0.00627
2012/12/03,0.0063
2012/12/04,0.00652
2012/12/05,0.0067
2012/12/06,0.00665
2012/12/07,0.0067
2012/12/08,0.00673
2012/12/09,0.0067
2012/12/10,0.0134
2012/12/11,0.00676
2012/12/12,0.00684
2012/12/13,0.00685
2012/12/14,0.00683
2012/12/15,0.00677
2012/12/16,0.0067
2012/12/17,0.00664
2012/12/18,0.00664
2012/12/19,0.00672
2012/12/20,0.00679
2012/12/21,0.00677
2012/12/22,0.00672
2012/12/23,0.0067
2012/12/24,0.00669
2012/12/25,0.00669
2012/12/26,0.0067
2012/12/27,0.00672
2012/12/28,0.00672
2012/12/29,0.00672
2012/12/30,0.00672
2012/12/31,0.00673
2013/01/01,0.0067
2013/01/02,0.0066
2013/01/03,0.00661
2013/01/04,0.00661
2013/01/05,0.00659
2013/01/06,0.00656
2013/01/07,0.00658
2013/01/08,0.0067
2013/01/09,0.0068
2013/01/10,0.00688
2013/01/11,0.00699
2013/01/12,0.00699
2013/01/13,0.00696
2013/01/14,0.00699
2013/01/15,0.00698
2013/01/16,0.0071
2013/01/17,0.00743
2013/01/18,0.00765
2013/01/19,0.00765
2013/01/20,0.00767
2013/01/21,0.00791
2013/01/22,0.00832
2013/01/23,0.00851
2013/01/24,0.00847
2013/01/25,0.00841
2013/01/26,0.00858
2013/01/27,0.00864
2013/01/28,0.00886
2013/01/29,0.00927
2013/01/30,0.00949
2013/01/31,0.00986
2013/02/01,0.0101
2013/02/02,0.01
2013/02/03,0.01
2013/02/04,0.0101
2013/02/05,0.0101
2013/02/06,0.0102
2013/02/07,0.0106
2013/02/08,0.011
2013/02/09,0.0114
2013/02/10,0.0116
2013/02/11,0.0119
2013/02/12,0.0121
2013/02/13,0.0121
2013/02/14,0.0126
2013/02/15,0.0132
2013/02/16,0.0133
2013/02/17,0.0133
2013/02/18,0.0133
2013/02/19,0.0138
2013/02/20,0.0145
2013/02/21,0.0146
2013/02/22,0.0146
2013/02/23,0.0145
2013/02/24,0.0144
2013/02/25,0.0144
2013/02/26,0.0146
2013/02/27,0.0149
2013/02/28,0.0157
2013/03/01,0.0166
2013/03/02,0.0166
2013/03/03,0.0162
2013/03/04,0.0334
2013/03/05,0.0183
2013/03/06,0.0195
2013/03/07,0.02
2013/03/08,0.0206
2013/03/09,0.0216
2013/03/10,0.0444
2013/03/11,0.0451
2013/03/12,0.0221
2013/03/13,0.0214
2013/03/14,0.0217
2013/03/15,0.024
2013/03/16,0.0221
2013/03/17,0.022
2013/03/18,0.0231
2013/03/19,0.0257
2013/03/20,0.0289
2013/03/21,0.032
2013/03/22,0.0329
2013/03/23,0.0318
2013/03/24,0.0324
2013/03/25,0.0346
2013/03/26,0.0359
2013/03/27,0.0396
2013/03/28,0.0429
2013/03/29,0.0433
2013/03/30,0.0437
2013/03/31,0.0445
2013/04/01,0.0474
2013/04/02,0.0539
2013/04/03,0.06
2013/04/04,0.0618
2013/04/05,0.0643
2013/04/06,0.0671
2013/04/07,0.071
2013/04/08,0.0818
2013/04/09,0.0977
2013/04/10,0.0892
2013/04/11,0.0575
2013/04/12,0.0462
2013/04/13,0.0492
2013/04/14,0.0459
2013/04/15,0.0436
2013/04/16,0.0375
2013/04/17,0.0389
2013/04/18,0.0473
2013/04/19,0.0534
2013/04/20,0.0572
2013/04/21,0.0571
2013/04/22,0.0568
2013/04/23,0.0604
2013/04/24,0.0674
2013/04/25,0.0699
2013/04/26,0.0665
2013/04/27,0.0632
2013/04/28,0.062
2013/04/29,0.0653
2013/04/30,0.0672
2013/05/01,0.0623
2013/05/02,0.0555
2013/05/03,0.0513
2013/05/04,0.0525
2013/05/05,0.0567
2013/05/06,0.0565
2013/05/07,0.0552
2013/05/08,0.0548
2013/05/09,0.0542
2013/05/10,0.0553
2013/05/11,0.0563
2013/05/12,0.112
2013/05/13,0.0561
2013/05/14,0.0543
2013/05/15,0.0523
2013/05/16,0.0535
2013/05/17,0.0552
2013/05/18,0.0564
2013/05/19,0.0565
2013/05/20,0.0566
2013/05/21,0.0576
2013/05/22,0.0583
2013/05/23,0.0593
2013/05/24,0.0623
2013/05/25,0.0639
2013/05/26,0.0644
2013/05/27,0.0642
2013/05/28,0.0629
2013/05/29,0.0632
2013/05/30,0.0636
2013/05/31,0.0632
2013/06/01,0.0647
2013/06/02,0.0621
2013/06/03,0.0602
2013/06/04,0.0598
2013/06/05,0.06
2013/06/06,0.0597
2013/06/07,0.0575
2013/06/08,0.0553
2013/06/09,0.053
2013/06/10,0.052
2013/06/11,0.0533
2013/06/12,0.054
2013/06/13,0.0535
2013/06/14,0.0514
2013/06/15,0.0501
2013/06/16,0.0502
2013/06/17,0.0504
2013/06/18,0.0518
2013/06/19,0.0526
2013/06/20,0.0529
2013/06/21,0.053
2013/06/22,0.0518
2013/06/23,0.0508
2013/06/24,0.0492
2013/06/25,0.0486
2013/06/26,0.049
2013/06/27,0.0483
2013/06/28,0.0461
2013/06/29,0.0446
2013/06/30,0.0449
2013/07/01,0.0428
2013/07/02,0.0416
2013/07/03,0.0407
2013/07/04,0.0392
2013/07/05,0.0365
2013/07/06,0.033
2013/07/07,0.0349
2013/07/08,0.0368
2013/07/09,0.0362
2013/07/10,0.038
2013/07/11,0.0407
2013/07/12,0.0425
2013/07/13,0.044
2013/07/14,0.0441
2013/07/15,0.0446
2013/07/16,0.045
2013/07/17,0.0444
2013/07/18,0.0432
2013/07/19,0.0419
2013/07/20,0.0419
2013/07/21,0.0419
2013/07/22,0.0421
2013/07/23,0.0426
2013/07/24,0.0432
2013/07/25,0.0439
2013/07/26,0.0446
2013/07/27,0.0443
2013/07/28,0.0442
2013/07/29,0.0456
2013/07/30,0.0465
2013/07/31,0.048
2013/08/01,0.0479
2013/08/02,0.0477
2013/08/03,0.0477
2013/08/04,0.0473
2013/08/05,0.0477
2013/08/06,0.0484
2013/08/07,0.0487
2013/08/08,0.048
2013/08/09,0.0471
2013/08/10,0.0467
2013/08/11,0.0465
2013/08/12,0.047
2013/08/13,0.0475
2013/08/14,0.0481
2013/08/15,0.0485
2013/08/16,0.0483
2013/08/17,0.0484
2013/08/18,0.0485
2013/08/19,0.049
2013/08/20,0.0506
2013/08/21,0.0526
2013/08/22,0.0536
2013/08/23,0.0531
2013/08/24,0.0529
2013/08/25,0.0538
2013/08/26,0.0543
2013/08/27,0.0559
2013/08/28,0.0576
2013/08/29,0.0579
2013/08/30,0.0592
2013/08/31,0.061
2013/09/01,0.0623
2013/09/02,0.0628
2013/09/03,0.0624
2013/09/04,0.0604
2013/09/05,0.0587
2013/09/06,0.0575
2013/09/07,0.0575
2013/09/08,0.0583
2013/09/09,0.0589
2013/09/10,0.06
2013/09/11,0.0609
2013/09/12,0.0618
2013/09/13,0.062
2013/09/14,0.062
2013/09/15,0.0618
2013/09/16,0.0619
2013/09/17,0.0621
2013/09/18,0.0625
2013/09/19,0.0613
2013/09/20,0.0605
2013/09/21,0.0606
2013/09/22,0.0608
2013/09/23,0.0606
2013/09/24,0.0607
2013/09/25,0.0611
2013/09/26,0.0613
2013/09/27,0.0612
2013/09/28,0.0616
2013/09/29,0.0617
2013/09/30,0.0615
2013/10/01,0.0617
2013/10/02,0.0564
2013/10/03,0.0543
2013/10/04,0.0585
2013/10/05,0.0597
2013/10/06,0.0597
2013/10/07,0.0602
2013/10/08,0.0608
2013/10/09,0.0614
2013/10/10,0.0618
2013/10/11,0.0619
2013/10/12,0.0621
2013/10/13,0.0634
2013/10/14,0.0651
2013/10/15,0.0674
2013/10/16,0.0681
2013/10/17,0.0694
2013/10/18,0.0431
2013/10/19,0.0769
2013/10/20,0.0787
2013/10/21,0.0824
2013/10/22,0.0902
2013/10/23,0.0957
2013/10/24,0.0198
2013/10/25,0.0181
2013/10/26,0.0173
2013/10/27,0.0178
2013/10/28,0.0188
2013/10/29,0.0193
2013/10/30,0.0196
2013/10/31,0.0391
2013/11/01,0.0198
2013/11/02,0.02
2013/11/03,0.0203
2013/11/04,0.0214
2013/11/05,0.0231
2013/11/06,0.0248
2013/11/07,0.0274
2013/11/08,0.0298
2013/11/09,0.0335
2013/11/10,0.0292
2013/11/11,0.0314
2013/11/12,0.0337
2013/11/13,0.0369
2013/11/14,0.0401
2013/11/15,0.0412
2013/11/16,0.0418
2013/11/17,0.0453
2013/11/18,0.0551
2013/11/19,0.0602
2013/11/20,0.0495
2013/11/21,0.06
2013/11/22,0.0675
2013/11/23,0.0787
2013/11/24,0.0703
2013/11/25,0.0723
2013/11/26,0.0797
2013/11/27,0.0891
2013/11/28,0.0935
2013/11/29,0.0982
2013/11/30,0.105
2013/12/01,0.0916
2013/12/02,0.0918
2013/12/03,0.0985
2013/12/04,0.104
2013/12/05,0.0991
2013/12/06,0.0916
2013/12/07,0.0721
2013/12/08,0.0734
2013/12/09,0.0856
2013/12/10,0.0917
2013/12/11,0.0888
2013/12/12,0.0854
2013/12/13,0.087
2013/12/14,0.0855
2013/12/15,0.0835
2013/12/16,0.0774
2013/12/17,0.0673
2013/12/18,0.0555
2013/12/19,0.0616
2013/12/20,0.0664
2013/12/21,0.0614
2013/12/22,0.0635
2013/12/23,0.065
2013/12/24,0.0671
2013/12/25,0.0737
2013/12/26,0.073
2013/12/27,0.0753
2013/12/28,0.0738
2013/12/29,0.073
2013/12/30,0.0761
2013/12/31,0.0757
2014/01/01,0.0771
2014/01/02,0.078
2014/01/03,0.0794
2014/01/04,0.0835
2014/01/05,0.0878
2014/01/06,0.0962
2014/01/07,0.0915
2014/01/08,0.0848
2014/01/09,0.085
2014/01/10,0.0846
2014/01/11,0.0899
2014/01/12,0.0894
2014/01/13,0.0837
2014/01/14,0.0844
2014/01/15,0.0858
2014/01/16,0.0854
2014/01/17,0.0823
2014/01/18,0.0837
2014/01/19,0.0842
2014/01/20,0.0886
2014/01/21,0.0863
2014/01/22,0.0852
2014/01/23,0.0838
2014/01/24,0.0808
2014/01/25,0.0829
2014/01/26,0.0861
2014/01/27,0.0859
2014/01/28,0.0798
2014/01/29,0.0826
2014/01/30,0.0813
2014/01/31,0.0825
2014/02/01,0.0839
2014/02/02,0.0836
2014/02/03,0.0817
2014/02/04,0.0818
2014/02/05,0.083
2014/02/06,0.08
2014/02/07,0.0728
2014/02/08,0.0697
2014/02/09,0.0676
2014/02/10,0.066
2014/02/11,0.0661
2014/02/12,0.0634
2014/02/13,0.0575
2014/02/14,0.0548
2014/02/15,0.0588
2014/02/16,0.0634
2014/02/17,0.063
2014/02/18,0.0628
2014/02/19,0.0622
2014/02/20,0.0598
2014/02/21,0.0565
2014/02/22,0.0578
2014/02/23,0.0619
2014/02/24,0.057
2014/02/25,0.05
2014/02/26,0.0573
2014/02/27,0.058
2014/02/28,0.0568
2014/03/01,0.056
2014/03/02,0.0561
2014/03/03,0.0605
2014/03/04,0.0678
2014/03/05,0.0662
2014/03/06,0.0661
2014/03/07,0.0642
2014/03/08,0.062
2014/03/09,0.0627
2014/03/10,0.063
2014/03/11,0.0626
2014/03/12,0.0637
2014/03/13,0.0639
2014/03/14,0.0633
2014/03/15,0.0631
2014/03/16,0.0632
2014/03/17,0.0625
2014/03/18,0.0614
2014/03/19,0.0614
2014/03/20,0.0596
2014/03/21,0.0582
2014/03/22,0.0563
2014/03/23,0.0564
2014/03/24,0.0564
2014/03/25,0.0578
2014/03/26,0.058
2014/03/27,0.0543
2014/03/28,0.0503
2014/03/29,0.0499
2014/03/30,0.0469
2014/03/31,0.0457
2014/04/01,0.0476
2014/04/02,0.0466
2014/04/03,0.0435
2014/04/04,0.0444
2014/04/05,0.0452
2014/04/06,0.0459
2014/04/07,0.0454
2014/04/08,0.0451
2014/04/09,0.0447
2014/04/10,0.0408
2014/04/11,0.0403
2014/04/12,0.0425
2014/04/13,0.0416
