Date,transactions3rsi
2010/07/17,36.735
2010/07/18,37.014
2010/07/19,40.236
2010/07/20,42.683
2010/07/21,36.686
2010/07/22,35.039
2010/07/23,34.772
2010/07/24,72.789
2010/07/25,89.49
2010/07/26,36.981
2010/07/27,38.408
2010/07/28,74.809
2010/07/29,70.524
2010/07/30,31.158
2010/07/31,30.32
2010/08/01,32.094
2010/08/02,34.445
2010/08/03,54.602
2010/08/04,39.237
2010/08/05,48.916
2010/08/06,40.726
2010/08/07,31.874
2010/08/08,45.789
2010/08/09,53.819
2010/08/10,37.125
2010/08/11,45.994
2010/08/12,44.732
2010/08/13,75.933
2010/08/14,38.068
2010/08/15,31.014
2010/08/16,68.966
2010/08/17,46.36
2010/08/18,56.43
2010/08/19,44.207
2010/08/20,55.03
2010/08/21,38.117
2010/08/22,34.235
2010/08/23,35.548
2010/08/24,42.441
2010/08/25,32.627
2010/08/26,44.233
2010/08/27,22.063
2010/08/28,60.798
2010/08/29,28.269
2010/08/30,62.774
2010/08/31,77.809
2010/09/01,61.387
2010/09/02,39.861
2010/09/03,36.546
2010/09/04,20.609
2010/09/05,49.081
2010/09/06,38.833
2010/09/07,40.272
2010/09/08,68.851
2010/09/09,74.194
2010/09/10,67.271
2010/09/11,35.66
2010/09/12,68.726
2010/09/13,83.114
2010/09/14,56.084
2010/09/15,69.576
2010/09/16,46.888
2010/09/17,26.51
2010/09/18,32.51
2010/09/19,26.698
2010/09/20,75.103
2010/09/21,94.087
2010/09/22,66.127
2010/09/23,52.896
2010/09/24,33.703
2010/09/25,44.345
2010/09/26,27.681
2010/09/27,59.283
2010/09/28,43.983
2010/09/29,82.318
2010/09/30,38.425
2010/10/01,52.084
2010/10/02,49.807
2010/10/03,37.441
2010/10/04,37.346
2010/10/05,36.106
2010/10/06,34.393
2010/10/07,23.837
2010/10/08,38.499
2010/10/09,54.054
2010/10/10,32.816
2010/10/11,32.162
2010/10/12,43.896
2010/10/13,37.621
2010/10/14,23.231
2010/10/15,18.693
2010/10/16,56.106
2010/10/17,59.592
2010/10/18,92.317
2010/10/19,98.015
2010/10/20,56.958
