Date,top100cap7sma
2010/07/17,25.744
2010/07/18,25.676
2010/07/19,25.65
2010/07/20,25.651
2010/07/21,25.674
2010/07/22,25.673
2010/07/23,25.653
2010/07/24,25.621
2010/07/25,25.581
2010/07/26,25.67
2010/07/27,25.779
2010/07/28,25.882
2010/07/29,25.991
2010/07/30,26.113
2010/07/31,26.223
2010/08/01,26.337
2010/08/02,26.326
2010/08/03,26.314
2010/08/04,26.289
2010/08/05,26.269
2010/08/06,26.245
2010/08/07,26.226
2010/08/08,26.205
2010/08/09,26.218
2010/08/10,26.215
2010/08/11,26.253
2010/08/12,26.266
2010/08/13,26.295
2010/08/14,26.319
2010/08/15,26.341
2010/08/16,26.357
2010/08/17,26.401
2010/08/18,26.414
2010/08/19,26.443
2010/08/20,26.466
2010/08/21,26.492
2010/08/22,26.527
2010/08/23,26.539
2010/08/24,26.538
2010/08/25,26.531
2010/08/26,26.526
2010/08/27,26.523
2010/08/28,26.513
2010/08/29,26.488
2010/08/30,26.458
2010/08/31,26.435
2010/09/01,26.418
2010/09/02,26.4
2010/09/03,26.372
2010/09/04,26.358
2010/09/05,26.367
2010/09/06,26.38
2010/09/07,26.375
2010/09/08,26.365
2010/09/09,26.352
2010/09/10,26.339
2010/09/11,26.317
2010/09/12,26.294
2010/09/13,26.253
2010/09/14,26.205
2010/09/15,26.161
2010/09/16,26.135
2010/09/17,26.194
2010/09/18,26.267
2010/09/19,26.35
2010/09/20,26.463
2010/09/21,26.582
2010/09/22,26.699
2010/09/23,26.831
2010/09/24,26.888
2010/09/25,26.955
2010/09/26,27.014
2010/09/27,27.118
2010/09/28,27.388
2010/09/29,27.667
2010/09/30,27.905
2010/10/01,28.131
2010/10/02,28.416
2010/10/03,28.691
2010/10/04,28.874
2010/10/05,28.904
2010/10/06,28.927
2010/10/07,29.036
2010/10/08,29.177
2010/10/09,29.275
2010/10/10,29.403
2010/10/11,29.556
2010/10/12,29.699
2010/10/13,29.87
2010/10/14,29.99
2010/10/15,30.07
2010/10/16,30.142
2010/10/17,30.187
2010/10/18,30.272
2010/10/19,30.33
2010/10/20,30.377
2010/10/21,30.396
2010/10/22,30.431
2010/10/23,30.442
2010/10/24,30.446
2010/10/25,30.425
2010/10/26,30.455
2010/10/27,30.49
2010/10/28,30.519
2010/10/29,30.526
2010/10/30,30.526
2010/10/31,30.541
2010/11/01,30.554
2010/11/02,30.55
2010/11/03,30.522
2010/11/04,30.504
2010/11/05,30.51
2010/11/06,30.532
2010/11/07,30.53
2010/11/08,30.628
2010/11/09,30.713
2010/11/10,30.784
2010/11/11,30.845
2010/11/12,30.896
2010/11/13,30.918
2010/11/14,30.966
2010/11/15,30.908
2010/11/16,30.852
2010/11/17,30.831
2010/11/18,30.811
2010/11/19,30.789
2010/11/20,30.802
2010/11/21,30.8
2010/11/22,30.803
2010/11/23,30.824
2010/11/24,30.849
2010/11/25,30.893
2010/11/26,30.944
2010/11/27,30.971
2010/11/28,31.001
2010/11/29,31.026
2010/11/30,31.06
2010/12/01,31.105
2010/12/02,31.176
2010/12/03,31.28
2010/12/04,31.396
2010/12/05,31.518
2010/12/06,31.612
2010/12/07,31.678
2010/12/08,31.717
2010/12/09,31.71
2010/12/10,31.675
2010/12/11,31.636
2010/12/12,31.584
2010/12/13,31.606
2010/12/14,31.629
2010/12/15,31.644
2010/12/16,31.661
2010/12/17,31.67
2010/12/18,31.671
2010/12/19,31.656
2010/12/20,31.607
2010/12/21,31.529
2010/12/22,31.467
2010/12/23,31.407
2010/12/24,31.343
2010/12/25,31.289
2010/12/26,31.253
2010/12/27,31.228
2010/12/28,31.231
2010/12/29,31.195
2010/12/30,31.155
2010/12/31,31.102
2011/01/01,31.039
2011/01/02,30.975
2011/01/03,30.892
2011/01/04,30.814
2011/01/05,30.774
2011/01/06,30.735
2011/01/07,30.707
2011/01/08,30.686
2011/01/09,30.675
2011/01/10,30.643
2011/01/11,30.631
2011/01/12,30.605
2011/01/13,30.6
2011/01/14,30.604
2011/01/15,30.603
2011/01/16,30.612
2011/01/17,30.646
2011/01/18,30.653
2011/01/19,30.651
2011/01/20,30.639
2011/01/21,30.623
2011/01/22,30.611
2011/01/23,30.616
2011/01/24,30.61
2011/01/25,30.609
2011/01/26,30.603
2011/01/27,31.004
2011/01/28,31.4
2011/01/29,31.795
2011/01/30,32.153
2011/01/31,32.508
2011/02/01,32.885
2011/02/02,33.26
2011/02/03,33.235
2011/02/04,33.206
2011/02/05,33.185
2011/02/06,33.152
2011/02/07,33.153
2011/02/08,33.121
2011/02/09,33.125
2011/02/10,33.115
2011/02/11,33.1
2011/02/12,33.071
2011/02/13,33.057
2011/02/14,33.01
2011/02/15,32.982
2011/02/16,32.93
