Date,transactionvalue14momUSD
2010/10/22,-9.824
2010/10/23,-32.021
2010/10/24,-9.749
2010/10/25,25.707
2010/10/26,28.64
2010/10/27,29.268
2010/10/28,18.975
2010/10/29,-11.682
2010/10/30,-18.632
2010/10/31,16.642
2010/11/01,-15.231
2010/11/02,13.855
2010/11/03,3.903
2010/11/04,63.86
2010/11/05,-0.289
2010/11/06,95.788
2010/11/07,59.43
2010/11/08,244.93
2010/11/09,-19.592
2010/11/10,-27.004
2010/11/11,-45.162
2010/11/12,-4.811
2010/11/13,4.74
2010/11/14,-17.231
2010/11/15,-8.639
2010/11/16,-31.973
2010/11/17,0.553
2010/11/18,-88.564
2010/11/19,-20.792
2010/11/20,-100.094
2010/11/21,-77.128
2010/11/22,-259.906
2010/11/23,5.349
2010/11/24,-30.405
2010/11/25,-21.009
2010/11/26,-10.176
2010/11/27,-15.794
2010/11/28,-8.836
2010/11/29,4.726
2010/11/30,18.63
2010/12/01,-8.828
2010/12/02,22.403
2010/12/03,16.447
2010/12/04,31.277
2010/12/05,6.651
2010/12/06,18.649
2010/12/07,-3.001
2010/12/08,10.795
2010/12/09,15.767
2010/12/10,-4.674
2010/12/11,15.799
2010/12/12,1.116
2010/12/13,41.415
2010/12/14,13.528
2010/12/15,19.088
2010/12/16,6.778
2010/12/17,15.393
2010/12/18,4.936
2010/12/19,33.295
2010/12/20,-21.682
2010/12/21,8.038
2010/12/22,17.388
2010/12/23,11.559
2010/12/24,13.898
2010/12/25,12.891
2010/12/26,14.971
2010/12/27,-15.967
2010/12/28,-19.058
2010/12/29,19.112
2010/12/30,-6.745
2010/12/31,-1.271
2011/01/01,-16.001
2011/01/02,-19.088
2011/01/03,-5.085
2011/01/04,-28.171
2011/01/05,-19.848
2011/01/06,-16.425
2011/01/07,-11.209
2011/01/08,-31.188
2011/01/09,-20.767
2011/01/10,-24.556
2011/01/11,1.714
2011/01/12,-45.259
2011/01/13,-2.043
2011/01/14,-7.875
2011/01/15,-1.508
2011/01/16,3.045
2011/01/17,8.354
2011/01/18,30.26
2011/01/19,9.302
2011/01/20,6.082
2011/01/21,4.058
2011/01/22,7.95
2011/01/23,22.75
2011/01/24,2.15
2011/01/25,0.479
2011/01/26,10.632
2011/01/27,481.116
2011/01/28,-5.751
2011/01/29,-1.119
2011/01/30,42.279
2011/01/31,42.035
2011/02/01,32.479
2011/02/02,70.162
2011/02/03,38.972
2011/02/04,21.474
2011/02/05,52.665
2011/02/06,45.035
2011/02/07,132.777
2011/02/08,45.758
2011/02/09,77.147
2011/02/10,-401.212
2011/02/11,91.153
2011/02/12,49.795
2011/02/13,-9.558
2011/02/14,0.543
2011/02/15,-31.506
2011/02/16,-59.78
2011/02/17,-15.427
2011/02/18,12.937
2011/02/19,26.538
2011/02/20,22.216
2011/02/21,-58.319
2011/02/22,64.817
2011/02/23,39.577
2011/02/24,-9.439
2011/02/25,-29.447
2011/02/26,7.007
2011/02/27,17.171
2011/02/28,-4.929
2011/03/01,293.601
2011/03/02,1097
2011/03/03,22.707
2011/03/04,82.614
2011/03/05,-43.157
2011/03/06,-18.58
2011/03/07,-2.54
2011/03/08,-69.11
2011/03/09,-29.391
2011/03/10,82.592
2011/03/11,36.137
2011/03/12,-31.393
2011/03/13,-9.438
2011/03/14,6.68
2011/03/15,-299.473
2011/03/16,-1086
2011/03/17,-26.272
2011/03/18,-78.209
2011/03/19,-28.184
2011/03/20,-55.863
2011/03/21,-74.736
2011/03/22,4.751
2011/03/23,-68.173
2011/03/24,-84.369
2011/03/25,8.549
2011/03/26,35.632
2011/03/27,-19.232
2011/03/28,-32.79
2011/03/29,-5.342
2011/03/30,13.358
2011/03/31,11.734
2011/04/01,-21.446
2011/04/02,12.951
2011/04/03,9.535
2011/04/04,25.762
2011/04/05,-32.094
2011/04/06,-11.898
2011/04/07,-49.304
2011/04/08,-70.436
2011/04/09,-22.767
2011/04/10,-12.357
2011/04/11,-3.702
2011/04/12,22.338
2011/04/13,11.862
2011/04/14,-2.478
2011/04/15,11.295
2011/04/16,120.544
2011/04/17,587.087
2011/04/18,3.235
2011/04/19,829.01
2011/04/20,1838
2011/04/21,215.6
2011/04/22,44.062
2011/04/23,50.657
2011/04/24,40.467
2011/04/25,26.54
2011/04/26,32.432
2011/04/27,32.578
2011/04/28,51.205
2011/04/29,509.554
2011/04/30,128.228
2011/05/01,-487.993
2011/05/02,72.975
2011/05/03,-656.982
2011/05/04,-1529
2011/05/05,-110.681
2011/05/06,191.081
2011/05/07,91.391
2011/05/08,609.652
2011/05/09,106.244
2011/05/10,779.508
2011/05/11,222.769
2011/05/12,264.356
2011/05/13,249.353
2011/05/14,2811
2011/05/15,443.936
2011/05/16,358.803
2011/05/17,153.382
2011/05/18,-115.683
2011/05/19,108.611
2011/05/20,156.844
2011/05/21,582.63
2011/05/22,380.79
2011/05/23,385.459
2011/05/24,-426.341
2011/05/25,162.39
2011/05/26,140.552
2011/05/27,141.631
2011/05/28,-2723
2011/05/29,-110.955
2011/05/30,-45.444
2011/05/31,40.141
2011/06/01,152.019
2011/06/02,237.725
2011/06/03,456.056
2011/06/04,106.663
2011/06/05,81.819
2011/06/06,951.018
2011/06/07,791.805
2011/06/08,1302
2011/06/09,1358
2011/06/10,1212
2011/06/11,2235
2011/06/12,1980
2011/06/13,1728
2011/06/14,1716
2011/06/15,6123
2011/06/16,12044
2011/06/17,1364
2011/06/18,896.439
2011/06/19,5684
2011/06/20,514.355
2011/06/21,4568
2011/06/22,164.619
2011/06/23,784.579
2011/06/24,5270
2011/06/25,16185
2011/06/26,4430
2011/06/27,477.492
2011/06/28,8669
2011/06/29,-1812
2011/06/30,-9986
2011/07/01,-620.867
2011/07/02,-125.543
2011/07/03,-5782
2011/07/04,49.421
2011/07/05,-5191
2011/07/06,-1202
2011/07/07,-1901
2011/07/08,-6912
2011/07/09,-15004
2011/07/10,-2647
2011/07/11,-1249
2011/07/12,-8941
2011/07/13,-2521
2011/07/14,528.496
2011/07/15,-608.395
2011/07/16,272.709
2011/07/17,-149.03
2011/07/18,2833
2011/07/19,3458
2011/07/20,95.844
2011/07/21,1483
2011/07/22,1836
2011/07/23,-2678
2011/07/24,-3319
2011/07/25,726.173
2011/07/26,118.403
2011/07/27,35.706
2011/07/28,2633
2011/07/29,234.353
2011/07/30,-1229
2011/07/31,84.084
2011/08/01,-4027
2011/08/02,-3500
2011/08/03,-283.144
2011/08/04,-1846
2011/08/05,-1668
2011/08/06,-663.024
2011/08/07,-519.61
2011/08/08,-997.263
2011/08/09,426.541
2011/08/10,-841.351
2011/08/11,-5097
2011/08/12,-824.881
2011/08/13,-303.797
2011/08/14,-358.334
2011/08/15,-435.899
2011/08/16,-152.767
2011/08/17,-104.412
2011/08/18,204.148
2011/08/19,132.757
2011/08/20,-91.224
2011/08/21,-31.435
2011/08/22,-732.875
2011/08/23,-1733
2011/08/24,-537.159
2011/08/25,-94.184
2011/08/26,-113.465
2011/08/27,3163
2011/08/28,-338.261
2011/08/29,-172.39
2011/08/30,-144.565
2011/08/31,-149.72
2011/09/01,-214.076
2011/09/02,-516.486
2011/09/03,-37.566
2011/09/04,1633
2011/09/05,2142
2011/09/06,2249
2011/09/07,-204.182
2011/09/08,-118.724
2011/09/09,-19.861
2011/09/10,-3350
2011/09/11,546.972
2011/09/12,303.076
2011/09/13,49.867
2011/09/14,-35.296
2011/09/15,-139.139
2011/09/16,215.685
2011/09/17,-17.851
2011/09/18,-1751
2011/09/19,-2267
2011/09/20,-2663
2011/09/21,-326.425
2011/09/22,-136.528
2011/09/23,-20.307
2011/09/24,0.255
2011/09/25,-565.015
2011/09/26,-315.526
2011/09/27,20.183
2011/09/28,9.648
2011/09/29,44.689
2011/09/30,-278.565
2011/10/01,85.447
2011/10/02,73.773
2011/10/03,46.208
2011/10/04,109.371
2011/10/05,43.786
2011/10/06,155.828
2011/10/07,5.407
2011/10/08,-3.463
2011/10/09,-50.539
2011/10/10,-35.046
2011/10/11,-118.31
2011/10/12,-67.62
2011/10/13,-33.187
2011/10/14,-63.611
2011/10/15,-126.883
2011/10/16,-126.184
2011/10/17,-55.325
2011/10/18,-183.294
2011/10/19,-202.977
2011/10/20,-284.899
2011/10/21,-33.509
2011/10/22,102.221
2011/10/23,93.746
2011/10/24,-43.05
2011/10/25,-31.33
2011/10/26,7.782
2011/10/27,65.901
2011/10/28,94.713
2011/10/29,-2.331
2011/10/30,-47.231
2011/10/31,-13.044
2011/11/01,122.876
2011/11/02,76.55
2011/11/03,34.14
2011/11/04,-76.693
2011/11/05,-169.713
2011/11/06,-183.968
2011/11/07,-31.192
2011/11/08,371.149
2011/11/09,231.303
2011/11/10,-155.09
2011/11/11,-98.641
2011/11/12,-107.163
2011/11/13,-6.263
2011/11/14,-86.549
2011/11/15,-163.974
2011/11/16,604.429
2011/11/17,1412
2011/11/18,1927
2011/11/19,1692
2011/11/20,527.167
2011/11/21,653.058
2011/11/22,947.212
2011/11/23,197.195
2011/11/24,558.952
2011/11/25,313.425
2011/11/26,675
2011/11/27,741.585
2011/11/28,1545
2011/11/29,1497
2011/11/30,1924
2011/12/01,-582.207
2011/12/02,563.959
2011/12/03,-3.31
2011/12/04,877.97
2011/12/05,558.954
2011/12/06,1046
2011/12/07,2097
2011/12/08,1635
2011/12/09,581.208
2011/12/10,-234.81
2011/12/11,-360.801
2011/12/12,-1217
2011/12/13,-1421
2011/12/14,-2503
2011/12/15,-715.463
2011/12/16,-2383
2011/12/17,-1606
2011/12/18,-1312
2011/12/19,-1080
2011/12/20,-2242
2011/12/21,-2347
2011/12/22,-2066
2011/12/23,-886.193
2011/12/24,-334.921
2011/12/25,-286.874
2011/12/26,25.628
2011/12/27,311.33
2011/12/28,-11.978
2011/12/29,110.173
2011/12/30,-64.403
2011/12/31,0.845
2012/01/01,114.599
2012/01/02,-27.192
2012/01/03,-82.035
2012/01/04,-42.131
2012/01/05,325.869
2012/01/06,438.092
2012/01/07,94.803
2012/01/08,149.848
2012/01/09,-24.85
2012/01/10,-151.076
2012/01/11,132.162
2012/01/12,-38.898
2012/01/13,156.717
2012/01/14,97.3
2012/01/15,-45.881
2012/01/16,172.814
2012/01/17,164.79
2012/01/18,-38.271
2012/01/19,-259.481
2012/01/20,-282.249
2012/01/21,-56.795
2012/01/22,-63.271
2012/01/23,-192.296
2012/01/24,-38.296
2012/01/25,-45.617
2012/01/26,-14.195
2012/01/27,-91.68
2012/01/28,-98.315
2012/01/29,0.803
2012/01/30,-132.749
2012/01/31,-126.972
2012/02/01,62.113
2012/02/02,-38.936
2012/02/03,-15.076
2012/02/04,-4.991
2012/02/05,-27.357
2012/02/06,-3.748
2012/02/07,-78.153
2012/02/08,-71.076
2012/02/09,-144.34
2012/02/10,-77.121
2012/02/11,109.023
2012/02/12,-41.286
2012/02/13,-2.579
2012/02/14,421.955
2012/02/15,247.279
2012/02/16,406.227
2012/02/17,297.39
2012/02/18,167.31
2012/02/19,-8.876
2012/02/20,7.939
2012/02/21,10.786
2012/02/22,228.139
2012/02/23,198.417
2012/02/24,197.102
2012/02/25,-15.94
2012/02/26,30.498
2012/02/27,-13.622
2012/02/28,-418.881
2012/02/29,-391.202
2012/03/01,-246.953
2012/03/02,-267.951
2012/03/03,-117.023
2012/03/04,205.316
2012/03/05,-32.868
2012/03/06,17.077
2012/03/07,-191.331
2012/03/08,-16.995
2012/03/09,27.214
2012/03/10,25.48
2012/03/11,113.27
2012/03/12,206.167
2012/03/13,91.006
2012/03/14,229.07
2012/03/15,-57.182
2012/03/16,33.339
2012/03/17,9.819
2012/03/18,-162.979
2012/03/19,75.294
2012/03/20,66.075
2012/03/21,70.002
2012/03/22,156.652
2012/03/23,239.293
2012/03/24,249.237
2012/03/25,-87.104
2012/03/26,-111.554
2012/03/27,39.768
2012/03/28,-13.735
2012/03/29,347.764
2012/03/30,308.363
2012/03/31,336.552
2012/04/01,214.493
2012/04/02,187.612
2012/04/03,179.818
2012/04/04,175.244
2012/04/05,112.938
2012/04/06,-252.264
2012/04/07,-326.134
2012/04/08,697.201
2012/04/09,828.083
2012/04/10,70.148
2012/04/11,485.312
2012/04/12,-3.102
2012/04/13,-113.988
2012/04/14,-78.737
2012/04/15,319.901
2012/04/16,405.064
2012/04/17,196.742
2012/04/18,82.737
2012/04/19,-211.163
2012/04/20,1377
2012/04/21,632.775
2012/04/22,-225.928
2012/04/23,-637.153
2012/04/24,16.056
2012/04/25,-253.96
2012/04/26,177.11
2012/04/27,456.083
2012/04/28,-12.535
2012/04/29,-230.54
2012/04/30,-356.522
2012/05/01,-193.495
2012/05/02,-64.439
2012/05/03,-4.689
2012/05/04,-1404
2012/05/05,-436.237
2012/05/06,-484.749
2012/05/07,48.787
2012/05/08,625.114
2012/05/09,2
2012/05/10,-434.763
2012/05/11,-642.13
2012/05/12,264.724
2012/05/13,-122.953
2012/05/14,-170.153
2012/05/15,317.503
2012/05/16,417.803
2012/05/17,597.185
2012/05/18,-13.695
2012/05/19,-289.896
2012/05/20,30.93
2012/05/21,9.982
2012/05/22,-231.803
2012/05/23,-351.294
2012/05/24,-285.7
2012/05/25,36.059
2012/05/26,196.008
2012/05/27,-113.649
2012/05/28,-38.105
2012/05/29,-299.207
2012/05/30,-481.83
2012/05/31,136.411
2012/06/01,183.068
2012/06/02,638.36
2012/06/03,-58.309
2012/06/04,-85.902
2012/06/05,-334.711
2012/06/06,519.679
2012/06/07,588.544
2012/06/08,850.776
2012/06/09,-824.337
2012/06/10,54.696
2012/06/11,149.676
2012/06/12,253.517
2012/06/13,-230.517
2012/06/14,-710.971
2012/06/15,-181.172
2012/06/16,-235.184
2012/06/17,-66.038
2012/06/18,-127.601
2012/06/19,-170.146
2012/06/20,-506.726
2012/06/21,-545.965
2012/06/22,-644.411
2012/06/23,642.64
2012/06/24,95.281
2012/06/25,-116.338
2012/06/26,-437.082
2012/06/27,171.437
2012/06/28,403.133
2012/06/29,337.543
2012/06/30,-170.475
2012/07/01,260.686
2012/07/02,-87.245
2012/07/03,41.239
2012/07/04,286.734
2012/07/05,352.813
2012/07/06,-254.295
2012/07/07,205.165
2012/07/08,-272.984
2012/07/09,184.781
2012/07/10,76.335
2012/07/11,-156.62
2012/07/12,-440.709
2012/07/13,43.02
2012/07/14,409.718
2012/07/15,-72.5
2012/07/16,227.841
2012/07/17,202.906
2012/07/18,-198.147
2012/07/19,-258.119
2012/07/20,5.05
2012/07/21,-485.314
2012/07/22,156.104
2012/07/23,-25.682
2012/07/24,84.883
2012/07/25,59.127
2012/07/26,240.009
2012/07/27,-60.67
2012/07/28,-381.427
2012/07/29,-109.209
2012/07/30,-291.02
2012/07/31,38.579
2012/08/01,263.814
2012/08/02,185.703
2012/08/03,165.597
2012/08/04,-65.048
2012/08/05,223.235
2012/08/06,51.884
2012/08/07,203.271
2012/08/08,133.803
2012/08/09,-131.174
2012/08/10,-45.903
2012/08/11,106.19
2012/08/12,256.265
2012/08/13,202.319
2012/08/14,-128.363
2012/08/15,-273.485
2012/08/16,55.623
2012/08/17,302.705
2012/08/18,144.475
2012/08/19,922.611
2012/08/20,1811
2012/08/21,562.051
2012/08/22,1561
2012/08/23,1842
2012/08/24,2880
2012/08/25,843.678
2012/08/26,656.312
2012/08/27,1600
2012/08/28,1961
2012/08/29,4264
2012/08/30,3086
2012/08/31,1457
2012/09/01,1479
2012/09/02,223.555
2012/09/03,-1416
2012/09/04,406.913
2012/09/05,391.876
2012/09/06,3291
2012/09/07,2554
2012/09/08,1302
2012/09/09,171.159
2012/09/10,4175
2012/09/11,3455
2012/09/12,-313.887
2012/09/13,5108
2012/09/14,3460
2012/09/15,826.947
2012/09/16,4026
2012/09/17,5338
2012/09/18,3085
2012/09/19,9642
2012/09/20,653.215
2012/09/21,4467
2012/09/22,5586
2012/09/23,2042
2012/09/24,-2859
2012/09/25,-5057
2012/09/26,-3725
2012/09/27,-8192
2012/09/28,-4799
2012/09/29,-2313
2012/09/30,-4961
2012/10/01,-5533
2012/10/02,-4012
2012/10/03,-11446
2012/10/04,-5852
2012/10/05,-9645
2012/10/06,-7514
2012/10/07,-2784
2012/10/08,-2821
2012/10/09,-437.261
2012/10/10,-318.003
2012/10/11,-56.002
2012/10/12,120.24
2012/10/13,305.691
2012/10/14,-263.782
2012/10/15,-486.638
2012/10/16,171.8
2012/10/17,631.666
2012/10/18,955.516
2012/10/19,332.647
2012/10/20,273.961
2012/10/21,48.351
2012/10/22,63.493
2012/10/23,497.481
2012/10/24,351.082
2012/10/25,66.087
2012/10/26,-601.284
2012/10/27,75.787
2012/10/28,-49.51
2012/10/29,175.731
2012/10/30,513.792
2012/10/31,267.519
2012/11/01,-224.531
2012/11/02,-937.999
2012/11/03,-194.992
2012/11/04,316.779
2012/11/05,157.055
2012/11/06,-311.142
2012/11/07,-134.087
2012/11/08,-161.368
2012/11/09,-120.148
2012/11/10,-878.021
2012/11/11,-352.415
2012/11/12,-280.21
2012/11/13,-1111
2012/11/14,-1029
2012/11/15,-417.16
2012/11/16,759.43
2012/11/17,113.903
2012/11/18,-282.202
2012/11/19,-328.348
2012/11/20,-141.237
2012/11/21,-276.108
2012/11/22,115.825
2012/11/23,58.871
2012/11/24,316.032
2012/11/25,79.92
2012/11/26,169.226
2012/11/27,286.837
2012/11/28,146.248
2012/11/29,-383.182
2012/11/30,-743.828
2012/12/01,-721.276
2012/12/02,-92.603
2012/12/03,564.976
2012/12/04,503.809
2012/12/05,842.367
2012/12/06,603.816
2012/12/07,434.608
2012/12/08,-81.049
2012/12/09,314.709
2012/12/10,-5.336
2012/12/11,-37.393
2012/12/12,705.758
2012/12/13,836.193
2012/12/14,692.129
2012/12/15,458.204
2012/12/16,58.457
2012/12/17,-423.402
2012/12/18,-369.73
2012/12/19,-777.843
2012/12/20,-812.488
2012/12/21,-362.306
2012/12/22,-40.968
2012/12/23,-271.011
2012/12/24,10.843
2012/12/25,-312.163
2012/12/26,-1096
2012/12/27,-987.12
2012/12/28,-718.129
2012/12/29,-342.842
2012/12/30,-447.258
2012/12/31,29.737
2013/01/01,-6.115
2013/01/02,310.005
2013/01/03,190.04
2013/01/04,127.717
2013/01/05,330.831
2013/01/06,120.283
2013/01/07,92.619
2013/01/08,464.178
2013/01/09,310.362
2013/01/10,99.61
2013/01/11,46.764
2013/01/12,-50.352
2013/01/13,23.834
2013/01/14,-261.068
2013/01/15,22.851
2013/01/16,-59.748
2013/01/17,21.27
2013/01/18,-117.971
2013/01/19,-278.43
2013/01/20,7.343
2013/01/21,-36.515
2013/01/22,-188.998
2013/01/23,338.226
2013/01/24,242.62
2013/01/25,188.818
2013/01/26,140.135
2013/01/27,209.326
2013/01/28,222.464
2013/01/29,220.436
2013/01/30,646.622
2013/01/31,41.129
2013/02/01,101.797
2013/02/02,77.297
2013/02/03,9.714
2013/02/04,284.756
2013/02/05,198.457
2013/02/06,14.481
2013/02/07,6.553
2013/02/08,247.804
2013/02/09,276.174
2013/02/10,105.274
2013/02/11,-27.506
2013/02/12,-345.682
2013/02/13,-738.105
2013/02/14,135.339
2013/02/15,-9.386
2013/02/16,155.634
2013/02/17,156.937
2013/02/18,-85.348
2013/02/19,-16.059
2013/02/20,-314.12
2013/02/21,-50.078
2013/02/22,-48.266
2013/02/23,-74.264
2013/02/24,294.252
2013/02/25,254.761
2013/02/26,225.27
2013/02/27,251.049
2013/02/28,-3.048
2013/03/01,239.83
2013/03/02,233.412
2013/03/03,-55.759
2013/03/04,-141.606
2013/03/05,508.702
2013/03/06,862.024
2013/03/07,443.954
2013/03/08,149.966
2013/03/09,151.249
2013/03/10,-113.26
2013/03/11,-36.211
2013/03/12,605.905
2013/03/13,383.209
2013/03/14,145.888
2013/03/15,2863
2013/03/16,2090
2013/03/17,559.224
2013/03/18,3499
2013/03/19,915.913
2013/03/20,908.543
2013/03/21,1354
2013/03/22,752.383
2013/03/23,930.345
2013/03/24,506.072
2013/03/25,1412
2013/03/26,1342
2013/03/27,2939
2013/03/28,1679
2013/03/29,-1685
2013/03/30,-288.223
2013/03/31,1998
2013/04/01,-1414
2013/04/02,2238
2013/04/03,2128
2013/04/04,1904
2013/04/05,2705
2013/04/06,1735
2013/04/07,1194
2013/04/08,1868
2013/04/09,3377
2013/04/10,4052
2013/04/11,1466
2013/04/12,763.703
2013/04/13,-292.08
2013/04/14,-1718
2013/04/15,-920.465
2013/04/16,-2416
2013/04/17,-2103
2013/04/18,7615
2013/04/19,-995.506
2013/04/20,-856.169
2013/04/21,84.976
2013/04/22,-84.098
2013/04/23,-2897
2013/04/24,-3560
2013/04/25,-355.677
2013/04/26,104.548
2013/04/27,-104.416
2013/04/28,310.397
2013/04/29,3092
2013/04/30,840.176
2013/05/01,679.587
2013/05/02,-10053
2013/05/03,-1743
2013/05/04,-1555
2013/05/05,-1095
2013/05/06,-2150
2013/05/07,-1266
2013/05/08,-2767
2013/05/09,-2537
2013/05/10,-1407
2013/05/11,-1237
2013/05/12,-744.594
2013/05/13,-2690
2013/05/14,-1521
2013/05/15,-1827
2013/05/16,-551.761
2013/05/17,10.253
2013/05/18,571.698
2013/05/19,-432.173
2013/05/20,-546.745
2013/05/21,-471.417
2013/05/22,-129.523
2013/05/23,270.462
2013/05/24,219.982
2013/05/25,768.187
2013/05/26,257.399
2013/05/27,-462.99
2013/05/28,256.192
2013/05/29,628.802
2013/05/30,125.962
2013/05/31,-51.511
2013/06/01,-482.928
2013/06/02,62.569
2013/06/03,413.034
2013/06/04,-74.782
2013/06/05,-230.886
2013/06/06,243.511
2013/06/07,-220.91
2013/06/08,-912.253
2013/06/09,382.786
2013/06/10,-486.794
2013/06/11,-285.158
2013/06/12,-521.411
2013/06/13,113.295
2013/06/14,-79.819
2013/06/15,19.575
2013/06/16,140.22
2013/06/17,-413.475
2013/06/18,77.224
2013/06/19,-144.213
2013/06/20,-143.401
2013/06/21,131.048
2013/06/22,100.806
2013/06/23,-709.497
2013/06/24,225.174
2013/06/25,280.311
2013/06/26,12.813
2013/06/27,-320.707
2013/06/28,-260.803
2013/06/29,140.094
2013/06/30,-14.082
2013/07/01,629.948
2013/07/02,99.425
2013/07/03,568.369
2013/07/04,402.401
2013/07/05,492.581
2013/07/06,365.703
2013/07/07,579.447
2013/07/08,196.29
2013/07/09,498.442
2013/07/10,761.327
2013/07/11,824.913
2013/07/12,564.525
2013/07/13,730.619
2013/07/14,267.301
2013/07/15,-195.024
2013/07/16,621.946
2013/07/17,488.234
2013/07/18,196.495
2013/07/19,-250.114
2013/07/20,-153.921
2013/07/21,-305.205
2013/07/22,345.825
2013/07/23,191.963
2013/07/24,-265.666
2013/07/25,-323.12
2013/07/26,79.245
2013/07/27,-924.86
2013/07/28,-2.596
2013/07/29,-71.901
2013/07/30,50.833
2013/07/31,-685.835
2013/08/01,47.993
2013/08/02,-180.155
2013/08/03,179.668
2013/08/04,-49.166
2013/08/05,-306.34
2013/08/06,-897.458
2013/08/07,-467.538
2013/08/08,-488.664
2013/08/09,-702.039
2013/08/10,-176.306
2013/08/11,-428.891
2013/08/12,-50.073
2013/08/13,106.486
2013/08/14,828.252
2013/08/15,-789.442
2013/08/16,-217.135
2013/08/17,312.367
2013/08/18,231.012
2013/08/19,-59.018
2013/08/20,199.607
2013/08/21,830.473
2013/08/22,127.862
2013/08/23,409.842
2013/08/24,225.744
2013/08/25,309.688
2013/08/26,-197.709
2013/08/27,-689.766
2013/08/28,-1098
2013/08/29,3808
2013/08/30,111.182
2013/08/31,529.183
2013/09/01,845.594
2013/09/02,458.503
2013/09/03,714.91
2013/09/04,-106.563
2013/09/05,386.901
2013/09/06,-261.665
2013/09/07,246.796
2013/09/08,-341.159
2013/09/09,718.403
2013/09/10,-168.373
2013/09/11,653.068
2013/09/12,-3512
2013/09/13,233.817
2013/09/14,-598.161
2013/09/15,-1266
2013/09/16,-327.924
2013/09/17,-1095
2013/09/18,-368.582
2013/09/19,-5.081
2013/09/20,198.548
2013/09/21,-365.062
2013/09/22,175.109
2013/09/23,-240.642
2013/09/24,390.977
2013/09/25,-148.987
2013/09/26,-53.99
2013/09/27,-9.23
2013/09/28,-53.377
2013/09/29,732.661
2013/09/30,537.408
2013/10/01,1171
2013/10/02,461.896
2013/10/03,-12.051
2013/10/04,300.26
2013/10/05,138.339
2013/10/06,-7.408
2013/10/07,14.537
2013/10/08,100.473
2013/10/09,288.651
2013/10/10,39.295
2013/10/11,169.755
2013/10/12,145.807
2013/10/13,121.555
2013/10/14,-122.964
2013/10/15,-82.607
2013/10/16,552.943
2013/10/17,836.336
2013/10/18,481.089
2013/10/19,1626
2013/10/20,1128
2013/10/21,1032
2013/10/22,1411
2013/10/23,1594
2013/10/24,1414
2013/10/25,6357
2013/10/26,744.536
2013/10/27,292.739
2013/10/28,321.324
2013/10/29,4273
2013/10/30,236.31
2013/10/31,-197.77
2013/11/01,512.446
2013/11/02,502.693
2013/11/03,1056
2013/11/04,1897
2013/11/05,1682
2013/11/06,385.264
2013/11/07,2665
2013/11/08,-2738
2013/11/09,3028
2013/11/10,2007
2013/11/11,1728
2013/11/12,-23.043
2013/11/13,4273
2013/11/14,4354
2013/11/15,14666
2013/11/16,10346
2013/11/17,7186
2013/11/18,9999
2013/11/19,9675
2013/11/20,6955
2013/11/21,12760
2013/11/22,15467
2013/11/23,10269
2013/11/24,13454
2013/11/25,10613
2013/11/26,32641
2013/11/27,23919
2013/11/28,25930
2013/11/29,11325
2013/11/30,13119
2013/12/01,8682
2013/12/02,2798
2013/12/03,377.126
2013/12/04,6485
2013/12/05,67.174
2013/12/06,-5969
2013/12/07,9468
2013/12/08,1383
2013/12/09,2040
2013/12/10,-27710
