Date,size3var
2011/01/04,354778
2011/01/05,106425
2011/01/06,150646
2011/01/07,162928
2011/01/08,102644
2011/01/09,66570
2011/01/10,4330
2011/01/11,5248
2011/01/12,31611
2011/01/13,26725
2011/01/14,2972
2011/01/15,3151
2011/01/16,21792
2011/01/17,57229
2011/01/18,45770
2011/01/19,45969
2011/01/20,30941
2011/01/21,100046
2011/01/22,500397
2011/01/23,200496
2011/01/24,176149
2011/01/25,83929
2011/01/26,91518
2011/01/27,8736
2011/01/28,27992
2011/01/29,244763
2011/01/30,3475020
2011/01/31,2574367
2011/02/01,2945652
2011/02/02,220698
2011/02/03,191997
2011/02/04,30331
2011/02/05,358.782
2011/02/06,10156
2011/02/07,31624
2011/02/08,31626
2011/02/09,65256
2011/02/10,847406
2011/02/11,739768
2011/02/12,114219
2011/02/13,213826
2011/02/14,183949
2011/02/15,194447
2011/02/16,241774
2011/02/17,27511
2011/02/18,85839
2011/02/19,25231
2011/02/20,31191
2011/02/21,9906
2011/02/22,24992
2011/02/23,26315
2011/02/24,26840
2011/02/25,30526
2011/02/26,156912
2011/02/27,94121
2011/02/28,384179
2011/03/01,2719099
2011/03/02,1981695
2011/03/03,1462035
2011/03/04,627194
2011/03/05,859691
2011/03/06,120485
2011/03/07,100187
2011/03/08,775252
2011/03/09,359573
2011/03/10,159192
2011/03/11,190236
2011/03/12,345722
2011/03/13,672820
2011/03/14,366639
2011/03/15,351329
2011/03/16,270551
2011/03/17,455629
2011/03/18,99146
2011/03/19,632106
2011/03/20,2692965
2011/03/21,1324426
2011/03/22,4458282
2011/03/23,3855452
2011/03/24,3001398
2011/03/25,4534773
2011/03/26,2691000
2011/03/27,2484509
2011/03/28,603374
2011/03/29,177865
2011/03/30,884838
2011/03/31,595031
2011/04/01,65372
2011/04/02,37238
2011/04/03,190.926
2011/04/04,266008
2011/04/05,206886
2011/04/06,96111
2011/04/07,59750
2011/04/08,33004
2011/04/09,2696
2011/04/10,12922
2011/04/11,151057
2011/04/12,510919
2011/04/13,150892
2011/04/14,362436
2011/04/15,881585
2011/04/16,169903
2011/04/17,1055846
2011/04/18,1319263
2011/04/19,2413773
2011/04/20,472320
2011/04/21,3691047
2011/04/22,4627005
2011/04/23,210452
2011/04/24,348794
2011/04/25,43370
2011/04/26,91256
2011/04/27,4338031
2011/04/28,3096532
2011/04/29,2840945
2011/04/30,1438549
2011/05/01,1678230
2011/05/02,3040975
2011/05/03,2636023
2011/05/04,17031
2011/05/05,87047
2011/05/06,84640
2011/05/07,43089
2011/05/08,188777
2011/05/09,191259
2011/05/10,1195675
2011/05/11,551436
2011/05/12,292073
2011/05/13,877279
2011/05/14,499793
2011/05/15,635720
2011/05/16,20844
2011/05/17,62150
2011/05/18,111198
2011/05/19,3250263
2011/05/20,1938561
2011/05/21,1241877
2011/05/22,289753
2011/05/23,155032
2011/05/24,55732
2011/05/25,130897
2011/05/26,643949
2011/05/27,1288578
2011/05/28,1637883
2011/05/29,749043
2011/05/30,2230444
2011/05/31,6982519
2011/06/01,1620067
2011/06/02,1122515
2011/06/03,5324907
2011/06/04,2980655
2011/06/05,3352753
2011/06/06,1081906
2011/06/07,4734640
2011/06/08,28037088
2011/06/09,16475111
2011/06/10,16373700
2011/06/11,6147396
2011/06/12,4746107
2011/06/13,5085884
2011/06/14,198767
2011/06/15,1800860
2011/06/16,20331603
2011/06/17,19861862
2011/06/18,5918641
2011/06/19,3107401
2011/06/20,5703853
2011/06/21,6615612
2011/06/22,1209931
2011/06/23,209396
2011/06/24,2147938
2011/06/25,22196712
2011/06/26,16227075
2011/06/27,3639832
2011/06/28,3650909
2011/06/29,11535097
2011/06/30,7901386
2011/07/01,4753738
2011/07/02,5540760
2011/07/03,6183182
2011/07/04,1662636
2011/07/05,11370871
2011/07/06,7464371
2011/07/07,301190
2011/07/08,13358490
2011/07/09,10296562
2011/07/10,8869486
2011/07/11,6179999
2011/07/12,2642013
2011/07/13,9467265
2011/07/14,7683088
2011/07/15,8704815
2011/07/16,5940634
2011/07/17,1773304
2011/07/18,5059940
2011/07/19,10561145
2011/07/20,1982552
2011/07/21,4337964
2011/07/22,449580
2011/07/23,1409352
2011/07/24,2470672
2011/07/25,4039758
2011/07/26,4851723
2011/07/27,5744490
2011/07/28,1834079
2011/07/29,4731954
2011/07/30,8721258
2011/07/31,1145618
2011/08/01,4949170
2011/08/02,4860556
2011/08/03,1704420
2011/08/04,4105626
2011/08/05,5280113
2011/08/06,4280589
2011/08/07,3056715
2011/08/08,4151357
2011/08/09,6318863
2011/08/10,4943708
2011/08/11,6357689
2011/08/12,90566
2011/08/13,625726
2011/08/14,2282681
2011/08/15,5443845
2011/08/16,2330134
2011/08/17,2870255
2011/08/18,5470132
2011/08/19,4535529
2011/08/20,7838353
2011/08/21,9815560
2011/08/22,53021
2011/08/23,53274
2011/08/24,1833759
2011/08/25,1886843
2011/08/26,80279
2011/08/27,697603
2011/08/28,2300096
2011/08/29,2981851
2011/08/30,2525305
2011/08/31,5536810
2011/09/01,3741912
2011/09/02,5812666
2011/09/03,8417201
2011/09/04,111891521
2011/09/05,105718754
2011/09/06,79244087
2011/09/07,2008067
2011/09/08,270994
2011/09/09,2499849
2011/09/10,2850841
2011/09/11,2200921
2011/09/12,515300
2011/09/13,4180965
2011/09/14,5121879
2011/09/15,183256
2011/09/16,3587019
2011/09/17,4626985
2011/09/18,7574349
2011/09/19,14034220
2011/09/20,26823161
2011/09/21,2530761
2011/09/22,18557335
2011/09/23,10372921
2011/09/24,1450788
2011/09/25,531083
2011/09/26,1341604
2011/09/27,582197
2011/09/28,1582924
2011/09/29,1578336
2011/09/30,1475142
2011/10/01,2173709
2011/10/02,2275110
2011/10/03,581759
2011/10/04,5577133
2011/10/05,6105152
2011/10/06,5480290
2011/10/07,2008752
2011/10/08,973889
2011/10/09,302728
2011/10/10,382925
2011/10/11,22906557
2011/10/12,16249279
2011/10/13,11788477
2011/10/14,1777966
2011/10/15,3560103
2011/10/16,395479
2011/10/17,5726703
2011/10/18,5299300
2011/10/19,7320738
2011/10/20,400868
2011/10/21,18915
2011/10/22,7467402
2011/10/23,6474162
2011/10/24,1314659
2011/10/25,2761451
2011/10/26,1054067
2011/10/27,1031559
2011/10/28,1155786
2011/10/29,1206276
2011/10/30,2064216
2011/10/31,5652249
2011/11/01,1843936
2011/11/02,70284
2011/11/03,3641377
2011/11/04,3409767
2011/11/05,957032
2011/11/06,5519029
2011/11/07,4219176
2011/11/08,4968085
2011/11/09,255383
2011/11/10,1393475
2011/11/11,1428271
2011/11/12,3735354
2011/11/13,3386388
2011/11/14,2535063
2011/11/15,2202546
2011/11/16,1576082
2011/11/17,2171570
2011/11/18,2033805
2011/11/19,58977
2011/11/20,11388
2011/11/21,17912
2011/11/22,21300
2011/11/23,26897
2011/11/24,2311978
2011/11/25,2281189
2011/11/26,2051597
2011/11/27,237487
2011/11/28,1408442
2011/11/29,2310710
2011/11/30,526456
2011/12/01,5462629
2011/12/02,2835584
2011/12/03,1096156
2011/12/04,867403
2011/12/05,47716
2011/12/06,2186755
2011/12/07,2203435
2011/12/08,1741418
2011/12/09,2100428
2011/12/10,100347
2011/12/11,392569
2011/12/12,1046182
2011/12/13,365429
2011/12/14,2205830
2011/12/15,1470719
2011/12/16,2992549
2011/12/17,4750680
2011/12/18,7845571
2011/12/19,2623902
2011/12/20,22866058
2011/12/21,14940762
2011/12/22,14929902
2011/12/23,171988
2011/12/24,2985841
2011/12/25,2782213
2011/12/26,121071
2011/12/27,1883946
2011/12/28,1027826
2011/12/29,1065373
2011/12/30,1084383
2011/12/31,598132
2012/01/01,757953
2012/01/02,1462932
2012/01/03,701851
2012/01/04,241772
2012/01/05,7941371
2012/01/06,4744039
2012/01/07,10855599
2012/01/08,4570701
2012/01/09,3051458
2012/01/10,19072933
2012/01/11,15723551
2012/01/12,16416227
2012/01/13,9892564
2012/01/14,630857
2012/01/15,533387
2012/01/16,255014
2012/01/17,346374
2012/01/18,5955245
2012/01/19,4777624
2012/01/20,3159365
2012/01/21,1694246
2012/01/22,3055318
2012/01/23,1592660
2012/01/24,15165498
2012/01/25,19538388
2012/01/26,1509330
2012/01/27,2509369
2012/01/28,1587081
2012/01/29,1986911
2012/01/30,1926626
2012/01/31,6439053
2012/02/01,7162273
2012/02/02,209225
2012/02/03,175153
2012/02/04,148113
2012/02/05,43461
2012/02/06,1326039
2012/02/07,2069285
2012/02/08,2025098
2012/02/09,721003
2012/02/10,7085031
2012/02/11,4186226
2012/02/12,10476378
2012/02/13,7660608
2012/02/14,25196126
2012/02/15,5212245
2012/02/16,1131863
2012/02/17,35705840
2012/02/18,50889875
2012/02/19,1274188
2012/02/20,1620362
2012/02/21,7044479
2012/02/22,2938164
2012/02/23,2277090
2012/02/24,1802765
2012/02/25,4036087
2012/02/26,3881676
2012/02/27,488758
2012/02/28,468772
2012/02/29,1299897
2012/03/01,5369162
2012/03/02,20144121
2012/03/03,10592616
2012/03/04,11636410
2012/03/05,3008014
2012/03/06,1405322
2012/03/07,4987714
2012/03/08,3288885
2012/03/09,256787
2012/03/10,475501
2012/03/11,197874
2012/03/12,400716
2012/03/13,8781632
2012/03/14,13002876
2012/03/15,323556
2012/03/16,6645409
2012/03/17,8469113
2012/03/18,2457419
2012/03/19,3872696
2012/03/20,3802921
2012/03/21,797354
2012/03/22,62448
2012/03/23,898261
2012/03/24,7555861
2012/03/25,7273693
2012/03/26,6599548
2012/03/27,1536226
2012/03/28,1265681
2012/03/29,3173863
2012/03/30,2016279
2012/03/31,9838282
2012/04/01,2952995
2012/04/02,19346410
2012/04/03,15575884
2012/04/04,2660920
2012/04/05,6982137
2012/04/06,7267641
2012/04/07,12813067
2012/04/08,9445265
2012/04/09,1832471
2012/04/10,9615651
2012/04/11,7217142
2012/04/12,3134753
2012/04/13,2236665
2012/04/14,3108551
2012/04/15,3323913
2012/04/16,3013342
2012/04/17,858789
2012/04/18,5456442
2012/04/19,14676811
2012/04/20,14562556
2012/04/21,6602099
2012/04/22,9664343
2012/04/23,2426091
2012/04/24,3171209
2012/04/25,1275692
2012/04/26,1215539
2012/04/27,1214511
2012/04/28,5020344
2012/04/29,6159506
2012/04/30,3406068
2012/05/01,14157277
2012/05/02,11149354
2012/05/03,20272329
2012/05/04,12469537
2012/05/05,5290550
2012/05/06,4898717
2012/05/07,38930178
2012/05/08,29988082
2012/05/09,2752344
2012/05/10,6160984
2012/05/11,54911002
2012/05/12,80712504
2012/05/13,49360152
2012/05/14,324843933
2012/05/15,337461342
2012/05/16,61051849
2012/05/17,15536553
2012/05/18,10221790
2012/05/19,248981197
2012/05/20,158361298
2012/05/21,19990150
2012/05/22,64164935
2012/05/23,73654926
2012/05/24,2771676
2012/05/25,23166948
2012/05/26,195998315
2012/05/27,235088594
2012/05/28,102676206
2012/05/29,182756900
2012/05/30,53301127
2012/05/31,224075684
2012/06/01,61867769
2012/06/02,339747833
2012/06/03,634880125
2012/06/04,1509285216
2012/06/05,246301148
2012/06/06,1471841438
2012/06/07,1135776564
2012/06/08,536456457
2012/06/09,123103718
2012/06/10,105506001
2012/06/11,62752998
2012/06/12,407916051
2012/06/13,1761822700
2012/06/14,2812512243
2012/06/15,112585270
2012/06/16,487906357
2012/06/17,286263444
2012/06/18,108833949
2012/06/19,41590408
2012/06/20,28598962
2012/06/21,69316271
2012/06/22,100783068
2012/06/23,136167516
2012/06/24,52780884
2012/06/25,64290537
2012/06/26,17470734
2012/06/27,6960216
2012/06/28,5503087
2012/06/29,77225018
2012/06/30,68103667
2012/07/01,40183570
2012/07/02,43760165
2012/07/03,24769288
2012/07/04,13154689
2012/07/05,11678087
2012/07/06,53642
2012/07/07,3475710
2012/07/08,13213718
2012/07/09,10652199
2012/07/10,340090231
2012/07/11,277053927
2012/07/12,216013533
2012/07/13,229960704
2012/07/14,20289620
2012/07/15,68348495
2012/07/16,183238521
2012/07/17,29032052
2012/07/18,6361492
2012/07/19,43048961
2012/07/20,33003115
2012/07/21,5745462
2012/07/22,66147338
2012/07/23,31197774
2012/07/24,79114724
2012/07/25,127654623
2012/07/26,9447833
2012/07/27,43636350
2012/07/28,163005736
2012/07/29,184546543
2012/07/30,6232128
2012/07/31,520790219
2012/08/01,427998960
2012/08/02,460322571
2012/08/03,112575748
2012/08/04,33679398
2012/08/05,111196463
2012/08/06,80717319
2012/08/07,190579200
2012/08/08,195831345
2012/08/09,147178316
2012/08/10,129395569
2012/08/11,3236354
2012/08/12,38111676
2012/08/13,454639100
2012/08/14,292640884
2012/08/15,417694609
2012/08/16,418942329
2012/08/17,65647734
2012/08/18,154471631
2012/08/19,146495474
2012/08/20,17041694
2012/08/21,14147210
2012/08/22,14575348
2012/08/23,113756036
2012/08/24,90530311
2012/08/25,78942682
2012/08/26,159222824
2012/08/27,185310631
2012/08/28,120876203
2012/08/29,34877933
2012/08/30,17732869
2012/08/31,239395084
2012/09/01,120648669
2012/09/02,169285191
2012/09/03,66839082
2012/09/04,146435033
2012/09/05,50849095
2012/09/06,50138435
2012/09/07,78208542
2012/09/08,72316612
2012/09/09,22397578
2012/09/10,36261814
2012/09/11,152428939
2012/09/12,184483335
2012/09/13,190739819
2012/09/14,106301836
2012/09/15,77030935
2012/09/16,76948705
2012/09/17,62065274
2012/09/18,80843370
2012/09/19,207165823
2012/09/20,46012721
2012/09/21,61752015
2012/09/22,28065625
2012/09/23,16712268
2012/09/24,29768938
2012/09/25,37617730
2012/09/26,174090258
2012/09/27,193259797
2012/09/28,110439004
2012/09/29,112401883
2012/09/30,173802855
2012/10/01,196584805
2012/10/02,305396696
2012/10/03,15565654
2012/10/04,61362081
2012/10/05,61058319
2012/10/06,79191666
2012/10/07,156191257
2012/10/08,226183678
2012/10/09,183532724
2012/10/10,79793014
2012/10/11,108273927
2012/10/12,5736974
2012/10/13,34683873
2012/10/14,36788439
2012/10/15,59296896
2012/10/16,66523930
2012/10/17,115645561
2012/10/18,65916450
2012/10/19,78816004
2012/10/20,530169
2012/10/21,103234819
2012/10/22,139994016
2012/10/23,7771292
2012/10/24,148107059
2012/10/25,168574832
2012/10/26,175806685
2012/10/27,364159276
2012/10/28,65702086
2012/10/29,123294220
2012/10/30,327027884
2012/10/31,114904454
2012/11/01,46020391
2012/11/02,30013061
2012/11/03,54124618
2012/11/04,73875176
2012/11/05,108184380
2012/11/06,208091596
2012/11/07,28175169
2012/11/08,17825761
2012/11/09,152407105
2012/11/10,78106585
2012/11/11,52718892
2012/11/12,53652544
2012/11/13,47050481
2012/11/14,15935461
2012/11/15,208516643
2012/11/16,187354392
2012/11/17,3705378
2012/11/18,57159875
2012/11/19,29641320
2012/11/20,12150583
2012/11/21,16193521
2012/11/22,81930636
2012/11/23,105348965
2012/11/24,19867582
2012/11/25,134380963
2012/11/26,133128958
2012/11/27,146852684
2012/11/28,59267958
2012/11/29,42725818
2012/11/30,9048101
2012/12/01,44024777
2012/12/02,250905831
2012/12/03,113014184
2012/12/04,1029207573
2012/12/05,959320550
2012/12/06,7382408
2012/12/07,102547918
2012/12/08,114055644
2012/12/09,20558355
2012/12/10,35549428
2012/12/11,1191327
2012/12/12,33097074
2012/12/13,180519878
2012/12/14,230987402
2012/12/15,327161230
2012/12/16,324312632
2012/12/17,60936175
2012/12/18,481353543
2012/12/19,529871520
2012/12/20,359284118
2012/12/21,67387182
2012/12/22,49028374
2012/12/23,66111016
2012/12/24,5107821
2012/12/25,254266184
2012/12/26,198177750
2012/12/27,153279862
2012/12/28,32352943
2012/12/29,7004012
2012/12/30,26295603
2012/12/31,237926299
2013/01/01,153441219
2013/01/02,142585446
2013/01/03,113828417
2013/01/04,216382152
2013/01/05,200174446
2013/01/06,284905744
2013/01/07,55410750
2013/01/08,480183442
2013/01/09,419092431
2013/01/10,49242364
2013/01/11,255104586
2013/01/12,125782723
2013/01/13,132863510
2013/01/14,282086512
2013/01/15,248030530
2013/01/16,483576695
2013/01/17,290170757
2013/01/18,67631078
2013/01/19,277682159
2013/01/20,334205780
2013/01/21,85562419
2013/01/22,5194342
2013/01/23,234431767
2013/01/24,162203974
2013/01/25,92668821
2013/01/26,36116712
2013/01/27,27749594
2013/01/28,44794098
2013/01/29,20434466
2013/01/30,299603050
2013/01/31,220082263
2013/02/01,628393352
2013/02/02,506584970
2013/02/03,155023376
2013/02/04,14790260
2013/02/05,23973165
2013/02/06,97465708
2013/02/07,422434632
2013/02/08,550857900
2013/02/09,1137327
2013/02/10,148828951
2013/02/11,107840731
2013/02/12,262762308
2013/02/13,218771345
2013/02/14,262626574
2013/02/15,33246740
2013/02/16,185391164
2013/02/17,92794057
2013/02/18,76208178
2013/02/19,197609872
2013/02/20,47155446
2013/02/21,56241926
2013/02/22,108339114
2013/02/23,118277031
2013/02/24,9594155
2013/02/25,31752580
2013/02/26,105628530
2013/02/27,164012172
2013/02/28,179198941
2013/03/01,431157499
2013/03/02,92746502
2013/03/03,262246814
2013/03/04,93899087
2013/03/05,260706835
2013/03/06,197687630
2013/03/07,11912575
2013/03/08,308862531
2013/03/09,408632190
2013/03/10,156341225
2013/03/11,135694525
2013/03/12,37851902
2013/03/13,27967229
2013/03/14,95668841
2013/03/15,48371305
2013/03/16,936959927
2013/03/17,1548605900
2013/03/18,128423331
2013/03/19,443153025
2013/03/20,160001644
2013/03/21,151699165
2013/03/22,138843226
2013/03/23,5145720
2013/03/24,5876328
2013/03/25,377463803
2013/03/26,281407710
2013/03/27,155556877
2013/03/28,143313919
2013/03/29,45583923
2013/03/30,28992752
2013/03/31,287904020
2013/04/01,446426850
2013/04/02,238399161
2013/04/03,378574130
2013/04/04,399995986
2013/04/05,269144550
2013/04/06,661526354
2013/04/07,380242124
2013/04/08,404047942
2013/04/09,116933647
2013/04/10,120166064
2013/04/11,424383486
2013/04/12,567782376
2013/04/13,912131519
2013/04/14,152672545
2013/04/15,150445247
2013/04/16,65036254
2013/04/17,75408758
2013/04/18,225585413
2013/04/19,796849761
2013/04/20,846297184
2013/04/21,1328360087
2013/04/22,207055179
2013/04/23,440951767
2013/04/24,654533377
2013/04/25,264994355
2013/04/26,464132188
2013/04/27,138518626
2013/04/28,223942923
2013/04/29,143088662
2013/04/30,593402606
2013/05/01,199447041
2013/05/02,118492992
2013/05/03,117763546
2013/05/04,258589302
2013/05/05,168760173
2013/05/06,18507325
2013/05/07,56800803
2013/05/08,34882840
2013/05/09,177117427
2013/05/10,246650804
2013/05/11,508338
2013/05/12,15908746
2013/05/13,80832651
2013/05/14,185086063
2013/05/15,419531103
2013/05/16,60330948
2013/05/17,328318565
2013/05/18,211831048
2013/05/19,196513944
2013/05/20,267503729
2013/05/21,294819987
2013/05/22,84905144
2013/05/23,41954074
2013/05/24,2453506
2013/05/25,31795371
2013/05/26,111085764
2013/05/27,52782118
2013/05/28,220225991
2013/05/29,73742051
2013/05/30,31193823
2013/05/31,28450131
2013/06/01,175068339
2013/06/02,132807702
2013/06/03,4614747
2013/06/04,12094292
2013/06/05,87881571
2013/06/06,59109383
2013/06/07,21805521
2013/06/08,174727724
2013/06/09,175152542
2013/06/10,41757834
2013/06/11,41349661
2013/06/12,51308273
2013/06/13,57490241
2013/06/14,123285807
2013/06/15,200295631
2013/06/16,204836331
2013/06/17,402041489
2013/06/18,360164884
2013/06/19,49794053
2013/06/20,22022345
2013/06/21,165171755
2013/06/22,284182545
2013/06/23,107515692
2013/06/24,139300649
2013/06/25,147091642
2013/06/26,36050024
2013/06/27,10885842
2013/06/28,35841767
2013/06/29,156728647
2013/06/30,319619558
2013/07/01,73125667
2013/07/02,117167075
2013/07/03,193394162
2013/07/04,167553347
2013/07/05,21490897
2013/07/06,28076702
2013/07/07,33637958
2013/07/08,56639519
2013/07/09,128426300
2013/07/10,20678998
2013/07/11,82590676
2013/07/12,591657263
2013/07/13,297851990
2013/07/14,515806989
2013/07/15,55367751
2013/07/16,30765720
2013/07/17,17056194
2013/07/18,44649608
2013/07/19,76167287
2013/07/20,195493239
2013/07/21,42837605
2013/07/22,160475136
2013/07/23,291723421
2013/07/24,48144391
2013/07/25,54422819
2013/07/26,200210243
2013/07/27,376051026
2013/07/28,23069554
2013/07/29,43172711
2013/07/30,19751598
2013/07/31,105465379
2013/08/01,221650542
2013/08/02,42976800
2013/08/03,42678125
2013/08/04,24071662
2013/08/05,25318954
2013/08/06,27205565
2013/08/07,31883794
2013/08/08,18383522
2013/08/09,90789430
2013/08/10,44024957
2013/08/11,220078422
2013/08/12,477701205
2013/08/13,688934056
2013/08/14,21858498
2013/08/15,105702126
2013/08/16,228332927
2013/08/17,474973878
2013/08/18,608825826
2013/08/19,506880258
2013/08/20,375075630
2013/08/21,273883777
2013/08/22,61707905
2013/08/23,6011847
2013/08/24,685824
2013/08/25,26529795
2013/08/26,65064721
2013/08/27,199658365
2013/08/28,108987133
2013/08/29,314093534
2013/08/30,132578003
2013/08/31,325080559
2013/09/01,400162505
2013/09/02,21715258
2013/09/03,223561235
2013/09/04,282479947
2013/09/05,46453483
2013/09/06,4335362
2013/09/07,35018723
2013/09/08,108843940
2013/09/09,200559122
2013/09/10,11134176
2013/09/11,67507528
2013/09/12,56924675
2013/09/13,30111500
2013/09/14,98879787
2013/09/15,456758361
2013/09/16,896485826
2013/09/17,128478386
2013/09/18,2820897
2013/09/19,174798894
2013/09/20,207016969
2013/09/21,25728925
2013/09/22,57521012
2013/09/23,109125334
2013/09/24,118233578
2013/09/25,75821074
2013/09/26,324658855
2013/09/27,368252250
2013/09/28,415111775
2013/09/29,19143429
2013/09/30,83323510
2013/10/01,110056095
2013/10/02,149128523
2013/10/03,90102541
2013/10/04,168978040
2013/10/05,418472711
2013/10/06,190372687
2013/10/07,418637462
2013/10/08,178835111
2013/10/09,57722870
2013/10/10,17657197
2013/10/11,16781227
2013/10/12,157812382
2013/10/13,68022037
2013/10/14,19867081
2013/10/15,54697972
2013/10/16,50469748
2013/10/17,177245288
2013/10/18,111828603
2013/10/19,31209849
2013/10/20,78339535
2013/10/21,55090888
2013/10/22,58113147
2013/10/23,5953701
2013/10/24,131266895
2013/10/25,183535002
2013/10/26,226613786
2013/10/27,24266901
2013/10/28,60613342
2013/10/29,145336383
2013/10/30,73772001
2013/10/31,73723552
2013/11/01,143517212
2013/11/02,191368669
2013/11/03,926349
2013/11/04,52326814
2013/11/05,485751835
2013/11/06,708774389
2013/11/07,657799237
2013/11/08,363697421
2013/11/09,156675065
2013/11/10,518597277
2013/11/11,398870493
2013/11/12,187495515
2013/11/13,351373888
2013/11/14,407766681
2013/11/15,17135014
2013/11/16,870759929
2013/11/17,574104234
2013/11/18,3635108643
2013/11/19,5129854727
2013/11/20,1116158056
2013/11/21,1047122781
2013/11/22,434961117
2013/11/23,743477793
2013/11/24,320028844
2013/11/25,121125498
2013/11/26,932810898
2013/11/27,1056542939
2013/11/28,51545262
2013/11/29,55212748
2013/11/30,534122186
2013/12/01,706890984
2013/12/02,318693149
2013/12/03,431486570
2013/12/04,482366886
2013/12/05,563713070
2013/12/06,990418745
2013/12/07,1134400140
2013/12/08,479984814
2013/12/09,525212084
2013/12/10,905233819
2013/12/11,103206303
2013/12/12,123224084
2013/12/13,115129489
2013/12/14,17133795
2013/12/15,16509382
2013/12/16,26389096
2013/12/17,20794933
2013/12/18,216132034
2013/12/19,528065840
2013/12/20,526871744
2013/12/21,216234096
2013/12/22,74765428
2013/12/23,23404023
2013/12/24,7791311
2013/12/25,15978307
2013/12/26,20428114
2013/12/27,155747431
2013/12/28,169132606
2013/12/29,201179672
2013/12/30,1784737
2013/12/31,205945479
2014/01/01,820448090
2014/01/02,1986972615
2014/01/03,2252577052
2014/01/04,132365261
2014/01/05,157746895
2014/01/06,227356560
2014/01/07,241938414
2014/01/08,343891450
2014/01/09,200775965
2014/01/10,45181814
2014/01/11,7430497
2014/01/12,71907203
2014/01/13,275650003
2014/01/14,442849396
2014/01/15,26134004
2014/01/16,42723548
2014/01/17,188860549
2014/01/18,356512390
2014/01/19,478393498
2014/01/20,369430973
2014/01/21,1000553623
2014/01/22,416608866
2014/01/23,410831443
2014/01/24,44380275
2014/01/25,67246319
2014/01/26,23634135
2014/01/27,75097285
2014/01/28,257984741
2014/01/29,152961834
2014/01/30,285397187
2014/01/31,110641309
2014/02/01,92164472
2014/02/02,42578316
2014/02/03,155451268
2014/02/04,671011600
