Date,sentbyaddress7sma
2010/07/17,1877
2010/07/18,1886
2010/07/19,1597
2010/07/20,1484
2010/07/21,678.429
2010/07/22,564.571
2010/07/23,465.143
2010/07/24,501.571
2010/07/25,697.143
2010/07/26,676.429
2010/07/27,646
2010/07/28,632.143
2010/07/29,625.714
2010/07/30,609.714
2010/07/31,555.143
2010/08/01,346.286
2010/08/02,335.857
2010/08/03,361.143
2010/08/04,378.571
2010/08/05,403.857
2010/08/06,414.714
2010/08/07,412.143
2010/08/08,420.143
2010/08/09,435.429
2010/08/10,393
2010/08/11,378.286
2010/08/12,351
2010/08/13,373.857
2010/08/14,389.571
2010/08/15,366.571
2010/08/16,367.571
2010/08/17,370.571
2010/08/18,374.143
2010/08/19,366.714
2010/08/20,346.143
2010/08/21,342.857
2010/08/22,356.857
2010/08/23,343
2010/08/24,345.286
2010/08/25,338.286
2010/08/26,340.143
2010/08/27,321.286
2010/08/28,318.286
2010/08/29,306.429
2010/08/30,301.286
2010/08/31,308.571
2010/09/01,312.429
2010/09/02,304.571
2010/09/03,313.429
2010/09/04,303.571
2010/09/05,311.429
2010/09/06,303.429
2010/09/07,283.143
2010/09/08,274.714
2010/09/09,282.429
2010/09/10,282
2010/09/11,287.429
2010/09/12,298.429
2010/09/13,326.571
2010/09/14,347
2010/09/15,364.714
2010/09/16,371.857
2010/09/17,372.857
2010/09/18,381.143
2010/09/19,372.286
2010/09/20,372.429
2010/09/21,445.429
2010/09/22,495.714
2010/09/23,538.571
2010/09/24,568.714
2010/09/25,600.857
2010/09/26,611.714
2010/09/27,639
2010/09/28,571.857
2010/09/29,590.429
2010/09/30,550
2010/10/01,561.857
2010/10/02,561.571
2010/10/03,571.286
2010/10/04,543.714
2010/10/05,547.286
2010/10/06,479.143
2010/10/07,474.429
2010/10/08,442.857
2010/10/09,425.571
2010/10/10,417.143
2010/10/11,405.143
2010/10/12,396.857
2010/10/13,393
2010/10/14,398.857
2010/10/15,396
2010/10/16,398.143
2010/10/17,410
2010/10/18,448.857
2010/10/19,551.286
2010/10/20,613.286
2010/10/21,649.143
2010/10/22,697.429
2010/10/23,720.714
2010/10/24,741.714
2010/10/25,715.714
2010/10/26,645.286
2010/10/27,624.286
2010/10/28,617.714
2010/10/29,586.857
2010/10/30,558.143
2010/10/31,511.571
2010/11/01,496.143
2010/11/02,447
2010/11/03,398.286
2010/11/04,361.571
2010/11/05,354.429
2010/11/06,353.286
2010/11/07,373
2010/11/08,392
2010/11/09,408.714
2010/11/10,416.714
2010/11/11,422.857
2010/11/12,398.143
2010/11/13,387.429
2010/11/14,382
2010/11/15,901.143
2010/11/16,1274
2010/11/17,1281
2010/11/18,1285
2010/11/19,1298
2010/11/20,1337
2010/11/21,1355
2010/11/22,819.429
2010/11/23,442.714
2010/11/24,455.714
2010/11/25,484.143
2010/11/26,557.429
2010/11/27,538
2010/11/28,531.143
2010/11/29,545.286
2010/11/30,563.714
2010/12/01,570.143
2010/12/02,551
2010/12/03,485.286
2010/12/04,483.143
2010/12/05,479.429
2010/12/06,482.857
2010/12/07,503.714
2010/12/08,501.714
2010/12/09,508.429
2010/12/10,511.286
2010/12/11,546.857
2010/12/12,588.714
2010/12/13,627.714
2010/12/14,649.143
2010/12/15,677.286
2010/12/16,689
2010/12/17,701
2010/12/18,684
2010/12/19,665.857
2010/12/20,703.143
2010/12/21,698.571
2010/12/22,702.429
2010/12/23,717
2010/12/24,733
2010/12/25,767.571
2010/12/26,789.429
2010/12/27,732.429
2010/12/28,736.286
2010/12/29,711.143
2010/12/30,712.571
2010/12/31,718.571
2011/01/01,717.429
2011/01/02,704.857
2011/01/03,751.714
2011/01/04,759.714
2011/01/05,818.571
2011/01/06,826.714
2011/01/07,864.857
2011/01/08,918.571
2011/01/09,973.429
2011/01/10,997.714
2011/01/11,1045
2011/01/12,1036
2011/01/13,1080
2011/01/14,1095
2011/01/15,1082
2011/01/16,1091
2011/01/17,1076
2011/01/18,1059
2011/01/19,1085
2011/01/20,1093
2011/01/21,1146
2011/01/22,1215
2011/01/23,1242
2011/01/24,1322
2011/01/25,1325
2011/01/26,1327
2011/01/27,1316
2011/01/28,1306
2011/01/29,1309
2011/01/30,1521
2011/01/31,1533
2011/02/01,1560
2011/02/02,1547
2011/02/03,1532
2011/02/04,1501
2011/02/05,1414
2011/02/06,1165
2011/02/07,1076
2011/02/08,1043
2011/02/09,1116
2011/02/10,1355
2011/02/11,1618
2011/02/12,1825
2011/02/13,2004
2011/02/14,2214
2011/02/15,2449
2011/02/16,2566
2011/02/17,2584
2011/02/18,2538
2011/02/19,2477
2011/02/20,2495
2011/02/21,2496
2011/02/22,2514
2011/02/23,2585
2011/02/24,2584
2011/02/25,2578
2011/02/26,2635
2011/02/27,2681
2011/02/28,2635
2011/03/01,2752
2011/03/02,2704
2011/03/03,2873
2011/03/04,2860
2011/03/05,2888
2011/03/06,2859
2011/03/07,2907
2011/03/08,2855
2011/03/09,2867
2011/03/10,2642
2011/03/11,2627
2011/03/12,2618
2011/03/13,2584
2011/03/14,2509
2011/03/15,2428
2011/03/16,2392
2011/03/17,2430
2011/03/18,2431
2011/03/19,2441
2011/03/20,2664
2011/03/21,2897
2011/03/22,2943
2011/03/23,3332
2011/03/24,3414
2011/03/25,3509
2011/03/26,3682
2011/03/27,3672
2011/03/28,3713
2011/03/29,3812
2011/03/30,3485
2011/03/31,3503
2011/04/01,3418
2011/04/02,3257
2011/04/03,3109
2011/04/04,3045
2011/04/05,2978
2011/04/06,2992
2011/04/07,2888
2011/04/08,2924
2011/04/09,2932
2011/04/10,2917
2011/04/11,2846
2011/04/12,2833
2011/04/13,2905
2011/04/14,3251
2011/04/15,3293
2011/04/16,3348
2011/04/17,3452
2011/04/18,3638
2011/04/19,3899
2011/04/20,3991
2011/04/21,3718
2011/04/22,3743
2011/04/23,3810
2011/04/24,3810
2011/04/25,3762
2011/04/26,3744
2011/04/27,4022
2011/04/28,4249
2011/04/29,4543
2011/04/30,4951
2011/05/01,5294
2011/05/02,5391
2011/05/03,5367
2011/05/04,5184
2011/05/05,5295
2011/05/06,5321
2011/05/07,5227
2011/05/08,5085
2011/05/09,5235
2011/05/10,5315
2011/05/11,5378
2011/05/12,5364
2011/05/13,5525
2011/05/14,5700
2011/05/15,5918
2011/05/16,6218
2011/05/17,6575
2011/05/18,7153
2011/05/19,7562
2011/05/20,7808
2011/05/21,8018
2011/05/22,8370
2011/05/23,8596
2011/05/24,8906
2011/05/25,9109
2011/05/26,9539
2011/05/27,9524
2011/05/28,9544
2011/05/29,9468
2011/05/30,9492
2011/05/31,9542
2011/06/01,9600
2011/06/02,9704
2011/06/03,10515
2011/06/04,11410
2011/06/05,12275
2011/06/06,13243
2011/06/07,13900
2011/06/08,15118
2011/06/09,16367
2011/06/10,17121
2011/06/11,17657
2011/06/12,18638
2011/06/13,19126
2011/06/14,20383
2011/06/15,20693
2011/06/16,20928
2011/06/17,21046
2011/06/18,21219
2011/06/19,21149
2011/06/20,21125
2011/06/21,20324
2011/06/22,20134
2011/06/23,19592
2011/06/24,19472
2011/06/25,19120
2011/06/26,18643
2011/06/27,18918
2011/06/28,19115
2011/06/29,18742
2011/06/30,18577
2011/07/01,18385
2011/07/02,17966
2011/07/03,17687
2011/07/04,17084
2011/07/05,16695
2011/07/06,16801
2011/07/07,16545
2011/07/08,16238
2011/07/09,16155
2011/07/10,16014
2011/07/11,16081
2011/07/12,15804
2011/07/13,15519
2011/07/14,15608
2011/07/15,15437
2011/07/16,15688
2011/07/17,15716
2011/07/18,15457
2011/07/19,15617
2011/07/20,15503
2011/07/21,15254
2011/07/22,15463
2011/07/23,15178
2011/07/24,15166
2011/07/25,15257
2011/07/26,15145
2011/07/27,14990
2011/07/28,15064
2011/07/29,14745
2011/07/30,14425
2011/07/31,14461
2011/08/01,14196
2011/08/02,14297
2011/08/03,14150
2011/08/04,14043
2011/08/05,14004
2011/08/06,14063
2011/08/07,13708
2011/08/08,13474
2011/08/09,13526
2011/08/10,13733
2011/08/11,13678
2011/08/12,13594
2011/08/13,13858
2011/08/14,14099
2011/08/15,14320
2011/08/16,14315
2011/08/17,14080
2011/08/18,14081
2011/08/19,14166
2011/08/20,14066
2011/08/21,13997
2011/08/22,13927
2011/08/23,13506
2011/08/24,13470
2011/08/25,13334
2011/08/26,13284
2011/08/27,13104
2011/08/28,12668
2011/08/29,12585
2011/08/30,12680
2011/08/31,12697
2011/09/01,12692
2011/09/02,12624
2011/09/03,12554
2011/09/04,12931
2011/09/05,12818
2011/09/06,12904
2011/09/07,12842
2011/09/08,12712
2011/09/09,12777
2011/09/10,12784
2011/09/11,12614
2011/09/12,12540
2011/09/13,12122
2011/09/14,11886
2011/09/15,11868
2011/09/16,11576
2011/09/17,11405
2011/09/18,11293
2011/09/19,11243
2011/09/20,11489
2011/09/21,11704
2011/09/22,11554
2011/09/23,11553
2011/09/24,11583
2011/09/25,11409
2011/09/26,11164
2011/09/27,10793
2011/09/28,10503
2011/09/29,10388
2011/09/30,10302
2011/10/01,10216
2011/10/02,10105
2011/10/03,10230
2011/10/04,10154
2011/10/05,10136
2011/10/06,10243
2011/10/07,10253
2011/10/08,10230
2011/10/09,10301
2011/10/10,10205
2011/10/11,10275
2011/10/12,10257
2011/10/13,10005
2011/10/14,10029
2011/10/15,10111
2011/10/16,10006
2011/10/17,10004
2011/10/18,9753
2011/10/19,9570
2011/10/20,9483
2011/10/21,9275
2011/10/22,9137
2011/10/23,9278
2011/10/24,9291
2011/10/25,9417
2011/10/26,9433
2011/10/27,9445
2011/10/28,9421
2011/10/29,9518
2011/10/30,9340
2011/10/31,9170
2011/11/01,9169
2011/11/02,9267
2011/11/03,9486
2011/11/04,9844
2011/11/05,9900
2011/11/06,9941
2011/11/07,9962
2011/11/08,10061
2011/11/09,10216
2011/11/10,10374
2011/11/11,10018
2011/11/12,9876
2011/11/13,9924
2011/11/14,10041
2011/11/15,10068
2011/11/16,9928
2011/11/17,9614
