Date,top100cap90roc
2010/11/23,16.688
2010/11/24,17.116
2010/11/25,17.102
2010/11/26,17.494
2010/11/27,17.765
2010/11/28,17.995
2010/11/29,17.429
2010/11/30,18.108
2010/12/01,18.873
2010/12/02,19.862
2010/12/03,20.687
2010/12/04,20.553
2010/12/05,20.808
2010/12/06,20.102
2010/12/07,20.173
2010/12/08,20.323
2010/12/09,20.097
2010/12/10,20.476
2010/12/11,20.237
2010/12/12,20.741
2010/12/13,22.222
2010/12/14,22.263
2010/12/15,21.538
2010/12/16,18.682
2010/12/17,18.425
2010/12/18,17.656
2010/12/19,16.815
2010/12/20,17.145
2010/12/21,16.475
2010/12/22,15.766
2010/12/23,15.389
2010/12/24,14.738
2010/12/25,14.495
2010/12/26,12.819
2010/12/27,8.828
2010/12/28,8.635
2010/12/29,8.171
2010/12/30,8.05
2010/12/31,5.594
2011/01/01,5.437
2011/01/02,6.286
2011/01/03,6.039
2011/01/04,6.146
2011/01/05,4.412
2011/01/06,3.512
2011/01/07,2.542
2011/01/08,1.804
2011/01/09,2.205
2011/01/10,1.767
2011/01/11,1.653
2011/01/12,0.91
2011/01/13,1.46
2011/01/14,0.95
2011/01/15,0.704
2011/01/16,0.434
2011/01/17,1.186
2011/01/18,0.719
2011/01/19,0.435
2011/01/20,0.354
2011/01/21,0.334
2011/01/22,0.345
2011/01/23,1.026
2011/01/24,0.352
2011/01/25,-0.112
2011/01/26,-0.357
2011/01/27,9.39
2011/01/28,9.435
2011/01/29,9.046
2011/01/30,8.927
2011/01/31,8.587
2011/02/01,9.178
2011/02/02,8.671
2011/02/03,8.671
2011/02/04,8.213
2011/02/05,8.627
2011/02/06,5.8
2011/02/07,6.526
2011/02/08,6.713
2011/02/09,7.269
2011/02/10,7.182
2011/02/11,7.315
2011/02/12,6.804
2011/02/13,6.867
2011/02/14,6.803
2011/02/15,6.584
2011/02/16,6.602
2011/02/17,6.556
2011/02/18,5.82
2011/02/19,5.779
2011/02/20,6.133
2011/02/21,5.656
2011/02/22,4.793
2011/02/23,4.473
2011/02/24,4.219
2011/02/25,4.196
2011/02/26,4.13
2011/02/27,5.883
2011/02/28,4.69
2011/03/01,4.71
2011/03/02,-4.1
2011/03/03,-5.152
2011/03/04,-5.687
2011/03/05,-5.676
2011/03/06,-4.928
2011/03/07,-4.843
2011/03/08,-5.003
2011/03/09,-4.902
2011/03/10,-5.514
2011/03/11,-6.105
2011/03/12,-6.342
2011/03/13,-7.371
2011/03/14,-6.943
2011/03/15,-6.941
2011/03/16,-6.612
2011/03/17,-6.356
2011/03/18,-6.065
2011/03/19,-5.669
2011/03/20,-5.929
2011/03/21,-4.971
2011/03/22,-5.492
2011/03/23,-5.221
2011/03/24,-5.347
2011/03/25,-5.588
2011/03/26,-5.428
2011/03/27,-6.188
2011/03/28,-6.123
2011/03/29,-5.521
2011/03/30,-5.663
2011/03/31,-5.496
2011/04/01,-5.469
2011/04/02,-5.956
2011/04/03,-6.097
2011/04/04,-6.263
2011/04/05,-6.508
2011/04/06,-6.296
2011/04/07,-6.172
2011/04/08,-6.273
2011/04/09,-6.783
2011/04/10,-6.457
2011/04/11,-6.756
2011/04/12,-6.992
2011/04/13,-7.35
2011/04/14,-5.905
2011/04/15,-5.919
2011/04/16,-6.374
2011/04/17,-7.421
2011/04/18,-7.5
2011/04/19,-3.061
2011/04/20,-3.291
2011/04/21,-4.279
2011/04/22,-4.414
2011/04/23,-6.189
2011/04/24,-6.442
2011/04/25,-6.345
2011/04/26,-6.035
2011/04/27,-14.048
2011/04/28,-14.481
2011/04/29,-15.484
2011/04/30,-11.848
2011/05/01,-11.721
2011/05/02,-12.159
2011/05/03,-11.448
2011/05/04,-11.065
2011/05/05,-11.046
2011/05/06,-11.946
2011/05/07,-11.54
2011/05/08,-12.43
2011/05/09,-12.22
2011/05/10,-12.528
2011/05/11,-11.391
2011/05/12,-10.691
2011/05/13,-9.512
2011/05/14,-9.371
2011/05/15,-8.021
2011/05/16,-7.815
2011/05/17,-7.801
2011/05/18,-7.236
2011/05/19,-7.33
2011/05/20,-7.648
2011/05/21,-5.397
2011/05/22,-5.397
2011/05/23,-5.982
2011/05/24,-6.158
2011/05/25,-6.162
2011/05/26,-6.239
2011/05/27,-5.759
2011/05/28,-7.265
2011/05/29,-6.489
2011/05/30,-7.007
2011/05/31,0.623
2011/06/01,1.019
2011/06/02,1.731
2011/06/03,1.937
2011/06/04,1.6
2011/06/05,1.928
2011/06/06,1.142
2011/06/07,0.751
2011/06/08,-1.171
2011/06/09,-0.906
2011/06/10,-1.293
2011/06/11,-0.626
2011/06/12,5.824
2011/06/13,6.562
2011/06/14,3.87
2011/06/15,3.148
2011/06/16,2.148
2011/06/17,1.501
2011/06/18,1.282
2011/06/19,3.574
2011/06/20,3.749
2011/06/21,3.317
2011/06/22,3.359
2011/06/23,5.702
2011/06/24,5.249
2011/06/25,4.677
2011/06/26,4.305
2011/06/27,5.324
2011/06/28,4.748
2011/06/29,4.026
2011/06/30,3.328
2011/07/01,4.274
2011/07/02,4.206
2011/07/03,4.268
2011/07/04,4.179
2011/07/05,4.347
2011/07/06,4.294
2011/07/07,4.313
2011/07/08,4.651
2011/07/09,4.569
2011/07/10,4.234
2011/07/11,4.574
2011/07/12,4.514
2011/07/13,2.607
2011/07/14,2.651
2011/07/15,2.693
2011/07/16,3.628
2011/07/17,3.879
2011/07/18,0.282
2011/07/19,0.228
2011/07/20,1.066
2011/07/21,1.077
2011/07/22,1.995
2011/07/23,2.338
2011/07/24,2.29
2011/07/25,2.214
2011/07/26,1.995
2011/07/27,2.267
2011/07/28,3.048
2011/07/29,-1.124
2011/07/30,-1.226
2011/07/31,-1.52
2011/08/01,-2.371
2011/08/02,-2.991
2011/08/03,-2.977
2011/08/04,-1.493
2011/08/05,-1.844
2011/08/06,-0.069
2011/08/07,0.407
2011/08/08,1.491
2011/08/09,0.051
2011/08/10,-0.617
2011/08/11,-1.825
2011/08/12,-1.951
2011/08/13,-3.448
2011/08/14,-4.033
2011/08/15,-3.848
2011/08/16,-4.47
2011/08/17,-2.854
2011/08/18,-2.518
2011/08/19,-5.198
2011/08/20,-5.105
2011/08/21,-4.183
2011/08/22,-3.922
2011/08/23,-3.805
2011/08/24,-3.372
2011/08/25,-5.96
2011/08/26,-5.88
2011/08/27,-4.633
2011/08/28,-4.771
2011/08/29,-4.871
2011/08/30,-5.006
2011/08/31,-5.347
2011/09/01,-5.528
2011/09/02,-5.38
2011/09/03,-5.773
2011/09/04,-4.859
2011/09/05,-4.458
2011/09/06,-2.221
2011/09/07,-0.451
2011/09/08,0.289
2011/09/09,0.094
2011/09/10,-6.283
2011/09/11,-3.616
2011/09/12,-0.713
2011/09/13,-0.359
2011/09/14,0.276
2011/09/15,0.83
2011/09/16,1.182
2011/09/17,-1.328
2011/09/18,-1.107
2011/09/19,-1.079
2011/09/20,-1.087
2011/09/21,-1.552
2011/09/22,-1.396
2011/09/23,-0.738
2011/09/24,-0.197
2011/09/25,-1.428
2011/09/26,-0.665
2011/09/27,0.178
2011/09/28,0.914
2011/09/29,0.598
2011/09/30,0.729
2011/10/01,0.886
2011/10/02,0.995
2011/10/03,0.725
2011/10/04,0.706
2011/10/05,0.711
2011/10/06,0.74
2011/10/07,1.25
2011/10/08,1.482
2011/10/09,1.489
2011/10/10,1.576
2011/10/11,1.725
2011/10/12,1.683
2011/10/13,1.889
2011/10/14,1.859
2011/10/15,1.901
2011/10/16,0.998
2011/10/17,0.915
2011/10/18,0.831
2011/10/19,1.05
2011/10/20,1.072
2011/10/21,1.402
2011/10/22,1.106
2011/10/23,1.329
2011/10/24,1.428
2011/10/25,1.665
2011/10/26,2.137
2011/10/27,2.085
2011/10/28,2.2
2011/10/29,3.689
2011/10/30,4.174
2011/10/31,4.061
2011/11/01,4.08
2011/11/02,3.347
2011/11/03,4.113
2011/11/04,2.653
2011/11/05,2.144
2011/11/06,0.991
2011/11/07,1.281
2011/11/08,0.925
2011/11/09,0.757
2011/11/10,0.821
2011/11/11,0.993
2011/11/12,1.319
2011/11/13,1.213
2011/11/14,1.294
2011/11/15,-0.104
2011/11/16,0.161
2011/11/17,-0.031
2011/11/18,-0.482
2011/11/19,-0.056
2011/11/20,-0.467
2011/11/21,-0.489
2011/11/22,-0.868
2011/11/23,1.284
2011/11/24,1.322
2011/11/25,-0.301
2011/11/26,-0.333
2011/11/27,-0.213
2011/11/28,1.529
2011/11/29,1.562
2011/11/30,0.813
2011/12/01,0.876
2011/12/02,0.837
2011/12/03,0.534
2011/12/04,0.492
2011/12/05,0.408
2011/12/06,-1.555
2011/12/07,-1.767
2011/12/08,-8.795
2011/12/09,-19.581
2011/12/10,-22.512
2011/12/11,-23.752
2011/12/12,-24.233
2011/12/13,-24.17
2011/12/14,-24.103
2011/12/15,-24.174
2011/12/16,-24.175
2011/12/17,-24.259
2011/12/18,-24.162
2011/12/19,-24.08
2011/12/20,-24.014
2011/12/21,-23.939
2011/12/22,-23.876
2011/12/23,-23.981
2011/12/24,-23.795
2011/12/25,-23.768
2011/12/26,-23.74
2011/12/27,-23.86
2011/12/28,-23.869
2011/12/29,-23.884
2011/12/30,-23.89
2011/12/31,-23.905
2012/01/01,-23.867
2012/01/02,-23.91
2012/01/03,-23.872
2012/01/04,-23.85
2012/01/05,-23.942
2012/01/06,-24.173
2012/01/07,-24.22
2012/01/08,-24.202
2012/01/09,-22.892
2012/01/10,-22.843
2012/01/11,-22.976
2012/01/12,-22.947
2012/01/13,-22.719
2012/01/14,-22.469
2012/01/15,-22.271
2012/01/16,-22.185
2012/01/17,-22.196
2012/01/18,-21.856
2012/01/19,-21.107
2012/01/20,-20.88
2012/01/21,-20.817
2012/01/22,-20.656
2012/01/23,-20.722
2012/01/24,-20.736
2012/01/25,-20.401
2012/01/26,-20.5
2012/01/27,-21.293
2012/01/28,-21.229
2012/01/29,-20.898
2012/01/30,-20.795
2012/01/31,-20.641
2012/02/01,-21.087
2012/02/02,-20.85
2012/02/03,-20.848
2012/02/04,-20.484
2012/02/05,-20.528
2012/02/06,-20.211
2012/02/07,-20.097
2012/02/08,-20.131
2012/02/09,-20.099
2012/02/10,-20.106
2012/02/11,-20.438
2012/02/12,-20.398
2012/02/13,-19.503
2012/02/14,-17.79
2012/02/15,-21.504
2012/02/16,-21.903
2012/02/17,-22.416
2012/02/18,-22.392
2012/02/19,-22.338
2012/02/20,-22.357
2012/02/21,-22
2012/02/22,-22.141
2012/02/23,-22.148
2012/02/24,-22.189
2012/02/25,-20.31
2012/02/26,-21.627
2012/02/27,-21.683
2012/02/28,-20.819
2012/02/29,-21.245
2012/03/01,-20.944
2012/03/02,-20.641
2012/03/03,-21.032
2012/03/04,-21.026
2012/03/05,-20.702
2012/03/06,-20.515
2012/03/07,-14.535
2012/03/08,-3.18
2012/03/09,-2.875
2012/03/10,-1.904
2012/03/11,-1.164
2012/03/12,-1.412
2012/03/13,-1.507
2012/03/14,-1.113
2012/03/15,-0.579
2012/03/16,-0.496
2012/03/17,-0.546
2012/03/18,-0.408
2012/03/19,-2.125
2012/03/20,-1.976
2012/03/21,-1.933
2012/03/22,-2.287
2012/03/23,-1.91
2012/03/24,-1.966
2012/03/25,-0.139
2012/03/26,0.053
2012/03/27,-0.115
2012/03/28,0.5
2012/03/29,0.502
2012/03/30,0.386
2012/03/31,0.295
2012/04/01,0.409
2012/04/02,0.912
2012/04/03,0.47
2012/04/04,1.346
2012/04/05,2.08
2012/04/06,3.656
2012/04/07,3.662
2012/04/08,1.925
2012/04/09,0.073
2012/04/10,0.107
2012/04/11,0.316
2012/04/12,0.201
2012/04/13,-0.618
2012/04/14,-0.567
2012/04/15,-0.008
2012/04/16,1.265
2012/04/17,2.103
2012/04/18,0.892
2012/04/19,1.36
2012/04/20,2.145
2012/04/21,1.943
2012/04/22,2.616
2012/04/23,2.569
2012/04/24,2.196
2012/04/25,1.826
2012/04/26,2.267
2012/04/27,2.207
2012/04/28,1.849
2012/04/29,1.071
2012/04/30,0.877
2012/05/01,1.006
2012/05/02,0.661
2012/05/03,0.713
2012/05/04,0.095
2012/05/05,0.455
2012/05/06,3.067
2012/05/07,3.458
2012/05/08,3.315
2012/05/09,3.824
2012/05/10,4.134
2012/05/11,6.169
2012/05/12,5.775
2012/05/13,4.761
2012/05/14,2.312
2012/05/15,7.876
2012/05/16,9.663
2012/05/17,11.064
2012/05/18,11.582
2012/05/19,11.438
2012/05/20,11.733
2012/05/21,11.469
2012/05/22,12.709
2012/05/23,13.209
2012/05/24,13.684
2012/05/25,11.262
2012/05/26,11.28
2012/05/27,11.315
2012/05/28,10.764
2012/05/29,11.501
2012/05/30,11.561
2012/05/31,10.198
2012/06/01,8.588
2012/06/02,8.628
2012/06/03,8.899
2012/06/04,8.503
2012/06/05,8.205
2012/06/06,8.372
2012/06/07,8.372
2012/06/08,8.319
2012/06/09,9.965
2012/06/10,9.925
2012/06/11,9.544
2012/06/12,9.061
2012/06/13,9.708
2012/06/14,9.35
2012/06/15,9.093
2012/06/16,9.28
2012/06/17,8.77
2012/06/18,9.124
2012/06/19,9.346
2012/06/20,9.729
2012/06/21,9.554
2012/06/22,9.626
2012/06/23,7.514
2012/06/24,8.087
2012/06/25,7.502
2012/06/26,6.508
2012/06/27,7.177
2012/06/28,8.327
2012/06/29,8.076
2012/06/30,8.142
2012/07/01,7.899
2012/07/02,7.767
2012/07/03,6.781
2012/07/04,7.086
2012/07/05,5.501
2012/07/06,5.625
2012/07/07,5.588
2012/07/08,7.656
2012/07/09,7.476
2012/07/10,7.28
2012/07/11,7.411
2012/07/12,9.767
2012/07/13,9.269
2012/07/14,8.589
2012/07/15,7.313
2012/07/16,5.473
2012/07/17,5.037
2012/07/18,4.621
2012/07/19,3.25
2012/07/20,3.313
2012/07/21,2.701
2012/07/22,2.661
2012/07/23,2.753
2012/07/24,2.889
2012/07/25,2.793
2012/07/26,3.162
2012/07/27,3.172
2012/07/28,3.882
2012/07/29,4.292
2012/07/30,4.141
2012/07/31,4.086
2012/08/01,4.502
2012/08/02,4.208
2012/08/03,3.859
2012/08/04,1.363
2012/08/05,0.954
2012/08/06,1.324
2012/08/07,0.856
2012/08/08,0.34
2012/08/09,-1.629
2012/08/10,-1.137
2012/08/11,-1.538
2012/08/12,-1.519
2012/08/13,-2.43
2012/08/14,-2.669
2012/08/15,-3.463
2012/08/16,-3.388
2012/08/17,-3.455
2012/08/18,-3.668
2012/08/19,-5.644
2012/08/20,-8.169
2012/08/21,-9.176
2012/08/22,-10.419
2012/08/23,-10.732
2012/08/24,-11.513
2012/08/25,-11.911
2012/08/26,-11.784
2012/08/27,-12.668
2012/08/28,-13.052
2012/08/29,-12.678
2012/08/30,-12.116
2012/08/31,-12.125
2012/09/01,-12.942
2012/09/02,-13.087
2012/09/03,-12.932
2012/09/04,-13.259
2012/09/05,-14.145
2012/09/06,-14.667
2012/09/07,-16.526
2012/09/08,-16.541
2012/09/09,-16.243
2012/09/10,-16.623
2012/09/11,-18.543
2012/09/12,-18.966
2012/09/13,-19.407
2012/09/14,-20.342
2012/09/15,-20.44
2012/09/16,-21.345
2012/09/17,-21.905
2012/09/18,-22.048
2012/09/19,-23.397
2012/09/20,-23.536
2012/09/21,-22.069
2012/09/22,-23.022
2012/09/23,-22.866
2012/09/24,-22.57
2012/09/25,-23.261
2012/09/26,-23.984
2012/09/27,-23.714
2012/09/28,-23.809
2012/09/29,-23.894
2012/09/30,-23.473
2012/10/01,-23.659
2012/10/02,-24.007
2012/10/03,-23.989
2012/10/04,-23.848
2012/10/05,-23.679
2012/10/06,-23.814
2012/10/07,-23.704
2012/10/08,-24.228
2012/10/09,-24.32
2012/10/10,-25.138
2012/10/11,-24.67
2012/10/12,-24.669
2012/10/13,-24.868
2012/10/14,-24.302
2012/10/15,-23.975
2012/10/16,-23.417
2012/10/17,-23.12
2012/10/18,-23.227
2012/10/19,-23.069
2012/10/20,-22.943
2012/10/21,-21.917
2012/10/22,-20.382
2012/10/23,-20.93
2012/10/24,-21.145
2012/10/25,-21.355
2012/10/26,-21.151
2012/10/27,-21.487
2012/10/28,-21.548
2012/10/29,-21.485
2012/10/30,-20.323
2012/10/31,-20.469
2012/11/01,-20.388
2012/11/02,-20.764
2012/11/03,-20.378
2012/11/04,-20.434
2012/11/05,-20.604
2012/11/06,-20.259
2012/11/07,-20.159
2012/11/08,-20.363
2012/11/09,-20.08
2012/11/10,-20.058
2012/11/11,-19.46
2012/11/12,-19.964
2012/11/13,-20.106
2012/11/14,-20.275
2012/11/15,-19.871
2012/11/16,-19.479
2012/11/17,-17.313
2012/11/18,-15.86
2012/11/19,-15.048
2012/11/20,-13.951
2012/11/21,-13.173
2012/11/22,-12.208
2012/11/23,-11.812
2012/11/24,-12.258
2012/11/25,-11.453
2012/11/26,-12.55
2012/11/27,-10.219
2012/11/28,-8.452
2012/11/29,-8.337
2012/11/30,-7.413
2012/12/01,-6.819
2012/12/02,-6.899
2012/12/03,-6.221
2012/12/04,-5.643
2012/12/05,-5.187
2012/12/06,-4.594
2012/12/07,-4.197
2012/12/08,-4.004
2012/12/09,-3.891
2012/12/10,-2.554
2012/12/11,-1.884
2012/12/12,-1.128
2012/12/13,-1.087
2012/12/14,-0.847
2012/12/15,0.013
2012/12/16,0.461
2012/12/17,0.92
2012/12/18,1.89
2012/12/19,2.701
2012/12/20,0.697
2012/12/21,0.907
2012/12/22,1.509
2012/12/23,1.551
2012/12/24,1.664
2012/12/25,1.697
2012/12/26,2.077
2012/12/27,2.202
2012/12/28,2.255
2012/12/29,2.577
2012/12/30,2.903
2012/12/31,2.598
2013/01/01,2.818
2013/01/02,2.904
2013/01/03,2.879
2013/01/04,2.631
2013/01/05,2.738
2013/01/06,3.872
2013/01/07,3.878
2013/01/08,2.137
2013/01/09,1.97
2013/01/10,2.011
2013/01/11,2.356
2013/01/12,2.303
2013/01/13,1.808
2013/01/14,0.849
2013/01/15,0.842
2013/01/16,0.995
2013/01/17,0.773
2013/01/18,0.784
2013/01/19,-0.545
2013/01/20,-1.986
2013/01/21,-1.817
2013/01/22,-1.652
2013/01/23,-1.054
2013/01/24,-1.793
2013/01/25,-1.41
2013/01/26,-0.426
2013/01/27,-0.186
2013/01/28,-1.959
2013/01/29,-1.069
2013/01/30,-0.682
2013/01/31,-0.428
2013/02/01,-0.689
2013/02/02,-1.054
2013/02/03,-0.857
2013/02/04,-1.131
2013/02/05,-0.609
2013/02/06,-0.564
2013/02/07,-0.468
2013/02/08,-0.529
2013/02/09,-0.973
2013/02/10,-0.616
2013/02/11,-0.461
2013/02/12,-0.028
2013/02/13,-0.248
2013/02/14,-0.694
2013/02/15,-1.538
2013/02/16,-1.528
2013/02/17,-2.637
2013/02/18,-2.811
2013/02/19,-3.407
2013/02/20,-2.868
2013/02/21,-2.804
2013/02/22,-2.128
2013/02/23,-2.343
2013/02/24,-1.449
2013/02/25,-3.488
2013/02/26,-3.797
2013/02/27,-3.831
2013/02/28,-3.995
2013/03/01,-4.114
2013/03/02,-3.871
2013/03/03,-3.855
2013/03/04,-3.123
2013/03/05,-3.248
2013/03/06,-2.897
2013/03/07,-2.927
2013/03/08,-2.361
2013/03/09,-1.86
2013/03/10,-2.454
2013/03/11,-2.131
2013/03/12,-1.889
2013/03/13,-0.87
2013/03/14,-0.408
2013/03/15,-0.879
2013/03/16,-0.687
2013/03/17,-0.921
2013/03/18,-0.478
2013/03/19,-1.034
2013/03/20,-0.466
2013/03/21,-0.104
2013/03/22,-0.201
2013/03/23,-0.292
2013/03/24,0.143
2013/03/25,0.527
2013/03/26,0.924
2013/03/27,1.284
2013/03/28,1.315
2013/03/29,1.903
2013/03/30,2.171
2013/03/31,1.722
2013/04/01,2.183
2013/04/02,2.179
2013/04/03,1.864
2013/04/04,2.302
2013/04/05,1.485
2013/04/06,1.171
2013/04/07,0.72
2013/04/08,1.514
2013/04/09,1.699
2013/04/10,2.133
2013/04/11,4.169
2013/04/12,3.92
2013/04/13,4.43
2013/04/14,4.743
2013/04/15,6.064
2013/04/16,6.764
2013/04/17,6.239
2013/04/18,6.406
2013/04/19,6.356
2013/04/20,6.916
2013/04/21,6.992
2013/04/22,6.765
2013/04/23,6.499
2013/04/24,6.013
2013/04/25,6.126
2013/04/26,5.513
2013/04/27,4.096
2013/04/28,4.196
2013/04/29,3.372
2013/04/30,3.072
2013/05/01,3.627
2013/05/02,3.857
2013/05/03,4.218
2013/05/04,4.109
2013/05/05,4.058
2013/05/06,3.552
2013/05/07,3.712
2013/05/08,3.769
2013/05/09,3.931
2013/05/10,3.8
2013/05/11,3.548
2013/05/12,3.362
2013/05/13,2.94
2013/05/14,3.018
2013/05/15,3.227
2013/05/16,3.915
2013/05/17,3.757
2013/05/18,4.802
2013/05/19,4.743
2013/05/20,4.735
2013/05/21,3.807
2013/05/22,4.058
2013/05/23,3.639
2013/05/24,4.044
2013/05/25,3.404
2013/05/26,3.588
2013/05/27,3.783
2013/05/28,3.855
2013/05/29,3.533
2013/05/30,3.709
2013/05/31,3.161
2013/06/01,2.758
2013/06/02,2.518
2013/06/03,2.411
2013/06/04,2.033
2013/06/05,2.479
2013/06/06,1.599
2013/06/07,1.542
2013/06/08,2.257
2013/06/09,2.427
2013/06/10,2.308
2013/06/11,2.055
2013/06/12,2.489
2013/06/13,2.899
2013/06/14,3.053
2013/06/15,3.149
2013/06/16,3.498
2013/06/17,3.626
2013/06/18,3.251
2013/06/19,3.588
2013/06/20,3.665
2013/06/21,3.819
2013/06/22,3.436
2013/06/23,3.267
2013/06/24,2.502
2013/06/25,1.829
2013/06/26,1.743
2013/06/27,1.12
2013/06/28,0.731
2013/06/29,1.507
2013/06/30,0.927
2013/07/01,0.934
2013/07/02,1.32
2013/07/03,1.359
2013/07/04,2.594
2013/07/05,3.004
2013/07/06,3.93
2013/07/07,4.297
2013/07/08,4.451
2013/07/09,4.239
2013/07/10,1.908
2013/07/11,2.275
2013/07/12,1.83
2013/07/13,1.33
2013/07/14,-0.127
2013/07/15,-0.957
2013/07/16,-0.517
2013/07/17,-0.379
2013/07/18,1.175
2013/07/19,0.018
2013/07/20,-0.01
2013/07/21,0.047
2013/07/22,0.092
2013/07/23,0.83
2013/07/24,0.593
2013/07/25,0.422
2013/07/26,1.532
2013/07/27,1.536
2013/07/28,2.218
2013/07/29,2.512
2013/07/30,2.326
2013/07/31,2.613
2013/08/01,2.154
2013/08/02,2.336
2013/08/03,2.091
2013/08/04,2.453
2013/08/05,2.143
2013/08/06,2.143
2013/08/07,2.273
2013/08/08,2.772
2013/08/09,2.771
2013/08/10,2.535
2013/08/11,3.168
2013/08/12,4.241
2013/08/13,4.524
2013/08/14,3.659
2013/08/15,3.389
2013/08/16,2.978
2013/08/17,2.317
2013/08/18,2.231
2013/08/19,2.423
2013/08/20,1.52
2013/08/21,1.353
2013/08/22,1.223
2013/08/23,1.722
2013/08/24,1.643
2013/08/25,1.381
2013/08/26,1.197
2013/08/27,1.184
2013/08/28,1.216
2013/08/29,0.762
2013/08/30,0.727
2013/08/31,0.596
2013/09/01,0.716
2013/09/02,0.601
2013/09/03,0.123
2013/09/04,0.697
2013/09/05,0.091
2013/09/06,-0.106
2013/09/07,-0.552
2013/09/08,-0.509
2013/09/09,-1.142
2013/09/10,-1.557
2013/09/11,-1.776
2013/09/12,-2.081
2013/09/13,-2.274
2013/09/14,-2.474
2013/09/15,-2.643
2013/09/16,-2.954
2013/09/17,-3.122
2013/09/18,-3.232
2013/09/19,-2.633
2013/09/20,-2.466
2013/09/21,-2.652
2013/09/22,-3.47
2013/09/23,-3.035
2013/09/24,-3.351
2013/09/25,-3.657
2013/09/26,-3.587
2013/09/27,-3.614
2013/09/28,-3.662
2013/09/29,-3.747
2013/09/30,-3.934
2013/10/01,-3.823
2013/10/02,-3.307
2013/10/03,-2.74
2013/10/04,-3.375
2013/10/05,-3.266
2013/10/06,-3.708
2013/10/07,-3.794
2013/10/08,-3.677
2013/10/09,-3.995
2013/10/10,-3.609
2013/10/11,-2.706
2013/10/12,-2.35
2013/10/13,-2.112
2013/10/14,-2.117
2013/10/15,-2.509
2013/10/16,-4.24
2013/10/17,-3.783
2013/10/18,-3.166
2013/10/19,-3.062
2013/10/20,-3.196
2013/10/21,-3.44
2013/10/22,-3.952
2013/10/23,-3.977
2013/10/24,-4.061
2013/10/25,0.975
2013/10/26,1.176
2013/10/27,0.732
2013/10/28,0.462
2013/10/29,-0.119
2013/10/30,0.428
2013/10/31,0.469
2013/11/01,1.021
2013/11/02,0.955
2013/11/03,1.491
2013/11/04,3.657
2013/11/05,3.819
2013/11/06,3.932
2013/11/07,4.226
2013/11/08,4.565
2013/11/09,3.916
2013/11/10,2.842
2013/11/11,2.283
2013/11/12,2.553
2013/11/13,2.677
2013/11/14,3.134
2013/11/15,3.716
2013/11/16,3.85
2013/11/17,3.899
2013/11/18,4.584
2013/11/19,5.13
2013/11/20,5.044
