Date,size30ema
2010/07/17,545.333
2010/07/18,559.524
2010/07/19,572.202
2010/07/20,598.815
2010/07/21,595.181
2010/07/22,588.518
2010/07/23,579.398
2010/07/24,635.279
2010/07/25,797.174
2010/07/26,804.994
2010/07/27,796.883
2010/07/28,961.191
2010/07/29,1052
2010/07/30,1019
2010/07/31,978.355
2010/08/01,937.882
2010/08/02,900.367
2010/08/03,890.272
2010/08/04,859.16
2010/08/05,858.37
2010/08/06,846.612
2010/08/07,828.119
2010/08/08,803.608
2010/08/09,847.45
2010/08/10,818.248
2010/08/11,792.287
2010/08/12,765.611
2010/08/13,765.013
2010/08/14,742.187
2010/08/15,715.14
2010/08/16,731.51
2010/08/17,722.672
2010/08/18,800.21
2010/08/19,783.593
2010/08/20,766.254
2010/08/21,746.394
2010/08/22,723.501
2010/08/23,703.089
2010/08/24,706.446
2010/08/25,682.447
2010/08/26,669.485
2010/08/27,651.712
2010/08/28,643.631
2010/08/29,623.571
2010/08/30,621.436
2010/08/31,639.141
2010/09/01,650.396
2010/09/02,642.433
2010/09/03,628.481
2010/09/04,609.122
2010/09/05,599.833
2010/09/06,588.545
2010/09/07,575.528
2010/09/08,569.353
2010/09/09,573.506
2010/09/10,567.486
2010/09/11,558.274
2010/09/12,562.219
2010/09/13,570.84
2010/09/14,567.387
2010/09/15,575.083
2010/09/16,568.34
2010/09/17,573.321
2010/09/18,560.307
2010/09/19,551.815
2010/09/20,555.659
2010/09/21,614.937
2010/09/22,650.282
2010/09/23,656.885
2010/09/24,648.841
2010/09/25,651.9
2010/09/26,642.4
2010/09/27,657.514
2010/09/28,688.707
2010/09/29,780.991
2010/09/30,773.956
2010/10/01,790.095
2010/10/02,851.111
2010/10/03,851.521
2010/10/04,850.236
2010/10/05,854.741
2010/10/06,840.221
2010/10/07,823.917
2010/10/08,821.303
2010/10/09,821.473
2010/10/10,803.932
2010/10/11,789.2
2010/10/12,778.138
2010/10/13,778.82
2010/10/14,760.045
2010/10/15,740.091
2010/10/16,723.825
2010/10/17,703.353
2010/10/18,700.148
2010/10/19,724.883
2010/10/20,728.933
2010/10/21,739.383
2010/10/22,767.906
2010/10/23,771.366
2010/10/24,767.225
2010/10/25,754.887
2010/10/26,741.98
2010/10/27,747.551
2010/10/28,741.075
2010/10/29,735.124
2010/10/30,713.166
2010/10/31,696.841
2010/11/01,684.159
2010/11/02,663.784
2010/11/03,649.375
2010/11/04,635.397
2010/11/05,634.703
2010/11/06,622.635
2010/11/07,611.316
2010/11/08,621.138
2010/11/09,611.098
2010/11/10,601.868
2010/11/11,590.738
2010/11/12,577.583
2010/11/13,563.849
2010/11/14,558.437
2010/11/15,1084
2010/11/16,1716
2010/11/17,1632
2010/11/18,1610
2010/11/19,2442
2010/11/20,3508
2010/11/21,4337
2010/11/22,4093
2010/11/23,3872
2010/11/24,3972
2010/11/25,4324
2010/11/26,4164
2010/11/27,3938
2010/11/28,3725
2010/11/29,3524
2010/11/30,3333
2010/12/01,3169
2010/12/02,3004
2010/12/03,2849
2010/12/04,2698
2010/12/05,2550
2010/12/06,2413
2010/12/07,2300
2010/12/08,2187
2010/12/09,2083
2010/12/10,1988
2010/12/11,1917
2010/12/12,1856
2010/12/13,1844
2010/12/14,1787
2010/12/15,1726
2010/12/16,1666
2010/12/17,1617
2010/12/18,1564
2010/12/19,1524
2010/12/20,1530
2010/12/21,1486
2010/12/22,1464
2010/12/23,1437
2010/12/24,1403
2010/12/25,1372
2010/12/26,1352
2010/12/27,1331
2010/12/28,1312
2010/12/29,1285
2010/12/30,1265
2010/12/31,1239
2011/01/01,1226
2011/01/02,1208
2011/01/03,1285
2011/01/04,1311
2011/01/05,1380
2011/01/06,1385
2011/01/07,1399
2011/01/08,1450
2011/01/09,1490
2011/01/10,1536
2011/01/11,1581
2011/01/12,1597
2011/01/13,1619
2011/01/14,1642
2011/01/15,1654
2011/01/16,1651
2011/01/17,1626
2011/01/18,1635
2011/01/19,1633
2011/01/20,1614
2011/01/21,1646
2011/01/22,1738
2011/01/23,1764
2011/01/24,1794
2011/01/25,1780
2011/01/26,1768
2011/01/27,1770
2011/01/28,1785
2011/01/29,1859
2011/01/30,2149
2011/01/31,2201
2011/02/01,2220
2011/02/02,2194
2011/02/03,2145
2011/02/04,2100
2011/02/05,2060
2011/02/06,2035
2011/02/07,1984
2011/02/08,1952
2011/02/09,1946
2011/02/10,2053
2011/02/11,2163
2011/02/12,2215
2011/02/13,2244
2011/02/14,2338
2011/02/15,2373
2011/02/16,2382
2011/02/17,2411
2011/02/18,2464
2011/02/19,2499
2011/02/20,2518
2011/02/21,2536
2011/02/22,2575
2011/02/23,2588
2011/02/24,2622
2011/02/25,2629
2011/02/26,2598
2011/02/27,2615
2011/02/28,2683
2011/03/01,2942
2011/03/02,2994
2011/03/03,3121
2011/03/04,3117
2011/03/05,3107
2011/03/06,3053
2011/03/07,3045
2011/03/08,3132
2011/03/09,3180
2011/03/10,3288
2011/03/11,3381
2011/03/12,3553
2011/03/13,3757
2011/03/14,3999
2011/03/15,4268
2011/03/16,4437
2011/03/17,4578
2011/03/18,4678
2011/03/19,4892
2011/03/20,5231
2011/03/21,5582
2011/03/22,5605
2011/03/23,5832
2011/03/24,5785
2011/03/25,5685
2011/03/26,5839
2011/03/27,5887
2011/03/28,5913
2011/03/29,5892
2011/03/30,5772
2011/03/31,5649
2011/04/01,5506
2011/04/02,5374
2011/04/03,5250
2011/04/04,5205
2011/04/05,5117
2011/04/06,5073
2011/04/07,5005
2011/04/08,4944
2011/04/09,4879
2011/04/10,4809
2011/04/11,4800
2011/04/12,4848
2011/04/13,4842
2011/04/14,4931
2011/04/15,5066
2011/04/16,5132
2011/04/17,5093
2011/04/18,5238
2011/04/19,5426
2011/04/20,5658
2011/04/21,5589
2011/04/22,5508
2011/04/23,5502
2011/04/24,5516
2011/04/25,5542
2011/04/26,5600
2011/04/27,5921
2011/04/28,6020
2011/04/29,6062
2011/04/30,6285
2011/05/01,6480
2011/05/02,6431
2011/05/03,6405
2011/05/04,6372
2011/05/05,6385
2011/05/06,6365
2011/05/07,6361
2011/05/08,6293
2011/05/09,6279
2011/05/10,6384
2011/05/11,6427
2011/05/12,6551
2011/05/13,6730
2011/05/14,6787
2011/05/15,6844
2011/05/16,6915
2011/05/17,6942
2011/05/18,7017
2011/05/19,7305
2011/05/20,7439
2011/05/21,7535
2011/05/22,7571
2011/05/23,7605
2011/05/24,7604
2011/05/25,7660
2011/05/26,7782
2011/05/27,8004
2011/05/28,8306
2011/05/29,8456
2011/05/30,8831
2011/05/31,9363
2011/06/01,9694
2011/06/02,10103
2011/06/03,10740
2011/06/04,11123
2011/06/05,11418
2011/06/06,11857
2011/06/07,12448
2011/06/08,13619
2011/06/09,14254
2011/06/10,14693
2011/06/11,14870
2011/06/12,15371
2011/06/13,15775
2011/06/14,16211
2011/06/15,16413
2011/06/16,17296
2011/06/17,17881
2011/06/18,18289
2011/06/19,18532
2011/06/20,18524
2011/06/21,18346
2011/06/22,18239
2011/06/23,18145
2011/06/24,18255
2011/06/25,18880
2011/06/26,19518
2011/06/27,20345
2011/06/28,20835
2011/06/29,21041
2011/06/30,21043
2011/07/01,21389
2011/07/02,21418
2011/07/03,21367
2011/07/04,21522
2011/07/05,21993
2011/07/06,22515
2011/07/07,22938
2011/07/08,22870
2011/07/09,22862
2011/07/10,23231
2011/07/11,23484
2011/07/12,23559
2011/07/13,23313
2011/07/14,23503
2011/07/15,23296
2011/07/16,23310
2011/07/17,23191
2011/07/18,23432
2011/07/19,23805
2011/07/20,23936
2011/07/21,23955
2011/07/22,24038
2011/07/23,23931
2011/07/24,23780
2011/07/25,23935
2011/07/26,23775
2011/07/27,23584
2011/07/28,23609
2011/07/29,23289
2011/07/30,22886
2011/07/31,22677
2011/08/01,22665
2011/08/02,22818
2011/08/03,22771
2011/08/04,23045
2011/08/05,22991
2011/08/06,23183
2011/08/07,23129
2011/08/08,23387
