Date,transactions14ema
2010/07/17,861.552
2010/07/18,779.745
2010/07/19,722.979
2010/07/20,681.649
2010/07/21,624.895
2010/07/22,571.043
2010/07/23,523.837
2010/07/24,547.992
2010/07/25,687.193
2010/07/26,625.434
2010/07/27,576.71
2010/07/28,738.748
2010/07/29,865.182
2010/07/30,768.891
2010/07/31,678.639
2010/08/01,604.82
2010/08/02,544.978
2010/08/03,528.447
2010/08/04,484.121
2010/08/05,459.171
2010/08/06,426.215
2010/08/07,385.12
2010/08/08,359.371
2010/08/09,342.655
2010/08/10,316.834
2010/08/11,298.456
2010/08/12,281.995
2010/08/13,284.529
2010/08/14,266.992
2010/08/15,245.793
2010/08/16,253.821
2010/08/17,245.178
2010/08/18,245.021
2010/08/19,237.685
2010/08/20,236.66
2010/08/21,227.639
2010/08/22,217.82
2010/08/23,209.578
2010/08/24,203.501
2010/08/25,196.234
2010/08/26,191.136
2010/08/27,182.051
2010/08/28,180.311
2010/08/29,169.336
2010/08/30,170.758
2010/08/31,182.257
2010/09/01,187.689
2010/09/02,184.664
2010/09/03,180.709
2010/09/04,169.014
2010/09/05,165.946
2010/09/06,159.82
2010/09/07,154.777
2010/09/08,157.34
2010/09/09,161.561
2010/09/10,164.42
2010/09/11,161.831
2010/09/12,167.187
2010/09/13,180.228
2010/09/14,185.665
2010/09/15,195.709
2010/09/16,198.815
2010/09/17,192.706
2010/09/18,188.612
2010/09/19,182.93
2010/09/20,193.473
2010/09/21,252.743
2010/09/22,285.577
2010/09/23,303.634
2010/09/24,299.549
2010/09/25,302.943
2010/09/26,288.55
2010/09/27,299.944
2010/09/28,297.151
2010/09/29,365.664
2010/09/30,346.109
2010/10/01,357.295
2010/10/02,363.122
2010/10/03,348.706
2010/10/04,336.078
2010/10/05,323.934
2010/10/06,312.21
2010/10/07,294.582
2010/10/08,283.171
2010/10/09,277.815
2010/10/10,265.44
2010/10/11,254.448
2010/10/12,246.788
2010/10/13,238.95
2010/10/14,228.69
2010/10/15,218.331
2010/10/16,213.62
2010/10/17,210.071
2010/10/18,226.061
2010/10/19,284.987
2010/10/20,306.855
2010/10/21,314.741
2010/10/22,332.509
2010/10/23,333.774
2010/10/24,335.538
2010/10/25,318.399
2010/10/26,312.879
2010/10/27,318.496
2010/10/28,311.629
2010/10/29,302.612
2010/10/30,285.464
2010/10/31,264.469
2010/11/01,252.406
2010/11/02,233.419
2010/11/03,223.23
2010/11/04,212.266
2010/11/05,213.697
2010/11/06,208.671
2010/11/07,208.848
2010/11/08,213.001
2010/11/09,210.201
2010/11/10,208.041
2010/11/11,203.769
2010/11/12,192.2
2010/11/13,182.573
2010/11/14,179.563
2010/11/15,778.422
2010/11/16,1862
2010/11/17,1639
2010/11/18,1586
2010/11/19,2638
2010/11/20,3569
2010/11/21,4413
2010/11/22,3849
2010/11/23,3362
2010/11/24,3415
2010/11/25,3600
2010/11/26,3270
2010/11/27,2869
2010/11/28,2524
2010/11/29,2220
2010/11/30,1958
2010/12/01,1740
2010/12/02,1544
