Date,transactions3std
2011/01/30,1320
2011/01/31,1161
2011/02/01,1355
2011/02/02,414.955
2011/02/03,179.632
2011/02/04,114.554
2011/02/05,113.893
2011/02/06,90.613
2011/02/07,64.588
2011/02/08,46.6
2011/02/09,331.519
2011/02/10,979.187
2011/02/11,954.513
2011/02/12,380.452
2011/02/13,476.421
2011/02/14,151.871
2011/02/15,306.189
2011/02/16,160.424
2011/02/17,143.298
2011/02/18,158.804
2011/02/19,501.162
2011/02/20,359.292
2011/02/21,318.54
2011/02/22,215.45
2011/02/23,215.45
2011/02/24,98.968
2011/02/25,152.953
2011/02/26,189.556
2011/02/27,285.332
2011/02/28,388.766
2011/03/01,842.046
2011/03/02,870.975
2011/03/03,974.213
2011/03/04,1149
2011/03/05,1180
2011/03/06,11.776
2011/03/07,47.591
2011/03/08,488.637
2011/03/09,527.622
2011/03/10,612.163
2011/03/11,166.984
2011/03/12,1109
2011/03/13,914.75
2011/03/14,244.475
2011/03/15,176.879
2011/03/16,423.636
2011/03/17,399.623
2011/03/18,847.554
2011/03/19,856.623
2011/03/20,1378
2011/03/21,2192
2011/03/22,2930
2011/03/23,2967
2011/03/24,2215
2011/03/25,2356
2011/03/26,1214
2011/03/27,1134
2011/03/28,716.08
2011/03/29,361.932
2011/03/30,1013
2011/03/31,798.716
2011/04/01,403.499
2011/04/02,404.423
2011/04/03,198.544
2011/04/04,491.242
2011/04/05,411.211
2011/04/06,338.849
2011/04/07,322.698
2011/04/08,153.278
2011/04/09,58.976
2011/04/10,25.923
2011/04/11,194.28
2011/04/12,282.281
2011/04/13,329.804
2011/04/14,672.096
2011/04/15,695.024
2011/04/16,748.724
2011/04/17,159.223
2011/04/18,812.719
2011/04/19,1123
2011/04/20,556.678
2011/04/21,1384
2011/04/22,932.827
2011/04/23,303.606
2011/04/24,193.124
2011/04/25,260.678
2011/04/26,976.006
2011/04/27,1636
2011/04/28,1295
2011/04/29,1278
2011/04/30,1176
2011/05/01,776.543
2011/05/02,1144
2011/05/03,906.428
2011/05/04,241.11
2011/05/05,552.447
2011/05/06,542.445
2011/05/07,505.223
2011/05/08,817.499
2011/05/09,817.165
2011/05/10,488.356
2011/05/11,328.719
2011/05/12,250.143
2011/05/13,801.62
2011/05/14,817
2011/05/15,507.875
2011/05/16,556.372
2011/05/17,576.34
2011/05/18,1077
2011/05/19,919.474
2011/05/20,719.263
2011/05/21,209.713
2011/05/22,375.578
2011/05/23,587.674
2011/05/24,463.219
2011/05/25,422.552
2011/05/26,915.945
2011/05/27,1641
2011/05/28,1796
2011/05/29,234.358
2011/05/30,498.42
2011/05/31,1096
2011/06/01,964.292
2011/06/02,846.6
2011/06/03,1576
2011/06/04,1412
2011/06/05,285.453
2011/06/06,942.878
2011/06/07,891.227
2011/06/08,2395
2011/06/09,2803
2011/06/10,751.442
2011/06/11,1095
2011/06/12,1325
2011/06/13,1332
2011/06/14,2374
2011/06/15,2365
2011/06/16,1395
2011/06/17,1275
2011/06/18,1269
2011/06/19,209.28
2011/06/20,313.318
2011/06/21,1588
2011/06/22,1593
2011/06/23,1486
2011/06/24,882.711
2011/06/25,945.047
2011/06/26,983.199
2011/06/27,1796
2011/06/28,1433
2011/06/29,1437
2011/06/30,923.92
2011/07/01,810.61
2011/07/02,2127
2011/07/03,2286
2011/07/04,1360
2011/07/05,1008
2011/07/06,1263
2011/07/07,1355
2011/07/08,1659
2011/07/09,1100
2011/07/10,579.039
2011/07/11,2296
2011/07/12,2117
2011/07/13,1935
2011/07/14,815.754
2011/07/15,962.901
2011/07/16,772.584
2011/07/17,723.853
2011/07/18,526.657
2011/07/19,701.786
2011/07/20,277.187
2011/07/21,860.871
2011/07/22,729.483
2011/07/23,1283
2011/07/24,1283
2011/07/25,1690
2011/07/26,1134
2011/07/27,1274
2011/07/28,307.302
2011/07/29,708.776
2011/07/30,1563
2011/07/31,1532
2011/08/01,1812
2011/08/02,652.532
2011/08/03,888.464
2011/08/04,885.869
2011/08/05,790.209
2011/08/06,1216
2011/08/07,549.32
2011/08/08,467.216
2011/08/09,2136
2011/08/10,1587
2011/08/11,1320
2011/08/12,948.684
2011/08/13,347.603
2011/08/14,260.616
2011/08/15,894.25
2011/08/16,1766
2011/08/17,1581
2011/08/18,1963
2011/08/19,262.279
2011/08/20,362.647
2011/08/21,430.367
2011/08/22,519.313
2011/08/23,443.282
2011/08/24,450.908
2011/08/25,112.952
2011/08/26,143.037
2011/08/27,907.044
2011/08/28,1476
2011/08/29,2076
2011/08/30,2214
2011/08/31,676.923
2011/09/01,523.436
2011/09/02,227.912
2011/09/03,1136
2011/09/04,1166
2011/09/05,1170
2011/09/06,666.574
2011/09/07,719.346
2011/09/08,1072
2011/09/09,713.22
2011/09/10,1124
2011/09/11,1132
2011/09/12,500.606
2011/09/13,101.285
2011/09/14,339.344
2011/09/15,280.876
2011/09/16,233.786
2011/09/17,853.981
2011/09/18,639.308
2011/09/19,988.76
2011/09/20,1815
2011/09/21,1235
2011/09/22,1721
2011/09/23,1373
2011/09/24,494.636
2011/09/25,568.629
2011/09/26,82.817
2011/09/27,404.122
2011/09/28,398.44
2011/09/29,436.377
2011/09/30,339.153
2011/10/01,418.608
2011/10/02,683.089
2011/10/03,1256
2011/10/04,1195
2011/10/05,676.127
2011/10/06,129.227
2011/10/07,205.013
2011/10/08,409.072
2011/10/09,219.751
2011/10/10,428.344
2011/10/11,445.807
2011/10/12,70.073
2011/10/13,891.921
2011/10/14,962.644
2011/10/15,886.019
2011/10/16,906.696
2011/10/17,676.269
2011/10/18,817.085
2011/10/19,775.879
2011/10/20,378.633
2011/10/21,483.374
2011/10/22,490.209
2011/10/23,427.521
2011/10/24,651.216
2011/10/25,581.476
2011/10/26,643.797
2011/10/27,519.764
2011/10/28,491.864
2011/10/29,739.92
2011/10/30,524.354
2011/10/31,514.995
2011/11/01,646.173
2011/11/02,664.554
2011/11/03,410.843
2011/11/04,454.138
2011/11/05,500.339
2011/11/06,1234
2011/11/07,728.793
2011/11/08,779.761
2011/11/09,753.851
2011/11/10,478.961
2011/11/11,1294
2011/11/12,1340
2011/11/13,236.786
2011/11/14,652.074
2011/11/15,604.693
2011/11/16,154.437
2011/11/17,1044
2011/11/18,945.265
2011/11/19,355.179
2011/11/20,387.185
2011/11/21,337.745
2011/11/22,571.027
2011/11/23,718.243
2011/11/24,482.662
2011/11/25,482.662
2011/11/26,592.699
2011/11/27,588.558
2011/11/28,989.546
2011/11/29,1100
2011/11/30,728.76
2011/12/01,453.344
2011/12/02,494.035
2011/12/03,652.426
2011/12/04,784.596
2011/12/05,699.778
2011/12/06,2131
2011/12/07,1669
2011/12/08,1888
2011/12/09,457.841
2011/12/10,176.078
2011/12/11,364.843
2011/12/12,652.824
2011/12/13,450.985
2011/12/14,669.05
2011/12/15,666.374
2011/12/16,659.803
2011/12/17,255.689
2011/12/18,461.205
2011/12/19,1004
2011/12/20,1408
2011/12/21,607.331
2011/12/22,603.647
2011/12/23,232.736
2011/12/24,1058
2011/12/25,842.408
2011/12/26,785.17
2011/12/27,355.543
2011/12/28,512.253
2011/12/29,212.233
2011/12/30,192.944
2011/12/31,134.822
2012/01/01,112.929
2012/01/02,341.561
2012/01/03,625.993
2012/01/04,320.678
2012/01/05,1178
2012/01/06,1061
2012/01/07,936.484
2012/01/08,628.836
2012/01/09,425.717
2012/01/10,480.101
2012/01/11,850.016
2012/01/12,421.927
2012/01/13,367.225
2012/01/14,139.064
2012/01/15,481.623
2012/01/16,535.95
2012/01/17,521.355
2012/01/18,236.448
2012/01/19,194.038
2012/01/20,190.244
2012/01/21,473.135
2012/01/22,1212
2012/01/23,856.15
2012/01/24,1599
2012/01/25,1557
2012/01/26,1105
2012/01/27,1417
2012/01/28,572.9
2012/01/29,439.073
2012/01/30,404.407
2012/01/31,657.935
2012/02/01,648.496
2012/02/02,532.93
2012/02/03,561.532
2012/02/04,154.543
2012/02/05,367.362
2012/02/06,894.668
2012/02/07,746.678
2012/02/08,836.278
2012/02/09,439.361
2012/02/10,1199
2012/02/11,845.312
2012/02/12,1182
2012/02/13,817.643
2012/02/14,2038
2012/02/15,1346
2012/02/16,166.832
2012/02/17,2527
2012/02/18,2756
2012/02/19,685.812
2012/02/20,460.696
2012/02/21,426.222
2012/02/22,748.598
2012/02/23,1272
2012/02/24,910.183
2012/02/25,1408
2012/02/26,909.847
2012/02/27,743.146
2012/02/28,850.514
2012/02/29,33.744
2012/03/01,103.387
2012/03/02,864.47
2012/03/03,2020
2012/03/04,1996
2012/03/05,1512
2012/03/06,497.879
2012/03/07,494.736
2012/03/08,235.702
2012/03/09,138.593
2012/03/10,1140
2012/03/11,1123
2012/03/12,786.371
2012/03/13,1761
2012/03/14,1039
2012/03/15,877.05
2012/03/16,572.62
2012/03/17,551.276
2012/03/18,817.887
2012/03/19,705.42
2012/03/20,685.128
2012/03/21,271.897
2012/03/22,339.161
2012/03/23,663.028
2012/03/24,327.798
2012/03/25,141.487
2012/03/26,343.701
2012/03/27,410.614
2012/03/28,566.724
2012/03/29,721.071
2012/03/30,577.111
2012/03/31,1107
2012/04/01,1023
2012/04/02,773.73
2012/04/03,1790
2012/04/04,1021
2012/04/05,615.377
2012/04/06,380.863
2012/04/07,793.655
2012/04/08,681.809
2012/04/09,597.562
2012/04/10,2156
2012/04/11,1541
2012/04/12,511.51
2012/04/13,1030
2012/04/14,1068
2012/04/15,802.771
2012/04/16,950.431
2012/04/17,963.893
2012/04/18,724.792
2012/04/19,703.508
2012/04/20,578.179
2012/04/21,896.912
2012/04/22,1570
2012/04/23,751.295
2012/04/24,1072
2012/04/25,483.871
2012/04/26,2328
2012/04/27,2563
2012/04/28,2624
2012/04/29,401.082
2012/04/30,1732
2012/05/01,2073
2012/05/02,680.964
2012/05/03,3692
2012/05/04,3831
2012/05/05,1002
2012/05/06,2435
2012/05/07,6008
2012/05/08,6448
2012/05/09,815.531
2012/05/10,5348
2012/05/11,6168
2012/05/12,6537
2012/05/13,3780
2012/05/14,11519
2012/05/15,11135
2012/05/16,8422
2012/05/17,4543
2012/05/18,6616
2012/05/19,15138
2012/05/20,9031
2012/05/21,3637
2012/05/22,7577
2012/05/23,6625
2012/05/24,3387
2012/05/25,2001
2012/05/26,4707
2012/05/27,4695
2012/05/28,5398
2012/05/29,3234
2012/05/30,4025
2012/05/31,7199
2012/06/01,5146
2012/06/02,11703
2012/06/03,17378
2012/06/04,27354
2012/06/05,10966
2012/06/06,27575
2012/06/07,23394
2012/06/08,14123
2012/06/09,8690
2012/06/10,13733
2012/06/11,7478
2012/06/12,18572
2012/06/13,31829
2012/06/14,39000
2012/06/15,5891
2012/06/16,15396
2012/06/17,10752
2012/06/18,4310
2012/06/19,6528
2012/06/20,5556
2012/06/21,7531
2012/06/22,7160
2012/06/23,3791
2012/06/24,1161
2012/06/25,5996
2012/06/26,6773
2012/06/27,1809
2012/06/28,3819
2012/06/29,6524
2012/06/30,3566
2012/07/01,3282
2012/07/02,4802
2012/07/03,4804
2012/07/04,2147
2012/07/05,1259
2012/07/06,1882
2012/07/07,3236
2012/07/08,3979
2012/07/09,4319
2012/07/10,11962
2012/07/11,8210
2012/07/12,8924
2012/07/13,6455
2012/07/14,1565
2012/07/15,2922
2012/07/16,7057
2012/07/17,7228
2012/07/18,3171
2012/07/19,3408
2012/07/20,4859
2012/07/21,4735
2012/07/22,1960
2012/07/23,1917
2012/07/24,5405
2012/07/25,4669
2012/07/26,2819
2012/07/27,3271
2012/07/28,6630
2012/07/29,7305
2012/07/30,766.918
2012/07/31,6703
2012/08/01,9097
2012/08/02,9352
2012/08/03,4432
2012/08/04,4646
2012/08/05,4736
2012/08/06,5330
2012/08/07,4811
2012/08/08,8640
2012/08/09,9806
2012/08/10,10454
2012/08/11,3957
2012/08/12,5334
2012/08/13,14184
2012/08/14,13482
2012/08/15,15826
2012/08/16,15288
2012/08/17,10117
2012/08/18,7694
2012/08/19,3330
2012/08/20,1174
2012/08/21,5753
2012/08/22,5496
2012/08/23,8676
2012/08/24,5508
2012/08/25,1385
2012/08/26,3321
2012/08/27,3580
2012/08/28,3253
2012/08/29,3700
2012/08/30,3979
2012/08/31,6211
2012/09/01,6401
2012/09/02,6718
2012/09/03,5955
2012/09/04,5382
2012/09/05,2361
2012/09/06,2320
2012/09/07,8102
2012/09/08,10025
2012/09/09,2038
2012/09/10,2195
2012/09/11,5648
2012/09/12,8290
2012/09/13,9143
2012/09/14,7149
2012/09/15,7643
2012/09/16,7860
2012/09/17,3341
2012/09/18,6842
2012/09/19,7645
2012/09/20,1258
2012/09/21,1561
2012/09/22,8330
2012/09/23,7008
2012/09/24,6282
2012/09/25,4263
2012/09/26,6775
2012/09/27,6724
2012/09/28,4022
2012/09/29,7174
2012/09/30,10211
2012/10/01,3546
2012/10/02,10161
2012/10/03,6939
2012/10/04,5728
2012/10/05,7987
2012/10/06,3521
2012/10/07,3043
2012/10/08,4548
2012/10/09,2959
2012/10/10,5724
2012/10/11,6346
2012/10/12,2972
2012/10/13,4688
2012/10/14,4849
2012/10/15,4666
2012/10/16,5790
2012/10/17,3028
2012/10/18,5142
2012/10/19,5279
2012/10/20,4149
2012/10/21,12865
2012/10/22,11054
2012/10/23,9556
2012/10/24,10400
2012/10/25,4820
2012/10/26,8386
2012/10/27,8754
2012/10/28,4718
2012/10/29,4341
2012/10/30,10797
2012/10/31,7718
2012/11/01,5823
2012/11/02,4570
2012/11/03,4926
2012/11/04,4628
2012/11/05,7619
2012/11/06,7346
2012/11/07,4137
2012/11/08,4037
2012/11/09,9363
2012/11/10,6130
2012/11/11,2909
2012/11/12,3196
2012/11/13,3221
2012/11/14,4893
2012/11/15,8866
2012/11/16,8270
2012/11/17,5839
2012/11/18,5903
2012/11/19,3620
2012/11/20,2597
2012/11/21,2047
2012/11/22,6892
2012/11/23,7114
2012/11/24,2140
2012/11/25,5796
2012/11/26,6260
2012/11/27,8214
2012/11/28,8489
2012/11/29,9134
2012/11/30,7108
2012/12/01,6226
2012/12/02,10815
2012/12/03,11663
2012/12/04,10647
2012/12/05,10826
2012/12/06,4020
2012/12/07,4178
2012/12/08,4324
2012/12/09,1003
2012/12/10,3506
2012/12/11,4195
2012/12/12,512.022
2012/12/13,5434
2012/12/14,4750
2012/12/15,8410
2012/12/16,5441
2012/12/17,7160
2012/12/18,11793
2012/12/19,7198
2012/12/20,11462
2012/12/21,8225
2012/12/22,12519
2012/12/23,11843
2012/12/24,13970
2012/12/25,7258
2012/12/26,7162
2012/12/27,12261
2012/12/28,8771
2012/12/29,7408
2012/12/30,7795
2012/12/31,12559
2013/01/01,13715
2013/01/02,8115
2013/01/03,8784
2013/01/04,7648
2013/01/05,7526
2013/01/06,12751
2013/01/07,6534
2013/01/08,6201
2013/01/09,3781
2013/01/10,11570
2013/01/11,8914
2013/01/12,6568
2013/01/13,5787
2013/01/14,4190
2013/01/15,4409
2013/01/16,8350
2013/01/17,7112
2013/01/18,4783
2013/01/19,7133
2013/01/20,12069
2013/01/21,14389
2013/01/22,2777
2013/01/23,5100
2013/01/24,2577
2013/01/25,1988
2013/01/26,5069
2013/01/27,5636
2013/01/28,2964
2013/01/29,3299
2013/01/30,10118
2013/01/31,9831
2013/02/01,14885
2013/02/02,6438
2013/02/03,5645
2013/02/04,6051
2013/02/05,6662
2013/02/06,11049
2013/02/07,15313
2013/02/08,17460
2013/02/09,3140
2013/02/10,3765
2013/02/11,1177
2013/02/12,1741
2013/02/13,1232
2013/02/14,7449
2013/02/15,6674
2013/02/16,4220
2013/02/17,5048
2013/02/18,1473
2013/02/19,4316
2013/02/20,7644
2013/02/21,4394
2013/02/22,5153
2013/02/23,5226
2013/02/24,4410
2013/02/25,9046
2013/02/26,8201
2013/02/27,5078
2013/02/28,2201
2013/03/01,2973
2013/03/02,7588
2013/03/03,8928
2013/03/04,8444
2013/03/05,8120
2013/03/06,6220
2013/03/07,8116
2013/03/08,9015
2013/03/09,10443
2013/03/10,17089
2013/03/11,15771
2013/03/12,20743
2013/03/13,9185
2013/03/14,8429
2013/03/15,5203
2013/03/16,25032
2013/03/17,26442
2013/03/18,8272
2013/03/19,9192
2013/03/20,2554
2013/03/21,8811
2013/03/22,11840
2013/03/23,6351
2013/03/24,8051
2013/03/25,3161
2013/03/26,2137
2013/03/27,3957
2013/03/28,9857
2013/03/29,7960
2013/03/30,2511
2013/03/31,15977
2013/04/01,12463
2013/04/02,15762
2013/04/03,10252
2013/04/04,3166
2013/04/05,4514
2013/04/06,12549
2013/04/07,10279
2013/04/08,10384
2013/04/09,4373
2013/04/10,4333
2013/04/11,3803
2013/04/12,7950
2013/04/13,12352
2013/04/14,4259
2013/04/15,1607
2013/04/16,12079
2013/04/17,11618
2013/04/18,17254
2013/04/19,11071
2013/04/20,11465
2013/04/21,12972
2013/04/22,3464
2013/04/23,15240
2013/04/24,15462
2013/04/25,2843
2013/04/26,8295
2013/04/27,14933
2013/04/28,11621
2013/04/29,8402
2013/04/30,8118
2013/05/01,6314
2013/05/02,7341
2013/05/03,3735
2013/05/04,4447
2013/05/05,1077
2013/05/06,2866
2013/05/07,5229
2013/05/08,5143
2013/05/09,13455
2013/05/10,15945
2013/05/11,5784
2013/05/12,6658
2013/05/13,10257
2013/05/14,4759
2013/05/15,4505
2013/05/16,4346
2013/05/17,4466
2013/05/18,7550
2013/05/19,8960
2013/05/20,3761
2013/05/21,5358
2013/05/22,4201
2013/05/23,6610
2013/05/24,6370
2013/05/25,6941
2013/05/26,12359
2013/05/27,10711
2013/05/28,13836
2013/05/29,3538
2013/05/30,2080
2013/05/31,2627
2013/06/01,2935
2013/06/02,4136
2013/06/03,5004
2013/06/04,6556
2013/06/05,1435
2013/06/06,2446
2013/06/07,3559
2013/06/08,5293
2013/06/09,6301
2013/06/10,3296
2013/06/11,4652
2013/06/12,4041
2013/06/13,5312
2013/06/14,5752
2013/06/15,11709
2013/06/16,11708
2013/06/17,8507
2013/06/18,2882
2013/06/19,999.105
2013/06/20,5694
2013/06/21,5170
2013/06/22,6644
2013/06/23,7162
2013/06/24,5582
2013/06/25,5610
2013/06/26,1145
2013/06/27,1236
2013/06/28,3490
2013/06/29,11010
2013/06/30,15572
2013/07/01,6818
2013/07/02,7963
2013/07/03,3690
2013/07/04,4020
2013/07/05,1532
2013/07/06,2995
2013/07/07,5464
2013/07/08,7719
2013/07/09,9360
2013/07/10,1365
2013/07/11,3476
2013/07/12,7406
2013/07/13,8409
2013/07/14,11418
2013/07/15,2508
2013/07/16,3667
2013/07/17,3228
2013/07/18,1489
2013/07/19,3935
2013/07/20,6151
2013/07/21,2516
2013/07/22,5311
2013/07/23,3788
2013/07/24,3219
2013/07/25,3776
2013/07/26,4796
2013/07/27,5130
2013/07/28,438.461
2013/07/29,4455
2013/07/30,4392
2013/07/31,7122
2013/08/01,7716
2013/08/02,1785
2013/08/03,5253
2013/08/04,7270
2013/08/05,6668
2013/08/06,9575
2013/08/07,5396
2013/08/08,3259
2013/08/09,7696
2013/08/10,7117
2013/08/11,11684
2013/08/12,11886
2013/08/13,12711
2013/08/14,2356
2013/08/15,5555
2013/08/16,16183
2013/08/17,13070
2013/08/18,13833
2013/08/19,14008
2013/08/20,12208
2013/08/21,9179
2013/08/22,5128
2013/08/23,9479
2013/08/24,12818
2013/08/25,8937
2013/08/26,9605
2013/08/27,14704
2013/08/28,7251
2013/08/29,4718
2013/08/30,4756
2013/08/31,12895
2013/09/01,14697
2013/09/02,4048
2013/09/03,4897
2013/09/04,1442
2013/09/05,7723
2013/09/06,7347
2013/09/07,8284
2013/09/08,11837
2013/09/09,9127
2013/09/10,9198
2013/09/11,6911
2013/09/12,3473
2013/09/13,6120
2013/09/14,7710
2013/09/15,9023
2013/09/16,8856
2013/09/17,14347
2013/09/18,13095
2013/09/19,7330
2013/09/20,1300
2013/09/21,6541
2013/09/22,6997
2013/09/23,12902
2013/09/24,12504
2013/09/25,9146
2013/09/26,6627
2013/09/27,8950
2013/09/28,12587
2013/09/29,4881
2013/09/30,5112
2013/10/01,13178
2013/10/02,12314
2013/10/03,3910
2013/10/04,8531
2013/10/05,11518
2013/10/06,7646
2013/10/07,2151
2013/10/08,1952
2013/10/09,5501
2013/10/10,9550
2013/10/11,5326
2013/10/12,6152
2013/10/13,2096
2013/10/14,6793
2013/10/15,5173
2013/10/16,5600
2013/10/17,7253
2013/10/18,10680
2013/10/19,10593
2013/10/20,8398
2013/10/21,9005
2013/10/22,13083
2013/10/23,7933
2013/10/24,8577
2013/10/25,7060
2013/10/26,13049
2013/10/27,11514
2013/10/28,6065
2013/10/29,6516
2013/10/30,2193
2013/10/31,8538
2013/11/01,10914
2013/11/02,15817
2013/11/03,7807
2013/11/04,7954
2013/11/05,12898
2013/11/06,7872
2013/11/07,7390
2013/11/08,4736
2013/11/09,4542
2013/11/10,3305
2013/11/11,2112
2013/11/12,776.564
2013/11/13,6677
2013/11/14,9135
2013/11/15,6931
2013/11/16,18336
2013/11/17,11531
2013/11/18,28316
2013/11/19,34597
2013/11/20,13828
2013/11/21,17796
2013/11/22,5128
2013/11/23,4516
2013/11/24,13572
2013/11/25,10676
2013/11/26,18399
2013/11/27,19384
2013/11/28,13324
2013/11/29,7274
2013/11/30,19582
2013/12/01,15692
2013/12/02,3096
2013/12/03,4556
2013/12/04,3300
2013/12/05,4677
2013/12/06,9346
2013/12/07,13137
2013/12/08,21439
2013/12/09,17479
2013/12/10,17426
2013/12/11,3625
2013/12/12,8705
2013/12/13,7829
2013/12/14,5084
2013/12/15,6699
2013/12/16,15325
2013/12/17,15359
2013/12/18,12285
2013/12/19,11978
2013/12/20,13702
2013/12/21,11678
2013/12/22,10310
2013/12/23,2617
2013/12/24,2426
2013/12/25,1352
2013/12/26,4149
2013/12/27,3467
2013/12/28,3880
2013/12/29,3893
2013/12/30,6207
2013/12/31,5597
2014/01/01,10278
2014/01/02,9611
2014/01/03,14894
2014/01/04,7454
2014/01/05,7539
2014/01/06,12502
2014/01/07,7106
2014/01/08,5034
2014/01/09,3223
2014/01/10,6042
2014/01/11,4020
2014/01/12,4440
2014/01/13,4350
2014/01/14,5641
2014/01/15,6644
2014/01/16,4338
2014/01/17,4010
2014/01/18,6241
2014/01/19,9199
2014/01/20,12772
2014/01/21,20224
2014/01/22,8057
2014/01/23,7661
2014/01/24,2015
2014/01/25,10227
2014/01/26,11171
2014/01/27,10030
2014/01/28,10879
2014/01/29,5195
2014/01/30,5291
2014/01/31,892.467
2014/02/01,5397
2014/02/02,6523
2014/02/03,4187
2014/02/04,14539
2014/02/05,10604
2014/02/06,2320
2014/02/07,2665
2014/02/08,5046
2014/02/09,11443
2014/02/10,8918
2014/02/11,9846
2014/02/12,4659
2014/02/13,4870
2014/02/14,10468
2014/02/15,10651
2014/02/16,14746
2014/02/17,3739
2014/02/18,6482
2014/02/19,7548
2014/02/20,4982
2014/02/21,1420
2014/02/22,11036
2014/02/23,9534
2014/02/24,13631
2014/02/25,16709
2014/02/26,6264
2014/02/27,7859
2014/02/28,2496
2014/03/01,6740
2014/03/02,11116
2014/03/03,20772
2014/03/04,24934
2014/03/05,10310
2014/03/06,12498
2014/03/07,1748
2014/03/08,6623
2014/03/09,8695
2014/03/10,7376
2014/03/11,11590
2014/03/12,5056
2014/03/13,3257
2014/03/14,4677
2014/03/15,10910
2014/03/16,10242
2014/03/17,6258
2014/03/18,10034
2014/03/19,16203
2014/03/20,17349
2014/03/21,2387
2014/03/22,5333
2014/03/23,12555
2014/03/24,10993
