Date,top100cap90rsi
2010/07/17,79.691
2010/07/18,79.756
2010/07/19,78.999
2010/07/20,78.355
2010/07/21,78.431
2010/07/22,78.166
2010/07/23,77.424
2010/07/24,77.465
2010/07/25,77.297
2010/07/26,79.032
2010/07/27,79.142
2010/07/28,79.073
2010/07/29,79.103
2010/07/30,79.059
2010/07/31,78.562
2010/08/01,78.564
2010/08/02,78.027
2010/08/03,78.131
2010/08/04,77.333
2010/08/05,77.448
2010/08/06,77.172
2010/08/07,76.991
2010/08/08,76.814
2010/08/09,77.241
2010/08/10,76.709
2010/08/11,77.152
2010/08/12,76.113
2010/08/13,76.335
2010/08/14,75.811
2010/08/15,75.517
2010/08/16,75.868
2010/08/17,76.202
2010/08/18,75.918
2010/08/19,75.766
2010/08/20,75.882
2010/08/21,75.588
2010/08/22,75.631
2010/08/23,75.484
2010/08/24,75.594
2010/08/25,74.925
2010/08/26,74.918
2010/08/27,75.078
2010/08/28,74.376
2010/08/29,73.641
2010/08/30,73.173
2010/08/31,73.44
2010/09/01,73.155
2010/09/02,73.056
2010/09/03,72.966
2010/09/04,73.02
2010/09/05,73.25
2010/09/06,72.975
2010/09/07,72.658
2010/09/08,72.052
2010/09/09,71.79
2010/09/10,71.652
2010/09/11,71.277
2010/09/12,71.501
2010/09/13,70.148
2010/09/14,69.462
2010/09/15,69.016
2010/09/16,69.402
2010/09/17,71.46
2010/09/18,71.615
2010/09/19,72.066
2010/09/20,72.236
2010/09/21,71.95
2010/09/22,71.358
2010/09/23,72.05
2010/09/24,72.23
2010/09/25,72.622
2010/09/26,72.871
2010/09/27,73.984
2010/09/28,76.957
2010/09/29,76.886
2010/09/30,76.29
2010/10/01,76.01
2010/10/02,77.3
2010/10/03,77.299
2010/10/04,75.169
2010/10/05,75.336
2010/10/06,74.873
2010/10/07,76.132
2010/10/08,76.564
2010/10/09,77.088
2010/10/10,77.538
2010/10/11,76.802
2010/10/12,76.733
2010/10/13,77.032
2010/10/14,77.4
2010/10/15,76.769
2010/10/16,77.153
2010/10/17,77.213
2010/10/18,77.588
2010/10/19,76.153
2010/10/20,76.279
2010/10/21,76.14
2010/10/22,76.201
2010/10/23,76.218
2010/10/24,76.058
2010/10/25,76.067
2010/10/26,76.426
2010/10/27,76.647
2010/10/28,76.122
2010/10/29,75.24
2010/10/30,74.924
2010/10/31,75.127
2010/11/01,75.059
2010/11/02,75.134
2010/11/03,74.65
2010/11/04,74.617
2010/11/05,74.741
2010/11/06,74.932
2010/11/07,74.249
2010/11/08,75.972
2010/11/09,75.564
2010/11/10,74.339
2010/11/11,73.83
2010/11/12,73.645
2010/11/13,72.745
2010/11/14,72.985
2010/11/15,72.594
2010/11/16,72.306
2010/11/17,72.516
2010/11/18,72.033
2010/11/19,71.774
2010/11/20,72.125
2010/11/21,71.988
2010/11/22,71.891
2010/11/23,72.118
2010/11/24,72.443
2010/11/25,72.624
2010/11/26,72.641
2010/11/27,72.396
2010/11/28,72.352
2010/11/29,71.995
2010/11/30,72.413
2010/12/01,72.966
2010/12/02,73.669
2010/12/03,74.318
2010/12/04,74.457
2010/12/05,74.535
2010/12/06,72.757
2010/12/07,72.264
2010/12/08,72.273
2010/12/09,71.676
2010/12/10,71.82
2010/12/11,71.862
2010/12/12,71.432
2010/12/13,72.304
2010/12/14,71.892
2010/12/15,71.397
2010/12/16,70.992
2010/12/17,70.893
2010/12/18,70.555
2010/12/19,69.299
2010/12/20,69.463
2010/12/21,67.517
2010/12/22,67.697
2010/12/23,67.421
2010/12/24,67.152
2010/12/25,67.237
2010/12/26,66.898
2010/12/27,67.376
2010/12/28,66.888
2010/12/29,65.31
2010/12/30,64.786
2010/12/31,63.884
2011/01/01,63.561
2011/01/02,63.2
2011/01/03,63.204
2011/01/04,62.955
2011/01/05,63.162
2011/01/06,62.684
2011/01/07,62.385
2011/01/08,62.355
2011/01/09,62.424
2011/01/10,61.401
2011/01/11,61.875
2011/01/12,61.516
2011/01/13,61.867
2011/01/14,61.985
2011/01/15,61.643
2011/01/16,62.078
2011/01/17,62.2
2011/01/18,61.572
2011/01/19,60.791
2011/01/20,60.804
2011/01/21,60.811
2011/01/22,60.671
2011/01/23,61.68
2011/01/24,61.304
2011/01/25,60.96
2011/01/26,59.883
2011/01/27,70.32
2011/01/28,70.108
2011/01/29,69.92
2011/01/30,69.617
2011/01/31,69.154
2011/02/01,69.475
2011/02/02,68.44
2011/02/03,68.594
2011/02/04,68.203
2011/02/05,68.296
2011/02/06,67.411
2011/02/07,67.931
2011/02/08,67.164
2011/02/09,67.467
2011/02/10,67.118
2011/02/11,66.527
2011/02/12,66.13
2011/02/13,65.887
2011/02/14,65.487
2011/02/15,65.532
2011/02/16,65.113
2011/02/17,64.777
2011/02/18,64.155
2011/02/19,63.947
2011/02/20,64.293
2011/02/21,63.871
2011/02/22,62.915
2011/02/23,62.702
2011/02/24,62.239
2011/02/25,61.981
2011/02/26,61.812
