Date,mining_profitability3roc
2010/10/18,4.359
2010/10/19,-11.982
2010/10/20,4.96
2010/10/21,-43.663
2010/10/22,-39.605
2010/10/23,-31.858
2010/10/24,47.49
2010/10/25,7.634
2010/10/26,37.117
2010/10/27,22.955
2010/10/28,72.256
2010/10/29,19.519
2010/10/30,29.72
2010/10/31,-39.728
2010/11/01,-24.65
2010/11/02,-34.115
2010/11/03,21.541
2010/11/04,13.724
2010/11/05,27.331
2010/11/06,73.734
2010/11/07,83.664
2010/11/08,30.461
2010/11/09,-50.374
2010/11/10,-60.422
2010/11/11,-53.003
2010/11/12,-10.267
2010/11/13,36.475
2010/11/14,33.187
2010/11/15,11.385
2010/11/16,-21.961
2010/11/17,-17.348
2010/11/18,-9.425
2010/11/19,-46.469
2010/11/20,-28.103
2010/11/21,-14.719
2010/11/22,46.028
2010/11/23,-0.217
2010/11/24,5.35
2010/11/25,7.137
2010/11/26,5.216
2010/11/27,-12.733
2010/11/28,-11.645
2010/11/29,-0.614
2010/11/30,-25.831
2010/12/01,-31.789
2010/12/02,-28.117
2010/12/03,7.574
2010/12/04,9.014
2010/12/05,-9.209
2010/12/06,-13.758
2010/12/07,-10.276
2010/12/08,12.327
2010/12/09,-12.566
2010/12/10,-48.274
2010/12/11,-35.487
2010/12/12,-27.058
2010/12/13,11.029
2010/12/14,12.851
2010/12/15,26.952
2010/12/16,17.488
2010/12/17,-11.687
2010/12/18,-7.088
2010/12/19,16.923
2010/12/20,-2.158
2010/12/21,8.366
2010/12/22,-30.222
2010/12/23,-6.811
2010/12/24,-20.841
2010/12/25,21.68
2010/12/26,-0.668
2010/12/27,10.985
2010/12/28,-0.775
2010/12/29,12.633
2010/12/30,11.444
2010/12/31,10.613
2011/01/01,10.673
2011/01/02,-5.353
2011/01/03,-17.297
2011/01/04,-17.092
2011/01/05,-5.831
2011/01/06,-0.86
2011/01/07,20.18
2011/01/08,-1.102
2011/01/09,24.912
2011/01/10,-11.28
2011/01/11,13.413
2011/01/12,-4.842
2011/01/13,9.711
2011/01/14,5.094
2011/01/15,3.449
2011/01/16,5.45
2011/01/17,-6.579
2011/01/18,-22.56
2011/01/19,-17.76
2011/01/20,-1.034
2011/01/21,28.224
2011/01/22,33.549
2011/01/23,14.121
2011/01/24,24.836
2011/01/25,-10.989
2011/01/26,-5.68
2011/01/27,-25.317
2011/01/28,-7.891
2011/01/29,-4.462
2011/01/30,6.847
2011/01/31,28.929
2011/02/01,23.982
2011/02/02,58.085
2011/02/03,29.797
2011/02/04,44.736
2011/02/05,17.707
2011/02/06,24.997
2011/02/07,15.226
2011/02/08,-14.447
2011/02/09,0.418
2011/02/10,-10.044
2011/02/11,22.451
2011/02/12,-1.757
2011/02/13,3.459
2011/02/14,2.742
2011/02/15,8.174
2011/02/16,3.128
2011/02/17,-6.481
2011/02/18,-37.198
2011/02/19,-48.691
2011/02/20,-29.601
2011/02/21,-16.571
2011/02/22,11.572
2011/02/23,1.741
2011/02/24,6.475
2011/02/25,9.005
2011/02/26,5.641
2011/02/27,-27.032
2011/02/28,-49.499
2011/03/01,-48.539
2011/03/02,1.367
2011/03/03,37.603
2011/03/04,21.899
2011/03/05,2.135
2011/03/06,-12.523
2011/03/07,-26.427
2011/03/08,-18.91
2011/03/09,-18.564
2011/03/10,-26.087
2011/03/11,-18.65
2011/03/12,-2.453
2011/03/13,8.165
2011/03/14,-4.009
2011/03/15,-4.956
2011/03/16,9.613
2011/03/17,1.834
2011/03/18,-21.983
2011/03/19,-11.656
2011/03/20,-9.299
2011/03/21,8.368
2011/03/22,-11.256
2011/03/23,14.683
2011/03/24,3.368
2011/03/25,58.35
2011/03/26,-8.529
2011/03/27,9.414
2011/03/28,-9.908
2011/03/29,0.28
2011/03/30,0.258
2011/03/31,-4.559
2011/04/01,-5.979
2011/04/02,-2.444
2011/04/03,-6.974
2011/04/04,-3.396
2011/04/05,-8.734
2011/04/06,-29.251
2011/04/07,-13.946
2011/04/08,-4.314
2011/04/09,6.146
2011/04/10,6.888
2011/04/11,-5.971
2011/04/12,13.734
2011/04/13,16.264
2011/04/14,18.529
2011/04/15,14.706
2011/04/16,21.97
2011/04/17,25.592
2011/04/18,5.45
2011/04/19,1.987
2011/04/20,-12.762
2011/04/21,2.081
2011/04/22,11.726
2011/04/23,40.368
2011/04/24,47.632
2011/04/25,24.47
2011/04/26,5.956
2011/04/27,7.003
2011/04/28,16.803
2011/04/29,60.641
2011/04/30,54.671
2011/05/01,30.084
2011/05/02,2.736
2011/05/03,1.609
2011/05/04,9.486
2011/05/05,8.647
2011/05/06,5.698
2011/05/07,-0.612
2011/05/08,12.032
2011/05/09,5.567
2011/05/10,-16.691
2011/05/11,2.55
2011/05/12,7.28
2011/05/13,92.444
2011/05/14,37.901
2011/05/15,17.727
2011/05/16,1.038
2011/05/17,-3.15
2011/05/18,7.659
2011/05/19,-56.288
2011/05/20,-45.313
2011/05/21,-44.441
2011/05/22,19.639
2011/05/23,16.193
2011/05/24,21.728
2011/05/25,23.389
2011/05/26,-6.571
2011/05/27,-52.828
2011/05/28,-44.738
2011/05/29,-27.65
2011/05/30,29.023
2011/05/31,7.946
2011/06/01,12.286
2011/06/02,22.296
2011/06/03,47.57
2011/06/04,71.219
2011/06/05,76.067
2011/06/06,22.989
2011/06/07,-14.893
2011/06/08,20.671
2011/06/09,55.451
2011/06/10,35.857
2011/06/11,-22.444
2011/06/12,-49.336
2011/06/13,-28.964
2011/06/14,-3.944
2011/06/15,1.752
2011/06/16,-50.057
2011/06/17,-48.204
2011/06/18,-31.948
2011/06/19,23.406
2011/06/20,5.362
2011/06/21,5.508
2011/06/22,-6.279
2011/06/23,-3.2
2011/06/24,-32.68
2011/06/25,-43.358
2011/06/26,-36.591
2011/06/27,-6.02
2011/06/28,14.628
2011/06/29,2.217
2011/06/30,-2.205
2011/07/01,-15.138
2011/07/02,-12.66
2011/07/03,-13.1
2011/07/04,4.493
2011/07/05,-20.433
2011/07/06,-8.019
2011/07/07,-22.536
2011/07/08,25.833
2011/07/09,-16.137
2011/07/10,3.409
2011/07/11,-10.55
2011/07/12,2.835
2011/07/13,14.36
2011/07/14,-19.041
2011/07/15,4.795
2011/07/16,-18.116
2011/07/17,17.787
2011/07/18,-3.838
2011/07/19,-11.212
2011/07/20,-5.837
2011/07/21,-9.098
2011/07/22,10.75
2011/07/23,-9.004
2011/07/24,5.792
2011/07/25,1.863
2011/07/26,10.589
2011/07/27,-7.858
2011/07/28,-10.093
2011/07/29,-5.93
2011/07/30,1.537
2011/07/31,11.251
2011/08/01,-16.827
2011/08/02,-16.723
2011/08/03,-31.225
2011/08/04,-30.412
2011/08/05,-13.497
2011/08/06,-30.104
2011/08/07,-19.504
2011/08/08,-24.012
2011/08/09,24.713
2011/08/10,31.228
2011/08/11,17.572
2011/08/12,-0.667
2011/08/13,-2.131
2011/08/14,15.997
2011/08/15,9.191
2011/08/16,38.242
2011/08/17,-0.753
2011/08/18,8.627
2011/08/19,-13.194
2011/08/20,17.426
2011/08/21,14.994
2011/08/22,0.773
2011/08/23,-18.912
2011/08/24,-16.314
2011/08/25,-3.198
2011/08/26,-11.795
2011/08/27,-22.963
2011/08/28,-16.795
2011/08/29,10.229
2011/08/30,14.45
2011/08/31,0.131
2011/09/01,-20.478
2011/09/02,1.051
2011/09/03,-2.154
2011/09/04,7.256
2011/09/05,-6.057
2011/09/06,-13.099
2011/09/07,-23.293
2011/09/08,-18.426
2011/09/09,-11.887
2011/09/10,-30.138
2011/09/11,-29.171
2011/09/12,-0.056
2011/09/13,36.696
2011/09/14,19.16
2011/09/15,-11.442
2011/09/16,-28.987
2011/09/17,-8.952
2011/09/18,-10.427
2011/09/19,12.877
2011/09/20,20.409
2011/09/21,16.283
2011/09/22,15.398
2011/09/23,-18.303
2011/09/24,-3.506
2011/09/25,-4.232
2011/09/26,2.092
2011/09/27,-15.869
2011/09/28,1.063
2011/09/29,-13.157
2011/09/30,2.754
2011/10/01,13.559
2011/10/02,1.643
2011/10/03,16.65
2011/10/04,-28.204
2011/10/05,27.382
2011/10/06,-20.7
2011/10/07,16.045
2011/10/08,-34.431
2011/10/09,-0.646
2011/10/10,-16.384
2011/10/11,-9.314
2011/10/12,-0.255
2011/10/13,1.972
2011/10/14,52.374
2011/10/15,-1.459
2011/10/16,-3.552
2011/10/17,-31.051
2011/10/18,-33.078
2011/10/19,-29.692
2011/10/20,-27.705
2011/10/21,-5.793
2011/10/22,7.933
2011/10/23,48.246
2011/10/24,37.911
2011/10/25,-0.692
2011/10/26,-19.445
2011/10/27,-18.919
2011/10/28,22.265
2011/10/29,23.886
2011/10/30,43.22
2011/10/31,25.093
2011/11/01,28.909
2011/11/02,7.741
2011/11/03,-14.024
2011/11/04,-0.695
2011/11/05,-11.497
2011/11/06,2.471
2011/11/07,-13.431
2011/11/08,11.751
2011/11/09,5.013
2011/11/10,-11.623
2011/11/11,-14.953
2011/11/12,9.22
2011/11/13,13.18
2011/11/14,-4.553
2011/11/15,-27.938
2011/11/16,-23.096
2011/11/17,-7.808
2011/11/18,-9.527
2011/11/19,-18.013
2011/11/20,8.824
2011/11/21,-11.212
2011/11/22,30.344
2011/11/23,-12.896
2011/11/24,16.677
2011/11/25,11.014
2011/11/26,3.748
2011/11/27,5.611
2011/11/28,-2.088
2011/11/29,18.306
2011/11/30,50.03
2011/12/01,29.261
2011/12/02,1.31
2011/12/03,-1.821
2011/12/04,-15.744
2011/12/05,13.798
2011/12/06,-1.627
2011/12/07,1.8
2011/12/08,13.085
2011/12/09,-7.274
2011/12/10,1.938
2011/12/11,4.236
2011/12/12,-1.111
2011/12/13,15.188
2011/12/14,-8.357
2011/12/15,-10.917
2011/12/16,-5.964
2011/12/17,7.211
2011/12/18,13.076
2011/12/19,15.276
2011/12/20,-4.709
2011/12/21,29.766
2011/12/22,12.483
2011/12/23,6.953
2011/12/24,3.459
2011/12/25,11.777
2011/12/26,8.82
2011/12/27,-14.171
2011/12/28,-5.521
2011/12/29,-5.385
2011/12/30,33.758
2011/12/31,1.609
2012/01/01,33.764
2012/01/02,11.558
2012/01/03,14.141
2012/01/04,-3.963
2012/01/05,24.386
2012/01/06,39.289
2012/01/07,42.987
2012/01/08,0.882
2012/01/09,-10.24
2012/01/10,-21.984
2012/01/11,-2.826
2012/01/12,-4.426
2012/01/13,15.397
2012/01/14,-4.225
2012/01/15,-1.745
2012/01/16,15.837
2012/01/17,-12.358
2012/01/18,-20.894
2012/01/19,-12.89
2012/01/20,14.838
2012/01/21,25.452
2012/01/22,-20.335
2012/01/23,-2.539
2012/01/24,-6.927
2012/01/25,2.866
2012/01/26,-15.625
2012/01/27,-13.083
2012/01/28,-8.721
2012/01/29,5.433
2012/01/30,3.854
2012/01/31,-6.946
2012/02/01,-6.063
2012/02/02,19.081
2012/02/03,12.533
2012/02/04,3.719
2012/02/05,-20.214
2012/02/06,-6.637
2012/02/07,-13.254
2012/02/08,6.697
2012/02/09,6.945
2012/02/10,0.843
2012/02/11,4.819
2012/02/12,-5.744
2012/02/13,-11.217
2012/02/14,-17.412
2012/02/15,-20.968
2012/02/16,-13.045
2012/02/17,-7.672
2012/02/18,2.211
2012/02/19,-4.409
2012/02/20,-15.263
2012/02/21,-3.339
2012/02/22,15.577
2012/02/23,20.612
2012/02/24,17.501
2012/02/25,4.547
2012/02/26,-5.318
2012/02/27,-2.712
2012/02/28,5.363
2012/02/29,8.165
2012/03/01,-6.393
2012/03/02,-17.569
2012/03/03,-14.206
2012/03/04,-0.053
2012/03/05,13.024
2012/03/06,1.829
2012/03/07,4.987
2012/03/08,-5.885
2012/03/09,10.605
2012/03/10,-13.988
2012/03/11,-3.281
2012/03/12,-0.127
2012/03/13,11.129
2012/03/14,4.386
2012/03/15,-0.021
2012/03/16,15.959
2012/03/17,12.216
2012/03/18,-1.858
2012/03/19,-22.799
2012/03/20,-8.138
2012/03/21,-7.937
2012/03/22,4.524
2012/03/23,-12.751
2012/03/24,15.443
2012/03/25,-12.887
2012/03/26,1.834
2012/03/27,-10.155
2012/03/28,13.11
2012/03/29,-3.836
2012/03/30,-3.382
2012/03/31,0.323
2012/04/01,-2.14
2012/04/02,-17.089
2012/04/03,1.967
2012/04/04,5.372
2012/04/05,11.786
2012/04/06,4.528
2012/04/07,-3.648
2012/04/08,8.8
2012/04/09,-14.999
2012/04/10,7.196
2012/04/11,-9.933
2012/04/12,-2.176
2012/04/13,-1.82
2012/04/14,18.911
2012/04/15,-0.435
2012/04/16,20.378
2012/04/17,-9.743
2012/04/18,16.443
2012/04/19,-3.374
2012/04/20,4.163
2012/04/21,8.372
2012/04/22,-10.88
2012/04/23,-8.114
2012/04/24,-3.372
2012/04/25,-2.46
2012/04/26,22.279
2012/04/27,-1.7
2012/04/28,10.006
2012/04/29,0.959
2012/04/30,2.424
2012/05/01,-5.408
2012/05/02,-14.15
2012/05/03,0.597
2012/05/04,5.355
2012/05/05,15.236
2012/05/06,-4.406
2012/05/07,1.246
2012/05/08,-9.096
2012/05/09,-5.549
2012/05/10,-28.133
2012/05/11,3.274
2012/05/12,-17.27
2012/05/13,22.243
2012/05/14,-13.539
2012/05/15,8.28
2012/05/16,1.459
2012/05/17,-2.564
2012/05/18,14.175
2012/05/19,1.905
2012/05/20,2.042
2012/05/21,-14.636
2012/05/22,-7.404
2012/05/23,9.961
2012/05/24,8.65
2012/05/25,13.676
2012/05/26,8.712
2012/05/27,12.431
2012/05/28,-3.036
2012/05/29,-11.48
2012/05/30,2.091
2012/05/31,-1.258
2012/06/01,19.463
2012/06/02,-0.129
2012/06/03,0.777
2012/06/04,-8.2
2012/06/05,4.885
2012/06/06,5.568
2012/06/07,4.243
2012/06/08,-0.807
2012/06/09,14.004
2012/06/10,1.386
2012/06/11,-14.842
2012/06/12,6.23
2012/06/13,-1.98
2012/06/14,34.894
2012/06/15,-2.829
2012/06/16,19.024
2012/06/17,0.011
2012/06/18,13.041
2012/06/19,-22.19
2012/06/20,8.947
2012/06/21,-11.56
2012/06/22,26.165
2012/06/23,-11.888
2012/06/24,-18.418
2012/06/25,-4.003
2012/06/26,-3.327
2012/06/27,23.455
2012/06/28,-5.359
2012/06/29,6.605
2012/06/30,-5.782
2012/07/01,8.091
2012/07/02,-1.799
2012/07/03,10.559
2012/07/04,-11.086
2012/07/05,-4.538
2012/07/06,-2.855
2012/07/07,11.763
2012/07/08,-1.949
2012/07/09,0.474
2012/07/10,2.256
2012/07/11,4.138
2012/07/12,14.663
2012/07/13,13.673
2012/07/14,13.786
2012/07/15,-13.561
2012/07/16,3.765
2012/07/17,17.657
2012/07/18,18.844
2012/07/19,-8.695
2012/07/20,-2.546
2012/07/21,-2.341
2012/07/22,12.545
2012/07/23,-12.728
2012/07/24,4.373
2012/07/25,-4.214
2012/07/26,8.722
2012/07/27,7.755
2012/07/28,-10.734
2012/07/29,13.75
2012/07/30,-15.605
2012/07/31,-3.325
2012/08/01,-12.594
2012/08/02,24.069
2012/08/03,26.823
2012/08/04,15.028
2012/08/05,-7.349
2012/08/06,2.851
2012/08/07,11.172
2012/08/08,12.897
2012/08/09,5.208
2012/08/10,-11.178
2012/08/11,1.791
2012/08/12,-4.063
2012/08/13,4.45
2012/08/14,-6.113
2012/08/15,11.777
2012/08/16,5.217
2012/08/17,1.095
2012/08/18,-4.909
2012/08/19,-10.878
2012/08/20,-29.542
2012/08/21,-23.987
2012/08/22,-10.554
2012/08/23,18.83
2012/08/24,-0.504
2012/08/25,-5.788
2012/08/26,4.418
2012/08/27,-5.158
2012/08/28,5.646
2012/08/29,-2.853
2012/08/30,4.61
2012/08/31,-10.374
2012/09/01,-8.88
2012/09/02,4.457
2012/09/03,-5.099
2012/09/04,11.322
2012/09/05,0.98
2012/09/06,7.655
2012/09/07,-12.962
2012/09/08,-13.896
2012/09/09,5.194
2012/09/10,-0.643
2012/09/11,0.521
2012/09/12,3.399
2012/09/13,-6.195
2012/09/14,14.597
2012/09/15,-5.747
2012/09/16,22.179
2012/09/17,0.685
2012/09/18,-0.42
2012/09/19,-10.204
2012/09/20,4.277
2012/09/21,5.309
2012/09/22,-6.586
2012/09/23,-4.16
2012/09/24,-6.911
2012/09/25,-2.637
2012/09/26,-1.718
2012/09/27,13.799
2012/09/28,8.283
2012/09/29,3.763
2012/09/30,-11.953
2012/10/01,-6.124
2012/10/02,1.898
2012/10/03,-6.736
2012/10/04,10.19
2012/10/05,-9.458
2012/10/06,16.215
2012/10/07,-16.586
2012/10/08,6.456
2012/10/09,-21.61
2012/10/10,11.084
2012/10/11,-16.812
2012/10/12,11.124
2012/10/13,1.616
2012/10/14,-5.059
2012/10/15,7.461
2012/10/16,-3.866
2012/10/17,4.493
2012/10/18,-4.241
2012/10/19,-13.666
2012/10/20,15.679
2012/10/21,-8.715
2012/10/22,16.306
2012/10/23,-22.558
2012/10/24,10.485
2012/10/25,-6.204
2012/10/26,11.775
2012/10/27,-22.083
2012/10/28,-3.272
2012/10/29,-10.629
2012/10/30,-5.059
2012/10/31,-3.091
2012/11/01,-0.512
2012/11/02,3.866
2012/11/03,-4.482
2012/11/04,-1.182
2012/11/05,6.462
2012/11/06,-5.408
2012/11/07,9.079
2012/11/08,-7.336
2012/11/09,10.035
2012/11/10,-14.268
2012/11/11,7.669
2012/11/12,-10.154
2012/11/13,14.034
2012/11/14,-6.059
2012/11/15,5.728
2012/11/16,3.637
2012/11/17,5.911
2012/11/18,2.799
2012/11/19,7.79
2012/11/20,-0.338
2012/11/21,8.799
2012/11/22,-13.194
2012/11/23,23.429
2012/11/24,-3.4
2012/11/25,8.207
2012/11/26,-12.526
2012/11/27,1.532
2012/11/28,-12.726
2012/11/29,-51.356
2012/11/30,-52.872
2012/12/01,-35.364
2012/12/02,-3.805
2012/12/03,10.384
2012/12/04,-18.496
2012/12/05,20.547
2012/12/06,10.862
2012/12/07,17.376
2012/12/08,-5.441
2012/12/09,-6.909
2012/12/10,7.24
2012/12/11,6.57
2012/12/12,-1.298
2012/12/13,-1.913
2012/12/14,-10.65
2012/12/15,16.633
2012/12/16,-8.061
2012/12/17,20.792
2012/12/18,-11.01
2012/12/19,8.922
2012/12/20,-17.282
2012/12/21,8.751
2012/12/22,12.319
2012/12/23,-12.424
2012/12/24,0.468
2012/12/25,-17.41
2012/12/26,52.066
2012/12/27,4.456
2012/12/28,21.45
2012/12/29,-12.43
2012/12/30,13.082
2012/12/31,-10.094
2013/01/01,3.808
2013/01/02,-11.088
2013/01/03,8.298
2013/01/04,0.592
2013/01/05,-7.124
2013/01/06,1.592
2013/01/07,8.455
2013/01/08,-12.194
2013/01/09,-8.765
2013/01/10,-6.985
2013/01/11,6.95
2013/01/12,8.181
2013/01/13,0.528
2013/01/14,21.721
2013/01/15,-15.69
2013/01/16,3.619
2013/01/17,-15.931
2013/01/18,28.798
2013/01/19,13.827
2013/01/20,16.555
2013/01/21,-7.035
2013/01/22,3.058
2013/01/23,8.549
2013/01/24,36.597
2013/01/25,-2.638
2013/01/26,28.971
2013/01/27,-7.64
2013/01/28,8.077
2013/01/29,1.806
2013/01/30,10.995
2013/01/31,26.965
2013/02/01,-8.993
2013/02/02,1.093
2013/02/03,6.831
2013/02/04,3.875
2013/02/05,-2.035
2013/02/06,-24.911
2013/02/07,9.851
2013/02/08,6.661
2013/02/09,16.889
2013/02/10,9.068
2013/02/11,3.675
2013/02/12,2.85
2013/02/13,12.841
2013/02/14,1.196
2013/02/15,22.637
2013/02/16,-0.863
2013/02/17,13.6
2013/02/18,-24.239
2013/02/19,-7.98
2013/02/20,11.421
2013/02/21,13.344
2013/02/22,8.86
2013/02/23,-13.524
2013/02/24,0.583
2013/02/25,6.981
2013/02/26,0.675
2013/02/27,11.618
2013/02/28,-8.068
2013/03/01,4.468
2013/03/02,-10.898
2013/03/03,-2.97
2013/03/04,-2.448
2013/03/05,-0.424
2013/03/06,16.137
2013/03/07,25.041
2013/03/08,27.651
2013/03/09,11.105
2013/03/10,4.928
2013/03/11,0.53
2013/03/12,1.067
2013/03/13,-4.418
2013/03/14,2.363
2013/03/15,-14.269
2013/03/16,-5.686
2013/03/17,-0.097
2013/03/18,3.432
2013/03/19,2.359
2013/03/20,38.962
2013/03/21,44.142
2013/03/22,43.173
2013/03/23,-3.069
2013/03/24,-23.363
2013/03/25,-30.521
2013/03/26,-18.032
2013/03/27,12.899
2013/03/28,53.707
2013/03/29,18.57
2013/03/30,14.233
2013/03/31,-6.217
2013/04/01,11.668
2013/04/02,20.96
2013/04/03,26.973
2013/04/04,21.568
2013/04/05,24.533
2013/04/06,0.809
2013/04/07,7.226
2013/04/08,1.749
2013/04/09,49.628
2013/04/10,30.743
2013/04/11,-29.949
2013/04/12,-52.369
2013/04/13,-46.401
2013/04/14,-18.511
2013/04/15,-7.776
2013/04/16,-25.148
2013/04/17,-13.388
2013/04/18,-16.827
2013/04/19,25.541
2013/04/20,37.588
2013/04/21,35.622
2013/04/22,-2.195
2013/04/23,2.446
2013/04/24,12.897
2013/04/25,40.866
2013/04/26,2.722
2013/04/27,-13.896
2013/04/28,-8.971
2013/04/29,0.213
2013/04/30,-0.591
2013/05/01,-18.433
2013/05/02,-26.314
2013/05/03,-21.079
2013/05/04,-10.763
2013/05/05,17.001
2013/05/06,8.149
2013/05/07,-1.583
2013/05/08,-14.474
2013/05/09,-0.274
2013/05/10,3.623
2013/05/11,10.657
2013/05/12,-4.464
2013/05/13,-10.24
2013/05/14,-21.19
2013/05/15,-11.763
2013/05/16,-3.798
2013/05/17,12.008
2013/05/18,13.478
2013/05/19,-0.958
2013/05/20,-10.282
2013/05/21,8.17
2013/05/22,5.608
2013/05/23,23.231
2013/05/24,-0.758
2013/05/25,7.612
2013/05/26,-8.181
2013/05/27,-2.475
2013/05/28,-6.804
2013/05/29,0.595
2013/05/30,2.149
2013/05/31,-2.974
2013/06/01,9.781
2013/06/02,-11.963
2013/06/03,2.719
2013/06/04,-12.376
2013/06/05,-17.869
2013/06/06,-26.497
2013/06/07,-27.347
2013/06/08,-4.746
2013/06/09,-18.18
2013/06/10,-10.053
2013/06/11,-3.773
2013/06/12,17.423
2013/06/13,-3.586
2013/06/14,-7.814
2013/06/15,-13.727
2013/06/16,-1.775
2013/06/17,-31.511
2013/06/18,-19.813
2013/06/19,-6.632
2013/06/20,24.349
2013/06/21,16.543
2013/06/22,-7.979
2013/06/23,-13.305
2013/06/24,-14.329
2013/06/25,-5.38
2013/06/26,1.926
2013/06/27,4.159
2013/06/28,-8.17
2013/06/29,-10.473
2013/06/30,-25.455
2013/07/01,-14.369
2013/07/02,-15.829
2013/07/03,6.802
2013/07/04,-14.188
2013/07/05,-5.136
2013/07/06,-22.06
2013/07/07,-9.855
2013/07/08,-2.447
2013/07/09,0.697
2013/07/10,20.327
2013/07/11,-16.782
2013/07/12,-12.362
2013/07/13,-3.311
2013/07/14,16.511
2013/07/15,17.135
2013/07/16,-7.466
2013/07/17,9.902
2013/07/18,-9.101
2013/07/19,-2.96
2013/07/20,-13.572
2013/07/21,12.183
2013/07/22,-18.642
2013/07/23,-23.58
2013/07/24,-10.369
2013/07/25,1.848
2013/07/26,15.502
2013/07/27,-0.167
2013/07/28,-2.626
2013/07/29,10.4
2013/07/30,2.958
2013/07/31,15.346
2013/08/01,-10.142
2013/08/02,1.04
2013/08/03,-16.825
2013/08/04,-6.175
2013/08/05,-20.401
2013/08/06,7.316
2013/08/07,-3.826
2013/08/08,8.253
2013/08/09,-13.709
2013/08/10,3.265
2013/08/11,-8.692
2013/08/12,4.811
2013/08/13,-15.644
2013/08/14,-25.373
2013/08/15,-19.834
2013/08/16,-15.682
2013/08/17,5.158
2013/08/18,-0.344
2013/08/19,-0.833
2013/08/20,4.506
2013/08/21,3.989
2013/08/22,20.428
2013/08/23,-6.969
2013/08/24,-10.417
2013/08/25,-30.521
2013/08/26,-10.776
2013/08/27,-5.241
2013/08/28,23.175
2013/08/29,2.268
2013/08/30,8.653
2013/08/31,3.294
2013/09/01,4.125
2013/09/02,-0.788
2013/09/03,-4.549
2013/09/04,-28.348
2013/09/05,-22.908
2013/09/06,-29.54
2013/09/07,-9.895
2013/09/08,-4.47
2013/09/09,11.993
2013/09/10,15.571
2013/09/11,6.568
2013/09/12,-4.454
2013/09/13,3.748
2013/09/14,-0.127
2013/09/15,-30.81
2013/09/16,-30.326
2013/09/17,-14.133
2013/09/18,21.58
2013/09/19,12.201
2013/09/20,-10.06
2013/09/21,-11.792
2013/09/22,-1.332
2013/09/23,-5.592
2013/09/24,1.627
2013/09/25,-12.071
2013/09/26,-32.802
2013/09/27,-20.694
2013/09/28,-8.852
2013/09/29,12.456
2013/09/30,-3.866
2013/10/01,-3.471
2013/10/02,1.531
2013/10/03,-12.656
2013/10/04,-10.865
2013/10/05,9.089
2013/10/06,-11.263
2013/10/07,-17.145
2013/10/08,-26.856
2013/10/09,0.879
2013/10/10,10.826
2013/10/11,0.36
2013/10/12,12.293
2013/10/13,-4.487
2013/10/14,9.558
2013/10/15,0.804
2013/10/16,-16.619
2013/10/17,-32.338
2013/10/18,-19.537
2013/10/19,9.459
2013/10/20,16.851
2013/10/21,6.175
2013/10/22,17.493
2013/10/23,27.19
2013/10/24,11.008
2013/10/25,-8.601
2013/10/26,-45.653
2013/10/27,-31.544
2013/10/28,-28.076
2013/10/29,24.479
2013/10/30,12.836
2013/10/31,11.039
2013/11/01,9.705
2013/11/02,-10.036
2013/11/03,-1.913
2013/11/04,1.367
2013/11/05,13.7
2013/11/06,-1.638
2013/11/07,-7.936
2013/11/08,5.771
2013/11/09,44.327
2013/11/10,22.736
2013/11/11,5.746
