Date,transactionvalue3trxUSD
2010/10/19,-3.214
2010/10/20,-4.758
2010/10/21,-2.51
2010/10/22,-4.93
2010/10/23,-11.867
2010/10/24,-10.647
2010/10/25,2.411
2010/10/26,14.83
2010/10/27,21.109
2010/10/28,21.487
2010/10/29,6.69
2010/10/30,-3.409
2010/10/31,-3.969
2010/11/01,-7.749
2010/11/02,-3.735
2010/11/03,-3.306
2010/11/04,19.566
2010/11/05,4.489
2010/11/06,16.952
2010/11/07,15.008
2010/11/08,52.328
2010/11/09,11.916
2010/11/10,-5.712
2010/11/11,-14.67
2010/11/12,-18.003
2010/11/13,-17.93
2010/11/14,-17.589
2010/11/15,-18.579
2010/11/16,-20.126
2010/11/17,-11.351
2010/11/18,-12.413
2010/11/19,-18.708
2010/11/20,-21.697
2010/11/21,-23.25
2010/11/22,0.96
2010/11/23,29.901
2010/11/24,4.096
2010/11/25,-10.531
2010/11/26,-3.406
2010/11/27,1.081
2010/11/28,2.084
2010/11/29,6.005
2010/11/30,15.082
2010/12/01,12.269
2010/12/02,13.836
2010/12/03,4.202
2010/12/04,8.281
2010/12/05,-3.049
2010/12/06,7.739
2010/12/07,8.072
2010/12/08,-2.561
2010/12/09,-6.507
2010/12/10,-9.378
2010/12/11,-0.973
2010/12/12,-3.06
2010/12/13,20.18
2010/12/14,18.319
2010/12/15,12.391
2010/12/16,6.491
2010/12/17,1.146
2010/12/18,0.907
2010/12/19,2.102
2010/12/20,-4.089
2010/12/21,-1.963
2010/12/22,-2.676
2010/12/23,-3.41
2010/12/24,-4.099
2010/12/25,1.957
2010/12/26,0.652
2010/12/27,4.174
2010/12/28,-1.849
2010/12/29,8
2010/12/30,3.068
2010/12/31,-1.161
2011/01/01,-5.499
2011/01/02,-7.566
2011/01/03,-10.268
2011/01/04,-13.419
2011/01/05,-15.182
2011/01/06,-13.591
2011/01/07,-8.491
2011/01/08,-6.828
2011/01/09,-8.042
2011/01/10,0.075
2011/01/11,9.591
2011/01/12,5.521
2011/01/13,11.571
2011/01/14,9.134
2011/01/15,5.408
2011/01/16,5.163
2011/01/17,3.849
2011/01/18,11.174
2011/01/19,2.853
2011/01/20,-3.022
2011/01/21,-4.937
2011/01/22,-5.076
2011/01/23,1.811
2011/01/24,0.673
2011/01/25,0.541
2011/01/26,1.316
2011/01/27,241.133
2011/01/28,34.312
2011/01/29,-0.717
2011/01/30,-8.594
2011/01/31,-10.198
2011/02/01,-8.36
2011/02/02,-3.56
2011/02/03,-4.81
2011/02/04,-8.458
2011/02/05,-4.925
2011/02/06,-0.43
2011/02/07,16.092
2011/02/08,7.362
2011/02/09,5.364
2011/02/10,5.096
2011/02/11,4.36
2011/02/12,-1.389
2011/02/13,-6.222
2011/02/14,-7.119
2011/02/15,-10.017
2011/02/16,-13.366
2011/02/17,-12.363
2011/02/18,-7.166
2011/02/19,7.764
2011/02/20,14.412
2011/02/21,12.794
2011/02/22,15.852
2011/02/23,15.496
2011/02/24,6.926
2011/02/25,-0.686
2011/02/26,-4.49
2011/02/27,-5.867
2011/02/28,-7.489
2011/03/01,30.774
2011/03/02,124.487
2011/03/03,24.021
2011/03/04,-0.636
2011/03/05,-13.117
2011/03/06,-18.189
2011/03/07,-18.916
2011/03/08,-19.128
2011/03/09,-14.118
2011/03/10,-1.506
2011/03/11,0.123
2011/03/12,-7.536
2011/03/13,-10.373
2011/03/14,-10.237
2011/03/15,-13.033
2011/03/16,-13.869
2011/03/17,-13.338
2011/03/18,-7.54
2011/03/19,-9.153
2011/03/20,-11.432
2011/03/21,-13.744
2011/03/22,2.244
2011/03/23,5.215
2011/03/24,19.591
2011/03/25,28.128
2011/03/26,15.699
2011/03/27,1.722
2011/03/28,-6.967
2011/03/29,-11.722
2011/03/30,-8.738
2011/03/31,-5.377
2011/04/01,-5.867
2011/04/02,-5.378
2011/04/03,-6.083
2011/04/04,-3.224
2011/04/05,-2.421
2011/04/06,-3.568
2011/04/07,0.557
2011/04/08,4.755
2011/04/09,7.708
2011/04/10,1.149
2011/04/11,-3.748
2011/04/12,-0.073
2011/04/13,6.356
2011/04/14,3.943
2011/04/15,1.56
2011/04/16,27.776
2011/04/17,120.321
2011/04/18,24.636
2011/04/19,55.063
2011/04/20,92.478
2011/04/21,21.429
2011/04/22,-4.517
2011/04/23,-15.524
2011/04/24,-21.452
2011/04/25,-24.811
2011/04/26,-25.063
2011/04/27,-22.527
2011/04/28,-18.287
2011/04/29,25.678
2011/04/30,22.214
2011/05/01,4.229
2011/05/02,-5.663
2011/05/03,-4.835
2011/05/04,5.521
2011/05/05,0.059
2011/05/06,3.162
2011/05/07,0.443
2011/05/08,24.629
2011/05/09,7.055
2011/05/10,24.544
2011/05/11,9.676
2011/05/12,1.622
2011/05/13,11.102
2011/05/14,75.331
2011/05/15,22.336
2011/05/16,0.426
2011/05/17,-10.039
2011/05/18,-16.429
2011/05/19,-18.835
2011/05/20,-15.021
2011/05/21,-1.602
2011/05/22,14.327
2011/05/23,7.092
2011/05/24,-1.2
2011/05/25,-4.486
2011/05/26,-4.788
2011/05/27,5.698
2011/05/28,-0.736
2011/05/29,-3.931
2011/05/30,-5.55
2011/05/31,-6.351
2011/06/01,-6.655
2011/06/02,-2.926
2011/06/03,10.894
2011/06/04,15.687
2011/06/05,19.087
2011/06/06,22.648
2011/06/07,15.155
2011/06/08,16.069
2011/06/09,14.821
2011/06/10,14.353
2011/06/11,15.383
2011/06/12,11.88
2011/06/13,6.404
2011/06/14,2.687
2011/06/15,26.248
2011/06/16,58.061
2011/06/17,15.425
2011/06/18,-3.608
2011/06/19,1.338
2011/06/20,-5.995
2011/06/21,-0.702
2011/06/22,-6.732
2011/06/23,-9.049
2011/06/24,6.551
2011/06/25,50.138
2011/06/26,21.903
2011/06/27,-0.271
2011/06/28,3.2
2011/06/29,-2.893
2011/06/30,-10.473
2011/07/01,-16.314
2011/07/02,-19.217
2011/07/03,-21.44
2011/07/04,-18.487
2011/07/05,-19.856
2011/07/06,-20.405
2011/07/07,-19.564
2011/07/08,-19.337
2011/07/09,15.919
2011/07/10,36.798
2011/07/11,12.23
2011/07/12,2.167
2011/07/13,-0.035
2011/07/14,4.96
2011/07/15,-3.859
2011/07/16,-4.598
2011/07/17,-9.599
2011/07/18,13.891
2011/07/19,19.874
2011/07/20,0.678
2011/07/21,-3.417
2011/07/22,-3.077
2011/07/23,-8.303
2011/07/24,-12.623
2011/07/25,-6.662
2011/07/26,-1.524
2011/07/27,2.817
2011/07/28,28.183
2011/07/29,7.702
2011/07/30,-7.112
2011/07/31,-13.033
2011/08/01,-15.461
2011/08/02,-17.639
2011/08/03,-18.204
2011/08/04,-19.033
2011/08/05,-14.684
2011/08/06,-12.826
2011/08/07,-12.279
2011/08/08,3.501
2011/08/09,38.033
2011/08/10,23.719
2011/08/11,3.824
2011/08/12,-7.583
2011/08/13,-13.327
2011/08/14,-12.293
2011/08/15,-12.224
2011/08/16,-11.814
2011/08/17,-9.636
2011/08/18,-4.123
2011/08/19,5.389
2011/08/20,-0.79
2011/08/21,-5.582
2011/08/22,-6.899
2011/08/23,0.448
2011/08/24,9.655
2011/08/25,5.166
2011/08/26,-3.151
2011/08/27,65.665
2011/08/28,16.484
2011/08/29,-4.804
2011/08/30,-14.187
2011/08/31,-17.673
2011/09/01,-16.865
2011/09/02,-15.555
2011/09/03,-12.966
2011/09/04,37.805
2011/09/05,58.483
2011/09/06,46.479
2011/09/07,9.754
2011/09/08,-7.219
2011/09/09,-15.807
2011/09/10,-20.821
2011/09/11,-14.957
2011/09/12,-10.846
2011/09/13,-12.093
2011/09/14,-13.988
2011/09/15,-15.26
2011/09/16,-7.264
2011/09/17,-6.042
2011/09/18,-7.95
2011/09/19,-8.135
2011/09/20,-7.806
2011/09/21,-4.74
2011/09/22,-3.034
2011/09/23,-1.141
2011/09/24,-3.351
2011/09/25,-2.235
2011/09/26,-1.844
2011/09/27,2.61
2011/09/28,2.265
2011/09/29,1.144
2011/09/30,-1.347
2011/10/01,4.087
2011/10/02,3.767
2011/10/03,2.178
2011/10/04,2.88
2011/10/05,2.496
2011/10/06,5.286
2011/10/07,1.322
2011/10/08,-4.571
2011/10/09,-7.265
2011/10/10,-7.874
2011/10/11,-6.945
2011/10/12,-5.775
2011/10/13,-2.826
2011/10/14,-4.247
2011/10/15,-0.508
2011/10/16,-1.878
2011/10/17,0.543
2011/10/18,-2.364
2011/10/19,-6.242
2011/10/20,-7.563
2011/10/21,0.692
2011/10/22,9.506
2011/10/23,11.581
2011/10/24,2.277
2011/10/25,-2.477
2011/10/26,-2.496
2011/10/27,3.371
2011/10/28,4.306
2011/10/29,2.994
2011/10/30,-4.153
2011/10/31,-3.178
2011/11/01,1.705
2011/11/02,0.168
2011/11/03,-3.265
2011/11/04,-4.447
2011/11/05,-6.723
2011/11/06,-8.448
2011/11/07,-7.854
2011/11/08,23.697
2011/11/09,26.651
2011/11/10,5.987
2011/11/11,-3.928
2011/11/12,-8.835
2011/11/13,-11.275
2011/11/14,-10.486
2011/11/15,-9.895
2011/11/16,38.74
2011/11/17,85.003
2011/11/18,71.167
2011/11/19,38.985
2011/11/20,8.726
2011/11/21,-2.444
2011/11/22,0.967
2011/11/23,-4.728
2011/11/24,-7.794
2011/11/25,-11.258
2011/11/26,-8.015
2011/11/27,-3.312
2011/11/28,12.338
2011/11/29,16.786
2011/11/30,27.111
2011/12/01,8.614
2011/12/02,12.503
2011/12/03,7.261
2011/12/04,1.127
2011/12/05,-3.318
2011/12/06,3.39
2011/12/07,8.885
2011/12/08,7.093
2011/12/09,-3.003
2011/12/10,-11.668
2011/12/11,-16.755
2011/12/12,-19.1
2011/12/13,-22.031
2011/12/14,-23.232
2011/12/15,-21.807
2011/12/16,-18.618
2011/12/17,-16.369
2011/12/18,-14.115
2011/12/19,-9.667
2011/12/20,-4.003
2011/12/21,3.571
2011/12/22,2.055
2011/12/23,-4.218
2011/12/24,-4.445
2011/12/25,-4.572
2011/12/26,8.868
2011/12/27,15.37
2011/12/28,3.408
2011/12/29,2.446
2011/12/30,-3.272
2011/12/31,-6.588
2012/01/01,-3.293
2012/01/02,-3.791
2012/01/03,-4.922
2012/01/04,0.535
2012/01/05,15.198
2012/01/06,19.227
2012/01/07,7.479
2012/01/08,1.22
2012/01/09,1.535
2012/01/10,-1.136
2012/01/11,-2.93
2012/01/12,-3.311
2012/01/13,-2.192
2012/01/14,-3.089
2012/01/15,-4.614
2012/01/16,-0.693
2012/01/17,1.314
2012/01/18,-0.673
2012/01/19,-0.993
2012/01/20,-1.302
2012/01/21,-2.726
2012/01/22,-2.637
2012/01/23,-3.021
2012/01/24,-1.52
2012/01/25,-0.861
2012/01/26,0.869
2012/01/27,-0.318
2012/01/28,-3.895
2012/01/29,-3.079
2012/01/30,-1.946
2012/01/31,-1.91
2012/02/01,3.18
2012/02/02,2.87
2012/02/03,2.124
2012/02/04,0.217
2012/02/05,-1.033
2012/02/06,-1.54
2012/02/07,-3.048
2012/02/08,-3.957
2012/02/09,-5.589
2012/02/10,-5.381
2012/02/11,1.416
2012/02/12,1.372
2012/02/13,1.852
2012/02/14,21.022
2012/02/15,22.73
2012/02/16,20.168
2012/02/17,12.477
2012/02/18,3.388
2012/02/19,-5.415
2012/02/20,-9.407
2012/02/21,-11.266
2012/02/22,-4.879
2012/02/23,-1.334
2012/02/24,0.588
2012/02/25,-1.774
2012/02/26,-4.58
2012/02/27,-6.106
2012/02/28,-6.179
2012/02/29,-6.597
2012/03/01,3.376
2012/03/02,4.412
2012/03/03,2.812
2012/03/04,6.68
2012/03/05,0.207
2012/03/06,-3.513
2012/03/07,-4.758
2012/03/08,-0.56
2012/03/09,4.603
2012/03/10,2.896
2012/03/11,2.672
2012/03/12,5.145
2012/03/13,2.047
2012/03/14,3.1
2012/03/15,2.009
2012/03/16,0.095
2012/03/17,-1.969
2012/03/18,-3.77
2012/03/19,-3.812
2012/03/20,-2.944
2012/03/21,-1.824
2012/03/22,5.816
2012/03/23,13.831
2012/03/24,11.878
2012/03/25,0.83
2012/03/26,-3.855
2012/03/27,-4.321
2012/03/28,-2.048
2012/03/29,8.654
2012/03/30,11.049
2012/03/31,9.213
2012/04/01,3.328
2012/04/02,-0.437
2012/04/03,-2.088
2012/04/04,-2.43
2012/04/05,0.758
2012/04/06,-2.247
2012/04/07,-7.956
2012/04/08,6.991
2012/04/09,19.847
2012/04/10,6.154
2012/04/11,6.029
2012/04/12,3.233
2012/04/13,-1.714
2012/04/14,-3.799
2012/04/15,0.124
2012/04/16,4.188
2012/04/17,1.983
2012/04/18,-1.87
2012/04/19,-6.54
2012/04/20,15.518
2012/04/21,10.547
2012/04/22,2.804
2012/04/23,-4.422
2012/04/24,-8.841
2012/04/25,-7.28
2012/04/26,-0.397
2012/04/27,5.676
2012/04/28,0.429
2012/04/29,-2.967
2012/04/30,-5.087
2012/05/01,-6.367
2012/05/02,-6.045
2012/05/03,-6.992
2012/05/04,-7.84
2012/05/05,-6.141
2012/05/06,-8.269
2012/05/07,-1.195
2012/05/08,17.746
2012/05/09,12.71
2012/05/10,3.032
2012/05/11,-4.289
2012/05/12,2.01
2012/05/13,-0.595
2012/05/14,-4.954
2012/05/15,2.298
2012/05/16,9.531
2012/05/17,12.39
2012/05/18,0.012
2012/05/19,-10.882
2012/05/20,-13.946
2012/05/21,-7.304
2012/05/22,5.696
2012/05/23,-0.648
2012/05/24,-8.686
2012/05/25,-7.689
2012/05/26,12.011
2012/05/27,4.48
2012/05/28,-2.712
2012/05/29,-1.925
2012/05/30,-1.847
2012/05/31,15.338
2012/06/01,8.186
2012/06/02,6.696
2012/06/03,-4.531
2012/06/04,-6.088
2012/06/05,-4.71
2012/06/06,3.686
2012/06/07,7.038
2012/06/08,16.054
2012/06/09,-0.639
2012/06/10,-7.159
2012/06/11,-7.89
2012/06/12,-1.08
2012/06/13,-7.15
2012/06/14,-7.239
2012/06/15,-7.288
2012/06/16,-1.911
2012/06/17,-7.583
2012/06/18,-6.326
2012/06/19,-4.592
2012/06/20,-3.897
2012/06/21,-6.118
2012/06/22,5.668
2012/06/23,19.918
2012/06/24,11.845
2012/06/25,1.861
2012/06/26,-4.108
2012/06/27,-5.069
2012/06/28,7.197
2012/06/29,9.966
2012/06/30,1.412
2012/07/01,-2.707
2012/07/02,-7.407
2012/07/03,-7.074
2012/07/04,0.289
2012/07/05,4.44
2012/07/06,-0.415
2012/07/07,13.598
2012/07/08,0.867
2012/07/09,-0.786
2012/07/10,-3.52
2012/07/11,-8.706
2012/07/12,-7.397
2012/07/13,4.492
2012/07/14,12.15
2012/07/15,2.715
2012/07/16,-0.096
2012/07/17,0.929
2012/07/18,-2.256
2012/07/19,-6.07
2012/07/20,-6.914
2012/07/21,-0.85
2012/07/22,-1.077
2012/07/23,1.629
2012/07/24,2.198
2012/07/25,-3.167
2012/07/26,2.611
2012/07/27,7.653
2012/07/28,2.028
2012/07/29,-5.599
2012/07/30,-10.286
2012/07/31,-0.765
2012/08/01,7.848
2012/08/02,5.966
2012/08/03,3.541
2012/08/04,1.388
2012/08/05,2.828
2012/08/06,2.724
2012/08/07,4.675
2012/08/08,-0.51
2012/08/09,-2.183
2012/08/10,0.431
2012/08/11,-0.353
2012/08/12,-1.277
2012/08/13,-3.432
2012/08/14,-2.647
2012/08/15,-3.88
2012/08/16,-0.395
2012/08/17,8.369
2012/08/18,7.407
2012/08/19,23.372
2012/08/20,39.238
2012/08/21,18.934
2012/08/22,14.917
2012/08/23,14.824
2012/08/24,21.367
2012/08/25,5.949
2012/08/26,-3.944
2012/08/27,-3.039
2012/08/28,2.036
2012/08/29,18.598
2012/08/30,16.581
2012/08/31,5.214
2012/09/01,-1.786
2012/09/02,-6.388
2012/09/03,-11.803
2012/09/04,-10.869
2012/09/05,-3.854
2012/09/06,21.794
2012/09/07,30.211
2012/09/08,10.822
2012/09/09,-4.189
2012/09/10,6.471
2012/09/11,12.418
2012/09/12,7.224
2012/09/13,15.69
2012/09/14,9.595
2012/09/15,-1.813
2012/09/16,-1.331
2012/09/17,1.736
2012/09/18,-0.271
2012/09/19,14.914
2012/09/20,8.33
2012/09/21,10.388
2012/09/22,6.403
2012/09/23,-4.47
2012/09/24,-10.649
2012/09/25,-17.65
2012/09/26,-22.62
2012/09/27,-25.577
2012/09/28,-25.271
2012/09/29,-24.397
2012/09/30,-21.159
2012/10/01,-17.07
2012/10/02,-13.213
2012/10/03,-11.703
2012/10/04,-12.169
2012/10/05,-4.828
2012/10/06,-1.29
2012/10/07,-2.276
2012/10/08,-4.437
2012/10/09,-7.015
2012/10/10,-10.15
2012/10/11,-6.945
2012/10/12,9.518
2012/10/13,14.242
2012/10/14,5.254
2012/10/15,-5.217
2012/10/16,0.712
2012/10/17,11.224
2012/10/18,17.145
2012/10/19,13.168
2012/10/20,6.008
2012/10/21,-2.475
2012/10/22,-7.483
2012/10/23,-4.9
2012/10/24,-5.302
2012/10/25,-6.584
2012/10/26,-8.549
2012/10/27,0.325
2012/10/28,-1.987
2012/10/29,-5.256
2012/10/30,10.596
2012/10/31,18.703
2012/11/01,12.872
2012/11/02,-3.259
2012/11/03,-5.461
2012/11/04,-2.476
2012/11/05,-2.834
2012/11/06,-5.002
2012/11/07,-7.221
2012/11/08,-9.536
2012/11/09,-11.415
2012/11/10,-15.623
2012/11/11,-17.621
2012/11/12,-16.781
2012/11/13,-10.07
2012/11/14,1.491
2012/11/15,19.366
2012/11/16,31.516
2012/11/17,23.921
2012/11/18,10.856
2012/11/19,-0.854
2012/11/20,-5.486
2012/11/21,-10.855
2012/11/22,-7.528
2012/11/23,-6.139
2012/11/24,-3.699
2012/11/25,-7.227
2012/11/26,-6.358
2012/11/27,2.477
2012/11/28,7.326
2012/11/29,1.979
2012/11/30,-3.584
2012/12/01,-8.823
2012/12/02,-0.074
2012/12/03,18.107
2012/12/04,21.931
2012/12/05,19.927
2012/12/06,15.779
2012/12/07,6.929
2012/12/08,-4.456
2012/12/09,-7.845
2012/12/10,-11.23
2012/12/11,-8.822
2012/12/12,8.696
2012/12/13,15.479
2012/12/14,10.698
2012/12/15,1.609
2012/12/16,-3.546
2012/12/17,-6.793
2012/12/18,-6.994
2012/12/19,-10.672
2012/12/20,-12.483
2012/12/21,-9.192
2012/12/22,-8.448
2012/12/23,-8.97
2012/12/24,-6.554
2012/12/25,-7.309
2012/12/26,-9.16
2012/12/27,-9.009
2012/12/28,-5.544
2012/12/29,-0.626
2012/12/30,-2.948
2012/12/31,11.483
2013/01/01,17.961
2013/01/02,16.81
2013/01/03,9.78
2013/01/04,7.261
2013/01/05,6.973
2013/01/06,0.297
2013/01/07,-2.55
2013/01/08,2.442
2013/01/09,1.092
2013/01/10,-4.609
2013/01/11,-7.696
2013/01/12,-9.732
2013/01/13,-11.343
2013/01/14,-8.267
2013/01/15,5.227
2013/01/16,10.399
2013/01/17,9.014
2013/01/18,5.133
2013/01/19,0.065
2013/01/20,-1.97
2013/01/21,-2.282
2013/01/22,0.808
2013/01/23,11.071
2013/01/24,7.433
2013/01/25,2.422
2013/01/26,-2.549
2013/01/27,-4.474
2013/01/28,-2.042
2013/01/29,6.997
2013/01/30,18.727
2013/01/31,7.747
2013/02/01,0.634
2013/02/02,-4.618
2013/02/03,-7.588
2013/02/04,-2.909
2013/02/05,1.556
2013/02/06,6.181
2013/02/07,1.892
2013/02/08,2.115
2013/02/09,1.148
2013/02/10,-2.257
2013/02/11,-4.395
2013/02/12,-5.342
2013/02/13,-5.606
2013/02/14,-0.049
2013/02/15,0.853
2013/02/16,1.501
2013/02/17,0.734
2013/02/18,0.884
2013/02/19,2.729
2013/02/20,0.345
2013/02/21,-1.981
2013/02/22,0.874
2013/02/23,0.889
2013/02/24,4.638
2013/02/25,5.048
2013/02/26,3.231
2013/02/27,1.751
2013/02/28,0.627
2013/03/01,1.865
2013/03/02,3.136
2013/03/03,-1.979
2013/03/04,-5.89
2013/03/05,5.411
2013/03/06,15.095
2013/03/07,9.272
2013/03/08,2.923
2013/03/09,-1.712
2013/03/10,-4.354
2013/03/11,-4.824
2013/03/12,4.112
2013/03/13,6
2013/03/14,1.909
2013/03/15,34.701
2013/03/16,31.246
2013/03/17,7.859
2013/03/18,15.757
2013/03/19,7.559
2013/03/20,2.776
2013/03/21,0.438
2013/03/22,-4.119
2013/03/23,-6.008
2013/03/24,-8.794
2013/03/25,-4.049
2013/03/26,3.69
2013/03/27,15.827
2013/03/28,9.556
2013/03/29,1.421
2013/03/30,0.422
2013/03/31,2.715
2013/04/01,1.371
2013/04/02,8.567
2013/04/03,11.537
2013/04/04,9.466
2013/04/05,7.042
2013/04/06,1.982
2013/04/07,-4.202
2013/04/08,-1.873
2013/04/09,7.716
2013/04/10,18.094
2013/04/11,7.189
2013/04/12,-3.073
2013/04/13,-9.125
2013/04/14,-14.358
2013/04/15,-15.934
2013/04/16,-13.977
2013/04/17,-8.94
2013/04/18,43.728
2013/04/19,19.192
2013/04/20,2.07
2013/04/21,-5.871
2013/04/22,-4.474
2013/04/23,-4.372
2013/04/24,0.646
2013/04/25,0.769
2013/04/26,-2.485
2013/04/27,-6.383
2013/04/28,-10.219
2013/04/29,0.654
2013/04/30,0.697
2013/05/01,0.073
2013/05/02,-5.3
2013/05/03,-9.211
2013/05/04,-13.203
2013/05/05,-12.859
2013/05/06,-8.413
2013/05/07,-3.405
2013/05/08,-1.011
2013/05/09,-4.724
2013/05/10,-4.51
2013/05/11,-6.67
2013/05/12,-8.408
2013/05/13,1.462
2013/05/14,1.126
2013/05/15,-1.18
2013/05/16,-2.175
2013/05/17,1.007
2013/05/18,2.98
2013/05/19,-2.04
2013/05/20,-2.889
2013/05/21,-0.859
2013/05/22,2.822
2013/05/23,2.003
2013/05/24,3.487
2013/05/25,4.943
2013/05/26,-0.053
2013/05/27,0.007
2013/05/28,0.217
2013/05/29,2.731
2013/05/30,0.099
2013/05/31,-0.368
2013/06/01,-3.732
2013/06/02,-6.094
2013/06/03,-1.326
2013/06/04,-0.383
2013/06/05,0.277
2013/06/06,2.408
2013/06/07,1.857
2013/06/08,-3.881
2013/06/09,-1.057
2013/06/10,-2.564
2013/06/11,-2.267
2013/06/12,-1.025
2013/06/13,1.421
2013/06/14,2.485
2013/06/15,-0.57
2013/06/16,-2.053
2013/06/17,-1.855
2013/06/18,0.403
2013/06/19,0.348
2013/06/20,1.996
2013/06/21,3.765
2013/06/22,-1.381
2013/06/23,-5.726
2013/06/24,-3.059
2013/06/25,1.819
2013/06/26,2.213
2013/06/27,-0.074
2013/06/28,-1.038
2013/06/29,-0.591
2013/06/30,-1.123
2013/07/01,5.531
2013/07/02,5.308
2013/07/03,6.559
2013/07/04,6.647
2013/07/05,7.146
2013/07/06,0.972
2013/07/07,-2.122
2013/07/08,-2.578
2013/07/09,1.664
2013/07/10,4.554
2013/07/11,4.29
2013/07/12,1.788
2013/07/13,1.683
2013/07/14,-2.058
2013/07/15,-2.589
2013/07/16,1.063
2013/07/17,4.573
2013/07/18,3.879
2013/07/19,1.019
2013/07/20,-4.709
2013/07/21,-8.107
2013/07/22,-3.871
2013/07/23,2.76
2013/07/24,2.959
2013/07/25,0.731
2013/07/26,0.606
2013/07/27,-4.608
2013/07/28,-5.053
2013/07/29,-2.789
2013/07/30,3.759
2013/07/31,2.703
2013/08/01,4.555
2013/08/02,1.733
2013/08/03,-2.264
2013/08/04,-6.272
2013/08/05,-4.393
2013/08/06,-3.847
2013/08/07,-3.09
2013/08/08,-3.874
2013/08/09,-4.283
2013/08/10,-6.247
2013/08/11,-5.967
2013/08/12,0.897
2013/08/13,12.887
2013/08/14,17.43
2013/08/15,6.22
2013/08/16,0.174
2013/08/17,-0.524
2013/08/18,-2.912
2013/08/19,-2.695
2013/08/20,-1.749
2013/08/21,4.301
2013/08/22,0.354
2013/08/23,-0.784
2013/08/24,-4.223
2013/08/25,-4.457
2013/08/26,-3.299
2013/08/27,0.087
2013/08/28,0.056
2013/08/29,32.24
2013/08/30,13.02
2013/08/31,4.986
2013/09/01,1.172
2013/09/02,-1.55
2013/09/03,-1.115
2013/09/04,-1.254
2013/09/05,-3.485
2013/09/06,-6.855
2013/09/07,-7.808
2013/09/08,-9.988
2013/09/09,-2.335
2013/09/10,-1.206
2013/09/11,3.168
2013/09/12,2.224
2013/09/13,1.973
2013/09/14,0.488
2013/09/15,-5.697
2013/09/16,-3.541
2013/09/17,-4.663
2013/09/18,-0.531
2013/09/19,2.144
2013/09/20,1.414
2013/09/21,-3.474
2013/09/22,-5.042
2013/09/23,1.16
2013/09/24,5.162
2013/09/25,6.314
2013/09/26,3.254
2013/09/27,2.443
2013/09/28,0.443
2013/09/29,-0.249
2013/09/30,3.571
2013/10/01,6.436
2013/10/02,5.639
2013/10/03,0.881
2013/10/04,-1.141
2013/10/05,-5.854
2013/10/06,-8.338
2013/10/07,-3.49
2013/10/08,1.402
2013/10/09,5.366
2013/10/10,2.323
2013/10/11,2.103
2013/10/12,0.454
2013/10/13,-0.299
2013/10/14,1.47
2013/10/15,3.695
2013/10/16,7.464
2013/10/17,6.75
2013/10/18,3.702
2013/10/19,4.297
2013/10/20,1.69
2013/10/21,3.035
2013/10/22,6.019
2013/10/23,8.601
2013/10/24,5.12
2013/10/25,24.107
2013/10/26,7.441
2013/10/27,-3.99
2013/10/28,-8.252
2013/10/29,5.484
2013/10/30,1.794
2013/10/31,-4.389
2013/11/01,-5.94
2013/11/02,-3.782
2013/11/03,-1.422
2013/11/04,5.588
2013/11/05,9.395
2013/11/06,6.166
2013/11/07,8.1
2013/11/08,7.75
2013/11/09,5.991
2013/11/10,0.566
2013/11/11,-2.424
