Date,mediantransactionvalue30varUSD
2010/10/27,1260
2010/10/28,1401
2010/10/29,1397
2010/10/30,1376
2010/10/31,1360
2010/11/01,1358
2010/11/02,1358
2010/11/03,1366
2010/11/04,1358
2010/11/05,1355
2010/11/06,1351
2010/11/07,1343
2010/11/08,1331
2010/11/09,1328
2010/11/10,1309
2010/11/11,1289
2010/11/12,1263
2010/11/13,1151
2010/11/14,1133
2010/11/15,866.991
2010/11/16,872.362
2010/11/17,870.663
2010/11/18,876.638
2010/11/19,883.988
2010/11/20,891.451
2010/11/21,893.225
2010/11/22,879.594
2010/11/23,864.6
2010/11/24,762.176
2010/11/25,583.614
2010/11/26,356.659
2010/11/27,145.211
2010/11/28,147.241
2010/11/29,148.568
2010/11/30,151.734
2010/12/01,149.874
2010/12/02,93.358
2010/12/03,95.124
2010/12/04,79.878
2010/12/05,81.358
2010/12/06,81.473
2010/12/07,77.721
2010/12/08,58.4
2010/12/09,57.491
2010/12/10,48.717
2010/12/11,42.947
2010/12/12,25.965
2010/12/13,24.335
2010/12/14,57.94
2010/12/15,155.393
2010/12/16,195.277
2010/12/17,192.158
2010/12/18,198.261
2010/12/19,196.627
2010/12/20,194.348
2010/12/21,191.714
2010/12/22,190.8
2010/12/23,190.21
2010/12/24,187.285
2010/12/25,276.903
2010/12/26,297.608
2010/12/27,293.618
2010/12/28,291.51
2010/12/29,287.813
2010/12/30,282.956
2010/12/31,279.266
2011/01/01,275.105
2011/01/02,269.916
2011/01/03,271.807
2011/01/04,272.936
2011/01/05,273.522
2011/01/06,274.058
2011/01/07,271.354
2011/01/08,275.606
2011/01/09,278.515
2011/01/10,282.154
2011/01/11,282.714
2011/01/12,289.225
2011/01/13,276.468
2011/01/14,204.466
2011/01/15,172.141
2011/01/16,172.068
2011/01/17,166.541
2011/01/18,166.092
2011/01/19,165.341
2011/01/20,165.83
2011/01/21,167.398
2011/01/22,169.75
2011/01/23,170.285
2011/01/24,69.682
2011/01/25,36.203
2011/01/26,37.43
2011/01/27,39.442
2011/01/28,37.821
2011/01/29,35.744
2011/01/30,368.418
2011/01/31,375.131
2011/02/01,386.072
2011/02/02,393.69
2011/02/03,397.548
2011/02/04,405.288
2011/02/05,420.956
2011/02/06,438.032
2011/02/07,448.27
2011/02/08,454.832
2011/02/09,462.298
2011/02/10,477.755
2011/02/11,573.842
2011/02/12,578.777
2011/02/13,563.869
2011/02/14,559.538
2011/02/15,551.167
2011/02/16,550.271
2011/02/17,531.76
2011/02/18,523.167
2011/02/19,507.582
2011/02/20,485.207
2011/02/21,453.973
2011/02/22,443.134
2011/02/23,413.379
2011/02/24,399.743
2011/02/25,386.254
2011/02/26,372.421
2011/02/27,353.957
2011/02/28,335.991
2011/03/01,186.901
2011/03/02,206.538
2011/03/03,220.348
2011/03/04,236.242
2011/03/05,235.325
2011/03/06,235.676
2011/03/07,238.368
2011/03/08,242.77
2011/03/09,241.189
2011/03/10,249.225
2011/03/11,253.24
2011/03/12,269.018
2011/03/13,197.112
2011/03/14,196.735
2011/03/15,201.852
2011/03/16,218.987
2011/03/17,235.362
2011/03/18,242.623
2011/03/19,256.778
2011/03/20,262.1
2011/03/21,261.112
2011/03/22,249.164
2011/03/23,234.263
2011/03/24,216.832
2011/03/25,207.428
2011/03/26,189.299
2011/03/27,167.438
2011/03/28,132.911
2011/03/29,133.07
2011/03/30,132.516
2011/03/31,132.838
2011/04/01,132.279
2011/04/02,132.283
2011/04/03,132.267
2011/04/04,121.65
2011/04/05,103.022
2011/04/06,99.44
2011/04/07,97.869
2011/04/08,77.844
2011/04/09,77.809
2011/04/10,77.719
2011/04/11,73.604
2011/04/12,70.17
2011/04/13,64.891
2011/04/14,60.865
2011/04/15,57.265
2011/04/16,56.721
2011/04/17,54.243
2011/04/18,51.106
2011/04/19,56.742
2011/04/20,51.358
2011/04/21,45.087
2011/04/22,45.331
2011/04/23,49.252
2011/04/24,42.333
2011/04/25,45.81
2011/04/26,63.306
2011/04/27,73.194
2011/04/28,69.102
2011/04/29,101.638
2011/04/30,111.386
2011/05/01,115.128
2011/05/02,136.214
2011/05/03,202.463
2011/05/04,362.578
2011/05/05,410.053
2011/05/06,439.122
2011/05/07,443.999
2011/05/08,435.054
2011/05/09,437.273
2011/05/10,499.372
2011/05/11,620.671
2011/05/12,622.662
2011/05/13,638.378
2011/05/14,657.711
2011/05/15,753.344
2011/05/16,867.962
2011/05/17,957.57
2011/05/18,888.509
2011/05/19,872.377
2011/05/20,1092
2011/05/21,1513
2011/05/22,1541
2011/05/23,1501
2011/05/24,1531
2011/05/25,1552
2011/05/26,1629
2011/05/27,1655
2011/05/28,1623
2011/05/29,1681
2011/05/30,1690
2011/05/31,1585
2011/06/01,1583
2011/06/02,1596
2011/06/03,1971
2011/06/04,2973
2011/06/05,4941
2011/06/06,5751
2011/06/07,7787
2011/06/08,10074
2011/06/09,14135
2011/06/10,17662
2011/06/11,21848
2011/06/12,21930
2011/06/13,22833
2011/06/14,24900
2011/06/15,25266
2011/06/16,26440
2011/06/17,25185
2011/06/18,23905
2011/06/19,23312
2011/06/20,23011
2011/06/21,22033
2011/06/22,20625
2011/06/23,19703
2011/06/24,18651
2011/06/25,17908
2011/06/26,17098
2011/06/27,16868
2011/06/28,16300
2011/06/29,15468
2011/06/30,14416
2011/07/01,14665
2011/07/02,13634
2011/07/03,13831
2011/07/04,14267
2011/07/05,14734
2011/07/06,15654
2011/07/07,16003
2011/07/08,16143
2011/07/09,14740
2011/07/10,13253
2011/07/11,10720
2011/07/12,10721
2011/07/13,9755
2011/07/14,7373
2011/07/15,6161
2011/07/16,3883
2011/07/17,3714
2011/07/18,3703
2011/07/19,3224
2011/07/20,2600
2011/07/21,2519
2011/07/22,2059
2011/07/23,1916
2011/07/24,1151
2011/07/25,1123
2011/07/26,1084
2011/07/27,1313
2011/07/28,1898
2011/07/29,1774
2011/07/30,1802
2011/07/31,1675
2011/08/01,1481
2011/08/02,1516
2011/08/03,1510
2011/08/04,1805
2011/08/05,1869
2011/08/06,2082
2011/08/07,2247
2011/08/08,2348
2011/08/09,2493
2011/08/10,2524
2011/08/11,2643
2011/08/12,2768
2011/08/13,3030
2011/08/14,3104
2011/08/15,3427
2011/08/16,3781
2011/08/17,3795
2011/08/18,3798
2011/08/19,3855
2011/08/20,3859
2011/08/21,3883
2011/08/22,3817
2011/08/23,3755
2011/08/24,3697
2011/08/25,3606
2011/08/26,3002
2011/08/27,1808
2011/08/28,1656
2011/08/29,1170
2011/08/30,998.567
2011/08/31,750.139
2011/09/01,699.237
2011/09/02,468.955
2011/09/03,486.131
2011/09/04,524.873
2011/09/05,531.592
2011/09/06,615.112
2011/09/07,632.66
2011/09/08,649.665
2011/09/09,652.457
2011/09/10,714.716
2011/09/11,786.086
2011/09/12,790.175
2011/09/13,801.226
2011/09/14,723.575
2011/09/15,645.876
2011/09/16,671.989
2011/09/17,684.667
2011/09/18,706.023
2011/09/19,792.049
2011/09/20,1007
2011/09/21,1055
2011/09/22,1039
2011/09/23,1014
2011/09/24,981.819
2011/09/25,970.46
2011/09/26,944.031
2011/09/27,917.159
2011/09/28,945.955
2011/09/29,944.095
2011/09/30,864.056
2011/10/01,805.715
2011/10/02,751.663
2011/10/03,650.065
2011/10/04,653.425
2011/10/05,579.453
2011/10/06,337.425
2011/10/07,343.258
2011/10/08,338.733
2011/10/09,324.784
2011/10/10,340.41
2011/10/11,373.663
2011/10/12,382.671
2011/10/13,394.333
2011/10/14,358.231
2011/10/15,351.684
2011/10/16,352.298
2011/10/17,363.111
2011/10/18,394.894
2011/10/19,445.712
2011/10/20,433.509
2011/10/21,447.66
2011/10/22,460.039
2011/10/23,420.538
2011/10/24,385.74
2011/10/25,406.448
2011/10/26,432.314
2011/10/27,429.22
2011/10/28,433.88
2011/10/29,415.025
2011/10/30,407.592
2011/10/31,405.804
2011/11/01,371.208
2011/11/02,371.188
2011/11/03,315.946
2011/11/04,249.722
2011/11/05,213.575
2011/11/06,134.484
2011/11/07,109.965
2011/11/08,89.666
2011/11/09,89.268
2011/11/10,95.585
2011/11/11,88.075
2011/11/12,88.363
2011/11/13,74.868
2011/11/14,61.304
2011/11/15,50.513
2011/11/16,50.258
2011/11/17,53.877
2011/11/18,52.209
2011/11/19,52.476
2011/11/20,56.206
2011/11/21,55.849
2011/11/22,56.872
2011/11/23,62.824
2011/11/24,67.461
2011/11/25,67.587
2011/11/26,67.561
2011/11/27,67.218
2011/11/28,64.4
2011/11/29,75.377
2011/11/30,75.867
2011/12/01,73.177
2011/12/02,67.329
2011/12/03,65.931
2011/12/04,64.491
2011/12/05,68.956
2011/12/06,86.924
2011/12/07,82.034
2011/12/08,76.527
2011/12/09,81.552
2011/12/10,106.437
2011/12/11,109.794
2011/12/12,107.973
2011/12/13,109.417
2011/12/14,120.504
2011/12/15,126.855
2011/12/16,134.672
2011/12/17,126.168
2011/12/18,124.607
2011/12/19,129.026
2011/12/20,145.691
2011/12/21,152.379
2011/12/22,157.297
2011/12/23,150.81
2011/12/24,146.278
2011/12/25,145.47
2011/12/26,146.909
2011/12/27,143.896
2011/12/28,148.712
2011/12/29,132.824
2011/12/30,131.902
2011/12/31,132.538
2012/01/01,142.805
2012/01/02,141.197
2012/01/03,131.548
2012/01/04,117.805
2012/01/05,86.318
2012/01/06,168.259
2012/01/07,207.045
2012/01/08,234.867
2012/01/09,254.326
2012/01/10,252.662
2012/01/11,251.427
2012/01/12,244.821
2012/01/13,244.439
2012/01/14,242.327
2012/01/15,242.402
2012/01/16,235.298
2012/01/17,219.77
2012/01/18,229.534
2012/01/19,238.951
2012/01/20,242.266
2012/01/21,252.091
2012/01/22,243.89
2012/01/23,228.412
2012/01/24,212.384
2012/01/25,202.557
2012/01/26,184.933
2012/01/27,186.883
2012/01/28,179.668
2012/01/29,186.468
2012/01/30,191.394
2012/01/31,192.134
2012/02/01,181.916
2012/02/02,179.466
2012/02/03,188.318
2012/02/04,188.195
2012/02/05,150.6
2012/02/06,135.33
2012/02/07,129.539
2012/02/08,123.201
2012/02/09,135.979
2012/02/10,179.9
2012/02/11,205.47
2012/02/12,216.378
2012/02/13,229.292
2012/02/14,261.042
2012/02/15,342.016
2012/02/16,423.922
2012/02/17,408.006
2012/02/18,394.032
2012/02/19,391.172
2012/02/20,377.126
2012/02/21,340.442
2012/02/22,316.526
2012/02/23,317.321
2012/02/24,317.834
2012/02/25,322.517
2012/02/26,324.809
2012/02/27,324.128
2012/02/28,328.148
2012/02/29,290.912
2012/03/01,275.867
2012/03/02,264.573
2012/03/03,263.302
2012/03/04,218.474
2012/03/05,210.942
2012/03/06,208.04
2012/03/07,208.76
2012/03/08,212.49
2012/03/09,215.393
2012/03/10,215.689
2012/03/11,200.114
2012/03/12,203.852
2012/03/13,203.535
2012/03/14,217.738
2012/03/15,201.06
2012/03/16,145.696
2012/03/17,80.083
2012/03/18,80.519
2012/03/19,80.359
2012/03/20,71.805
2012/03/21,60.018
2012/03/22,59.723
2012/03/23,61.315
2012/03/24,46.824
2012/03/25,50.919
2012/03/26,51.155
2012/03/27,52.07
2012/03/28,52.013
2012/03/29,51.633
2012/03/30,68.455
2012/03/31,73.092
2012/04/01,73.393
2012/04/02,76.04
2012/04/03,75.76
2012/04/04,73.148
2012/04/05,72.355
2012/04/06,73.294
2012/04/07,76.206
2012/04/08,81.306
2012/04/09,81.014
2012/04/10,112.475
2012/04/11,109.168
2012/04/12,110.354
2012/04/13,113.251
2012/04/14,116.018
2012/04/15,123.286
2012/04/16,116.722
2012/04/17,134.515
2012/04/18,134.707
2012/04/19,136.88
2012/04/20,179.005
2012/04/21,178.355
2012/04/22,182.018
2012/04/23,185.385
2012/04/24,182.947
2012/04/25,198.356
2012/04/26,232.345
2012/04/27,232.756
2012/04/28,243.163
2012/04/29,266.098
2012/04/30,290.657
2012/05/01,339.592
2012/05/02,369.23
2012/05/03,439.039
2012/05/04,515.938
2012/05/05,584.636
2012/05/06,623.306
2012/05/07,683.759
2012/05/08,741.155
2012/05/09,776.05
2012/05/10,811.345
2012/05/11,860.537
2012/05/12,880.995
2012/05/13,847.292
2012/05/14,873.321
2012/05/15,903.568
2012/05/16,891.464
2012/05/17,804.086
2012/05/18,776.8
2012/05/19,721.47
2012/05/20,522.577
2012/05/21,449.484
2012/05/22,412.95
2012/05/23,366.898
2012/05/24,258.707
2012/05/25,229.298
2012/05/26,215.284
2012/05/27,123.916
2012/05/28,74.367
2012/05/29,60.018
2012/05/30,41.344
2012/05/31,33.07
2012/06/01,12.234
2012/06/02,12.269
2012/06/03,12.273
2012/06/04,12.609
2012/06/05,10.672
2012/06/06,15.244
2012/06/07,14.901
2012/06/08,13.835
2012/06/09,11.553
2012/06/10,11.936
2012/06/11,12.222
2012/06/12,12.094
2012/06/13,12.328
2012/06/14,12.863
2012/06/15,13.02
2012/06/16,13.074
2012/06/17,13.095
2012/06/18,12.967
2012/06/19,12.938
2012/06/20,12.797
2012/06/21,12.801
2012/06/22,12.805
2012/06/23,12.808
2012/06/24,12.806
2012/06/25,12.774
2012/06/26,12.775
2012/06/27,12.85
2012/06/28,12.868
2012/06/29,12.97
2012/06/30,12.229
2012/07/01,12.276
2012/07/02,9.54
2012/07/03,15.79
2012/07/04,18.684
2012/07/05,18.537
2012/07/06,13.536
2012/07/07,13.862
2012/07/08,13.958
2012/07/09,16.352
2012/07/10,15.936
2012/07/11,15.431
2012/07/12,17.43
2012/07/13,18.645
2012/07/14,25.323
2012/07/15,24.687
2012/07/16,25.485
2012/07/17,24.236
2012/07/18,23.025
2012/07/19,22.243
2012/07/20,21.265
2012/07/21,20.421
2012/07/22,19.89
2012/07/23,19.928
2012/07/24,18.993
2012/07/25,19.099
2012/07/26,17.844
2012/07/27,26.567
2012/07/28,26.008
2012/07/29,25.764
2012/07/30,26.001
2012/07/31,29.234
2012/08/01,30.698
2012/08/02,31.04
2012/08/03,113.715
2012/08/04,132.789
2012/08/05,137.78
2012/08/06,136.082
2012/08/07,158.173
2012/08/08,157.677
2012/08/09,153.792
2012/08/10,150.906
2012/08/11,150.197
2012/08/12,151.012
2012/08/13,155.151
2012/08/14,153.454
2012/08/15,154.817
2012/08/16,169.749
2012/08/17,190.672
2012/08/18,194.933
2012/08/19,187.187
2012/08/20,182.957
2012/08/21,182.125
2012/08/22,191.687
2012/08/23,232.863
2012/08/24,234.446
2012/08/25,224.366
2012/08/26,224.261
2012/08/27,216.276
2012/08/28,215.677
2012/08/29,214.295
2012/08/30,224.214
2012/08/31,229.469
2012/09/01,237.835
2012/09/02,199.312
2012/09/03,204.221
2012/09/04,210.676
2012/09/05,216.358
2012/09/06,208.116
2012/09/07,206.021
2012/09/08,214.957
2012/09/09,224.251
2012/09/10,228.688
2012/09/11,233.198
2012/09/12,230.37
2012/09/13,238.008
2012/09/14,239.27
2012/09/15,236.198
2012/09/16,222.715
2012/09/17,216.088
2012/09/18,217.265
2012/09/19,211.41
2012/09/20,197.711
2012/09/21,176.697
2012/09/22,101.889
2012/09/23,82.184
2012/09/24,81.049
2012/09/25,78.966
2012/09/26,77.005
2012/09/27,77.053
2012/09/28,77.05
2012/09/29,76.541
2012/09/30,76.509
2012/10/01,75.722
2012/10/02,77.622
2012/10/03,84
2012/10/04,83.251
2012/10/05,83.616
2012/10/06,86.256
2012/10/07,86.535
2012/10/08,65.567
2012/10/09,40.357
2012/10/10,40.338
2012/10/11,39.214
2012/10/12,38.599
2012/10/13,37.958
2012/10/14,37.489
2012/10/15,36.76
2012/10/16,36.029
2012/10/17,37.272
2012/10/18,39.016
2012/10/19,37.748
2012/10/20,35.495
2012/10/21,37.644
2012/10/22,38.853
2012/10/23,38.792
2012/10/24,38.904
2012/10/25,36.806
2012/10/26,74.899
2012/10/27,128.817
2012/10/28,134.061
2012/10/29,134.286
2012/10/30,135.038
2012/10/31,134.496
2012/11/01,135.974
2012/11/02,129.997
2012/11/03,130.06
2012/11/04,128.852
2012/11/05,126.462
2012/11/06,125.79
2012/11/07,123.238
2012/11/08,121.324
2012/11/09,121.67
2012/11/10,122.665
2012/11/11,121.952
2012/11/12,120.645
2012/11/13,121.427
2012/11/14,124.262
2012/11/15,124.183
2012/11/16,126.133
2012/11/17,126.904
2012/11/18,128.204
2012/11/19,129.331
2012/11/20,126.317
2012/11/21,125.77
2012/11/22,125.445
2012/11/23,127.603
2012/11/24,125.511
2012/11/25,91.997
2012/11/26,35.905
2012/11/27,30.916
2012/11/28,29.567
2012/11/29,30.3
2012/11/30,28.887
2012/12/01,23.19
2012/12/02,24.455
2012/12/03,30.613
2012/12/04,31.122
2012/12/05,31.314
2012/12/06,54.781
2012/12/07,54.558
2012/12/08,53.951
2012/12/09,49.514
2012/12/10,48.712
2012/12/11,48.305
2012/12/12,48.865
2012/12/13,48.044
2012/12/14,46.985
2012/12/15,46.076
2012/12/16,46.938
2012/12/17,47.265
2012/12/18,47.102
2012/12/19,46.468
2012/12/20,46.194
2012/12/21,45.171
2012/12/22,45.737
2012/12/23,45.908
2012/12/24,47.553
2012/12/25,46.687
2012/12/26,46.582
2012/12/27,44.495
2012/12/28,45.466
2012/12/29,44.983
2012/12/30,46.881
2012/12/31,46.836
2013/01/01,46.264
2013/01/02,39.955
2013/01/03,40.021
2013/01/04,40.024
2013/01/05,13.806
2013/01/06,13.432
2013/01/07,13.225
2013/01/08,13.656
2013/01/09,13.973
2013/01/10,13.499
2013/01/11,11.924
2013/01/12,11.702
2013/01/13,12.35
2013/01/14,12.779
2013/01/15,12.309
2013/01/16,12.211
2013/01/17,12.326
2013/01/18,13.298
2013/01/19,13.315
2013/01/20,14.003
2013/01/21,15.062
2013/01/22,24.916
2013/01/23,28.012
2013/01/24,30.973
2013/01/25,31.746
2013/01/26,30.594
2013/01/27,29.634
2013/01/28,30.212
2013/01/29,29.63
2013/01/30,37.378
2013/01/31,36.837
2013/02/01,36.46
2013/02/02,36.479
2013/02/03,34.893
2013/02/04,34.055
2013/02/05,38.315
2013/02/06,43.827
2013/02/07,44.068
2013/02/08,44.124
2013/02/09,42.498
2013/02/10,40.996
2013/02/11,39.41
2013/02/12,35.179
2013/02/13,31.447
2013/02/14,30.525
2013/02/15,28.752
2013/02/16,28.277
2013/02/17,28.587
2013/02/18,25.96
2013/02/19,26.119
2013/02/20,26.589
2013/02/21,22.756
2013/02/22,21.102
2013/02/23,20.724
2013/02/24,21.949
2013/02/25,23.212
2013/02/26,22.948
2013/02/27,22.929
2013/02/28,22.278
2013/03/01,15.843
2013/03/02,16.245
2013/03/03,16.726
2013/03/04,16.769
2013/03/05,18.693
2013/03/06,20.099
2013/03/07,17.36
2013/03/08,13.415
2013/03/09,14.03
2013/03/10,14.049
2013/03/11,14.88
2013/03/12,20.335
2013/03/13,23.438
2013/03/14,25.054
2013/03/15,25.281
2013/03/16,40.146
2013/03/17,49.691
2013/03/18,82.403
2013/03/19,124.589
2013/03/20,156.635
2013/03/21,170.577
2013/03/22,187.263
2013/03/23,188.419
2013/03/24,186.861
2013/03/25,191.358
2013/03/26,223.463
2013/03/27,237.876
2013/03/28,248.012
2013/03/29,261.207
2013/03/30,251.575
2013/03/31,243.922
2013/04/01,244.368
2013/04/02,308.786
2013/04/03,393.331
2013/04/04,567.056
2013/04/05,726.635
2013/04/06,741.764
2013/04/07,716.987
2013/04/08,854.698
2013/04/09,1362
2013/04/10,3689
2013/04/11,3671
2013/04/12,3601
2013/04/13,3510
2013/04/14,3442
2013/04/15,3394
2013/04/16,3356
2013/04/17,3334
2013/04/18,3315
2013/04/19,3288
2013/04/20,3259
2013/04/21,3225
2013/04/22,3150
2013/04/23,3075
2013/04/24,3018
2013/04/25,2999
2013/04/26,2967
2013/04/27,2930
2013/04/28,2917
2013/04/29,2836
2013/04/30,2781
2013/05/01,2749
2013/05/02,2772
2013/05/03,2793
2013/05/04,2844
2013/05/05,2846
2013/05/06,2870
2013/05/07,2861
2013/05/08,2812
2013/05/09,2459
2013/05/10,231.742
2013/05/11,201.565
2013/05/12,190.746
2013/05/13,191.5
2013/05/14,181.08
2013/05/15,184.011
2013/05/16,175.288
2013/05/17,175.621
2013/05/18,164.083
2013/05/19,155.47
2013/05/20,154.677
2013/05/21,165.254
2013/05/22,173.022
2013/05/23,184.382
2013/05/24,208.591
2013/05/25,196.982
2013/05/26,189.625
2013/05/27,182.997
2013/05/28,194.601
2013/05/29,208.064
2013/05/30,219.755
2013/05/31,246.086
2013/06/01,245.938
2013/06/02,246.475
2013/06/03,226.157
2013/06/04,232.919
2013/06/05,228.871
2013/06/06,227.321
2013/06/07,242.176
2013/06/08,231.051
2013/06/09,220.967
2013/06/10,184.132
2013/06/11,158.724
2013/06/12,152.809
2013/06/13,150.416
2013/06/14,139.481
2013/06/15,130.369
2013/06/16,147.902
2013/06/17,159.302
2013/06/18,133.568
2013/06/19,133.865
2013/06/20,146.977
2013/06/21,150.663
2013/06/22,153.938
2013/06/23,156.072
2013/06/24,154.417
2013/06/25,155.459
2013/06/26,152.273
2013/06/27,150.657
2013/06/28,141.126
2013/06/29,139.409
2013/06/30,129.699
2013/07/01,146.847
2013/07/02,156.34
2013/07/03,226.576
2013/07/04,220.147
2013/07/05,222.912
2013/07/06,251.497
2013/07/07,262.055
2013/07/08,263.188
2013/07/09,265.283
2013/07/10,289.784
2013/07/11,426.781
2013/07/12,435.949
2013/07/13,420.262
2013/07/14,434.349
2013/07/15,432.353
2013/07/16,420.677
2013/07/17,409.776
2013/07/18,415.673
2013/07/19,412.278
2013/07/20,437.904
2013/07/21,447.748
2013/07/22,444.491
2013/07/23,432.54
2013/07/24,431.768
2013/07/25,429.594
2013/07/26,430.549
2013/07/27,461.478
2013/07/28,497.193
2013/07/29,496.412
2013/07/30,486.522
2013/07/31,473.792
2013/08/01,469.267
2013/08/02,402.128
2013/08/03,437.606
2013/08/04,480.212
2013/08/05,455.734
2013/08/06,463.781
2013/08/07,495.226
2013/08/08,545.306
2013/08/09,533.223
2013/08/10,380.68
2013/08/11,369.326
2013/08/12,364.669
2013/08/13,363.018
2013/08/14,363.66
2013/08/15,336.508
2013/08/16,372.599
2013/08/17,402.358
2013/08/18,432.174
2013/08/19,467.028
2013/08/20,482.275
2013/08/21,470.099
2013/08/22,448.305
2013/08/23,419.934
2013/08/24,402.349
2013/08/25,359.283
2013/08/26,359.254
2013/08/27,372.414
2013/08/28,324.609
2013/08/29,261.489
2013/08/30,233.636
2013/08/31,227.049
2013/09/01,209.313
2013/09/02,209.658
2013/09/03,216.869
2013/09/04,206.77
2013/09/05,217.698
2013/09/06,220.388
2013/09/07,230.622
2013/09/08,250.328
2013/09/09,267.921
2013/09/10,271.01
2013/09/11,286.565
2013/09/12,291.584
2013/09/13,328.424
2013/09/14,327.912
2013/09/15,341.343
2013/09/16,316.84
2013/09/17,312.887
2013/09/18,301.472
2013/09/19,298.613
2013/09/20,302.112
2013/09/21,303.567
2013/09/22,311.209
2013/09/23,306.698
2013/09/24,311.56
2013/09/25,324.863
2013/09/26,309.288
2013/09/27,395.498
2013/09/28,428.61
2013/09/29,453.256
2013/09/30,603.369
2013/10/01,633.298
2013/10/02,671.108
2013/10/03,670.164
2013/10/04,666.003
2013/10/05,645.503
2013/10/06,641.453
2013/10/07,616.164
2013/10/08,570.672
2013/10/09,524.356
2013/10/10,504.56
2013/10/11,502.944
2013/10/12,517.111
2013/10/13,485.929
2013/10/14,479.263
2013/10/15,428.08
2013/10/16,478.636
2013/10/17,440.611
2013/10/18,419.213
2013/10/19,424.623
2013/10/20,425.07
2013/10/21,409.473
2013/10/22,430.692
2013/10/23,546.386
2013/10/24,561.342
2013/10/25,560.687
2013/10/26,575.525
2013/10/27,566.273
2013/10/28,562.017
2013/10/29,568.105
2013/10/30,559.766
2013/10/31,557.692
2013/11/01,754.834
2013/11/02,775.08
2013/11/03,832.803
2013/11/04,1255
2013/11/05,1902
2013/11/06,2419
2013/11/07,3419
2013/11/08,4750
2013/11/09,6409
2013/11/10,6294
2013/11/11,6088
2013/11/12,5951
2013/11/13,5805
2013/11/14,5850
2013/11/15,5993
2013/11/16,6587
2013/11/17,6621
2013/11/18,11437
2013/11/19,17012
2013/11/20,18221
2013/11/21,18818
2013/11/22,19585
2013/11/23,19952
2013/11/24,19177
2013/11/25,18095
2013/11/26,18269
2013/11/27,23359
2013/11/28,28848
2013/11/29,32652
2013/11/30,32234
2013/12/01,32356
2013/12/02,31178
2013/12/03,29584
2013/12/04,29084
2013/12/05,30596
2013/12/06,29873
2013/12/07,29974
2013/12/08,30003
2013/12/09,30116
2013/12/10,27895
2013/12/11,25263
2013/12/12,24080
2013/12/13,22680
2013/12/14,21833
2013/12/15,21624
2013/12/16,21477
2013/12/17,20970
2013/12/18,20549
2013/12/19,19866
2013/12/20,20598
2013/12/21,22351
2013/12/22,24305
2013/12/23,26024
2013/12/24,26570
2013/12/25,26255
2013/12/26,26800
2013/12/27,24112
2013/12/28,20420
2013/12/29,17434
2013/12/30,15981
2013/12/31,14841
2014/01/01,14060
2014/01/02,13375
2014/01/03,12042
2014/01/04,7560
2014/01/05,6128
2014/01/06,3701
2014/01/07,3559
2014/01/08,3350
2014/01/09,3113
2014/01/10,3002
2014/01/11,2968
2014/01/12,2941
2014/01/13,2863
2014/01/14,2862
2014/01/15,2584
2014/01/16,2357
2014/01/17,1743
2014/01/18,1632
2014/01/19,1588
2014/01/20,1536
2014/01/21,1418
2014/01/22,1316
2014/01/23,1285
2014/01/24,1237
2014/01/25,1234
2014/01/26,1230
2014/01/27,1127
2014/01/28,919.735
2014/01/29,916.036
2014/01/30,885.539
2014/01/31,781.995
2014/02/01,807.698
