Date,difficulty90trx
2010/07/17,1.474
2010/07/18,1.528
2010/07/19,1.601
2010/07/20,1.689
2010/07/21,1.791
2010/07/22,1.902
2010/07/23,2.021
2010/07/24,2.146
2010/07/25,2.274
2010/07/26,2.403
2010/07/27,2.539
2010/07/28,2.68
2010/07/29,2.823
2010/07/30,2.965
2010/07/31,3.104
2010/08/01,3.238
2010/08/02,3.366
2010/08/03,3.485
2010/08/04,3.595
2010/08/05,3.697
2010/08/06,3.799
2010/08/07,3.898
2010/08/08,3.993
2010/08/09,4.082
2010/08/10,4.164
2010/08/11,4.236
2010/08/12,4.3
2010/08/13,4.354
2010/08/14,4.399
2010/08/15,4.437
2010/08/16,4.475
2010/08/17,4.512
2010/08/18,4.547
2010/08/19,4.577
2010/08/20,4.602
2010/08/21,4.621
2010/08/22,4.634
2010/08/23,4.64
2010/08/24,4.64
2010/08/25,4.634
2010/08/26,4.622
2010/08/27,4.609
2010/08/28,4.593
2010/08/29,4.576
2010/08/30,4.555
2010/08/31,4.531
2010/09/01,4.504
2010/09/02,4.474
2010/09/03,4.441
2010/09/04,4.405
2010/09/05,4.366
2010/09/06,4.324
2010/09/07,4.28
2010/09/08,4.235
2010/09/09,4.191
2010/09/10,4.146
2010/09/11,4.1
2010/09/12,4.054
2010/09/13,4.007
2010/09/14,3.96
2010/09/15,3.912
2010/09/16,3.863
2010/09/17,3.814
2010/09/18,3.764
2010/09/19,3.717
2010/09/20,3.672
2010/09/21,3.629
2010/09/22,3.588
2010/09/23,3.547
2010/09/24,3.507
2010/09/25,3.468
2010/09/26,3.429
2010/09/27,3.391
2010/09/28,3.353
2010/09/29,3.32
2010/09/30,3.29
2010/10/01,3.263
2010/10/02,3.238
2010/10/03,3.214
2010/10/04,3.192
2010/10/05,3.17
2010/10/06,3.149
2010/10/07,3.128
2010/10/08,3.107
2010/10/09,3.086
2010/10/10,3.064
2010/10/11,3.042
2010/10/12,3.019
2010/10/13,2.996
2010/10/14,2.973
2010/10/15,2.95
2010/10/16,2.926
2010/10/17,2.902
2010/10/18,2.877
2010/10/19,2.851
2010/10/20,2.825
2010/10/21,2.802
2010/10/22,2.782
2010/10/23,2.765
2010/10/24,2.75
2010/10/25,2.737
2010/10/26,2.725
2010/10/27,2.713
2010/10/28,2.702
2010/10/29,2.692
2010/10/30,2.681
2010/10/31,2.674
2010/11/01,2.671
2010/11/02,2.669
2010/11/03,2.67
2010/11/04,2.671
2010/11/05,2.674
2010/11/06,2.676
2010/11/07,2.678
2010/11/08,2.68
2010/11/09,2.684
2010/11/10,2.691
2010/11/11,2.7
2010/11/12,2.712
2010/11/13,2.725
2010/11/14,2.739
2010/11/15,2.752
2010/11/16,2.765
2010/11/17,2.777
2010/11/18,2.79
2010/11/19,2.806
2010/11/20,2.827
2010/11/21,2.849
2010/11/22,2.873
2010/11/23,2.897
2010/11/24,2.921
2010/11/25,2.944
2010/11/26,2.966
2010/11/27,2.986
2010/11/28,3.004
2010/11/29,3.02
2010/11/30,3.033
2010/12/01,3.047
2010/12/02,3.059
2010/12/03,3.07
2010/12/04,3.079
2010/12/05,3.087
2010/12/06,3.092
2010/12/07,3.095
2010/12/08,3.096
2010/12/09,3.095
2010/12/10,3.097
2010/12/11,3.102
2010/12/12,3.109
2010/12/13,3.116
2010/12/14,3.123
2010/12/15,3.13
2010/12/16,3.136
2010/12/17,3.141
2010/12/18,3.145
2010/12/19,3.146
2010/12/20,3.146
2010/12/21,3.145
2010/12/22,3.143
2010/12/23,3.141
2010/12/24,3.138
2010/12/25,3.134
2010/12/26,3.13
2010/12/27,3.123
2010/12/28,3.115
2010/12/29,3.106
2010/12/30,3.095
2010/12/31,3.083
2011/01/01,3.068
2011/01/02,3.053
2011/01/03,3.036
2011/01/04,3.02
2011/01/05,3.002
2011/01/06,2.984
2011/01/07,2.965
2011/01/08,2.946
2011/01/09,2.926
2011/01/10,2.904
2011/01/11,2.882
2011/01/12,2.86
2011/01/13,2.836
2011/01/14,2.812
2011/01/15,2.787
2011/01/16,2.763
2011/01/17,2.739
2011/01/18,2.714
2011/01/19,2.69
2011/01/20,2.666
2011/01/21,2.642
2011/01/22,2.617
2011/01/23,2.593
2011/01/24,2.568
2011/01/25,2.543
2011/01/26,2.517
2011/01/27,2.493
2011/01/28,2.469
2011/01/29,2.446
2011/01/30,2.423
2011/01/31,2.401
2011/02/01,2.38
2011/02/02,2.358
2011/02/03,2.337
2011/02/04,2.316
2011/02/05,2.295
2011/02/06,2.274
2011/02/07,2.253
2011/02/08,2.233
2011/02/09,2.214
2011/02/10,2.196
2011/02/11,2.178
2011/02/12,2.16
2011/02/13,2.143
2011/02/14,2.126
2011/02/15,2.11
2011/02/16,2.093
2011/02/17,2.077
2011/02/18,2.062
2011/02/19,2.05
2011/02/20,2.038
2011/02/21,2.029
2011/02/22,2.02
2011/02/23,2.012
2011/02/24,2.005
2011/02/25,1.998
2011/02/26,1.992
2011/02/27,1.987
2011/02/28,1.986
2011/03/01,1.987
2011/03/02,1.99
2011/03/03,1.995
2011/03/04,2.001
2011/03/05,2.008
2011/03/06,2.016
2011/03/07,2.024
2011/03/08,2.032
2011/03/09,2.042
2011/03/10,2.053
2011/03/11,2.067
2011/03/12,2.082
2011/03/13,2.097
2011/03/14,2.114
2011/03/15,2.13
2011/03/16,2.147
2011/03/17,2.163
2011/03/18,2.178
2011/03/19,2.192
2011/03/20,2.206
2011/03/21,2.218
2011/03/22,2.229
2011/03/23,2.238
2011/03/24,2.246
2011/03/25,2.252
2011/03/26,2.256
2011/03/27,2.257
2011/03/28,2.257
2011/03/29,2.255
2011/03/30,2.251
2011/03/31,2.245
2011/04/01,2.238
2011/04/02,2.23
2011/04/03,2.22
2011/04/04,2.208
2011/04/05,2.196
2011/04/06,2.183
2011/04/07,2.171
2011/04/08,2.158
2011/04/09,2.145
2011/04/10,2.132
2011/04/11,2.119
2011/04/12,2.105
2011/04/13,2.091
2011/04/14,2.077
2011/04/15,2.062
2011/04/16,2.047
2011/04/17,2.031
2011/04/18,2.016
2011/04/19,2.001
2011/04/20,1.986
2011/04/21,1.971
2011/04/22,1.957
2011/04/23,1.942
2011/04/24,1.927
2011/04/25,1.912
2011/04/26,1.898
2011/04/27,1.883
2011/04/28,1.868
2011/04/29,1.852
2011/04/30,1.838
2011/05/01,1.824
2011/05/02,1.811
2011/05/03,1.798
2011/05/04,1.785
2011/05/05,1.773
2011/05/06,1.761
2011/05/07,1.749
2011/05/08,1.737
2011/05/09,1.725
2011/05/10,1.715
2011/05/11,1.707
2011/05/12,1.701
2011/05/13,1.695
2011/05/14,1.691
2011/05/15,1.687
2011/05/16,1.684
2011/05/17,1.682
2011/05/18,1.68
2011/05/19,1.681
2011/05/20,1.685
2011/05/21,1.691
2011/05/22,1.699
2011/05/23,1.708
2011/05/24,1.719
2011/05/25,1.731
2011/05/26,1.744
2011/05/27,1.763
2011/05/28,1.787
2011/05/29,1.816
2011/05/30,1.848
2011/05/31,1.882
2011/06/01,1.918
2011/06/02,1.955
2011/06/03,1.993
2011/06/04,2.031
2011/06/05,2.069
2011/06/06,2.107
2011/06/07,2.147
2011/06/08,2.188
2011/06/09,2.23
2011/06/10,2.272
2011/06/11,2.313
2011/06/12,2.352
2011/06/13,2.391
2011/06/14,2.427
2011/06/15,2.463
2011/06/16,2.504
2011/06/17,2.546
2011/06/18,2.59
2011/06/19,2.634
2011/06/20,2.678
2011/06/21,2.72
2011/06/22,2.761
2011/06/23,2.8
2011/06/24,2.839
2011/06/25,2.883
2011/06/26,2.93
2011/06/27,2.979
2011/06/28,3.028
2011/06/29,3.076
2011/06/30,3.123
2011/07/01,3.167
2011/07/02,3.208
2011/07/03,3.246
2011/07/04,3.28
2011/07/05,3.31
2011/07/06,3.336
2011/07/07,3.359
2011/07/08,3.38
2011/07/09,3.398
2011/07/10,3.412
2011/07/11,3.423
2011/07/12,3.43
2011/07/13,3.434
2011/07/14,3.434
2011/07/15,3.431
2011/07/16,3.425
2011/07/17,3.415
2011/07/18,3.402
2011/07/19,3.387
2011/07/20,3.37
2011/07/21,3.351
2011/07/22,3.331
2011/07/23,3.308
2011/07/24,3.285
2011/07/25,3.259
2011/07/26,3.233
2011/07/27,3.205
2011/07/28,3.175
2011/07/29,3.145
2011/07/30,3.114
2011/07/31,3.081
2011/08/01,3.049
2011/08/02,3.017
2011/08/03,2.984
2011/08/04,2.952
2011/08/05,2.92
2011/08/06,2.887
2011/08/07,2.855
2011/08/08,2.822
2011/08/09,2.79
2011/08/10,2.757
2011/08/11,2.725
2011/08/12,2.692
2011/08/13,2.659
2011/08/14,2.627
2011/08/15,2.594
2011/08/16,2.561
2011/08/17,2.528
2011/08/18,2.495
2011/08/19,2.462
2011/08/20,2.428
2011/08/21,2.395
2011/08/22,2.362
2011/08/23,2.329
2011/08/24,2.296
2011/08/25,2.264
2011/08/26,2.231
2011/08/27,2.199
2011/08/28,2.167
2011/08/29,2.136
2011/08/30,2.104
2011/08/31,2.073
2011/09/01,2.042
2011/09/02,2.012
2011/09/03,1.981
2011/09/04,1.951
2011/09/05,1.922
2011/09/06,1.892
2011/09/07,1.864
2011/09/08,1.835
2011/09/09,1.807
2011/09/10,1.779
2011/09/11,1.752
2011/09/12,1.725
2011/09/13,1.698
2011/09/14,1.671
2011/09/15,1.645
2011/09/16,1.62
2011/09/17,1.594
2011/09/18,1.57
2011/09/19,1.545
2011/09/20,1.521
