Date,difficulty90trx
2011/09/21,1.497
2011/09/22,1.473
2011/09/23,1.45
2011/09/24,1.427
2011/09/25,1.405
2011/09/26,1.383
2011/09/27,1.361
2011/09/28,1.34
2011/09/29,1.318
2011/09/30,1.297
2011/10/01,1.277
2011/10/02,1.256
2011/10/03,1.236
2011/10/04,1.216
2011/10/05,1.196
2011/10/06,1.177
2011/10/07,1.158
2011/10/08,1.139
2011/10/09,1.121
2011/10/10,1.102
2011/10/11,1.085
2011/10/12,1.067
2011/10/13,1.049
2011/10/14,1.032
2011/10/15,1.015
2011/10/16,0.998
2011/10/17,0.98
2011/10/18,0.963
2011/10/19,0.946
2011/10/20,0.929
2011/10/21,0.913
2011/10/22,0.896
2011/10/23,0.88
2011/10/24,0.864
2011/10/25,0.848
2011/10/26,0.832
2011/10/27,0.816
2011/10/28,0.801
2011/10/29,0.785
2011/10/30,0.77
2011/10/31,0.755
2011/11/01,0.74
2011/11/02,0.725
2011/11/03,0.71
2011/11/04,0.695
2011/11/05,0.68
2011/11/06,0.665
2011/11/07,0.65
2011/11/08,0.636
2011/11/09,0.621
2011/11/10,0.606
2011/11/11,0.592
2011/11/12,0.578
2011/11/13,0.564
2011/11/14,0.55
2011/11/15,0.536
2011/11/16,0.523
2011/11/17,0.509
2011/11/18,0.496
2011/11/19,0.483
2011/11/20,0.47
2011/11/21,0.458
2011/11/22,0.445
2011/11/23,0.433
2011/11/24,0.421
2011/11/25,0.409
2011/11/26,0.397
2011/11/27,0.386
2011/11/28,0.374
2011/11/29,0.363
2011/11/30,0.352
2011/12/01,0.341
2011/12/02,0.33
2011/12/03,0.32
2011/12/04,0.309
2011/12/05,0.299
2011/12/06,0.288
2011/12/07,0.278
2011/12/08,0.268
2011/12/09,0.258
2011/12/10,0.248
2011/12/11,0.239
2011/12/12,0.23
2011/12/13,0.22
2011/12/14,0.211
2011/12/15,0.203
2011/12/16,0.194
2011/12/17,0.186
2011/12/18,0.177
2011/12/19,0.169
2011/12/20,0.161
2011/12/21,0.154
2011/12/22,0.146
2011/12/23,0.139
2011/12/24,0.132
2011/12/25,0.125
2011/12/26,0.118
2011/12/27,0.111
2011/12/28,0.105
2011/12/29,0.099
2011/12/30,0.092
2011/12/31,0.086
2012/01/01,0.08
2012/01/02,0.075
2012/01/03,0.069
2012/01/04,0.064
2012/01/05,0.058
2012/01/06,0.053
2012/01/07,0.048
2012/01/08,0.043
2012/01/09,0.039
2012/01/10,0.034
2012/01/11,0.03
2012/01/12,0.026
2012/01/13,0.022
2012/01/14,0.018
2012/01/15,0.015
2012/01/16,0.011
2012/01/17,0.008
2012/01/18,0.005
2012/01/19,0.002
2012/01/20,-0.001
2012/01/21,-0.004
2012/01/22,-0.007
2012/01/23,-0.009
2012/01/24,-0.011
2012/01/25,-0.013
2012/01/26,-0.015
2012/01/27,-0.017
2012/01/28,-0.019
2012/01/29,-0.02
2012/01/30,-0.022
2012/01/31,-0.023
2012/02/01,-0.024
2012/02/02,-0.026
2012/02/03,-0.027
2012/02/04,-0.027
2012/02/05,-0.028
2012/02/06,-0.029
2012/02/07,-0.029
2012/02/08,-0.03
2012/02/09,-0.03
2012/02/10,-0.03
2012/02/11,-0.03
2012/02/12,-0.03
2012/02/13,-0.03
2012/02/14,-0.03
2012/02/15,-0.029
2012/02/16,-0.029
2012/02/17,-0.029
2012/02/18,-0.028
2012/02/19,-0.027
2012/02/20,-0.027
2012/02/21,-0.026
2012/02/22,-0.025
2012/02/23,-0.025
2012/02/24,-0.024
2012/02/25,-0.023
2012/02/26,-0.022
2012/02/27,-0.021
2012/02/28,-0.02
2012/02/29,-0.019
2012/03/01,-0.018
2012/03/02,-0.017
2012/03/03,-0.016
2012/03/04,-0.015
2012/03/05,-0.014
2012/03/06,-0.012
2012/03/07,-0.011
2012/03/08,-0.009
2012/03/09,-0.007
2012/03/10,-0.006
2012/03/11,-0.004
2012/03/12,-0.002
2012/03/13,0
2012/03/14,0.002
2012/03/15,0.003
2012/03/16,0.005
2012/03/17,0.007
2012/03/18,0.009
2012/03/19,0.011
2012/03/20,0.013
2012/03/21,0.015
2012/03/22,0.017
2012/03/23,0.019
2012/03/24,0.021
2012/03/25,0.023
2012/03/26,0.025
2012/03/27,0.027
2012/03/28,0.029
2012/03/29,0.031
2012/03/30,0.033
2012/03/31,0.035
2012/04/01,0.038
2012/04/02,0.04
2012/04/03,0.042
2012/04/04,0.045
2012/04/05,0.047
2012/04/06,0.049
2012/04/07,0.052
2012/04/08,0.054
2012/04/09,0.057
2012/04/10,0.059
2012/04/11,0.062
2012/04/12,0.064
2012/04/13,0.067
2012/04/14,0.069
2012/04/15,0.071
2012/04/16,0.073
2012/04/17,0.076
2012/04/18,0.078
2012/04/19,0.08
2012/04/20,0.082
2012/04/21,0.084
2012/04/22,0.086
2012/04/23,0.088
2012/04/24,0.089
2012/04/25,0.091
2012/04/26,0.093
2012/04/27,0.094
2012/04/28,0.096
2012/04/29,0.097
2012/04/30,0.098
2012/05/01,0.1
2012/05/02,0.101
2012/05/03,0.102
2012/05/04,0.103
2012/05/05,0.103
2012/05/06,0.104
2012/05/07,0.105
2012/05/08,0.105
2012/05/09,0.106
2012/05/10,0.107
2012/05/11,0.107
2012/05/12,0.108
2012/05/13,0.109
2012/05/14,0.11
2012/05/15,0.111
2012/05/16,0.112
2012/05/17,0.113
2012/05/18,0.115
2012/05/19,0.116
2012/05/20,0.117
2012/05/21,0.118
2012/05/22,0.12
2012/05/23,0.121
2012/05/24,0.122
2012/05/25,0.123
2012/05/26,0.124
2012/05/27,0.125
2012/05/28,0.126
2012/05/29,0.127
2012/05/30,0.128
2012/05/31,0.128
2012/06/01,0.129
2012/06/02,0.129
2012/06/03,0.13
2012/06/04,0.13
2012/06/05,0.13
2012/06/06,0.13
2012/06/07,0.131
2012/06/08,0.131
2012/06/09,0.131
2012/06/10,0.131
2012/06/11,0.13
2012/06/12,0.13
2012/06/13,0.13
2012/06/14,0.13
2012/06/15,0.129
2012/06/16,0.129
2012/06/17,0.128
2012/06/18,0.128
2012/06/19,0.127
2012/06/20,0.127
2012/06/21,0.126
2012/06/22,0.126
2012/06/23,0.126
2012/06/24,0.125
2012/06/25,0.125
2012/06/26,0.125
2012/06/27,0.125
2012/06/28,0.125
2012/06/29,0.125
2012/06/30,0.125
2012/07/01,0.125
2012/07/02,0.125
2012/07/03,0.125
2012/07/04,0.125
2012/07/05,0.125
2012/07/06,0.125
2012/07/07,0.125
2012/07/08,0.125
2012/07/09,0.125
2012/07/10,0.125
2012/07/11,0.126
2012/07/12,0.126
2012/07/13,0.126
2012/07/14,0.126
2012/07/15,0.126
2012/07/16,0.127
2012/07/17,0.127
2012/07/18,0.127
2012/07/19,0.127
2012/07/20,0.128
2012/07/21,0.128
2012/07/22,0.129
2012/07/23,0.129
2012/07/24,0.13
2012/07/25,0.131
2012/07/26,0.131
2012/07/27,0.132
2012/07/28,0.133
2012/07/29,0.134
2012/07/30,0.134
2012/07/31,0.135
2012/08/01,0.136
2012/08/02,0.137
2012/08/03,0.139
2012/08/04,0.14
2012/08/05,0.141
2012/08/06,0.143
2012/08/07,0.144
2012/08/08,0.146
2012/08/09,0.147
2012/08/10,0.149
2012/08/11,0.151
2012/08/12,0.152
2012/08/13,0.154
2012/08/14,0.156
2012/08/15,0.158
2012/08/16,0.16
2012/08/17,0.162
2012/08/18,0.164
2012/08/19,0.166
2012/08/20,0.169
2012/08/21,0.171
2012/08/22,0.173
2012/08/23,0.176
2012/08/24,0.178
2012/08/25,0.18
2012/08/26,0.183
2012/08/27,0.186
2012/08/28,0.189
2012/08/29,0.192
2012/08/30,0.195
2012/08/31,0.198
2012/09/01,0.201
2012/09/02,0.204
2012/09/03,0.207
2012/09/04,0.211
2012/09/05,0.214
2012/09/06,0.217
2012/09/07,0.221
2012/09/08,0.224
2012/09/09,0.228
2012/09/10,0.232
2012/09/11,0.236
2012/09/12,0.24
2012/09/13,0.244
2012/09/14,0.248
2012/09/15,0.252
2012/09/16,0.256
2012/09/17,0.26
2012/09/18,0.264
2012/09/19,0.268
2012/09/20,0.272
2012/09/21,0.276
2012/09/22,0.28
2012/09/23,0.284
2012/09/24,0.288
2012/09/25,0.292
2012/09/26,0.296
2012/09/27,0.3
2012/09/28,0.304
2012/09/29,0.308
2012/09/30,0.312
2012/10/01,0.316
2012/10/02,0.32
2012/10/03,0.324
2012/10/04,0.327
2012/10/05,0.331
2012/10/06,0.335
2012/10/07,0.339
2012/10/08,0.342
2012/10/09,0.346
2012/10/10,0.35
2012/10/11,0.353
2012/10/12,0.357
2012/10/13,0.36
2012/10/14,0.363
2012/10/15,0.367
2012/10/16,0.37
2012/10/17,0.373
2012/10/18,0.376
2012/10/19,0.378
2012/10/20,0.381
2012/10/21,0.384
2012/10/22,0.386
2012/10/23,0.388
2012/10/24,0.39
2012/10/25,0.392
2012/10/26,0.394
2012/10/27,0.396
2012/10/28,0.398
2012/10/29,0.399
2012/10/30,0.401
2012/10/31,0.402
2012/11/01,0.404
2012/11/02,0.405
2012/11/03,0.407
2012/11/04,0.408
2012/11/05,0.41
2012/11/06,0.411
2012/11/07,0.412
2012/11/08,0.413
2012/11/09,0.414
2012/11/10,0.415
2012/11/11,0.416
2012/11/12,0.417
2012/11/13,0.418
2012/11/14,0.419
2012/11/15,0.419
2012/11/16,0.42
2012/11/17,0.42
2012/11/18,0.421
2012/11/19,0.421
2012/11/20,0.422
2012/11/21,0.422
2012/11/22,0.422
2012/11/23,0.422
2012/11/24,0.422
2012/11/25,0.422
2012/11/26,0.422
2012/11/27,0.422
2012/11/28,0.421
2012/11/29,0.421
2012/11/30,0.421
2012/12/01,0.42
2012/12/02,0.42
2012/12/03,0.419
2012/12/04,0.418
2012/12/05,0.418
2012/12/06,0.417
2012/12/07,0.416
2012/12/08,0.415
2012/12/09,0.414
2012/12/10,0.413
2012/12/11,0.412
2012/12/12,0.411
2012/12/13,0.409
2012/12/14,0.408
2012/12/15,0.406
2012/12/16,0.405
2012/12/17,0.403
2012/12/18,0.401
2012/12/19,0.4
2012/12/20,0.398
2012/12/21,0.396
2012/12/22,0.394
2012/12/23,0.392
2012/12/24,0.39
2012/12/25,0.387
2012/12/26,0.385
2012/12/27,0.382
2012/12/28,0.38
2012/12/29,0.377
2012/12/30,0.374
2012/12/31,0.37
2013/01/01,0.367
2013/01/02,0.363
2013/01/03,0.36
2013/01/04,0.356
2013/01/05,0.352
2013/01/06,0.348
2013/01/07,0.344
2013/01/08,0.34
2013/01/09,0.336
2013/01/10,0.332
2013/01/11,0.328
2013/01/12,0.324
2013/01/13,0.321
2013/01/14,0.317
2013/01/15,0.313
2013/01/16,0.309
2013/01/17,0.306
2013/01/18,0.302
2013/01/19,0.298
2013/01/20,0.295
2013/01/21,0.291
2013/01/22,0.288
2013/01/23,0.284
2013/01/24,0.281
2013/01/25,0.277
2013/01/26,0.274
2013/01/27,0.27
2013/01/28,0.266
2013/01/29,0.262
2013/01/30,0.259
2013/01/31,0.255
2013/02/01,0.251
2013/02/02,0.247
2013/02/03,0.243
2013/02/04,0.239
2013/02/05,0.235
2013/02/06,0.232
2013/02/07,0.228
2013/02/08,0.224
2013/02/09,0.221
2013/02/10,0.218
2013/02/11,0.214
2013/02/12,0.211
2013/02/13,0.208
2013/02/14,0.205
2013/02/15,0.202
2013/02/16,0.199
2013/02/17,0.197
2013/02/18,0.194
2013/02/19,0.192
2013/02/20,0.19
2013/02/21,0.188
2013/02/22,0.186
2013/02/23,0.184
2013/02/24,0.183
2013/02/25,0.181
2013/02/26,0.18
2013/02/27,0.179
2013/02/28,0.178
2013/03/01,0.177
2013/03/02,0.176
2013/03/03,0.176
2013/03/04,0.176
2013/03/05,0.176
2013/03/06,0.177
2013/03/07,0.178
2013/03/08,0.179
2013/03/09,0.18
2013/03/10,0.182
2013/03/11,0.183
2013/03/12,0.185
2013/03/13,0.187
2013/03/14,0.189
2013/03/15,0.191
2013/03/16,0.193
2013/03/17,0.196
2013/03/18,0.199
2013/03/19,0.202
2013/03/20,0.206
2013/03/21,0.209
2013/03/22,0.212
2013/03/23,0.216
2013/03/24,0.22
2013/03/25,0.224
2013/03/26,0.23
2013/03/27,0.236
2013/03/28,0.242
2013/03/29,0.249
2013/03/30,0.256
2013/03/31,0.263
2013/04/01,0.271
2013/04/02,0.279
2013/04/03,0.288
2013/04/04,0.296
2013/04/05,0.305
2013/04/06,0.314
2013/04/07,0.324
2013/04/08,0.334
2013/04/09,0.344
2013/04/10,0.355
2013/04/11,0.365
2013/04/12,0.376
2013/04/13,0.387
2013/04/14,0.398
2013/04/15,0.409
2013/04/16,0.419
2013/04/17,0.43
2013/04/18,0.442
2013/04/19,0.453
2013/04/20,0.465
2013/04/21,0.477
2013/04/22,0.488
2013/04/23,0.5
2013/04/24,0.512
2013/04/25,0.524
2013/04/26,0.536
2013/04/27,0.548
2013/04/28,0.559
2013/04/29,0.571
2013/04/30,0.582
2013/05/01,0.593
2013/05/02,0.605
2013/05/03,0.616
2013/05/04,0.628
2013/05/05,0.639
2013/05/06,0.65
2013/05/07,0.661
2013/05/08,0.671
2013/05/09,0.682
2013/05/10,0.692
2013/05/11,0.701
2013/05/12,0.711
2013/05/13,0.72
2013/05/14,0.73
2013/05/15,0.739
2013/05/16,0.748
2013/05/17,0.757
2013/05/18,0.766
2013/05/19,0.774
2013/05/20,0.782
2013/05/21,0.79
2013/05/22,0.798
2013/05/23,0.805
2013/05/24,0.812
2013/05/25,0.818
2013/05/26,0.825
2013/05/27,0.831
2013/05/28,0.837
2013/05/29,0.843
2013/05/30,0.848
2013/05/31,0.853
2013/06/01,0.858
2013/06/02,0.863
2013/06/03,0.868
2013/06/04,0.872
2013/06/05,0.876
2013/06/06,0.88
2013/06/07,0.885
2013/06/08,0.891
2013/06/09,0.896
2013/06/10,0.901
2013/06/11,0.907
2013/06/12,0.913
2013/06/13,0.918
2013/06/14,0.924
2013/06/15,0.93
2013/06/16,0.935
2013/06/17,0.941
2013/06/18,0.947
2013/06/19,0.954
2013/06/20,0.962
2013/06/21,0.969
2013/06/22,0.977
2013/06/23,0.984
2013/06/24,0.992
2013/06/25,0.999
2013/06/26,1.007
2013/06/27,1.014
2013/06/28,1.021
2013/06/29,1.028
2013/06/30,1.035
2013/07/01,1.042
2013/07/02,1.049
2013/07/03,1.055
2013/07/04,1.062
2013/07/05,1.068
2013/07/06,1.075
2013/07/07,1.08
2013/07/08,1.086
2013/07/09,1.091
2013/07/10,1.096
2013/07/11,1.101
2013/07/12,1.107
2013/07/13,1.112
2013/07/14,1.118
2013/07/15,1.124
2013/07/16,1.13
2013/07/17,1.136
2013/07/18,1.141
2013/07/19,1.147
2013/07/20,1.152
2013/07/21,1.157
2013/07/22,1.162
2013/07/23,1.167
2013/07/24,1.172
2013/07/25,1.178
2013/07/26,1.184
2013/07/27,1.189
2013/07/28,1.195
2013/07/29,1.201
2013/07/30,1.206
2013/07/31,1.211
2013/08/01,1.216
2013/08/02,1.22
2013/08/03,1.225
2013/08/04,1.23
2013/08/05,1.235
2013/08/06,1.24
2013/08/07,1.246
2013/08/08,1.251
2013/08/09,1.256
2013/08/10,1.261
2013/08/11,1.266
2013/08/12,1.271
2013/08/13,1.276
2013/08/14,1.281
2013/08/15,1.288
2013/08/16,1.295
2013/08/17,1.303
2013/08/18,1.311
2013/08/19,1.32
2013/08/20,1.329
2013/08/21,1.337
2013/08/22,1.346
2013/08/23,1.355
2013/08/24,1.363
2013/08/25,1.373
2013/08/26,1.384
2013/08/27,1.395
2013/08/28,1.407
2013/08/29,1.419
2013/08/30,1.431
2013/08/31,1.443
2013/09/01,1.454
2013/09/02,1.466
2013/09/03,1.477
2013/09/04,1.489
2013/09/05,1.502
2013/09/06,1.516
2013/09/07,1.53
2013/09/08,1.545
2013/09/09,1.559
2013/09/10,1.574
2013/09/11,1.588
2013/09/12,1.603
2013/09/13,1.616
2013/09/14,1.629
2013/09/15,1.643
2013/09/16,1.658
2013/09/17,1.674
2013/09/18,1.689
2013/09/19,1.705
2013/09/20,1.721
2013/09/21,1.736
2013/09/22,1.75
2013/09/23,1.765
2013/09/24,1.778
2013/09/25,1.791
2013/09/26,1.805
2013/09/27,1.821
2013/09/28,1.836
2013/09/29,1.852
2013/09/30,1.867
2013/10/01,1.883
2013/10/02,1.897
2013/10/03,1.911
2013/10/04,1.925
2013/10/05,1.937
2013/10/06,1.949
2013/10/07,1.962
2013/10/08,1.975
2013/10/09,1.989
2013/10/10,2.002
2013/10/11,2.015
2013/10/12,2.028
2013/10/13,2.039
2013/10/14,2.05
2013/10/15,2.06
2013/10/16,2.07
2013/10/17,2.082
2013/10/18,2.095
2013/10/19,2.109
2013/10/20,2.124
2013/10/21,2.138
2013/10/22,2.153
2013/10/23,2.167
2013/10/24,2.18
2013/10/25,2.192
2013/10/26,2.207
2013/10/27,2.225
2013/10/28,2.243
2013/10/29,2.263
2013/10/30,2.284
2013/10/31,2.305
2013/11/01,2.325
2013/11/02,2.345
2013/11/03,2.364
2013/11/04,2.381
2013/11/05,2.398
2013/11/06,2.416
2013/11/07,2.435
2013/11/08,2.455
2013/11/09,2.474
2013/11/10,2.493
2013/11/11,2.51
2013/11/12,2.527
2013/11/13,2.542
2013/11/14,2.556
2013/11/15,2.568
2013/11/16,2.578
2013/11/17,2.586
2013/11/18,2.595
2013/11/19,2.603
2013/11/20,2.61
2013/11/21,2.617
2013/11/22,2.622
2013/11/23,2.625
2013/11/24,2.628
2013/11/25,2.629
2013/11/26,2.628
2013/11/27,2.626
2013/11/28,2.622
2013/11/29,2.617
2013/11/30,2.612
2013/12/01,2.606
2013/12/02,2.6
2013/12/03,2.593
2013/12/04,2.585
2013/12/05,2.576
2013/12/06,2.567
2013/12/07,2.556
2013/12/08,2.545
2013/12/09,2.533
2013/12/10,2.52
2013/12/11,2.509
2013/12/12,2.498
2013/12/13,2.488
2013/12/14,2.478
2013/12/15,2.468
2013/12/16,2.458
2013/12/17,2.448
2013/12/18,2.438
2013/12/19,2.427
2013/12/20,2.416
2013/12/21,2.405
2013/12/22,2.396
2013/12/23,2.388
2013/12/24,2.38
2013/12/25,2.374
2013/12/26,2.367
2013/12/27,2.361
2013/12/28,2.354
2013/12/29,2.347
2013/12/30,2.34
2013/12/31,2.333
2014/01/01,2.325
2014/01/02,2.317
