Date,transactions3trx
2010/07/17,-12.423
2010/07/18,-19.408
2010/07/19,-21.422
2010/07/20,-19.876
2010/07/21,-19.239
2010/07/22,-18.727
2010/07/23,-17.41
2010/07/24,0.733
2010/07/25,41.953
2010/07/26,11
2010/07/27,-4.309
2010/07/28,21.75
2010/07/29,28.788
2010/07/30,1.689
2010/07/31,-12.975
2010/08/01,-20.128
2010/08/02,-22.904
2010/08/03,-16.435
2010/08/04,-14.472
2010/08/05,-9.791
2010/08/06,-8.701
2010/08/07,-11.949
2010/08/08,-10.348
2010/08/09,-5.206
2010/08/10,-5.936
2010/08/11,-4.891
2010/08/12,-3.76
2010/08/13,5.61
2010/08/14,0.852
2010/08/15,-5.932
2010/08/16,3.621
2010/08/17,2.47
2010/08/18,3.731
2010/08/19,0.831
2010/08/20,1.223
2010/08/21,-1.935
2010/08/22,-4.677
2010/08/23,-5.52
2010/08/24,-4.612
2010/08/25,-4.383
2010/08/26,-3.229
2010/08/27,-4.739
2010/08/28,-1.824
2010/08/29,-5.144
2010/08/30,-0.378
2010/08/31,9.822
2010/09/01,10.42
2010/09/02,3.969
2010/09/03,-0.782
2010/09/04,-7.145
2010/09/05,-6.502
2010/09/06,-6.411
2010/09/07,-5.634
2010/09/08,0.12
2010/09/09,5.076
2010/09/10,5.945
2010/09/11,1.984
2010/09/12,3.802
2010/09/13,9.49
2010/09/14,7.683
2010/09/15,7.606
2010/09/16,4.075
2010/09/17,-2.185
2010/09/18,-4.961
2010/09/19,-6.521
2010/09/20,1.015
2010/09/21,30.399
2010/09/22,26.81
2010/09/23,14.94
2010/09/24,2.647
2010/09/25,-1.659
2010/09/26,-7.286
2010/09/27,-3.538
2010/09/28,-3.221
2010/09/29,17.591
2010/09/30,4.482
2010/10/01,2.07
2010/10/02,0.74
2010/10/03,-4.404
2010/10/04,-7.255
2010/10/05,-8.219
2010/10/06,-8.059
2010/10/07,-9.318
2010/10/08,-8.183
2010/10/09,-4.603
2010/10/10,-4.717
2010/10/11,-4.962
2010/10/12,-3.787
2010/10/13,-3.048
2010/10/14,-3.973
2010/10/15,-4.985
2010/10/16,-2.873
2010/10/17,-0.668
2010/10/18,10.557
2010/10/19,35.848
2010/10/20,24.046
2010/10/21,10.711
2010/10/22,6.566
