Date,transactions3mom
2011/03/29,-642
2011/03/30,-720
2011/03/31,-869
2011/04/01,-1152
2011/04/02,-8
2011/04/03,-264
2011/04/04,728
2011/04/05,333
2011/04/06,86
2011/04/07,-601
2011/04/08,-324
2011/04/09,-139
2011/04/10,41
2011/04/11,179
2011/04/12,337
2011/04/13,606
2011/04/14,941
2011/04/15,-32
2011/04/16,-196
2011/04/17,-644
2011/04/18,1005
2011/04/19,1463
2011/04/20,748
2011/04/21,-1119
2011/04/22,-1523
2011/04/23,-687
2011/04/24,343
2011/04/25,479
2011/04/26,1122
2011/04/27,2286
2011/04/28,471
2011/04/29,74
2011/04/30,-113
2011/05/01,899
2011/05/02,-436
2011/05/03,-1545
2011/05/04,-1167
2011/05/05,347
2011/05/06,333
2011/05/07,1070
2011/05/08,-566
2011/05/09,205
2011/05/10,-705
2011/05/11,220
2011/05/12,-85
2011/05/13,889
2011/05/14,1273
2011/05/15,358
2011/05/16,245
2011/05/17,35
2011/05/18,1743
2011/05/19,390
2011/05/20,368
2011/05/21,-549
2011/05/22,538
2011/05/23,884
2011/05/24,822
2011/05/25,921
2011/05/26,1212
2011/05/27,-880
2011/05/28,-1093
2011/05/29,-2098
2011/05/30,497
2011/05/31,1055
2011/06/01,1779
2011/06/02,1763
2011/06/03,2326
2011/06/04,2235
2011/06/05,1438
2011/06/06,1231
2011/06/07,245
2011/06/08,3246
2011/06/09,2484
2011/06/10,2214
2011/06/11,-985
2011/06/12,253
2011/06/13,-27
2011/06/14,3266
2011/06/15,119
2011/06/16,1547
2011/06/17,-2801
2011/06/18,-960
2011/06/19,-1317
2011/06/20,-119
2011/06/21,-1915
2011/06/22,10
2011/06/23,-813
2011/06/24,1255
2011/06/25,-1709
2011/06/26,-342
2011/06/27,876
2011/06/28,1009
2011/06/29,-6
2011/06/30,-2137
2011/07/01,-129
2011/07/02,-1981
2011/07/03,-1246
2011/07/04,-996
2011/07/05,977
2011/07/06,2163
2011/07/07,-385
2011/07/08,-463
2011/07/09,-2660
2011/07/10,-794
2011/07/11,2003
2011/07/12,304
2011/07/13,747
2011/07/14,-1794
2011/07/15,-170
2011/07/16,-283
2011/07/17,-363
2011/07/18,970
2011/07/19,324
2011/07/20,505
2011/07/21,-795
2011/07/22,-203
2011/07/23,-1445
2011/07/24,42
2011/07/25,480
2011/07/26,925
2011/07/27,-232
2011/07/28,-1356
2011/07/29,-1043
2011/07/30,-1764
2011/07/31,-40
2011/08/01,879
2011/08/02,2606
2011/08/03,-344
2011/08/04,148
2011/08/05,-1443
2011/08/06,-868
2011/08/07,-1594
2011/08/08,-89
2011/08/09,2361
2011/08/10,1599
2011/08/11,328
2011/08/12,-2039
2011/08/13,-915
2011/08/14,-120
2011/08/15,1216
2011/08/16,2225
2011/08/17,247
2011/08/18,-979
2011/08/19,-2010
2011/08/20,-547
2011/08/21,236
2011/08/22,163
2011/08/23,83
2011/08/24,-274
2011/08/25,-540
2011/08/26,152
2011/08/27,-994
2011/08/28,-1633
2011/08/29,682
2011/08/30,1419
2011/08/31,1664
2011/09/01,-882
2011/09/02,-788
2011/09/03,-1357
2011/09/04,50
2011/09/05,13
2011/09/06,1899
2011/09/07,-170
2011/09/08,-515
2011/09/09,-457
2011/09/10,-1094
2011/09/11,-50
2011/09/12,-780
2011/09/13,517
2011/09/14,-264
2011/09/15,-124
2011/09/16,-287
2011/09/17,-734
2011/09/18,-490
2011/09/19,436
2011/09/20,2685
2011/09/21,1710
2011/09/22,-535
2011/09/23,-1810
2011/09/24,-1939
2011/09/25,-406
2011/09/26,-690
2011/09/27,369
2011/09/28,285
2011/09/29,-41
2011/09/30,-225
2011/10/01,-639
2011/10/02,-550
2011/10/03,633
2011/10/04,466
2011/10/05,712
2011/10/06,-592
2011/10/07,-161
2011/10/08,-343
2011/10/09,-454
2011/10/10,223
2011/10/11,554
2011/10/12,499
2011/10/13,-872
2011/10/14,135
2011/10/15,-384
2011/10/16,-25
2011/10/17,-309
2011/10/18,-702
2011/10/19,135
2011/10/20,-1129
2011/10/21,342
2011/10/22,19
2011/10/23,966
2011/10/24,722
2011/10/25,81
2011/10/26,-345
2011/10/27,-1230
2011/10/28,-84
2011/10/29,328
2011/10/30,292
2011/10/31,38
2011/11/01,144
2011/11/02,968
2011/11/03,1077
2011/11/04,766
2011/11/05,-55
2011/11/06,-1238
2011/11/07,-1029
2011/11/08,63
2011/11/09,1397
2011/11/10,1036
2011/11/11,-871
2011/11/12,-1303
2011/11/13,-1170
2011/11/14,791
2011/11/15,957
2011/11/16,683
2011/11/17,-945
2011/11/18,-905
2011/11/19,-1312
2011/11/20,162
2011/11/21,-384
2011/11/22,750
2011/11/23,482
2011/11/24,253
2011/11/25,0
2011/11/26,-832
2011/11/27,42
2011/11/28,452
2011/11/29,1644
2011/11/30,1748
2011/12/01,367
2011/12/02,-104
2011/12/03,-1216
2011/12/04,-921
2011/12/05,-93
2011/12/06,2328
2011/12/07,748
2011/12/08,-423
2011/12/09,-2366
2011/12/10,-463
2011/12/11,-547
2011/12/12,-706
2011/12/13,-260
2011/12/14,430
2011/12/15,3
2011/12/16,-228
2011/12/17,-696
2011/12/18,-250
2011/12/19,639
2011/12/20,1318
2011/12/21,940
2011/12/22,26
2011/12/23,-621
2011/12/24,-915
2011/12/25,-599
2011/12/26,-76
2011/12/27,553
2011/12/28,-267
2011/12/29,-390
2011/12/30,-157
2011/12/31,141
2012/01/01,-226
2012/01/02,350
2012/01/03,628
2012/01/04,734
2012/01/05,1588
2012/01/06,859
2012/01/07,139
2012/01/08,-606
2012/01/09,-525
2012/01/10,815
2012/01/11,745
2012/01/12,593
2012/01/13,171
2012/01/14,-329
2012/01/15,-368
2012/01/16,92
2012/01/17,-62
2012/01/18,346
2012/01/19,-47
2012/01/20,40
2012/01/21,-317
2012/01/22,-1563
2012/01/23,-705
2012/01/24,927
2012/01/25,2624
2012/01/26,530
2012/01/27,-933
2012/01/28,-2048
2012/01/29,-201
2012/01/30,-215
2012/01/31,1010
2012/02/01,102
2012/02/02,1024
2012/02/03,117
2012/02/04,719
2012/02/05,-373
2012/02/06,-902
2012/02/07,-205
2012/02/08,247
2012/02/09,1353
2012/02/10,1443
2012/02/11,650
2012/02/12,-471
2012/02/13,-463
2012/02/14,1822
2012/02/15,2331
2012/02/16,1544
2012/02/17,-2725
2012/02/18,-2858
2012/02/19,-3599
2012/02/20,-427
2012/02/21,-54
2012/02/22,1235
2012/02/23,1649
2012/02/24,490
2012/02/25,-894
2012/02/26,-2177
2012/02/27,-200
2012/02/28,424
2012/02/29,869
2012/03/01,79
2012/03/02,946
2012/03/03,-1466
2012/03/04,-206
2012/03/05,-677
2012/03/06,1157
2012/03/07,27
2012/03/08,-353
2012/03/09,103
2012/03/10,-1276
2012/03/11,-1392
2012/03/12,-359
2012/03/13,2030
2012/03/14,1669
2012/03/15,188
2012/03/16,-453
2012/03/17,-52
2012/03/18,-284
2012/03/19,-273
2012/03/20,-32
2012/03/21,963
2012/03/22,-80
2012/03/23,-644
2012/03/24,-651
2012/03/25,-374
2012/03/26,438
2012/03/27,319
2012/03/28,1034
2012/03/29,909
2012/03/30,164
2012/03/31,-1067
2012/04/01,-1956
2012/04/02,-318
2012/04/03,1584
2012/04/04,1585
2012/04/05,555
2012/04/06,-1043
2012/04/07,-1055
2012/04/08,-1146
2012/04/09,-92
2012/04/10,2370
2012/04/11,1952
2012/04/12,1692
2012/04/13,-1403
2012/04/14,171
2012/04/15,-899
2012/04/16,1509
2012/04/17,-218
2012/04/18,1186
2012/04/19,-684
2012/04/20,461
2012/04/21,-1403
2012/04/22,-1529
2012/04/23,-1162
2012/04/24,475
2012/04/25,1216
2012/04/26,2975
2012/04/27,-462
2012/04/28,-155
2012/04/29,-2394
2012/04/30,2174
2012/05/01,2763
2012/05/02,2278
2012/05/03,4611
2012/05/04,3899
2012/05/05,3003
2012/05/06,-2859
2012/05/07,4140
2012/05/08,4712
2012/05/09,6093
2012/05/10,-6424
2012/05/11,1375
2012/05/12,1119
2012/05/13,2944
2012/05/14,9292
2012/05/15,3907
2012/05/16,3360
2012/05/17,-11391
2012/05/18,2231
2012/05/19,17298
2012/05/20,14503
2012/05/21,7142
2012/05/22,-11890
2012/05/23,-4020
2012/05/24,-5014
2012/05/25,5513
2012/05/26,-4165
2012/05/27,-176
2012/05/28,868
2012/05/29,6553
2012/05/30,-839
2012/05/31,-8871
2012/06/01,-2773
2012/06/02,-12809
2012/06/03,12573
2012/06/04,18866
2012/06/05,31577
2012/06/06,-17664
2012/06/07,-12719
2012/06/08,-20461
2012/06/09,17095
2012/06/10,7491
2012/06/11,8635
2012/06/12,-14792
2012/06/13,16089
2012/06/14,29391
2012/06/15,36740
2012/06/16,-13518
2012/06/17,-18037
2012/06/18,-15931
2012/06/19,-7311
2012/06/20,-11644
2012/06/21,-12250
2012/06/22,-12388
2012/06/23,-9962
2012/06/24,-4385
2012/06/25,5132
2012/06/26,7947
2012/06/27,8451
2012/06/28,-2174
2012/06/29,-7355
2012/06/30,-8226
2012/07/01,-7251
2012/07/02,2264
2012/07/03,21
2012/07/04,3880
2012/07/05,-3496
2012/07/06,1254
2012/07/07,2435
2012/07/08,-853
2012/07/09,1205
2012/07/10,9481
2012/07/11,10470
2012/07/12,-813
2012/07/13,-10537
2012/07/14,-8490
2012/07/15,2052
2012/07/16,6836
2012/07/17,12403
2012/07/18,6228
2012/07/19,-329
2012/07/20,1617
2012/07/21,2019
2012/07/22,3805
2012/07/23,-4089
2012/07/24,-6244
2012/07/25,-7538
2012/07/26,-2019
2012/07/27,-1231
2012/07/28,7910
2012/07/29,3779
2012/07/30,7242
2012/07/31,6300
2012/08/01,-3913
2012/08/02,-1173
2012/08/03,-13759
2012/08/04,-1550
2012/08/05,98
2012/08/06,7642
2012/08/07,585
2012/08/08,6858
2012/08/09,-5488
2012/08/10,-1220
2012/08/11,-7031
2012/08/12,4705
2012/08/13,20493
2012/08/14,1378
2012/08/15,18325
2012/08/16,-2389
2012/08/17,6067
2012/08/18,-15791
2012/08/19,-9554
2012/08/20,-4753
2012/08/21,5231
2012/08/22,949
2012/08/23,-4010
2012/08/24,-10115
2012/08/25,-4417
2012/08/26,-2312
2012/08/27,824
2012/08/28,-3614
2012/08/29,4700
2012/08/30,809
2012/08/31,10797
2012/09/01,6572
2012/09/02,-336
2012/09/03,-2403
2012/09/04,-820
2012/09/05,7531
2012/09/06,4538
2012/09/07,-6478
2012/09/08,-9927
2012/09/09,-11314
2012/09/10,167
2012/09/11,7052
2012/09/12,-3364
2012/09/13,-4587
2012/09/14,-2124
2012/09/15,-837
2012/09/16,-641
2012/09/17,-11678
2012/09/18,5550
2012/09/19,3836
2012/09/20,6852
2012/09/21,-2476
2012/09/22,-10233
2012/09/23,-3289
2012/09/24,-1141
2012/09/25,2181
2012/09/26,4432
2012/09/27,-851
2012/09/28,8572
2012/09/29,-8449
2012/09/30,-7677
2012/10/01,-8014
2012/10/02,8908
2012/10/03,6027
2012/10/04,7888
2012/10/05,3503
2012/10/06,5981
2012/10/07,2117
2012/10/08,1798
2012/10/09,2791
2012/10/10,-3524
2012/10/11,-10487
2012/10/12,-6764
2012/10/13,1865
2012/10/14,-259
2012/10/15,2285
2012/10/16,1436
2012/10/17,4384
2012/10/18,-2729
2012/10/19,-9160
2012/10/20,-1387
2012/10/21,12572
2012/10/22,17779
2012/10/23,1617
2012/10/24,-8640
2012/10/25,-16142
2012/10/26,-10139
2012/10/27,-15894
2012/10/28,-9056
2012/10/29,-420
2012/10/30,14466
2012/10/31,9812
2012/11/01,2159
2012/11/02,-1757
2012/11/03,-3858
2012/11/04,646
2012/11/05,3177
2012/11/06,8098
2012/11/07,12176
2012/11/08,237
2012/11/09,-6846
2012/11/10,-9358
2012/11/11,-8853
2012/11/12,-1234
2012/11/13,26
2012/11/14,6350
2012/11/15,13697
2012/11/16,12310
2012/11/17,2640
2012/11/18,-3478
2012/11/19,-2524
2012/11/20,4313
2012/11/21,4924
2012/11/22,-6021
2012/11/23,-4527
2012/11/24,-9347
2012/11/25,5834
2012/11/26,3557
2012/11/27,-2083
2012/11/28,494
2012/11/29,1516
2012/11/30,2149
2012/12/01,-3759
2012/12/02,-16794
2012/12/03,-8121
2012/12/04,-1081
2012/12/05,13159
2012/12/06,15514
2012/12/07,-228
2012/12/08,-586
2012/12/09,-5093
2012/12/10,4062
2012/12/11,3599
2012/12/12,4673
2012/12/13,6306
2012/12/14,2273
2012/12/15,-4357
2012/12/16,-7019
2012/12/17,1998
2012/12/18,17438
2012/12/19,9258
2012/12/20,-5090
2012/12/21,-5233
2012/12/22,6482
2012/12/23,800
2012/12/24,-8475
2012/12/25,-22486
2012/12/26,-184
2012/12/27,7652
2012/12/28,18317
2012/12/29,1534
2012/12/30,1650
2012/12/31,-17030
2013/01/01,-6232
2013/01/02,-6001
2013/01/03,12241
2013/01/04,16702
2013/01/05,175
2013/01/06,-9266
2013/01/07,-8316
2013/01/08,-964
2013/01/09,10179
2013/01/10,12272
2013/01/11,14141
2013/01/12,2489
2013/01/13,-3084
2013/01/14,-8229
2013/01/15,-648
2013/01/16,4190
2013/01/17,3586
2013/01/18,4117
2013/01/19,2518
2013/01/20,-6748
2013/01/21,-8709
2013/01/22,-12408
2013/01/23,5311
2013/01/24,5756
2013/01/25,4766
2013/01/26,5658
2013/01/27,9197
2013/01/28,3659
2013/01/29,-665
2013/01/30,-14196
2013/01/31,-593
2013/02/01,7690
2013/02/02,13246
2013/02/03,9538
2013/02/04,-4394
2013/02/05,-1059
2013/02/06,-18569
2013/02/07,6242
2013/02/08,7517
2013/02/09,15198
2013/02/10,-4801
2013/02/11,-3335
2013/02/12,805
2013/02/13,2637
2013/02/14,-6658
2013/02/15,-2944
2013/02/16,-7675
2013/02/17,-1330
2013/02/18,-5255
2013/02/19,3116
2013/02/20,10108
2013/02/21,5527
2013/02/22,7641
2013/02/23,-1833
2013/02/24,1268
2013/02/25,4939
2013/02/26,5550
2013/02/27,3748
2013/02/28,-4087
2013/03/01,1111
2013/03/02,-5076
2013/03/03,-8555
2013/03/04,-518
2013/03/05,1049
2013/03/06,8307
2013/03/07,2745
2013/03/08,-1032
2013/03/09,-7228
2013/03/10,7051
2013/03/11,3428
2013/03/12,-7028
2013/03/13,-17128
2013/03/14,-1235
2013/03/15,14255
2013/03/16,-22521
2013/03/17,-22751
2013/03/18,-19309
2013/03/19,11926
2013/03/20,10926
2013/03/21,12051
2013/03/22,14417
2013/03/23,6632
2013/03/24,-4200
2013/03/25,-11506
2013/03/26,-3787
2013/03/27,1930
2013/03/28,11957
2013/03/29,13175
2013/03/30,5947
2013/03/31,-16989
2013/04/01,-9513
2013/04/02,4072
2013/04/03,19949
2013/04/04,14166
2013/04/05,-1880
2013/04/06,-12211
2013/04/07,-3361
2013/04/08,310
2013/04/09,15248
2013/04/10,313
2013/04/11,6722
2013/04/12,-8286
2013/04/13,-10340
2013/04/14,-12929
2013/04/15,-4185
2013/04/16,14258
2013/04/17,1217
2013/04/18,-7848
2013/04/19,-8217
2013/04/20,-8387
2013/04/21,-2436
2013/04/22,-12350
2013/04/23,13352
2013/04/24,20813
2013/04/25,15353
2013/04/26,-6407
2013/04/27,-20639
2013/04/28,-20692
2013/04/29,-3491
2013/04/30,3228
2013/05/01,13474
2013/05/02,3693
2013/05/03,3825
2013/05/04,-5074
2013/05/05,-5128
2013/05/06,1899
2013/05/07,6465
2013/05/08,107
2013/05/09,13436
2013/05/10,11142
2013/05/11,22946
2013/05/12,-1350
2013/05/13,-6885
2013/05/14,-6904
2013/05/15,-1230
2013/05/16,186
2013/05/17,-7746
2013/05/18,-11964
2013/05/19,-13346
2013/05/20,-9878
2013/05/21,1725
2013/05/22,4170
2013/05/23,10923
2013/05/24,1441
2013/05/25,-719
2013/05/26,-19056
2013/05/27,-2650
2013/05/28,5797
2013/05/29,14333
2013/05/30,4665
2013/05/31,-2741
2013/06/01,-794
2013/06/02,-7499
2013/06/03,1490
2013/06/04,3311
2013/06/05,6628
2013/06/06,-1204
2013/06/07,-5382
2013/06/08,-8339
2013/06/09,-10145
2013/06/10,-7201
2013/06/11,1446
2013/06/12,1392
2013/06/13,-1819
2013/06/14,509
2013/06/15,-10051
2013/06/16,-226
2013/06/17,-4194
2013/06/18,10224
2013/06/19,4114
2013/06/20,6563
2013/06/21,982
2013/06/22,-2477
2013/06/23,-14019
2013/06/24,-2764
2013/06/25,54
2013/06/26,7111
2013/06/27,1866
2013/06/28,4911
2013/06/29,-9077
2013/06/30,-15161
2013/07/01,-10412
2013/07/02,3121
2013/07/03,4547
2013/07/04,-3844
2013/07/05,-2646
2013/07/06,-2162
2013/07/07,-4957
2013/07/08,2586
2013/07/09,7462
2013/07/10,8873
2013/07/11,3823
2013/07/12,7459
2013/07/13,-1230
2013/07/14,-8499
2013/07/15,-11516
2013/07/16,1415
2013/07/17,5698
2013/07/18,4419
2013/07/19,-2640
2013/07/20,-6943
2013/07/21,-5752
2013/07/22,3226
2013/07/23,4775
2013/07/24,6945
2013/07/25,2570
2013/07/26,-1082
2013/07/27,-5491
2013/07/28,-5250
2013/07/29,4425
2013/07/30,5225
2013/07/31,12200
2013/08/01,9093
2013/08/02,9553
2013/08/03,-3758
2013/08/04,-7960
2013/08/05,-677
2013/08/06,8603
2013/08/07,14653
2013/08/08,7005
2013/08/09,-4716
2013/08/10,-5935
2013/08/11,-19611
2013/08/12,549
2013/08/13,1412
2013/08/14,13286
2013/08/15,7947
2013/08/16,18054
2013/08/17,4864
2013/08/18,-1756
2013/08/19,186
2013/08/20,6682
2013/08/21,4132
2013/08/22,-4541
2013/08/23,-8039
2013/08/24,-8701
2013/08/25,-22300
2013/08/26,928
2013/08/27,10384
2013/08/28,20273
2013/08/29,2876
2013/08/30,380
2013/08/31,-17287
2013/09/01,-12426
2013/09/02,-11347
2013/09/03,4687
2013/09/04,6439
2013/09/05,9500
2013/09/06,8696
2013/09/07,-994
2013/09/08,-14256
2013/09/09,-3192
2013/09/10,1270
2013/09/11,2715
2013/09/12,-5386
2013/09/13,-8462
2013/09/14,-5668
2013/09/15,1404
2013/09/16,7101
2013/09/17,24410
2013/09/18,6895
2013/09/19,7894
2013/09/20,-8958
2013/09/21,-8077
2013/09/22,-8925
2013/09/23,6324
2013/09/24,10071
2013/09/25,3642
2013/09/26,-7735
2013/09/27,-15638
2013/09/28,-11939
2013/09/29,-16372
2013/09/30,251
2013/10/01,14581
2013/10/02,20762
2013/10/03,12359
2013/10/04,-5224
2013/10/05,-16513
2013/10/06,-16680
2013/10/07,-7369
2013/10/08,-290
2013/10/09,7822
2013/10/10,12270
2013/10/11,6767
2013/10/12,-1234
2013/10/13,-5578
2013/10/14,5465
2013/10/15,6306
2013/10/16,-467
2013/10/17,-10499
2013/10/18,3903
2013/10/19,4472
2013/10/20,2516
2013/10/21,771
2013/10/22,9715
2013/10/23,5874
2013/10/24,3179
2013/10/25,-7567
2013/10/26,-7528
2013/10/27,-19907
2013/10/28,-6307
2013/10/29,2205
2013/10/30,4739
2013/10/31,7041
2013/11/01,-4607
2013/11/02,-9272
2013/11/03,-22215
2013/11/04,165
2013/11/05,12444
2013/11/06,19090
2013/11/07,15063
2013/11/08,7666
2013/11/09,211
2013/11/10,-3024
2013/11/11,-1871
2013/11/12,3050
2013/11/13,7335
2013/11/14,12012
2013/11/15,2642
2013/11/16,-17721
2013/11/17,-18093
2013/11/18,18128
2013/11/19,45765
2013/11/20,26257
2013/11/21,-7204
2013/11/22,-15971
2013/11/23,-5019
2013/11/24,-10979
2013/11/25,-5155
2013/11/26,10849
2013/11/27,34665
2013/11/28,27120
2013/11/29,6687
2013/11/30,-20344
2013/12/01,-26793
2013/12/02,-14500
2013/12/03,2453
2013/12/04,7506
2013/12/05,7702
2013/12/06,-5576
2013/12/07,-11936
2013/12/08,-35831
2013/12/09,-8442
2013/12/10,-86
2013/12/11,19858
2013/12/12,-5393
2013/12/13,-7490
2013/12/14,-13281
2013/12/15,-5925
2013/12/16,9240
2013/12/17,13678
2013/12/18,29180
2013/12/19,871
2013/12/20,-2632
2013/12/21,-25389
2013/12/22,-17324
2013/12/23,-10809
2013/12/24,-226
2013/12/25,2538
2013/12/26,-3000
2013/12/27,-3206
2013/12/28,-7407
2013/12/29,61
2013/12/30,2950
2013/12/31,804
2014/01/01,-8292
2014/01/02,-804
2014/01/03,12156
2014/01/04,9046
2014/01/05,3833
2014/01/06,6353
2014/01/07,10823
2014/01/08,2777
2014/01/09,-8348
2014/01/10,-8755
2014/01/11,-5600
2014/01/12,-8494
2014/01/13,-687
2014/01/14,1570
2014/01/15,11098
2014/01/16,3226
2014/01/17,1658
2014/01/18,-10029
2014/01/19,-8682
2014/01/20,3934
2014/01/21,21012
2014/01/22,17807
2014/01/23,591
2014/01/24,-7000
2014/01/25,-11944
2014/01/26,-9969
2014/01/27,-1211
2014/01/28,11909
2014/01/29,6100
2014/01/30,-3577
2014/01/31,-5523
2014/02/01,-4881
2014/02/02,-8326
2014/02/03,-2666
2014/02/04,14978
2014/02/05,15064
2014/02/06,12559
2014/02/07,732
2014/02/08,-2534
2014/02/09,-13537
2014/02/10,-3665
2014/02/11,2238
2014/02/12,5507
2014/02/13,467
2014/02/14,7633
2014/02/15,-239
2014/02/16,-9825
2014/02/17,-14000
2014/02/18,3536
2014/02/19,12606
2014/02/20,10269
2014/02/21,3993
2014/02/22,-11449
2014/02/23,-11061
2014/02/24,4367
2014/02/25,21428
2014/02/26,13086
2014/02/27,-2934
2014/02/28,-9812
2014/03/01,-9734
2014/03/02,-14176
2014/03/03,11007
2014/03/04,21193
2014/03/05,15741
2014/03/06,-10762
2014/03/07,-12272
2014/03/08,-7814
2014/03/09,-8372
2014/03/10,-1444
2014/03/11,11614
2014/03/12,14175
2014/03/13,1908
2014/03/14,-5554
2014/03/15,-16014
2014/03/16,-13482
2014/03/17,-4247
2014/03/18,-6147
2014/03/19,14483
2014/03/20,4590
2014/03/21,18909
2014/03/22,-7141
2014/03/23,-13228
2014/03/24,-2110
2014/03/25,5223
2014/03/26,10559
2014/03/27,751
2014/03/28,-4821
2014/03/29,-15061
2014/03/30,-14833
2014/03/31,-2043
2014/04/01,10870
2014/04/02,10003
2014/04/03,1958
2014/04/04,1532
2014/04/05,-11092
2014/04/06,-16961
2014/04/07,162
2014/04/08,12083
2014/04/09,15133
2014/04/10,2213
2014/04/11,-2144
2014/04/12,-17413
2014/04/13,-16891
2014/04/14,4463
2014/04/15,25048
2014/04/16,17454
2014/04/17,-5005
2014/04/18,-15791
2014/04/19,-15079
2014/04/20,-16156
2014/04/21,1103
2014/04/22,24532
2014/04/23,24924
2014/04/24,14604
2014/04/25,-5420
2014/04/26,-21777
2014/04/27,-20091
2014/04/28,-8074
2014/04/29,12874
2014/04/30,11049
2014/05/01,-4912
2014/05/02,-5066
2014/05/03,-9486
