Date,top100cap14mom
2013/04/18,0.437
2013/04/19,0.591
2013/04/20,0.713
2013/04/21,0.754
2013/04/22,0.829
2013/04/23,0.806
2013/04/24,0.548
2013/04/25,0.192
2013/04/26,0.284
2013/04/27,0.029
2013/04/28,0.035
2013/04/29,-0.328
2013/04/30,-0.43
2013/05/01,-0.233
2013/05/02,-0.212
2013/05/03,-0.195
2013/05/04,-0.343
2013/05/05,-0.345
2013/05/06,-0.422
2013/05/07,-0.423
2013/05/08,-0.184
2013/05/09,-0.245
2013/05/10,-0.357
2013/05/11,-0.138
2013/05/12,-0.174
2013/05/13,-0.055
2013/05/14,-0.066
2013/05/15,-0.11
2013/05/16,-0.073
2013/05/17,-0.118
2013/05/18,-0.09
2013/05/19,-0.077
2013/05/20,0.014
2013/05/21,-0.013
2013/05/22,0.006
2013/05/23,-0.025
2013/05/24,0.08
2013/05/25,-0.127
2013/05/26,-0.101
2013/05/27,-0.025
2013/05/28,-0.045
2013/05/29,-0.119
2013/05/30,-0.196
2013/05/31,-0.233
2013/06/01,-0.232
2013/06/02,-0.214
2013/06/03,-0.312
2013/06/04,-0.3
2013/06/05,-0.262
2013/06/06,-0.295
2013/06/07,-0.327
2013/06/08,-0.05
2013/06/09,0.007
2013/06/10,-0.067
2013/06/11,-0.096
2013/06/12,0.049
2013/06/13,0.025
2013/06/14,0.12
2013/06/15,0.123
2013/06/16,0.149
2013/06/17,0.246
2013/06/18,0.259
2013/06/19,0.208
2013/06/20,0.253
2013/06/21,0.267
2013/06/22,0.196
2013/06/23,0.166
2013/06/24,0.173
2013/06/25,0.149
2013/06/26,0.076
2013/06/27,0.112
2013/06/28,0.105
2013/06/29,0.141
2013/06/30,0.115
2013/07/01,0.167
2013/07/02,0.208
2013/07/03,0.185
2013/07/04,0.277
2013/07/05,0.346
2013/07/06,0.495
2013/07/07,0.455
2013/07/08,0.51
2013/07/09,0.571
2013/07/10,0.523
2013/07/11,0.511
2013/07/12,0.404
2013/07/13,0.272
2013/07/14,0.212
2013/07/15,0.111
2013/07/16,0.033
2013/07/17,0.088
2013/07/18,0.317
2013/07/19,0.121
2013/07/20,-0.025
2013/07/21,-0.007
2013/07/22,-0.053
2013/07/23,-0.121
2013/07/24,-0.072
2013/07/25,-0.088
2013/07/26,-0.031
2013/07/27,0.077
2013/07/28,0.142
2013/07/29,0.271
2013/07/30,0.341
2013/07/31,0.394
2013/08/01,0.001
2013/08/02,0.125
2013/08/03,0.079
2013/08/04,0.061
2013/08/05,-0.011
2013/08/06,0.079
2013/08/07,0.092
2013/08/08,0.113
2013/08/09,0.108
2013/08/10,0.023
2013/08/11,0.133
2013/08/12,0.278
2013/08/13,0.328
2013/08/14,0.136
2013/08/15,0.128
2013/08/16,0.037
2013/08/17,-0.033
2013/08/18,-0.031
2013/08/19,0.043
2013/08/20,-0.12
2013/08/21,-0.21
2013/08/22,-0.23
2013/08/23,-0.339
2013/08/24,-0.282
2013/08/25,-0.383
2013/08/26,-0.655
2013/08/27,-0.79
2013/08/28,-0.69
2013/08/29,-0.763
2013/08/30,-0.687
2013/08/31,-0.562
2013/09/01,-0.619
2013/09/02,-0.668
2013/09/03,-0.544
2013/09/04,-0.429
2013/09/05,-0.555
2013/09/06,-0.413
2013/09/07,-0.43
2013/09/08,-0.445
2013/09/09,-0.562
2013/09/10,-0.498
2013/09/11,-0.572
2013/09/12,-0.447
2013/09/13,-0.476
2013/09/14,-0.465
2013/09/15,-0.425
2013/09/16,-0.452
2013/09/17,-0.444
2013/09/18,-0.534
2013/09/19,-0.28
2013/09/20,-0.277
2013/09/21,-0.257
2013/09/22,-0.422
2013/09/23,-0.232
2013/09/24,-0.285
2013/09/25,-0.268
2013/09/26,-0.2
2013/09/27,-0.132
2013/09/28,-0.127
2013/09/29,-0.06
2013/09/30,0.004
2013/10/01,0.037
2013/10/02,0.253
2013/10/03,0.315
2013/10/04,0.296
2013/10/05,0.317
2013/10/06,0.443
2013/10/07,0.397
2013/10/08,0.438
2013/10/09,0.422
2013/10/10,0.385
2013/10/11,0.447
2013/10/12,0.471
2013/10/13,0.439
2013/10/14,0.4
2013/10/15,0.352
2013/10/16,0.113
2013/10/17,-0.096
2013/10/18,0.019
2013/10/19,0.035
2013/10/20,0.054
2013/10/21,-0.044
2013/10/22,-0.126
2013/10/23,-0.081
2013/10/24,-0.122
2013/10/25,0.829
2013/10/26,0.862
2013/10/27,0.85
2013/10/28,0.866
2013/10/29,0.88
2013/10/30,0.966
2013/10/31,0.999
2013/11/01,0.938
2013/11/02,0.887
2013/11/03,0.952
2013/11/04,1.535
2013/11/05,1.689
2013/11/06,1.74
2013/11/07,1.809
2013/11/08,0.759
2013/11/09,0.701
2013/11/10,0.721
2013/11/11,0.711
2013/11/12,0.693
