Date,top100cap14mom
2010/07/17,-0.088
2010/07/18,-0.327
2010/07/19,-0.49
2010/07/20,-0.532
2010/07/21,-0.599
2010/07/22,-0.592
2010/07/23,-0.671
2010/07/24,-0.73
2010/07/25,-0.754
2010/07/26,0.44
2010/07/27,0.766
2010/07/28,0.879
2010/07/29,0.756
2010/07/30,0.714
2010/07/31,0.551
2010/08/01,0.519
2010/08/02,0.548
2010/08/03,0.678
2010/08/04,0.541
2010/08/05,0.624
2010/08/06,0.685
2010/08/07,0.645
2010/08/08,0.644
2010/08/09,0.018
2010/08/10,-0.103
2010/08/11,0.09
2010/08/12,-0.055
2010/08/13,0.04
2010/08/14,0.037
2010/08/15,-0.001
2010/08/16,0.205
2010/08/17,0.291
2010/08/18,0.356
2010/08/19,0.288
2010/08/20,0.367
2010/08/21,0.354
2010/08/22,0.392
2010/08/23,0.197
2010/08/24,0.304
2010/08/25,0.04
2010/08/26,0.169
2010/08/27,0.136
2010/08/28,0.119
2010/08/29,0.068
2010/08/30,-0.126
2010/08/31,-0.17
2010/09/01,-0.169
2010/09/02,-0.162
2010/09/03,-0.217
2010/09/04,-0.164
2010/09/05,-0.108
2010/09/06,-0.121
2010/09/07,-0.199
2010/09/08,-0.188
2010/09/09,-0.218
2010/09/10,-0.29
2010/09/11,-0.25
2010/09/12,-0.098
2010/09/13,-0.197
2010/09/14,-0.366
2010/09/15,-0.384
2010/09/16,-0.271
2010/09/17,0.323
2010/09/18,0.353
2010/09/19,0.418
2010/09/20,0.502
2010/09/21,0.505
2010/09/22,0.504
2010/09/23,0.744
2010/09/24,0.815
2010/09/25,0.98
2010/09/26,0.994
2010/09/27,1.514
2010/09/28,2.728
2010/09/29,2.771
2010/09/30,2.593
2010/10/01,1.974
2010/10/02,2.474
2010/10/03,2.336
2010/10/04,2.002
2010/10/05,2.104
2010/10/06,2.112
2010/10/07,2.431
2010/10/08,2.567
2010/10/09,2.685
2010/10/10,2.819
2010/10/11,2.352
2010/10/12,1.209
2010/10/13,1.356
2010/10/14,1.604
2010/10/15,1.553
2010/10/16,1.185
2010/10/17,1.213
2010/10/18,1.671
2010/10/19,1.403
2010/10/20,1.522
2010/10/21,0.975
2010/10/22,0.81
2010/10/23,0.578
2010/10/24,0.344
2010/10/25,0.45
2010/10/26,0.615
2010/10/27,0.573
2010/10/28,0.33
2010/10/29,0.299
2010/10/30,0.078
2010/10/31,0.132
2010/11/01,-0.054
2010/11/02,0.177
2010/11/03,0.056
2010/11/04,0.071
2010/11/05,0.092
2010/11/06,0.158
2010/11/07,0.091
2010/11/08,0.774
2010/11/09,0.565
2010/11/10,0.302
2010/11/11,0.302
2010/11/12,0.395
2010/11/13,0.314
2010/11/14,0.321
2010/11/15,0.276
2010/11/16,0.206
2010/11/17,0.346
2010/11/18,0.284
2010/11/19,0.201
2010/11/20,0.25
2010/11/21,0.32
2010/11/22,-0.38
2010/11/23,-0.247
2010/11/24,0.032
2010/11/25,0.165
2010/11/26,0.196
2010/11/27,0.288
2010/11/28,0.193
2010/11/29,0.202
2010/11/30,0.38
2010/12/01,0.492
2010/12/02,0.806
2010/12/03,1.08
2010/12/04,1.009
2010/12/05,1.057
2010/12/06,0.84
2010/12/07,0.697
2010/12/08,0.587
2010/12/09,0.446
2010/12/10,0.488
2010/12/11,0.534
2010/12/12,0.484
2010/12/13,0.819
2010/12/14,0.626
2010/12/15,0.374
2010/12/16,0.073
2010/12/17,-0.178
2010/12/18,-0.274
2010/12/19,-0.468
2010/12/20,-0.188
2010/12/21,-0.385
2010/12/22,-0.336
2010/12/23,-0.296
2010/12/24,-0.38
2010/12/25,-0.371
2010/12/26,-0.361
2010/12/27,-0.519
2010/12/28,-0.531
2010/12/29,-0.681
2010/12/30,-0.702
2010/12/31,-0.816
2011/01/01,-0.818
2011/01/02,-0.705
2011/01/03,-0.753
2011/01/04,-0.526
2011/01/05,-0.528
2011/01/06,-0.557
2011/01/07,-0.562
2011/01/08,-0.59
2011/01/09,-0.529
2011/01/10,-0.8
2011/01/11,-0.629
2011/01/12,-0.463
2011/01/13,-0.312
2011/01/14,-0.159
2011/01/15,-0.16
2011/01/16,-0.013
2011/01/17,0.013
2011/01/18,-0.036
2011/01/19,-0.192
2011/01/20,-0.123
2011/01/21,-0.079
2011/01/22,-0.094
2011/01/23,0.102
2011/01/24,0.193
2011/01/25,0.041
2011/01/26,-0.054
2011/01/27,2.722
2011/01/28,2.663
2011/01/29,2.68
2011/01/30,2.538
2011/01/31,2.44
2011/02/01,2.636
2011/02/02,2.582
2011/02/03,2.631
2011/02/04,2.57
2011/02/05,2.619
2011/02/06,2.272
2011/02/07,2.49
2011/02/08,2.416
2011/02/09,2.659
2011/02/10,-0.249
2011/02/11,-0.309
2011/02/12,-0.342
2011/02/13,-0.333
2011/02/14,-0.325
2011/02/15,-0.422
2011/02/16,-0.328
2011/02/17,-0.431
2011/02/18,-0.467
2011/02/19,-0.53
2011/02/20,-0.299
2011/02/21,-0.532
2011/02/22,-0.562
2011/02/23,-0.692
2011/02/24,-0.711
2011/02/25,-0.659
2011/02/26,-0.624
2011/02/27,-0.09
2011/02/28,-0.252
2011/03/01,-0.062
2011/03/02,-2.52
2011/03/03,-2.574
2011/03/04,-2.599
2011/03/05,-2.536
2011/03/06,-2.611
2011/03/07,-2.582
2011/03/08,-2.481
2011/03/09,-2.49
2011/03/10,-2.565
2011/03/11,-2.698
2011/03/12,-2.798
2011/03/13,-3.351
2011/03/14,-3.04
2011/03/15,-3.303
2011/03/16,-0.725
2011/03/17,-0.55
2011/03/18,-0.378
2011/03/19,-0.439
2011/03/20,-0.494
2011/03/21,-0.406
2011/03/22,-0.472
2011/03/23,-0.381
2011/03/24,-0.307
2011/03/25,-0.187
2011/03/26,-0.053
2011/03/27,-0.11
2011/03/28,-0.238
2011/03/29,-0.194
2011/03/30,-0.361
2011/03/31,-0.499
2011/04/01,-0.585
2011/04/02,-0.753
2011/04/03,-0.76
2011/04/04,-0.897
2011/04/05,-0.812
2011/04/06,-0.858
2011/04/07,-0.785
2011/04/08,-0.767
2011/04/09,-0.915
2011/04/10,-0.833
2011/04/11,-0.784
2011/04/12,-0.887
2011/04/13,-0.812
2011/04/14,-0.276
2011/04/15,-0.289
2011/04/16,-0.141
2011/04/17,-0.395
2011/04/18,-0.413
2011/04/19,0.874
2011/04/20,0.803
2011/04/21,0.504
2011/04/22,0.479
2011/04/23,0.277
2011/04/24,0.185
2011/04/25,0.164
2011/04/26,0.241
2011/04/27,0.287
2011/04/28,-0.352
2011/04/29,-0.663
2011/04/30,0.556
2011/05/01,0.833
2011/05/02,0.887
2011/05/03,-0.275
2011/05/04,-0.035
2011/05/05,0.218
2011/05/06,0.007
2011/05/07,0.364
2011/05/08,0.342
2011/05/09,0.321
2011/05/10,0.345
2011/05/11,0.665
2011/05/12,0.988
2011/05/13,1.679
2011/05/14,0.522
2011/05/15,0.929
2011/05/16,1.057
2011/05/17,0.906
2011/05/18,0.87
2011/05/19,0.797
2011/05/20,0.935
2011/05/21,1.745
2011/05/22,1.831
2011/05/23,1.534
2011/05/24,1.463
2011/05/25,1.064
2011/05/26,0.852
2011/05/27,0.649
2011/05/28,0.61
2011/05/29,0.268
2011/05/30,0.208
2011/05/31,0.228
2011/06/01,0.103
2011/06/02,0.315
2011/06/03,0.542
2011/06/04,-0.364
2011/06/05,-0.24
2011/06/06,-0.193
2011/06/07,-0.265
2011/06/08,-0.918
2011/06/09,-0.948
2011/06/10,-1.318
2011/06/11,-1.151
2011/06/12,0.797
2011/06/13,0.932
2011/06/14,0.23
2011/06/15,0.076
2011/06/16,-0.26
2011/06/17,-0.576
2011/06/18,-0.596
2011/06/19,0.075
2011/06/20,0.293
2011/06/21,0.376
2011/06/22,1.034
2011/06/23,1.763
2011/06/24,1.876
2011/06/25,1.448
2011/06/26,-0.697
2011/06/27,-0.569
2011/06/28,-0.119
2011/06/29,-0.259
2011/06/30,-0.254
2011/07/01,0.037
2011/07/02,0.074
2011/07/03,-0.729
2011/07/04,-0.718
2011/07/05,-0.59
2011/07/06,-0.543
2011/07/07,-1.209
2011/07/08,-1.134
2011/07/09,-0.902
2011/07/10,-0.838
2011/07/11,-1.148
2011/07/12,-0.917
2011/07/13,-0.696
2011/07/14,-0.493
2011/07/15,-0.601
2011/07/16,-0.576
2011/07/17,-0.541
2011/07/18,-0.244
2011/07/19,-0.379
2011/07/20,-0.418
2011/07/21,-0.445
2011/07/22,-0.476
2011/07/23,-0.447
2011/07/24,-0.387
2011/07/25,-0.424
2011/07/26,-0.422
2011/07/27,-0.459
2011/07/28,-0.569
2011/07/29,-0.547
2011/07/30,-0.559
2011/07/31,-0.657
2011/08/01,-1.054
2011/08/02,-0.985
2011/08/03,-0.97
2011/08/04,-0.743
2011/08/05,-0.75
2011/08/06,-0.349
2011/08/07,-0.219
2011/08/08,0.143
2011/08/09,0.108
2011/08/10,0.16
2011/08/11,0.277
2011/08/12,0.269
2011/08/13,0.246
2011/08/14,0.279
2011/08/15,0.438
2011/08/16,0.395
2011/08/17,0.811
2011/08/18,0.612
2011/08/19,0.675
2011/08/20,0.274
2011/08/21,0.138
2011/08/22,-0.165
2011/08/23,-0.107
2011/08/24,0.011
2011/08/25,-0.623
2011/08/26,-0.598
2011/08/27,-0.102
2011/08/28,-0.026
2011/08/29,-0.093
2011/08/30,-0.065
2011/08/31,-0.457
2011/09/01,-0.395
2011/09/02,-0.401
2011/09/03,-0.432
2011/09/04,-0.391
2011/09/05,-0.417
2011/09/06,-0.416
2011/09/07,-0.057
2011/09/08,0.582
2011/09/09,0.667
2011/09/10,0.243
2011/09/11,1.251
2011/09/12,1.495
2011/09/13,1.492
2011/09/14,1.458
2011/09/15,1.369
2011/09/16,1.404
2011/09/17,1.436
2011/09/18,1.429
2011/09/19,1.393
2011/09/20,1.357
2011/09/21,1.412
2011/09/22,1.359
2011/09/23,1.193
2011/09/24,1.208
2011/09/25,0.127
2011/09/26,-0.103
2011/09/27,-0.095
2011/09/28,-0.063
2011/09/29,-0.033
2011/09/30,-0.062
2011/10/01,-0.055
2011/10/02,-0.081
2011/10/03,-0.043
2011/10/04,0.001
2011/10/05,-0.513
2011/10/06,-0.48
2011/10/07,-0.302
2011/10/08,-0.337
2011/10/09,-0.264
2011/10/10,-0.246
2011/10/11,-0.24
2011/10/12,-0.27
2011/10/13,-0.224
2011/10/14,-0.247
2011/10/15,-0.247
2011/10/16,-0.245
2011/10/17,-0.326
2011/10/18,-0.384
2011/10/19,-0.348
2011/10/20,-0.382
2011/10/21,-0.408
2011/10/22,-0.503
2011/10/23,-0.477
2011/10/24,-0.472
2011/10/25,-0.484
2011/10/26,-0.447
2011/10/27,-0.501
2011/10/28,-0.471
2011/10/29,-0.155
2011/10/30,-0.155
2011/10/31,-0.093
2011/11/01,-0.05
2011/11/02,-0.091
2011/11/03,0.114
2011/11/04,0.009
2011/11/05,0.081
2011/11/06,0.045
2011/11/07,0.067
2011/11/08,-0.054
2011/11/09,-0.121
2011/11/10,-0.095
2011/11/11,-0.1
2011/11/12,-0.399
2011/11/13,-0.405
2011/11/14,-0.392
2011/11/15,-0.386
2011/11/16,-0.303
2011/11/17,-0.513
2011/11/18,-0.638
2011/11/19,-0.503
2011/11/20,-0.593
2011/11/21,-0.626
2011/11/22,-0.515
2011/11/23,-0.476
2011/11/24,-0.459
2011/11/25,-0.48
2011/11/26,-0.506
2011/11/27,-0.507
2011/11/28,0.002
2011/11/29,0.026
2011/11/30,-0.207
2011/12/01,-0.138
2011/12/02,-0.049
2011/12/03,-0.22
2011/12/04,-0.138
2011/12/05,-0.155
2011/12/06,-0.257
2011/12/07,-0.303
2011/12/08,-2.291
2011/12/09,-5.41
2011/12/10,-5.474
2011/12/11,-5.684
2011/12/12,-6.33
2011/12/13,-6.341
2011/12/14,-6.18
2011/12/15,-6.185
2011/12/16,-6.135
2011/12/17,-6.08
2011/12/18,-6.058
2011/12/19,-6.029
2011/12/20,-5.498
2011/12/21,-5.448
2011/12/22,-3.513
2011/12/23,-0.371
2011/12/24,-0.292
2011/12/25,-0.084
2011/12/26,0.077
2011/12/27,0.046
2011/12/28,0.046
2011/12/29,0.041
2011/12/30,0.044
2011/12/31,0.045
2012/01/01,0.057
2012/01/02,0.052
2012/01/03,-0.347
2012/01/04,-0.338
2012/01/05,-0.25
2012/01/06,-0.314
2012/01/07,-0.33
2012/01/08,-0.318
2012/01/09,0.073
2012/01/10,0.1
2012/01/11,0.098
2012/01/12,0.094
2012/01/13,0.163
2012/01/14,0.244
2012/01/15,0.229
2012/01/16,0.221
2012/01/17,0.235
2012/01/18,0.302
2012/01/19,0.534
2012/01/20,0.596
2012/01/21,0.649
2012/01/22,0.694
2012/01/23,0.27
2012/01/24,0.279
2012/01/25,0.376
2012/01/26,0.361
2012/01/27,0.306
2012/01/28,0.25
2012/01/29,0.337
2012/01/30,0.375
2012/01/31,0.392
2012/02/01,0.319
2012/02/02,0.084
2012/02/03,0.074
2012/02/04,0.135
2012/02/05,0.091
2012/02/06,0.108
2012/02/07,0.093
2012/02/08,0.004
2012/02/09,0.038
2012/02/10,0.035
2012/02/11,-0.086
2012/02/12,-0.163
2012/02/13,0.074
2012/02/14,0.598
2012/02/15,-0.527
2012/02/16,-0.812
2012/02/17,-0.857
2012/02/18,-1.028
2012/02/19,-1.024
2012/02/20,-1.035
2012/02/21,-0.933
2012/02/22,-0.95
2012/02/23,-0.977
2012/02/24,-1.007
2012/02/25,-0.366
2012/02/26,-0.359
2012/02/27,-0.62
2012/02/28,-1.055
2012/02/29,-0.033
2012/03/01,0.241
2012/03/02,0.345
2012/03/03,0.287
2012/03/04,0.259
2012/03/05,0.277
2012/03/06,0.19
2012/03/07,0.25
2012/03/08,0.26
2012/03/09,0.275
2012/03/10,-0.252
2012/03/11,-0.24
2012/03/12,-0.293
2012/03/13,-0.446
2012/03/14,-0.239
2012/03/15,-0.168
2012/03/16,-0.199
2012/03/17,-0.084
2012/03/18,-0.036
2012/03/19,-0.031
2012/03/20,-0.017
2012/03/21,-0.076
2012/03/22,-0.152
2012/03/23,-0.06
2012/03/24,-0.096
2012/03/25,0.314
2012/03/26,0.384
2012/03/27,0.367
2012/03/28,0.413
2012/03/29,0.293
2012/03/30,0.248
2012/03/31,0.25
2012/04/01,0.239
2012/04/02,0.358
2012/04/03,0.229
2012/04/04,0.508
2012/04/05,0.693
2012/04/06,0.949
2012/04/07,0.974
2012/04/08,0.552
2012/04/09,0.105
2012/04/10,0.15
2012/04/11,0.051
2012/04/12,0.094
2012/04/13,0.012
2012/04/14,0.03
2012/04/15,0.126
2012/04/16,0.319
2012/04/17,0.683
2012/04/18,0.435
2012/04/19,0.439
2012/04/20,0.317
2012/04/21,0.315
2012/04/22,0.437
2012/04/23,0.865
2012/04/24,0.868
2012/04/25,0.717
2012/04/26,0.792
2012/04/27,0.912
2012/04/28,0.904
2012/04/29,0.629
2012/04/30,0.305
2012/05/01,0.067
2012/05/02,0.03
2012/05/03,-0.078
2012/05/04,-0.347
2012/05/05,-0.259
2012/05/06,0.217
2012/05/07,0.305
2012/05/08,0.268
2012/05/09,0.509
2012/05/10,0.475
2012/05/11,0.839
2012/05/12,0.752
2012/05/13,0.947
2012/05/14,0.951
2012/05/15,1.049
2012/05/16,1.234
2012/05/17,1.487
2012/05/18,1.569
2012/05/19,1.453
2012/05/20,0.889
2012/05/21,0.849
2012/05/22,1.141
2012/05/23,1.103
2012/05/24,1.103
2012/05/25,0.785
2012/05/26,0.889
2012/05/27,0.859
2012/05/28,0.875
2012/05/29,0.798
2012/05/30,0.701
2012/05/31,0.184
2012/06/01,-0.365
2012/06/02,-0.354
2012/06/03,-0.338
2012/06/04,-0.465
2012/06/05,-0.747
2012/06/06,-0.809
2012/06/07,-0.899
2012/06/08,-0.951
2012/06/09,-0.567
2012/06/10,-0.642
2012/06/11,-0.771
2012/06/12,-0.821
2012/06/13,-0.612
2012/06/14,-0.413
2012/06/15,0.024
2012/06/16,0.11
2012/06/17,-0.063
2012/06/18,0.124
2012/06/19,0.178
2012/06/20,0.143
2012/06/21,0.204
2012/06/22,0.193
2012/06/23,-0.221
2012/06/24,-0.003
2012/06/25,-0.069
2012/06/26,-0.142
2012/06/27,-0.264
2012/06/28,0.035
2012/06/29,0.038
2012/06/30,-0.001
2012/07/01,0.187
2012/07/02,-0.063
2012/07/03,-0.041
2012/07/04,0.142
2012/07/05,0.08
2012/07/06,0.12
2012/07/07,0.137
2012/07/08,0.013
2012/07/09,0.155
2012/07/10,0.234
2012/07/11,0.156
2012/07/12,0.345
2012/07/13,0.307
2012/07/14,0.24
2012/07/15,0.207
2012/07/16,0.192
2012/07/17,0.05
2012/07/18,-0.116
2012/07/19,-0.206
2012/07/20,-0.222
2012/07/21,-0.234
2012/07/22,-0.271
2012/07/23,-0.203
2012/07/24,-0.281
2012/07/25,-0.259
2012/07/26,-0.585
2012/07/27,-0.475
2012/07/28,-0.438
2012/07/29,-0.391
2012/07/30,-0.246
2012/07/31,-0.194
2012/08/01,-0.109
2012/08/02,-0.131
2012/08/03,-0.138
2012/08/04,-0.102
2012/08/05,-0.103
2012/08/06,-0.073
2012/08/07,0.027
2012/08/08,-0.113
2012/08/09,-0.325
2012/08/10,-0.29
2012/08/11,-0.359
2012/08/12,-0.446
2012/08/13,-0.539
2012/08/14,-0.404
2012/08/15,-0.455
2012/08/16,-0.282
2012/08/17,-0.333
2012/08/18,-0.367
2012/08/19,-0.808
2012/08/20,-1.262
2012/08/21,-1.45
2012/08/22,-1.649
2012/08/23,-1.562
2012/08/24,-1.782
2012/08/25,-1.812
2012/08/26,-1.767
2012/08/27,-1.846
2012/08/28,-1.985
2012/08/29,-2.163
2012/08/30,-2.524
2012/08/31,-2.494
2012/09/01,-2.632
2012/09/02,-2.282
2012/09/03,-1.864
2012/09/04,-1.745
2012/09/05,-1.726
2012/09/06,-1.821
2012/09/07,-1.759
2012/09/08,-1.723
2012/09/09,-1.788
2012/09/10,-1.699
2012/09/11,-1.908
2012/09/12,-1.932
2012/09/13,-1.794
2012/09/14,-1.953
2012/09/15,-1.915
2012/09/16,-1.948
2012/09/17,-2.08
2012/09/18,-2.063
2012/09/19,-2.13
2012/09/20,-2.043
2012/09/21,-1.562
2012/09/22,-1.621
2012/09/23,-1.699
2012/09/24,-1.586
2012/09/25,-1.386
2012/09/26,-1.227
2012/09/27,-1.043
2012/09/28,-0.865
2012/09/29,-0.714
2012/09/30,-0.578
2012/10/01,-0.468
2012/10/02,-0.379
2012/10/03,-0.087
2012/10/04,0.014
2012/10/05,-0.295
2012/10/06,-0.188
2012/10/07,-0.09
2012/10/08,-0.232
2012/10/09,-0.145
2012/10/10,-0.031
2012/10/11,-0.007
2012/10/12,-0.034
2012/10/13,-0.088
2012/10/14,-0.06
2012/10/15,-0.04
2012/10/16,0.058
2012/10/17,0.059
2012/10/18,-0.015
2012/10/19,-0.028
2012/10/20,0.009
2012/10/21,0.287
2012/10/22,0.734
2012/10/23,0.642
2012/10/24,0.551
2012/10/25,0.463
2012/10/26,0.54
2012/10/27,0.545
2012/10/28,0.496
2012/10/29,0.468
2012/10/30,0.684
2012/10/31,0.553
2012/11/01,0.594
2012/11/02,0.49
2012/11/03,0.552
2012/11/04,0.309
2012/11/05,-0.033
2012/11/06,0.076
2012/11/07,-0.015
2012/11/08,0.015
2012/11/09,-0.022
2012/11/10,-0.002
2012/11/11,0.083
2012/11/12,0.053
2012/11/13,-0.31
2012/11/14,-0.177
2012/11/15,-0.14
2012/11/16,0.021
2012/11/17,0.086
2012/11/18,0.066
2012/11/19,0.138
2012/11/20,0.133
2012/11/21,0.352
2012/11/22,0.431
2012/11/23,0.418
2012/11/24,0.35
2012/11/25,0.306
2012/11/26,0.067
2012/11/27,0.465
2012/11/28,0.572
2012/11/29,0.518
2012/11/30,0.493
2012/12/01,0.372
2012/12/02,0.361
2012/12/03,0.412
2012/12/04,0.278
2012/12/05,0.102
2012/12/06,0.049
2012/12/07,0.069
2012/12/08,0.149
2012/12/09,0.061
2012/12/10,0.373
2012/12/11,-0.047
2012/12/12,-0.173
2012/12/13,-0.35
2012/12/14,-0.477
2012/12/15,-0.477
2012/12/16,-0.505
2012/12/17,-0.55
2012/12/18,-0.572
2012/12/19,-0.436
2012/12/20,-0.466
2012/12/21,-0.572
2012/12/22,-0.577
2012/12/23,-0.484
2012/12/24,-0.548
2012/12/25,-0.523
2012/12/26,-0.422
2012/12/27,-0.231
2012/12/28,-0.118
2012/12/29,-0.091
2012/12/30,-0.007
2012/12/31,-0.064
2013/01/01,0.088
2013/01/02,0.053
2013/01/03,0.119
2013/01/04,0.138
2013/01/05,0.143
2013/01/06,0.203
2013/01/07,0.271
2013/01/08,0.052
2013/01/09,-0.027
2013/01/10,-0.071
2013/01/11,-0.071
2013/01/12,-0.114
2013/01/13,-0.249
2013/01/14,-0.273
2013/01/15,-0.316
2013/01/16,-0.379
2013/01/17,-0.43
2013/01/18,-0.343
2013/01/19,-0.339
2013/01/20,-0.386
2013/01/21,-0.446
2013/01/22,-0.177
2013/01/23,-0.117
2013/01/24,-0.191
2013/01/25,-0.176
2013/01/26,-0.023
2013/01/27,0.089
2013/01/28,0.135
2013/01/29,0.183
2013/01/30,0.271
2013/01/31,0.259
2013/02/01,0.267
2013/02/02,0.207
2013/02/03,0.188
2013/02/04,0.209
2013/02/05,0.189
2013/02/06,0.11
2013/02/07,0.237
2013/02/08,0.17
2013/02/09,-0.024
2013/02/10,-0.031
2013/02/11,-0.012
2013/02/12,0.028
2013/02/13,-0.054
2013/02/14,-0.031
2013/02/15,-0.081
2013/02/16,-0.028
2013/02/17,-0.214
2013/02/18,-0.201
2013/02/19,-0.206
2013/02/20,-0.03
2013/02/21,-0.049
2013/02/22,0.031
2013/02/23,0.031
2013/02/24,-0.096
2013/02/25,-0.14
2013/02/26,-0.182
2013/02/27,-0.2
2013/02/28,-0.172
2013/03/01,-0.15
2013/03/02,-0.114
2013/03/03,0.156
2013/03/04,0.207
2013/03/05,0.131
2013/03/06,0.042
2013/03/07,0.042
2013/03/08,0.099
2013/03/09,0.155
2013/03/10,0.167
2013/03/11,0.224
2013/03/12,0.212
2013/03/13,0.245
2013/03/14,0.244
2013/03/15,0.176
2013/03/16,0.137
2013/03/17,0.046
2013/03/18,-0.04
2013/03/19,0.011
2013/03/20,0.022
2013/03/21,-0.007
2013/03/22,-0.145
2013/03/23,-0.171
2013/03/24,-0.031
2013/03/25,0.002
2013/03/26,0.132
2013/03/27,0.189
2013/03/28,0.217
2013/03/29,0.452
2013/03/30,0.551
2013/03/31,0.453
2013/04/01,0.607
2013/04/02,0.682
2013/04/03,0.575
2013/04/04,0.608
2013/04/05,0.472
2013/04/06,0.489
2013/04/07,0.385
2013/04/08,0.244
2013/04/09,0.123
2013/04/10,0.093
2013/04/11,0.481
2013/04/12,0.275
2013/04/13,0.181
2013/04/14,0.303
2013/04/15,0.423
2013/04/16,0.494
2013/04/17,0.402
