Date,transactions30var
2010/07/17,1035417
2010/07/18,1032220
2010/07/19,1028765
2010/07/20,1024554
2010/07/21,1021915
2010/07/22,1019245
2010/07/23,1016556
2010/07/24,1014741
2010/07/25,1051403
2010/07/26,1047004
2010/07/27,1042325
2010/07/28,1088146
2010/07/29,1120188
2010/07/30,1118456
2010/07/31,1117778
2010/08/01,1116012
2010/08/02,1113246
2010/08/03,1103832
2010/08/04,1099715
2010/08/05,1091547
2010/08/06,1086419
2010/08/07,1084708
2010/08/08,1080400
2010/08/09,1073705
2010/08/10,1074542
2010/08/11,1048135
2010/08/12,1053174
2010/08/13,205428
2010/08/14,204708
2010/08/15,204682
2010/08/16,204149
2010/08/17,204797
2010/08/18,205394
2010/08/19,206484
2010/08/20,206706
2010/08/21,207310
2010/08/22,208075
2010/08/23,205395
2010/08/24,152686
2010/08/25,153250
2010/08/26,153843
2010/08/27,76993
2010/08/28,4706
2010/08/29,4908
2010/08/30,4601
2010/08/31,4591
2010/09/01,4565
2010/09/02,2845
2010/09/03,2877
2010/09/04,2716
2010/09/05,2715
2010/09/06,2707
2010/09/07,2798
2010/09/08,2679
2010/09/09,2666
2010/09/10,2667
2010/09/11,2696
2010/09/12,2172
2010/09/13,2446
2010/09/14,2358
2010/09/15,2040
2010/09/16,2094
2010/09/17,1957
2010/09/18,1953
2010/09/19,1864
2010/09/20,2132
2010/09/21,9042
2010/09/22,12057
2010/09/23,13545
2010/09/24,13536
2010/09/25,13811
2010/09/26,13514
2010/09/27,14143
2010/09/28,13620
2010/09/29,24140
2010/09/30,24184
2010/10/01,25128
2010/10/02,25403
2010/10/03,24962
2010/10/04,23868
2010/10/05,23312
2010/10/06,22497
2010/10/07,21974
2010/10/08,21749
2010/10/09,21485
2010/10/10,21471
2010/10/11,21150
2010/10/12,21180
2010/10/13,21507
2010/10/14,21885
2010/10/15,22465
2010/10/16,22660
2010/10/17,22405
2010/10/18,21959
2010/10/19,25773
2010/10/20,26350
2010/10/21,22828
2010/10/22,22246
2010/10/23,21819
2010/10/24,21867
2010/10/25,22130
2010/10/26,21787
2010/10/27,21705
2010/10/28,21726
2010/10/29,12738
2010/10/30,12987
2010/10/31,12881
2010/11/01,12539
2010/11/02,13276
2010/11/03,13594
2010/11/04,13998
2010/11/05,14015
2010/11/06,14034
2010/11/07,14032
2010/11/08,14033
2010/11/09,14005
2010/11/10,13960
2010/11/11,14048
2010/11/12,14499
2010/11/13,14792
2010/11/14,14738
2010/11/15,645093
2010/11/16,2974850
2010/11/17,2978867
2010/11/18,2988807
2010/11/19,5466870
2010/11/20,7831726
2010/11/21,10169922
2010/11/22,10184619
2010/11/23,10197688
2010/11/24,10270986
2010/11/25,10491630
2010/11/26,10432533
2010/11/27,10432752
2010/11/28,10428581
2010/11/29,10420526
2010/11/30,10406269
2010/12/01,10389567
2010/12/02,10370846
2010/12/03,10366408
2010/12/04,10360763
2010/12/05,10363974
2010/12/06,10358439
2010/12/07,10344710
2010/12/08,10339691
2010/12/09,10331598
2010/12/10,10327909
2010/12/11,10305786
2010/12/12,10266553
2010/12/13,10224149
2010/12/14,10188614
2010/12/15,10006324
2010/12/16,8333602
2010/12/17,8324129
2010/12/18,8369500
2010/12/19,6214177
2010/12/20,3788129
2010/12/21,1012872
2010/12/22,1006868
2010/12/23,1002930
2010/12/24,666351
2010/12/25,34162
2010/12/26,15270
2010/12/27,15010
2010/12/28,15406
2010/12/29,14943
2010/12/30,14593
2010/12/31,14529
2011/01/01,14500
2011/01/02,13315
2011/01/03,22725
2011/01/04,26691
2011/01/05,41589
2011/01/06,41210
2011/01/07,44557
2011/01/08,61654
2011/01/09,67412
2011/01/10,77552
2011/01/11,89033
2011/01/12,93565
2011/01/13,99550
2011/01/14,104360
2011/01/15,101785
2011/01/16,96974
2011/01/17,92777
2011/01/18,88969
2011/01/19,88886
2011/01/20,86258
2011/01/21,86850
2011/01/22,90600
2011/01/23,86084
2011/01/24,86231
2011/01/25,81818
2011/01/26,74647
2011/01/27,71520
2011/01/28,63395
2011/01/29,60106
2011/01/30,127936
2011/01/31,122351
2011/02/01,111387
2011/02/02,113441
2011/02/03,116865
2011/02/04,117160
2011/02/05,114751
2011/02/06,116155
2011/02/07,115180
2011/02/08,116891
2011/02/09,115629
2011/02/10,141162
2011/02/11,189260
2011/02/12,206245
2011/02/13,218377
2011/02/14,236088
2011/02/15,260713
2011/02/16,271356
2011/02/17,287821
2011/02/18,294500
2011/02/19,287465
2011/02/20,292875
2011/02/21,301083
2011/02/22,311262
2011/02/23,325305
2011/02/24,320992
2011/02/25,315661
2011/02/26,298144
2011/02/27,297884
2011/02/28,294702
2011/03/01,305635
2011/03/02,305946
2011/03/03,358381
2011/03/04,332834
2011/03/05,297800
2011/03/06,268733
2011/03/07,230067
2011/03/08,201606
2011/03/09,160009
2011/03/10,117441
2011/03/11,94531
2011/03/12,122373
2011/03/13,135341
2011/03/14,145070
2011/03/15,160449
2011/03/16,194473
2011/03/17,239914
2011/03/18,239142
2011/03/19,269975
2011/03/20,372055
2011/03/21,742721
2011/03/22,732272
2011/03/23,855259
2011/03/24,854465
2011/03/25,861107
2011/03/26,869275
2011/03/27,856114
2011/03/28,835008
2011/03/29,826256
2011/03/30,824332
2011/03/31,837928
2011/04/01,864055
2011/04/02,881230
2011/04/03,887904
2011/04/04,875603
2011/04/05,868532
2011/04/06,868482
2011/04/07,896034
2011/04/08,899987
2011/04/09,898453
2011/04/10,908017
2011/04/11,916867
2011/04/12,923374
2011/04/13,923995
2011/04/14,923494
2011/04/15,914934
2011/04/16,890915
2011/04/17,892382
2011/04/18,883705
2011/04/19,836897
2011/04/20,443177
2011/04/21,448312
2011/04/22,273628
2011/04/23,273619
2011/04/24,271444
2011/04/25,232971
2011/04/26,277665
2011/04/27,436740
2011/04/28,448555
2011/04/29,480996
2011/04/30,613864
2011/05/01,653648
2011/05/02,640536
2011/05/03,621953
2011/05/04,618957
2011/05/05,627135
2011/05/06,614238
2011/05/07,615169
2011/05/08,578613
2011/05/09,548243
2011/05/10,503811
2011/05/11,470314
2011/05/12,446845
2011/05/13,462439
2011/05/14,512406
2011/05/15,482834
2011/05/16,482328
2011/05/17,486029
2011/05/18,630143
2011/05/19,680370
2011/05/20,727535
2011/05/21,704024
2011/05/22,703938
2011/05/23,751631
2011/05/24,784450
2011/05/25,870317
2011/05/26,1106059
2011/05/27,1116675
2011/05/28,1094962
2011/05/29,1084332
2011/05/30,1121232
2011/05/31,1217379
2011/06/01,1301012
2011/06/02,1428068
2011/06/03,1754004
2011/06/04,2174064
2011/06/05,2462305
2011/06/06,3031293
2011/06/07,3218802
2011/06/08,4284283
2011/06/09,5261880
2011/06/10,5727789
2011/06/11,5997993
2011/06/12,6773949
2011/06/13,7095370
2011/06/14,8167630
2011/06/15,8565727
2011/06/16,8912467
2011/06/17,8990396
2011/06/18,8860676
2011/06/19,8626700
2011/06/20,8299475
2011/06/21,7830697
2011/06/22,7582315
2011/06/23,7181717
2011/06/24,6863919
2011/06/25,6605241
2011/06/26,5804908
2011/06/27,5101144
2011/06/28,4129098
2011/06/29,3301152
2011/06/30,2680384
2011/07/01,2122740
2011/07/02,1934453
2011/07/03,1940641
2011/07/04,1853541
2011/07/05,1795506
2011/07/06,1755025
2011/07/07,1730797
2011/07/08,1854482
2011/07/09,2027699
2011/07/10,2152584
2011/07/11,2148214
2011/07/12,2173238
2011/07/13,2184226
2011/07/14,1731520
2011/07/15,1649144
2011/07/16,1398922
2011/07/17,1378592
2011/07/18,1272330
2011/07/19,1160255
2011/07/20,1077785
2011/07/21,1127346
2011/07/22,987600
2011/07/23,1059482
2011/07/24,992617
2011/07/25,985233
2011/07/26,975074
2011/07/27,757099
2011/07/28,664495
2011/07/29,690895
2011/07/30,868472
2011/07/31,745171
2011/08/01,739612
2011/08/02,740231
2011/08/03,725498
2011/08/04,718763
2011/08/05,612340
2011/08/06,660812
2011/08/07,737845
2011/08/08,763249
2011/08/09,794662
2011/08/10,618671
2011/08/11,629145
2011/08/12,623870
2011/08/13,624154
2011/08/14,634285
2011/08/15,615295
2011/08/16,697494
2011/08/17,672752
2011/08/18,635532
2011/08/19,610369
2011/08/20,625284
2011/08/21,584694
2011/08/22,578579
2011/08/23,585039
2011/08/24,496659
2011/08/25,492189
2011/08/26,492685
2011/08/27,541187
2011/08/28,670340
2011/08/29,611634
2011/08/30,606428
2011/08/31,600154
2011/09/01,554417
2011/09/02,562627
2011/09/03,621399
2011/09/04,622251
2011/09/05,616450
2011/09/06,602148
2011/09/07,605691
2011/09/08,528902
2011/09/09,498860
2011/09/10,555509
2011/09/11,578246
2011/09/12,593204
2011/09/13,608521
2011/09/14,592739
2011/09/15,391483
2011/09/16,395356
2011/09/17,463496
2011/09/18,474946
2011/09/19,472917
2011/09/20,507215
2011/09/21,501005
2011/09/22,512484
2011/09/23,509620
2011/09/24,537517
2011/09/25,554117
2011/09/26,586634
2011/09/27,559837
2011/09/28,503241
2011/09/29,484768
2011/09/30,478718
2011/10/01,499415
2011/10/02,547093
2011/10/03,540856
2011/10/04,522840
2011/10/05,516294
2011/10/06,439527
2011/10/07,422855
2011/10/08,437424
2011/10/09,399748
2011/10/10,400654
2011/10/11,396065
2011/10/12,387101
2011/10/13,411845
2011/10/14,410980
2011/10/15,408506
2011/10/16,435355
2011/10/17,428548
2011/10/18,464089
2011/10/19,461212
2011/10/20,317848
2011/10/21,193517
2011/10/22,192905
2011/10/23,175240
2011/10/24,178636
2011/10/25,182294
2011/10/26,184849
2011/10/27,197645
2011/10/28,193732
2011/10/29,193877
2011/10/30,196138
2011/10/31,198373
2011/11/01,195254
2011/11/02,167676
2011/11/03,184206
2011/11/04,217561
2011/11/05,217506
2011/11/06,223799
2011/11/07,223658
2011/11/08,231480
2011/11/09,254218
2011/11/10,281366
2011/11/11,280730
2011/11/12,277870
2011/11/13,266294
2011/11/14,271522
2011/11/15,272834
2011/11/16,279211
2011/11/17,275980
2011/11/18,274950
2011/11/19,271167
2011/11/20,273779
2011/11/21,287664
2011/11/22,287387
2011/11/23,281760
2011/11/24,286617
2011/11/25,284950
2011/11/26,282089
2011/11/27,283869
2011/11/28,289292
2011/11/29,303824
2011/11/30,348164
2011/12/01,362413
2011/12/02,373244
2011/12/03,360731
2011/12/04,335059
2011/12/05,344172
2011/12/06,504539
2011/12/07,508653
2011/12/08,506635
2011/12/09,490232
2011/12/10,465848
2011/12/11,461429
2011/12/12,472569
2011/12/13,471762
2011/12/14,469835
2011/12/15,482729
2011/12/16,481937
2011/12/17,480986
2011/12/18,505864
2011/12/19,483540
2011/12/20,489976
2011/12/21,465031
2011/12/22,464787
2011/12/23,464552
2011/12/24,486351
2011/12/25,491149
2011/12/26,463721
2011/12/27,459343
2011/12/28,473417
2011/12/29,460064
2011/12/30,419172
2011/12/31,405838
2012/01/01,393239
2012/01/02,392836
2012/01/03,394967
2012/01/04,378773
2012/01/05,250163
2012/01/06,279535
2012/01/07,281139
2012/01/08,308241
2012/01/09,318948
2012/01/10,360688
2012/01/11,423033
2012/01/12,457142
2012/01/13,502206
2012/01/14,515227
2012/01/15,512449
2012/01/16,528505
2012/01/17,497029
2012/01/18,513009
2012/01/19,537364
2012/01/20,550495
2012/01/21,552455
