Date,activeaddresses
2014/05/25,187442
2014/05/26,171102
2014/05/27,179207
2014/05/28,184385
2014/05/29,171882
2014/05/30,152485
2014/05/31,146654
2014/06/01,191335
2014/06/02,175446
2014/06/03,187559
2014/06/04,171584
2014/06/05,183963
2014/06/06,174467
2014/06/07,140463
2014/06/08,173642
2014/06/09,166417
2014/06/10,179181
2014/06/11,174873
2014/06/12,175498
2014/06/13,173970
2014/06/14,149791
2014/06/15,176671
2014/06/16,177999
2014/06/17,185466
2014/06/18,168289
2014/06/19,159085
2014/06/20,155552
2014/06/21,154028
2014/06/22,184268
2014/06/23,163666
2014/06/24,176003
2014/06/25,175682
2014/06/26,159489
2014/06/27,168127
2014/06/28,143868
2014/06/29,173904
2014/06/30,183017
2014/07/01,186664
2014/07/02,182312
2014/07/03,161601
2014/07/04,145311
2014/07/05,128986
2014/07/06,184278
2014/07/07,186344
2014/07/08,214423
2014/07/09,184913
2014/07/10,171317
2014/07/11,170691
2014/07/12,154169
2014/07/13,188603
2014/07/14,162735
2014/07/15,157881
2014/07/16,147202
2014/07/17,155909
2014/07/18,151018
2014/07/19,132575
2014/07/20,168831
2014/07/21,145113
2014/07/22,140957
2014/07/23,156202
2014/07/24,153222
2014/07/25,157477
2014/07/26,125239
2014/07/27,170031
2014/07/28,152329
2014/07/29,145269
2014/07/30,158476
2014/07/31,155541
2014/08/01,153126
2014/08/02,128052
2014/08/03,157223
2014/08/04,150211
2014/08/05,178598
2014/08/06,182014
2014/08/07,159935
2014/08/08,153588
2014/08/09,132163
2014/08/10,176919
2014/08/11,170210
2014/08/12,176283
2014/08/13,174074
2014/08/14,177173
2014/08/15,163559
2014/08/16,159823
2014/08/17,183744
2014/08/18,173736
2014/08/19,165627
2014/08/20,164109
2014/08/21,173399
2014/08/22,161743
2014/08/23,135388
2014/08/24,190496
2014/08/25,158368
2014/08/26,169392
2014/08/27,168676
2014/08/28,170216
2014/08/29,144884
2014/08/30,150886
2014/08/31,177973
2014/09/01,169807
2014/09/02,163408
2014/09/03,153695
2014/09/04,153659
2014/09/05,162021
2014/09/06,138400
2014/09/07,219086
2014/09/08,170240
2014/09/09,170050
2014/09/10,208813
2014/09/11,154868
2014/09/12,146025
2014/09/13,134902
2014/09/14,210350
2014/09/15,167581
2014/09/16,200391
2014/09/17,170439
2014/09/18,171901
2014/09/19,150729
2014/09/20,149520
2014/09/21,171703
2014/09/22,178105
2014/09/23,173452
2014/09/24,163682
2014/09/25,177845
2014/09/26,157374
2014/09/27,151584
2014/09/28,216634
2014/09/29,163001
2014/09/30,195201
2014/10/01,189253
2014/10/02,160538
2014/10/03,154357
2014/10/04,148859
2014/10/05,225945
2014/10/06,162663
2014/10/07,177985
2014/10/08,170418
2014/10/09,164245
2014/10/10,170684
2014/10/11,146972
2014/10/12,220350
2014/10/13,182882
2014/10/14,190886
2014/10/15,185794
2014/10/16,157355
2014/10/17,163371
2014/10/18,152746
2014/10/19,214141
2014/10/20,174619
2014/10/21,185029
2014/10/22,174809
2014/10/23,173116
2014/10/24,166641
2014/10/25,187025
2014/10/26,191036
2014/10/27,193792
2014/10/28,172868
2014/10/29,174923
2014/10/30,179335
2014/10/31,176490
2014/11/01,151649
2014/11/02,243996
2014/11/03,178386
2014/11/04,182562
2014/11/05,172677
2014/11/06,195913
2014/11/07,189064
2014/11/08,148751
2014/11/09,214077
2014/11/10,189520
2014/11/11,175509
2014/11/12,197855
2014/11/13,185694
2014/11/14,199207
2014/11/15,157558
2014/11/16,227884
2014/11/17,185373
2014/11/18,182902
2014/11/19,177413
2014/11/20,188637
2014/11/21,178746
2014/11/22,158776
2014/11/23,226056
2014/11/24,180366
2014/11/25,185396
2014/11/26,175259
2014/11/27,186072
2014/11/28,185838
2014/11/29,164845
2014/11/30,254565
2014/12/01,191207
2014/12/02,215283
2014/12/03,202825
2014/12/04,187991
2014/12/05,199324
2014/12/06,168914
2014/12/07,240167
2014/12/08,213295
2014/12/09,194736
2014/12/10,197999
2014/12/11,187105
2014/12/12,176628
2014/12/13,161380
2014/12/14,248869
2014/12/15,220231
2014/12/16,219432
2014/12/17,208635
2014/12/18,212216
2014/12/19,182179
2014/12/20,230322
2014/12/21,211733
2014/12/22,220334
2014/12/23,214939
2014/12/24,170655
2014/12/25,148756
2014/12/26,163577
2014/12/27,190312
2014/12/28,244320
2014/12/29,168488
2014/12/30,182178
2014/12/31,158184
2015/01/01,114998
2015/01/02,184462
2015/01/03,216194
2015/01/04,209509
2015/01/05,208147
2015/01/06,181346
2015/01/07,177697
2015/01/08,198543
2015/01/09,208936
2015/01/10,245418
2015/01/11,223733
2015/01/12,185470
2015/01/13,225670
2015/01/14,225148
2015/01/15,233935
2015/01/16,212353
2015/01/17,251157
2015/01/18,224733
2015/01/19,218577
2015/01/20,198469
2015/01/21,203888
2015/01/22,200098
2015/01/23,187750
2015/01/24,183388
2015/01/25,288554
2015/01/26,233561
2015/01/27,220332
2015/01/28,176113
2015/01/29,187231
2015/01/30,167417
2015/01/31,252029
2015/02/01,223386
2015/02/02,190042
2015/02/03,208174
2015/02/04,200994
2015/02/05,188459
2015/02/06,187787
2015/02/07,169002
2015/02/08,265343
2015/02/09,198547
2015/02/10,203572
2015/02/11,197726
2015/02/12,206455
2015/02/13,262527
2015/02/14,238325
2015/02/15,320682
2015/02/16,232161
2015/02/17,239272
2015/02/18,217076
2015/02/19,184558
2015/02/20,215262
2015/02/21,247862
2015/02/22,233857
2015/02/23,217374
2015/02/24,202944
2015/02/25,197578
2015/02/26,195126
2015/02/27,212728
2015/02/28,257135
2015/03/01,242022
2015/03/02,247908
2015/03/03,227726
2015/03/04,212540
2015/03/05,217668
2015/03/06,199743
2015/03/07,221589
2015/03/08,240101
2015/03/09,221696
2015/03/10,213590
2015/03/11,212937
2015/03/12,218708
2015/03/13,213190
2015/03/14,227452
2015/03/15,224994
2015/03/16,233048
2015/03/17,199924
2015/03/18,208171
2015/03/19,233476
2015/03/20,208275
2015/03/21,216035
2015/03/22,230921
2015/03/23,225657
2015/03/24,187401
2015/03/25,186538
2015/03/26,194291
2015/03/27,205875
2015/03/28,207973
2015/03/29,255323
2015/03/30,227390
2015/03/31,224920
2015/04/01,229694
2015/04/02,223833
2015/04/03,209347
2015/04/04,226012
2015/04/05,245550
2015/04/06,212142
2015/04/07,224249
2015/04/08,226507
2015/04/09,212844
2015/04/10,229858
2015/04/11,242787
2015/04/12,224823
2015/04/13,234221
2015/04/14,221713
2015/04/15,196875
2015/04/16,197969
2015/04/17,203462
2015/04/18,228097
2015/04/19,247178
2015/04/20,215745
2015/04/21,219285
2015/04/22,234072
2015/04/23,225166
2015/04/24,228809
2015/04/25,241857
2015/04/26,240232
2015/04/27,212883
2015/04/28,227516
2015/04/29,222760
2015/04/30,213080
2015/05/01,192024
2015/05/02,245895
2015/05/03,223715
2015/05/04,223246
2015/05/05,229254
2015/05/06,236612
2015/05/07,226813
2015/05/08,259557
2015/05/09,208685
2015/05/10,246058
2015/05/11,230288
2015/05/12,235435
2015/05/13,216301
2015/05/14,208330
2015/05/15,216294
2015/05/16,240984
2015/05/17,234513
2015/05/18,217706
2015/05/19,225297
2015/05/20,227770
2015/05/21,210284
2015/05/22,220985
2015/05/23,197780
2015/05/24,264521
2015/05/25,219351
2015/05/26,234659
2015/05/27,226335
2015/05/28,224433
2015/05/29,261835
2015/05/30,287493
2015/05/31,266426
2015/06/01,270870
2015/06/02,271030
2015/06/03,252042
2015/06/04,236357
2015/06/05,236970
2015/06/06,237632
2015/06/07,235676
2015/06/08,222782
2015/06/09,236130
2015/06/10,306739
2015/06/11,243268
2015/06/12,261237
2015/06/13,247477
2015/06/14,265099
2015/06/15,285309
2015/06/16,250064
2015/06/17,289748
2015/06/18,240615
2015/06/19,248069
2015/06/20,240680
2015/06/21,257418
2015/06/22,209934
2015/06/23,270073
2015/06/24,229199
2015/06/25,203345
2015/06/26,256306
2015/06/27,273447
2015/06/28,242109
2015/06/29,246196
2015/06/30,280811
2015/07/01,267891
2015/07/02,276497
2015/07/03,267584
2015/07/04,251749
2015/07/05,272051
2015/07/06,287795
2015/07/07,283673
2015/07/08,286530
2015/07/09,283452
2015/07/10,289735
2015/07/11,287238
2015/07/12,284313
2015/07/13,254591
2015/07/14,255129
2015/07/15,231269
2015/07/16,243088
2015/07/17,222743
2015/07/18,230088
2015/07/19,263213
2015/07/20,248768
2015/07/21,236628
2015/07/22,0
2015/07/23,0
2015/07/24,0
2015/07/25,0
2015/07/26,0
2015/07/27,0
2015/07/28,258879
2015/07/29,270476
2015/07/30,246547
2015/07/31,271001
2015/08/01,267062
2015/08/02,260292
2015/08/03,247772
2015/08/04,260149
2015/08/05,280613
2015/08/06,257987
2015/08/07,248898
2015/08/08,251314
2015/08/09,240857
2015/08/10,253842
2015/08/11,236213
2015/08/12,246215
2015/08/13,237969
2015/08/14,236280
2015/08/15,236800
2015/08/16,246539
2015/08/17,245985
2015/08/18,267354
2015/08/19,259630
2015/08/20,239574
2015/08/21,243537
2015/08/22,268182
2015/08/23,258445
2015/08/24,274246
2015/08/25,254062
2015/08/26,255606
2015/08/27,243773
2015/08/28,266678
2015/08/29,198452
2015/08/30,256675
2015/08/31,265807
2015/09/01,276332
2015/09/02,258552
2015/09/03,267320
2015/09/04,222824
2015/09/05,288585
2015/09/06,264468
2015/09/07,140941
2015/09/08,293553
2015/09/09,0
2015/09/10,216913
2015/09/11,266605
2015/09/12,252935
2015/09/13,287980
2015/09/14,267943
2015/09/15,280742
2015/09/16,251552
2015/09/17,265938
2015/09/18,287802
2015/09/19,243952
2015/09/20,291520
2015/09/21,286941
2015/09/22,320302
2015/09/23,254016
2015/09/24,252278
2015/09/25,261082
2015/09/26,279719
2015/09/27,277147
2015/09/28,265014
2015/09/29,306444
2015/09/30,291756
2015/10/01,255850
2015/10/02,270433
2015/10/03,230497
2015/10/04,279852
2015/10/05,261212
2015/10/06,281952
2015/10/07,272851
2015/10/08,279973
2015/10/09,227575
2015/10/10,298456
2015/10/11,268328
2015/10/12,281796
2015/10/13,269120
2015/10/14,273778
2015/10/15,329952
2015/10/16,293889
2015/10/17,335462
2015/10/18,298466
2015/10/19,312628
2015/10/20,353073
2015/10/21,317857
2015/10/22,312702
2015/10/23,315436
2015/10/24,342672
2015/10/25,335149
2015/10/26,345648
2015/10/27,316923
2015/10/28,305227
2015/10/29,344468
2015/10/30,342132
2015/10/31,327124
2015/11/01,333188
2015/11/02,341701
2015/11/03,389890
2015/11/04,431681
2015/11/05,381636
2015/11/06,377212
2015/11/07,313685
2015/11/08,347065
2015/11/09,366012
2015/11/10,335929
2015/11/11,342220
2015/11/12,331450
2015/11/13,313316
2015/11/14,355196
2015/11/15,377039
2015/11/16,332050
2015/11/17,319795
2015/11/18,363465
2015/11/19,315157
2015/11/20,322462
2015/11/21,342296
2015/11/22,343028
2015/11/23,304962
2015/11/24,345006
2015/11/25,329178
2015/11/26,350502
2015/11/27,305800
2015/11/28,360235
2015/11/29,280635
2015/11/30,438179
2015/12/01,369424
2015/12/02,381492
2015/12/03,323411
2015/12/04,328140
2015/12/05,410596
2015/12/06,379689
2015/12/07,383792
2015/12/08,396088
2015/12/09,425026
2015/12/10,422548
2015/12/11,380296
2015/12/12,474525
2015/12/13,416464
2015/12/14,477652
2015/12/15,424449
2015/12/16,413586
2015/12/17,417820
2015/12/18,409529
2015/12/19,450435
2015/12/20,365783
2015/12/21,446717
2015/12/22,419228
2015/12/23,415266
2015/12/24,409699
2015/12/25,341093
2015/12/26,370306
2015/12/27,363200
2015/12/28,366698
2015/12/29,370066
2015/12/30,373265
2015/12/31,329915
2016/01/01,264236
2016/01/02,378897
2016/01/03,322323
2016/01/04,359733
2016/01/05,371034
2016/01/06,341777
2016/01/07,359906
2016/01/08,360597
2016/01/09,399868
2016/01/10,374094
2016/01/11,391385
2016/01/12,388756
2016/01/13,346613
2016/01/14,364296
2016/01/15,362827
2016/01/16,434078
2016/01/17,456430
2016/01/18,414949
2016/01/19,364949
2016/01/20,570723
2016/01/21,435891
2016/01/22,426162
2016/01/23,431557
2016/01/24,403929
2016/01/25,443098
2016/01/26,466663
2016/01/27,432690
2016/01/28,464730
2016/01/29,453312
2016/01/30,435739
2016/01/31,394896
2016/02/01,540454
2016/02/02,600278
2016/02/03,457590
2016/02/04,406620
2016/02/05,429973
2016/02/06,429750
2016/02/07,460561
2016/02/08,410619
2016/02/09,466938
2016/02/10,422015
2016/02/11,420891
2016/02/12,406475
2016/02/13,401895
2016/02/14,425894
2016/02/15,443684
2016/02/16,405987
2016/02/17,480013
2016/02/18,419151
2016/02/19,436520
2016/02/20,445276
2016/02/21,455324
2016/02/22,439234
2016/02/23,461062
2016/02/24,410824
2016/02/25,475481
2016/02/26,424471
2016/02/27,415896
2016/02/28,431474
2016/02/29,491300
2016/03/01,477531
2016/03/02,498562
2016/03/03,484425
2016/03/04,467261
2016/03/05,469348
2016/03/06,353877
2016/03/07,367988
2016/03/08,416467
2016/03/09,457651
2016/03/10,385798
2016/03/11,386404
2016/03/12,341896
2016/03/13,367421
2016/03/14,402214
2016/03/15,400044
2016/03/16,388398
2016/03/17,430484
2016/03/18,390122
2016/03/19,359219
2016/03/20,358245
2016/03/21,383988
2016/03/22,415030
2016/03/23,340578
2016/03/24,383552
2016/03/25,359481
2016/03/26,418683
2016/03/27,348069
2016/03/28,458611
2016/03/29,528452
2016/03/30,436345
2016/03/31,374089
2016/04/01,404832
2016/04/02,417620
2016/04/03,400279
2016/04/04,417170
2016/04/05,411003
2016/04/06,418091
2016/04/07,387867
2016/04/08,374081
2016/04/09,379848
2016/04/10,348807
2016/04/11,423078
2016/04/12,467842
2016/04/13,432307
2016/04/14,421428
2016/04/15,379338
2016/04/16,377708
2016/04/17,402557
2016/04/18,426792
2016/04/19,416218
2016/04/20,411908
2016/04/21,415543
2016/04/22,391327
2016/04/23,399410
2016/04/24,402357
2016/04/25,444197
2016/04/26,446772
2016/04/27,424650
2016/04/28,418528
2016/04/29,464315
2016/04/30,382726
2016/05/01,375655
2016/05/02,423025
2016/05/03,421903
2016/05/04,412465
2016/05/05,396794
2016/05/06,392060
2016/05/07,371632
2016/05/08,357682
2016/05/09,416018
2016/05/10,425757
2016/05/11,409881
2016/05/12,413347
2016/05/13,393696
2016/05/14,401833
2016/05/15,379361
2016/05/16,447210
2016/05/17,435799
2016/05/18,459724
2016/05/19,400946
2016/05/20,397298
2016/05/21,415312
2016/05/22,393300
2016/05/23,437689
2016/05/24,462383
2016/05/25,450438
2016/05/26,413798
2016/05/27,456557
2016/05/28,436334
2016/05/29,369009
2016/05/30,492783
2016/05/31,435775
2016/06/01,450917
2016/06/02,439406
2016/06/03,443089
2016/06/04,410980
2016/06/05,410251
2016/06/06,446221
2016/06/07,442725
2016/06/08,432718
2016/06/09,464860
2016/06/10,456051
2016/06/11,414577
2016/06/12,443702
2016/06/13,501460
2016/06/14,474058
2016/06/15,497380
2016/06/16,503551
2016/06/17,509363
2016/06/18,495933
2016/06/19,443893
2016/06/20,469212
2016/06/21,518259
2016/06/22,461509
2016/06/23,496189
2016/06/24,469900
2016/06/25,491143
2016/06/26,453212
2016/06/27,404257
2016/06/28,431494
2016/06/29,410086
2016/06/30,442083
2016/07/01,449855
2016/07/02,408449
2016/07/03,383963
2016/07/04,441260
2016/07/05,426264
2016/07/06,391335
2016/07/07,390884
2016/07/08,398382
2016/07/09,396352
2016/07/10,348927
2016/07/11,429180
2016/07/12,392187
2016/07/13,362818
2016/07/14,398175
2016/07/15,391889
2016/07/16,410103
2016/07/17,371105
2016/07/18,424993
2016/07/19,395388
2016/07/20,397145
2016/07/21,413155
2016/07/22,406649
2016/07/23,395233
2016/07/24,373150
2016/07/25,442602
2016/07/26,445910
2016/07/27,427092
2016/07/28,422943
2016/07/29,113337
2016/07/30,306460
2016/07/31,420832
2016/08/01,447337
2016/08/02,470680
2016/08/03,447802
2016/08/04,437325
2016/08/05,418707
2016/08/06,387108
2016/08/07,390587
2016/08/08,469541
2016/08/09,430639
2016/08/10,488493
2016/08/11,463192
2016/08/12,437955
2016/08/13,410826
2016/08/14,394563
2016/08/15,461779
2016/08/16,493590
2016/08/17,466782
2016/08/18,429466
2016/08/19,425432
2016/08/20,453235
2016/08/21,385756
2016/08/22,459903
2016/08/23,452155
2016/08/24,466246
2016/08/25,401522
2016/08/26,414477
2016/08/27,410703
2016/08/28,354909
2016/08/29,449032
2016/08/30,471368
2016/08/31,447987
2016/09/01,426749
2016/09/02,433829
2016/09/03,407118
2016/09/04,380235
2016/09/05,465896
2016/09/06,461272
2016/09/07,476591
2016/09/08,432427
2016/09/09,428543
2016/09/10,404099
2016/09/11,398487
2016/09/12,459518
2016/09/13,473180
2016/09/14,432043
2016/09/15,427832
2016/09/16,428124
2016/09/17,455846
2016/09/18,360162
2016/09/19,425006
2016/09/20,468695
2016/09/21,459657
2016/09/22,431972
2016/09/23,422012
2016/09/24,424429
2016/09/25,399415
2016/09/26,479715
2016/09/27,489447
2016/09/28,462481
2016/09/29,460805
2016/09/30,499898
2016/10/01,445128
2016/10/02,404625
2016/10/03,567947
2016/10/04,522537
2016/10/05,508775
2016/10/06,535241
2016/10/07,504849
2016/10/08,486564
2016/10/09,445996
2016/10/10,430931
2016/10/11,531545
2016/10/12,463491
2016/10/13,448239
2016/10/14,463279
2016/10/15,413503
2016/10/16,402396
2016/10/17,473540
2016/10/18,474941
2016/10/19,425182
2016/10/20,545527
2016/10/21,515509
2016/10/22,447836
2016/10/23,409201
2016/10/24,531408
2016/10/25,562438
2016/10/26,561011
2016/10/27,643112
2016/10/28,499703
2016/10/29,460352
2016/10/30,408766
2016/10/31,515181
2016/11/01,539566
2016/11/02,509816
2016/11/03,513862
2016/11/04,474308
2016/11/05,478145
2016/11/06,464241
2016/11/07,531494
2016/11/08,583441
2016/11/09,544983
2016/11/10,525704
2016/11/11,500894
2016/11/12,506675
2016/11/13,469471
2016/11/14,561487
2016/11/15,569386
2016/11/16,548689
2016/11/17,550422
2016/11/18,549150
2016/11/19,524407
2016/11/20,517241
2016/11/21,548221
2016/11/22,515430
2016/11/23,572136
2016/11/24,627191
2016/11/25,591485
2016/11/26,580075
2016/11/27,509057
2016/11/28,619715
2016/11/29,569254
2016/11/30,544081
2016/12/01,542441
2016/12/02,629587
2016/12/03,612406
2016/12/04,575641
2016/12/05,604251
2016/12/06,671328
2016/12/07,643398
2016/12/08,578224
2016/12/09,539503
2016/12/10,488574
2016/12/11,495466
2016/12/12,532703
2016/12/13,564772
2016/12/14,535625
2016/12/15,534271
2016/12/16,558336
2016/12/17,507908
2016/12/18,467400
2016/12/19,569466
2016/12/20,581498
2016/12/21,620386
2016/12/22,605495
2016/12/23,561045
2016/12/24,481373
2016/12/25,411608
2016/12/26,535596
2016/12/27,575134
2016/12/28,556252
2016/12/29,574261
2016/12/30,574927
2016/12/31,521814
2017/01/01,423375
2017/01/02,600708
2017/01/03,545102
2017/01/04,584414
2017/01/05,549210
2017/01/06,636009
2017/01/07,575818
2017/01/08,517117
2017/01/09,513475
2017/01/10,589739
2017/01/11,525287
2017/01/12,525778
2017/01/13,513655
2017/01/14,487220
2017/01/15,475729
2017/01/16,513070
2017/01/17,551064
2017/01/18,574624
2017/01/19,620881
2017/01/20,587282
2017/01/21,552658
2017/01/22,495222
2017/01/23,550007
2017/01/24,603034
2017/01/25,614252
2017/01/26,627055
2017/01/27,605182
2017/01/28,555265
2017/01/29,566127
2017/01/30,545227
2017/01/31,569731
2017/02/01,675244
2017/02/02,583892
2017/02/03,606928
2017/02/04,592108
2017/02/05,571232
2017/02/06,556820
2017/02/07,629062
2017/02/08,594709
2017/02/09,641833
2017/02/10,574235
2017/02/11,546267
2017/02/12,476601
2017/02/13,557770
2017/02/14,591792
2017/02/15,564627
2017/02/16,556662
2017/02/17,605463
2017/02/18,611856
2017/02/19,516961
2017/02/20,569795
2017/02/21,588449
2017/02/22,557307
2017/02/23,599019
2017/02/24,667890
2017/02/25,610532
2017/02/26,592232
2017/02/27,556794
2017/02/28,604428
2017/03/01,590693
2017/03/02,610153
2017/03/03,641410
2017/03/04,529068
2017/03/05,612220
2017/03/06,563092
2017/03/07,651489
2017/03/08,626813
2017/03/09,622875
2017/03/10,649333
2017/03/11,603874
2017/03/12,507337
2017/03/13,582164
2017/03/14,669199
2017/03/15,620597
2017/03/16,410410
2017/03/17,662121
2017/03/18,647693
2017/03/19,617858
2017/03/20,250634
2017/03/21,617255
2017/03/22,676136
2017/03/23,598006
2017/03/24,645206
2017/03/25,558708
2017/03/26,533165
2017/03/27,513215
2017/03/28,688370
2017/03/29,599767
2017/03/30,643514
2017/03/31,564448
2017/04/01,605586
2017/04/02,599975
2017/04/03,669406
2017/04/04,587885
2017/04/05,668462
2017/04/06,635050
2017/04/07,643828
2017/04/08,557779
2017/04/09,587557
2017/04/10,597574
2017/04/11,675469
2017/04/12,613209
2017/04/13,550895
2017/04/14,637706
2017/04/15,616837
2017/04/16,528726
2017/04/17,534542
2017/04/18,305264
2017/04/19,0
2017/04/20,0
2017/04/21,0
2017/04/22,597061
2017/04/23,552828
2017/04/24,535749
2017/04/25,617338
2017/04/26,657283
2017/04/27,586559
2017/04/28,582496
2017/04/29,711671
2017/04/30,600660
2017/05/01,576293
2017/05/02,680926
2017/05/03,588869
2017/05/04,753229
2017/05/05,564794
2017/05/06,784841
2017/05/07,674255
2017/05/08,758420
2017/05/09,672124
2017/05/10,619011
2017/05/11,615560
2017/05/12,662980
2017/05/13,700155
2017/05/14,799756
2017/05/15,701202
2017/05/16,543062
2017/05/17,688862
2017/05/18,665980
2017/05/19,695947
2017/05/20,731296
2017/05/21,702995
2017/05/22,672718
2017/05/23,781781
2017/05/24,703528
2017/05/25,716690
2017/05/26,715227
2017/05/27,740964
2017/05/28,722868
2017/05/29,287271
2017/05/30,739891
2017/05/31,723331
2017/06/01,719043
2017/06/02,666124
2017/06/03,802291
2017/06/04,631077
2017/06/05,641367
2017/06/06,707787
2017/06/07,772650
2017/06/08,714351
2017/06/09,637712
2017/06/10,621836
2017/06/11,552018
2017/06/12,623992
2017/06/13,667607
2017/06/14,630203
2017/06/15,701947
2017/06/16,649512
2017/06/17,590552
2017/06/18,543702
2017/06/19,613924
2017/06/20,649241
2017/06/21,616138
2017/06/22,609732
2017/06/23,608551
2017/06/24,562893
2017/06/25,455780
2017/06/26,587642
2017/06/27,585419
2017/06/28,632364
2017/06/29,519741
2017/06/30,608065
2017/07/01,553869
2017/07/02,522589
2017/07/03,569565
2017/07/04,599532
2017/07/05,542986
2017/07/06,535621
2017/07/07,659401
2017/07/08,540203
2017/07/09,456471
2017/07/10,653136
2017/07/11,686794
2017/07/12,629432
2017/07/13,577485
2017/07/14,554616
2017/07/15,563899
2017/07/16,526161
2017/07/17,588715
2017/07/18,668897
2017/07/19,628744
2017/07/20,569655
2017/07/21,617962
2017/07/22,560329
2017/07/23,452365
2017/07/24,598606
2017/07/25,573931
2017/07/26,556061
2017/07/27,578589
2017/07/28,581605
2017/07/29,566344
2017/07/30,466432
2017/07/31,604541
2017/08/01,409797
2017/08/02,514331
2017/08/03,476033
2017/08/04,597535
2017/08/05,584199
2017/08/06,460436
2017/08/07,600914
2017/08/08,707948
2017/08/09,611098
2017/08/10,621626
2017/08/11,643660
2017/08/12,578782
2017/08/13,600939
2017/08/14,572827
2017/08/15,732653
2017/08/16,570693
2017/08/17,753763
2017/08/18,605239
2017/08/19,621226
2017/08/20,498210
2017/08/21,503262
2017/08/22,395885
2017/08/23,724005
2017/08/24,492102
2017/08/25,513654
2017/08/26,511783
2017/08/27,653089
2017/08/28,569988
2017/08/29,645223
2017/08/30,696257
2017/08/31,663732
2017/09/01,657004
2017/09/02,620539
2017/09/03,503533
2017/09/04,657343
2017/09/05,669751
2017/09/06,701223
2017/09/07,652038
2017/09/08,700931
2017/09/09,534259
2017/09/10,486607
2017/09/11,627296
2017/09/12,633035
2017/09/13,627711
2017/09/14,604275
2017/09/15,710163
2017/09/16,576734
2017/09/17,473746
2017/09/18,557095
2017/09/19,246700
2017/09/20,531769
2017/09/21,612206
2017/09/22,545336
2017/09/23,477105
2017/09/24,461817
2017/09/25,565137
2017/09/26,627044
2017/09/27,577233
2017/09/28,661471
2017/09/29,664321
2017/09/30,524353
2017/10/01,526734
2017/10/02,717195
2017/10/03,674378
2017/10/04,517066
2017/10/05,553810
2017/10/06,698593
2017/10/07,573488
2017/10/08,557288
2017/10/09,647180
2017/10/10,689686
2017/10/11,663108
2017/10/12,678030
2017/10/13,685777
2017/10/14,719689
2017/10/15,736669
2017/10/16,722882
2017/10/17,744315
2017/10/18,706896
2017/10/19,780977
2017/10/20,743148
2017/10/21,703327
2017/10/22,795453
2017/10/23,753657
2017/10/24,827482
2017/10/25,803636
2017/10/26,675483
2017/10/27,593315
2017/10/28,0
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,0
2017/11/02,0
2017/11/03,0
2017/11/04,0
2017/11/05,0
2017/11/06,0
2017/11/07,777842
2017/11/08,742562
2017/11/09,820490
2017/11/10,692632
2017/11/11,536909
2017/11/12,434508
2017/11/13,766736
2017/11/14,730693
2017/11/15,656508
2017/11/16,0
2017/11/17,841753
2017/11/18,722113
2017/11/19,803338
2017/11/20,836952
2017/11/21,844422
2017/11/22,744622
2017/11/23,835255
2017/11/24,792418
2017/11/25,838662
2017/11/26,791025
2017/11/27,895407
2017/11/28,857193
2017/11/29,989871
2017/11/30,934600
2017/12/01,961135
2017/12/02,808982
2017/12/03,846141
2017/12/04,991943
2017/12/05,971003
2017/12/06,1072008
2017/12/07,871878
2017/12/08,966052
2017/12/09,984629
2017/12/10,961658
2017/12/11,977830
2017/12/12,972328
2017/12/13,1090944
2017/12/14,1133157
2017/12/15,1036971
2017/12/16,949920
2017/12/17,1012311
2017/12/18,1004904
2017/12/19,855045
2017/12/20,918969
2017/12/21,856302
2017/12/22,959550
2017/12/23,888892
2017/12/24,925819
2017/12/25,758165
2017/12/26,753514
2017/12/27,921366
2017/12/28,865808
2017/12/29,959700
2017/12/30,874666
2017/12/31,847972
2018/01/01,842391
2018/01/02,982159
2018/01/03,953442
2018/01/04,1071574
2018/01/05,951484
2018/01/06,1043134
2018/01/07,994708
2018/01/08,1022976
2018/01/09,985166
2018/01/10,989424
2018/01/11,1077376
2018/01/12,984432
2018/01/13,834309
2018/01/14,813222
2018/01/15,813490
2018/01/16,874574
2018/01/17,957141
2018/01/18,931879
2018/01/19,858958
2018/01/20,846869
2018/01/21,864703
2018/01/22,809424
2018/01/23,784072
2018/01/24,848037
2018/01/25,750794
2018/01/26,723781
2018/01/27,778222
2018/01/28,641321
2018/01/29,653494
2018/01/30,707495
2018/01/31,579948
2018/02/01,726833
2018/02/02,763496
2018/02/03,620918
2018/02/04,595294
2018/02/05,777110
2018/02/06,849088
2018/02/07,694798
2018/02/08,651284
2018/02/09,689413
2018/02/10,593126
2018/02/11,730277
2018/02/12,781308
2018/02/13,729810
2018/02/14,815887
2018/02/15,640344
2018/02/16,637546
2018/02/17,680664
2018/02/18,631438
2018/02/19,688075
2018/02/20,610136
2018/02/21,615201
2018/02/22,633718
2018/02/23,643584
2018/02/24,627718
2018/02/25,443104
2018/02/26,517139
2018/02/27,594737
2018/02/28,680281
2018/03/01,692152
2018/03/02,595877
2018/03/03,754220
2018/03/04,651221
2018/03/05,661842
2018/03/06,706253
2018/03/07,771278
2018/03/08,762458
2018/03/09,710720
2018/03/10,636583
2018/03/11,684854
2018/03/12,737014
2018/03/13,640393
2018/03/14,467570
2018/03/15,494451
2018/03/16,489203
2018/03/17,367021
2018/03/18,438266
2018/03/19,483206
2018/03/20,453198
2018/03/21,466555
2018/03/22,472231
2018/03/23,501861
2018/03/24,410341
