Date,activeaddresses
2018/03/25,347133
2018/03/26,474697
2018/03/27,503427
2018/03/28,452296
2018/03/29,461083
2018/03/30,479054
2018/03/31,377428
2018/04/01,358431
2018/04/02,405224
2018/04/03,491273
2018/04/04,468256
2018/04/05,449931
2018/04/06,548967
2018/04/07,404330
2018/04/08,330211
2018/04/09,439488
2018/04/10,459720
2018/04/11,448320
2018/04/12,504382
2018/04/13,530298
2018/04/14,409997
2018/04/15,462054
2018/04/16,516625
2018/04/17,516858
2018/04/18,483004
2018/04/19,512770
2018/04/20,554891
2018/04/21,509176
2018/04/22,426135
2018/04/23,541616
2018/04/24,641229
2018/04/25,571921
2018/04/26,557031
2018/04/27,559842
2018/04/28,474656
2018/04/29,435659
2018/04/30,527515
2018/05/01,528581
2018/05/02,541450
2018/05/03,541585
2018/05/04,587468
2018/05/05,525970
2018/05/06,443930
2018/05/07,523934
2018/05/08,561725
2018/05/09,512648
2018/05/10,518864
2018/05/11,479834
2018/05/12,506943
2018/05/13,355156
2018/05/14,530706
2018/05/15,525512
2018/05/16,513409
2018/05/17,518713
2018/05/18,604525
2018/05/19,423103
2018/05/20,384590
2018/05/21,503074
2018/05/22,476934
2018/05/23,536633
2018/05/24,479362
2018/05/25,515553
2018/05/26,396709
2018/05/27,362610
2018/05/28,482512
2018/05/29,482316
2018/05/30,503582
2018/05/31,513406
2018/06/01,605820
2018/06/02,424940
2018/06/03,443036
2018/06/04,585747
2018/06/05,544305
2018/06/06,509100
2018/06/07,528720
2018/06/08,544739
2018/06/09,403622
2018/06/10,412643
2018/06/11,472045
2018/06/12,501890
2018/06/13,487819
2018/06/14,481663
2018/06/15,543281
2018/06/16,368496
2018/06/17,365433
2018/06/18,460925
2018/06/19,476956
2018/06/20,448248
2018/06/21,471467
2018/06/22,500238
2018/06/23,398856
2018/06/24,387188
2018/06/25,490014
2018/06/26,504682
2018/06/27,480521
2018/06/28,452170
2018/06/29,493797
2018/06/30,482606
2018/07/01,400753
2018/07/02,537562
2018/07/03,562946
2018/07/04,530349
2018/07/05,450145
2018/07/06,564683
2018/07/07,394186
2018/07/08,392740
2018/07/09,521148
2018/07/10,560008
2018/07/11,497821
2018/07/12,608847
2018/07/13,678537
2018/07/14,562124
2018/07/15,409465
2018/07/16,483120
2018/07/17,551908
2018/07/18,642136
2018/07/19,540081
2018/07/20,517442
2018/07/21,415309
2018/07/22,384041
2018/07/23,584758
2018/07/24,578233
2018/07/25,644234
2018/07/26,510977
2018/07/27,604287
2018/07/28,462708
2018/07/29,403083
2018/07/30,525741
2018/07/31,549499
2018/08/01,574951
2018/08/02,535229
2018/08/03,585312
2018/08/04,456131
2018/08/05,397829
2018/08/06,517813
2018/08/07,589346
2018/08/08,532064
2018/08/09,519217
2018/08/10,559603
2018/08/11,449075
2018/08/12,399762
2018/08/13,490801
2018/08/14,535762
2018/08/15,475594
2018/08/16,547322
2018/08/17,584759
2018/08/18,459134
2018/08/19,408184
2018/08/20,524775
2018/08/21,534176
2018/08/22,574028
2018/08/23,501871
2018/08/24,577153
2018/08/25,478783
2018/08/26,430511
2018/08/27,595664
2018/08/28,597839
2018/08/29,588294
2018/08/30,540618
2018/08/31,589527
2018/09/01,513465
2018/09/02,442960
2018/09/03,525670
2018/09/04,552331
2018/09/05,540142
2018/09/06,585513
2018/09/07,617704
2018/09/08,489875
2018/09/09,446194
2018/09/10,535579
2018/09/11,549992
2018/09/12,534811
2018/09/13,541694
2018/09/14,527742
2018/09/15,502091
2018/09/16,419923
2018/09/17,560269
2018/09/18,568820
2018/09/19,540959
2018/09/20,542894
2018/09/21,620832
2018/09/22,505853
2018/09/23,454807
2018/09/24,543361
2018/09/25,574804
2018/09/26,541812
2018/09/27,547299
2018/09/28,608318
2018/09/29,498963
2018/09/30,474779
2018/10/01,603755
2018/10/02,573816
2018/10/03,586061
2018/10/04,557823
2018/10/05,562895
2018/10/06,515060
2018/10/07,525854
2018/10/08,561435
2018/10/09,554591
2018/10/10,556835
2018/10/11,608748
2018/10/12,598570
2018/10/13,513512
2018/10/14,451714
2018/10/15,619424
2018/10/16,603605
2018/10/17,564479
2018/10/18,587516
2018/10/19,619914
2018/10/20,516162
2018/10/21,480204
2018/10/22,566330
2018/10/23,606406
2018/10/24,545787
2018/10/25,585432
2018/10/26,595606
2018/10/27,487581
2018/10/28,486159
2018/10/29,590111
2018/10/30,599489
2018/10/31,616843
2018/11/01,601403
2018/11/02,623469
2018/11/03,559675
2018/11/04,536643
2018/11/05,611210
2018/11/06,561998
2018/11/07,611976
2018/11/08,612517
2018/11/09,624017
2018/11/10,513699
2018/11/11,523862
2018/11/12,591468
2018/11/13,564648
2018/11/14,561188
2018/11/15,621054
2018/11/16,624714
2018/11/17,510062
2018/11/18,455558
2018/11/19,563465
2018/11/20,653601
2018/11/21,545723
2018/11/22,595324
2018/11/23,560197
2018/11/24,494985
2018/11/25,468476
2018/11/26,525146
2018/11/27,551642
2018/11/28,515752
2018/11/29,521194
2018/11/30,494356
2018/12/01,520394
2018/12/02,414508
2018/12/03,498837
2018/12/04,579435
2018/12/05,533915
2018/12/06,569550
2018/12/07,586746
2018/12/08,483081
2018/12/09,432326
2018/12/10,512175
2018/12/11,551065
2018/12/12,545888
2018/12/13,550244
2018/12/14,612878
2018/12/15,534587
2018/12/16,461489
2018/12/17,600338
2018/12/18,533486
2018/12/19,607392
2018/12/20,562160
2018/12/21,586561
2018/12/22,475062
2018/12/23,456850
2018/12/24,523269
2018/12/25,423129
2018/12/26,479013
2018/12/27,544684
2018/12/28,560909
2018/12/29,481711
2018/12/30,461474
2018/12/31,472261
2019/01/01,362558
2019/01/02,505957
2019/01/03,516491
2019/01/04,517169
2019/01/05,459113
2019/01/06,433832
2019/01/07,507835
2019/01/08,529739
2019/01/09,540921
2019/01/10,572517
2019/01/11,548421
2019/01/12,448196
2019/01/13,412444
2019/01/14,512960
2019/01/15,551314
2019/01/16,581094
2019/01/17,514682
2019/01/18,554253
2019/01/19,454973
2019/01/20,446051
2019/01/21,523017
2019/01/22,519865
2019/01/23,593232
2019/01/24,566739
2019/01/25,523778
2019/01/26,512501
2019/01/27,430181
2019/01/28,541648
2019/01/29,534219
2019/01/30,528518
2019/01/31,572176
2019/02/01,590243
2019/02/02,499556
2019/02/03,447396
2019/02/04,524791
2019/02/05,559509
2019/02/06,598210
2019/02/07,562218
2019/02/08,576688
2019/02/09,492019
2019/02/10,429046
2019/02/11,542544
2019/02/12,744912
2019/02/13,683689
2019/02/14,535009
2019/02/15,509495
2019/02/16,550473
2019/02/17,462206
2019/02/18,604582
2019/02/19,589473
2019/02/20,611970
2019/02/21,568415
2019/02/22,659655
2019/02/23,489686
2019/02/24,476422
2019/02/25,550416
2019/02/26,628703
2019/02/27,580327
2019/02/28,577452
2019/03/01,603147
2019/03/02,542789
2019/03/03,453635
2019/03/04,575279
2019/03/05,615117
2019/03/06,636450
2019/03/07,616471
2019/03/08,614245
2019/03/09,540407
2019/03/10,445492
2019/03/11,654955
2019/03/12,615505
2019/03/13,609454
2019/03/14,654299
2019/03/15,643452
2019/03/16,545186
2019/03/17,457003
2019/03/18,600067
2019/03/19,657981
2019/03/20,652569
2019/03/21,622889
2019/03/22,625180
2019/03/23,519525
2019/03/24,475539
2019/03/25,605883
2019/03/26,572451
2019/03/27,689861
2019/03/28,654617
2019/03/29,665574
2019/03/30,618000
2019/03/31,554027
2019/04/01,615050
2019/04/02,784070
2019/04/03,736732
2019/04/04,706579
2019/04/05,793234
2019/04/06,556798
2019/04/07,549143
2019/04/08,680096
2019/04/09,668509
2019/04/10,690323
2019/04/11,724745
2019/04/12,694266
2019/04/13,531281
2019/04/14,513403
2019/04/15,665599
2019/04/16,633359
2019/04/17,629462
2019/04/18,626217
2019/04/19,707240
2019/04/20,517466
2019/04/21,617706
2019/04/22,541338
2019/04/23,620537
2019/04/24,771743
2019/04/25,634122
2019/04/26,674357
2019/04/27,549855
2019/04/28,519657
2019/04/29,665433
2019/04/30,719281
2019/05/01,689453
2019/05/02,644849
2019/05/03,695016
2019/05/04,538771
2019/05/05,524044
2019/05/06,659573
2019/05/07,636469
2019/05/08,728492
2019/05/09,684903
2019/05/10,640022
2019/05/11,653576
2019/05/12,730067
2019/05/13,759715
2019/05/14,758599
2019/05/15,726829
2019/05/16,772040
2019/05/17,797091
2019/05/18,729951
2019/05/19,631633
2019/05/20,720988
2019/05/21,791236
2019/05/22,783448
2019/05/23,710613
2019/05/24,726478
2019/05/25,603488
2019/05/26,565068
2019/05/27,772990
2019/05/28,807558
2019/05/29,767434
2019/05/30,733627
2019/05/31,657457
2019/06/01,780752
2019/06/02,586139
2019/06/03,613329
2019/06/04,749022
2019/06/05,789623
2019/06/06,719552
2019/06/07,733211
2019/06/08,549985
2019/06/09,518978
2019/06/10,705255
2019/06/11,688779
2019/06/12,710869
2019/06/13,762388
2019/06/14,789720
2019/06/15,758530
2019/06/16,585851
2019/06/17,667300
2019/06/18,821372
2019/06/19,781133
2019/06/20,675006
2019/06/21,713152
2019/06/22,735085
2019/06/23,804383
2019/06/24,856612
2019/06/25,784857
2019/06/26,910162
2019/06/27,764301
2019/06/28,863754
2019/06/29,773649
2019/06/30,585170
2019/07/01,720072
2019/07/02,730704
2019/07/03,797545
2019/07/04,712075
2019/07/05,735306
2019/07/06,600215
2019/07/07,543359
2019/07/08,724630
2019/07/09,708369
2019/07/10,699904
2019/07/11,683103
2019/07/12,785952
2019/07/13,586676
2019/07/14,518194
2019/07/15,650051
2019/07/16,702321
2019/07/17,625627
2019/07/18,611956
2019/07/19,613458
2019/07/20,653620
2019/07/21,473195
2019/07/22,622526
2019/07/23,624348
2019/07/24,645324
2019/07/25,678929
2019/07/26,661658
2019/07/27,515380
2019/07/28,467316
2019/07/29,616858
2019/07/30,629347
2019/07/31,692658
2019/08/01,655424
2019/08/02,702061
2019/08/03,556108
2019/08/04,509869
2019/08/05,696032
2019/08/06,751980
2019/08/07,713356
2019/08/08,703863
2019/08/09,647649
2019/08/10,558666
2019/08/11,479339
2019/08/12,569266
2019/08/13,758748
2019/08/14,667112
2019/08/15,633290
2019/08/16,590406
2019/08/17,497467
2019/08/18,445842
2019/08/19,616526
2019/08/20,624794
2019/08/21,661174
2019/08/22,695290
2019/08/23,705809
2019/08/24,626450
2019/08/25,467031
2019/08/26,628053
2019/08/27,624242
2019/08/28,595041
2019/08/29,655236
2019/08/30,640275
2019/08/31,534181
2019/09/01,499618
2019/09/02,628285
2019/09/03,702776
2019/09/04,639607
2019/09/05,667714
2019/09/06,704382
2019/09/07,548704
2019/09/08,500881
2019/09/09,637134
2019/09/10,721584
2019/09/11,706324
2019/09/12,669370
2019/09/13,656956
2019/09/14,578185
2019/09/15,509097
2019/09/16,667123
2019/09/17,665782
2019/09/18,766186
2019/09/19,638230
2019/09/20,648647
2019/09/21,580157
2019/09/22,520295
2019/09/23,626986
2019/09/24,717921
2019/09/25,717789
2019/09/26,647024
2019/09/27,577559
2019/09/28,562853
2019/09/29,487009
2019/09/30,620880
2019/10/01,675392
2019/10/02,621924
2019/10/03,612494
2019/10/04,641998
2019/10/05,566242
2019/10/06,487979
2019/10/07,614170
2019/10/08,627364
2019/10/09,572744
2019/10/10,648261
2019/10/11,593749
2019/10/12,519691
2019/10/13,470895
2019/10/14,563087
2019/10/15,630058
2019/10/16,633943
2019/10/17,643060
2019/10/18,610609
2019/10/19,562807
2019/10/20,497265
2019/10/21,640284
2019/10/22,641122
2019/10/23,645574
2019/10/24,606380
2019/10/25,662860
2019/10/26,680394
2019/10/27,510069
2019/10/28,611524
2019/10/29,638317
2019/10/30,601781
2019/10/31,629875
2019/11/01,678169
2019/11/02,569305
2019/11/03,531801
2019/11/04,616833
2019/11/05,700156
2019/11/06,718740
2019/11/07,642522
2019/11/08,642880
2019/11/09,644920
2019/11/10,512641
2019/11/11,602617
2019/11/12,558263
2019/11/13,667964
2019/11/14,624544
2019/11/15,634708
2019/11/16,595680
2019/11/17,522258
2019/11/18,587977
2019/11/19,732887
2019/11/20,601482
2019/11/21,697687
2019/11/22,667790
2019/11/23,600401
2019/11/24,485782
2019/11/25,535182
2019/11/26,663176
2019/11/27,728301
2019/11/28,630300
2019/11/29,595151
2019/11/30,579962
2019/12/01,512636
2019/12/02,634227
2019/12/03,644293
2019/12/04,659547
2019/12/05,633406
2019/12/06,611850
2019/12/07,572496
2019/12/08,483379
2019/12/09,672252
2019/12/10,692549
2019/12/11,691282
2019/12/12,619735
2019/12/13,614779
2019/12/14,551814
2019/12/15,485498
2019/12/16,693836
2019/12/17,746301
2019/12/18,609940
2019/12/19,627189
2019/12/20,624387
2019/12/21,537139
2019/12/22,484241
2019/12/23,606564
2019/12/24,588285
2019/12/25,474482
2019/12/26,528323
2019/12/27,617851
2019/12/28,548303
2019/12/29,508034
2019/12/30,636443
2019/12/31,585047
2020/01/01,444396
2020/01/02,569087
2020/01/03,619640
2020/01/04,540973
2020/01/05,515467
2020/01/06,595691
2020/01/07,649639
2020/01/08,619874
2020/01/09,689922
2020/01/10,677502
2020/01/11,553800
2020/01/12,477053
2020/01/13,570300
2020/01/14,705324
2020/01/15,632549
2020/01/16,654641
2020/01/17,607003
2020/01/18,518761
2020/01/19,549520
2020/01/20,615528
2020/01/21,620998
2020/01/22,652035
2020/01/23,658331
2020/01/24,644667
2020/01/25,524444
2020/01/26,499446
2020/01/27,574999
2020/01/28,702991
2020/01/29,669492
2020/01/30,620353
2020/01/31,644064
2020/02/01,585209
2020/02/02,619979
2020/02/03,730411
2020/02/04,676969
2020/02/05,715507
2020/02/06,664727
2020/02/07,752168
2020/02/08,620879
2020/02/09,587566
2020/02/10,617571
2020/02/11,783245
2020/02/12,638800
2020/02/13,714603
2020/02/14,606079
2020/02/15,667659
2020/02/16,550546
2020/02/17,690168
2020/02/18,647238
2020/02/19,672841
2020/02/20,638816
2020/02/21,637326
2020/02/22,582844
2020/02/23,541870
2020/02/24,625542
2020/02/25,626903
2020/02/26,670886
2020/02/27,684559
2020/02/28,701052
2020/02/29,588646
2020/03/01,597235
2020/03/02,687474
2020/03/03,717102
2020/03/04,755658
2020/03/05,659912
2020/03/06,648532
2020/03/07,604629
2020/03/08,551633
2020/03/09,690871
2020/03/10,710182
2020/03/11,645946
2020/03/12,781169
2020/03/13,690249
2020/03/14,677988
2020/03/15,568601
2020/03/16,605903
2020/03/17,630762
2020/03/18,521527
2020/03/19,612913
2020/03/20,618739
2020/03/21,584779
2020/03/22,478000
2020/03/23,561578
2020/03/24,636481
2020/03/25,456373
2020/03/26,733803
2020/03/27,737981
2020/03/28,540437
2020/03/29,495415
2020/03/30,664584
2020/03/31,722000
2020/04/01,691990
2020/04/02,693641
2020/04/03,642918
2020/04/04,583935
2020/04/05,519277
2020/04/06,665230
2020/04/07,865931
2020/04/08,677097
2020/04/09,627165
2020/04/10,645785
2020/04/11,548928
2020/04/12,518495
2020/04/13,665661
2020/04/14,679385
2020/04/15,824352
2020/04/16,744916
2020/04/17,725801
2020/04/18,760354
2020/04/19,627225
2020/04/20,688729
2020/04/21,711101
2020/04/22,633912
2020/04/23,851626
2020/04/24,775084
2020/04/25,707800
2020/04/26,631761
2020/04/27,744993
2020/04/28,844626
2020/04/29,751831
2020/04/30,769015
2020/05/01,785016
2020/05/02,888955
2020/05/03,794461
2020/05/04,741037
2020/05/05,802762
2020/05/06,844420
2020/05/07,877953
2020/05/08,810739
2020/05/09,755506
2020/05/10,720425
2020/05/11,848483
2020/05/12,812978
2020/05/13,750373
2020/05/14,718874
2020/05/15,776586
2020/05/16,747031
2020/05/17,590963
2020/05/18,846460
2020/05/19,729189
2020/05/20,717117
2020/05/21,747958
2020/05/22,704361
2020/05/23,710316
2020/05/24,708123
2020/05/25,753026
2020/05/26,718669
2020/05/27,816398
2020/05/28,475802
2020/05/29,761997
2020/05/30,807900
2020/05/31,695072
2020/06/01,707233
2020/06/02,764540
2020/06/03,819666
2020/06/04,767771
2020/06/05,771979
2020/06/06,698699
2020/06/07,594728
2020/06/08,745975
2020/06/09,794706
2020/06/10,755410
2020/06/11,907646
2020/06/12,798829
2020/06/13,721373
2020/06/14,578607
2020/06/15,730418
2020/06/16,876558
2020/06/17,796031
2020/06/18,768279
2020/06/19,836622
2020/06/20,648105
2020/06/21,613430
2020/06/22,688844
2020/06/23,910327
2020/06/24,814458
2020/06/25,772171
2020/06/26,807953
2020/06/27,676287
2020/06/28,604225
2020/06/29,805381
2020/06/30,806161
2020/07/01,916940
2020/07/02,801504
2020/07/03,785330
2020/07/04,705158
2020/07/05,650918
2020/07/06,840405
2020/07/07,830868
2020/07/08,902450
2020/07/09,889601
2020/07/10,843602
2020/07/11,546674
2020/07/12,652722
2020/07/13,799262
2020/07/14,868418
2020/07/15,843853
2020/07/16,861762
2020/07/17,721499
2020/07/18,742062
2020/07/19,770877
2020/07/20,794094
2020/07/21,811485
2020/07/22,884585
2020/07/23,837690
2020/07/24,852539
2020/07/25,853513
2020/07/26,865392
2020/07/27,912290
2020/07/28,908289
2020/07/29,948418
2020/07/30,838666
2020/07/31,888126
2020/08/01,758860
2020/08/02,816058
2020/08/03,930491
2020/08/04,802726
2020/08/05,822082
2020/08/06,971488
2020/08/07,933072
2020/08/08,812977
2020/08/09,796785
2020/08/10,805028
2020/08/11,946208
2020/08/12,881466
2020/08/13,811490
2020/08/14,918412
2020/08/15,852476
2020/08/16,792425
2020/08/17,784755
2020/08/18,841105
2020/08/19,851925
2020/08/20,839625
2020/08/21,920527
2020/08/22,802864
2020/08/23,815973
2020/08/24,784169
2020/08/25,815578
2020/08/26,943784
2020/08/27,788185
2020/08/28,941567
2020/08/29,856827
2020/08/30,703435
2020/08/31,816136
2020/09/01,945372
2020/09/02,891892
2020/09/03,822128
2020/09/04,852193
2020/09/05,831564
2020/09/06,854199
2020/09/07,965552
2020/09/08,823200
2020/09/09,845439
2020/09/10,947656
2020/09/11,825024
2020/09/12,796589
2020/09/13,673520
2020/09/14,898739
2020/09/15,848665
2020/09/16,923732
2020/09/17,976062
2020/09/18,820499
2020/09/19,775507
2020/09/20,664741
2020/09/21,801452
2020/09/22,830723
2020/09/23,845049
2020/09/24,826585
2020/09/25,988014
2020/09/26,795826
2020/09/27,669148
2020/09/28,747089
2020/09/29,876458
2020/09/30,915637
2020/10/01,791886
2020/10/02,851569
2020/10/03,900713
2020/10/04,799521
2020/10/05,769146
2020/10/06,868868
2020/10/07,952270
2020/10/08,901444
2020/10/09,835611
2020/10/10,786581
2020/10/11,657480
2020/10/12,812638
2020/10/13,924999
2020/10/14,840657
2020/10/15,906967
2020/10/16,856994
2020/10/17,732478
2020/10/18,631855
2020/10/19,771862
2020/10/20,858805
2020/10/21,896346
2020/10/22,917803
2020/10/23,814030
2020/10/24,948245
2020/10/25,713541
2020/10/26,684411
2020/10/27,670055
2020/10/28,702641
2020/10/29,748561
2020/10/30,776502
2020/10/31,708615
2020/11/01,773189
2020/11/02,676186
2020/11/03,899431
2020/11/04,1004914
2020/11/05,886135
2020/11/06,900624
2020/11/07,940399
2020/11/08,795155
2020/11/09,1008916
2020/11/10,861118
2020/11/11,859137
2020/11/12,879364
2020/11/13,834547
2020/11/14,825901
2020/11/15,730343
2020/11/16,899318
2020/11/17,980026
2020/11/18,1028416
2020/11/19,888614
2020/11/20,996757
2020/11/21,849118
2020/11/22,759506
2020/11/23,867913
2020/11/24,902567
2020/11/25,972205
2020/11/26,986947
2020/11/27,965615
2020/11/28,919013
2020/11/29,717058
2020/11/30,749325
2020/12/01,1031232
2020/12/02,870866
2020/12/03,995706
2020/12/04,933071
2020/12/05,931274
2020/12/06,753794
2020/12/07,840417
2020/12/08,918517
2020/12/09,934549
2020/12/10,828419
2020/12/11,921991
2020/12/12,829507
2020/12/13,836088
2020/12/14,855678
2020/12/15,884337
2020/12/16,927577
2020/12/17,908298
2020/12/18,1034114
2020/12/19,997317
2020/12/20,904131
2020/12/21,1002870
2020/12/22,991004
2020/12/23,943947
2020/12/24,822984
2020/12/25,886517
2020/12/26,802963
2020/12/27,941880
2020/12/28,1013140
2020/12/29,966765
2020/12/30,1077900
2020/12/31,1038604
2021/01/01,859815
2021/01/02,961594
2021/01/03,1015297
2021/01/04,1086071
2021/01/05,1031762
2021/01/06,1159867
2021/01/07,1085501
2021/01/08,1028435
2021/01/09,939856
2021/01/10,1004594
2021/01/11,1016794
2021/01/12,1012517
2021/01/13,1022092
2021/01/14,990896
2021/01/15,1031438
2021/01/16,987275
2021/01/17,827141
2021/01/18,907480
2021/01/19,960625
2021/01/20,942868
2021/01/21,901497
2021/01/22,991335
2021/01/23,925527
2021/01/24,860994
2021/01/25,903873
2021/01/26,1021172
2021/01/27,895064
2021/01/28,963465
2021/01/29,1070393
2021/01/30,907122
2021/01/31,906917
2021/02/01,865084
2021/02/02,1039618
2021/02/03,1037138
2021/02/04,1037257
2021/02/05,1108800
2021/02/06,960824
2021/02/07,987989
2021/02/08,1034730
2021/02/09,0
2021/02/10,1097361
2021/02/11,895827
2021/02/12,1003015
2021/02/13,1030851
2021/02/14,984234
2021/02/15,1012403
2021/02/16,548331
2021/02/17,314475
2021/02/18,951004
2021/02/19,1049796
2021/02/20,999752
2021/02/21,923185
2021/02/22,936716
2021/02/23,893364
2021/02/24,1035468
2021/02/25,1029740
2021/02/26,943525
2021/02/27,1067713
2021/02/28,890425
2021/03/01,844795
2021/03/02,1012877
2021/03/03,1074771
2021/03/04,922105
2021/03/05,1008576
2021/03/06,1002900
2021/03/07,880049
2021/03/08,991359
2021/03/09,908177
2021/03/10,1027662
2021/03/11,939125
2021/03/12,1038846
2021/03/13,925503
2021/03/14,1015723
2021/03/15,987942
2021/03/16,1033367
2021/03/17,971402
2021/03/18,1021309
2021/03/19,997809
2021/03/20,974431
2021/03/21,936115
2021/03/22,965418
2021/03/23,1083569
2021/03/24,990377
2021/03/25,1083562
2021/03/26,891746
2021/03/27,1001179
2021/03/28,925338
2021/03/29,911249
2021/03/30,1000015
2021/03/31,1050294
2021/04/01,1002317
2021/04/02,937863
2021/04/03,826749
2021/04/04,893180
2021/04/05,1040641
2021/04/06,1029256
2021/04/07,1058938
2021/04/08,976554
2021/04/09,1045474
2021/04/10,1032385
2021/04/11,915759
2021/04/12,969344
2021/04/13,1003818
2021/04/14,949048
2021/04/15,1196069
2021/04/16,830078
2021/04/17,773272
2021/04/18,954286
2021/04/19,751010
2021/04/20,965161
2021/04/21,787582
2021/04/22,981596
2021/04/23,931624
2021/04/24,911731
2021/04/25,849115
2021/04/26,791356
2021/04/27,969613
2021/04/28,1018397
2021/04/29,856639
2021/04/30,975112
2021/05/01,885897
2021/05/02,1071125
2021/05/03,1053210
2021/05/04,1076403
2021/05/05,1063848
2021/05/06,1024306
2021/05/07,995365
2021/05/08,974819
2021/05/09,1081356
2021/05/10,1144292
2021/05/11,1032122
2021/05/12,1083920
2021/05/13,1036314
2021/05/14,883598
2021/05/15,824216
2021/05/16,810985
2021/05/17,858089
2021/05/18,733801
2021/05/19,884253
2021/05/20,835102
2021/05/21,795684
2021/05/22,787813
2021/05/23,856651
2021/05/24,839856
2021/05/25,828021
2021/05/26,834755
2021/05/27,754805
2021/05/28,844453
2021/05/29,759213
2021/05/30,872686
2021/05/31,854540
2021/06/01,765486
2021/06/02,987067
2021/06/03,897967
2021/06/04,783651
2021/06/05,673290
2021/06/06,601459
2021/06/07,779317
2021/06/08,868700
2021/06/09,662160
2021/06/10,818042
2021/06/11,775297
2021/06/12,871005
2021/06/13,639050
2021/06/14,815431
2021/06/15,861692
2021/06/16,828607
2021/06/17,745385
2021/06/18,734593
2021/06/19,586764
2021/06/20,536746
2021/06/21,708189
2021/06/22,678287
2021/06/23,733559
2021/06/24,734265
2021/06/25,738824
2021/06/26,589898
2021/06/27,473970
2021/06/28,633796
2021/06/29,695330
2021/06/30,699872
2021/07/01,681470
2021/07/02,725046
2021/07/03,843046
2021/07/04,741258
2021/07/05,764497
2021/07/06,741669
2021/07/07,695389
2021/07/08,721103
2021/07/09,692997
2021/07/10,622112
2021/07/11,617224
2021/07/12,724554
2021/07/13,690550
2021/07/14,711381
2021/07/15,714198
2021/07/16,661189
2021/07/17,548038
2021/07/18,535632
2021/07/19,738844
2021/07/20,710781
2021/07/21,712527
2021/07/22,665540
2021/07/23,689222
2021/07/24,644547
2021/07/25,562016
2021/07/26,813251
2021/07/27,797193
2021/07/28,749531
2021/07/29,772990
2021/07/30,726731
2021/07/31,643203
2021/08/01,598204
2021/08/02,795364
2021/08/03,738401
2021/08/04,719948
2021/08/05,744311
2021/08/06,764598
2021/08/07,649344
2021/08/08,623887
2021/08/09,731312
2021/08/10,777299
2021/08/11,730122
2021/08/12,736917
2021/08/13,779165
2021/08/14,654208
2021/08/15,565199
2021/08/16,827154
2021/08/17,858443
2021/08/18,741448
2021/08/19,740851
2021/08/20,824065
2021/08/21,708347
2021/08/22,613683
2021/08/23,853732
2021/08/24,801471
2021/08/25,759714
2021/08/26,737855
2021/08/27,700089
2021/08/28,662076
2021/08/29,577364
2021/08/30,773049
2021/08/31,757135
2021/09/01,775392
2021/09/02,878226
2021/09/03,866641
2021/09/04,703429
2021/09/05,606299
2021/09/06,826340
2021/09/07,788891
2021/09/08,793283
2021/09/09,789014
2021/09/10,788144
2021/09/11,764478
2021/09/12,596399
2021/09/13,754693
2021/09/14,793939
2021/09/15,823392
2021/09/16,879832
2021/09/17,823793
2021/09/18,701986
2021/09/19,612716
2021/09/20,881190
2021/09/21,720264
2021/09/22,783862
2021/09/23,761333
2021/09/24,831526
2021/09/25,637156
2021/09/26,625469
2021/09/27,769933
2021/09/28,783442
2021/09/29,749276
2021/09/30,939577
2021/10/01,829881
2021/10/02,870431
2021/10/03,696221
2021/10/04,902667
2021/10/05,873880
2021/10/06,764948
2021/10/07,997109
2021/10/08,872102
2021/10/09,853737
2021/10/10,706038
2021/10/11,840172
2021/10/12,831512
2021/10/13,863446
2021/10/14,807308
2021/10/15,890834
2021/10/16,840446
2021/10/17,709904
2021/10/18,842693
2021/10/19,929421
2021/10/20,843972
2021/10/21,1000445
2021/10/22,858752
2021/10/23,712630
2021/10/24,651413
2021/10/25,953115
2021/10/26,862821
2021/10/27,843818
2021/10/28,896187
2021/10/29,886184
2021/10/30,750737
2021/10/31,795305
2021/11/01,897568
2021/11/02,867950
2021/11/03,890217
2021/11/04,859755
2021/11/05,887858
2021/11/06,725124
2021/11/07,702425
2021/11/08,857935
2021/11/09,1051093
2021/11/10,860428
2021/11/11,904906
2021/11/12,820267
2021/11/13,740931
2021/11/14,707496
2021/11/15,929778
2021/11/16,891864
2021/11/17,886183
2021/11/18,817116
2021/11/19,844070
2021/11/20,750953
2021/11/21,708518
2021/11/22,800554
2021/11/23,794645
2021/11/24,929968
2021/11/25,851445
2021/11/26,871237
2021/11/27,673657
2021/11/28,708189
2021/11/29,857331
2021/11/30,794425
2021/12/01,936971
2021/12/02,1044904
2021/12/03,901449
2021/12/04,803225
2021/12/05,859137
2021/12/06,922591
2021/12/07,896511
2021/12/08,786822
2021/12/09,976924
2021/12/10,808932
2021/12/11,711117
2021/12/12,629088
2021/12/13,795484
2021/12/14,829644
