Date,confirmationtime30ema
2011/01/03,8.453
2011/01/04,8.566
2011/01/05,8.617
2011/01/06,8.72
2011/01/07,8.724
2011/01/08,8.708
2011/01/09,8.716
2011/01/10,8.727
2011/01/11,8.704
2011/01/12,8.699
2011/01/13,8.632
2011/01/14,8.588
2011/01/15,8.626
2011/01/16,8.603
2011/01/17,8.561
2011/01/18,8.668
2011/01/19,8.658
2011/01/20,8.599
2011/01/21,8.578
2011/01/22,8.588
2011/01/23,8.58
2011/01/24,8.521
2011/01/25,8.567
2011/01/26,8.53
2011/01/27,8.561
2011/01/28,8.596
2011/01/29,8.619
2011/01/30,8.658
2011/01/31,8.646
2011/02/01,8.655
2011/02/02,8.684
2011/02/03,8.705
2011/02/04,8.622
2011/02/05,8.585
2011/02/06,8.556
2011/02/07,8.461
2011/02/08,8.469
2011/02/09,8.406
2011/02/10,8.363
2011/02/11,8.323
2011/02/12,8.26
2011/02/13,8.196
2011/02/14,8.142
2011/02/15,8.029
2011/02/16,7.912
2011/02/17,7.803
2011/02/18,7.738
2011/02/19,7.816
2011/02/20,7.781
2011/02/21,7.758
2011/02/22,7.698
2011/02/23,7.583
2011/02/24,7.543
2011/02/25,7.469
2011/02/26,7.324
2011/02/27,7.232
2011/02/28,7.385
2011/03/01,7.623
2011/03/02,7.684
2011/03/03,7.688
2011/03/04,7.612
2011/03/05,7.457
2011/03/06,7.315
2011/03/07,7.283
2011/03/08,7.31
2011/03/09,7.419
2011/03/10,7.785
2011/03/11,7.997
2011/03/12,8.145
2011/03/13,8.414
2011/03/14,8.7
2011/03/15,8.968
2011/03/16,9.073
2011/03/17,9.146
2011/03/18,9.331
2011/03/19,9.536
2011/03/20,9.599
2011/03/21,9.608
2011/03/22,9.769
2011/03/23,9.73
2011/03/24,9.714
2011/03/25,9.624
2011/03/26,9.676
2011/03/27,9.702
2011/03/28,9.629
2011/03/29,9.577
2011/03/30,9.555
2011/03/31,9.401
2011/04/01,9.322
2011/04/02,9.237
2011/04/03,9.172
2011/04/04,9.102
2011/04/05,8.994
2011/04/06,9.041
2011/04/07,9.09
2011/04/08,9.063
2011/04/09,9.074
2011/04/10,9.025
2011/04/11,9.013
2011/04/12,9.002
2011/04/13,8.9
2011/04/14,8.906
2011/04/15,9.015
2011/04/16,8.97
2011/04/17,8.908
2011/04/18,8.961
2011/04/19,8.986
2011/04/20,9.051
2011/04/21,9.099
2011/04/22,9.04
2011/04/23,8.997
2011/04/24,8.99
2011/04/25,8.894
2011/04/26,8.796
2011/04/27,8.737
2011/04/28,8.739
2011/04/29,8.64
2011/04/30,8.574
2011/05/01,8.54
2011/05/02,8.461
2011/05/03,8.389
2011/05/04,8.319
2011/05/05,8.207
2011/05/06,8.103
2011/05/07,8.015
2011/05/08,7.922
2011/05/09,7.8
2011/05/10,7.804
2011/05/11,7.787
2011/05/12,7.834
2011/05/13,7.778
2011/05/14,7.66
2011/05/15,7.588
2011/05/16,7.474
2011/05/17,7.354
2011/05/18,7.202
2011/05/19,7.281
2011/05/20,7.233
2011/05/21,7.189
2011/05/22,7.094
2011/05/23,6.961
2011/05/24,6.822
2011/05/25,6.685
2011/05/26,6.567
2011/05/27,6.7
2011/05/28,6.867
2011/05/29,6.94
2011/05/30,7.096
2011/05/31,7.257
2011/06/01,7.283
2011/06/02,7.302
2011/06/03,7.291
2011/06/04,7.236
2011/06/05,7.215
2011/06/06,7.149
2011/06/07,7.234
2011/06/08,7.269
2011/06/09,7.219
2011/06/10,7.17
2011/06/11,7.076
2011/06/12,7.018
2011/06/13,6.975
2011/06/14,6.901
2011/06/15,6.788
2011/06/16,6.867
2011/06/17,6.923
2011/06/18,6.948
2011/06/19,6.916
2011/06/20,6.867
2011/06/21,6.791
2011/06/22,6.711
2011/06/23,6.665
2011/06/24,6.665
2011/06/25,6.884
2011/06/26,7.064
2011/06/27,7.158
2011/06/28,7.277
2011/06/29,7.347
2011/06/30,7.36
2011/07/01,7.422
2011/07/02,7.493
2011/07/03,7.572
2011/07/04,7.63
2011/07/05,7.806
2011/07/06,7.895
2011/07/07,8.094
2011/07/08,8.135
2011/07/09,8.234
2011/07/10,8.381
2011/07/11,8.432
2011/07/12,8.547
2011/07/13,8.482
2011/07/14,8.58
2011/07/15,8.6
2011/07/16,8.637
2011/07/17,8.626
2011/07/18,8.616
2011/07/19,8.714
2011/07/20,8.776
2011/07/21,8.821
2011/07/22,8.867
2011/07/23,8.931
2011/07/24,8.915
2011/07/25,8.902
2011/07/26,8.856
2011/07/27,8.819
2011/07/28,8.849
2011/07/29,8.845
2011/07/30,8.885
2011/07/31,8.843
2011/08/01,8.835
2011/08/02,8.869
2011/08/03,8.888
2011/08/04,9.035
2011/08/05,9.116
2011/08/06,9.289
2011/08/07,9.427
2011/08/08,9.502
2011/08/09,9.525
2011/08/10,9.522
2011/08/11,9.586
2011/08/12,9.676
2011/08/13,9.767
2011/08/14,9.841
2011/08/15,9.926
2011/08/16,9.917
2011/08/17,9.961
2011/08/18,9.963
2011/08/19,10.03
2011/08/20,9.994
2011/08/21,9.93
2011/08/22,9.839
2011/08/23,9.803
2011/08/24,9.864
2011/08/25,9.916
2011/08/26,9.908
2011/08/27,10.03
2011/08/28,10.184
2011/08/29,10.2
2011/08/30,10.179
2011/08/31,10.121
2011/09/01,10.189
2011/09/02,10.127
2011/09/03,10.114
2011/09/04,10.155
2011/09/05,10.095
2011/09/06,10.059
2011/09/07,10.093
2011/09/08,10.162
2011/09/09,10.11
2011/09/10,10.156
2011/09/11,10.244
2011/09/12,10.282
2011/09/13,10.273
2011/09/14,10.246
2011/09/15,10.181
2011/09/16,10.305
2011/09/17,10.333
2011/09/18,10.254
2011/09/19,10.324
2011/09/20,10.322
2011/09/21,10.292
2011/09/22,10.256
2011/09/23,10.293
2011/09/24,10.349
2011/09/25,10.359
2011/09/26,10.384
2011/09/27,10.413
2011/09/28,10.373
2011/09/29,10.447
2011/09/30,10.535
2011/10/01,10.505
2011/10/02,10.595
2011/10/03,10.552
2011/10/04,10.701
2011/10/05,10.651
2011/10/06,10.69
2011/10/07,10.673
2011/10/08,10.765
2011/10/09,10.802
2011/10/10,10.861
2011/10/11,11.159
2011/10/12,11.213
2011/10/13,11.448
2011/10/14,11.377
2011/10/15,11.337
2011/10/16,11.386
2011/10/17,11.439
2011/10/18,11.475
2011/10/19,11.433
2011/10/20,11.503
2011/10/21,11.529
2011/10/22,11.733
2011/10/23,11.836
2011/10/24,11.804
2011/10/25,11.763
2011/10/26,11.798
2011/10/27,11.966
2011/10/28,12.079
2011/10/29,12.122
2011/10/30,12.177
2011/10/31,12.1
2011/11/01,11.939
2011/11/02,11.772
2011/11/03,11.756
2011/11/04,11.629
2011/11/05,11.515
2011/11/06,11.417
2011/11/07,11.385
2011/11/08,11.274
2011/11/09,11.123
2011/11/10,11.065
2011/11/11,11.131
2011/11/12,11.063
2011/11/13,10.994
2011/11/14,10.935
2011/11/15,10.792
2011/11/16,10.784
2011/11/17,10.757
2011/11/18,10.761
2011/11/19,10.822
2011/11/20,10.774
2011/11/21,10.866
2011/11/22,10.829
2011/11/23,10.823
2011/11/24,10.947
2011/11/25,10.929
2011/11/26,10.998
2011/11/27,11.104
2011/11/28,11.119
2011/11/29,11.075
2011/11/30,10.934
2011/12/01,10.739
2011/12/02,10.682
2011/12/03,10.604
2011/12/04,10.603
2011/12/05,10.507
2011/12/06,10.373
2011/12/07,10.377
2011/12/08,10.274
2011/12/09,10.243
2011/12/10,10.227
2011/12/11,10.178
2011/12/12,10.253
2011/12/13,10.296
2011/12/14,10.239
2011/12/15,10.408
2011/12/16,10.523
2011/12/17,10.464
2011/12/18,10.434
2011/12/19,10.345
2011/12/20,10.371
2011/12/21,10.325
2011/12/22,10.287
2011/12/23,10.277
2011/12/24,10.255
2011/12/25,10.127
2011/12/26,9.999
2011/12/27,9.995
2011/12/28,9.949
2011/12/29,9.98
2011/12/30,9.991
2011/12/31,9.961
2012/01/01,9.926
2012/01/02,9.901
2012/01/03,9.846
2012/01/04,9.835
2012/01/05,9.832
2012/01/06,9.741
2012/01/07,9.618
2012/01/08,9.567
2012/01/09,9.516
2012/01/10,9.561
2012/01/11,9.552
2012/01/12,9.535
2012/01/13,9.583
2012/01/14,9.584
2012/01/15,9.634
2012/01/16,9.544
2012/01/17,9.52
2012/01/18,9.631
2012/01/19,9.629
2012/01/20,9.649
2012/01/21,9.593
2012/01/22,9.657
2012/01/23,9.58
2012/01/24,9.631
2012/01/25,9.637
2012/01/26,9.689
2012/01/27,9.722
2012/01/28,9.736
2012/01/29,9.664
2012/01/30,9.581
2012/01/31,9.582
2012/02/01,9.623
2012/02/02,9.586
2012/02/03,9.556
2012/02/04,9.531
2012/02/05,9.57
2012/02/06,9.589
2012/02/07,9.649
2012/02/08,9.667
2012/02/09,9.684
2012/02/10,9.732
2012/02/11,9.724
2012/02/12,9.684
2012/02/13,9.738
2012/02/14,9.783
2012/02/15,9.845
2012/02/16,9.883
2012/02/17,9.857
2012/02/18,9.764
2012/02/19,9.722
2012/02/20,9.758
2012/02/21,9.849
2012/02/22,9.798
2012/02/23,9.725
2012/02/24,9.721
2012/02/25,9.657
2012/02/26,9.654
2012/02/27,9.634
2012/02/28,9.593
2012/02/29,9.493
2012/03/01,9.496
2012/03/02,9.577
2012/03/03,9.781
2012/03/04,9.828
2012/03/05,9.835
2012/03/06,9.878
2012/03/07,9.844
2012/03/08,9.805
2012/03/09,9.725
2012/03/10,9.661
2012/03/11,9.731
2012/03/12,9.663
2012/03/13,9.62
2012/03/14,9.677
2012/03/15,9.821
2012/03/16,9.794
2012/03/17,9.709
2012/03/18,9.663
2012/03/19,9.69
2012/03/20,9.645
2012/03/21,9.611
2012/03/22,9.579
2012/03/23,9.698
2012/03/24,9.577
2012/03/25,9.551
2012/03/26,9.55
2012/03/27,9.53
2012/03/28,9.534
2012/03/29,9.578
2012/03/30,9.563
2012/03/31,9.493
2012/04/01,9.535
2012/04/02,9.72
2012/04/03,9.792
2012/04/04,9.838
2012/04/05,9.997
2012/04/06,10.036
2012/04/07,10.108
2012/04/08,10.076
2012/04/09,10.062
2012/04/10,10.045
2012/04/11,10.055
2012/04/12,10.138
2012/04/13,10.239
2012/04/14,10.247
2012/04/15,10.454
2012/04/16,10.399
2012/04/17,10.417
2012/04/18,10.459
2012/04/19,10.376
2012/04/20,10.31
2012/04/21,10.248
2012/04/22,10.25
2012/04/23,10.277
2012/04/24,10.287
2012/04/25,10.355
2012/04/26,10.287
2012/04/27,10.311
2012/04/28,10.257
2012/04/29,10.114
2012/04/30,9.981
2012/05/01,9.883
2012/05/02,9.865
2012/05/03,9.82
2012/05/04,9.764
2012/05/05,9.69
2012/05/06,9.632
2012/05/07,9.557
2012/05/08,9.468
2012/05/09,9.417
2012/05/10,9.529
2012/05/11,9.564
2012/05/12,9.673
2012/05/13,9.713
2012/05/14,9.754
2012/05/15,9.84
2012/05/16,9.973
2012/05/17,10.13
2012/05/18,10.117
2012/05/19,10.088
2012/05/20,10.11
2012/05/21,10.195
2012/05/22,10.346
2012/05/23,10.393
2012/05/24,10.465
2012/05/25,10.558
2012/05/26,10.531
2012/05/27,10.436
2012/05/28,10.417
2012/05/29,10.482
2012/05/30,10.515
2012/05/31,10.51
2012/06/01,10.443
2012/06/02,10.35
2012/06/03,10.289
2012/06/04,10.225
2012/06/05,10.197
2012/06/06,10.147
2012/06/07,10.16
2012/06/08,10.164
2012/06/09,10.051
2012/06/10,9.963
2012/06/11,9.983
2012/06/12,9.935
2012/06/13,9.913
2012/06/14,9.869
2012/06/15,9.817
2012/06/16,9.779
2012/06/17,9.715
2012/06/18,9.619
2012/06/19,9.63
2012/06/20,9.65
2012/06/21,9.71
2012/06/22,9.757
2012/06/23,9.694
2012/06/24,9.778
2012/06/25,9.75
2012/06/26,9.745
2012/06/27,9.686
2012/06/28,9.739
2012/06/29,9.747
2012/06/30,9.822
2012/07/01,9.843
2012/07/02,9.819
2012/07/03,9.766
2012/07/04,9.755
2012/07/05,9.771
2012/07/06,9.74
2012/07/07,9.671
2012/07/08,9.655
2012/07/09,9.602
2012/07/10,9.602
2012/07/11,9.675
2012/07/12,9.671
2012/07/13,9.617
2012/07/14,9.573
2012/07/15,9.619
2012/07/16,9.618
2012/07/17,9.538
2012/07/18,9.522
2012/07/19,9.595
2012/07/20,9.604
2012/07/21,9.643
2012/07/22,9.621
2012/07/23,9.659
2012/07/24,9.613
2012/07/25,9.573
2012/07/26,9.505
2012/07/27,9.414
2012/07/28,9.414
2012/07/29,9.366
2012/07/30,9.29
2012/07/31,9.405
2012/08/01,9.492
2012/08/02,9.442
2012/08/03,9.407
2012/08/04,9.395
2012/08/05,9.457
2012/08/06,9.511
2012/08/07,9.464
2012/08/08,9.413
2012/08/09,9.352
2012/08/10,9.344
2012/08/11,9.294
2012/08/12,9.279
2012/08/13,9.261
2012/08/14,9.255
2012/08/15,9.214
2012/08/16,9.223
2012/08/17,9.301
2012/08/18,9.317
2012/08/19,9.226
2012/08/20,9.165
2012/08/21,9.11
2012/08/22,9.118
2012/08/23,9.093
2012/08/24,9.134
2012/08/25,9.218
2012/08/26,9.142
2012/08/27,9.193
2012/08/28,9.215
2012/08/29,9.174
2012/08/30,9.185
2012/08/31,9.256
2012/09/01,9.236
2012/09/02,9.207
2012/09/03,9.204
2012/09/04,9.218
2012/09/05,9.139
2012/09/06,9.093
2012/09/07,9.059
2012/09/08,9.115
2012/09/09,9.112
2012/09/10,9.143
2012/09/11,9.194
2012/09/12,9.2
2012/09/13,9.321
2012/09/14,9.293
2012/09/15,9.339
2012/09/16,9.314
2012/09/17,9.266
2012/09/18,9.224
2012/09/19,9.288
2012/09/20,9.3
2012/09/21,9.25
2012/09/22,9.245
2012/09/23,9.236
2012/09/24,9.248
2012/09/25,9.319
2012/09/26,9.382
2012/09/27,9.353
2012/09/28,9.338
2012/09/29,9.289
2012/09/30,9.274
2012/10/01,9.384
2012/10/02,9.415
2012/10/03,9.506
2012/10/04,9.602
2012/10/05,9.666
2012/10/06,9.642
2012/10/07,9.763
2012/10/08,9.655
2012/10/09,9.686
2012/10/10,9.685
2012/10/11,9.733
2012/10/12,9.729
2012/10/13,9.729
2012/10/14,9.833
2012/10/15,9.748
2012/10/16,9.719
2012/10/17,9.746
2012/10/18,9.709
2012/10/19,9.771
2012/10/20,9.728
2012/10/21,9.678
2012/10/22,9.645
2012/10/23,9.737
2012/10/24,9.683
2012/10/25,9.708
2012/10/26,9.644
2012/10/27,9.553
2012/10/28,9.496
2012/10/29,9.472
2012/10/30,9.51
2012/10/31,9.542
2012/11/01,9.604
2012/11/02,9.634
2012/11/03,9.649
2012/11/04,9.618
2012/11/05,9.578
2012/11/06,9.649
2012/11/07,9.618
2012/11/08,9.601
2012/11/09,9.593
2012/11/10,9.619
2012/11/11,9.63
2012/11/12,9.713
2012/11/13,9.75
2012/11/14,9.77
2012/11/15,9.823
2012/11/16,9.83
2012/11/17,9.859
2012/11/18,9.86
2012/11/19,9.86
2012/11/20,9.856
2012/11/21,9.831
2012/11/22,9.842
2012/11/23,9.777
2012/11/24,9.762
2012/11/25,9.768
2012/11/26,9.73
2012/11/27,9.73
2012/11/28,9.642
2012/11/29,9.58
2012/11/30,9.705
2012/12/01,9.635
2012/12/02,9.663
2012/12/03,9.672
2012/12/04,9.877
2012/12/05,10.001
2012/12/06,10.034
2012/12/07,10.107
2012/12/08,10.128
2012/12/09,10.212
2012/12/10,10.203
2012/12/11,10.19
2012/12/12,10.247
2012/12/13,10.295
2012/12/14,10.507
2012/12/15,10.63
2012/12/16,10.782
2012/12/17,10.779
2012/12/18,10.827
2012/12/19,10.783
2012/12/20,10.964
2012/12/21,10.994
2012/12/22,10.892
2012/12/23,10.95
2012/12/24,10.948
2012/12/25,10.991
2012/12/26,10.885
2012/12/27,10.778
2012/12/28,10.632
2012/12/29,10.592
2012/12/30,10.468
2012/12/31,10.381
2013/01/01,10.284
2013/01/02,10.228
2013/01/03,10.142
2013/01/04,10.095
2013/01/05,10.102
2013/01/06,10.091
2013/01/07,9.993
2013/01/08,10.047
2013/01/09,10.113
2013/01/10,10.093
2013/01/11,10.236
2013/01/12,10.337
2013/01/13,10.369
2013/01/14,10.291
2013/01/15,10.395
2013/01/16,10.434
2013/01/17,10.598
2013/01/18,10.682
2013/01/19,10.596
2013/01/20,10.627
2013/01/21,10.645
2013/01/22,10.603
2013/01/23,10.657
2013/01/24,10.565
2013/01/25,10.561
2013/01/26,10.475
2013/01/27,10.415
2013/01/28,10.375
2013/01/29,10.293
2013/01/30,10.237
2013/01/31,10.058
2013/02/01,10.041
2013/02/02,10
2013/02/03,9.854
2013/02/04,9.785
2013/02/05,9.71
2013/02/06,9.72
2013/02/07,9.696
2013/02/08,9.686
2013/02/09,9.711
2013/02/10,9.661
2013/02/11,9.622
2013/02/12,9.67
2013/02/13,9.589
2013/02/14,9.586
2013/02/15,9.486
2013/02/16,9.366
2013/02/17,9.256
2013/02/18,9.236
2013/02/19,9.224
2013/02/20,9.11
2013/02/21,9.05
2013/02/22,9.013
2013/02/23,8.998
2013/02/24,9.013
2013/02/25,8.887
2013/02/26,8.873
2013/02/27,8.782
2013/02/28,8.769
2013/03/01,8.814
2013/03/02,8.886
2013/03/03,8.89
2013/03/04,8.835
2013/03/05,8.934
2013/03/06,8.957
2013/03/07,8.96
2013/03/08,8.962
2013/03/09,8.934
2013/03/10,8.865
2013/03/11,8.859
2013/03/12,8.976
2013/03/13,8.989
2013/03/14,8.928
2013/03/15,8.892
2013/03/16,8.849
2013/03/17,8.723
2013/03/18,8.649
2013/03/19,8.637
2013/03/20,8.521
2013/03/21,8.397
2013/03/22,8.261
2013/03/23,8.156
2013/03/24,8.121
2013/03/25,8.243
2013/03/26,8.326
2013/03/27,8.498
2013/03/28,8.458
2013/03/29,8.446
2013/03/30,8.438
2013/03/31,8.443
2013/04/01,8.368
2013/04/02,8.341
2013/04/03,8.334
2013/04/04,8.399
2013/04/05,8.446
2013/04/06,8.471
2013/04/07,8.491
2013/04/08,8.542
2013/04/09,8.519
2013/04/10,8.456
2013/04/11,8.491
2013/04/12,8.48
2013/04/13,8.489
2013/04/14,8.549
2013/04/15,8.564
2013/04/16,8.536
2013/04/17,8.529
2013/04/18,8.61
2013/04/19,8.733
2013/04/20,8.773
2013/04/21,8.735
2013/04/22,8.778
2013/04/23,8.765
2013/04/24,8.773
2013/04/25,8.747
2013/04/26,8.726
2013/04/27,8.795
2013/04/28,8.753
2013/04/29,8.722
2013/04/30,8.783
2013/05/01,8.831
2013/05/02,8.955
2013/05/03,9.055
2013/05/04,9.055
2013/05/05,9.034
2013/05/06,9.011
2013/05/07,8.983
2013/05/08,8.966
2013/05/09,8.954
2013/05/10,8.917
2013/05/11,8.852
2013/05/12,8.834
2013/05/13,8.798
2013/05/14,8.833
2013/05/15,8.922
2013/05/16,8.974
2013/05/17,8.973
2013/05/18,9.017
2013/05/19,9.031
2013/05/20,9.168
2013/05/21,9.192
2013/05/22,9.195
2013/05/23,9.135
2013/05/24,9.096
2013/05/25,9.072
2013/05/26,9.057
2013/05/27,9
2013/05/28,9.008
2013/05/29,8.979
2013/05/30,8.919
2013/05/31,8.875
2013/06/01,8.738
2013/06/02,8.641
2013/06/03,8.52
2013/06/04,8.406
2013/06/05,8.369
2013/06/06,8.342
2013/06/07,8.381
2013/06/08,8.354
2013/06/09,8.399
2013/06/10,8.391
2013/06/11,8.366
2013/06/12,8.284
2013/06/13,8.249
2013/06/14,8.233
2013/06/15,8.239
2013/06/16,8.209
2013/06/17,8.32
2013/06/18,8.447
2013/06/19,8.585
2013/06/20,8.635
2013/06/21,8.631
2013/06/22,8.602
2013/06/23,8.61
2013/06/24,8.674
2013/06/25,8.706
2013/06/26,8.678
2013/06/27,8.674
2013/06/28,8.665
2013/06/29,8.655
2013/06/30,8.704
2013/07/01,8.734
2013/07/02,8.778
2013/07/03,8.717
2013/07/04,8.717
2013/07/05,8.654
2013/07/06,8.593
2013/07/07,8.538
2013/07/08,8.471
2013/07/09,8.427
2013/07/10,8.359
2013/07/11,8.354
2013/07/12,8.418
2013/07/13,8.467
2013/07/14,8.461
2013/07/15,8.481
2013/07/16,8.501
2013/07/17,8.457
2013/07/18,8.489
2013/07/19,8.484
2013/07/20,8.436
2013/07/21,8.359
2013/07/22,8.383
2013/07/23,8.501
2013/07/24,8.537
2013/07/25,8.622
2013/07/26,8.632
2013/07/27,8.589
2013/07/28,8.588
2013/07/29,8.556
2013/07/30,8.475
2013/07/31,8.417
2013/08/01,8.399
2013/08/02,8.341
2013/08/03,8.349
2013/08/04,8.33
2013/08/05,8.284
2013/08/06,8.238
2013/08/07,8.206
2013/08/08,8.13
2013/08/09,8.082
2013/08/10,8.003
2013/08/11,7.917
2013/08/12,7.836
2013/08/13,7.838
2013/08/14,7.886
2013/08/15,7.923
2013/08/16,7.965
2013/08/17,7.94
2013/08/18,7.907
2013/08/19,7.922
2013/08/20,7.899
2013/08/21,7.864
2013/08/22,7.787
2013/08/23,7.758
2013/08/24,7.765
2013/08/25,7.88
2013/08/26,7.931
2013/08/27,7.969
2013/08/28,7.977
2013/08/29,7.954
2013/08/30,7.894
2013/08/31,7.801
2013/09/01,7.718
2013/09/02,7.652
2013/09/03,7.638
2013/09/04,7.715
2013/09/05,7.736
2013/09/06,7.739
2013/09/07,7.881
2013/09/08,7.964
2013/09/09,7.908
2013/09/10,7.884
2013/09/11,7.84
2013/09/12,7.77
2013/09/13,7.724
2013/09/14,7.652
2013/09/15,7.672
2013/09/16,7.78
2013/09/17,7.797
2013/09/18,7.857
2013/09/19,7.839
2013/09/20,7.798
2013/09/21,7.786
2013/09/22,7.742
2013/09/23,7.685
2013/09/24,7.627
2013/09/25,7.586
2013/09/26,7.67
2013/09/27,7.697
2013/09/28,7.725
2013/09/29,7.773
2013/09/30,7.842
2013/10/01,7.833
2013/10/02,7.814
2013/10/03,7.777
2013/10/04,7.791
2013/10/05,7.713
2013/10/06,7.717
2013/10/07,7.815
2013/10/08,7.888
2013/10/09,7.898
2013/10/10,7.872
2013/10/11,7.866
2013/10/12,7.793
2013/10/13,7.711
2013/10/14,7.585
2013/10/15,7.453
2013/10/16,7.414
2013/10/17,7.492
2013/10/18,7.493
2013/10/19,7.426
2013/10/20,7.414
2013/10/21,7.376
2013/10/22,7.279
2013/10/23,7.23
2013/10/24,7.196
2013/10/25,7.127
2013/10/26,7.177
2013/10/27,7.233
2013/10/28,7.297
2013/10/29,7.407
2013/10/30,7.406
2013/10/31,7.368
2013/11/01,7.34
2013/11/02,7.326
2013/11/03,7.337
2013/11/04,7.34
2013/11/05,7.401
2013/11/06,7.493
2013/11/07,7.655
2013/11/08,7.854
2013/11/09,7.975
2013/11/10,8.004
2013/11/11,7.984
2013/11/12,7.932
2013/11/13,7.973
2013/11/14,7.966
2013/11/15,8.012
2013/11/16,7.974
2013/11/17,7.959
2013/11/18,8.041
2013/11/19,8.099
2013/11/20,8.143
2013/11/21,8.237
2013/11/22,8.246
2013/11/23,8.26
2013/11/24,8.28
2013/11/25,8.283
2013/11/26,8.333
2013/11/27,8.333
2013/11/28,8.308
2013/11/29,8.309
2013/11/30,8.301
2013/12/01,8.242
2013/12/02,8.294
2013/12/03,8.224
2013/12/04,8.237
2013/12/05,8.252
2013/12/06,8.166
2013/12/07,8.116
2013/12/08,8.068
2013/12/09,8.076
2013/12/10,8.039
2013/12/11,8.083
2013/12/12,8.131
2013/12/13,8.141
2013/12/14,8.085
2013/12/15,8.088
2013/12/16,8.028
2013/12/17,7.968
2013/12/18,7.921
2013/12/19,7.821
2013/12/20,7.838
2013/12/21,7.91
2013/12/22,7.949
2013/12/23,7.98
2013/12/24,8.014
2013/12/25,8.071
2013/12/26,8.066
2013/12/27,8.051
2013/12/28,8.151
2013/12/29,8.178
2013/12/30,8.187
2013/12/31,8.164
2014/01/01,8.09
2014/01/02,8.262
2014/01/03,8.306
2014/01/04,8.429
2014/01/05,8.366
2014/01/06,8.326
