Date,size14trx
2011/02/28,1.043
2011/03/01,1.359
2011/03/02,1.591
2011/03/03,1.861
2011/03/04,1.96
2011/03/05,1.933
2011/03/06,1.768
2011/03/07,1.579
2011/03/08,1.501
2011/03/09,1.45
2011/03/10,1.492
2011/03/11,1.575
2011/03/12,1.774
2011/03/13,2.076
2011/03/14,2.471
2011/03/15,2.93
2011/03/16,3.287
2011/03/17,3.521
2011/03/18,3.617
2011/03/19,3.732
2011/03/20,3.961
2011/03/21,4.247
2011/03/22,4.25
2011/03/23,4.249
2011/03/24,4.015
2011/03/25,3.61
2011/03/26,3.312
2011/03/27,3.014
2011/03/28,2.712
2011/03/29,2.387
2011/03/30,1.995
2011/03/31,1.574
2011/04/01,1.135
2011/04/02,0.708
2011/04/03,0.305
2011/04/04,-0.019
2011/04/05,-0.308
2011/04/06,-0.538
2011/04/07,-0.735
2011/04/08,-0.9
2011/04/09,-1.041
2011/04/10,-1.164
2011/04/11,-1.231
2011/04/12,-1.217
2011/04/13,-1.18
2011/04/14,-1.062
2011/04/15,-0.855
2011/04/16,-0.639
2011/04/17,-0.495
2011/04/18,-0.276
2011/04/19,0.019
2011/04/20,0.389
2011/04/21,0.582
2011/04/22,0.637
2011/04/23,0.648
2011/04/24,0.643
2011/04/25,0.635
2011/04/26,0.647
2011/04/27,0.851
2011/04/28,1.027
2011/04/29,1.138
2011/04/30,1.318
2011/05/01,1.519
2011/05/02,1.565
2011/05/03,1.52
2011/05/04,1.412
2011/05/05,1.295
2011/05/06,1.155
2011/05/07,1.016
2011/05/08,0.842
2011/05/09,0.684
2011/05/10,0.612
2011/05/11,0.563
2011/05/12,0.579
2011/05/13,0.671
2011/05/14,0.74
2011/05/15,0.791
2011/05/16,0.836
2011/05/17,0.849
2011/05/18,0.868
2011/05/19,1.006
2011/05/20,1.135
2011/05/21,1.23
2011/05/22,1.267
2011/05/23,1.261
2011/05/24,1.208
2011/05/25,1.155
2011/05/26,1.137
2011/05/27,1.193
2011/05/28,1.335
2011/05/29,1.451
2011/05/30,1.654
2011/05/31,1.976
2011/06/01,2.265
2011/06/02,2.548
2011/06/03,2.911
2011/06/04,3.187
2011/06/05,3.35
2011/06/06,3.487
2011/06/07,3.653
2011/06/08,4.037
2011/06/09,4.324
2011/06/10,4.455
2011/06/11,4.387
2011/06/12,4.303
2011/06/13,4.176
2011/06/14,4.035
2011/06/15,3.821
2011/06/16,3.754
2011/06/17,3.697
2011/06/18,3.598
2011/06/19,3.434
2011/06/20,3.176
2011/06/21,2.833
2011/06/22,2.468
2011/06/23,2.106
2011/06/24,1.804
2011/06/25,1.659
2011/06/26,1.623
2011/06/27,1.697
2011/06/28,1.772
2011/06/29,1.787
2011/06/30,1.723
2011/07/01,1.674
2011/07/02,1.577
2011/07/03,1.438
2011/07/04,1.313
2011/07/05,1.259
2011/07/06,1.261
2011/07/07,1.283
2011/07/08,1.234
2011/07/09,1.148
2011/07/10,1.105
2011/07/11,1.072
2011/07/12,1.018
2011/07/13,0.899
2011/07/14,0.812
2011/07/15,0.686
2011/07/16,0.573
2011/07/17,0.452
2011/07/18,0.386
2011/07/19,0.38
2011/07/20,0.378
2011/07/21,0.362
2011/07/22,0.347
2011/07/23,0.304
2011/07/24,0.237
2011/07/25,0.202
2011/07/26,0.143
2011/07/27,0.064
2011/07/28,0.008
2011/07/29,-0.084
2011/07/30,-0.21
2011/07/31,-0.326
2011/08/01,-0.403
2011/08/02,-0.424
2011/08/03,-0.435
2011/08/04,-0.39
2011/08/05,-0.356
2011/08/06,-0.293
2011/08/07,-0.25
2011/08/08,-0.172
2011/08/09,-0.066
2011/08/10,0.002
2011/08/11,0.037
2011/08/12,0.047
2011/08/13,0.057
2011/08/14,0.086
2011/08/15,0.163
2011/08/16,0.246
2011/08/17,0.307
2011/08/18,0.314
2011/08/19,0.335
2011/08/20,0.299
2011/08/21,0.225
2011/08/22,0.134
2011/08/23,0.036
2011/08/24,-0.034
2011/08/25,-0.083
2011/08/26,-0.121
2011/08/27,-0.131
2011/08/28,-0.157
2011/08/29,-0.158
2011/08/30,-0.172
2011/08/31,-0.22
2011/09/01,-0.24
2011/09/02,-0.296
2011/09/03,-0.384
2011/09/04,-0.256
2011/09/05,-0.197
2011/09/06,-0.151
2011/09/07,-0.126
2011/09/08,-0.118
2011/09/09,-0.085
2011/09/10,-0.076
2011/09/11,-0.064
2011/09/12,-0.054
2011/09/13,-0.089
2011/09/14,-0.162
2011/09/15,-0.252
2011/09/16,-0.31
2011/09/17,-0.395
2011/09/18,-0.508
2011/09/19,-0.544
2011/09/20,-0.486
2011/09/21,-0.394
2011/09/22,-0.363
2011/09/23,-0.35
2011/09/24,-0.342
2011/09/25,-0.356
2011/09/26,-0.393
2011/09/27,-0.423
2011/09/28,-0.479
2011/09/29,-0.536
2011/09/30,-0.571
2011/10/01,-0.628
2011/10/02,-0.684
2011/10/03,-0.727
2011/10/04,-0.706
2011/10/05,-0.707
2011/10/06,-0.683
2011/10/07,-0.668
2011/10/08,-0.645
2011/10/09,-0.627
2011/10/10,-0.595
2011/10/11,-0.444
2011/10/12,-0.308
2011/10/13,-0.183
2011/10/14,-0.106
2011/10/15,-0.083
2011/10/16,-0.088
2011/10/17,-0.055
2011/10/18,-0.059
2011/10/19,-0.1
2011/10/20,-0.167
2011/10/21,-0.248
2011/10/22,-0.264
2011/10/23,-0.248
2011/10/24,-0.234
2011/10/25,-0.247
2011/10/26,-0.253
2011/10/27,-0.251
2011/10/28,-0.216
2011/10/29,-0.158
2011/10/30,-0.126
2011/10/31,-0.143
2011/11/01,-0.198
2011/11/02,-0.276
2011/11/03,-0.314
2011/11/04,-0.33
2011/11/05,-0.352
2011/11/06,-0.423
2011/11/07,-0.464
2011/11/08,-0.483
2011/11/09,-0.498
2011/11/10,-0.472
2011/11/11,-0.432
2011/11/12,-0.428
2011/11/13,-0.454
2011/11/14,-0.453
2011/11/15,-0.457
2011/11/16,-0.425
2011/11/17,-0.412
2011/11/18,-0.405
2011/11/19,-0.4
2011/11/20,-0.393
2011/11/21,-0.39
2011/11/22,-0.383
2011/11/23,-0.374
2011/11/24,-0.319
2011/11/25,-0.279
2011/11/26,-0.245
2011/11/27,-0.206
2011/11/28,-0.137
2011/11/29,-0.028
2011/11/30,0.082
2011/12/01,0.131
2011/12/02,0.169
2011/12/03,0.167
2011/12/04,0.147
2011/12/05,0.11
2011/12/06,0.108
2011/12/07,0.125
2011/12/08,0.117
2011/12/09,0.083
2011/12/10,0.039
2011/12/11,0.005
2011/12/12,-0.003
2011/12/13,0.004
2011/12/14,-0.021
2011/12/15,-0.044
2011/12/16,-0.03
2011/12/17,-0.063
2011/12/18,-0.139
2011/12/19,-0.189
2011/12/20,-0.115
2011/12/21,-0.081
2011/12/22,-0.059
2011/12/23,-0.057
2011/12/24,-0.111
2011/12/25,-0.205
2011/12/26,-0.31
2011/12/27,-0.383
2011/12/28,-0.456
2011/12/29,-0.492
2011/12/30,-0.525
2011/12/31,-0.536
2012/01/01,-0.52
2012/01/02,-0.456
2012/01/03,-0.375
2012/01/04,-0.271
2012/01/05,-0.079
2012/01/06,0.119
2012/01/07,0.238
2012/01/08,0.353
2012/01/09,0.457
2012/01/10,0.677
2012/01/11,0.926
2012/01/12,1.075
2012/01/13,1.172
2012/01/14,1.201
2012/01/15,1.195
2012/01/16,1.15
2012/01/17,1.076
2012/01/18,1.055
2012/01/19,1.018
2012/01/20,0.966
2012/01/21,0.873
2012/01/22,0.736
2012/01/23,0.56
2012/01/24,0.475
2012/01/25,0.462
2012/01/26,0.459
2012/01/27,0.452
2012/01/28,0.416
2012/01/29,0.349
2012/01/30,0.237
2012/01/31,0.174
2012/02/01,0.134
2012/02/02,0.119
2012/02/03,0.11
2012/02/04,0.109
2012/02/05,0.116
2012/02/06,0.096
2012/02/07,0.1
2012/02/08,0.108
2012/02/09,0.141
2012/02/10,0.24
2012/02/11,0.324
2012/02/12,0.352
2012/02/13,0.421
2012/02/14,0.574
2012/02/15,0.749
2012/02/16,0.956
2012/02/17,1.011
2012/02/18,0.939
2012/02/19,0.789
2012/02/20,0.625
2012/02/21,0.502
2012/02/22,0.372
2012/02/23,0.276
2012/02/24,0.203
2012/02/25,0.103
2012/02/26,-0.011
2012/02/27,-0.112
2012/02/28,-0.203
2012/02/29,-0.307
2012/03/01,-0.353
2012/03/02,-0.3
2012/03/03,-0.268
2012/03/04,-0.238
2012/03/05,-0.177
2012/03/06,-0.111
2012/03/07,-0.089
2012/03/08,-0.089
2012/03/09,-0.118
2012/03/10,-0.166
2012/03/11,-0.214
2012/03/12,-0.276
2012/03/13,-0.266
2012/03/14,-0.195
2012/03/15,-0.097
2012/03/16,-0.042
2012/03/17,-0.04
2012/03/18,-0.091
2012/03/19,-0.123
2012/03/20,-0.163
2012/03/21,-0.2
2012/03/22,-0.236
2012/03/23,-0.246
2012/03/24,-0.312
2012/03/25,-0.374
2012/03/26,-0.396
2012/03/27,-0.407
2012/03/28,-0.378
2012/03/29,-0.305
2012/03/30,-0.246
2012/03/31,-0.247
2012/04/01,-0.259
2012/04/02,-0.186
2012/04/03,-0.05
2012/04/04,0.077
2012/04/05,0.265
2012/04/06,0.43
2012/04/07,0.521
2012/04/08,0.521
2012/04/09,0.488
2012/04/10,0.492
2012/04/11,0.53
2012/04/12,0.621
2012/04/13,0.705
2012/04/14,0.766
2012/04/15,0.854
2012/04/16,0.928
2012/04/17,1.004
2012/04/18,1.115
2012/04/19,1.14
2012/04/20,1.154
2012/04/21,1.095
2012/04/22,0.98
2012/04/23,0.872
2012/04/24,0.773
2012/04/25,0.705
2012/04/26,0.66
2012/04/27,0.607
2012/04/28,0.519
2012/04/29,0.384
2012/04/30,0.267
2012/05/01,0.213
2012/05/02,0.234
2012/05/03,0.374
2012/05/04,0.582
2012/05/05,0.775
2012/05/06,0.949
2012/05/07,1.219
2012/05/08,1.498
2012/05/09,1.791
2012/05/10,2.012
2012/05/11,2.324
2012/05/12,2.678
2012/05/13,2.886
2012/05/14,3.336
2012/05/15,3.776
2012/05/16,4.104
2012/05/17,4.3
2012/05/18,4.436
2012/05/19,4.698
2012/05/20,4.947
2012/05/21,5.203
2012/05/22,5.296
2012/05/23,5.28
2012/05/24,5.182
2012/05/25,5.071
2012/05/26,4.779
2012/05/27,4.401
2012/05/28,4.077
2012/05/29,3.84
2012/05/30,3.585
2012/05/31,3.25
2012/06/01,2.921
2012/06/02,2.451
2012/06/03,2.133
2012/06/04,2.036
2012/06/05,2.063
2012/06/06,1.889
2012/06/07,1.783
2012/06/08,1.636
2012/06/09,1.488
2012/06/10,1.4
2012/06/11,1.342
2012/06/12,1.177
2012/06/13,1.257
2012/06/14,1.534
2012/06/15,1.837
2012/06/16,2.046
2012/06/17,2.145
2012/06/18,2.123
2012/06/19,2.059
2012/06/20,1.947
2012/06/21,1.773
2012/06/22,1.538
2012/06/23,1.234
2012/06/24,0.935
2012/06/25,0.664
2012/06/26,0.436
2012/06/27,0.231
2012/06/28,0.056
2012/06/29,-0.139
2012/06/30,-0.322
2012/07/01,-0.527
2012/07/02,-0.708
2012/07/03,-0.884
2012/07/04,-1.03
2012/07/05,-1.149
2012/07/06,-1.243
2012/07/07,-1.323
2012/07/08,-1.401
2012/07/09,-1.453
2012/07/10,-1.389
2012/07/11,-1.241
2012/07/12,-1.127
2012/07/13,-1.04
2012/07/14,-0.999
2012/07/15,-0.931
2012/07/16,-0.811
2012/07/17,-0.667
2012/07/18,-0.494
2012/07/19,-0.281
2012/07/20,-0.04
2012/07/21,0.191
2012/07/22,0.362
2012/07/23,0.502
2012/07/24,0.551
2012/07/25,0.523
2012/07/26,0.469
2012/07/27,0.352
2012/07/28,0.29
2012/07/29,0.249
2012/07/30,0.226
2012/07/31,0.35
2012/08/01,0.453
2012/08/02,0.503
2012/08/03,0.476
2012/08/04,0.423
2012/08/05,0.402
2012/08/06,0.412
2012/08/07,0.356
2012/08/08,0.335
2012/08/09,0.278
2012/08/10,0.189
2012/08/11,0.096
2012/08/12,0.033
2012/08/13,0.098
2012/08/14,0.153
2012/08/15,0.333
2012/08/16,0.539
2012/08/17,0.743
2012/08/18,0.865
2012/08/19,0.924
2012/08/20,0.916
2012/08/21,0.882
2012/08/22,0.834
2012/08/23,0.72
2012/08/24,0.594
2012/08/25,0.494
2012/08/26,0.338
2012/08/27,0.22
2012/08/28,0.102
2012/08/29,-0.013
2012/08/30,-0.099
2012/08/31,-0.094
2012/09/01,-0.065
2012/09/02,-0.065
2012/09/03,-0.042
2012/09/04,0.026
2012/09/05,0.079
2012/09/06,0.13
2012/09/07,0.127
2012/09/08,0.109
2012/09/09,0.056
2012/09/10,0.017
2012/09/11,0.028
2012/09/12,-0.01
2012/09/13,-0.024
2012/09/14,-0.023
2012/09/15,-0.057
2012/09/16,-0.113
2012/09/17,-0.221
2012/09/18,-0.307
2012/09/19,-0.337
2012/09/20,-0.366
2012/09/21,-0.401
2012/09/22,-0.46
2012/09/23,-0.51
2012/09/24,-0.538
2012/09/25,-0.588
2012/09/26,-0.565
2012/09/27,-0.56
2012/09/28,-0.525
2012/09/29,-0.538
2012/09/30,-0.591
2012/10/01,-0.585
2012/10/02,-0.513
2012/10/03,-0.406
2012/10/04,-0.233
2012/10/05,-0.03
2012/10/06,0.135
2012/10/07,0.347
2012/10/08,0.49
2012/10/09,0.626
2012/10/10,0.697
2012/10/11,0.71
2012/10/12,0.679
2012/10/13,0.654
2012/10/14,0.631
2012/10/15,0.569
2012/10/16,0.529
2012/10/17,0.523
2012/10/18,0.487
2012/10/19,0.438
2012/10/20,0.379
2012/10/21,0.371
2012/10/22,0.407
2012/10/23,0.472
2012/10/24,0.486
2012/10/25,0.46
2012/10/26,0.343
2012/10/27,0.125
2012/10/28,-0.131
2012/10/29,-0.353
2012/10/30,-0.483
2012/10/31,-0.558
2012/11/01,-0.619
2012/11/02,-0.638
2012/11/03,-0.672
2012/11/04,-0.715
2012/11/05,-0.704
2012/11/06,-0.624
2012/11/07,-0.507
2012/11/08,-0.389
2012/11/09,-0.33
2012/11/10,-0.283
2012/11/11,-0.29
2012/11/12,-0.301
2012/11/13,-0.303
2012/11/14,-0.282
2012/11/15,-0.176
2012/11/16,-0.009
2012/11/17,0.177
2012/11/18,0.33
2012/11/19,0.473
2012/11/20,0.598
2012/11/21,0.725
2012/11/22,0.789
2012/11/23,0.808
2012/11/24,0.77
2012/11/25,0.767
2012/11/26,0.758
2012/11/27,0.697
2012/11/28,0.631
2012/11/29,0.575
2012/11/30,0.532
2012/12/01,0.463
2012/12/02,0.321
2012/12/03,0.146
2012/12/04,0.117
2012/12/05,0.177
2012/12/06,0.283
2012/12/07,0.365
2012/12/08,0.413
2012/12/09,0.462
2012/12/10,0.514
2012/12/11,0.561
2012/12/12,0.63
2012/12/13,0.754
2012/12/14,0.943
2012/12/15,1.059
2012/12/16,1.163
2012/12/17,1.223
2012/12/18,1.361
2012/12/19,1.436
2012/12/20,1.5
2012/12/21,1.546
2012/12/22,1.544
2012/12/23,1.497
2012/12/24,1.423
2012/12/25,1.265
2012/12/26,1.093
2012/12/27,0.945
2012/12/28,0.808
2012/12/29,0.681
2012/12/30,0.546
2012/12/31,0.361
2013/01/01,0.154
2013/01/02,-0.011
2013/01/03,-0.153
2013/01/04,-0.209
2013/01/05,-0.252
2013/01/06,-0.315
2013/01/07,-0.38
2013/01/08,-0.359
2013/01/09,-0.283
2013/01/10,-0.144
2013/01/11,0.074
2013/01/12,0.286
2013/01/13,0.481
2013/01/14,0.586
2013/01/15,0.685
2013/01/16,0.814
2013/01/17,0.988
2013/01/18,1.151
2013/01/19,1.246
2013/01/20,1.256
2013/01/21,1.206
2013/01/22,1.128
2013/01/23,1.085
2013/01/24,1.022
2013/01/25,0.971
2013/01/26,0.907
2013/01/27,0.852
2013/01/28,0.814
2013/01/29,0.769
2013/01/30,0.671
2013/01/31,0.538
2013/02/01,0.476
2013/02/02,0.429
2013/02/03,0.377
2013/02/04,0.331
2013/02/05,0.271
2013/02/06,0.186
2013/02/07,0.163
2013/02/08,0.187
2013/02/09,0.236
2013/02/10,0.26
2013/02/11,0.282
2013/02/12,0.345
2013/02/13,0.376
2013/02/14,0.383
2013/02/15,0.356
2013/02/16,0.275
2013/02/17,0.165
2013/02/18,0.068
2013/02/19,0.008
2013/02/20,-0.04
2013/02/21,-0.09
2013/02/22,-0.101
2013/02/23,-0.091
2013/02/24,-0.074
2013/02/25,-0.067
2013/02/26,-0.029
2013/02/27,-0.017
2013/02/28,0.02
2013/03/01,0.108
2013/03/02,0.197
2013/03/03,0.249
2013/03/04,0.283
2013/03/05,0.349
2013/03/06,0.432
2013/03/07,0.53
2013/03/08,0.572
2013/03/09,0.566
2013/03/10,0.571
2013/03/11,0.56
2013/03/12,0.551
2013/03/13,0.524
2013/03/14,0.47
2013/03/15,0.423
2013/03/16,0.28
2013/03/17,0.053
2013/03/18,-0.18
2013/03/19,-0.371
2013/03/20,-0.566
2013/03/21,-0.721
2013/03/22,-0.838
2013/03/23,-0.93
2013/03/24,-0.993
2013/03/25,-0.974
2013/03/26,-0.91
2013/03/27,-0.771
2013/03/28,-0.61
2013/03/29,-0.436
2013/03/30,-0.245
2013/03/31,-0.115
2013/04/01,-0.044
2013/04/02,0.042
2013/04/03,0.146
2013/04/04,0.315
2013/04/05,0.466
2013/04/06,0.549
2013/04/07,0.653
2013/04/08,0.748
2013/04/09,0.805
2013/04/10,0.817
2013/04/11,0.868
2013/04/12,0.862
2013/04/13,0.79
2013/04/14,0.722
2013/04/15,0.639
2013/04/16,0.577
2013/04/17,0.505
2013/04/18,0.401
2013/04/19,0.378
2013/04/20,0.328
2013/04/21,0.216
2013/04/22,0.102
2013/04/23,0.03
2013/04/24,0.039
2013/04/25,0.051
2013/04/26,0.04
2013/04/27,0
2013/04/28,-0.093
2013/04/29,-0.18
2013/04/30,-0.21
2013/05/01,-0.218
2013/05/02,-0.173
2013/05/03,-0.114
2013/05/04,-0.085
2013/05/05,-0.083
2013/05/06,-0.084
2013/05/07,-0.075
2013/05/08,-0.081
2013/05/09,-0.05
2013/05/10,0.006
2013/05/11,0.075
2013/05/12,0.138
2013/05/13,0.173
2013/05/14,0.236
2013/05/15,0.335
2013/05/16,0.428
2013/05/17,0.473
2013/05/18,0.474
2013/05/19,0.41
2013/05/20,0.361
2013/05/21,0.314
2013/05/22,0.249
2013/05/23,0.179
2013/05/24,0.105
2013/05/25,0.018
2013/05/26,-0.094
2013/05/27,-0.198
2013/05/28,-0.261
2013/05/29,-0.308
2013/05/30,-0.346
2013/05/31,-0.388
2013/06/01,-0.462
2013/06/02,-0.557
2013/06/03,-0.654
2013/06/04,-0.742
2013/06/05,-0.793
2013/06/06,-0.823
2013/06/07,-0.818
2013/06/08,-0.835
2013/06/09,-0.849
2013/06/10,-0.881
2013/06/11,-0.915
2013/06/12,-0.972
2013/06/13,-1.039
2013/06/14,-1.073
2013/06/15,-1.134
2013/06/16,-1.194
2013/06/17,-1.19
2013/06/18,-1.13
2013/06/19,-1.014
2013/06/20,-0.867
2013/06/21,-0.747
2013/06/22,-0.672
2013/06/23,-0.649
2013/06/24,-0.61
2013/06/25,-0.576
2013/06/26,-0.556
2013/06/27,-0.534
2013/06/28,-0.497
2013/06/29,-0.502
2013/06/30,-0.556
2013/07/01,-0.604
2013/07/02,-0.637
2013/07/03,-0.712
2013/07/04,-0.792
2013/07/05,-0.882
2013/07/06,-0.985
2013/07/07,-1.106
2013/07/08,-1.198
2013/07/09,-1.248
2013/07/10,-1.285
2013/07/11,-1.267
2013/07/12,-1.137
2013/07/13,-1.006
2013/07/14,-0.914
2013/07/15,-0.836
2013/07/16,-0.756
2013/07/17,-0.697
2013/07/18,-0.621
2013/07/19,-0.576
2013/07/20,-0.583
2013/07/21,-0.623
2013/07/22,-0.624
2013/07/23,-0.568
2013/07/24,-0.473
2013/07/25,-0.323
2013/07/26,-0.218
2013/07/27,-0.17
2013/07/28,-0.142
2013/07/29,-0.113
2013/07/30,-0.109
2013/07/31,-0.065
2013/08/01,0.025
2013/08/02,0.106
2013/08/03,0.189
2013/08/04,0.243
2013/08/05,0.292
2013/08/06,0.345
2013/08/07,0.415
2013/08/08,0.474
2013/08/09,0.491
2013/08/10,0.479
2013/08/11,0.381
2013/08/12,0.344
2013/08/13,0.358
2013/08/14,0.416
2013/08/15,0.535
2013/08/16,0.726
2013/08/17,0.84
2013/08/18,0.899
2013/08/19,1.013
2013/08/20,1.099
2013/08/21,1.132
2013/08/22,1.116
2013/08/23,1.069
2013/08/24,0.998
2013/08/25,0.935
2013/08/26,0.894
2013/08/27,0.912
2013/08/28,0.935
2013/08/29,0.908
2013/08/30,0.858
2013/08/31,0.722
2013/09/01,0.531
2013/09/02,0.334
2013/09/03,0.184
2013/09/04,0.101
2013/09/05,0.056
2013/09/06,0.046
2013/09/07,0.076
2013/09/08,0.086
2013/09/09,0.069
2013/09/10,0.037
2013/09/11,-0.034
2013/09/12,-0.115
2013/09/13,-0.221
2013/09/14,-0.359
2013/09/15,-0.422
2013/09/16,-0.394
2013/09/17,-0.298
2013/09/18,-0.165
2013/09/19,-0.061
2013/09/20,0.007
2013/09/21,0.038
2013/09/22,0.02
2013/09/23,0.019
2013/09/24,0.016
2013/09/25,-0.013
2013/09/26,0.02
2013/09/27,0.024
2013/09/28,-0.008
2013/09/29,-0.06
2013/09/30,-0.088
2013/10/01,-0.089
2013/10/02,-0.032
2013/10/03,0.03
2013/10/04,0.066
2013/10/05,0.022
2013/10/06,-0.043
2013/10/07,-0.059
2013/10/08,-0.075
2013/10/09,-0.08
2013/10/10,-0.068
2013/10/11,-0.065
2013/10/12,-0.104
2013/10/13,-0.147
2013/10/14,-0.201
2013/10/15,-0.282
2013/10/16,-0.345
2013/10/17,-0.365
2013/10/18,-0.336
2013/10/19,-0.3
2013/10/20,-0.275
2013/10/21,-0.225
2013/10/22,-0.17
2013/10/23,-0.114
2013/10/24,-0.014
2013/10/25,0.051
2013/10/26,0.088
2013/10/27,0.086
2013/10/28,0.095
2013/10/29,0.128
2013/10/30,0.136
2013/10/31,0.146
2013/11/01,0.104
2013/11/02,0.029
2013/11/03,-0.067
2013/11/04,-0.143
2013/11/05,-0.134
2013/11/06,-0.018
2013/11/07,0.226
2013/11/08,0.559
2013/11/09,0.873
2013/11/10,1.106
2013/11/11,1.229
2013/11/12,1.256
2013/11/13,1.294
2013/11/14,1.33
2013/11/15,1.344
2013/11/16,1.243
2013/11/17,1.111
2013/11/18,1.152
2013/11/19,1.389
2013/11/20,1.6
2013/11/21,1.841
