Date,difficulty90rsi
2010/07/17,99.689
2010/07/18,99.689
2010/07/19,99.689
2010/07/20,99.689
2010/07/21,99.689
2010/07/22,99.689
2010/07/23,99.689
2010/07/24,99.689
2010/07/25,99.689
2010/07/26,99.689
2010/07/27,99.775
2010/07/28,99.78
2010/07/29,99.78
2010/07/30,99.78
2010/07/31,99.78
2010/08/01,99.78
2010/08/02,99.78
2010/08/03,99.78
2010/08/04,99.78
2010/08/05,99.796
2010/08/06,99.859
2010/08/07,99.859
2010/08/08,99.859
2010/08/09,99.859
2010/08/10,99.859
2010/08/11,99.859
2010/08/12,99.859
2010/08/13,99.859
2010/08/14,99.859
2010/08/15,99.876
2010/08/16,99.912
2010/08/17,99.912
2010/08/18,99.912
2010/08/19,99.912
2010/08/20,99.912
2010/08/21,99.912
2010/08/22,99.912
2010/08/23,99.912
2010/08/24,99.912
2010/08/25,99.912
2010/08/26,99.913
2010/08/27,99.932
2010/08/28,99.932
2010/08/29,99.932
2010/08/30,99.932
2010/08/31,99.932
2010/09/01,99.932
2010/09/02,99.932
2010/09/03,99.932
2010/09/04,99.932
2010/09/05,99.932
2010/09/06,99.932
2010/09/07,99.932
2010/09/08,99.942
2010/09/09,99.944
2010/09/10,99.944
2010/09/11,99.944
2010/09/12,99.944
2010/09/13,99.944
2010/09/14,99.944
2010/09/15,99.944
2010/09/16,99.944
2010/09/17,99.944
2010/09/18,99.944
2010/09/19,99.96
2010/09/20,99.961
2010/09/21,99.961
2010/09/22,99.961
2010/09/23,99.961
2010/09/24,99.961
2010/09/25,99.961
2010/09/26,99.961
2010/09/27,99.961
2010/09/28,99.965
2010/09/29,99.977
2010/09/30,99.977
2010/10/01,99.977
2010/10/02,99.977
2010/10/03,99.977
2010/10/04,99.977
2010/10/05,99.977
2010/10/06,99.977
2010/10/07,99.977
2010/10/08,99.977
2010/10/09,99.977
2010/10/10,99.977
2010/10/11,99.977
2010/10/12,99.978
2010/10/13,99.978
2010/10/14,99.978
2010/10/15,99.978
2010/10/16,99.978
2010/10/17,99.978
2010/10/18,99.978
2010/10/19,99.978
2010/10/20,99.978
2010/10/21,99.987
2010/10/22,99.989
2010/10/23,99.989
2010/10/24,99.989
2010/10/25,99.989
2010/10/26,99.989
2010/10/27,99.989
2010/10/28,99.989
2010/10/29,99.989
2010/10/30,99.989
2010/10/31,99.993
2010/11/01,99.993
2010/11/02,99.993
2010/11/03,99.993
2010/11/04,99.993
2010/11/05,99.993
2010/11/06,99.993
2010/11/07,99.993
2010/11/08,99.993
2010/11/09,99.995
2010/11/10,99.996
2010/11/11,99.996
2010/11/12,99.996
2010/11/13,99.996
2010/11/14,99.996
2010/11/15,99.996
2010/11/16,99.996
2010/11/17,99.996
2010/11/18,99.996
2010/11/19,99.998
2010/11/20,99.998
2010/11/21,99.998
2010/11/22,99.998
2010/11/23,99.998
2010/11/24,99.998
2010/11/25,99.998
2010/11/26,99.998
2010/11/27,99.998
2010/11/28,99.998
2010/11/29,99.998
2010/11/30,99.998
2010/12/01,99.998
2010/12/02,99.998
2010/12/03,99.998
2010/12/04,99.998
2010/12/05,99.998
2010/12/06,99.998
2010/12/07,99.998
2010/12/08,99.998
2010/12/09,99.998
2010/12/10,99.999
2010/12/11,99.999
2010/12/12,99.999
2010/12/13,99.999
2010/12/14,99.999
2010/12/15,99.999
2010/12/16,99.999
2010/12/17,99.999
2010/12/18,99.999
2010/12/19,99.999
2010/12/20,99.999
2010/12/21,99.999
2010/12/22,99.999
2010/12/23,99.999
2010/12/24,99.999
2010/12/25,99.999
2010/12/26,99.999
2010/12/27,99.999
2010/12/28,99.999
2010/12/29,99.999
2010/12/30,99.999
2010/12/31,99.999
2011/01/01,99.999
2011/01/02,99.999
2011/01/03,99.999
2011/01/04,99.999
2011/01/05,99.999
2011/01/06,99.999
2011/01/07,99.999
2011/01/08,99.999
2011/01/09,99.999
2011/01/10,99.999
2011/01/11,99.999
2011/01/12,99.999
2011/01/13,99.999
2011/01/14,99.999
2011/01/15,99.999
2011/01/16,99.999
2011/01/17,99.999
2011/01/18,99.999
2011/01/19,99.999
2011/01/20,99.999
2011/01/21,99.999
2011/01/22,99.999
2011/01/23,99.999
2011/01/24,99.999
2011/01/25,99.999
2011/01/26,99.999
2011/01/27,100
2011/01/28,100
2011/01/29,100
2011/01/30,100
2011/01/31,100
2011/02/01,100
2011/02/02,100
2011/02/03,100
2011/02/04,100
2011/02/05,100
2011/02/06,100
2011/02/07,100
2011/02/08,100
2011/02/09,100
2011/02/10,100
2011/02/11,100
2011/02/12,100
2011/02/13,100
2011/02/14,100
2011/02/15,100
2011/02/16,100
2011/02/17,100
2011/02/18,100
2011/02/19,100
2011/02/20,100
2011/02/21,100
2011/02/22,100
2011/02/23,100
2011/02/24,100
2011/02/25,100
2011/02/26,100
2011/02/27,100
2011/02/28,100
2011/03/01,100
2011/03/02,100
2011/03/03,100
2011/03/04,100
2011/03/05,100
2011/03/06,100
2011/03/07,100
2011/03/08,100
2011/03/09,100
2011/03/10,100
2011/03/11,100
2011/03/12,100
2011/03/13,100
2011/03/14,100
2011/03/15,100
2011/03/16,100
2011/03/17,100
2011/03/18,100
2011/03/19,100
2011/03/20,100
2011/03/21,100
2011/03/22,100
2011/03/23,100
2011/03/24,100
2011/03/25,88.076
2011/03/26,87.079
2011/03/27,87.079
2011/03/28,87.079
2011/03/29,87.079
2011/03/30,87.079
2011/03/31,87.079
2011/04/01,87.079
2011/04/02,87.079
2011/04/03,87.079
2011/04/04,87.079
2011/04/05,87.326
2011/04/06,89.852
2011/04/07,89.852
2011/04/08,89.852
2011/04/09,89.852
2011/04/10,89.852
2011/04/11,89.852
2011/04/12,89.852
2011/04/13,89.852
2011/04/14,89.852
2011/04/15,89.852
2011/04/16,89.852
2011/04/17,89.852
2011/04/18,91.023
2011/04/19,91.432
2011/04/20,91.432
2011/04/21,91.432
2011/04/22,91.432
2011/04/23,91.432
2011/04/24,91.432
2011/04/25,91.432
2011/04/26,91.432
2011/04/27,91.432
2011/04/28,91.432
2011/04/29,91.432
2011/04/30,93.261
2011/05/01,93.448
2011/05/02,93.448
2011/05/03,93.448
2011/05/04,93.448
2011/05/05,93.448
2011/05/06,93.448
2011/05/07,93.448
2011/05/08,93.448
2011/05/09,93.972
2011/05/10,96.198
2011/05/11,96.198
2011/05/12,96.198
2011/05/13,96.198
2011/05/14,96.198
2011/05/15,96.198
2011/05/16,96.198
2011/05/17,96.198
2011/05/18,96.376
2011/05/19,97.937
2011/05/20,97.937
2011/05/21,97.937
2011/05/22,97.937
2011/05/23,97.937
2011/05/24,97.937
2011/05/25,97.937
2011/05/26,98.269
2011/05/27,99.017
2011/05/28,99.017
2011/05/29,99.017
2011/05/30,99.017
2011/05/31,99.017
2011/06/01,99.017
2011/06/02,99.017
2011/06/03,99.017
2011/06/04,99.017
2011/06/05,99.017
2011/06/06,99.147
2011/06/07,99.303
2011/06/08,99.303
2011/06/09,99.303
2011/06/10,99.303
2011/06/11,99.303
2011/06/12,99.303
2011/06/13,99.303
2011/06/14,99.303
2011/06/15,99.461
2011/06/16,99.602
2011/06/17,99.602
2011/06/18,99.602
2011/06/19,99.602
2011/06/20,99.602
2011/06/21,99.602
