Date,mediantransactionvalue14rocUSD
2010/10/22,-91.103
2010/10/23,-82.181
2010/10/24,-85.517
2010/10/25,1239
2010/10/26,2254
2010/10/27,1963
2010/10/28,2.075
2010/10/29,-85.152
2010/10/30,-84.143
2010/10/31,-53.374
2010/11/01,-93.703
2010/11/02,1242
2010/11/03,94.422
2010/11/04,530.118
2010/11/05,374.557
2010/11/06,652.183
2010/11/07,1353
2010/11/08,-61.908
2010/11/09,-87.769
2010/11/10,-77.857
2010/11/11,-80.06
2010/11/12,200.356
2010/11/13,-25.123
2010/11/14,-39.313
2010/11/15,642.159
2010/11/16,-76.772
2010/11/17,93.147
2010/11/18,-99.954
2010/11/19,-99.948
2010/11/20,-99.983
2010/11/21,-99.986
2010/11/22,-53.499
2010/11/23,23.325
2010/11/24,-99.987
2010/11/25,-99.554
2010/11/26,-94.929
2010/11/27,-82.746
2010/11/28,-42.271
2010/11/29,-53.591
2010/11/30,-82.166
2010/12/01,-78.86
2010/12/02,25328
2010/12/03,103162
2010/12/04,71391
2010/12/05,48828
2010/12/06,-95.288
2010/12/07,-86.164
2010/12/08,40086
2010/12/09,7473
2010/12/10,270.232
2010/12/11,94.385
2010/12/12,-39.558
2010/12/13,229.25
2010/12/14,1583
2010/12/15,1432
2010/12/16,1042
2010/12/17,331.837
2010/12/18,1117
2010/12/19,148.92
2010/12/20,651.821
2010/12/21,518.211
2010/12/22,839.215
2010/12/23,94.836
2010/12/24,124.426
2010/12/25,1252
2010/12/26,1484
2010/12/27,17.273
2010/12/28,-76.935
2010/12/29,-76.401
2010/12/30,-65.388
2010/12/31,4.687
2011/01/01,-42.758
2011/01/02,339.712
2011/01/03,-99.058
2011/01/04,-98.417
2011/01/05,-98.911
2011/01/06,-88.492
2011/01/07,-62.973
2011/01/08,-98.514
2011/01/09,-96.144
2011/01/10,-97.105
2011/01/11,-78.084
2011/01/12,-97.604
2011/01/13,-83.635
2011/01/14,-95.374
2011/01/15,17.825
2011/01/16,-24.11
2011/01/17,32098
2011/01/18,2130
2011/01/19,7175
2011/01/20,316.431
2011/01/21,-25.201
2011/01/22,5.87
2011/01/23,820.866
2011/01/24,1059
2011/01/25,695.07
2011/01/26,4414
2011/01/27,519.281
2011/01/28,1389
2011/01/29,-56.252
2011/01/30,864.004
2011/01/31,55.088
2011/02/01,560.605
2011/02/02,255.713
2011/02/03,375.835
2011/02/04,930.306
2011/02/05,3860
2011/02/06,189.929
2011/02/07,841.198
2011/02/08,171.01
2011/02/09,185.522
2011/02/10,234.845
2011/02/11,827.407
2011/02/12,615.1
2011/02/13,-60.321
2011/02/14,9.003
2011/02/15,-24.602
2011/02/16,-43.065
2011/02/17,-20.871
2011/02/18,-51.947
2011/02/19,1.399
2011/02/20,1.229
2011/02/21,-2.843
2011/02/22,1.08
2011/02/23,-11.491
2011/02/24,-20.1
2011/02/25,-48.242
2011/02/26,-9.552
2011/02/27,-51.918
2011/02/28,-35.146
2011/03/01,-43.697
2011/03/02,-48.659
2011/03/03,-39.586
2011/03/04,-25.854
2011/03/05,-11.558
2011/03/06,-9.923
2011/03/07,-41.475
2011/03/08,-52.254
2011/03/09,-5.863
2011/03/10,-62.648
2011/03/11,-65.3
2011/03/12,-98.826
2011/03/13,-96.553
2011/03/14,-99.949
2011/03/15,-86.663
2011/03/16,-99.902
2011/03/17,-99.6
2011/03/18,-47.62
2011/03/19,-98.671
2011/03/20,-80.825
2011/03/21,-99.967
2011/03/22,61.489
2011/03/23,-48.347
2011/03/24,19.668
2011/03/25,111.879
2011/03/26,2556
2011/03/27,1050
2011/03/28,159498
2011/03/29,295.395
2011/03/30,159358
2011/03/31,30798
2011/04/01,161.912
2011/04/02,2725
2011/04/03,118.726
2011/04/04,347567
2011/04/05,-42.012
2011/04/06,-34.675
2011/04/07,-28.27
2011/04/08,-51.678
2011/04/09,1.621
2011/04/10,8.857
2011/04/11,-15.586
2011/04/12,166.284
2011/04/13,-0.196
2011/04/14,-39.602
2011/04/15,35.745
2011/04/16,109.763
2011/04/17,-12.876
2011/04/18,-84.33
2011/04/19,71.314
2011/04/20,116.703
2011/04/21,68.338
2011/04/22,34.287
2011/04/23,86.988
2011/04/24,93.252
2011/04/25,125.139
2011/04/26,142.671
2011/04/27,162.791
2011/04/28,145.782
2011/04/29,134.013
2011/04/30,37.49
2011/05/01,144.967
2011/05/02,1090
2011/05/03,123.182
2011/05/04,255.136
2011/05/05,210.06
2011/05/06,216.61
2011/05/07,92.403
2011/05/08,118.579
2011/05/09,97.493
2011/05/10,103.464
2011/05/11,187.414
2011/05/12,159.466
2011/05/13,50.496
2011/05/14,124.274
2011/05/15,217.59
2011/05/16,128.612
2011/05/17,70.695
2011/05/18,-14.427
2011/05/19,10.7
2011/05/20,133.052
2011/05/21,250.488
2011/05/22,240.715
2011/05/23,92.213
2011/05/24,67.19
2011/05/25,34.948
2011/05/26,129.696
2011/05/27,88.293
2011/05/28,75.149
2011/05/29,47.006
2011/05/30,44.58
2011/05/31,22.805
2011/06/01,102.041
2011/06/02,111.055
2011/06/03,49.097
2011/06/04,61.699
2011/06/05,196.918
2011/06/06,208.309
2011/06/07,193.898
2011/06/08,219.235
2011/06/09,262.407
2011/06/10,259.812
2011/06/11,288.808
2011/06/12,138.344
2011/06/13,177.398
2011/06/14,264.815
2011/06/15,164.966
2011/06/16,226.136
2011/06/17,45.625
2011/06/18,-32.097
2011/06/19,-9.876
2011/06/20,12.241
2011/06/21,-36.41
2011/06/22,-26.77
2011/06/23,-49.4
2011/06/24,-32.919
2011/06/25,-61.007
2011/06/26,-36.857
2011/06/27,-61.908
2011/06/28,-59.535
2011/06/29,-38.759
2011/06/30,-48.449
2011/07/01,-55.271
2011/07/02,38.731
2011/07/03,-41.833
2011/07/04,-38.088
2011/07/05,-21.186
2011/07/06,-49.5
2011/07/07,-31.881
2011/07/08,-51.499
2011/07/09,-12.638
2011/07/10,-16.067
2011/07/11,-13.766
2011/07/12,-20.191
2011/07/13,-30.565
2011/07/14,-30.01
2011/07/15,53.171
2011/07/16,-48.02
2011/07/17,-19.778
2011/07/18,4.485
2011/07/19,-3.803
2011/07/20,16.788
2011/07/21,2.1
2011/07/22,19.639
2011/07/23,3.391
2011/07/24,4.117
2011/07/25,38.045
2011/07/26,23.482
2011/07/27,55.383
2011/07/28,83.283
2011/07/29,-4.383
2011/07/30,82.942
2011/07/31,30.66
2011/08/01,-3.871
2011/08/02,-15.166
2011/08/03,10.495
2011/08/04,-42.913
2011/08/05,-29.837
2011/08/06,-43.228
2011/08/07,-40.563
2011/08/08,-31.672
2011/08/09,-40.048
2011/08/10,-51.875
2011/08/11,-62.15
2011/08/12,-39.699
2011/08/13,-63.707
2011/08/14,-41.213
2011/08/15,-65.212
2011/08/16,-57.304
2011/08/17,-45.805
2011/08/18,28.668
2011/08/19,-15.382
2011/08/20,21.564
2011/08/21,-4.455
2011/08/22,16.491
2011/08/23,20.854
2011/08/24,2.252
2011/08/25,12.273
2011/08/26,15.478
2011/08/27,50.921
2011/08/28,11.021
2011/08/29,17.208
2011/08/30,57.341
2011/08/31,32.968
2011/09/01,4.125
2011/09/02,15.583
2011/09/03,11.514
2011/09/04,-21.652
2011/09/05,-10.321
2011/09/06,17.84
2011/09/07,-25.739
2011/09/08,-25.652
2011/09/09,-22.046
2011/09/10,-43.002
2011/09/11,-41.645
2011/09/12,6.255
2011/09/13,-7.922
2011/09/14,-20.6
2011/09/15,-27.712
2011/09/16,-31.525
2011/09/17,-35.876
2011/09/18,8.733
2011/09/19,-52.987
2011/09/20,-77.574
2011/09/21,-44.311
2011/09/22,-22.201
2011/09/23,4.651
2011/09/24,36.194
2011/09/25,-0.624
2011/09/26,-15.416
2011/09/27,-8.243
2011/09/28,-40.457
2011/09/29,-6.253
2011/09/30,0.151
2011/10/01,-6.75
2011/10/02,3.137
2011/10/03,5.96
2011/10/04,170.179
2011/10/05,88.092
2011/10/06,17.484
2011/10/07,-7.332
2011/10/08,-22.955
2011/10/09,7.458
2011/10/10,-14.612
2011/10/11,-40.759
2011/10/12,1.639
2011/10/13,-33.872
2011/10/14,-14.598
2011/10/15,-18.812
2011/10/16,-26.144
2011/10/17,-16.294
2011/10/18,-54.655
2011/10/19,-62.592
2011/10/20,-53.741
2011/10/21,-54.255
2011/10/22,-29.27
2011/10/23,-28.809
2011/10/24,-9.961
2011/10/25,-9.589
2011/10/26,-34.796
2011/10/27,-15.888
2011/10/28,-24.657
2011/10/29,-12.989
2011/10/30,-30.259
2011/10/31,-22.791
2011/11/01,22.12
2011/11/02,54.939
2011/11/03,26.029
2011/11/04,19.952
2011/11/05,-5.45
2011/11/06,-2.184
2011/11/07,-4.367
2011/11/08,17.308
2011/11/09,5.845
2011/11/10,-16.691
2011/11/11,-5
2011/11/12,-2.938
2011/11/13,-17.609
2011/11/14,10.884
2011/11/15,-21.266
2011/11/16,-21.255
2011/11/17,18.538
2011/11/18,-29.458
2011/11/19,-24.422
2011/11/20,-25.604
2011/11/21,-18.112
2011/11/22,-23.705
2011/11/23,-24.186
2011/11/24,-7.969
2011/11/25,-19.235
2011/11/26,-17.443
2011/11/27,2.579
2011/11/28,-22.356
2011/11/29,-29.788
2011/11/30,-9.542
2011/12/01,-28.776
2011/12/02,21.135
2011/12/03,12.545
2011/12/04,-7.567
2011/12/05,-30.679
2011/12/06,-52.294
2011/12/07,28.105
2011/12/08,28.117
2011/12/09,25.408
2011/12/10,38.899
2011/12/11,41.262
2011/12/12,57.506
2011/12/13,69.401
2011/12/14,47.987
2011/12/15,32.089
2011/12/16,24.902
2011/12/17,12.77
2011/12/18,23.099
2011/12/19,86.907
2011/12/20,234.012
2011/12/21,34.557
2011/12/22,23.42
2011/12/23,-18.181
2011/12/24,-30.122
2011/12/25,-9.01
2011/12/26,-4.914
2011/12/27,0.049
2011/12/28,9.907
2011/12/29,-1.074
2011/12/30,3.09
2011/12/31,20.706
2012/01/01,53.763
2012/01/02,2.299
2012/01/03,-8.049
2012/01/04,19.244
2012/01/05,35.587
2012/01/06,139.192
2012/01/07,98.119
2012/01/08,72.345
2012/01/09,55.622
2012/01/10,23.46
2012/01/11,-1.663
2012/01/12,13.585
2012/01/13,7.712
2012/01/14,4.273
2012/01/15,-15.625
2012/01/16,6.096
2012/01/17,12.451
2012/01/18,17.263
2012/01/19,1.343
2012/01/20,-25.405
2012/01/21,-8.596
2012/01/22,0.837
2012/01/23,-1.94
2012/01/24,11.597
2012/01/25,-2.214
2012/01/26,5.311
2012/01/27,-2.635
2012/01/28,-1.532
2012/01/29,-6.134
2012/01/30,43.519
2012/01/31,14.365
2012/02/01,-10.235
2012/02/02,-21.148
2012/02/03,13.967
2012/02/04,-19.046
2012/02/05,-27.918
2012/02/06,-22.015
2012/02/07,-15.621
2012/02/08,0.48
2012/02/09,-23.929
2012/02/10,-41.974
2012/02/11,-31.185
2012/02/12,-5.8
2012/02/13,-43.783
2012/02/14,-51.895
2012/02/15,-71.041
2012/02/16,-68.948
2012/02/17,-24.718
2012/02/18,-12.921
2012/02/19,-25.751
2012/02/20,-30.716
2012/02/21,-2.373
2012/02/22,-2.956
2012/02/23,-11.765
2012/02/24,76.555
2012/02/25,65.811
2012/02/26,29.894
2012/02/27,23.123
2012/02/28,79.614
2012/02/29,192.76
2012/03/01,241.71
2012/03/02,-4.723
2012/03/03,2.899
2012/03/04,27.399
2012/03/05,24.956
2012/03/06,2.501
2012/03/07,5.249
2012/03/08,45.088
2012/03/09,4.2
2012/03/10,-15.526
2012/03/11,-15.27
2012/03/12,20.144
2012/03/13,-7.98
2012/03/14,23.953
2012/03/15,-3.096
2012/03/16,15.422
2012/03/17,-21.689
2012/03/18,-7.795
2012/03/19,9.979
2012/03/20,9.059
2012/03/21,6.664
2012/03/22,5.327
2012/03/23,-15.009
2012/03/24,10.387
2012/03/25,-4.41
2012/03/26,-24.743
2012/03/27,-8.851
2012/03/28,-21.848
2012/03/29,2.164
2012/03/30,13.041
2012/03/31,55.669
2012/04/01,18.879
2012/04/02,-9.522
2012/04/03,-3.286
2012/04/04,-10.591
2012/04/05,-10.62
2012/04/06,20.686
2012/04/07,-16.811
2012/04/08,-3.886
2012/04/09,13.238
2012/04/10,-38.957
2012/04/11,-7.989
2012/04/12,0.564
2012/04/13,-3.461
2012/04/14,-29.003
2012/04/15,-34.704
2012/04/16,16.655
2012/04/17,34.169
2012/04/18,4.098
2012/04/19,14.036
2012/04/20,38.428
2012/04/21,20.233
2012/04/22,0.388
2012/04/23,-14.325
2012/04/24,94.892
2012/04/25,-24.905
2012/04/26,-50.344
2012/04/27,-26.796
2012/04/28,-15.49
2012/04/29,-36.333
2012/04/30,-54.432
2012/05/01,-73.891
2012/05/02,-54.635
2012/05/03,-81.018
2012/05/04,-90.319
2012/05/05,-85.637
2012/05/06,-74.205
2012/05/07,-83.028
2012/05/08,-86.905
2012/05/09,-74.047
2012/05/10,-60.471
2012/05/11,-90.962
2012/05/12,-87.779
2012/05/13,-74.846
2012/05/14,-79.744
2012/05/15,-69.904
2012/05/16,-77.622
2012/05/17,-61.573
2012/05/18,-69.372
2012/05/19,-75.008
2012/05/20,-71.606
2012/05/21,-69.798
2012/05/22,-44.581
2012/05/23,-58.807
2012/05/24,-68.35
2012/05/25,-13.926
2012/05/26,-32.231
2012/05/27,-34.375
2012/05/28,-38.568
2012/05/29,-0.845
2012/05/30,-16.046
2012/05/31,81.127
2012/06/01,69.316
2012/06/02,456.406
2012/06/03,-1.919
2012/06/04,-29.596
2012/06/05,-41.67
2012/06/06,272.237
2012/06/07,32.907
2012/06/08,7.604
2012/06/09,-5.925
2012/06/10,-48.409
2012/06/11,-27.739
2012/06/12,-21.373
2012/06/13,-53
2012/06/14,-88.566
2012/06/15,-54.657
2012/06/16,-73.813
2012/06/17,-27.979
2012/06/18,66.738
2012/06/19,53.149
2012/06/20,-76.615
2012/06/21,-21.353
2012/06/22,4.187
2012/06/23,54.791
2012/06/24,100.377
2012/06/25,57.467
2012/06/26,-11.686
2012/06/27,156.564
2012/06/28,526.307
2012/06/29,203.948
2012/06/30,71.296
2012/07/01,119.984
2012/07/02,136.545
2012/07/03,290.099
2012/07/04,264.125
2012/07/05,74.806
2012/07/06,62.035
2012/07/07,52.417
2012/07/08,52.587
2012/07/09,226.78
2012/07/10,75.675
2012/07/11,3.083
2012/07/12,102.824
2012/07/13,104.385
2012/07/14,255.765
2012/07/15,97.208
2012/07/16,89.572
2012/07/17,-42.099
2012/07/18,-40.814
2012/07/19,21.115
2012/07/20,-6.746
2012/07/21,-5.216
2012/07/22,1.692
2012/07/23,-2.904
2012/07/24,30.029
2012/07/25,127.556
2012/07/26,-16.51
2012/07/27,88.512
2012/07/28,-37.755
2012/07/29,28.994
2012/07/30,21.911
2012/07/31,127.872
2012/08/01,137.629
2012/08/02,94.12
2012/08/03,646.457
2012/08/04,373.614
2012/08/05,290.109
2012/08/06,54.593
2012/08/07,304.845
2012/08/08,1.604
2012/08/09,70.065
2012/08/10,1.391
2012/08/11,17.156
2012/08/12,-21.603
2012/08/13,-55.184
2012/08/14,-23.954
2012/08/15,-43.769
2012/08/16,118.511
2012/08/17,-22.754
2012/08/18,-2.954
2012/08/19,-18.857
2012/08/20,57.464
2012/08/21,-8.616
2012/08/22,168.311
2012/08/23,215.426
2012/08/24,51.703
2012/08/25,50.461
2012/08/26,141.841
2012/08/27,199.054
2012/08/28,-9.106
2012/08/29,70.292
2012/08/30,-70.71
2012/08/31,-68.497
2012/09/01,-71.257
2012/09/02,-22.279
2012/09/03,-71.346
2012/09/04,-69.852
2012/09/05,-72.024
2012/09/06,-80.377
2012/09/07,-44.395
2012/09/08,65.849
2012/09/09,36.359
2012/09/10,-54.375
2012/09/11,-48.799
2012/09/12,-47.603
2012/09/13,-23.219
2012/09/14,-27.727
2012/09/15,-7.728
2012/09/16,-53.194
2012/09/17,42.72
2012/09/18,28.352
2012/09/19,85.582
2012/09/20,88.451
2012/09/21,-44.877
2012/09/22,-56.21
2012/09/23,-72.262
2012/09/24,0.641
2012/09/25,230.543
2012/09/26,12.245
2012/09/27,59.849
2012/09/28,7.752
2012/09/29,63.376
2012/09/30,87.208
2012/10/01,-1.546
2012/10/02,53.166
2012/10/03,34.37
2012/10/04,-17.471
2012/10/05,-8.146
2012/10/06,-57.911
2012/10/07,-11.495
2012/10/08,-26.325
2012/10/09,-59.946
2012/10/10,-4.757
2012/10/11,-20.813
2012/10/12,28.137
2012/10/13,-31.877
2012/10/14,-23.66
2012/10/15,26.263
2012/10/16,-55.114
2012/10/17,-32.224
2012/10/18,15.564
2012/10/19,77.969
2012/10/20,75.86
2012/10/21,-28.719
2012/10/22,1.346
2012/10/23,4.187
2012/10/24,64.667
2012/10/25,116.735
2012/10/26,220.593
2012/10/27,387.297
2012/10/28,144.682
2012/10/29,22.249
2012/10/30,25.947
2012/10/31,-2.157
2012/11/01,19.34
2012/11/02,-30.419
2012/11/03,49.848
2012/11/04,109.457
2012/11/05,31.041
2012/11/06,-3.211
2012/11/07,-31.787
2012/11/08,-21.793
2012/11/09,-43.198
2012/11/10,-81.342
2012/11/11,-37.067
2012/11/12,-34.964
2012/11/13,-16.163
2012/11/14,-50.392
2012/11/15,-59.466
2012/11/16,-21.157
2012/11/17,-36.087
2012/11/18,-20.956
2012/11/19,-3.288
2012/11/20,4.924
2012/11/21,-27.488
2012/11/22,-38.285
2012/11/23,-61.023
2012/11/24,95.879
2012/11/25,-40.218
2012/11/26,-11.869
2012/11/27,132.113
2012/11/28,61.131
2012/11/29,-5.737
2012/11/30,24.948
2012/12/01,0.542
2012/12/02,67.341
2012/12/03,162.329
2012/12/04,54.34
2012/12/05,105.028
2012/12/06,229.007
2012/12/07,71.048
2012/12/08,-17.668
2012/12/09,7.527
2012/12/10,51.767
2012/12/11,-32.316
2012/12/12,21.155
2012/12/13,55.843
2012/12/14,-2.834
2012/12/15,9.709
2012/12/16,-52.92
2012/12/17,-58.97
2012/12/18,-31.84
2012/12/19,-33.531
2012/12/20,-68.585
2012/12/21,-35.502
2012/12/22,-34.418
2012/12/23,-19.401
2012/12/24,29.797
2012/12/25,-5.87
2012/12/26,-38.155
2012/12/27,-38.368
2012/12/28,-21.428
2012/12/29,-18.017
2012/12/30,-9.352
2012/12/31,11.695
2013/01/01,9.475
2013/01/02,7.821
2013/01/03,45.195
2013/01/04,-7.747
2013/01/05,21.614
2013/01/06,63.434
2013/01/07,-36.85
2013/01/08,4.262
2013/01/09,54.658
2013/01/10,24.278
2013/01/11,18.074
2013/01/12,13.875
2013/01/13,7.376
2013/01/14,-25.212
2013/01/15,6.621
2013/01/16,1.214
2013/01/17,-17.204
2013/01/18,74.605
2013/01/19,-4.333
2013/01/20,11.83
2013/01/21,34.139
2013/01/22,79.71
2013/01/23,43.736
2013/01/24,98.242
2013/01/25,62.713
2013/01/26,35.069
2013/01/27,77.544
2013/01/28,129.599
2013/01/29,62.39
2013/01/30,132.337
2013/01/31,20.572
2013/02/01,-18.73
2013/02/02,49.955
2013/02/03,-19.198
2013/02/04,-6.2
2013/02/05,-7.278
2013/02/06,13.305
2013/02/07,-33.71
2013/02/08,-2.793
2013/02/09,21.495
2013/02/10,7.705
2013/02/11,-10.349
2013/02/12,-8.489
2013/02/13,-47.614
2013/02/14,28.194
2013/02/15,30.396
2013/02/16,-11.406
2013/02/17,15.301
2013/02/18,5.1
2013/02/19,-38.631
2013/02/20,-44.534
2013/02/21,10.15
2013/02/22,-15.15
2013/02/23,-18.588
2013/02/24,-19.759
2013/02/25,-32.291
2013/02/26,-18.934
2013/02/27,0.327
2013/02/28,-23.133
2013/03/01,-4.798
2013/03/02,-7.09
2013/03/03,-20.699
2013/03/04,-12.024
2013/03/05,51.264
2013/03/06,45.075
2013/03/07,36.8
2013/03/08,51.269
2013/03/09,37.837
2013/03/10,45.583
2013/03/11,80.578
2013/03/12,80.703
2013/03/13,71.613
2013/03/14,47.017
2013/03/15,30.554
2013/03/16,163.668
2013/03/17,172.54
2013/03/18,197.416
2013/03/19,113.514
2013/03/20,115.046
2013/03/21,93.211
2013/03/22,92.004
2013/03/23,62.81
2013/03/24,83.966
2013/03/25,85.274
2013/03/26,101.908
2013/03/27,103.899
2013/03/28,109.962
2013/03/29,146.978
2013/03/30,7.145
2013/03/31,28.732
2013/04/01,17.119
2013/04/02,55.315
2013/04/03,77.719
2013/04/04,148.975
2013/04/05,136.282
2013/04/06,116.499
2013/04/07,60.875
2013/04/08,171.667
2013/04/09,183.895
2013/04/10,440.311
2013/04/11,92.127
2013/04/12,52.484
2013/04/13,52.191
2013/04/14,-4.965
2013/04/15,6.566
2013/04/16,-42.267
2013/04/17,-31.394
2013/04/18,-25.429
2013/04/19,-26.672
2013/04/20,-30.104
2013/04/21,14.504
2013/04/22,-34.599
2013/04/23,-62.619
2013/04/24,-77.064
2013/04/25,-20.731
2013/04/26,-7.416
2013/04/27,21.233
2013/04/28,49.549
2013/04/29,31.778
2013/04/30,38.034
2013/05/01,25.241
2013/05/02,-22.624
2013/05/03,-22.445
2013/05/04,-26.284
2013/05/05,-19.346
2013/05/06,-24.721
2013/05/07,-3.035
2013/05/08,-2.222
2013/05/09,-34.273
2013/05/10,-34.302
2013/05/11,-46.111
2013/05/12,-27.107
2013/05/13,-27.043
2013/05/14,-24.836
2013/05/15,-29.828
2013/05/16,-5.385
2013/05/17,-4.106
2013/05/18,72.275
2013/05/19,-3.932
2013/05/20,17.843
2013/05/21,26.891
2013/05/22,21.032
2013/05/23,50.134
2013/05/24,66.326
2013/05/25,63.033
2013/05/26,59.376
2013/05/27,10.089
2013/05/28,58.935
2013/05/29,61.573
2013/05/30,35.993
2013/05/31,53.758
2013/06/01,-9.328
2013/06/02,37.124
2013/06/03,15.281
2013/06/04,9.549
2013/06/05,-10.862
2013/06/06,-12.519
2013/06/07,-1.02
2013/06/08,3.417
2013/06/09,-14.981
2013/06/10,9.35
2013/06/11,-9.367
2013/06/12,-12.046
2013/06/13,16.696
2013/06/14,-7.802
2013/06/15,25.604
2013/06/16,-27.535
2013/06/17,-24.841
2013/06/18,-15.16
2013/06/19,-8.2
2013/06/20,-17.834
2013/06/21,-1.248
2013/06/22,-6.336
2013/06/23,-8.582
2013/06/24,-0.145
2013/06/25,-5.638
2013/06/26,-4.519
2013/06/27,-24.16
2013/06/28,-18.207
2013/06/29,-16.912
2013/06/30,13.54
2013/07/01,60.094
2013/07/02,20.014
2013/07/03,71.246
2013/07/04,30.986
2013/07/05,-24.252
2013/07/06,-27.535
2013/07/07,-13.94
2013/07/08,-7.324
2013/07/09,20.201
2013/07/10,29.721
2013/07/11,81.856
2013/07/12,28.174
2013/07/13,18.646
2013/07/14,-8.087
2013/07/15,-24.355
2013/07/16,3.229
2013/07/17,-30.445
2013/07/18,16.43
2013/07/19,13.505
2013/07/20,-3.944
2013/07/21,12.111
2013/07/22,6.539
2013/07/23,-5.945
2013/07/24,-20.175
2013/07/25,-41.676
2013/07/26,-9.999
2013/07/27,-39.25
2013/07/28,-13.289
2013/07/29,14.745
2013/07/30,-5.676
2013/07/31,-9.503
2013/08/01,-23.608
2013/08/02,-12.615
2013/08/03,-4.134
2013/08/04,-30.289
2013/08/05,-3.422
2013/08/06,-40.679
2013/08/07,-43.759
2013/08/08,-56.322
2013/08/09,-43.802
2013/08/10,-14.553
2013/08/11,-5.659
2013/08/12,-40.171
2013/08/13,-35.903
2013/08/14,-0.911
2013/08/15,-31.486
2013/08/16,-63.033
2013/08/17,-60.218
2013/08/18,-41.963
2013/08/19,-64.466
2013/08/20,-25.526
2013/08/21,12.489
2013/08/22,18.133
2013/08/23,-1.819
2013/08/24,-23.797
2013/08/25,-10.349
2013/08/26,-0.588
2013/08/27,18.709
2013/08/28,-39.822
2013/08/29,-23.092
2013/08/30,127.019
2013/08/31,267.247
2013/09/01,65.024
2013/09/02,91.432
2013/09/03,67.389
2013/09/04,27.304
2013/09/05,-31.173
2013/09/06,-21.88
2013/09/07,-22.325
2013/09/08,-47.528
2013/09/09,-56.591
2013/09/10,-50.955
2013/09/11,42.989
2013/09/12,66.365
2013/09/13,52.981
2013/09/14,-38.758
2013/09/15,-56.081
2013/09/16,-2.326
2013/09/17,-55.903
2013/09/18,-44.502
2013/09/19,61.604
2013/09/20,53.694
2013/09/21,47.009
2013/09/22,43.101
2013/09/23,120.9
2013/09/24,71.02
2013/09/25,0.651
2013/09/26,-8.826
2013/09/27,6.958
2013/09/28,94.744
2013/09/29,337.294
2013/09/30,142.541
2013/10/01,208.423
2013/10/02,133.491
2013/10/03,26.456
2013/10/04,4.9
2013/10/05,16.38
2013/10/06,32.197
2013/10/07,38.807
2013/10/08,-5.932
2013/10/09,-6.989
2013/10/10,-12.118
2013/10/11,-39.587
2013/10/12,-52.361
2013/10/13,-43.043
2013/10/14,-57.684
2013/10/15,-12.865
2013/10/16,14.029
2013/10/17,22.187
2013/10/18,-9.63
2013/10/19,85.534
2013/10/20,38.246
2013/10/21,16.333
2013/10/22,98.099
2013/10/23,108.165
2013/10/24,87.651
2013/10/25,18.32
2013/10/26,21.844
2013/10/27,15.87
2013/10/28,46.824
2013/10/29,15.965
2013/10/30,16.482
2013/10/31,-21.557
2013/11/01,165.293
2013/11/02,17.161
2013/11/03,101.997
2013/11/04,134.764
2013/11/05,101.644
2013/11/06,61.067
2013/11/07,176.555
2013/11/08,329.485
2013/11/09,600.164
2013/11/10,137.486
2013/11/11,31.372
2013/11/12,92.495
2013/11/13,39.834
2013/11/14,235.313
2013/11/15,38.428
2013/11/16,183.619
2013/11/17,104.764
2013/11/18,177.151
2013/11/19,160.129
