Date,mining_profitability7trx
2010/10/19,2.206
2010/10/20,1.945
2010/10/21,0.885
2010/10/22,-0.189
2010/10/23,-1.001
2010/10/24,-1.392
2010/10/25,-1.743
2010/10/26,-1.528
2010/10/27,-1.001
2010/10/28,-0.071
2010/10/29,0.828
2010/10/30,1.803
2010/10/31,1.578
2010/11/01,1.152
2010/11/02,0.677
2010/11/03,0.268
2010/11/04,0.146
2010/11/05,0.331
2010/11/06,1.305
2010/11/07,2.914
2010/11/08,3.764
2010/11/09,3.03
2010/11/10,1.747
2010/11/11,0.373
2010/11/12,-0.832
2010/11/13,-1.336
2010/11/14,-1.587
2010/11/15,-1.886
2010/11/16,-2.117
2010/11/17,-2.308
2010/11/18,-2.521
2010/11/19,-3.133
2010/11/20,-3.622
2010/11/21,-3.875
2010/11/22,-3.909
2010/11/23,-3.924
2010/11/24,-3.724
2010/11/25,-3.335
2010/11/26,-3.044
2010/11/27,-2.854
2010/11/28,-2.623
2010/11/29,-2.402
2010/11/30,-2.565
2010/12/01,-2.874
2010/12/02,-3.156
2010/12/03,-3.284
2010/12/04,-3.296
2010/12/05,-3.383
2010/12/06,-3.444
2010/12/07,-3.41
2010/12/08,-3.212
2010/12/09,-3.194
2010/12/10,-3.643
2010/12/11,-4.002
2010/12/12,-4.339
2010/12/13,-4.649
2010/12/14,-4.566
2010/12/15,-4.239
2010/12/16,-3.959
2010/12/17,-3.666
2010/12/18,-3.292
2010/12/19,-2.775
2010/12/20,-2.435
2010/12/21,-1.973
2010/12/22,-1.958
2010/12/23,-1.969
2010/12/24,-1.973
2010/12/25,-1.854
2010/12/26,-1.767
2010/12/27,-1.533
2010/12/28,-1.308
2010/12/29,-1.015
2010/12/30,-0.565
2010/12/31,-0.19
2011/01/01,0.193
2011/01/02,0.409
2011/01/03,0.237
2011/01/04,0.009
2011/01/05,-0.11
2011/01/06,-0.354
2011/01/07,-0.223
2011/01/08,-0.16
2011/01/09,0.029
2011/01/10,0.094
2011/01/11,0.285
2011/01/12,0.369
2011/01/13,0.473
2011/01/14,0.689
2011/01/15,0.748
2011/01/16,0.838
2011/01/17,0.832
2011/01/18,0.375
2011/01/19,-0.028
2011/01/20,-0.138
2011/01/21,-0.139
2011/01/22,0.207
2011/01/23,0.604
2011/01/24,1.08
2011/01/25,1.187
2011/01/26,1.169
2011/01/27,0.832
2011/01/28,0.469
2011/01/29,0.26
2011/01/30,0.064
2011/01/31,0.29
2011/02/01,0.721
2011/02/02,1.56
2011/02/03,2.465
2011/02/04,3.534
2011/02/05,4.332
2011/02/06,5
2011/02/07,5.524
2011/02/08,5.049
2011/02/09,4.737
2011/02/10,4.339
2011/02/11,3.888
2011/02/12,3.493
2011/02/13,3.132
2011/02/14,2.769
2011/02/15,2.58
2011/02/16,2.361
2011/02/17,1.939
2011/02/18,1.052
2011/02/19,-0.14
2011/02/20,-1.071
2011/02/21,-1.903
2011/02/22,-2.516
2011/02/23,-2.798
2011/02/24,-2.974
2011/02/25,-2.962
2011/02/26,-2.718
2011/02/27,-2.889
2011/02/28,-3.438
2011/03/01,-3.992
2011/03/02,-4.264
2011/03/03,-4.318
2011/03/04,-4.235
2011/03/05,-4.011
2011/03/06,-3.864
2011/03/07,-3.92
2011/03/08,-3.9
2011/03/09,-3.95
2011/03/10,-4.239
2011/03/11,-4.376
2011/03/12,-4.34
2011/03/13,-4.365
2011/03/14,-4.265
2011/03/15,-4.038
2011/03/16,-3.78
2011/03/17,-3.454
2011/03/18,-3.366
2011/03/19,-3.278
2011/03/20,-3.09
2011/03/21,-2.917
2011/03/22,-2.877
2011/03/23,-2.447
2011/03/24,-2.102
2011/03/25,-1.315
2011/03/26,-0.818
2011/03/27,-0.493
2011/03/28,-0.097
2011/03/29,0.062
2011/03/30,0.117
2011/03/31,0.22
2011/04/01,0.107
2011/04/02,-0.005
2011/04/03,-0.073
2011/04/04,-0.262
2011/04/05,-0.476
2011/04/06,-0.958
2011/04/07,-1.365
2011/04/08,-1.535
2011/04/09,-1.73
2011/04/10,-1.758
2011/04/11,-1.72
2011/04/12,-1.556
2011/04/13,-1.145
2011/04/14,-0.68
2011/04/15,-0.212
2011/04/16,0.535
2011/04/17,1.31
2011/04/18,1.642
2011/04/19,1.991
2011/04/20,1.993
2011/04/21,1.831
2011/04/22,2.061
2011/04/23,2.571
2011/04/24,3.172
2011/04/25,3.791
2011/04/26,4.049
2011/04/27,4.18
2011/04/28,4.522
2011/04/29,5.467
2011/04/30,6.363
2011/05/01,6.817
2011/05/02,6.873
2011/05/03,6.648
2011/05/04,6.359
2011/05/05,5.97
2011/05/06,5.466
2011/05/07,4.897
2011/05/08,4.592
2011/05/09,4.189
2011/05/10,3.318
2011/05/11,2.983
2011/05/12,2.799
2011/05/13,3.457
2011/05/14,4.228
2011/05/15,4.355
2011/05/16,4.56
2011/05/17,4.549
2011/05/18,4.2
2011/05/19,2.729
2011/05/20,1.256
2011/05/21,-0.066
2011/05/22,-1.074
2011/05/23,-1.618
2011/05/24,-1.885
2011/05/25,-1.872
2011/05/26,-1.877
2011/05/27,-2.518
2011/05/28,-3.171
2011/05/29,-3.587
2011/05/30,-3.922
2011/05/31,-4.093
2011/06/01,-3.911
2011/06/02,-3.576
2011/06/03,-2.81
2011/06/04,-1.221
2011/06/05,0.512
2011/06/06,1.724
2011/06/07,2.385
2011/06/08,3.46
2011/06/09,4.782
2011/06/10,5.333
2011/06/11,4.9
2011/06/12,3.653
2011/06/13,2.526
2011/06/14,1.728
2011/06/15,0.827
2011/06/16,-0.509
2011/06/17,-1.735
2011/06/18,-2.706
2011/06/19,-3.375
2011/06/20,-3.83
2011/06/21,-4.054
2011/06/22,-4.169
2011/06/23,-4.18
2011/06/24,-4.392
2011/06/25,-4.812
2011/06/26,-5.178
2011/06/27,-5.378
2011/06/28,-5.464
2011/06/29,-5.44
2011/06/30,-5.288
2011/07/01,-5.206
2011/07/02,-5.102
2011/07/03,-4.928
2011/07/04,-4.687
2011/07/05,-4.634
2011/07/06,-4.476
2011/07/07,-4.41
2011/07/08,-4.094
2011/07/09,-3.919
2011/07/10,-3.751
2011/07/11,-3.457
2011/07/12,-3.221
2011/07/13,-2.815
2011/07/14,-2.669
2011/07/15,-2.438
2011/07/16,-2.298
2011/07/17,-2.045
2011/07/18,-1.812
2011/07/19,-1.828
2011/07/20,-1.716
2011/07/21,-1.648
2011/07/22,-1.566
2011/07/23,-1.508
2011/07/24,-1.35
2011/07/25,-1.182
2011/07/26,-0.938
2011/07/27,-0.85
2011/07/28,-0.894
2011/07/29,-0.837
2011/07/30,-0.787
2011/07/31,-0.666
2011/08/01,-0.796
2011/08/02,-1.049
2011/08/03,-1.475
2011/08/04,-2.084
2011/08/05,-2.484
2011/08/06,-3.058
2011/08/07,-3.646
2011/08/08,-4.03
2011/08/09,-4.091
2011/08/10,-3.93
2011/08/11,-3.616
2011/08/12,-3.264
2011/08/13,-2.904
2011/08/14,-2.279
2011/08/15,-1.728
2011/08/16,-0.87
2011/08/17,-0.254
2011/08/18,0.157
2011/08/19,0.423
2011/08/20,0.861
2011/08/21,1.235
2011/08/22,1.278
2011/08/23,1.059
2011/08/24,0.767
2011/08/25,0.512
2011/08/26,0.084
2011/08/27,-0.508
2011/08/28,-0.956
2011/08/29,-1.09
2011/08/30,-1.18
2011/08/31,-1.271
2011/09/01,-1.464
2011/09/02,-1.457
2011/09/03,-1.438
2011/09/04,-1.412
2011/09/05,-1.343
2011/09/06,-1.44
2011/09/07,-1.737
2011/09/08,-1.971
2011/09/09,-2.202
2011/09/10,-2.735
2011/09/11,-3.232
2011/09/12,-3.321
2011/09/13,-3.237
2011/09/14,-3.097
2011/09/15,-2.937
2011/09/16,-3.054
2011/09/17,-3.033
2011/09/18,-2.959
2011/09/19,-2.888
2011/09/20,-2.421
2011/09/21,-1.909
2011/09/22,-1.502
2011/09/23,-1.288
2011/09/24,-1.038
2011/09/25,-0.883
2011/09/26,-0.799
2011/09/27,-0.885
2011/09/28,-0.845
2011/09/29,-0.975
2011/09/30,-1.053
2011/10/01,-0.732
2011/10/02,-0.698
2011/10/03,-0.475
2011/10/04,-0.581
2011/10/05,-0.357
2011/10/06,-0.429
2011/10/07,-0.443
2011/10/08,-0.785
2011/10/09,-1.023
2011/10/10,-1.238
2011/10/11,-1.626
2011/10/12,-1.713
2011/10/13,-1.677
2011/10/14,-1.239
2011/10/15,-0.973
2011/10/16,-0.885
2011/10/17,-1.041
2011/10/18,-1.515
2011/10/19,-2.049
2011/10/20,-2.614
2011/10/21,-3.052
2011/10/22,-3.201
2011/10/23,-2.86
2011/10/24,-2.339
2011/10/25,-2.048
2011/10/26,-1.863
2011/10/27,-1.759
2011/10/28,-1.364
2011/10/29,-0.835
2011/10/30,-0.091
2011/10/31,0.788
2011/11/01,1.675
2011/11/02,2.249
2011/11/03,2.274
2011/11/04,2.408
2011/11/05,2.192
2011/11/06,1.84
2011/11/07,1.512
2011/11/08,1.365
2011/11/09,1.183
2011/11/10,0.779
2011/11/11,0.401
2011/11/12,0.392
2011/11/13,0.349
2011/11/14,0.105
2011/11/15,-0.309
2011/11/16,-0.782
2011/11/17,-1.132
2011/11/18,-1.503
2011/11/19,-1.971
2011/11/20,-1.972
2011/11/21,-2.145
2011/11/22,-2.037
2011/11/23,-1.881
2011/11/24,-1.73
2011/11/25,-1.285
2011/11/26,-0.965
2011/11/27,-0.742
2011/11/28,-0.396
2011/11/29,0.054
2011/11/30,0.948
2011/12/01,1.785
2011/12/02,2.045
2011/12/03,2.379
2011/12/04,2.281
2011/12/05,2.194
2011/12/06,2.192
2011/12/07,1.913
2011/12/08,1.937
2011/12/09,1.775
2011/12/10,1.446
2011/12/11,1.508
2011/12/12,1.338
2011/12/13,1.244
2011/12/14,1.195
2011/12/15,0.804
2011/12/16,0.549
2011/12/17,0.626
2011/12/18,0.531
2011/12/19,0.654
2011/12/20,0.753
2011/12/21,1.064
2011/12/22,1.444
2011/12/23,1.577
2011/12/24,1.751
2011/12/25,2.089
2011/12/26,2.147
2011/12/27,1.822
2011/12/28,1.715
2011/12/29,1.467
2011/12/30,1.564
2011/12/31,1.612
2012/01/01,1.897
2012/01/02,2.257
2012/01/03,2.431
2012/01/04,2.414
2012/01/05,2.901
2012/01/06,3.579
2012/01/07,4.128
2012/01/08,4.289
2012/01/09,4.065
2012/01/10,3.417
2012/01/11,2.959
2012/01/12,2.47
2012/01/13,2.105
2012/01/14,1.77
2012/01/15,1.398
2012/01/16,1.437
2012/01/17,1.097
2012/01/18,0.447
2012/01/19,0.219
2012/01/20,0.151
2012/01/21,0.063
2012/01/22,-0.218
2012/01/23,-0.283
2012/01/24,-0.401
2012/01/25,-0.574
2012/01/26,-0.77
2012/01/27,-1.036
2012/01/28,-1.268
2012/01/29,-1.27
2012/01/30,-1.282
2012/01/31,-1.411
2012/02/01,-1.38
2012/02/02,-1.034
2012/02/03,-0.832
2012/02/04,-0.638
2012/02/05,-0.64
2012/02/06,-0.715
2012/02/07,-0.837
2012/02/08,-0.819
2012/02/09,-0.727
2012/02/10,-0.73
2012/02/11,-0.567
2012/02/12,-0.509
2012/02/13,-0.695
2012/02/14,-0.874
2012/02/15,-1.199
2012/02/16,-1.584
2012/02/17,-1.779
2012/02/18,-1.899
2012/02/19,-2.086
2012/02/20,-2.258
2012/02/21,-2.265
2012/02/22,-2.08
2012/02/23,-1.747
2012/02/24,-1.275
2012/02/25,-0.876
2012/02/26,-0.649
2012/02/27,-0.387
2012/02/28,-0.1
2012/02/29,0.096
2012/03/01,0.13
2012/03/02,-0.058
2012/03/03,-0.302
2012/03/04,-0.389
2012/03/05,-0.357
2012/03/06,-0.421
2012/03/07,-0.319
2012/03/08,-0.292
2012/03/09,-0.201
2012/03/10,-0.283
2012/03/11,-0.378
2012/03/12,-0.314
2012/03/13,-0.217
2012/03/14,-0.168
2012/03/15,-0.064
2012/03/16,0.272
2012/03/17,0.53
2012/03/18,0.57
2012/03/19,0.338
2012/03/20,0.185
2012/03/21,-0.033
2012/03/22,-0.221
2012/03/23,-0.467
2012/03/24,-0.391
2012/03/25,-0.574
2012/03/26,-0.72
2012/03/27,-0.708
2012/03/28,-0.672
2012/03/29,-0.734
2012/03/30,-0.704
2012/03/31,-0.624
2012/04/01,-0.676
2012/04/02,-0.882
2012/04/03,-0.813
2012/04/04,-0.732
2012/04/05,-0.687
2012/04/06,-0.43
2012/04/07,-0.353
2012/04/08,-0.216
2012/04/09,-0.231
2012/04/10,-0.184
2012/04/11,-0.237
2012/04/12,-0.352
2012/04/13,-0.345
2012/04/14,-0.097
2012/04/15,-0.101
2012/04/16,0.242
2012/04/17,0.369
2012/04/18,0.467
2012/04/19,0.681
2012/04/20,0.722
2012/04/21,0.834
2012/04/22,0.761
2012/04/23,0.505
2012/04/24,0.433
2012/04/25,0.284
2012/04/26,0.376
2012/04/27,0.423
2012/04/28,0.459
2012/04/29,0.594
2012/04/30,0.64
2012/05/01,0.524
2012/05/02,0.312
2012/05/03,0.243
2012/05/04,0.209
2012/05/05,0.293
2012/05/06,0.267
2012/05/07,0.255
2012/05/08,0.174
2012/05/09,0.002
2012/05/10,-0.486
2012/05/11,-0.599
2012/05/12,-0.904
2012/05/13,-1.03
2012/05/14,-1.088
2012/05/15,-1.155
2012/05/16,-1.073
2012/05/17,-1.023
2012/05/18,-0.809
2012/05/19,-0.582
2012/05/20,-0.48
2012/05/21,-0.533
2012/05/22,-0.556
2012/05/23,-0.392
2012/05/24,-0.29
2012/05/25,-0.061
2012/05/26,0.292
2012/05/27,0.557
2012/05/28,0.655
2012/05/29,0.606
2012/05/30,0.657
2012/05/31,0.599
2012/06/01,0.766
2012/06/02,0.844
2012/06/03,0.744
2012/06/04,0.679
2012/06/05,0.719
2012/06/06,0.675
2012/06/07,0.681
2012/06/08,0.699
2012/06/09,0.839
2012/06/10,0.88
2012/06/11,0.596
2012/06/12,0.697
2012/06/13,0.676
2012/06/14,0.852
2012/06/15,1.008
2012/06/16,1.217
2012/06/17,1.343
2012/06/18,1.559
2012/06/19,1.226
2012/06/20,1.212
2012/06/21,1.101
2012/06/22,1.017
2012/06/23,0.861
2012/06/24,0.405
2012/06/25,0.186
2012/06/26,0.03
2012/06/27,0.004
2012/06/28,-0.063
2012/06/29,-0.015
2012/06/30,-0.04
2012/07/01,0.024
2012/07/02,0.085
2012/07/03,0.209
2012/07/04,0.111
2012/07/05,0.011
2012/07/06,0.026
2012/07/07,0.078
2012/07/08,0.016
2012/07/09,0.051
2012/07/10,0.142
2012/07/11,0.145
2012/07/12,0.419
2012/07/13,0.763
2012/07/14,0.961
2012/07/15,0.898
2012/07/16,1.045
2012/07/17,1.363
2012/07/18,1.517
2012/07/19,1.42
2012/07/20,1.445
2012/07/21,1.348
2012/07/22,1.309
2012/07/23,1.075
2012/07/24,0.944
2012/07/25,0.828
2012/07/26,0.729
2012/07/27,0.796
2012/07/28,0.574
2012/07/29,0.66
2012/07/30,0.506
2012/07/31,0.167
2012/08/01,0.016
2012/08/02,0.208
2012/08/03,0.422
2012/08/04,0.687
2012/08/05,0.79
2012/08/06,0.888
2012/08/07,1.183
2012/08/08,1.378
2012/08/09,1.444
2012/08/10,1.347
2012/08/11,1.311
2012/08/12,1.155
2012/08/13,1.025
2012/08/14,0.864
2012/08/15,0.867
2012/08/16,0.89
2012/08/17,0.788
2012/08/18,0.699
2012/08/19,0.488
2012/08/20,-0.138
2012/08/21,-0.708
2012/08/22,-1.06
2012/08/23,-1.281
2012/08/24,-1.48
2012/08/25,-1.591
2012/08/26,-1.509
2012/08/27,-1.551
2012/08/28,-1.441
2012/08/29,-1.26
2012/08/30,-1.178
2012/08/31,-1.168
2012/09/01,-1.151
2012/09/02,-1.046
2012/09/03,-1.069
2012/09/04,-0.872
2012/09/05,-0.669
2012/09/06,-0.566
2012/09/07,-0.568
2012/09/08,-0.688
2012/09/09,-0.616
2012/09/10,-0.606
2012/09/11,-0.682
2012/09/12,-0.507
2012/09/13,-0.534
2012/09/14,-0.406
2012/09/15,-0.258
2012/09/16,-0.009
2012/09/17,0.178
2012/09/18,0.253
2012/09/19,0.211
2012/09/20,0.299
2012/09/21,0.385
2012/09/22,0.213
2012/09/23,0.161
2012/09/24,0.084
2012/09/25,-0.153
2012/09/26,-0.205
2012/09/27,-0.008
2012/09/28,0.004
2012/09/29,0.096
2012/09/30,0.096
2012/10/01,-0.086
2012/10/02,-0.032
2012/10/03,-0.131
2012/10/04,-0.173
2012/10/05,-0.2
2012/10/06,-0.067
2012/10/07,-0.27
2012/10/08,-0.244
2012/10/09,-0.436
2012/10/10,-0.563
2012/10/11,-0.718
2012/10/12,-0.743
2012/10/13,-0.7
2012/10/14,-0.802
2012/10/15,-0.643
2012/10/16,-0.562
2012/10/17,-0.581
2012/10/18,-0.46
2012/10/19,-0.605
2012/10/20,-0.463
2012/10/21,-0.409
2012/10/22,-0.357
2012/10/23,-0.53
2012/10/24,-0.423
2012/10/25,-0.422
2012/10/26,-0.432
2012/10/27,-0.621
2012/10/28,-0.743
2012/10/29,-0.891
2012/10/30,-1.108
2012/10/31,-1.177
2012/11/01,-1.201
2012/11/02,-1.223
2012/11/03,-1.203
2012/11/04,-1.151
2012/11/05,-1.004
2012/11/06,-0.974
2012/11/07,-0.771
2012/11/08,-0.688
2012/11/09,-0.557
2012/11/10,-0.575
2012/11/11,-0.477
2012/11/12,-0.507
2012/11/13,-0.379
2012/11/14,-0.325
2012/11/15,-0.297
2012/11/16,-0.101
2012/11/17,0.04
2012/11/18,0.096
2012/11/19,0.374
2012/11/20,0.46
2012/11/21,0.547
2012/11/22,0.503
2012/11/23,0.777
2012/11/24,0.804
2012/11/25,0.787
2012/11/26,0.744
2012/11/27,0.633
2012/11/28,0.344
2012/11/29,-0.603
2012/11/30,-1.73
2012/12/01,-2.594
2012/12/02,-3.371
2012/12/03,-3.926
2012/12/04,-4.358
2012/12/05,-4.443
2012/12/06,-4.312
2012/12/07,-4.083
2012/12/08,-3.798
2012/12/09,-3.509
2012/12/10,-3.074
2012/12/11,-2.608
2012/12/12,-2.295
2012/12/13,-1.928
2012/12/14,-1.714
2012/12/15,-1.337
2012/12/16,-1.128
2012/12/17,-0.758
2012/12/18,-0.584
2012/12/19,-0.415
2012/12/20,-0.434
2012/12/21,-0.327
2012/12/22,-0.012
2012/12/23,-0.198
2012/12/24,-0.181
2012/12/25,-0.232
2012/12/26,0.119
2012/12/27,0.392
2012/12/28,0.669
2012/12/29,0.759
2012/12/30,1.006
2012/12/31,0.953
2013/01/01,0.876
2013/01/02,0.779
2013/01/03,0.708
2013/01/04,0.635
2013/01/05,0.43
2013/01/06,0.367
2013/01/07,0.465
2013/01/08,0.16
2013/01/09,-0.062
2013/01/10,-0.095
2013/01/11,-0.277
2013/01/12,-0.251
2013/01/13,-0.131
2013/01/14,0.068
2013/01/15,-0.049
2013/01/16,0.04
2013/01/17,-0.07
2013/01/18,0.1
2013/01/19,0.52
2013/01/20,0.697
2013/01/21,0.719
2013/01/22,0.998
2013/01/23,1.136
2013/01/24,1.601
2013/01/25,1.792
2013/01/26,2.164
2013/01/27,2.275
2013/01/28,2.235
2013/01/29,2.337
2013/01/30,2.38
2013/01/31,2.639
2013/02/01,2.472
2013/02/02,2.266
2013/02/03,2.431
2013/02/04,2.209
2013/02/05,1.871
2013/02/06,1.405
2013/02/07,1.175
2013/02/08,1.042
2013/02/09,0.992
2013/02/10,1.096
2013/02/11,1.121
2013/02/12,1.116
2013/02/13,1.387
2013/02/14,1.39
2013/02/15,1.642
2013/02/16,1.825
2013/02/17,1.855
2013/02/18,1.466
2013/02/19,1.18
2013/02/20,1.25
2013/02/21,1.111
2013/02/22,1.07
2013/02/23,0.939
2013/02/24,0.73
2013/02/25,0.794
2013/02/26,0.723
2013/02/27,0.716
2013/02/28,0.681
2013/03/01,0.623
2013/03/02,0.423
2013/03/03,0.279
2013/03/04,0.179
2013/03/05,0.012
2013/03/06,0.191
2013/03/07,0.625
2013/03/08,0.999
2013/03/09,1.409
2013/03/10,1.771
2013/03/11,1.854
2013/03/12,1.922
2013/03/13,1.869
2013/03/14,1.71
2013/03/15,1.349
2013/03/16,1.037
2013/03/17,0.842
2013/03/18,0.612
2013/03/19,0.469
2013/03/20,1.038
2013/03/21,1.726
2013/03/22,2.394
2013/03/23,2.784
2013/03/24,2.468
2013/03/25,1.811
2013/03/26,1.286
2013/03/27,0.973
2013/03/28,1.252
2013/03/29,1.427
2013/03/30,1.543
2013/03/31,1.688
2013/04/01,1.855
2013/04/02,2.171
2013/04/03,2.668
2013/04/04,3.069
2013/04/05,3.579
2013/04/06,3.707
2013/04/07,3.702
2013/04/08,3.727
2013/04/09,4.363
2013/04/10,4.775
2013/04/11,3.896
2013/04/12,2.52
2013/04/13,1.205
2013/04/14,-0.041
2013/04/15,-1.062
2013/04/16,-2.006
2013/04/17,-2.762
2013/04/18,-3.339
2013/04/19,-3.471
2013/04/20,-3.196
2013/04/21,-2.776
2013/04/22,-2.427
2013/04/23,-1.905
2013/04/24,-1.255
2013/04/25,-0.378
2013/04/26,0.167
2013/04/27,0.29
2013/04/28,0.519
2013/04/29,0.629
2013/04/30,0.464
2013/05/01,0.193
2013/05/02,-0.306
2013/05/03,-0.891
2013/05/04,-1.278
2013/05/05,-1.368
2013/05/06,-1.485
2013/05/07,-1.551
2013/05/08,-1.616
2013/05/09,-1.628
2013/05/10,-1.511
2013/05/11,-1.293
2013/05/12,-1.228
2013/05/13,-1.23
2013/05/14,-1.377
2013/05/15,-1.572
2013/05/16,-1.633
2013/05/17,-1.536
2013/05/18,-1.367
2013/05/19,-1.248
2013/05/20,-1.22
2013/05/21,-0.946
2013/05/22,-0.714
2013/05/23,-0.354
2013/05/24,-0.047
2013/05/25,0.194
2013/05/26,0.279
2013/05/27,0.32
2013/05/28,0.266
2013/05/29,0.21
2013/05/30,0.225
2013/05/31,0.119
2013/06/01,0.208
2013/06/02,0.081
2013/06/03,-0.028
2013/06/04,-0.133
2013/06/05,-0.543
2013/06/06,-1.073
2013/06/07,-1.594
2013/06/08,-1.99
2013/06/09,-2.471
2013/06/10,-2.831
2013/06/11,-2.951
2013/06/12,-2.913
2013/06/13,-2.923
2013/06/14,-2.861
2013/06/15,-2.822
2013/06/16,-2.763
2013/06/17,-2.997
2013/06/18,-3.223
2013/06/19,-3.206
2013/06/20,-3.07
2013/06/21,-2.826
2013/06/22,-2.633
2013/06/23,-2.559
2013/06/24,-2.505
2013/06/25,-2.414
2013/06/26,-2.301
2013/06/27,-2.118
2013/06/28,-2.043
2013/06/29,-2.045
2013/06/30,-2.23
2013/07/01,-2.413
2013/07/02,-2.603
2013/07/03,-2.636
2013/07/04,-2.779
2013/07/05,-2.87
2013/07/06,-3.011
2013/07/07,-3.171
2013/07/08,-3.14
2013/07/09,-3.078
2013/07/10,-2.8
2013/07/11,-2.722
2013/07/12,-2.744
2013/07/13,-2.478
2013/07/14,-2.16
2013/07/15,-1.859
2013/07/16,-1.586
2013/07/17,-1.164
2013/07/18,-1.03
2013/07/19,-0.942
2013/07/20,-0.872
2013/07/21,-0.73
2013/07/22,-0.921
2013/07/23,-1.289
2013/07/24,-1.395
2013/07/25,-1.529
2013/07/26,-1.551
2013/07/27,-1.406
2013/07/28,-1.403
2013/07/29,-1.173
2013/07/30,-0.865
2013/07/31,-0.622
2013/08/01,-0.525
2013/08/02,-0.324
2013/08/03,-0.45
2013/08/04,-0.611
2013/08/05,-0.823
2013/08/06,-0.93
2013/08/07,-1.032
2013/08/08,-1.007
2013/08/09,-1.141
2013/08/10,-1.134
2013/08/11,-1.129
2013/08/12,-1.148
2013/08/13,-1.274
2013/08/14,-1.623
2013/08/15,-1.952
2013/08/16,-2.247
2013/08/17,-2.412
2013/08/18,-2.477
2013/08/19,-2.509
2013/08/20,-2.368
2013/08/21,-2.154
2013/08/22,-1.751
2013/08/23,-1.533
2013/08/24,-1.476
2013/08/25,-1.661
2013/08/26,-1.804
2013/08/27,-1.874
2013/08/28,-1.72
2013/08/29,-1.604
2013/08/30,-1.401
2013/08/31,-1.07
2013/09/01,-0.857
2013/09/02,-0.684
2013/09/03,-0.506
2013/09/04,-0.84
2013/09/05,-1.228
2013/09/06,-1.646
2013/09/07,-2.143
2013/09/08,-2.416
2013/09/09,-2.404
2013/09/10,-2.364
2013/09/11,-2.192
2013/09/12,-1.975
2013/09/13,-1.767
2013/09/14,-1.52
2013/09/15,-1.739
2013/09/16,-2.128
2013/09/17,-2.233
2013/09/18,-2.214
2013/09/19,-2.229
2013/09/20,-2.203
2013/09/21,-2.202
2013/09/22,-2.16
2013/09/23,-2.106
2013/09/24,-2.002
2013/09/25,-2.022
2013/09/26,-2.381
2013/09/27,-2.63
2013/09/28,-2.75
2013/09/29,-2.857
2013/09/30,-2.879
2013/10/01,-2.801
2013/10/02,-2.692
2013/10/03,-2.694
2013/10/04,-2.671
2013/10/05,-2.377
2013/10/06,-2.384
2013/10/07,-2.532
2013/10/08,-2.645
2013/10/09,-2.705
2013/10/10,-2.62
2013/10/11,-2.514
2013/10/12,-2.238
2013/10/13,-2.027
2013/10/14,-1.73
2013/10/15,-1.377
2013/10/16,-1.418
2013/10/17,-1.747
2013/10/18,-1.911
2013/10/19,-1.928
2013/10/20,-1.929
2013/10/21,-1.761
2013/10/22,-1.326
2013/10/23,-0.779
2013/10/24,-0.318
2013/10/25,-0.078
2013/10/26,-0.582
2013/10/27,-1.118
2013/10/28,-1.604
2013/10/29,-1.926
2013/10/30,-1.984
2013/10/31,-1.941
2013/11/01,-1.783
2013/11/02,-1.711
2013/11/03,-1.6
