Date,transactions90ema
2011/01/17,808.765
2011/01/18,805.869
2011/01/19,804.597
2011/01/20,803.134
2011/01/21,807.285
2011/01/22,817.169
2011/01/23,819.231
2011/01/24,826.083
2011/01/25,824.037
2011/01/26,824.058
2011/01/27,820.914
2011/01/28,823.158
2011/01/29,831.132
2011/01/30,866.404
2011/01/31,874.241
2011/02/01,873.687
2011/02/02,870.705
2011/02/03,865.392
2011/02/04,863.076
2011/02/05,858.459
2011/02/06,855.68
2011/02/07,852.016
2011/02/08,848.192
2011/02/09,852.297
2011/02/10,874.181
2011/02/11,902.639
2011/02/12,920.515
2011/02/13,935.976
2011/02/14,955.185
2011/02/15,978.126
2011/02/16,997.464
2011/02/17,1020
2011/02/18,1038
2011/02/19,1046
2011/02/20,1062
2011/02/21,1077
2011/02/22,1097
2011/02/23,1118
2011/02/24,1135
2011/02/25,1150
2011/02/26,1162
2011/02/27,1181
2011/02/28,1189
2011/03/01,1220
2011/03/02,1234
2011/03/03,1273
2011/03/04,1284
2011/03/05,1295
2011/03/06,1305
2011/03/07,1314
2011/03/08,1334
2011/03/09,1342
2011/03/10,1346
2011/03/11,1355
2011/03/12,1388
2011/03/13,1414
2011/03/14,1439
2011/03/15,1467
2011/03/16,1502
2011/03/17,1540
2011/03/18,1555
2011/03/19,1589
2011/03/20,1641
2011/03/21,1730
2011/03/22,1738
2011/03/23,1797
2011/03/24,1802
2011/03/25,1802
2011/03/26,1833
2011/03/27,1844
2011/03/28,1864
2011/03/29,1879
2011/03/30,1873
2011/03/31,1874
2011/04/01,1863
2011/04/02,1857
2011/04/03,1852
2011/04/04,1858
2011/04/05,1860
2011/04/06,1857
2011/04/07,1849
2011/04/08,1844
2011/04/09,1838
2011/04/10,1832
2011/04/11,1831
2011/04/12,1833
2011/04/13,1841
2011/04/14,1860
2011/04/15,1860
2011/04/16,1863
2011/04/17,1868
2011/04/18,1890
2011/04/19,1924
2011/04/20,1944
2011/04/21,1940
2011/04/22,1940
2011/04/23,1944
2011/04/24,1948
2011/04/25,1958
2011/04/26,1986
2011/04/27,2039
2011/04/28,2058
2011/04/29,2086
2011/04/30,2134
2011/05/01,2170
2011/05/02,2186
2011/05/03,2198
2011/05/04,2207
2011/05/05,2230
2011/05/06,2248
2011/05/07,2280
2011/05/08,2288
2011/05/09,2310
2011/05/10,2325
2011/05/11,2337
2011/05/12,2356
2011/05/13,2389
2011/05/14,2428
2011/05/15,2453
2011/05/16,2489
2011/05/17,2527
2011/05/18,2588
2011/05/19,2629
2011/05/20,2672
2011/05/21,2718
2011/05/22,2769
2011/05/23,2828
2011/05/24,2888
2011/05/25,2955
2011/05/26,3037
2011/05/27,3073
2011/05/28,3112
2011/05/29,3144
2011/05/30,3189
2011/05/31,3249
2011/06/01,3317
2011/06/02,3397
2011/06/03,3503
2011/06/04,3615
2011/06/05,3720
2011/06/06,3846
2011/06/07,3956
2011/06/08,4125
2011/06/09,4297
2011/06/10,4445
2011/06/11,4581
2011/06/12,4749
2011/06/13,4887
2011/06/14,5085
2011/06/15,5244
2011/06/16,5405
2011/06/17,5530
2011/06/18,5659
2011/06/19,5782
2011/06/20,5896
2011/06/21,5974
2011/06/22,6090
2011/06/23,6180
2011/06/24,6280
2011/06/25,6352
2011/06/26,6428
2011/06/27,6541
2011/06/28,6630
2011/06/29,6700
2011/06/30,6760
2011/07/01,6841
2011/07/02,6863
2011/07/03,6893
2011/07/04,6948
2011/07/05,6990
2011/07/06,7064
2011/07/07,7107
2011/07/08,7135
2011/07/09,7147
2011/07/10,7172
2011/07/11,7242
2011/07/12,7259
2011/07/13,7297
2011/07/14,7325
2011/07/15,7336
2011/07/16,7367
2011/07/17,7385
2011/07/18,7416
2011/07/19,7452
2011/07/20,7480
2011/07/21,7492
2011/07/22,7521
2011/07/23,7516
2011/07/24,7528
2011/07/25,7567
2011/07/26,7581
2011/07/27,7586
2011/07/28,7594
2011/07/29,7585
2011/07/30,7551
2011/07/31,7559
2011/08/01,7570
2011/08/02,7594
2011/08/03,7593
2011/08/04,7606
2011/08/05,7598
2011/08/06,7578
2011/08/07,7556
2011/08/08,7547
2011/08/09,7581
2011/08/10,7594
2011/08/11,7591
2011/08/12,7579
2011/08/13,7572
2011/08/14,7567
2011/08/15,7582
2011/08/16,7624
2011/08/17,7623
2011/08/18,7615
2011/08/19,7612
2011/08/20,7600
2011/08/21,7598
2011/08/22,7599
2011/08/23,7588
2011/08/24,7580
2011/08/25,7570
2011/08/26,7563
2011/08/27,7534
2011/08/28,7489
2011/08/29,7499
2011/08/30,7503
2011/08/31,7495
2011/09/01,7485
2011/09/02,7472
2011/09/03,7435
2011/09/04,7428
2011/09/05,7416
2011/09/06,7422
2011/09/07,7411
2011/09/08,7389
2011/09/09,7385
2011/09/10,7351
2011/09/11,7329
2011/09/12,7309
2011/09/13,7289
2011/09/14,7262
2011/09/15,7241
2011/09/16,7215
2011/09/17,7174
2011/09/18,7144
2011/09/19,7131
2011/09/20,7150
2011/09/21,7158
2011/09/22,7133
2011/09/23,7112
2011/09/24,7079
2011/09/25,7046
2011/09/26,7012
2011/09/27,6989
2011/09/28,6965
2011/09/29,6932
2011/09/30,6906
2011/10/01,6869
2011/10/02,6826
2011/10/03,6816
2011/10/04,6791
2011/10/05,6766
2011/10/06,6744
2011/10/07,6718
2011/10/08,6686
2011/10/09,6656
2011/10/10,6637
2011/10/11,6619
2011/10/12,6602
2011/10/13,6564
2011/10/14,6551
2011/10/15,6527
2011/10/16,6490
2011/10/17,6472
2011/10/18,6434
2011/10/19,6402
2011/10/20,6361
2011/10/21,6333
2011/10/22,6304
2011/10/23,6287
2011/10/24,6276
2011/10/25,6250
2011/10/26,6226
2011/10/27,6190
2011/10/28,6164
2011/10/29,6149
2011/10/30,6121
2011/10/31,6097
2011/11/01,6087
2011/11/02,6081
2011/11/03,6082
2011/11/04,6089
2011/11/05,6083
2011/11/06,6056
2011/11/07,6041
2011/11/08,6037
2011/11/09,6042
2011/11/10,6050
2011/11/11,6027
2011/11/12,6004
2011/11/13,5987
2011/11/14,5982
2011/11/15,5981
2011/11/16,5979
2011/11/17,5954
2011/11/18,5934
2011/11/19,5904
2011/11/20,5884
2011/11/21,5857
2011/11/22,5846
2011/11/23,5838
2011/11/24,5817
2011/11/25,5807
2011/11/26,5781
2011/11/27,5763
2011/11/28,5764
2011/11/29,5775
2011/11/30,5795
2011/12/01,5803
2011/12/02,5811
2011/12/03,5804
2011/12/04,5792
2011/12/05,5798
2011/12/06,5842
2011/12/07,5846
2011/12/08,5842
2011/12/09,5833
2011/12/10,5826
2011/12/11,5810
2011/12/12,5787
2011/12/13,5776
2011/12/14,5770
2011/12/15,5748
2011/12/16,5732
2011/12/17,5713
2011/12/18,5686
2011/12/19,5686
2011/12/20,5696
2011/12/21,5690
2011/12/22,5691
2011/12/23,5687
2011/12/24,5662
2011/12/25,5650
2011/12/26,5645
2011/12/27,5633
2011/12/28,5615
2011/12/29,5604
2011/12/30,5588
2011/12/31,5575
2012/01/01,5559
2012/01/02,5552
2012/01/03,5554
2012/01/04,5554
2012/01/05,5583
2012/01/06,5602
2012/01/07,5605
2012/01/08,5619
2012/01/09,5626
2012/01/10,5646
2012/01/11,5676
2012/01/12,5695
2012/01/13,5717
2012/01/14,5738
2012/01/15,5747
2012/01/16,5770
2012/01/17,5788
2012/01/18,5804
2012/01/19,5825
2012/01/20,5843
2012/01/21,5851
2012/01/22,5836
2012/01/23,5838
2012/01/24,5867
2012/01/25,5910
2012/01/26,5922
2012/01/27,5928
2012/01/28,5924
2012/01/29,5932
2012/01/30,5933
2012/01/31,5951
2012/02/01,5960
2012/02/02,5983
2012/02/03,6003
2012/02/04,6027
2012/02/05,6040
2012/02/06,6039
2012/02/07,6057
2012/02/08,6075
2012/02/09,6103
2012/02/10,6152
2012/02/11,6182
2012/02/12,6197
2012/02/13,6234
2012/02/14,6302
2012/02/15,6366
2012/02/16,6433
2012/02/17,6437
2012/02/18,6435
2012/02/19,6421
2012/02/20,6416
2012/02/21,6413
2012/02/22,6427
2012/02/23,6458
2012/02/24,6465
2012/02/25,6458
2012/02/26,6441
2012/02/27,6444
2012/02/28,6447
2012/02/29,6449
2012/03/01,6453
2012/03/02,6477
2012/03/03,6446
2012/03/04,6446
2012/03/05,6454
2012/03/06,6450
2012/03/07,6450
2012/03/08,6451
2012/03/09,6448
2012/03/10,6421
2012/03/11,6392
2012/03/12,6383
2012/03/13,6401
2012/03/14,6409
2012/03/15,6404
2012/03/16,6412
2012/03/17,6419
2012/03/18,6407
2012/03/19,6409
2012/03/20,6415
2012/03/21,6424
2012/03/22,6424
2012/03/23,6416
2012/03/24,6411
2012/03/25,6403
2012/03/26,6404
2012/03/27,6407
2012/03/28,6422
2012/03/29,6443
2012/03/30,6448
2012/03/31,6438
2012/04/01,6416
2012/04/02,6415
2012/04/03,6441
2012/04/04,6453
2012/04/05,6463
2012/04/06,6465
2012/04/07,6454
2012/04/08,6439
2012/04/09,6440
2012/04/10,6481
2012/04/11,6508
2012/04/12,6545
2012/04/13,6553
2012/04/14,6582
2012/04/15,6597
2012/04/16,6637
2012/04/17,6660
2012/04/18,6699
2012/04/19,6722
2012/04/20,6753
2012/04/21,6760
2012/04/22,6748
2012/04/23,6753
2012/04/24,6770
2012/04/25,6784
2012/04/26,6853
2012/04/27,6858
2012/04/28,6867
2012/04/29,6882
2012/04/30,6934
2012/05/01,7002
2012/05/02,7064
2012/05/03,7213
2012/05/04,7361
2012/05/05,7481
2012/05/06,7558
2012/05/07,7789
2012/05/08,8004
2012/05/09,8203
2012/05/10,8279
2012/05/11,8513
2012/05/12,8726
2012/05/13,8855
2012/05/14,9280
2012/05/15,9562
2012/05/16,9747
2012/05/17,9902
2012/05/18,10219
2012/05/19,10769
2012/05/20,11221
2012/05/21,11666
2012/05/22,11923
2012/05/23,12261
2012/05/24,12574
2012/05/25,12932
2012/05/26,13156
2012/05/27,13445
2012/05/28,13803
2012/05/29,14152
2012/05/30,14401
2012/05/31,14543
2012/06/01,14815
2012/06/02,14767
2012/06/03,15178
2012/06/04,15850
2012/06/05,16474
2012/06/06,16459
2012/06/07,16823
2012/06/08,16976
2012/06/09,17325
2012/06/10,17836
2012/06/11,18156
2012/06/12,18154
2012/06/13,19000
2012/06/14,19940
2012/06/15,20707
2012/06/16,21200
2012/06/17,21695
2012/06/18,22073
2012/06/19,22375
2012/06/20,22589
2012/06/21,22678
2012/06/22,22695
2012/06/23,22683
2012/06/24,22673
2012/06/25,22803
2012/06/26,22963
2012/06/27,23133
2012/06/28,23205
2012/06/29,23194
2012/06/30,23179
2012/07/01,23090
2012/07/02,23132
2012/07/03,23118
2012/07/04,23116
2012/07/05,23080
2012/07/06,23095
2012/07/07,23147
2012/07/08,23092
2012/07/09,23133
2012/07/10,23392
2012/07/11,23562
2012/07/12,23575
2012/07/13,23593
2012/07/14,23572
2012/07/15,23630
2012/07/16,23797
2012/07/17,24043
2012/07/18,24228
2012/07/19,24374
2012/07/20,24644
2012/07/21,24860
2012/07/22,25076
2012/07/23,25241
2012/07/24,25306
2012/07/25,25347
2012/07/26,25461
2012/07/27,25494
2012/07/28,25705
2012/07/29,25894
2012/07/30,26077
2012/07/31,26413
2012/08/01,26501
2012/08/02,26645
2012/08/03,26666
2012/08/04,26714
2012/08/05,26856
2012/08/06,27040
2012/08/07,27093
2012/08/08,27377
2012/08/09,27429
2012/08/10,27447
2012/08/11,27568
2012/08/12,27720
2012/08/13,28181
2012/08/14,28317
2012/08/15,28855
2012/08/16,29239
2012/08/17,29485
2012/08/18,29650
2012/08/19,29806
2012/08/20,29935
2012/08/21,30206
2012/08/22,30371
2012/08/23,30399
2012/08/24,30437
2012/08/25,30500
2012/08/26,30474
2012/08/27,30529
2012/08/28,30510
2012/08/29,30588
2012/08/30,30658
2012/08/31,30874
2012/09/01,31088
2012/09/02,31139
2012/09/03,31292
2012/09/04,31478
2012/09/05,31687
2012/09/06,31927
2012/09/07,31957
2012/09/08,31937
2012/09/09,31923
2012/09/10,31957
2012/09/11,32092
2012/09/12,32001
2012/09/13,31932
2012/09/14,32021
2012/09/15,31913
2012/09/16,31832
2012/09/17,31666
2012/09/18,31688
2012/09/19,31697
2012/09/20,31684
2012/09/21,31651
2012/09/22,31436
2012/09/23,31357
2012/09/24,31306
2012/09/25,31146
2012/09/26,31171
2012/09/27,31106
2012/09/28,31139
2012/09/29,30978
2012/09/30,30748
2012/10/01,30613
2012/10/02,30659
2012/10/03,30569
2012/10/04,30611
2012/10/05,30734
2012/10/06,30773
2012/10/07,30858
2012/10/08,31015
2012/10/09,31110
2012/10/10,31109
2012/10/11,31031
2012/10/12,30976
2012/10/13,31019
2012/10/14,30937
2012/10/15,30935
2012/10/16,31010
2012/10/17,31025
2012/10/18,30961
2012/10/19,30834
2012/10/20,30822
2012/10/21,31039
2012/10/22,31302
2012/10/23,31315
2012/10/24,31331
2012/10/25,31232
2012/10/26,31024
2012/10/27,30697
2012/10/28,30413
2012/10/29,30214
2012/10/30,30223
2012/10/31,30165
2012/11/01,30019
2012/11/02,29993
2012/11/03,29856
2012/11/04,29730
2012/11/05,29781
2012/11/06,29826
2012/11/07,29969
2012/11/08,30019
2012/11/09,29909
2012/11/10,29845
2012/11/11,29703
2012/11/12,29573
2012/11/13,29516
2012/11/14,29521
2012/11/15,29696
2012/11/16,29907
2012/11/17,29962
2012/11/18,30050
2012/11/19,30198
2012/11/20,30341
2012/11/21,30530
2012/11/22,30535
2012/11/23,30571
2012/11/24,30549
2012/11/25,30682
2012/11/26,30793
2012/11/27,30720
2012/11/28,30860
2012/11/29,31001
2012/11/30,30971
2012/12/01,31022
2012/12/02,30790
2012/12/03,30586
2012/12/04,30623
2012/12/05,30689
2012/12/06,30828
2012/12/07,30854
2012/12/08,30902
2012/12/09,30925
2012/12/10,31038
2012/12/11,31161
2012/12/12,31281
2012/12/13,31525
2012/12/14,31687
2012/12/15,31699
2012/12/16,31780
2012/12/17,31980
2012/12/18,32370
2012/12/19,32639
2012/12/20,32709
2012/12/21,32967
2012/12/22,33365
2012/12/23,33437
2012/12/24,33493
2012/12/25,33386
2012/12/26,33453
2012/12/27,33676
2012/12/28,33968
2012/12/29,34056
2012/12/30,34302
2012/12/31,34206
2013/01/01,34151
2013/01/02,34264
2013/01/03,34437
2013/01/04,34745
2013/01/05,34849
2013/01/06,34805
2013/01/07,34922
2013/01/08,35001
2013/01/09,35178
2013/01/10,35556
2013/01/11,35931
2013/01/12,36143
2013/01/13,36432
2013/01/14,36607
2013/01/15,36789
2013/01/16,37157
2013/01/17,37395
2013/01/18,37650
2013/01/19,38054
2013/01/20,38124
2013/01/21,38172
2013/01/22,38291
2013/01/23,38473
2013/01/24,38640
2013/01/25,38854
2013/01/26,39147
2013/01/27,39501
2013/01/28,39777
2013/01/29,40036
2013/01/30,40058
2013/01/31,40308
2013/02/01,40724
2013/02/02,41023
2013/02/03,41462
2013/02/04,41756
2013/02/05,42008
2013/02/06,42017
2013/02/07,42436
2013/02/08,42839
2013/02/09,43164
2013/02/10,43452
2013/02/11,43759
2013/02/12,44081
2013/02/13,44407
2013/02/14,44547
2013/02/15,44787
2013/02/16,44929
2013/02/17,45029
2013/02/18,45143
2013/02/19,45345
2013/02/20,45657
2013/02/21,45879
2013/02/22,46233
2013/02/23,46486
2013/02/24,46717
2013/02/25,47162
2013/02/26,47516
2013/02/27,47807
2013/02/28,48137
2013/03/01,48494
2013/03/02,48652
2013/03/03,48776
2013/03/04,49108
2013/03/05,49275
2013/03/06,49568
2013/03/07,49943
2013/03/08,50069
2013/03/09,50186
2013/03/10,50702
2013/03/11,50887
2013/03/12,50831
2013/03/13,50957
2013/03/14,51109
2013/03/15,51362
2013/03/16,50980
2013/03/17,50632
2013/03/18,50471
2013/03/19,50371
2013/03/20,50277
2013/03/21,50388
2013/03/22,50607
2013/03/23,50653
2013/03/24,50664
2013/03/25,50624
2013/03/26,50586
2013/03/27,50641
2013/03/28,50864
2013/03/29,51111
2013/03/30,51285
2013/03/31,51121
2013/04/01,51153
2013/04/02,51415
2013/04/03,51687
2013/04/04,52017
2013/04/05,52220
2013/04/06,52205
2013/04/07,52451
2013/04/08,52650
2013/04/09,52961
2013/04/10,53197
2013/04/11,53528
2013/04/12,53637
2013/04/13,53631
2013/04/14,53668
2013/04/15,53683
2013/04/16,53989
2013/04/17,54045
2013/04/18,53878
2013/04/19,54000
2013/04/20,53871
2013/04/21,53655
2013/04/22,53510
2013/04/23,53685
2013/04/24,53931
2013/04/25,54117
2013/04/26,54138
2013/04/27,53920
2013/04/28,53652
2013/04/29,53607
2013/04/30,53472
2013/05/01,53509
2013/05/02,53548
2013/05/03,53498
2013/05/04,53424
2013/05/05,53352
2013/05/06,53348
2013/05/07,53419
2013/05/08,53350
2013/05/09,53641
2013/05/10,53950
2013/05/11,54374
2013/05/12,54613
2013/05/13,54750
2013/05/14,55004
2013/05/15,55202
2013/05/16,55330
2013/05/17,55401
2013/05/18,55328
2013/05/19,55159
2013/05/20,55017
2013/05/21,54990
2013/05/22,54921
2013/05/23,55024
2013/05/24,55029
2013/05/25,54943
2013/05/26,54627
2013/05/27,54582
2013/05/28,54633
2013/05/29,54639
2013/05/30,54696
2013/05/31,54684
2013/06/01,54671
2013/06/02,54563
2013/06/03,54587
2013/06/04,54649
2013/06/05,54687
2013/06/06,54682
2013/06/07,54624
2013/06/08,54479
2013/06/09,54256
2013/06/10,54048
2013/06/11,53948
2013/06/12,53767
2013/06/13,53530
2013/06/14,53453
2013/06/15,53061
2013/06/16,52835
2013/06/17,52681
2013/06/18,52531
2013/06/19,52407
2013/06/20,52406
2013/06/21,52284
2013/06/22,52112
2013/06/23,51809
2013/06/24,51639
2013/06/25,51482
2013/06/26,51349
2013/06/27,51231
2013/06/28,51190
2013/06/29,50865
2013/06/30,50424
2013/07/01,50172
2013/07/02,49937
2013/07/03,49617
2013/07/04,49298
2013/07/05,49025
2013/07/06,48677
2013/07/07,48270
2013/07/08,48076
2013/07/09,47912
2013/07/10,47718
2013/07/11,47620
2013/07/12,47630
2013/07/13,47415
2013/07/14,47136
2013/07/15,46905
2013/07/16,46736
2013/07/17,46598
2013/07/18,46475
2013/07/19,46258
2013/07/20,45978
2013/07/21,45742
2013/07/22,45612
2013/07/23,45451
2013/07/24,45380
2013/07/25,45314
2013/07/26,45136
2013/07/27,44950
2013/07/28,44779
2013/07/29,44710
2013/07/30,44649
2013/07/31,44752
2013/08/01,44883
2013/08/02,45028
2013/08/03,45040
2013/08/04,44990
2013/08/05,45118
2013/08/06,45317
2013/08/07,45583
2013/08/08,45852
2013/08/09,45931
2013/08/10,46054
2013/08/11,45881
2013/08/12,45972
2013/08/13,46124
2013/08/14,46242
2013/08/15,46500
2013/08/16,47037
2013/08/17,47242
2013/08/18,47439
2013/08/19,47960
2013/08/20,48291
2013/08/21,48556
2013/08/22,48952
2013/08/23,49085
2013/08/24,49141
2013/08/25,49035
2013/08/26,49186
2013/08/27,49468
2013/08/28,49800
2013/08/29,49998
2013/08/30,50270
2013/08/31,50205
2013/09/01,50121
2013/09/02,50141
2013/09/03,50181
2013/09/04,50239
2013/09/05,50466
2013/09/06,50690
2013/09/07,50715
2013/09/08,50618
2013/09/09,50768
2013/09/10,50819
2013/09/11,50780
2013/09/12,50808
2013/09/13,50673
2013/09/14,50511
2013/09/15,50577
2013/09/16,50602
2013/09/17,50979
2013/09/18,51186
2013/09/19,51371
2013/09/20,51535
2013/09/21,51552
2013/09/22,51533
2013/09/23,51831
2013/09/24,52063
2013/09/25,52113
2013/09/26,52229
2013/09/27,52109
2013/09/28,51895
2013/09/29,51656
2013/09/30,51554
2013/10/01,51673
2013/10/02,51895
2013/10/03,52059
2013/10/04,52052
2013/10/05,51903
2013/10/06,51700
2013/10/07,51539
2013/10/08,51395
2013/10/09,51375
2013/10/10,51491
2013/10/11,51497
2013/10/12,51448
2013/10/13,51440
2013/10/14,51566
2013/10/15,51654
2013/10/16,51631
2013/10/17,51523
2013/10/18,51698
2013/10/19,51772
2013/10/20,51716
2013/10/21,51903
2013/10/22,52187
2013/10/23,52251
2013/10/24,52496
2013/10/25,52600
2013/10/26,52490
2013/10/27,52292
2013/10/28,52262
2013/10/29,52208
2013/10/30,52121
2013/10/31,52249
2013/11/01,52094
2013/11/02,51805
2013/11/03,51453
2013/11/04,51318
2013/11/05,51320
2013/11/06,51398
2013/11/07,51595
2013/11/08,51760
2013/11/09,51833
2013/11/10,51954
2013/11/11,52070
2013/11/12,52203
2013/11/13,52477
2013/11/14,52845
2013/11/15,53019
2013/11/16,52886
2013/11/17,52848
2013/11/18,53420
2013/11/19,54284
2013/11/20,54792
2013/11/21,55163
2013/11/22,55638
2013/11/23,56006
2013/11/24,56109
2013/11/25,56450
2013/11/26,57038
2013/11/27,57881
2013/11/28,58779
2013/11/29,59463
2013/11/30,59805
2013/12/01,60071
2013/12/02,60409
2013/12/03,60783
2013/12/04,61194
2013/12/05,61676
2013/12/06,61900
2013/12/07,62024
2013/12/08,61700
2013/12/09,61738
2013/12/10,61863
2013/12/11,61979
2013/12/12,61893
2013/12/13,61850
2013/12/14,61674
2013/12/15,61465
2013/12/16,61634
2013/12/17,61764
2013/12/18,62194
2013/12/19,62366
2013/12/20,62422
2013/12/21,62279
2013/12/22,62069
2013/12/23,61894
2013/12/24,61758
2013/12/25,61615
2013/12/26,61384
2013/12/27,61188
2013/12/28,60896
2013/12/29,60681
2013/12/30,60566
2013/12/31,60305
2014/01/01,59921
2014/01/02,59805
2014/01/03,59827
2014/01/04,59654
2014/01/05,59627
2014/01/06,59793
2014/01/07,59858
2014/01/08,59888
2014/01/09,59865
2014/01/10,59736
2014/01/11,59646
2014/01/12,59441
2014/01/13,59306
2014/01/14,59260
2014/01/15,59308
2014/01/16,59246
2014/01/17,59238
2014/01/18,59066
2014/01/19,58819
2014/01/20,58907
2014/01/21,59203
2014/01/22,59345
2014/01/23,59434
2014/01/24,59565
2014/01/25,59437
2014/01/26,59305
2014/01/27,59412
2014/01/28,59548
2014/01/29,59548
2014/01/30,59572
2014/01/31,59583
2014/02/01,59474
2014/02/02,59317
2014/02/03,59275
2014/02/04,59502
2014/02/05,59675
2014/02/06,59902
2014/02/07,60131
2014/02/08,60235
2014/02/09,60151
2014/02/10,60295
2014/02/11,60444
2014/02/12,60477
2014/02/13,60624
2014/02/14,60933
2014/02/15,60950
2014/02/16,60871
2014/02/17,60867
2014/02/18,60963
2014/02/19,61161
2014/02/20,61376
2014/02/21,61549
2014/02/22,61482
2014/02/23,61447
2014/02/24,61714
2014/02/25,62114
2014/02/26,62353
2014/02/27,62536
2014/02/28,62703
2014/03/01,62715
2014/03/02,62578
2014/03/03,62986
2014/03/04,63457
2014/03/05,63650
2014/03/06,63798
2014/03/07,63982
2014/03/08,63992
2014/03/09,63947
2014/03/10,64097
2014/03/11,64359
2014/03/12,64618
2014/03/13,64795
2014/03/14,64920
2014/03/15,64815
2014/03/16,64690
2014/03/17,64724
2014/03/18,64489
2014/03/19,64690
2014/03/20,64825
2014/03/21,65002
2014/03/22,65035
2014/03/23,64872
2014/03/24,65002
2014/03/25,65150
2014/03/26,65216
2014/03/27,65355
2014/03/28,65389
2014/03/29,65119
2014/03/30,64934
2014/03/31,64932
2014/04/01,64911
2014/04/02,64951
2014/04/03,64992
2014/04/04,65003
2014/04/05,64797
2014/04/06,64469
2014/04/07,64495
2014/04/08,64565
2014/04/09,64575
2014/04/10,64647
2014/04/11,64667
2014/04/12,64292
2014/04/13,63999
2014/04/14,64132
2014/04/15,64318
2014/04/16,64409
2014/04/17,64422
2014/04/18,64256
2014/04/19,64016
2014/04/20,63683
2014/04/21,63557
2014/04/22,63872
2014/04/23,64090
2014/04/24,64275
