Date,activeaddresses3wma
2011/01/09,1392
2011/01/10,1425
2011/01/11,1486
2011/01/12,1388
2011/01/13,1528
2011/01/14,1579
2011/01/15,1529
2011/01/16,1510
2011/01/17,1423
2011/01/18,1413
2011/01/19,1469
2011/01/20,1478
2011/01/21,1726
2011/01/22,1997
2011/01/23,2026
2011/01/24,2039
2011/01/25,1731
2011/01/26,1618
2011/01/27,1596
2011/01/28,1660
2011/01/29,1877
2011/01/30,2573
2011/01/31,2527
2011/02/01,2234
2011/02/02,1755
2011/02/03,1449
2011/02/04,1425
2011/02/05,1477
2011/02/06,1456
2011/02/07,1418
2011/02/08,1412
2011/02/09,1753
2011/02/10,2708
2011/02/11,3686
2011/02/12,3678
2011/02/13,3451
2011/02/14,3697
2011/02/15,3622
2011/02/16,3314
2011/02/17,3308
2011/02/18,3465
2011/02/19,3231
2011/02/20,3154
2011/02/21,3187
2011/02/22,3517
2011/02/23,3708
2011/02/24,3734
2011/02/25,3566
2011/02/26,3542
2011/02/27,3580
2011/02/28,3322
2011/03/01,4212
2011/03/02,4100
2011/03/03,4555
2011/03/04,3893
2011/03/05,3714
2011/03/06,3408
2011/03/07,3412
2011/03/08,3623
2011/03/09,3549
2011/03/10,3229
2011/03/11,3059
2011/03/12,3117
2011/03/13,3032
2011/03/14,2953
2011/03/15,3098
2011/03/16,3166
2011/03/17,3218
2011/03/18,3150
2011/03/19,3157
2011/03/20,3799
2011/03/21,4338
2011/03/22,4223
2011/03/23,5495
2011/03/24,5126
2011/03/25,4692
2011/03/26,4535
2011/03/27,4690
2011/03/28,5063
2011/03/29,4901
2011/03/30,4271
2011/03/31,4076
2011/04/01,3636
2011/04/02,3438
2011/04/03,3461
2011/04/04,4070
2011/04/05,4298
2011/04/06,4139
2011/04/07,3718
2011/04/08,3610
2011/04/09,3594
2011/04/10,3570
2011/04/11,3804
2011/04/12,4104
2011/04/13,4456
2011/04/14,5262
2011/04/15,4841
2011/04/16,5061
2011/04/17,4655
2011/04/18,5115
2011/04/19,5746
2011/04/20,5733
2011/04/21,4877
2011/04/22,4371
2011/04/23,4559
2011/04/24,4682
2011/04/25,4912
2011/04/26,5541
2011/04/27,6639
2011/04/28,6631
2011/04/29,6695
2011/04/30,7364
2011/05/01,7589
2011/05/02,6850
2011/05/03,6269
2011/05/04,6201
2011/05/05,6680
2011/05/06,6853
2011/05/07,7106
2011/05/08,6768
2011/05/09,7129
2011/05/10,7171
2011/05/11,7192
2011/05/12,7170
2011/05/13,8316
2011/05/14,8843
2011/05/15,8725
2011/05/16,10154
2011/05/17,10558
2011/05/18,11930
2011/05/19,12062
2011/05/20,11956
2011/05/21,11252
2011/05/22,10941
2011/05/23,11453
2011/05/24,12429
2011/05/25,13691
2011/05/26,14290
2011/05/27,12659
2011/05/28,11837
2011/05/29,11280
2011/05/30,12047
2011/05/31,13139
2011/06/01,13798
2011/06/02,14761
2011/06/03,16411
2011/06/04,18234
2011/06/05,18372
2011/06/06,19671
2011/06/07,19446
2011/06/08,23468
2011/06/09,25402
2011/06/10,25382
2011/06/11,24313
2011/06/12,25454
2011/06/13,25871
2011/06/14,27994
2011/06/15,27998
2011/06/16,28577
2011/06/17,27240
2011/06/18,26553
2011/06/19,26930
2011/06/20,26588
2011/06/21,25779
2011/06/22,26041
2011/06/23,25272
2011/06/24,25190
2011/06/25,23780
2011/06/26,23514
2011/06/27,26686
2011/06/28,27059
2011/06/29,25916
2011/06/30,24204
2011/07/01,26982
2011/07/02,30096
2011/07/03,26902
2011/07/04,24566
2011/07/05,23209
2011/07/06,25152
2011/07/07,24327
2011/07/08,24447
2011/07/09,23413
2011/07/10,26046
2011/07/11,26288
2011/07/12,24923
2011/07/13,25577
2011/07/14,27321
2011/07/15,26360
2011/07/16,24978
2011/07/17,24427
2011/07/18,26175
2011/07/19,25856
2011/07/20,25890
2011/07/21,25496
2011/07/22,25020
2011/07/23,23344
2011/07/24,22992
2011/07/25,24874
2011/07/26,24768
2011/07/27,24173
2011/07/28,24747
2011/07/29,23657
2011/07/30,21604
2011/07/31,22359
2011/08/01,23218
2011/08/02,22793
2011/08/03,20399
2011/08/04,19237
2011/08/05,20145
2011/08/06,20447
2011/08/07,20359
2011/08/08,22373
2011/08/09,23387
2011/08/10,21849
2011/08/11,19660
2011/08/12,17945
2011/08/13,18349
2011/08/14,20002
2011/08/15,19976
2011/08/16,20487
2011/08/17,20382
2011/08/18,20624
2011/08/19,21402
2011/08/20,21413
2011/08/21,22135
2011/08/22,23715
2011/08/23,23545
2011/08/24,22830
2011/08/25,22715
2011/08/26,22161
2011/08/27,21459
2011/08/28,19780
2011/08/29,19080
2011/08/30,18143
2011/08/31,17508
2011/09/01,17091
2011/09/02,16549
2011/09/03,15429
2011/09/04,16273
2011/09/05,17378
2011/09/06,18392
2011/09/07,17711
2011/09/08,16638
2011/09/09,17374
2011/09/10,16804
2011/09/11,16124
2011/09/12,16115
2011/09/13,15551
2011/09/14,15126
2011/09/15,15138
2011/09/16,14898
2011/09/17,13992
2011/09/18,13981
2011/09/19,15005
2011/09/20,18704
2011/09/21,18948
2011/09/22,18400
2011/09/23,18833
2011/09/24,19305
2011/09/25,19429
2011/09/26,18533
2011/09/27,18473
2011/09/28,16066
2011/09/29,14097
2011/09/30,13291
2011/10/01,13122
2011/10/02,12497
2011/10/03,13037
2011/10/04,13489
2011/10/05,13735
2011/10/06,14072
2011/10/07,13963
2011/10/08,13238
2011/10/09,12595
2011/10/10,12849
2011/10/11,13353
2011/10/12,13589
2011/10/13,12643
2011/10/14,13427
2011/10/15,13374
2011/10/16,12803
2011/10/17,13259
2011/10/18,12870
2011/10/19,12740
2011/10/20,11797
2011/10/21,11824
2011/10/22,11925
2011/10/23,12654
2011/10/24,13401
2011/10/25,13408
2011/10/26,12918
2011/10/27,12063
2011/10/28,12247
2011/10/29,12582
2011/10/30,12109
2011/10/31,11957
2011/11/01,12292
2011/11/02,12818
2011/11/03,13057
2011/11/04,14465
2011/11/05,14205
2011/11/06,12905
2011/11/07,12417
2011/11/08,13006
2011/11/09,13857
2011/11/10,14251
2011/11/11,13261
2011/11/12,12551
2011/11/13,12365
2011/11/14,13072
2011/11/15,13746
2011/11/16,13587
2011/11/17,12845
2011/11/18,12469
2011/11/19,11219
2011/11/20,11144
2011/11/21,10567
2011/11/22,11034
2011/11/23,11273
2011/11/24,11221
2011/11/25,11406
2011/11/26,10862
2011/11/27,10752
2011/11/28,11609
2011/11/29,13187
2011/11/30,14613
2011/12/01,14555
2011/12/02,13913
2011/12/03,13210
2011/12/04,12444
2011/12/05,12640
2011/12/06,13960
2011/12/07,13716
2011/12/08,13874
2011/12/09,12728
2011/12/10,12243
2011/12/11,12014
2011/12/12,11716
2011/12/13,11801
2011/12/14,11874
2011/12/15,11001
2011/12/16,10654
2011/12/17,10322
2011/12/18,10114
2011/12/19,11354
2011/12/20,12731
2011/12/21,12625
2011/12/22,12260
2011/12/23,12045
2011/12/24,11166
2011/12/25,11335
2011/12/26,11730
2011/12/27,11898
2011/12/28,11348
2011/12/29,11221
2011/12/30,10847
2011/12/31,10845
2012/01/01,11109
2012/01/02,11587
2012/01/03,12447
2012/01/04,12599
2012/01/05,14038
2012/01/06,14661
2012/01/07,14245
2012/01/08,14294
2012/01/09,14547
2012/01/10,15436
2012/01/11,16331
2012/01/12,15285
2012/01/13,14706
2012/01/14,14428
2012/01/15,14045
2012/01/16,14381
2012/01/17,14355
2012/01/18,14609
2012/01/19,14840
2012/01/20,14585
2012/01/21,14009
2012/01/22,12576
2012/01/23,12664
2012/01/24,13774
2012/01/25,15473
2012/01/26,15238
2012/01/27,14795
2012/01/28,13745
2012/01/29,13952
2012/01/30,13726
2012/01/31,14714
2012/02/01,14946
2012/02/02,15648
2012/02/03,16141
2012/02/04,16383
2012/02/05,15642
2012/02/06,14626
2012/02/07,14462
2012/02/08,14515
2012/02/09,14876
2012/02/10,15651
2012/02/11,15616
2012/02/12,14911
2012/02/13,15400
2012/02/14,16983
2012/02/15,17726
2012/02/16,18322
2012/02/17,16293
2012/02/18,15101
2012/02/19,13827
2012/02/20,13978
2012/02/21,14331
2012/02/22,15434
2012/02/23,16664
2012/02/24,16828
2012/02/25,16012
2012/02/26,14469
2012/02/27,14425
2012/02/28,15354
2012/02/29,15649
2012/03/01,15941
2012/03/02,16762
2012/03/03,14859
2012/03/04,14615
2012/03/05,15159
2012/03/06,15527
2012/03/07,15399
2012/03/08,15474
2012/03/09,15669
2012/03/10,14327
2012/03/11,13252
2012/03/12,13545
2012/03/13,15306
2012/03/14,16094
2012/03/15,15772
2012/03/16,15869
2012/03/17,15982
2012/03/18,15012
2012/03/19,15069
2012/03/20,15478
2012/03/21,16021
2012/03/22,15926
2012/03/23,15070
2012/03/24,14344
2012/03/25,14201
2012/03/26,14998
2012/03/27,15412
2012/03/28,15925
2012/03/29,16516
2012/03/30,15900
2012/03/31,14871
2012/04/01,13566
2012/04/02,14039
2012/04/03,16491
2012/04/04,17091
2012/04/05,16892
2012/04/06,16409
2012/04/07,15312
2012/04/08,14442
2012/04/09,14628
2012/04/10,16104
2012/04/11,17572
2012/04/12,18472
2012/04/13,17242
2012/04/14,17077
2012/04/15,16536
2012/04/16,17860
2012/04/17,18350
2012/04/18,19053
2012/04/19,18439
2012/04/20,18829
2012/04/21,17569
2012/04/22,16011
2012/04/23,15986
2012/04/24,16693
2012/04/25,17293
2012/04/26,18291
2012/04/27,17900
2012/04/28,16913
2012/04/29,16186
2012/04/30,17542
2012/05/01,19047
2012/05/02,19960
2012/05/03,21001
2012/05/04,21992
2012/05/05,21211
2012/05/06,21551
2012/05/07,23562
2012/05/08,24143
2012/05/09,24617
2012/05/10,22448
2012/05/11,24012
2012/05/12,23490
2012/05/13,22291
2012/05/14,26900
2012/05/15,27837
2012/05/16,27227
2012/05/17,24325
2012/05/18,24860
2012/05/19,28284
2012/05/20,29665
2012/05/21,30292
2012/05/22,28800
2012/05/23,29039
2012/05/24,28492
2012/05/25,29348
2012/05/26,27540
2012/05/27,26716
2012/05/28,27837
2012/05/29,31381
2012/05/30,30629
2012/05/31,29433
2012/06/01,28758
2012/06/02,24705
2012/06/03,26895
2012/06/04,34345
2012/06/05,39406
2012/06/06,32665
2012/06/07,32574
2012/06/08,29955
2012/06/09,31089
2012/06/10,32141
2012/06/11,32838
2012/06/12,28255
2012/06/13,36633
2012/06/14,44317
2012/06/15,48881
2012/06/16,44310
2012/06/17,40975
2012/06/18,38479
2012/06/19,36868
2012/06/20,34250
2012/06/21,31536
2012/06/22,29897
2012/06/23,29824
2012/06/24,29209
2012/06/25,31533
2012/06/26,34076
2012/06/27,37212
2012/06/28,35397
2012/06/29,33984
2012/06/30,32458
2012/07/01,32012
2012/07/02,34182
2012/07/03,34829
2012/07/04,33482
2012/07/05,30290
2012/07/06,29255
2012/07/07,29907
2012/07/08,29161
2012/07/09,30602
2012/07/10,33928
2012/07/11,35401
2012/07/12,35072
2012/07/13,32984
2012/07/14,31109
2012/07/15,30385
2012/07/16,33511
2012/07/17,37464
2012/07/18,36699
2012/07/19,36295
2012/07/20,35876
2012/07/21,35880
2012/07/22,37356
2012/07/23,39934
2012/07/24,39713
2012/07/25,35590
2012/07/26,32343
2012/07/27,31687
2012/07/28,35218
2012/07/29,36247
2012/07/30,36525
2012/07/31,47447
2012/08/01,45985
2012/08/02,44433
2012/08/03,39010
2012/08/04,37083
2012/08/05,36941
2012/08/06,39768
2012/08/07,40008
2012/08/08,46095
2012/08/09,44039
2012/08/10,41425
2012/08/11,38804
2012/08/12,38770
2012/08/13,43718
2012/08/14,44144
2012/08/15,47592
2012/08/16,54801
2012/08/17,57350
2012/08/18,55009
2012/08/19,55726
2012/08/20,51683
2012/08/21,52689
2012/08/22,50794
2012/08/23,47446
2012/08/24,45350
2012/08/25,40606
2012/08/26,37059
2012/08/27,36892
2012/08/28,38556
2012/08/29,39398
2012/08/30,36829
2012/08/31,42641
2012/09/01,44648
2012/09/02,40693
2012/09/03,35636
2012/09/04,39838
2012/09/05,41616
2012/09/06,44942
2012/09/07,44590
2012/09/08,39358
2012/09/09,38679
2012/09/10,37692
2012/09/11,41772
2012/09/12,38415
2012/09/13,36484
2012/09/14,36532
2012/09/15,33617
2012/09/16,32174
2012/09/17,32059
2012/09/18,35674
2012/09/19,39879
2012/09/20,44394
2012/09/21,42504
2012/09/22,34603
2012/09/23,29957
2012/09/24,30818
2012/09/25,37554
2012/09/26,44131
2012/09/27,44342
2012/09/28,47086
2012/09/29,42913
2012/09/30,38489
2012/10/01,36953
2012/10/02,45024
2012/10/03,49103
2012/10/04,51464
2012/10/05,47885
2012/10/06,42959
2012/10/07,42107
2012/10/08,44780
2012/10/09,49252
2012/10/10,49044
2012/10/11,45115
2012/10/12,43944
2012/10/13,41460
2012/10/14,39873
2012/10/15,42577
2012/10/16,43390
2012/10/17,44478
2012/10/18,47643
2012/10/19,47084
2012/10/20,45185
2012/10/21,41341
2012/10/22,40880
2012/10/23,41020
2012/10/24,41660
2012/10/25,40649
2012/10/26,39072
2012/10/27,34072
2012/10/28,30040
2012/10/29,32020
2012/10/30,33735
2012/10/31,33522
2012/11/01,32335
2012/11/02,32511
2012/11/03,32695
2012/11/04,31761
2012/11/05,34465
2012/11/06,38212
2012/11/07,41732
2012/11/08,40196
2012/11/09,38173
2012/11/10,35887
2012/11/11,32778
2012/11/12,31618
2012/11/13,31888
2012/11/14,35037
2012/11/15,41186
2012/11/16,45877
2012/11/17,50272
2012/11/18,47155
2012/11/19,44335
2012/11/20,43170
2012/11/21,43715
2012/11/22,42689
2012/11/23,38749
2012/11/24,37182
2012/11/25,36371
2012/11/26,38943
2012/11/27,39105
2012/11/28,41669
2012/11/29,42023
2012/11/30,39849
2012/12/01,36728
2012/12/02,31661
2012/12/03,30127
2012/12/04,35888
2012/12/05,41405
2012/12/06,42410
2012/12/07,41537
2012/12/08,39627
2012/12/09,39037
2012/12/10,37319
2012/12/11,36982
2012/12/12,39694
2012/12/13,43499
2012/12/14,43347
2012/12/15,38886
2012/12/16,36351
2012/12/17,38179
2012/12/18,43691
2012/12/19,44757
2012/12/20,42380
2012/12/21,43537
2012/12/22,49537
2012/12/23,46034
2012/12/24,42512
2012/12/25,35139
2012/12/26,35820
2012/12/27,36034
2012/12/28,39744
2012/12/29,40228
2012/12/30,43289
2012/12/31,39294
2013/01/01,38132
2013/01/02,39957
2013/01/03,46310
2013/01/04,47944
2013/01/05,51034
2013/01/06,46801
2013/01/07,50001
2013/01/08,53065
2013/01/09,55764
2013/01/10,58650
2013/01/11,60282
2013/01/12,55917
2013/01/13,54839
2013/01/14,49113
2013/01/15,52835
2013/01/16,55806
2013/01/17,58538
2013/01/18,57905
2013/01/19,53517
2013/01/20,49005
2013/01/21,46557
2013/01/22,49735
2013/01/23,49157
2013/01/24,55045
2013/01/25,52903
2013/01/26,53959
2013/01/27,51264
2013/01/28,52781
2013/01/29,54169
2013/01/30,49855
2013/01/31,48036
2013/02/01,55576
2013/02/02,57735
2013/02/03,58347
2013/02/04,57284
2013/02/05,58676
2013/02/06,56370
2013/02/07,57030
2013/02/08,58481
2013/02/09,57961
2013/02/10,57609
2013/02/11,54731
2013/02/12,52957
2013/02/13,52582
2013/02/14,52101
2013/02/15,51090
2013/02/16,48849
2013/02/17,46849
2013/02/18,46662
2013/02/19,48041
2013/02/20,49731
2013/02/21,50478
2013/02/22,52501
2013/02/23,52233
2013/02/24,52203
2013/02/25,54227
2013/02/26,56956
2013/02/27,56567
2013/02/28,58054
2013/03/01,60645
2013/03/02,55605
2013/03/03,49951
2013/03/04,50327
2013/03/05,54220
2013/03/06,62630
2013/03/07,65800
2013/03/08,61945
2013/03/09,56987
2013/03/10,55970
2013/03/11,54782
2013/03/12,57212
2013/03/13,60356
2013/03/14,61529
2013/03/15,62627
2013/03/16,56811
2013/03/17,53528
2013/03/18,55234
2013/03/19,62651
2013/03/20,64149
2013/03/21,67270
2013/03/22,71203
2013/03/23,70105
2013/03/24,69338
2013/03/25,67261
2013/03/26,70069
2013/03/27,71745
2013/03/28,83653
2013/03/29,85251
2013/03/30,82526
2013/03/31,72026
2013/04/01,72306
2013/04/02,81900
2013/04/03,96822
2013/04/04,105472
2013/04/05,104171
2013/04/06,93036
2013/04/07,87916
2013/04/08,99827
2013/04/09,108518
2013/04/10,123067
2013/04/11,125469
2013/04/12,115261
2013/04/13,96508
2013/04/14,80471
2013/04/15,87729
2013/04/16,95498
2013/04/17,102790
2013/04/18,92869
2013/04/19,97421
2013/04/20,85941
2013/04/21,77274
2013/04/22,81567
2013/04/23,88807
2013/04/24,97614
2013/04/25,95094
2013/04/26,90449
2013/04/27,82993
2013/04/28,99484
2013/04/29,95879
2013/04/30,87124
2013/05/01,81941
2013/05/02,81675
2013/05/03,82687
2013/05/04,76277
2013/05/05,73215
2013/05/06,78320
2013/05/07,94988
2013/05/08,101795
2013/05/09,93303
2013/05/10,86557
2013/05/11,82230
2013/05/12,75833
2013/05/13,78087
2013/05/14,81061
2013/05/15,84087
2013/05/16,84288
2013/05/17,81407
2013/05/18,74364
2013/05/19,67979
2013/05/20,68642
2013/05/21,75883
2013/05/22,76871
2013/05/23,80329
2013/05/24,82703
2013/05/25,77010
2013/05/26,72197
2013/05/27,71820
2013/05/28,74388
2013/05/29,78020
2013/05/30,78671
2013/05/31,77242
2013/06/01,72101
2013/06/02,68096
2013/06/03,73171
2013/06/04,76905
2013/06/05,78853
2013/06/06,75961
2013/06/07,74418
2013/06/08,65929
2013/06/09,60014
2013/06/10,59058
2013/06/11,63059
2013/06/12,64245
2013/06/13,65526
2013/06/14,70622
2013/06/15,63216
2013/06/16,54956
2013/06/17,53681
2013/06/18,58879
2013/06/19,65244
2013/06/20,67464
2013/06/21,68621
2013/06/22,63595
2013/06/23,57070
2013/06/24,59546
2013/06/25,60987
2013/06/26,63769
2013/06/27,62408
2013/06/28,65481
2013/06/29,63532
2013/06/30,57009
2013/07/01,61332
2013/07/02,63386
2013/07/03,65844
2013/07/04,63135
2013/07/05,61548
2013/07/06,58582
2013/07/07,53353
2013/07/08,57227
2013/07/09,63149
2013/07/10,65599
2013/07/11,69629
2013/07/12,74488
2013/07/13,69935
2013/07/14,58315
2013/07/15,57816
2013/07/16,61953
2013/07/17,63965
2013/07/18,63628
2013/07/19,60940
2013/07/20,56316
2013/07/21,52821
2013/07/22,55933
2013/07/23,60776
2013/07/24,64430
2013/07/25,65899
2013/07/26,64571
2013/07/27,58029
2013/07/28,52400
2013/07/29,58795
2013/07/30,65623
2013/07/31,74986
2013/08/01,95764
2013/08/02,88964
2013/08/03,74212
2013/08/04,62748
2013/08/05,66751
2013/08/06,70206
2013/08/07,73877
2013/08/08,73335
2013/08/09,69053
2013/08/10,63259
2013/08/11,57607
2013/08/12,79625
2013/08/13,80983
2013/08/14,81338
2013/08/15,76449
2013/08/16,79547
2013/08/17,70838
2013/08/18,62997
2013/08/19,68693
2013/08/20,75697
2013/08/21,81045
2013/08/22,82810
2013/08/23,82686
2013/08/24,73471
2013/08/25,69419
2013/08/26,71489
2013/08/27,84199
2013/08/28,86237
2013/08/29,81236
2013/08/30,83746
2013/08/31,86433
2013/09/01,72822
2013/09/02,65089
2013/09/03,66480
2013/09/04,72937
2013/09/05,72855
2013/09/06,72923
2013/09/07,67457
2013/09/08,61318
2013/09/09,66258
2013/09/10,69414
2013/09/11,73227
2013/09/12,75185
2013/09/13,71408
2013/09/14,62055
2013/09/15,56514
2013/09/16,62163
2013/09/17,68915
2013/09/18,75525
2013/09/19,78099
2013/09/20,78107
2013/09/21,72071
2013/09/22,66766
2013/09/23,72525
2013/09/24,76644
2013/09/25,78805
2013/09/26,78322
2013/09/27,78192
2013/09/28,73526
2013/09/29,71647
2013/09/30,75485
2013/10/01,83598
2013/10/02,96206
2013/10/03,95345
2013/10/04,86636
2013/10/05,73864
2013/10/06,65441
2013/10/07,69624
2013/10/08,73854
2013/10/09,77950
2013/10/10,79517
2013/10/11,80016
2013/10/12,73521
2013/10/13,79453
2013/10/14,81622
2013/10/15,84896
2013/10/16,88911
2013/10/17,86081
2013/10/18,85708
2013/10/19,88525
2013/10/20,81950
2013/10/21,88144
2013/10/22,99172
2013/10/23,106599
2013/10/24,110325
2013/10/25,105974
2013/10/26,89387
2013/10/27,74159
2013/10/28,77386
2013/10/29,82478
2013/10/30,90892
2013/10/31,94694
2013/11/01,91830
2013/11/02,84111
2013/11/03,82134
2013/11/04,91043
2013/11/05,106275
2013/11/06,121701
2013/11/07,128666
2013/11/08,130766
2013/11/09,130233
2013/11/10,123572
2013/11/11,118771
2013/11/12,116458
2013/11/13,119677
2013/11/14,127119
2013/11/15,124981
2013/11/16,114186
2013/11/17,108496
2013/11/18,135573
2013/11/19,176730
2013/11/20,179456
2013/11/21,184190
2013/11/22,173226
2013/11/23,162054
2013/11/24,140203
2013/11/25,138213
2013/11/26,158205
2013/11/27,183304
2013/11/28,197357
2013/11/29,195370
2013/11/30,178853
2013/12/01,169406
2013/12/02,171776
2013/12/03,174138
2013/12/04,179863
2013/12/05,182475
2013/12/06,176779
2013/12/07,162602
2013/12/08,135807
2013/12/09,141458
2013/12/10,148448
2013/12/11,154020
2013/12/12,142144
2013/12/13,142097
2013/12/14,144526
2013/12/15,144361
2013/12/16,160624
2013/12/17,162189
2013/12/18,173176
2013/12/19,165759
2013/12/20,159570
2013/12/21,141184
2013/12/22,130106
2013/12/23,138828
2013/12/24,136764
2013/12/25,134036
2013/12/26,126496
2013/12/27,125795
2013/12/28,120540
2013/12/29,124343
2013/12/30,138753
2013/12/31,132028
2014/01/01,113803
2014/01/02,121162
2014/01/03,133685
2014/01/04,128965
2014/01/05,130823
2014/01/06,154295
2014/01/07,153613
2014/01/08,151064
2014/01/09,139970
2014/01/10,133012
2014/01/11,129864
2014/01/12,123108
2014/01/13,136787
2014/01/14,136024
2014/01/15,135721
2014/01/16,132517
2014/01/17,131011
2014/01/18,118499
2014/01/19,111554
2014/01/20,143650
2014/01/21,157740
2014/01/22,159600
2014/01/23,152783
2014/01/24,146920
2014/01/25,136090
2014/01/26,128889
2014/01/27,148291
2014/01/28,156898
2014/01/29,151819
2014/01/30,149379
2014/01/31,148695
2014/02/01,142510
2014/02/02,137608
2014/02/03,153930
2014/02/04,164681
2014/02/05,163586
2014/02/06,162219
2014/02/07,163391
2014/02/08,156567
2014/02/09,141623
2014/02/10,153517
2014/02/11,156141
2014/02/12,187780
2014/02/13,179549
2014/02/14,179189
2014/02/15,161700
2014/02/16,143568
2014/02/17,157853
2014/02/18,160528
2014/02/19,171599
2014/02/20,176094
2014/02/21,179313
2014/02/22,167750
2014/02/23,163241
2014/02/24,187880
2014/02/25,203478
2014/02/26,206319
2014/02/27,194474
2014/02/28,193491
2014/03/01,187241
2014/03/02,173129
2014/03/03,202180
2014/03/04,221975
2014/03/05,218148
2014/03/06,204033
2014/03/07,189499
2014/03/08,178706
2014/03/09,174158
2014/03/10,190551
2014/03/11,193754
2014/03/12,200094
2014/03/13,196548
2014/03/14,194694
2014/03/15,169882
2014/03/16,151346
2014/03/17,166134
2014/03/18,158128
2014/03/19,161894
2014/03/20,162344
2014/03/21,178107
2014/03/22,175957
2014/03/23,162987
2014/03/24,174553
2014/03/25,172684
2014/03/26,172501
2014/03/27,175895
2014/03/28,180834
2014/03/29,164399
2014/03/30,162523
2014/03/31,165078
2014/04/01,174444
2014/04/02,178240
2014/04/03,174230
2014/04/04,175285
2014/04/05,164479
2014/04/06,172900
2014/04/07,166499
2014/04/08,166449
2014/04/09,171342
2014/04/10,178845
2014/04/11,175689
2014/04/12,153182
2014/04/13,158719
2014/04/14,171262
2014/04/15,189409
2014/04/16,189437
2014/04/17,173743
2014/04/18,158156
2014/04/19,146684
2014/04/20,154102
2014/04/21,149471
2014/04/22,166658
2014/04/23,163305
2014/04/24,167018
2014/04/25,173219
2014/04/26,156362
2014/04/27,161403
2014/04/28,163646
2014/04/29,169405
2014/04/30,167574
2014/05/01,161003
2014/05/02,151113
2014/05/03,132241
