Date,activeaddresses7wma
2010/11/03,596.786
2010/11/04,580.464
2010/11/05,635.107
2010/11/06,630.464
2010/11/07,651.571
2010/11/08,888.714
2010/11/09,860.321
2010/11/10,825.893
2010/11/11,776.214
2010/11/12,690.5
2010/11/13,649.071
2010/11/14,688.75
2010/11/15,1595
2010/11/16,2142
2010/11/17,1920
2010/11/18,1686
2010/11/19,1453
2010/11/20,1249
2010/11/21,1032
2010/11/22,786.107
2010/11/23,684
2010/11/24,754.25
2010/11/25,801.464
2010/11/26,909.929
2010/11/27,904.786
2010/11/28,869.286
2010/11/29,884.143
2010/11/30,863.393
2010/12/01,915.75
2010/12/02,888.643
2010/12/03,882.357
2010/12/04,849.357
2010/12/05,811.179
2010/12/06,783.143
2010/12/07,863.036
2010/12/08,870.857
2010/12/09,869.036
2010/12/10,816.643
2010/12/11,881.5
2010/12/12,965.179
2010/12/13,1152
2010/12/14,1170
2010/12/15,1175
2010/12/16,1139
2010/12/17,1062
2010/12/18,993.714
2010/12/19,990.893
2010/12/20,1085
2010/12/21,1094
2010/12/22,1135
2010/12/23,1123
2010/12/24,1067
2010/12/25,1066
2010/12/26,1045
2010/12/27,1053
2010/12/28,1046
2010/12/29,1031
2010/12/30,1049
2010/12/31,1016
2011/01/01,1026
2011/01/02,1030
2011/01/03,1120
2011/01/04,1120
2011/01/05,1234
2011/01/06,1234
2011/01/07,1255
2011/01/08,1317
2011/01/09,1343
2011/01/10,1371
2011/01/11,1426
2011/01/12,1391
2011/01/13,1475
2011/01/14,1518
2011/01/15,1501
2011/01/16,1515
2011/01/17,1477
2011/01/18,1459
2011/01/19,1478
2011/01/20,1463
2011/01/21,1587
2011/01/22,1754
2011/01/23,1828
2011/01/24,1919
2011/01/25,1831
2011/01/26,1777
2011/01/27,1739
2011/01/28,1703
2011/01/29,1774
2011/01/30,2129
2011/01/31,2197
2011/02/01,2180
2011/02/02,2040
2011/02/03,1848
2011/02/04,1730
2011/02/05,1622
2011/02/06,1501
2011/02/07,1446
2011/02/08,1428
2011/02/09,1593
2011/02/10,2101
2011/02/11,2718
2011/02/12,2983
2011/02/13,3176
2011/02/14,3514
2011/02/15,3579
2011/02/16,3466
2011/02/17,3449
2011/02/18,3462
2011/02/19,3322
2011/02/20,3267
2011/02/21,3244
2011/02/22,3373
2011/02/23,3494
2011/02/24,3554
2011/02/25,3543
2011/02/26,3580
2011/02/27,3605
2011/02/28,3463
2011/03/01,3872
2011/03/02,3864
2011/03/03,4149
2011/03/04,3989
2011/03/05,3915
2011/03/06,3766
2011/03/07,3652
2011/03/08,3639
2011/03/09,3553
2011/03/10,3361
2011/03/11,3274
2011/03/12,3241
2011/03/13,3137
2011/03/14,3049
2011/03/15,3080
2011/03/16,3098
2011/03/17,3138
2011/03/18,3134
2011/03/19,3149
2011/03/20,3484
2011/03/21,3815
2011/03/22,3885
2011/03/23,4686
2011/03/24,4736
2011/03/25,4690
2011/03/26,4770
2011/03/27,4777
2011/03/28,4913
2011/03/29,4854
2011/03/30,4519
2011/03/31,4423
2011/04/01,4115
2011/04/02,3845
2011/04/03,3709
2011/04/04,3864
2011/04/05,3965
2011/04/06,3969
2011/04/07,3855
2011/04/08,3824
2011/04/09,3770
2011/04/10,3680
2011/04/11,3731
2011/04/12,3870
2011/04/13,4093
2011/04/14,4611
2011/04/15,4583
2011/04/16,4843
2011/04/17,4785
2011/04/18,4996
2011/04/19,5355
2011/04/20,5402
2011/04/21,5089
2011/04/22,4894
2011/04/23,4868
2011/04/24,4787
2011/04/25,4800
2011/04/26,5097
2011/04/27,5738
2011/04/28,5986
2011/04/29,6288
2011/04/30,6853
2011/05/01,7137
2011/05/02,6943
2011/05/03,6733
2011/05/04,6607
2011/05/05,6701
2011/05/06,6704
2011/05/07,6809
2011/05/08,6726
2011/05/09,6973
2011/05/10,7063
2011/05/11,7094
2011/05/12,7136
2011/05/13,7728
2011/05/14,8109
2011/05/15,8264
2011/05/16,9214
2011/05/17,9696
2011/05/18,10669
2011/05/19,11198
2011/05/20,11457
2011/05/21,11432
2011/05/22,11359
2011/05/23,11510
2011/05/24,11923
2011/05/25,12584
2011/05/26,13166
2011/05/27,12743
2011/05/28,12556
2011/05/29,12226
2011/05/30,12272
2011/05/31,12618
2011/06/01,12918
2011/06/02,13623
2011/06/03,14864
2011/06/04,16256
2011/06/05,16981
2011/06/06,18243
2011/06/07,18713
2011/06/08,21092
2011/06/09,22739
2011/06/10,23467
2011/06/11,23877
2011/06/12,24941
2011/06/13,25378
2011/06/14,26634
2011/06/15,26944
2011/06/16,27577
2011/06/17,27415
2011/06/18,27200
2011/06/19,27314
2011/06/20,26949
2011/06/21,26338
2011/06/22,26340
2011/06/23,25770
2011/06/24,25573
2011/06/25,24759
2011/06/26,24297
2011/06/27,25636
2011/06/28,25837
2011/06/29,25533
2011/06/30,25098
2011/07/01,26384
2011/07/02,27996
2011/07/03,26768
2011/07/04,25915
2011/07/05,25231
2011/07/06,25556
2011/07/07,24794
2011/07/08,24472
2011/07/09,23883
2011/07/10,25119
2011/07/11,25410
2011/07/12,24917
2011/07/13,25466
2011/07/14,26423
2011/07/15,26067
2011/07/16,25622
2011/07/17,25287
2011/07/18,25898
2011/07/19,25691
2011/07/20,25663
2011/07/21,25570
2011/07/22,25352
2011/07/23,24498
2011/07/24,24049
2011/07/25,24586
2011/07/26,24371
2011/07/27,24109
2011/07/28,24538
2011/07/29,24031
2011/07/30,22988
2011/07/31,23117
2011/08/01,23117
2011/08/02,22719
2011/08/03,21573
2011/08/04,20747
2011/08/05,20805
2011/08/06,20568
2011/08/07,20272
2011/08/08,21263
2011/08/09,21984
2011/08/10,21644
2011/08/11,20903
2011/08/12,19896
2011/08/13,19559
2011/08/14,19840
2011/08/15,19499
2011/08/16,19793
2011/08/17,20025
2011/08/18,20313
2011/08/19,20904
2011/08/20,21034
2011/08/21,21512
2011/08/22,22549
2011/08/23,22745
2011/08/24,22739
2011/08/25,22916
2011/08/26,22612
2011/08/27,22163
2011/08/28,21128
2011/08/29,20350
2011/08/30,19459
2011/08/31,18626
2011/09/01,17963
2011/09/02,17299
2011/09/03,16419
2011/09/04,16536
2011/09/05,16864
2011/09/06,17347
2011/09/07,17299
2011/09/08,17002
2011/09/09,17448
2011/09/10,17138
2011/09/11,16646
2011/09/12,16533
2011/09/13,16036
2011/09/14,15660
2011/09/15,15521
2011/09/16,15172
2011/09/17,14607
2011/09/18,14452
2011/09/19,14760
2011/09/20,16552
2011/09/21,17097
2011/09/22,17431
2011/09/23,18305
2011/09/24,18845
2011/09/25,19110
2011/09/26,18832
2011/09/27,18726
2011/09/28,17500
2011/09/29,16184
2011/09/30,15206
2011/10/01,14344
2011/10/02,13421
2011/10/03,13265
2011/10/04,13236
2011/10/05,13346
2011/10/06,13657
2011/10/07,13734
2011/10/08,13490
2011/10/09,13208
2011/10/10,13179
2011/10/11,13259
2011/10/12,13309
2011/10/13,12881
2011/10/14,13275
2011/10/15,13292
2011/10/16,12992
2011/10/17,13242
2011/10/18,13007
2011/10/19,12881
2011/10/20,12433
2011/10/21,12238
2011/10/22,12146
2011/10/23,12370
2011/10/24,12732
2011/10/25,12891
2011/10/26,12856
2011/10/27,12577
2011/10/28,12599
2011/10/29,12638
2011/10/30,12283
2011/10/31,12147
2011/11/01,12267
2011/11/02,12487
2011/11/03,12682
2011/11/04,13492
2011/11/05,13612
2011/11/06,13221
2011/11/07,13100
2011/11/08,13232
2011/11/09,13479
2011/11/10,13688
2011/11/11,13303
2011/11/12,13058
2011/11/13,12943
2011/11/14,13087
2011/11/15,13305
2011/11/16,13255
2011/11/17,13007
2011/11/18,12893
2011/11/19,12188
2011/11/20,11889
2011/11/21,11315
2011/11/22,11202
2011/11/23,11186
2011/11/24,11091
2011/11/25,11225
2011/11/26,11037
2011/11/27,10958
2011/11/28,11370
2011/11/29,12132
2011/11/30,13057
2011/12/01,13489
2011/12/02,13636
2011/12/03,13606
2011/12/04,13239
2011/12/05,13133
2011/12/06,13552
2011/12/07,13356
2011/12/08,13538
2011/12/09,13149
2011/12/10,12857
2011/12/11,12645
2011/12/12,12229
2011/12/13,12031
2011/12/14,11947
2011/12/15,11409
2011/12/16,11167
2011/12/17,10861
2011/12/18,10533
2011/12/19,10996
2011/12/20,11654
2011/12/21,11798
2011/12/22,11984
2011/12/23,12116
2011/12/24,11731
2011/12/25,11733
2011/12/26,11759
2011/12/27,11698
2011/12/28,11471
2011/12/29,11412
2011/12/30,11183
2011/12/31,11096
2012/01/01,11126
2012/01/02,11286
2012/01/03,11761
2012/01/04,12019
2012/01/05,12946
2012/01/06,13610
2012/01/07,13746
2012/01/08,14104
2012/01/09,14388
2012/01/10,14881
2012/01/11,15493
2012/01/12,15167
2012/01/13,15048
2012/01/14,14961
2012/01/15,14579
2012/01/16,14569
2012/01/17,14408
2012/01/18,14428
2012/01/19,14616
2012/01/20,14536
2012/01/21,14300
2012/01/22,13570
2012/01/23,13371
2012/01/24,13660
2012/01/25,14337
2012/01/26,14414
2012/01/27,14512
2012/01/28,14256
2012/01/29,14351
2012/01/30,14119
2012/01/31,14406
2012/02/01,14505
2012/02/02,14944
2012/02/03,15437
2012/02/04,15806
2012/02/05,15680
2012/02/06,15297
2012/02/07,15104
2012/02/08,14914
2012/02/09,14870
2012/02/10,15171
2012/02/11,15211
2012/02/12,15012
2012/02/13,15355
2012/02/14,16153
2012/02/15,16659
2012/02/16,17276
2012/02/17,16656
2012/02/18,16182
2012/02/19,15423
2012/02/20,14958
2012/02/21,14670
2012/02/22,14907
2012/02/23,15514
2012/02/24,15900
2012/02/25,15863
2012/02/26,15346
2012/02/27,15221
2012/02/28,15428
2012/02/29,15357
2012/03/01,15491
2012/03/02,16044
2012/03/03,15302
2012/03/04,15244
2012/03/05,15423
2012/03/06,15348
2012/03/07,15287
2012/03/08,15357
2012/03/09,15466
2012/03/10,14912
2012/03/11,14287
2012/03/12,14175
2012/03/13,14740
2012/03/14,15093
2012/03/15,15150
2012/03/16,15503
2012/03/17,15799
2012/03/18,15432
2012/03/19,15428
2012/03/20,15499
2012/03/21,15658
2012/03/22,15691
2012/03/23,15340
2012/03/24,14981
2012/03/25,14800
2012/03/26,14960
2012/03/27,15046
2012/03/28,15328
2012/03/29,15807
2012/03/30,15739
2012/03/31,15396
2012/04/01,14728
2012/04/02,14651
2012/04/03,15583
2012/04/04,15868
2012/04/05,16066
2012/04/06,16269
2012/04/07,15912
2012/04/08,15460
2012/04/09,15289
2012/04/10,15658
2012/04/11,16335
2012/04/12,17042
2012/04/13,16899
2012/04/14,17171
2012/04/15,17053
2012/04/16,17569
2012/04/17,17806
2012/04/18,18209
2012/04/19,18181
2012/04/20,18583
2012/04/21,18099
2012/04/22,17248
2012/04/23,16962
2012/04/24,16909
2012/04/25,16930
2012/04/26,17449
2012/04/27,17426
2012/04/28,17172
2012/04/29,16936
2012/04/30,17430
2012/05/01,18073
2012/05/02,18662
2012/05/03,19567
2012/05/04,20581
2012/05/05,20735
2012/05/06,21288
2012/05/07,22484
2012/05/08,22979
2012/05/09,23600
2012/05/10,22954
2012/05/11,23789
2012/05/12,23654
2012/05/13,22910
2012/05/14,25147
2012/05/15,25829
2012/05/16,25985
2012/05/17,25373
2012/05/18,25582
2012/05/19,27151
2012/05/20,27887
2012/05/21,28512
2012/05/22,28501
2012/05/23,29002
2012/05/24,28970
2012/05/25,29253
2012/05/26,28279
2012/05/27,27680
2012/05/28,28021
2012/05/29,29557
2012/05/30,29423
2012/05/31,29292
2012/06/01,29311
2012/06/02,27245
2012/06/03,27816
2012/06/04,31037
2012/06/05,33678
2012/06/06,31878
2012/06/07,33041
2012/06/08,32176
2012/06/09,32156
2012/06/10,32319
2012/06/11,32052
2012/06/12,29827
2012/06/13,34036
2012/06/14,38167
2012/06/15,41648
2012/06/16,41952
2012/06/17,41978
2012/06/18,41370
2012/06/19,40068
2012/06/20,37516
2012/06/21,34842
2012/06/22,32760
2012/06/23,31644
2012/06/24,30413
2012/06/25,30939
2012/06/26,32099
2012/06/27,34019
2012/06/28,34102
2012/06/29,34174
2012/06/30,33810
2012/07/01,33330
2012/07/02,33957
2012/07/03,34019
2012/07/04,33362
2012/07/05,32043
2012/07/06,31252
2012/07/07,30993
2012/07/08,30013
2012/07/09,30260
2012/07/10,31849
2012/07/11,32934
2012/07/12,33607
2012/07/13,33337
2012/07/14,32629
2012/07/15,32079
2012/07/16,33046
2012/07/17,34717
2012/07/18,34778
2012/07/19,35383
2012/07/20,35866
2012/07/21,36044
2012/07/22,36863
2012/07/23,38147
2012/07/24,38338
2012/07/25,36882
2012/07/26,35343
2012/07/27,34363
2012/07/28,35102
2012/07/29,35071
2012/07/30,35198
2012/07/31,41182
2012/08/01,41924
2012/08/02,42690
2012/08/03,41613
2012/08/04,40270
2012/08/05,39514
2012/08/06,39819
2012/08/07,39110
2012/08/08,42298
2012/08/09,42190
2012/08/10,41702
2012/08/11,41082
2012/08/12,40537
2012/08/13,42330
2012/08/14,42470
2012/08/15,44361
2012/08/16,49133
2012/08/17,51907
2012/08/18,52744
2012/08/19,54740
2012/08/20,53376
2012/08/21,53800
2012/08/22,52594
2012/08/23,49976
2012/08/24,48320
2012/08/25,44978
2012/08/26,41695
2012/08/27,40185
2012/08/28,39362
2012/08/29,38920
2012/08/30,37524
2012/08/31,40302
2012/09/01,41812
2012/09/02,40510
2012/09/03,38717
2012/09/04,40379
2012/09/05,40699
2012/09/06,42267
2012/09/07,42695
2012/09/08,40712
2012/09/09,40754
2012/09/10,39900
2012/09/11,40861
2012/09/12,39095
2012/09/13,37805
2012/09/14,37735
2012/09/15,35811
2012/09/16,34405
2012/09/17,33678
2012/09/18,34536
2012/09/19,36649
2012/09/20,39550
2012/09/21,39997
2012/09/22,37440
2012/09/23,35311
2012/09/24,34487
2012/09/25,36107
2012/09/26,38816
2012/09/27,39787
2012/09/28,42929
2012/09/29,42789
2012/09/30,41308
2012/10/01,40437
2012/10/02,43204
2012/10/03,44849
2012/10/04,46854
2012/10/05,46695
2012/10/06,45338
2012/10/07,45073
2012/10/08,45557
2012/10/09,46854
2012/10/10,46954
2012/10/11,45620
2012/10/12,45509
2012/10/13,44101
2012/10/14,42463
2012/10/15,42922
2012/10/16,42623
2012/10/17,43094
2012/10/18,45213
2012/10/19,45517
2012/10/20,45307
2012/10/21,43857
2012/10/22,43069
2012/10/23,42445
2012/10/24,41980
2012/10/25,41051
2012/10/26,40088
2012/10/27,37375
2012/10/28,34618
2012/10/29,34271
2012/10/30,33822
2012/10/31,33052
2012/11/01,32518
2012/11/02,32615
2012/11/03,32773
2012/11/04,32312
2012/11/05,33472
2012/11/06,35457
2012/11/07,37791
2012/11/08,38263
2012/11/09,38288
2012/11/10,37684
2012/11/11,35865
2012/11/12,34413
2012/11/13,33460
2012/11/14,34078
2012/11/15,37036
2012/11/16,40185
2012/11/17,44073
2012/11/18,44819
2012/11/19,44976
2012/11/20,45083
2012/11/21,44886
2012/11/22,43776
2012/11/23,41298
2012/11/24,39762
2012/11/25,38584
2012/11/26,38909
2012/11/27,38579
2012/11/28,39757
2012/11/29,40471
2012/11/30,39953
2012/12/01,38771
2012/12/02,35941
2012/12/03,34001
2012/12/04,35527
2012/12/05,37435
2012/12/06,38454
2012/12/07,39473
2012/12/08,39713
2012/12/09,39971
2012/12/10,39091
2012/12/11,38281
2012/12/12,39082
2012/12/13,40810
2012/12/14,41229
2012/12/15,39852
2012/12/16,38894
2012/12/17,39361
2012/12/18,41433
2012/12/19,42014
2012/12/20,41504
2012/12/21,42877
2012/12/22,46345
2012/12/23,45275
2012/12/24,44080
2012/12/25,40485
2012/12/26,39483
2012/12/27,38298
2012/12/28,38679
2012/12/29,38590
2012/12/30,40488
2012/12/31,39416
2013/01/01,39310
2013/01/02,40249
2013/01/03,43051
2013/01/04,44345
2013/01/05,46983
2013/01/06,46339
2013/01/07,48784
2013/01/08,51031
2013/01/09,52664
2013/01/10,55086
2013/01/11,57121
2013/01/12,56087
2013/01/13,56340
2013/01/14,53321
2013/01/15,53979
2013/01/16,54778
2013/01/17,55621
2013/01/18,56079
2013/01/19,54754
2013/01/20,52662
2013/01/21,50868
2013/01/22,50903
2013/01/23,49552
2013/01/24,51934
2013/01/25,51468
2013/01/26,52542
2013/01/27,52159
2013/01/28,52831
2013/01/29,53535
2013/01/30,51392
2013/01/31,50177
2013/02/01,53563
2013/02/02,54461
2013/02/03,55520
2013/02/04,56264
2013/02/05,57539
2013/02/06,57090
2013/02/07,57477
2013/02/08,57965
2013/02/09,57639
2013/02/10,57631
2013/02/11,56295
2013/02/12,55034
2013/02/13,54387
2013/02/14,53336
2013/02/15,52195
2013/02/16,50657
2013/02/17,49064
2013/02/18,48316
2013/02/19,48288
2013/02/20,48695
2013/02/21,49149
2013/02/22,50554
2013/02/23,51074
2013/02/24,51611
2013/02/25,53061
2013/02/26,54721
2013/02/27,55105
2013/02/28,56526
2013/03/01,58435
2013/03/02,56571
2013/03/03,53992
2013/03/04,53496
2013/03/05,54074
2013/03/06,57642
2013/03/07,60011
2013/03/08,59702
2013/03/09,59006
2013/03/10,58854
2013/03/11,57444
2013/03/12,57588
2013/03/13,58474
2013/03/14,59096
2013/03/15,60501
2013/03/16,58515
2013/03/17,56900
2013/03/18,57196
2013/03/19,59770
2013/03/20,60549
2013/03/21,63054
2013/03/22,66564
2013/03/23,67667
2013/03/24,68706
2013/03/25,68423
2013/03/26,69587
2013/03/27,70535
2013/03/28,76556
2013/03/29,78896
2013/03/30,79634
2013/03/31,76529
2013/04/01,76468
2013/04/02,80095
2013/04/03,86865
2013/04/04,92844
2013/04/05,96094
2013/04/06,94508
2013/04/07,93745
2013/04/08,98866
2013/04/09,102169
2013/04/10,110096
2013/04/11,114873
2013/04/12,113676
2013/04/13,107343
2013/04/14,98159
2013/04/15,96749
2013/04/16,95855
2013/04/17,96602
2013/04/18,92570
2013/04/19,95782
2013/04/20,91292
2013/04/21,85943
2013/04/22,86109
2013/04/23,86945
2013/04/24,90377
2013/04/25,90965
2013/04/26,90102
2013/04/27,87924
2013/04/28,95563
2013/04/29,93707
2013/04/30,89509
2013/05/01,87565
2013/05/02,85886
2013/05/03,84744
2013/05/04,80505
2013/05/05,77100
2013/05/06,78600
2013/05/07,86141
2013/05/08,90861
2013/05/09,89784
2013/05/10,89308
2013/05/11,87924
2013/05/12,83321
2013/05/13,82107
2013/05/14,81210
2013/05/15,81480
2013/05/16,82232
2013/05/17,81477
2013/05/18,78412
2013/05/19,74759
2013/05/20,73160
2013/05/21,74683
2013/05/22,74304
2013/05/23,76397
2013/05/24,78946
2013/05/25,77428
2013/05/26,75873
2013/05/27,75209
2013/05/28,75020
2013/05/29,76140
2013/05/30,76473
2013/05/31,76298
2013/06/01,74543
2013/06/02,72359
2013/06/03,73819
2013/06/04,74763
2013/06/05,75630
2013/06/06,75215
2013/06/07,75102
2013/06/08,71173
2013/06/09,67170
2013/06/10,64588
2013/06/11,64092
2013/06/12,63314
2013/06/13,63712
2013/06/14,66713
2013/06/15,64155
2013/06/16,60500
2013/06/17,59153
2013/06/18,59616
2013/06/19,61583
2013/06/20,62983
2013/06/21,64700
2013/06/22,64025
2013/06/23,61549
2013/06/24,62158
2013/06/25,61612
2013/06/26,62049
2013/06/27,61640
2013/06/28,63365
2013/06/29,63199
2013/06/30,60325
2013/07/01,62053
2013/07/02,62515
2013/07/03,63345
2013/07/04,62849
2013/07/05,62268
2013/07/06,60984
2013/07/07,57936
2013/07/08,58497
2013/07/09,60494
2013/07/10,61572
2013/07/11,64817
2013/07/12,68889
2013/07/13,68487
2013/07/14,64171
2013/07/15,63352
2013/07/16,63532
2013/07/17,62972
2013/07/18,62521
2013/07/19,61328
2013/07/20,59249
2013/07/21,57234
2013/07/22,57420
2013/07/23,58673
2013/07/24,60392
2013/07/25,62146
2013/07/26,62896
2013/07/27,60773
2013/07/28,57963
2013/07/29,59796
2013/07/30,61972
2013/07/31,66707
2013/08/01,79257
2013/08/02,80210
2013/08/03,77171
2013/08/04,73771
2013/08/05,73205
2013/08/06,72030
2013/08/07,71824
2013/08/08,70983
2013/08/09,69704
2013/08/10,67454
2013/08/11,63953
2013/08/12,72986
2013/08/13,73840
2013/08/14,75376
2013/08/15,76206
2013/08/16,78606
2013/08/17,75090
2013/08/18,70534
2013/08/19,71106
2013/08/20,72889
2013/08/21,75206
2013/08/22,77667
2013/08/23,79338
2013/08/24,76656
2013/08/25,74925
2013/08/26,74587
2013/08/27,79159
2013/08/28,80405
2013/08/29,79361
2013/08/30,82319
2013/08/31,84640
2013/09/01,78321
2013/09/02,73864
2013/09/03,72199
2013/09/04,72546
2013/09/05,71530
2013/09/06,71384
2013/09/07,69153
2013/09/08,66308
2013/09/09,67859
2013/09/10,68178
2013/09/11,69550
2013/09/12,71589
2013/09/13,70778
2013/09/14,67076
2013/09/15,63866
2013/09/16,64460
2013/09/17,66023
2013/09/18,69012
2013/09/19,71850
2013/09/20,74109
2013/09/21,73309
2013/09/22,71373
2013/09/23,73361
2013/09/24,74431
2013/09/25,75334
2013/09/26,76178
2013/09/27,77036
2013/09/28,75565
2013/09/29,74599
2013/09/30,75643
2013/10/01,79024
2013/10/02,85984
2013/10/03,88105
2013/10/04,86689
2013/10/05,82255
2013/10/06,76776
2013/10/07,75535
2013/10/08,74350
2013/10/09,74460
2013/10/10,75775
2013/10/11,77235
2013/10/12,75422
2013/10/13,78733
2013/10/14,79803
2013/10/15,81439
2013/10/16,84663
2013/10/17,84441
2013/10/18,85332
2013/10/19,87633
2013/10/20,84263
2013/10/21,87122
2013/10/22,92767
2013/10/23,97173
2013/10/24,102075
2013/10/25,103152
2013/10/26,96873
2013/10/27,89098
2013/10/28,86942
2013/10/29,84852
2013/10/30,86245
2013/10/31,88317
2013/11/01,88460
2013/11/02,86814
2013/11/03,86391
2013/11/04,89634
2013/11/05,96666
2013/11/06,105963
2013/11/07,113769
2013/11/08,120438
2013/11/09,125314
2013/11/10,125139
2013/11/11,123569
2013/11/12,121476
2013/11/13,121078
2013/11/14,123590
2013/11/15,122639
2013/11/16,118042
2013/11/17,115331
2013/11/18,127194
2013/11/19,148091
2013/11/20,155164
2013/11/21,166540
2013/11/22,170096
2013/11/23,168399
2013/11/24,158466
2013/11/25,152515
2013/11/26,156462
2013/11/27,166356
2013/11/28,175738
2013/11/29,181544
2013/11/30,180065
2013/12/01,178711
2013/12/02,178801
2013/12/03,176671
2013/12/04,177264
2013/12/05,178333
2013/12/06,176392
2013/12/07,170538
2013/12/08,156060
2013/12/09,153861
2013/12/10,152011
2013/12/11,150457
2013/12/12,144497
2013/12/13,144233
2013/12/14,145331
2013/12/15,144832
2013/12/16,152464
2013/12/17,154621
2013/12/18,162229
2013/12/19,162952
2013/12/20,161667
2013/12/21,153575
2013/12/22,145389
2013/12/23,144914
2013/12/24,139855
2013/12/25,135733
2013/12/26,131541
2013/12/27,129537
2013/12/28,125883
2013/12/29,125975
2013/12/30,131737
2013/12/31,129113
2014/01/01,121415
2014/01/02,125020
2014/01/03,129423
2014/01/04,126603
2014/01/05,128660
2014/01/06,141146
2014/01/07,143603
2014/01/08,146453
2014/01/09,144176
2014/01/10,140363
2014/01/11,137757
2014/01/12,131416
2014/01/13,134554
2014/01/14,133487
2014/01/15,133168
2014/01/16,133246
2014/01/17,132589
2014/01/18,126177
2014/01/19,121185
2014/01/20,134039
2014/01/21,141077
2014/01/22,145422
2014/01/23,148387
2014/01/24,148791
2014/01/25,144811
2014/01/26,139750
2014/01/27,145334
2014/01/28,148153
2014/01/29,146788
2014/01/30,148470
2014/01/31,149417
2014/02/01,146618
2014/02/02,143652
2014/02/03,149584
2014/02/04,154613
2014/02/05,156175
2014/02/06,158825
2014/02/07,161574
2014/02/08,159432
2014/02/09,152042
2014/02/10,155442
2014/02/11,154739
2014/02/12,169604
2014/02/13,169615
2014/02/14,172921
2014/02/15,169108
2014/02/16,159510
2014/02/17,163146
2014/02/18,160916
2014/02/19,163407
2014/02/20,168109
2014/02/21,171620
2014/02/22,169397
2014/02/23,168707
2014/02/24,179821
2014/02/25,188209
2014/02/26,192832
2014/02/27,192471
2014/02/28,194884
2014/03/01,192971
2014/03/02,184569
2014/03/03,195754
2014/03/04,204921
2014/03/05,205669
2014/03/06,204800
2014/03/07,199865
2014/03/08,193069
2014/03/09,187204
2014/03/10,189462
2014/03/11,188426
2014/03/12,192065
2014/03/13,193202
2014/03/14,194056
2014/03/15,183155
2014/03/16,171548
2014/03/17,173353
2014/03/18,164194
2014/03/19,162301
2014/03/20,162172
2014/03/21,168769
2014/03/22,170404
2014/03/23,166186
2014/03/24,172476
2014/03/25,172176
2014/03/26,171635
2014/03/27,174391
2014/03/28,176531
2014/03/29,169570
2014/03/30,168769
2014/03/31,168206
2014/04/01,170791
2014/04/02,172970
2014/04/03,171955
2014/04/04,173851
2014/04/05,169865
2014/04/06,173035
2014/04/07,169453
2014/04/08,167860
2014/04/09,170210
2014/04/10,173512
2014/04/11,172958
2014/04/12,163374
2014/04/13,164671
2014/04/14,169009
2014/04/15,176426
2014/04/16,179151
2014/04/17,174838
2014/04/18,169351
2014/04/19,162509
2014/04/20,161136
2014/04/21,154582
2014/04/22,159809
2014/04/23,158858
2014/04/24,161822
2014/04/25,167816
2014/04/26,160980
2014/04/27,163517
2014/04/28,164682
2014/04/29,165504
2014/04/30,165900
2014/05/01,163105
